email_id,send_day,policy,opened
3266,11,baseline,0
3267,11,baseline,0
3268,11,baseline,0
3269,11,baseline,0
3270,11,baseline,0
3271,11,baseline,0
3272,11,baseline,0
3273,11,baseline,0
3274,11,baseline,0
3275,11,baseline,0
3276,11,baseline,0
3277,11,baseline,0
3278,11,baseline,0
3279,11,baseline,0
3280,11,baseline,0
3281,11,baseline,1
3282,11,baseline,0
3283,11,baseline,0
3284,11,baseline,0
3285,11,baseline,0
3286,11,baseline,0
3287,11,baseline,0
3288,11,baseline,0
3289,11,baseline,0
3290,11,baseline,0
3291,11,baseline,0
3292,11,baseline,0
3293,11,baseline,0
3294,11,baseline,1
3295,11,baseline,0
3296,11,baseline,0
3297,11,baseline,0
3298,11,baseline,1
3299,11,baseline,0
3300,11,baseline,0
3301,12,bandit,0
3302,12,bandit,0
3303,12,bandit,0
3304,12,bandit,0
3305,12,bandit,0
3306,12,bandit,0
3307,12,bandit,0
3308,12,bandit,0
3309,12,bandit,0
3310,12,bandit,1
3311,12,bandit,0
3312,12,bandit,0
3313,12,bandit,0
3314,12,bandit,0
3315,12,bandit,0
3316,12,bandit,0
3317,12,bandit,0
3318,12,bandit,0
3319,12,bandit,0
3320,12,bandit,0
3321,12,bandit,0
3322,12,bandit,0
3323,12,bandit,0
3324,12,bandit,0
3325,12,bandit,0
3326,12,bandit,0
3327,12,bandit,0
3328,12,bandit,0
3329,12,bandit,0
3330,12,bandit,0
3331,12,bandit,0
3332,12,bandit,0
3333,12,bandit,0
3334,12,bandit,0
3335,12,bandit,0
3336,12,bandit,0
3337,12,bandit,0
3338,12,bandit,0
3339,12,bandit,0
3340,12,bandit,0
3341,12,bandit,0
3342,12,bandit,0
3343,12,bandit,0
3344,12,bandit,0
3345,12,bandit,0
3346,12,bandit,0
3347,12,bandit,0
3348,12,bandit,0
3349,12,bandit,1
3350,12,bandit,0
3351,12,bandit,0
3352,12,bandit,0
3353,12,bandit,0
3354,12,bandit,0
3355,12,bandit,0
3356,12,bandit,0
3357,12,bandit,0
3358,12,bandit,0
3359,12,bandit,0
3360,12,bandit,0
3361,12,bandit,0
3362,12,bandit,0
3363,12,bandit,0
3364,12,bandit,0
3365,12,bandit,0
3366,12,bandit,0
3367,12,bandit,0
3368,12,bandit,1
3369,12,bandit,0
3370,12,bandit,0
3371,12,bandit,0
3372,12,bandit,0
3373,12,bandit,0
3374,12,bandit,0
3375,12,bandit,0
3376,12,bandit,0
3377,12,bandit,0
3378,12,bandit,0
3379,12,bandit,0
3380,12,bandit,0
3381,12,bandit,0
3382,12,bandit,0
3383,12,bandit,0
3384,12,bandit,0
3385,12,bandit,0
3386,12,bandit,0
3387,12,bandit,0
3388,12,bandit,0
3389,12,bandit,0
3390,12,bandit,1
3391,12,bandit,0
3392,12,bandit,0
3393,12,bandit,0
3394,12,bandit,0
3395,12,bandit,0
3396,12,bandit,0
3397,12,bandit,0
3398,12,bandit,0
3399,12,bandit,0
3400,12,bandit,0
3401,12,bandit,0
3402,12,bandit,0
3403,12,bandit,0
3404,12,bandit,0
3405,12,bandit,0
3406,12,bandit,0
3407,12,bandit,0
3408,12,bandit,0
3409,12,bandit,0
3410,12,bandit,0
3411,12,bandit,0
3412,12,bandit,0
3413,12,bandit,0
3414,12,bandit,0
3415,12,bandit,0
3416,12,bandit,0
3417,12,bandit,0
3418,12,bandit,0
3419,12,bandit,0
3420,12,bandit,0
3421,12,bandit,0
3422,12,bandit,0
3423,12,bandit,0
3424,12,bandit,0
3425,12,bandit,0
3426,12,bandit,0
3427,12,bandit,1
3428,12,bandit,0
3429,12,bandit,0
3430,12,bandit,1
3431,12,bandit,0
3432,12,bandit,0
3433,12,bandit,0
3434,12,bandit,0
3435,12,bandit,1
3436,12,bandit,0
3437,12,bandit,0
3438,12,bandit,0
3439,12,bandit,0
3440,12,bandit,0
3441,12,bandit,1
3442,12,bandit,0
3443,12,bandit,0
3444,12,bandit,0
3445,12,bandit,0
3446,12,bandit,0
3447,12,bandit,0
3448,12,bandit,1
3449,12,bandit,0
3450,12,bandit,0
3451,12,baseline,0
3452,12,baseline,0
3453,12,baseline,0
3454,12,baseline,0
3455,12,baseline,0
3456,12,baseline,0
3457,12,baseline,0
3458,12,baseline,0
3459,12,baseline,0
3460,12,baseline,0
3461,12,baseline,1
3462,12,baseline,0
3463,12,baseline,0
3464,12,baseline,1
3465,12,baseline,0
3466,12,baseline,0
3467,12,baseline,0
3468,12,baseline,0
3469,12,baseline,0
3470,12,baseline,0
3471,12,baseline,0
3472,12,baseline,0
3473,12,baseline,0
3474,12,baseline,0
3475,12,baseline,1
3476,12,baseline,0
3477,12,baseline,0
3478,12,baseline,0
3479,12,baseline,1
3480,12,baseline,0
3481,12,baseline,0
3482,12,baseline,1
3483,12,baseline,0
3484,12,baseline,0
3485,12,baseline,0
3486,12,baseline,0
3487,12,baseline,0
3488,12,baseline,0
3489,12,baseline,0
3490,12,baseline,0
3491,12,baseline,0
3492,12,baseline,0
3493,12,baseline,0
3494,12,baseline,0
3495,12,baseline,0
3496,12,baseline,0
3497,12,baseline,0
3498,12,baseline,1
3499,12,baseline,0
3500,12,baseline,0
3501,12,baseline,0
3502,12,baseline,0
3503,12,baseline,0
3504,12,baseline,0
3505,12,baseline,0
3506,12,baseline,0
3507,12,baseline,0
3508,12,baseline,0
3509,12,baseline,0
3510,12,baseline,0
3511,12,baseline,0
3512,12,baseline,0
3513,12,baseline,0
3514,12,baseline,0
3515,12,baseline,0
3516,12,baseline,0
3517,12,baseline,0
3518,12,baseline,0
3519,12,baseline,0
3520,12,baseline,0
3521,12,baseline,0
3522,12,baseline,0
3523,12,baseline,0
3524,12,baseline,0
3525,12,baseline,0
3526,12,baseline,0
3527,12,baseline,0
3528,12,baseline,0
3529,12,baseline,0
3530,12,baseline,0
3531,12,baseline,0
3532,12,baseline,0
3533,12,baseline,0
3534,12,baseline,0
3535,12,baseline,0
3536,12,baseline,0
3537,12,baseline,0
3538,12,baseline,0
3539,12,baseline,0
3540,12,baseline,0
3541,12,baseline,0
3542,12,baseline,0
3543,12,baseline,0
3544,12,baseline,0
3545,12,baseline,0
3546,12,baseline,0
3547,12,baseline,0
3548,12,baseline,0
3549,12,baseline,0
3550,12,baseline,0
3551,12,baseline,0
3552,12,baseline,0
3553,12,baseline,0
3554,12,baseline,0
3555,12,baseline,0
3556,12,baseline,0
3557,12,baseline,0
3558,12,baseline,0
3559,12,baseline,0
3560,12,baseline,0
3561,12,baseline,0
3562,12,baseline,0
3563,12,baseline,0
3564,12,baseline,0
3565,12,baseline,0
3566,12,baseline,0
3567,12,baseline,1
3568,12,baseline,0
3569,12,baseline,0
3570,12,baseline,0
3571,12,baseline,0
3572,12,baseline,0
3573,12,baseline,0
3574,12,baseline,0
3575,12,baseline,0
3576,12,baseline,0
3577,12,baseline,0
3578,12,baseline,1
3579,12,baseline,0
3580,12,baseline,0
3581,12,baseline,0
3582,12,baseline,0
3583,12,baseline,0
3584,12,baseline,0
3585,12,baseline,0
3586,12,baseline,0
3587,12,baseline,0
3588,12,baseline,1
3589,12,baseline,0
3590,12,baseline,0
3591,12,baseline,0
3592,12,baseline,0
3593,12,baseline,1
3594,12,baseline,0
3595,12,baseline,0
3596,12,baseline,1
3597,12,baseline,0
3598,12,baseline,0
3599,12,baseline,0
3600,12,baseline,0
3601,13,bandit,0
3602,13,bandit,0
3603,13,bandit,0
3604,13,bandit,0
3605,13,bandit,0
3606,13,bandit,0
3607,13,bandit,0
3608,13,bandit,0
3609,13,bandit,0
3610,13,bandit,1
3611,13,bandit,0
3612,13,bandit,0
3613,13,bandit,0
3614,13,bandit,0
3615,13,bandit,0
3616,13,bandit,0
3617,13,bandit,0
3618,13,bandit,0
3619,13,bandit,0
3620,13,bandit,0
3621,13,bandit,0
3622,13,bandit,0
3623,13,bandit,0
3624,13,bandit,0
3625,13,bandit,0
3626,13,bandit,0
3627,13,bandit,0
3628,13,bandit,0
3629,13,bandit,0
3630,13,bandit,0
3631,13,bandit,0
3632,13,bandit,0
3633,13,bandit,0
3634,13,bandit,0
3635,13,bandit,0
3636,13,bandit,0
3637,13,bandit,1
3638,13,bandit,0
3639,13,bandit,0
3640,13,bandit,0
3641,13,bandit,0
3642,13,bandit,0
3643,13,bandit,1
3644,13,bandit,0
3645,13,bandit,0
3646,13,bandit,1
3647,13,bandit,0
3648,13,bandit,0
3649,13,bandit,0
3650,13,bandit,1
3651,13,bandit,0
3652,13,bandit,0
3653,13,bandit,0
3654,13,bandit,0
3655,13,bandit,0
3656,13,bandit,0
3657,13,bandit,0
3658,13,bandit,0
3659,13,bandit,0
3660,13,bandit,0
3661,13,bandit,0
3662,13,bandit,0
3663,13,bandit,0
3664,13,bandit,0
3665,13,bandit,1
3666,13,bandit,1
3667,13,bandit,0
3668,13,bandit,0
3669,13,bandit,0
3670,13,bandit,0
3671,13,bandit,0
3672,13,bandit,0
3673,13,bandit,0
3674,13,bandit,0
3675,13,bandit,0
3676,13,bandit,0
3677,13,bandit,0
3678,13,bandit,0
3679,13,bandit,0
3680,13,bandit,0
3681,13,bandit,0
3682,13,bandit,0
3683,13,bandit,0
3684,13,bandit,0
3685,13,bandit,0
3686,13,bandit,0
3687,13,bandit,0
3688,13,bandit,0
3689,13,bandit,0
3690,13,bandit,0
3691,13,bandit,0
3692,13,bandit,0
3693,13,bandit,0
3694,13,bandit,0
3695,13,bandit,0
3696,13,bandit,1
3697,13,bandit,0
3698,13,bandit,0
3699,13,bandit,0
3700,13,bandit,0
3701,13,bandit,1
3702,13,bandit,0
3703,13,bandit,0
3704,13,bandit,0
3705,13,bandit,0
3706,13,bandit,1
3707,13,bandit,0
3708,13,bandit,0
3709,13,bandit,0
3710,13,bandit,0
3711,13,bandit,0
3712,13,bandit,0
3713,13,bandit,0
3714,13,bandit,0
3715,13,bandit,0
3716,13,bandit,0
3717,13,bandit,0
3718,13,bandit,0
3719,13,bandit,0
3720,13,bandit,0
3721,13,bandit,0
3722,13,bandit,0
3723,13,bandit,0
3724,13,bandit,0
3725,13,bandit,0
3726,13,bandit,0
3727,13,bandit,0
3728,13,bandit,0
3729,13,bandit,0
3730,13,bandit,0
3731,13,bandit,0
3732,13,bandit,1
3733,13,bandit,1
3734,13,bandit,0
3735,13,bandit,0
3736,13,bandit,0
3737,13,bandit,0
3738,13,bandit,0
3739,13,bandit,0
3740,13,bandit,0
3741,13,bandit,0
3742,13,bandit,1
3743,13,bandit,0
3744,13,bandit,0
3745,13,bandit,0
3746,13,bandit,0
3747,13,bandit,0
3748,13,bandit,0
3749,13,bandit,0
3750,13,bandit,0
3751,13,baseline,0
3752,13,baseline,0
3753,13,baseline,0
3754,13,baseline,0
3755,13,baseline,0
3756,13,baseline,0
3757,13,baseline,0
3758,13,baseline,0
3759,13,baseline,0
3760,13,baseline,0
3761,13,baseline,0
3762,13,baseline,0
3763,13,baseline,0
3764,13,baseline,0
3765,13,baseline,0
3766,13,baseline,0
3767,13,baseline,0
3768,13,baseline,0
3769,13,baseline,0
3770,13,baseline,0
3771,13,baseline,0
3772,13,baseline,0
3773,13,baseline,0
3774,13,baseline,0
3775,13,baseline,1
3776,13,baseline,0
3777,13,baseline,1
3778,13,baseline,0
3779,13,baseline,0
3780,13,baseline,0
3781,13,baseline,0
3782,13,baseline,0
3783,13,baseline,0
3784,13,baseline,0
3785,13,baseline,1
3786,13,baseline,0
3787,13,baseline,0
3788,13,baseline,0
3789,13,baseline,0
3790,13,baseline,0
3791,13,baseline,0
3792,13,baseline,0
3793,13,baseline,0
3794,13,baseline,1
3795,13,baseline,0
3796,13,baseline,0
3797,13,baseline,0
3798,13,baseline,0
3799,13,baseline,0
3800,13,baseline,0
3801,13,baseline,0
3802,13,baseline,0
3803,13,baseline,1
3804,13,baseline,0
3805,13,baseline,0
3806,13,baseline,0
3807,13,baseline,0
3808,13,baseline,0
3809,13,baseline,0
3810,13,baseline,0
3811,13,baseline,0
3812,13,baseline,0
3813,13,baseline,0
3814,13,baseline,0
3815,13,baseline,0
3816,13,baseline,0
3817,13,baseline,0
3818,13,baseline,0
3819,13,baseline,0
3820,13,baseline,0
3821,13,baseline,0
3822,13,baseline,0
3823,13,baseline,0
3824,13,baseline,0
3825,13,baseline,0
3826,13,baseline,1
3827,13,baseline,0
3828,13,baseline,0
3829,13,baseline,0
3830,13,baseline,0
3831,13,baseline,0
3832,13,baseline,0
3833,13,baseline,0
3834,13,baseline,0
3835,13,baseline,1
3836,13,baseline,0
3837,13,baseline,0
3838,13,baseline,0
3839,13,baseline,0
3840,13,baseline,0
3841,13,baseline,0
3842,13,baseline,1
3843,13,baseline,0
3844,13,baseline,0
3845,13,baseline,0
3846,13,baseline,1
3847,13,baseline,0
3848,13,baseline,0
3849,13,baseline,1
3850,13,baseline,0
3851,13,baseline,0
3852,13,baseline,0
3853,13,baseline,0
3854,13,baseline,0
3855,13,baseline,0
3856,13,baseline,1
3857,13,baseline,0
3858,13,baseline,0
3859,13,baseline,0
3860,13,baseline,0
3861,13,baseline,0
3862,13,baseline,0
3863,13,baseline,0
3864,13,baseline,0
3865,13,baseline,0
3866,13,baseline,0
3867,13,baseline,0
3868,13,baseline,0
3869,13,baseline,0
3870,13,baseline,0
3871,13,baseline,0
3872,13,baseline,0
3873,13,baseline,0
3874,13,baseline,0
3875,13,baseline,0
3876,13,baseline,0
3877,13,baseline,1
3878,13,baseline,0
3879,13,baseline,0
3880,13,baseline,0
3881,13,baseline,0
3882,13,baseline,1
3883,13,baseline,0
3884,13,baseline,0
3885,13,baseline,0
3886,13,baseline,0
3887,13,baseline,0
3888,13,baseline,0
3889,13,baseline,0
3890,13,baseline,0
3891,13,baseline,0
3892,13,baseline,0
3893,13,baseline,0
3894,13,baseline,0
3895,13,baseline,0
3896,13,baseline,0
3897,13,baseline,0
3898,13,baseline,0
3899,13,baseline,0
3900,13,baseline,0
3901,14,bandit,0
3902,14,bandit,1
3903,14,bandit,0
3904,14,bandit,0
3905,14,bandit,1
3906,14,bandit,0
3907,14,bandit,0
3908,14,bandit,0
3909,14,bandit,1
3910,14,bandit,0
3911,14,bandit,0
3912,14,bandit,0
3913,14,bandit,0
3914,14,bandit,0
3915,14,bandit,0
3916,14,bandit,1
3917,14,bandit,0
3918,14,bandit,0
3919,14,bandit,0
3920,14,bandit,0
3921,14,bandit,0
3922,14,bandit,0
3923,14,bandit,0
3924,14,bandit,0
3925,14,bandit,0
3926,14,bandit,0
3927,14,bandit,0
3928,14,bandit,0
3929,14,bandit,0
3930,14,bandit,0
3931,14,bandit,0
3932,14,bandit,0
3933,14,bandit,0
3934,14,bandit,0
3935,14,bandit,0
3936,14,bandit,0
3937,14,bandit,0
3938,14,bandit,1
3939,14,bandit,0
3940,14,bandit,0
3941,14,bandit,0
3942,14,bandit,0
3943,14,bandit,0
3944,14,bandit,0
3945,14,bandit,0
3946,14,bandit,0
3947,14,bandit,0
3948,14,bandit,0
3949,14,bandit,0
3950,14,bandit,0
3951,14,bandit,0
3952,14,bandit,0
3953,14,bandit,0
3954,14,bandit,1
3955,14,bandit,0
3956,14,bandit,0
3957,14,bandit,0
3958,14,bandit,0
3959,14,bandit,0
3960,14,bandit,0
3961,14,bandit,0
3962,14,bandit,0
3963,14,bandit,0
3964,14,bandit,0
3965,14,bandit,0
3966,14,bandit,0
3967,14,bandit,0
3968,14,bandit,0
3969,14,bandit,0
3970,14,bandit,1
3971,14,bandit,0
3972,14,bandit,0
3973,14,bandit,0
3974,14,bandit,0
3975,14,bandit,0
3976,14,bandit,0
3977,14,bandit,0
3978,14,bandit,0
3979,14,bandit,0
3980,14,bandit,0
3981,14,bandit,0
3982,14,bandit,1
3983,14,bandit,0
3984,14,bandit,1
3985,14,bandit,0
3986,14,bandit,0
3987,14,bandit,0
3988,14,bandit,0
3989,14,bandit,0
3990,14,bandit,0
3991,14,bandit,1
3992,14,bandit,0
3993,14,bandit,0
3994,14,bandit,0
3995,14,bandit,0
3996,14,bandit,0
3997,14,bandit,0
3998,14,bandit,0
3999,14,bandit,0
4000,14,bandit,0
4001,14,bandit,0
4002,14,bandit,0
4003,14,bandit,0
4004,14,bandit,0
4005,14,bandit,0
4006,14,bandit,0
4007,14,bandit,0
4008,14,bandit,0
4009,14,bandit,0
4010,14,bandit,0
4011,14,bandit,0
4012,14,bandit,0
4013,14,bandit,0
4014,14,bandit,0
4015,14,bandit,0
4016,14,bandit,0
4017,14,bandit,0
4018,14,bandit,1
4019,14,bandit,0
4020,14,bandit,0
4021,14,bandit,0
4022,14,bandit,0
4023,14,bandit,0
4024,14,bandit,0
4025,14,bandit,0
4026,14,bandit,0
4027,14,bandit,0
4028,14,bandit,0
4029,14,bandit,0
4030,14,bandit,0
4031,14,bandit,0
4032,14,bandit,0
4033,14,bandit,0
4034,14,bandit,0
4035,14,bandit,0
4036,14,bandit,0
4037,14,bandit,1
4038,14,bandit,0
4039,14,bandit,0
4040,14,bandit,0
4041,14,bandit,0
4042,14,bandit,0
4043,14,bandit,0
4044,14,bandit,0
4045,14,bandit,0
4046,14,bandit,0
4047,14,bandit,0
4048,14,bandit,0
4049,14,bandit,0
4050,14,bandit,0
4051,14,baseline,0
4052,14,baseline,0
4053,14,baseline,1
4054,14,baseline,0
4055,14,baseline,0
4056,14,baseline,0
4057,14,baseline,0
4058,14,baseline,0
4059,14,baseline,0
4060,14,baseline,0
4061,14,baseline,0
4062,14,baseline,0
4063,14,baseline,0
4064,14,baseline,0
4065,14,baseline,0
4066,14,baseline,0
4067,14,baseline,1
4068,14,baseline,0
4069,14,baseline,0
4070,14,baseline,0
4071,14,baseline,0
4072,14,baseline,0
4073,14,baseline,0
4074,14,baseline,0
4075,14,baseline,0
4076,14,baseline,0
4077,14,baseline,0
4078,14,baseline,0
4079,14,baseline,0
4080,14,baseline,0
4081,14,baseline,0
4082,14,baseline,0
4083,14,baseline,0
4084,14,baseline,0
4085,14,baseline,0
4086,14,baseline,0
4087,14,baseline,0
4088,14,baseline,0
4089,14,baseline,0
4090,14,baseline,0
4091,14,baseline,0
4092,14,baseline,0
4093,14,baseline,0
4094,14,baseline,0
4095,14,baseline,0
4096,14,baseline,0
4097,14,baseline,0
4098,14,baseline,0
4099,14,baseline,0
4100,14,baseline,0
4101,14,baseline,0
4102,14,baseline,0
4103,14,baseline,0
4104,14,baseline,0
4105,14,baseline,0
4106,14,baseline,0
4107,14,baseline,0
4108,14,baseline,0
4109,14,baseline,0
4110,14,baseline,0
4111,14,baseline,0
4112,14,baseline,0
4113,14,baseline,1
4114,14,baseline,0
4115,14,baseline,0
4116,14,baseline,0
4117,14,baseline,0
4118,14,baseline,0
4119,14,baseline,0
4120,14,baseline,1
4121,14,baseline,0
4122,14,baseline,0
4123,14,baseline,0
4124,14,baseline,0
4125,14,baseline,1
4126,14,baseline,0
4127,14,baseline,0
4128,14,baseline,0
4129,14,baseline,1
4130,14,baseline,0
4131,14,baseline,1
4132,14,baseline,0
4133,14,baseline,1
4134,14,baseline,0
4135,14,baseline,0
4136,14,baseline,0
4137,14,baseline,0
4138,14,baseline,0
4139,14,baseline,0
4140,14,baseline,0
4141,14,baseline,0
4142,14,baseline,0
4143,14,baseline,0
4144,14,baseline,0
4145,14,baseline,0
4146,14,baseline,0
4147,14,baseline,0
4148,14,baseline,1
4149,14,baseline,0
4150,14,baseline,0
4151,14,baseline,0
4152,14,baseline,1
4153,14,baseline,0
4154,14,baseline,0
4155,14,baseline,0
4156,14,baseline,1
4157,14,baseline,0
4158,14,baseline,1
4159,14,baseline,0
4160,14,baseline,0
4161,14,baseline,0
4162,14,baseline,0
4163,14,baseline,0
4164,14,baseline,0
4165,14,baseline,0
4166,14,baseline,1
4167,14,baseline,0
4168,14,baseline,0
4169,14,baseline,0
4170,14,baseline,0
4171,14,baseline,0
4172,14,baseline,1
4173,14,baseline,0
4174,14,baseline,0
4175,14,baseline,0
4176,14,baseline,0
4177,14,baseline,0
4178,14,baseline,0
4179,14,baseline,0
4180,14,baseline,0
4181,14,baseline,0
4182,14,baseline,0
4183,14,baseline,0
4184,14,baseline,0
4185,14,baseline,0
4186,14,baseline,0
4187,14,baseline,0
4188,14,baseline,0
4189,14,baseline,0
4190,14,baseline,0
4191,14,baseline,0
4192,14,baseline,0
4193,14,baseline,0
4194,14,baseline,0
4195,14,baseline,0
4196,14,baseline,0
4197,14,baseline,0
4198,14,baseline,0
4199,14,baseline,0
4200,14,baseline,0
4201,15,bandit,0
4202,15,bandit,0
4203,15,bandit,0
4204,15,bandit,0
4205,15,bandit,0
4206,15,bandit,0
4207,15,bandit,0
4208,15,bandit,0
4209,15,bandit,0
4210,15,bandit,0
4211,15,bandit,0
4212,15,bandit,0
4213,15,bandit,1
4214,15,bandit,1
4215,15,bandit,0
4216,15,bandit,0
4217,15,bandit,0
4218,15,bandit,0
4219,15,bandit,0
4220,15,bandit,0
4221,15,bandit,0
4222,15,bandit,0
4223,15,bandit,1
4224,15,bandit,1
4225,15,bandit,0
4226,15,bandit,0
4227,15,bandit,0
4228,15,bandit,0
4229,15,bandit,0
4230,15,bandit,0
4231,15,bandit,0
4232,15,bandit,0
4233,15,bandit,0
4234,15,bandit,0
4235,15,bandit,0
4236,15,bandit,1
4237,15,bandit,0
4238,15,bandit,1
4239,15,bandit,0
4240,15,bandit,0
4241,15,bandit,0
4242,15,bandit,0
4243,15,bandit,0
4244,15,bandit,0
4245,15,bandit,0
4246,15,bandit,0
4247,15,bandit,0
4248,15,bandit,1
4249,15,bandit,0
4250,15,bandit,0
4251,15,bandit,0
4252,15,bandit,0
4253,15,bandit,0
4254,15,bandit,0
4255,15,bandit,0
4256,15,bandit,1
4257,15,bandit,0
4258,15,bandit,0
4259,15,bandit,0
4260,15,bandit,0
4261,15,bandit,0
4262,15,bandit,0
4263,15,bandit,0
4264,15,bandit,0
4265,15,bandit,0
4266,15,bandit,0
4267,15,bandit,0
4268,15,bandit,0
4269,15,bandit,0
4270,15,bandit,0
4271,15,bandit,0
4272,15,bandit,0
4273,15,bandit,0
4274,15,bandit,0
4275,15,bandit,0
4276,15,bandit,0
4277,15,bandit,1
4278,15,bandit,0
4279,15,bandit,0
4280,15,bandit,0
4281,15,bandit,0
4282,15,bandit,0
4283,15,bandit,0
4284,15,bandit,0
4285,15,bandit,0
4286,15,bandit,0
4287,15,bandit,0
4288,15,bandit,0
4289,15,bandit,0
4290,15,bandit,0
4291,15,bandit,1
4292,15,bandit,0
4293,15,bandit,0
4294,15,bandit,0
4295,15,bandit,0
4296,15,bandit,0
4297,15,bandit,0
4298,15,bandit,0
4299,15,bandit,0
4300,15,bandit,0
4301,15,bandit,0
4302,15,bandit,0
4303,15,bandit,0
4304,15,bandit,0
4305,15,bandit,0
4306,15,bandit,0
4307,15,bandit,0
4308,15,bandit,0
4309,15,bandit,0
4310,15,bandit,0
4311,15,bandit,0
4312,15,bandit,0
4313,15,bandit,0
4314,15,bandit,0
4315,15,bandit,0
4316,15,bandit,0
4317,15,bandit,0
4318,15,bandit,0
4319,15,bandit,0
4320,15,bandit,1
4321,15,bandit,0
4322,15,bandit,0
4323,15,bandit,0
4324,15,bandit,0
4325,15,bandit,0
4326,15,bandit,0
4327,15,bandit,0
4328,15,bandit,0
4329,15,bandit,0
4330,15,bandit,0
4331,15,bandit,1
4332,15,bandit,0
4333,15,bandit,0
4334,15,bandit,0
4335,15,bandit,0
4336,15,bandit,0
4337,15,bandit,0
4338,15,bandit,0
4339,15,bandit,0
4340,15,bandit,0
4341,15,bandit,0
4342,15,bandit,0
4343,15,bandit,0
4344,15,bandit,0
4345,15,bandit,0
4346,15,bandit,0
4347,15,bandit,0
4348,15,bandit,0
4349,15,bandit,0
4350,15,bandit,0
4351,15,baseline,0
4352,15,baseline,0
4353,15,baseline,0
4354,15,baseline,1
4355,15,baseline,0
4356,15,baseline,0
4357,15,baseline,0
4358,15,baseline,0
4359,15,baseline,0
4360,15,baseline,0
4361,15,baseline,0
4362,15,baseline,0
4363,15,baseline,0
4364,15,baseline,0
4365,15,baseline,0
4366,15,baseline,0
4367,15,baseline,0
4368,15,baseline,0
4369,15,baseline,0
4370,15,baseline,0
4371,15,baseline,0
4372,15,baseline,0
4373,15,baseline,0
4374,15,baseline,0
4375,15,baseline,0
4376,15,baseline,0
4377,15,baseline,0
4378,15,baseline,0
4379,15,baseline,0
4380,15,baseline,0
4381,15,baseline,0
4382,15,baseline,0
4383,15,baseline,0
4384,15,baseline,0
4385,15,baseline,0
4386,15,baseline,0
4387,15,baseline,0
4388,15,baseline,0
4389,15,baseline,0
4390,15,baseline,0
4391,15,baseline,1
4392,15,baseline,0
4393,15,baseline,0
4394,15,baseline,0
4395,15,baseline,0
4396,15,baseline,0
4397,15,baseline,0
4398,15,baseline,0
4399,15,baseline,0
4400,15,baseline,0
4401,15,baseline,0
4402,15,baseline,0
4403,15,baseline,0
4404,15,baseline,0
4405,15,baseline,0
4406,15,baseline,0
4407,15,baseline,0
4408,15,baseline,0
4409,15,baseline,0
4410,15,baseline,0
4411,15,baseline,0
4412,15,baseline,0
4413,15,baseline,0
4414,15,baseline,0
4415,15,baseline,0
4416,15,baseline,0
4417,15,baseline,1
4418,15,baseline,0
4419,15,baseline,0
4420,15,baseline,0
4421,15,baseline,0
4422,15,baseline,0
4423,15,baseline,0
4424,15,baseline,0
4425,15,baseline,0
4426,15,baseline,0
4427,15,baseline,0
4428,15,baseline,0
4429,15,baseline,0
4430,15,baseline,0
4431,15,baseline,0
4432,15,baseline,0
4433,15,baseline,0
4434,15,baseline,0
4435,15,baseline,0
4436,15,baseline,0
4437,15,baseline,0
4438,15,baseline,0
4439,15,baseline,0
4440,15,baseline,0
4441,15,baseline,1
4442,15,baseline,0
4443,15,baseline,0
4444,15,baseline,0
4445,15,baseline,0
4446,15,baseline,0
4447,15,baseline,0
4448,15,baseline,1
4449,15,baseline,0
4450,15,baseline,0
4451,15,baseline,0
4452,15,baseline,0
4453,15,baseline,0
4454,15,baseline,0
4455,15,baseline,0
4456,15,baseline,0
4457,15,baseline,0
4458,15,baseline,0
4459,15,baseline,1
4460,15,baseline,0
4461,15,baseline,0
4462,15,baseline,0
4463,15,baseline,0
4464,15,baseline,0
4465,15,baseline,0
4466,15,baseline,0
4467,15,baseline,0
4468,15,baseline,0
4469,15,baseline,0
4470,15,baseline,0
4471,15,baseline,0
4472,15,baseline,0
4473,15,baseline,0
4474,15,baseline,0
4475,15,baseline,0
4476,15,baseline,1
4477,15,baseline,0
4478,15,baseline,0
4479,15,baseline,1
4480,15,baseline,0
4481,15,baseline,0
4482,15,baseline,0
4483,15,baseline,0
4484,15,baseline,0
4485,15,baseline,0
4486,15,baseline,0
4487,15,baseline,0
4488,15,baseline,0
4489,15,baseline,0
4490,15,baseline,0
4491,15,baseline,0
4492,15,baseline,0
4493,15,baseline,0
4494,15,baseline,0
4495,15,baseline,0
4496,15,baseline,0
4497,15,baseline,0
4498,15,baseline,0
4499,15,baseline,0
4500,15,baseline,0
4501,16,bandit,0
4502,16,bandit,0
4503,16,bandit,0
4504,16,bandit,0
4505,16,bandit,0
4506,16,bandit,0
4507,16,bandit,0
4508,16,bandit,0
4509,16,bandit,0
4510,16,bandit,0
4511,16,bandit,0
4512,16,bandit,1
4513,16,bandit,0
4514,16,bandit,0
4515,16,bandit,0
4516,16,bandit,0
4517,16,bandit,0
4518,16,bandit,1
4519,16,bandit,0
4520,16,bandit,0
4521,16,bandit,0
4522,16,bandit,0
4523,16,bandit,0
4524,16,bandit,0
4525,16,bandit,0
4526,16,bandit,0
4527,16,bandit,0
4528,16,bandit,0
4529,16,bandit,0
4530,16,bandit,0
4531,16,bandit,0
4532,16,bandit,0
4533,16,bandit,0
4534,16,bandit,1
4535,16,bandit,1
4536,16,bandit,0
