transaction_id,customer_type,amount,is_new_device,hour_of_day,country_mismatch,confirmed_fraud,flagged_anomalous
3107,normal,71.63,0,13,0,0,0
3108,normal,100.03,0,9,0,0,0
3109,normal,65.15,0,2,0,0,0
3110,normal,101.62,0,20,0,0,0
3111,normal,94.48,1,8,0,0,0
3112,normal,52.93,0,22,0,0,0
3113,frequent_traveler,34.7,0,10,0,0,0
3114,bulk_purchaser,263.56,0,17,0,0,0
3115,normal,29.08,0,22,0,0,0
3116,normal,27.21,0,12,0,0,0
3117,normal,100.38,0,22,0,0,0
3118,normal,23.67,0,9,0,0,0
3119,normal,49.17,0,13,0,0,0
3120,frequent_traveler,110.96,0,2,0,0,0
3121,normal,38.8,0,12,0,0,0
3122,bulk_purchaser,145.4,1,16,0,0,0
3123,normal,86.41,0,9,0,0,0
3124,normal,40.94,0,13,0,0,0
3125,normal,56.99,0,15,0,0,0
3126,normal,45.5,0,21,0,0,0
3127,normal,25.55,0,20,0,0,0
3128,normal,119.1,0,22,0,0,0
3129,normal,46.46,0,7,0,0,0
3130,normal,76.58,0,19,0,0,0
3131,normal,48.76,0,18,0,0,0
3132,normal,80.83,0,15,0,0,0
3133,frequent_traveler,58.59,1,2,0,0,0
3134,normal,48.87,0,21,0,0,0
3135,normal,49.17,0,19,0,0,0
3136,normal,44.62,0,12,0,0,0
3137,normal,14.44,0,21,0,0,0
3138,normal,95.27,0,14,1,0,0
3139,normal,85.34,0,18,0,0,0
3140,normal,33.52,0,11,0,0,0
3141,normal,70.76,0,21,0,0,0
3142,normal,53.16,0,14,1,0,0
3143,normal,74.12,0,16,0,0,0
3144,bulk_purchaser,181.0,0,11,0,0,0
3145,normal,57.18,0,19,0,0,0
3146,normal,25.39,0,17,0,0,0
3147,frequent_traveler,43.49,0,5,0,0,0
3148,normal,71.46,0,20,0,0,0
3149,normal,68.38,0,8,0,0,0
3150,normal,81.55,0,10,0,0,0
3151,normal,72.71,0,21,0,0,0
3152,normal,106.6,0,5,0,0,0
3153,normal,98.37,0,18,0,0,0
3154,normal,99.64,0,21,0,0,0
3155,normal,91.08,0,18,0,0,0
3156,normal,61.49,0,1,0,0,0
3157,normal,76.37,0,20,0,0,0
3158,normal,55.76,0,20,0,0,0
3159,normal,44.46,0,7,0,0,0
3160,normal,29.13,0,9,0,0,0
3161,normal,189.88,0,20,0,0,0
3162,normal,40.76,0,15,0,0,0
3163,normal,38.02,0,16,1,0,0
3164,normal,50.07,0,13,0,0,0
3165,normal,50.69,0,15,0,0,0
3166,bulk_purchaser,238.15,0,22,0,0,0
3167,normal,47.67,0,14,0,0,0
3168,normal,30.41,0,7,0,0,0
3169,normal,71.35,0,12,0,0,0
3170,normal,167.77,0,8,0,0,0
3171,normal,39.74,0,11,0,0,0
3172,normal,53.1,1,13,0,0,0
3173,normal,69.71,0,7,0,0,0
3174,normal,12.78,0,20,0,0,0
3175,normal,35.14,0,17,0,0,0
3176,normal,49.78,0,21,0,0,0
3177,normal,55.57,0,18,0,0,0
3178,normal,26.58,1,11,0,0,0
3179,normal,34.26,0,11,0,0,0
3180,normal,33.05,0,17,0,0,0
3181,normal,41.33,0,10,0,0,0
3182,normal,31.35,0,15,0,0,0
3183,normal,75.03,0,17,0,0,0
3184,normal,21.18,0,19,1,0,0
3185,normal,31.94,0,17,0,0,0
3186,normal,33.9,0,7,0,0,0
3187,normal,85.92,0,2,0,0,0
3188,normal,65.92,0,17,0,0,0
3189,normal,41.82,0,0,0,0,0
3190,normal,42.47,0,21,0,0,0
3191,normal,44.45,0,21,0,0,0
3192,normal,55.73,0,14,0,0,0
3193,normal,40.54,0,14,0,0,0
3194,normal,139.36,0,19,0,0,0
3195,frequent_traveler,164.07,0,4,1,0,0
3196,normal,69.23,0,11,0,0,0
3197,normal,115.12,0,1,0,0,0
3198,normal,27.27,0,17,0,0,0
3199,normal,65.49,0,11,0,0,0
3200,normal,39.04,0,10,0,0,0
3201,normal,170.75,0,22,0,0,0
3202,normal,57.23,0,13,0,0,0
3203,normal,87.73,0,13,0,0,0
3204,normal,116.48,0,10,0,0,0
3205,normal,27.07,0,12,0,0,0
3206,normal,85.81,0,20,0,0,0
3207,normal,78.92,0,15,0,0,0
3208,normal,77.18,0,10,0,0,0
3209,normal,100.22,0,9,0,0,0
3210,normal,64.92,0,16,0,0,0
3211,normal,36.24,0,10,0,0,0
3212,normal,47.96,0,20,0,0,0
3213,normal,23.07,0,9,0,0,0
3214,normal,27.37,0,18,0,0,0
3215,normal,11.62,0,22,0,0,0
3216,normal,43.97,0,14,0,0,0
3217,normal,32.23,0,11,0,0,0
3218,normal,13.64,0,17,0,0,0
3219,normal,30.74,0,14,0,0,0
3220,bulk_purchaser,184.51,0,16,0,0,0
3221,normal,74.48,0,10,0,0,0
3222,bulk_purchaser,341.88,0,8,0,0,0
3223,normal,52.9,0,15,0,0,0
3224,normal,43.46,0,19,0,0,0
3225,normal,108.65,0,21,0,0,0
3226,normal,64.25,0,7,0,0,0
3227,normal,65.06,0,18,0,0,0
3228,normal,61.27,0,0,0,0,0
3229,frequent_traveler,53.38,0,9,1,0,0
3230,normal,33.86,0,7,0,0,0
3231,normal,72.53,0,9,0,0,0
3232,normal,24.72,0,11,0,0,0
3233,normal,101.63,0,3,0,0,0
3234,normal,123.4,0,19,0,0,0
3235,normal,76.46,0,7,0,0,0
3236,frequent_traveler,110.81,1,10,1,0,0
3237,normal,34.95,0,3,0,0,0
3238,normal,36.69,0,10,0,0,0
3239,frequent_traveler,214.63,0,1,0,1,0
3240,normal,57.48,0,19,0,0,0
3241,normal,96.01,0,1,0,0,0
3242,normal,28.64,1,19,0,0,0
3243,normal,75.78,1,13,0,0,0
3244,normal,43.4,0,11,0,0,0
3245,normal,50.2,1,19,0,0,0
3246,normal,41.95,0,19,0,0,0
3247,normal,47.58,0,15,0,0,0
3248,normal,67.04,0,15,0,0,0
3249,frequent_traveler,94.28,0,17,0,0,0
3250,normal,38.4,0,8,0,0,0
3251,normal,60.71,0,14,0,0,0
3252,bulk_purchaser,146.73,0,19,0,0,0
3253,normal,57.74,0,20,0,0,0
3254,normal,40.67,0,16,0,0,0
3255,normal,113.71,0,20,0,0,0
3256,normal,35.18,0,7,0,0,0
3257,normal,38.84,0,15,0,0,0
3258,normal,97.62,0,17,0,0,0
3259,normal,66.02,0,5,0,0,0
3260,frequent_traveler,45.12,1,3,0,0,0
3261,normal,31.42,0,13,0,0,0
3262,normal,101.92,0,5,0,0,0
3263,normal,30.71,0,16,0,0,0
3264,normal,107.17,0,20,0,0,0
3265,normal,153.41,0,16,1,0,0
3266,frequent_traveler,96.59,1,9,1,0,0
3267,normal,41.56,0,17,0,0,0
3268,normal,59.33,0,0,0,0,0
3269,normal,28.25,0,12,0,0,0
3270,normal,40.69,0,21,0,0,0
3271,bulk_purchaser,171.74,0,15,0,0,0
3272,normal,41.58,0,12,0,0,0
3273,normal,68.64,0,10,0,0,0
3274,normal,81.05,0,11,0,0,0
3275,bulk_purchaser,326.7,0,19,0,0,0
3276,normal,26.2,0,17,0,0,0
3277,normal,245.22,0,22,0,0,0
3278,normal,39.98,0,1,0,0,0
3279,normal,78.33,0,9,0,0,0
3280,normal,62.65,0,19,0,0,0
3281,normal,73.24,0,4,0,0,0
3282,normal,80.26,0,10,0,0,0
3283,frequent_traveler,25.06,1,4,1,0,0
3284,normal,38.18,0,8,0,0,0
3285,normal,72.99,0,15,0,0,0
3286,normal,34.22,0,9,0,0,0
3287,normal,46.71,0,16,0,0,0
3288,normal,43.96,0,21,0,0,0
3289,normal,36.17,0,14,0,0,0
3290,normal,66.51,0,15,0,0,0
3291,normal,34.62,0,18,0,0,0
3292,bulk_purchaser,190.83,0,14,0,0,0
3293,normal,103.94,0,21,0,0,0
3294,normal,52.11,0,20,0,0,0
3295,normal,156.23,0,20,0,0,0
3296,normal,26.27,0,10,0,0,0
3297,normal,107.18,0,22,0,0,0
3298,normal,39.33,0,19,1,0,0
3299,normal,47.6,0,19,0,0,0
3300,normal,59.62,0,0,0,0,0
3301,normal,34.09,0,13,0,0,0
3302,normal,78.52,0,20,0,0,0
3303,normal,36.96,0,15,0,0,0
3304,normal,76.37,0,8,0,0,0
3305,normal,48.48,0,2,0,0,0
3306,normal,14.41,0,14,0,0,0
3307,normal,51.35,0,21,0,0,0
3308,normal,46.85,0,13,0,0,0
3309,normal,67.98,0,17,0,0,0
3310,normal,44.87,0,7,0,0,0
3311,bulk_purchaser,273.7,0,8,0,0,0
3312,frequent_traveler,23.28,0,13,1,0,0
3313,normal,62.74,0,17,0,0,0
3314,normal,49.21,0,10,0,0,0
3315,normal,88.61,0,11,0,0,0
3316,normal,51.67,0,18,0,0,0
3317,normal,19.92,0,22,0,0,0
3318,normal,139.48,0,19,1,0,0
3319,normal,88.09,0,16,0,0,0
3320,normal,36.95,0,18,0,0,0
3321,normal,67.02,0,16,0,0,0
3322,normal,26.76,0,16,0,0,0
3323,normal,37.02,0,19,0,0,0
3324,normal,46.96,0,12,0,0,0
3325,bulk_purchaser,229.81,0,7,0,0,0
3326,normal,14.41,0,10,0,0,0
3327,bulk_purchaser,186.81,0,15,0,0,0
3328,normal,66.7,0,18,0,0,0
3329,normal,75.91,0,9,0,0,0
3330,bulk_purchaser,214.22,0,4,0,0,0
3331,normal,45.96,0,7,0,0,0
3332,normal,49.94,0,13,0,0,0
3333,normal,42.9,0,8,0,0,0
3334,normal,32.19,0,15,0,0,0
3335,normal,52.37,0,1,0,0,0
3336,normal,88.91,0,14,0,0,0
3337,normal,107.15,0,0,0,1,0
3338,frequent_traveler,97.88,0,20,1,0,0
3339,normal,118.3,0,15,0,0,0
3340,normal,37.9,0,7,0,0,0
3341,normal,35.04,0,18,0,0,0
3342,normal,75.26,0,15,0,0,0
3343,normal,69.27,0,18,0,0,0
3344,normal,300.69,1,16,0,1,0
3345,bulk_purchaser,192.61,0,18,0,0,0
3346,normal,110.83,0,11,0,0,0
3347,normal,38.54,0,20,0,0,0
3348,normal,63.07,0,15,0,0,0
3349,bulk_purchaser,261.98,0,11,0,0,0
3350,normal,52.39,0,12,0,0,0
3351,frequent_traveler,24.65,0,2,1,0,0
3352,normal,58.26,0,20,0,0,0
3353,bulk_purchaser,315.42,0,12,0,0,0
3354,normal,60.21,0,12,0,0,0
3355,normal,65.45,0,10,0,0,0
3356,normal,133.71,1,21,0,0,0
3357,normal,50.75,1,22,0,0,0
3358,normal,85.5,0,14,0,0,0
3359,normal,34.77,0,18,0,0,0
3360,normal,46.18,0,21,0,0,0
3361,normal,26.65,0,0,0,0,0
3362,normal,103.02,0,0,0,0,0
3363,frequent_traveler,41.79,1,17,0,0,0
3364,normal,32.48,0,7,0,0,0
3365,normal,72.89,0,7,0,0,0
3366,normal,30.1,0,20,0,0,0
3367,normal,36.42,0,2,0,0,0
3368,normal,50.25,0,22,0,0,0
3369,frequent_traveler,57.63,1,21,0,0,0
3370,normal,84.31,0,13,0,0,0
3371,normal,36.8,0,21,0,0,0
3372,normal,48.91,0,20,0,0,0
3373,normal,60.28,1,15,0,0,0
3374,normal,40.37,0,17,0,0,0
3375,normal,42.68,0,22,0,0,0
3376,normal,131.72,0,8,0,0,0
3377,normal,66.91,0,9,0,0,0
3378,normal,64.9,0,13,0,0,0
3379,normal,127.17,0,22,0,0,0
3380,frequent_traveler,70.52,0,18,1,0,0
3381,normal,99.05,0,11,0,0,0
3382,normal,45.46,0,18,0,0,0
3383,normal,94.34,0,10,0,0,0
3384,normal,78.0,1,10,0,0,0
3385,normal,27.53,0,11,0,0,0
3386,normal,87.39,0,16,0,0,0
3387,normal,129.26,0,12,0,0,0
3388,normal,43.35,0,9,0,0,0
3389,normal,53.91,0,22,0,0,0
3390,normal,105.25,0,7,0,0,0
3391,normal,25.43,0,17,0,0,0
3392,normal,57.56,0,20,0,0,0
3393,normal,33.07,0,18,0,0,0
3394,normal,45.19,0,12,0,0,0
3395,normal,61.68,0,7,0,0,0
3396,normal,91.16,0,20,0,0,0
3397,normal,33.34,0,18,0,0,0
3398,normal,51.28,0,19,0,0,0
3399,normal,27.87,0,12,0,0,0
3400,normal,56.5,0,18,0,0,0
3401,normal,105.04,0,20,0,0,0
3402,normal,42.45,0,8,0,0,0
3403,normal,52.51,0,13,0,0,0
3404,bulk_purchaser,314.47,0,12,0,0,0
3405,bulk_purchaser,465.69,1,19,0,0,1
3406,normal,99.67,0,13,0,0,0
3407,normal,68.72,0,13,0,0,0
3408,normal,14.06,0,12,0,0,0
3409,normal,42.53,1,5,0,0,0
3410,bulk_purchaser,312.09,0,10,0,0,0
3411,normal,45.12,0,20,0,0,0
3412,normal,44.28,0,16,1,0,0
3413,normal,60.53,0,11,0,0,0
3414,normal,120.61,0,18,0,0,0
3415,bulk_purchaser,405.38,0,12,0,0,0
3416,normal,57.29,0,18,0,0,0
3417,normal,30.71,0,19,0,0,0
3418,bulk_purchaser,125.61,0,7,0,0,0
3419,normal,85.17,0,19,0,0,0
3420,normal,99.28,0,20,0,0,0
3421,normal,37.63,0,19,0,0,0
3422,normal,46.31,0,19,0,0,0
3423,frequent_traveler,21.9,0,7,0,0,0
3424,normal,29.47,0,14,0,0,0
3425,normal,58.8,0,14,0,0,0
3426,normal,54.02,0,10,0,0,0
3427,normal,107.61,0,13,0,0,0
3428,normal,50.99,0,15,1,0,0
3429,normal,26.24,0,21,0,0,0
3430,normal,44.15,0,11,0,0,0
3431,normal,34.4,0,10,0,0,0
3432,bulk_purchaser,186.42,1,20,0,0,0
3433,normal,69.08,0,9,0,0,0
3434,normal,41.92,0,19,0,0,0
3435,normal,66.39,0,11,0,0,0
3436,frequent_traveler,26.96,1,0,1,0,1
3437,normal,85.04,0,12,0,0,0
3438,normal,33.12,0,7,0,0,0
3439,normal,79.94,0,18,0,0,0
3440,normal,62.78,0,13,0,0,0
3441,normal,27.81,0,11,0,0,0
3442,normal,28.98,0,20,0,0,0
3443,frequent_traveler,42.25,0,14,1,0,0
3444,normal,38.62,0,13,0,0,0
3445,bulk_purchaser,134.17,0,14,0,0,0
3446,bulk_purchaser,159.56,0,22,0,0,0
3447,normal,84.13,1,18,0,1,0
3448,normal,28.43,0,9,0,0,0
3449,bulk_purchaser,163.76,0,1,0,0,0
3450,normal,77.58,0,19,0,0,0
3451,normal,45.11,0,14,0,0,0
3452,normal,98.19,0,5,0,0,0
3453,normal,57.36,1,7,0,0,0
3454,bulk_purchaser,141.23,0,9,0,0,0
3455,normal,61.03,0,11,0,0,0
3456,normal,25.28,0,10,0,0,0
3457,normal,27.98,0,8,0,0,0
3458,normal,22.83,0,21,0,0,0
3459,normal,100.25,0,8,0,0,0
3460,normal,86.63,1,11,0,0,0
3461,normal,48.1,0,13,0,0,0
3462,normal,77.89,0,15,0,0,0
3463,normal,32.75,1,16,0,0,0
3464,normal,52.28,0,18,0,0,0
3465,frequent_traveler,92.44,0,4,0,0,0
3466,normal,116.08,0,14,0,0,0
3467,normal,85.96,0,9,0,0,0
3468,normal,43.18,0,15,0,0,0
3469,normal,29.42,0,9,0,0,0
3470,frequent_traveler,27.72,1,22,1,0,1
3471,normal,22.67,0,21,0,0,0
3472,normal,75.26,0,3,0,0,0
3473,normal,68.27,0,4,0,0,0
3474,normal,91.37,0,15,1,0,0
3475,normal,47.06,1,20,0,0,0
3476,normal,152.94,0,10,0,0,0
3477,normal,103.59,0,2,0,0,0
3478,normal,29.53,0,22,0,0,0
3479,normal,67.63,0,8,0,0,0
3480,normal,78.23,0,2,0,0,0
3481,normal,42.13,0,8,0,0,0
3482,normal,40.47,0,15,0,0,0
3483,normal,25.51,0,22,0,0,0
3484,bulk_purchaser,197.13,0,19,0,0,0
3485,normal,47.42,0,22,0,0,0
3486,normal,36.39,0,5,0,0,0
3487,normal,58.56,0,20,0,0,0
3488,normal,25.46,0,9,0,0,0
3489,normal,128.4,0,8,0,0,0
3490,normal,28.4,0,12,0,0,0
3491,normal,52.9,0,14,0,0,0
3492,normal,134.39,1,4,1,1,0
3493,normal,147.14,0,11,0,0,0
3494,normal,86.87,0,13,0,0,0
3495,frequent_traveler,100.43,0,15,0,0,0
3496,frequent_traveler,38.3,0,18,0,0,0
3497,normal,114.01,0,10,0,0,0
3498,normal,26.0,0,15,0,0,0
3499,normal,22.64,0,22,0,0,0
3500,normal,72.44,1,19,0,0,0
3501,bulk_purchaser,351.28,0,22,0,0,0
3502,normal,34.28,0,14,0,0,0
3503,normal,92.87,0,10,0,0,0
3504,normal,125.36,0,17,0,0,0
3505,normal,41.38,0,21,0,0,0
3506,normal,38.21,1,18,0,0,0
3507,bulk_purchaser,279.08,0,20,0,0,0
3508,normal,49.92,0,15,0,0,0
3509,normal,42.0,1,12,0,0,0
3510,normal,127.06,0,17,0,0,0
3511,normal,41.94,0,13,0,0,0
3512,frequent_traveler,60.83,0,4,1,0,0
3513,normal,63.17,0,7,0,0,0
3514,normal,65.07,0,18,0,0,0
3515,normal,50.24,0,15,0,0,0
3516,normal,30.15,0,14,0,0,0
3517,normal,49.45,0,11,0,0,0
3518,normal,40.04,0,10,0,0,0
3519,normal,51.88,0,17,0,0,0
3520,bulk_purchaser,300.65,0,12,0,0,0
3521,normal,66.12,0,11,0,0,0
3522,normal,130.15,0,13,0,0,0
3523,normal,74.32,0,13,0,0,0
3524,frequent_traveler,104.61,1,5,0,0,0
3525,normal,74.23,0,13,0,0,0
3526,normal,36.76,0,8,0,0,0
3527,normal,49.81,0,12,0,0,0
3528,normal,43.32,0,18,0,0,0
3529,frequent_traveler,86.1,1,3,1,0,0
3530,normal,29.89,0,22,0,0,0
3531,bulk_purchaser,240.33,0,21,0,0,0
3532,normal,70.48,0,12,0,0,0
3533,normal,90.25,0,21,0,0,0
3534,normal,45.4,0,21,0,0,0
3535,normal,94.14,0,13,0,0,0
3536,normal,101.15,0,10,0,0,0
3537,normal,37.28,0,19,0,0,0
3538,normal,118.6,0,9,0,0,0
3539,normal,77.73,0,13,0,0,0
3540,normal,51.8,0,17,0,0,0
3541,frequent_traveler,53.99,0,22,0,0,0
3542,normal,106.64,0,9,0,0,0
3543,normal,78.03,0,10,0,0,0
3544,normal,57.65,0,10,0,0,0
3545,normal,111.94,0,10,0,0,0
3546,frequent_traveler,30.7,1,1,1,0,0
3547,normal,53.59,0,11,0,0,0
3548,normal,58.78,0,17,0,0,0
3549,normal,62.76,0,10,0,0,0
3550,normal,42.85,0,11,0,0,0
3551,normal,89.86,0,10,0,0,0
3552,normal,43.76,0,17,0,0,0
3553,normal,82.67,0,17,0,0,0
3554,normal,83.39,0,17,0,0,0
3555,normal,27.71,0,20,0,0,0
3556,normal,53.67,0,10,0,0,0
3557,normal,26.33,0,21,0,0,0
3558,normal,155.79,0,18,0,0,0
3559,bulk_purchaser,80.28,0,2,0,0,0
3560,normal,63.7,0,14,0,0,0
3561,frequent_traveler,29.23,1,22,1,0,1
3562,normal,15.27,0,9,0,0,0
3563,normal,40.74,0,7,0,0,0
3564,normal,177.52,0,14,0,0,0
3565,normal,62.84,0,10,0,0,0
3566,normal,85.15,0,10,1,0,0
3567,normal,43.86,0,10,0,0,0
3568,normal,105.91,0,21,0,0,0
3569,normal,40.97,0,22,0,0,0
3570,normal,88.32,0,11,0,0,0
3571,normal,43.25,0,18,0,0,0
3572,normal,35.68,0,11,0,0,0
3573,normal,46.58,0,17,0,0,0
3574,normal,143.4,0,0,0,0,0
3575,normal,51.68,0,21,0,0,0
3576,normal,50.78,0,13,0,0,0
3577,normal,95.39,0,19,0,0,0
3578,normal,60.0,0,21,0,0,0
3579,normal,22.5,0,19,0,0,0
3580,normal,116.48,1,18,0,0,0
3581,normal,142.22,0,9,0,0,0
3582,normal,59.4,1,13,0,0,0
3583,normal,81.09,0,22,0,0,0
3584,normal,29.73,0,8,0,0,0
3585,normal,55.07,0,22,0,0,0
3586,normal,19.01,0,11,0,0,0
3587,bulk_purchaser,377.48,0,7,0,0,0
3588,frequent_traveler,40.3,1,3,1,0,0
3589,normal,63.61,0,19,0,0,0
3590,normal,43.25,0,18,0,0,0
3591,normal,30.64,0,19,0,0,0
3592,normal,126.75,0,10,0,0,0
3593,normal,81.87,0,7,0,0,0
3594,normal,61.85,0,19,0,0,0
3595,normal,61.58,0,22,0,0,0
3596,normal,40.68,1,10,1,0,0
3597,normal,34.16,0,21,0,0,0
3598,normal,68.1,0,7,0,0,0
3599,frequent_traveler,36.1,0,0,1,0,0
3600,normal,99.46,0,18,0,0,0
3601,normal,35.68,0,11,0,0,0
3602,normal,101.85,1,11,0,1,0
3603,normal,32.64,0,22,0,0,0
3604,normal,83.04,0,20,0,0,0
3605,normal,92.14,0,15,0,0,0
3606,normal,71.25,0,7,0,0,0
3607,normal,84.03,1,21,0,0,0
3608,normal,62.06,1,12,0,0,0
3609,normal,35.46,0,9,0,0,0
3610,normal,33.95,0,17,0,0,0
3611,normal,46.36,0,5,1,0,0
3612,normal,36.49,0,18,0,0,0
3613,bulk_purchaser,438.83,0,7,0,0,0
3614,normal,37.81,0,4,0,0,0
3615,normal,71.89,0,22,0,0,0
3616,normal,49.78,0,13,0,0,0
3617,normal,33.64,0,14,0,0,0
3618,normal,67.69,0,13,0,0,0
3619,frequent_traveler,36.94,0,22,0,0,0
3620,normal,86.64,0,13,0,0,0
3621,normal,43.35,1,8,0,0,0
3622,normal,38.46,0,13,0,0,0
3623,normal,118.06,0,21,0,0,0
3624,normal,67.46,0,13,0,0,0
3625,normal,87.42,1,10,0,0,0
3626,normal,53.89,0,20,0,0,0
3627,normal,59.83,0,7,0,0,0
3628,normal,43.59,0,12,0,0,0
3629,bulk_purchaser,144.99,0,5,0,0,0
3630,normal,363.07,1,4,0,1,1
3631,normal,34.32,0,14,0,0,0
3632,normal,38.62,0,7,0,0,0
3633,normal,85.07,0,9,0,0,0
3634,normal,77.61,0,10,0,0,0
3635,normal,29.48,0,14,0,0,0
3636,normal,25.7,0,7,0,0,0
3637,normal,37.59,0,21,0,0,0
3638,frequent_traveler,48.87,1,19,0,0,0
3639,normal,80.94,0,17,0,0,0
3640,normal,63.31,0,16,0,0,0
3641,normal,21.4,0,11,0,0,0
3642,normal,69.22,0,13,0,0,0
3643,normal,42.66,0,12,0,0,0
3644,normal,61.14,0,18,0,0,0
3645,normal,40.47,0,9,0,0,0
3646,normal,76.68,0,10,0,0,0
3647,normal,44.35,0,11,0,0,0
3648,bulk_purchaser,304.04,0,20,0,0,0
3649,normal,38.55,0,14,0,0,0
3650,normal,89.45,0,8,0,0,0
3651,normal,20.21,0,16,0,0,0
3652,normal,69.97,0,10,0,0,0
3653,normal,29.47,0,5,0,0,0
3654,normal,376.21,1,3,1,1,1
3655,normal,20.62,0,13,0,0,0
3656,normal,47.38,0,9,0,0,0
3657,normal,69.09,0,18,0,0,0
3658,normal,32.5,0,21,0,0,0
3659,normal,55.48,0,10,0,0,0
3660,normal,109.12,0,15,0,0,0
3661,normal,62.78,0,11,0,0,0
3662,normal,46.65,0,14,0,0,0
3663,normal,59.96,0,18,0,0,0
3664,normal,129.67,1,10,0,0,0
3665,normal,35.09,0,11,0,0,0
3666,normal,180.23,0,11,0,0,0
3667,normal,41.11,0,18,0,0,0
3668,normal,50.33,0,15,0,0,0
3669,frequent_traveler,64.25,1,4,0,0,0
3670,normal,53.3,0,21,0,0,0
3671,normal,36.57,0,15,0,0,0
3672,frequent_traveler,112.44,1,19,1,0,0
3673,bulk_purchaser,123.51,0,17,0,0,0
3674,frequent_traveler,50.73,1,0,0,0,0
3675,normal,48.63,0,16,0,0,0
3676,frequent_traveler,50.14,1,3,1,0,0
3677,normal,47.46,0,4,0,0,0
3678,normal,110.35,0,21,0,0,0
3679,normal,40.99,0,14,0,0,0
3680,normal,47.2,0,17,0,0,0
3681,frequent_traveler,52.04,1,5,1,0,0
3682,normal,51.69,0,15,0,0,0
3683,normal,29.65,0,21,0,0,0
3684,normal,40.71,0,14,0,0,0
3685,normal,50.8,0,18,0,0,0
3686,normal,74.41,0,1,0,0,0
3687,normal,155.93,0,12,0,0,0
3688,frequent_traveler,34.71,1,20,0,0,0
3689,normal,65.81,0,7,0,0,0
3690,normal,73.76,0,7,0,0,0
3691,normal,94.59,0,19,0,0,0
3692,normal,73.7,0,20,0,0,0
3693,normal,66.37,0,15,0,0,0
3694,normal,49.17,0,13,0,0,0
3695,normal,92.2,0,17,0,0,0
3696,normal,34.21,0,13,0,0,0
3697,normal,39.97,1,20,0,0,0
3698,normal,22.64,0,12,0,0,0
3699,normal,36.31,0,17,0,0,0
3700,normal,69.14,0,22,0,0,0
3701,normal,41.14,0,8,0,0,0
3702,normal,45.86,0,8,0,0,0
3703,normal,40.67,0,10,0,0,0
3704,normal,57.86,0,4,0,0,0
3705,normal,53.35,0,12,0,0,0
3706,frequent_traveler,38.75,0,11,1,0,0
3707,bulk_purchaser,87.67,0,18,0,0,0
3708,normal,59.02,0,13,0,0,0
3709,normal,72.26,0,22,0,0,0
3710,normal,51.1,0,21,0,0,0
3711,normal,21.06,0,17,0,0,0
3712,normal,142.93,0,8,0,0,0
3713,normal,108.2,0,13,0,0,0
3714,normal,156.32,1,2,0,1,0
3715,normal,58.73,0,1,0,0,0
3716,normal,50.26,0,19,0,0,0
3717,normal,56.43,0,18,0,0,0
3718,normal,50.97,0,13,0,0,0
3719,normal,87.21,0,9,0,0,0
3720,bulk_purchaser,180.61,0,4,0,0,0
3721,normal,68.27,0,9,0,0,0
3722,frequent_traveler,29.33,1,3,1,0,0
3723,bulk_purchaser,231.66,0,10,0,0,0
3724,normal,63.88,0,9,0,0,0
3725,normal,33.7,0,7,0,0,0
3726,normal,59.92,0,15,0,0,0
3727,normal,40.77,0,17,0,0,0
3728,normal,56.87,0,11,0,0,0
3729,normal,67.48,0,16,0,0,0
3730,normal,46.05,0,13,0,0,0
3731,normal,64.62,0,16,0,0,0
3732,normal,21.82,0,20,0,0,0
3733,bulk_purchaser,190.51,0,18,0,0,0
3734,normal,35.92,0,9,0,0,0
3735,normal,20.74,0,19,0,0,0
3736,normal,42.76,0,8,0,0,0
3737,normal,46.88,0,17,0,0,0
3738,normal,56.4,1,9,0,0,0
3739,normal,114.85,0,10,0,0,0
3740,bulk_purchaser,196.36,0,8,0,0,0
3741,normal,32.23,0,17,0,0,0
3742,normal,82.2,1,13,0,1,0
3743,normal,50.78,0,10,0,0,0
3744,normal,37.75,0,13,0,0,0
3745,normal,57.12,0,0,0,0,0
3746,normal,77.87,0,18,0,0,0
3747,normal,40.07,0,20,0,0,0
3748,normal,107.46,0,7,0,0,0
3749,normal,42.76,0,20,0,0,0
3750,normal,62.7,0,18,0,0,0
3751,normal,68.59,0,17,0,0,0
3752,normal,77.08,0,7,0,0,0
3753,normal,149.2,0,20,0,0,0
3754,normal,47.44,0,14,0,0,0
3755,normal,101.69,0,7,0,0,0
3756,frequent_traveler,37.67,1,7,1,0,0
3757,normal,86.12,0,10,0,0,0
3758,normal,98.33,0,17,0,0,0
3759,normal,68.33,0,18,0,0,0
3760,normal,41.58,0,21,0,0,0
3761,normal,37.02,0,19,0,0,0
3762,normal,139.05,0,18,0,0,0
3763,normal,79.03,0,18,0,0,0
3764,normal,40.71,0,7,0,0,0
3765,normal,60.33,0,10,0,0,0
3766,normal,56.94,0,10,1,0,0
3767,normal,59.95,0,16,0,0,0
3768,normal,65.88,0,20,0,0,0
3769,normal,39.03,0,9,0,0,0
3770,frequent_traveler,111.24,1,11,0,0,0
3771,normal,59.14,0,15,0,0,0
3772,normal,56.83,0,15,1,0,0
3773,frequent_traveler,31.95,1,9,0,0,0
3774,normal,47.05,0,10,1,0,0
3775,normal,42.58,0,21,0,0,0
3776,normal,54.3,0,12,0,0,0
3777,normal,44.13,0,19,0,0,0
3778,normal,65.56,1,9,0,0,0
3779,normal,54.46,0,14,0,0,0
