account_id,segment,signup_year,acv,tenure_months,status
2680,smb,2018,1956.0,1,churned
2681,mid,2024,15026.0,5,churned
2682,enterprise,2018,135231.0,96,active
2683,smb,2020,7971.0,72,active
2684,mid,2018,13334.0,96,active
2685,smb,2019,3920.0,57,churned
2686,mid,2018,23814.0,24,churned
2687,smb,2024,5058.0,24,active
2688,mid,2018,39816.0,96,active
2689,smb,2024,2975.0,24,active
2690,smb,2019,6039.0,84,active
2691,enterprise,2025,234488.0,12,active
2692,smb,2024,8884.0,24,active
2693,enterprise,2023,154966.0,1,churned
2694,enterprise,2024,130446.0,24,active
2695,enterprise,2020,95102.0,2,churned
2696,smb,2024,1755.0,24,active
2697,mid,2019,19168.0,84,active
2698,smb,2022,3851.0,48,active
2699,smb,2025,3447.0,12,active
2700,enterprise,2023,162569.0,36,active
2701,mid,2020,10646.0,72,active
2702,smb,2023,3324.0,36,active
2703,smb,2025,9871.0,12,active
2704,mid,2025,36236.0,12,active
2705,mid,2023,29974.0,1,churned
2706,smb,2023,4426.0,5,churned
2707,enterprise,2024,100437.0,24,active
2708,smb,2023,1515.0,12,churned
2709,smb,2019,4576.0,84,active
2710,mid,2024,6476.0,24,active
2711,enterprise,2019,102459.0,84,active
2712,smb,2022,3634.0,19,churned
2713,smb,2020,2911.0,36,churned
2714,smb,2019,10783.0,84,active
2715,enterprise,2020,300190.0,72,active
2716,smb,2018,6102.0,56,churned
2717,smb,2021,2292.0,56,churned
2718,enterprise,2021,315120.0,60,active
2719,smb,2021,4962.0,60,active
2720,mid,2018,13753.0,14,churned
2721,smb,2022,3701.0,12,churned
2722,mid,2019,35571.0,26,churned
2723,smb,2024,2699.0,13,churned
2724,smb,2018,3906.0,51,churned
2725,smb,2018,4265.0,96,active
2726,mid,2020,12703.0,72,active
2727,mid,2021,19244.0,60,active
2728,smb,2025,2180.0,12,active
2729,smb,2022,5621.0,48,active
2730,enterprise,2021,76571.0,8,churned
2731,smb,2024,4213.0,24,active
2732,smb,2019,1817.0,84,active
2733,mid,2025,12497.0,12,active
2734,smb,2021,2016.0,60,active
2735,smb,2020,3150.0,10,churned
2736,smb,2020,3985.0,72,active
2737,smb,2018,4369.0,96,active
2738,smb,2023,1501.0,36,active
2739,mid,2022,20245.0,48,active
2740,mid,2023,15134.0,1,churned
2741,smb,2023,4756.0,36,active
2742,mid,2018,19268.0,96,active
2743,smb,2025,3497.0,12,active
2744,mid,2022,15177.0,48,active
2745,smb,2023,8624.0,36,active
2746,mid,2018,11594.0,96,active
2747,smb,2024,2981.0,24,active
2748,smb,2023,3842.0,36,active
2749,smb,2020,3211.0,72,active
2750,smb,2025,2485.0,12,churned
2751,smb,2023,1472.0,36,active
2752,mid,2025,15588.0,12,active
2753,mid,2024,13634.0,24,churned
2754,smb,2019,8431.0,84,active
2755,enterprise,2025,374126.0,12,active
2756,mid,2023,21474.0,36,active
2757,enterprise,2019,59732.0,84,active
2758,mid,2024,31857.0,2,churned
2759,mid,2021,13487.0,60,active
2760,smb,2024,2767.0,24,churned
2761,mid,2019,16084.0,5,churned
2762,enterprise,2020,93878.0,72,active
2763,smb,2020,3049.0,18,churned
2764,smb,2021,1888.0,60,active
2765,smb,2023,2563.0,36,active
2766,enterprise,2019,200781.0,84,active
2767,smb,2023,3580.0,36,active
2768,mid,2018,23451.0,96,active
2769,mid,2020,7215.0,6,churned
2770,enterprise,2023,193666.0,36,active
2771,smb,2020,2584.0,72,active
2772,mid,2021,38638.0,10,churned
2773,enterprise,2022,130240.0,48,active
2774,smb,2019,2749.0,59,churned
2775,mid,2025,9520.0,12,active
2776,smb,2024,10801.0,24,active
2777,mid,2025,32913.0,12,active
2778,smb,2021,5606.0,60,active
2779,smb,2020,9040.0,33,churned
2780,smb,2025,4073.0,12,active
2781,smb,2023,7160.0,28,churned
2782,smb,2024,2866.0,24,active
2783,mid,2019,31850.0,9,churned
2784,smb,2024,2657.0,6,churned
2785,smb,2022,2830.0,48,active
2786,mid,2024,23121.0,24,active
2787,mid,2024,11688.0,24,active
2788,smb,2018,4293.0,61,churned
2789,enterprise,2018,103158.0,96,active
2790,smb,2018,1348.0,6,churned
2791,mid,2023,17521.0,36,active
2792,smb,2025,3064.0,12,active
2793,mid,2018,33739.0,29,churned
2794,enterprise,2019,139051.0,7,churned
2795,mid,2021,45421.0,4,churned
2796,mid,2021,28568.0,60,active
2797,mid,2018,16698.0,96,active
2798,smb,2022,3536.0,48,active
2799,mid,2025,18508.0,12,active
2800,mid,2019,28113.0,43,churned
2801,enterprise,2018,124233.0,6,churned
2802,smb,2019,2659.0,84,active
2803,smb,2019,3657.0,49,churned
2804,mid,2021,27739.0,53,churned
2805,smb,2018,2201.0,96,active
2806,smb,2020,4266.0,72,active
2807,smb,2018,1654.0,22,churned
2808,mid,2023,38284.0,36,active
2809,smb,2021,4739.0,35,churned
2810,smb,2018,8223.0,52,churned
2811,smb,2018,2083.0,80,churned
2812,enterprise,2021,212506.0,60,active
2813,mid,2022,35168.0,48,active
2814,smb,2019,3324.0,43,churned
2815,smb,2020,3016.0,72,active
2816,mid,2022,12803.0,48,active
2817,smb,2021,1858.0,32,churned
2818,mid,2018,15129.0,96,active
2819,smb,2021,1943.0,2,churned
2820,enterprise,2019,267764.0,8,churned
2821,smb,2025,1718.0,12,active
2822,mid,2024,23729.0,2,churned
2823,smb,2020,4527.0,41,churned
2824,enterprise,2019,144170.0,84,active
2825,enterprise,2019,150639.0,84,active
2826,mid,2023,35355.0,36,active
2827,smb,2025,2913.0,6,churned
2828,smb,2020,3804.0,50,churned
2829,mid,2023,19019.0,36,active
2830,mid,2019,42246.0,84,active
2831,smb,2025,10404.0,12,active
2832,smb,2020,2004.0,48,churned
2833,smb,2018,1319.0,62,churned
2834,mid,2025,29277.0,12,active
2835,mid,2025,37616.0,12,active
2836,mid,2021,58600.0,60,active
2837,mid,2025,31855.0,12,active
2838,smb,2019,7317.0,84,active
2839,smb,2020,8350.0,61,churned
2840,smb,2022,7573.0,41,churned
2841,mid,2022,34221.0,48,active
2842,smb,2021,1918.0,11,churned
2843,smb,2024,3626.0,18,churned
2844,smb,2024,4230.0,4,churned
2845,smb,2018,3464.0,45,churned
2846,mid,2025,21611.0,12,active
2847,smb,2019,7971.0,17,churned
2848,smb,2022,2494.0,48,active
2849,mid,2021,32844.0,4,churned
2850,smb,2021,4265.0,50,churned
2851,smb,2019,2371.0,20,churned
2852,smb,2020,2125.0,10,churned
2853,mid,2018,9408.0,96,active
2854,smb,2025,4641.0,12,churned
2855,mid,2019,21341.0,20,churned
2856,enterprise,2021,79787.0,8,churned
2857,mid,2019,8621.0,84,active
2858,smb,2019,4520.0,84,active
2859,mid,2021,20194.0,45,churned
2860,smb,2025,2548.0,12,active
2861,smb,2021,2248.0,13,churned
2862,smb,2025,3232.0,12,active
2863,smb,2024,4605.0,8,churned
2864,smb,2021,3087.0,23,churned
2865,smb,2025,2010.0,12,active
2866,smb,2020,3537.0,47,churned
2867,smb,2022,6141.0,48,active
2868,mid,2023,22474.0,36,active
2869,enterprise,2022,124768.0,3,churned
2870,smb,2024,3094.0,24,active
2871,mid,2019,14117.0,7,churned
2872,smb,2021,2295.0,11,churned
2873,smb,2023,1586.0,36,active
2874,smb,2020,6572.0,8,churned
2875,smb,2024,4588.0,24,active
2876,smb,2020,3794.0,70,churned
2877,smb,2020,4221.0,72,active
2878,smb,2020,4315.0,20,churned
2879,smb,2023,2522.0,36,active
2880,smb,2018,3094.0,12,churned
2881,smb,2019,2872.0,77,churned
2882,smb,2024,12781.0,20,churned
2883,smb,2019,6064.0,84,active
2884,smb,2018,3960.0,96,active
2885,smb,2020,7208.0,7,churned
2886,smb,2021,6767.0,38,churned
2887,smb,2018,1826.0,96,active
2888,enterprise,2024,107858.0,5,churned
2889,smb,2018,3611.0,64,churned
2890,smb,2021,4943.0,36,churned
2891,smb,2019,3255.0,14,churned
2892,enterprise,2020,114776.0,11,churned
2893,mid,2018,17489.0,6,churned
2894,mid,2025,37215.0,12,active
2895,enterprise,2025,58591.0,10,churned
2896,smb,2019,2940.0,39,churned
2897,enterprise,2019,47962.0,7,churned
2898,smb,2025,2176.0,12,active
2899,mid,2021,25812.0,60,active
2900,smb,2018,4307.0,52,churned
2901,smb,2019,3113.0,48,churned
2902,enterprise,2021,211503.0,4,churned
2903,smb,2022,7165.0,48,active
2904,enterprise,2023,116470.0,36,active
2905,smb,2019,4127.0,76,churned
2906,mid,2020,17566.0,1,churned
2907,enterprise,2020,164958.0,40,churned
2908,smb,2022,2004.0,48,active
2909,enterprise,2020,295942.0,7,churned
2910,mid,2019,38948.0,84,active
2911,mid,2024,12095.0,24,active
2912,smb,2022,2454.0,33,churned
2913,smb,2021,4495.0,60,active
2914,mid,2019,18599.0,84,active
2915,smb,2018,4780.0,38,churned
2916,smb,2024,3042.0,24,active
2917,smb,2025,7804.0,12,active
2918,enterprise,2022,121074.0,48,active
2919,smb,2018,12213.0,68,churned
2920,mid,2021,29772.0,60,active
2921,enterprise,2020,61408.0,72,active
2922,smb,2018,10335.0,7,churned
2923,smb,2019,6307.0,65,churned
2924,mid,2021,26637.0,60,active
2925,smb,2021,5031.0,9,churned
2926,mid,2022,12155.0,48,active
2927,mid,2023,8936.0,36,active
2928,mid,2020,21571.0,3,churned
2929,smb,2020,7255.0,72,active
2930,mid,2023,26846.0,36,active
2931,mid,2019,51771.0,3,churned
2932,smb,2018,7049.0,96,active
2933,mid,2024,22255.0,17,churned
2934,enterprise,2019,217919.0,27,churned
2935,mid,2018,47160.0,7,churned
2936,smb,2023,3498.0,36,active
2937,smb,2022,3272.0,48,active
2938,smb,2019,3906.0,74,churned
2939,smb,2024,1090.0,24,active
2940,smb,2019,4189.0,82,churned
2941,enterprise,2023,172857.0,36,active
2942,smb,2023,3914.0,36,active
2943,mid,2024,26169.0,24,active
2944,smb,2023,3563.0,36,active
2945,smb,2023,1341.0,36,active
2946,smb,2018,8361.0,56,churned
2947,smb,2025,3029.0,12,active
2948,mid,2019,16173.0,81,churned
2949,enterprise,2020,237754.0,72,active
2950,enterprise,2021,196683.0,41,churned
2951,smb,2020,4174.0,72,active
2952,mid,2022,32360.0,23,churned
2953,smb,2018,2044.0,96,active
2954,enterprise,2021,115792.0,4,churned
2955,smb,2020,6956.0,72,active
2956,smb,2023,2595.0,36,active
2957,smb,2022,2210.0,8,churned
2958,smb,2024,3787.0,24,active
2959,smb,2019,3832.0,75,churned
2960,enterprise,2025,166672.0,12,active
2961,mid,2021,11058.0,8,churned
2962,enterprise,2020,33702.0,72,active
2963,smb,2022,5771.0,48,active
2964,mid,2019,12817.0,84,active
2965,smb,2024,2684.0,24,active
2966,smb,2020,1222.0,72,active
2967,smb,2025,6072.0,11,churned
2968,smb,2019,4338.0,82,churned
2969,mid,2024,25722.0,24,active
2970,smb,2021,4237.0,13,churned
2971,smb,2022,1300.0,5,churned
2972,mid,2024,13459.0,24,active
2973,smb,2019,2905.0,84,active
2974,enterprise,2020,82920.0,5,churned
2975,smb,2025,3179.0,12,active
2976,mid,2019,24912.0,84,active
2977,mid,2018,36433.0,68,churned
2978,mid,2022,10508.0,38,churned
2979,mid,2018,21929.0,61,churned
2980,enterprise,2025,172090.0,12,active
2981,mid,2025,13877.0,12,active
2982,smb,2019,3306.0,84,active
2983,smb,2019,4598.0,84,active
2984,mid,2024,22150.0,6,churned
2985,smb,2022,5101.0,48,active
2986,smb,2024,3817.0,24,active
2987,smb,2025,3115.0,12,active
2988,smb,2021,2026.0,31,churned
2989,smb,2020,4120.0,53,churned
2990,mid,2022,23155.0,27,churned
2991,mid,2023,13408.0,36,active
2992,mid,2021,29467.0,11,churned
2993,smb,2020,6863.0,72,active
2994,smb,2020,2617.0,41,churned
2995,mid,2022,15309.0,13,churned
2996,smb,2021,2485.0,59,churned
2997,mid,2021,9515.0,33,churned
2998,smb,2018,9919.0,96,active
2999,enterprise,2025,96332.0,12,active
3000,smb,2023,2370.0,4,churned
3001,mid,2025,12539.0,9,churned
3002,mid,2024,18143.0,24,active
3003,smb,2022,2572.0,48,active
3004,mid,2020,45208.0,5,churned
3005,smb,2023,1950.0,36,active
3006,mid,2022,10206.0,48,active
3007,mid,2025,29024.0,12,active
3008,smb,2019,3451.0,84,active
3009,smb,2018,3257.0,18,churned
3010,mid,2019,29139.0,84,active
3011,smb,2019,3899.0,56,churned
3012,enterprise,2023,117782.0,36,active
3013,mid,2019,10907.0,12,churned
3014,mid,2019,9566.0,11,churned
3015,smb,2021,2565.0,60,active
3016,mid,2024,12808.0,24,active
3017,enterprise,2021,137944.0,59,churned
3018,smb,2020,1481.0,17,churned
3019,smb,2020,2911.0,72,active
3020,smb,2024,3339.0,24,active
3021,smb,2021,3569.0,60,active
3022,mid,2020,26889.0,11,churned
3023,smb,2024,3092.0,24,active
3024,mid,2020,15776.0,35,churned
3025,smb,2020,6783.0,72,active
3026,smb,2024,3103.0,24,active
3027,smb,2020,7402.0,72,active
3028,enterprise,2022,102481.0,48,active
3029,mid,2023,21848.0,2,churned
3030,smb,2019,3397.0,84,active
3031,mid,2019,24726.0,40,churned
3032,smb,2024,2952.0,24,active
3033,smb,2020,3820.0,72,active
3034,smb,2020,7828.0,5,churned
3035,enterprise,2022,203705.0,48,active
3036,mid,2018,37342.0,35,churned
3037,mid,2018,11260.0,96,active
3038,smb,2021,2018.0,53,churned
3039,smb,2025,4060.0,12,active
3040,mid,2022,32382.0,46,churned
3041,smb,2022,2809.0,5,churned
3042,enterprise,2022,85068.0,48,active
3043,mid,2024,44220.0,24,active
3044,smb,2024,5130.0,24,active
3045,mid,2018,37384.0,76,churned
3046,enterprise,2022,96691.0,48,active
3047,smb,2022,2807.0,48,active
3048,mid,2019,35399.0,84,active
3049,enterprise,2025,105729.0,7,churned
3050,smb,2020,2683.0,11,churned
3051,enterprise,2024,76374.0,12,churned
3052,smb,2018,2820.0,38,churned
3053,mid,2022,34117.0,10,churned
3054,mid,2023,10354.0,36,active
3055,mid,2022,30168.0,48,active
3056,smb,2018,2555.0,16,churned
3057,mid,2018,19828.0,17,churned
3058,smb,2022,3384.0,48,active
3059,smb,2024,3260.0,5,churned
3060,smb,2022,3154.0,35,churned
3061,mid,2018,17638.0,96,active
3062,smb,2024,2736.0,24,active
3063,smb,2021,7044.0,49,churned
3064,enterprise,2018,122091.0,3,churned
3065,smb,2020,3419.0,22,churned
3066,smb,2019,2638.0,84,active
3067,smb,2025,2969.0,12,active
3068,smb,2025,2642.0,12,active
3069,mid,2018,32295.0,35,churned
3070,smb,2022,2498.0,9,churned
3071,smb,2018,1184.0,84,churned
3072,enterprise,2021,124139.0,8,churned
3073,mid,2019,19155.0,84,active
3074,mid,2023,16434.0,36,active
3075,enterprise,2018,190190.0,7,churned
3076,enterprise,2025,30738.0,2,churned
3077,smb,2019,8007.0,22,churned
3078,mid,2020,37322.0,2,churned
3079,mid,2025,16090.0,12,active
3080,smb,2025,2906.0,12,active
3081,smb,2018,4685.0,86,churned
3082,smb,2018,4749.0,79,churned
3083,mid,2024,16044.0,24,active
3084,mid,2025,9814.0,12,active
3085,mid,2021,63376.0,51,churned
3086,smb,2019,5873.0,66,churned
3087,smb,2019,3938.0,2,churned
3088,smb,2020,3975.0,32,churned
3089,smb,2023,4967.0,36,active
3090,enterprise,2018,174649.0,96,active
3091,enterprise,2023,42481.0,36,active
3092,enterprise,2024,101171.0,11,churned
3093,enterprise,2019,96046.0,1,churned
3094,enterprise,2025,111222.0,12,active
3095,smb,2025,5353.0,12,active
3096,smb,2020,1488.0,72,active
3097,smb,2018,1855.0,11,churned
3098,smb,2020,2589.0,16,churned
3099,smb,2020,3933.0,28,churned
3100,smb,2020,5520.0,72,active
3101,enterprise,2025,272573.0,9,churned
3102,smb,2019,3155.0,4,churned
3103,enterprise,2020,182634.0,21,churned
3104,mid,2024,31416.0,24,active
3105,mid,2018,28878.0,25,churned
3106,mid,2018,21761.0,96,active
3107,smb,2020,2982.0,8,churned
3108,mid,2025,12930.0,1,churned
3109,smb,2024,2068.0,7,churned
3110,enterprise,2025,143421.0,12,active
3111,smb,2024,3543.0,24,active
3112,smb,2018,2958.0,83,churned
3113,mid,2021,30712.0,28,churned
3114,mid,2022,19925.0,40,churned
3115,smb,2019,2306.0,84,active
3116,mid,2025,19279.0,11,churned
3117,smb,2022,5488.0,48,active
3118,mid,2024,13204.0,24,active
3119,smb,2020,4043.0,4,churned
3120,smb,2023,3541.0,18,churned
3121,smb,2018,2489.0,96,active
3122,smb,2018,3144.0,1,churned
3123,smb,2023,1659.0,36,active
3124,smb,2018,3846.0,34,churned
3125,smb,2020,1840.0,69,churned
3126,smb,2024,6224.0,24,active
3127,smb,2021,3477.0,10,churned
3128,smb,2021,2736.0,33,churned
3129,mid,2020,39351.0,10,churned
3130,enterprise,2023,71975.0,3,churned
3131,smb,2025,2505.0,12,active
3132,enterprise,2023,48309.0,36,churned
3133,smb,2020,7008.0,72,active
3134,smb,2021,9288.0,11,churned
3135,mid,2018,9540.0,96,active
3136,mid,2019,14649.0,34,churned
3137,mid,2020,22809.0,72,active
3138,smb,2021,2813.0,38,churned
3139,mid,2025,21684.0,11,churned
3140,smb,2024,3433.0,24,active
3141,smb,2018,4464.0,83,churned
3142,smb,2020,2252.0,32,churned
3143,enterprise,2018,132764.0,5,churned
3144,smb,2018,2084.0,17,churned
3145,mid,2020,17927.0,72,active
3146,mid,2025,9243.0,12,active
3147,mid,2019,17993.0,84,active
3148,mid,2023,16542.0,36,active
3149,enterprise,2021,193260.0,60,active
3150,smb,2022,3535.0,48,active
3151,smb,2024,3871.0,10,churned
3152,mid,2024,21781.0,1,churned
3153,smb,2024,1256.0,24,active
3154,smb,2021,1341.0,60,active
3155,smb,2018,3105.0,30,churned
3156,smb,2025,4185.0,12,active
3157,smb,2025,3238.0,12,active
3158,smb,2024,2364.0,24,active
3159,enterprise,2021,106921.0,60,active
3160,smb,2020,3092.0,42,churned
3161,enterprise,2019,177993.0,45,churned
3162,enterprise,2020,173080.0,3,churned
3163,smb,2020,2761.0,39,churned
3164,mid,2020,21483.0,72,active
3165,mid,2025,25288.0,6,churned
3166,mid,2023,27237.0,36,active
3167,smb,2019,8319.0,84,active
3168,smb,2023,3590.0,36,active
3169,smb,2023,6531.0,36,active
3170,mid,2022,12332.0,48,active
3171,enterprise,2025,87655.0,6,churned
3172,mid,2025,7571.0,12,active
3173,mid,2021,23757.0,60,active
3174,enterprise,2021,166668.0,60,active
3175,mid,2019,6138.0,84,active
3176,smb,2024,4000.0,24,active
3177,enterprise,2025,163098.0,12,active
3178,smb,2023,4787.0,36,active
3179,smb,2019,2002.0,34,churned
3180,smb,2022,5359.0,48,active
3181,enterprise,2024,121134.0,24,active
3182,smb,2018,4893.0,31,churned
3183,smb,2022,3419.0,35,churned
3184,smb,2023,4405.0,36,active
3185,smb,2022,6340.0,18,churned
3186,smb,2023,3288.0,27,churned
3187,mid,2025,25389.0,12,active
3188,enterprise,2018,225232.0,96,active
3189,smb,2022,3406.0,48,active
3190,smb,2024,2074.0,24,active
3191,smb,2024,5105.0,24,active
3192,smb,2021,7461.0,23,churned
3193,mid,2025,41957.0,12,active
3194,mid,2020,31492.0,72,active
3195,mid,2021,6822.0,8,churned
3196,smb,2024,2649.0,7,churned
3197,mid,2021,16444.0,46,churned
3198,smb,2020,3724.0,3,churned
3199,smb,2022,8469.0,48,active
3200,enterprise,2022,70244.0,23,churned
3201,mid,2025,67582.0,12,active
3202,enterprise,2022,99592.0,13,churned
3203,enterprise,2019,82170.0,84,active
3204,mid,2018,33611.0,1,churned
3205,enterprise,2025,191406.0,12,active
3206,smb,2021,5039.0,28,churned
3207,smb,2019,2478.0,84,active
3208,smb,2019,4680.0,3,churned
3209,smb,2018,2172.0,96,active
3210,smb,2019,2444.0,17,churned
3211,smb,2024,3472.0,24,active
3212,mid,2023,14618.0,36,active
3213,mid,2022,37286.0,48,active
3214,mid,2018,16497.0,8,churned
3215,smb,2023,3261.0,5,churned
3216,mid,2025,14184.0,12,active
3217,smb,2025,6117.0,12,active
3218,smb,2021,2610.0,60,active
3219,smb,2022,6445.0,48,active
3220,smb,2020,6212.0,72,active
3221,smb,2025,2913.0,12,active
3222,mid,2025,22356.0,10,churned
3223,mid,2019,17381.0,77,churned
3224,mid,2021,28937.0,10,churned
3225,smb,2019,3304.0,34,churned
3226,mid,2022,17877.0,48,active
3227,mid,2020,22541.0,48,churned
3228,smb,2023,1651.0,36,active
3229,mid,2025,21207.0,1,churned
3230,smb,2024,5038.0,24,active
3231,smb,2019,3901.0,77,churned
3232,smb,2019,5860.0,24,churned
3233,smb,2024,3015.0,24,active
3234,smb,2018,2894.0,13,churned
3235,smb,2021,2083.0,60,active
3236,smb,2025,2972.0,12,active
3237,enterprise,2021,322206.0,11,churned
3238,smb,2018,4179.0,93,churned
3239,smb,2025,2717.0,12,active
3240,smb,2023,2202.0,12,churned
3241,enterprise,2020,54216.0,6,churned
3242,mid,2022,14542.0,48,active
3243,enterprise,2022,176239.0,48,active
3244,smb,2022,2941.0,48,active
3245,smb,2025,2255.0,12,active
3246,mid,2024,14413.0,24,active
3247,smb,2020,5038.0,34,churned
3248,mid,2025,21149.0,12,active
3249,enterprise,2025,88115.0,12,active
3250,smb,2018,3121.0,7,churned
3251,enterprise,2020,363285.0,20,churned
3252,mid,2022,40531.0,29,churned
3253,smb,2025,7588.0,12,active
3254,smb,2023,1516.0,36,active
3255,smb,2022,3376.0,48,active
3256,mid,2020,15956.0,32,churned
3257,smb,2018,4779.0,96,active
3258,smb,2025,6185.0,11,churned
3259,mid,2022,25931.0,48,active
3260,smb,2021,2354.0,60,active
3261,smb,2025,2616.0,12,active
3262,mid,2019,30040.0,13,churned
3263,smb,2020,5219.0,72,active
3264,smb,2024,3907.0,24,active
3265,smb,2020,3885.0,35,churned
3266,smb,2025,3733.0,12,active
3267,smb,2024,4165.0,24,active
3268,mid,2018,31507.0,54,churned
3269,enterprise,2021,165228.0,60,active
3270,smb,2024,3684.0,24,active
3271,enterprise,2021,117651.0,10,churned
3272,mid,2019,21086.0,84,active
3273,mid,2018,14911.0,96,active
3274,mid,2018,14816.0,5,churned
3275,mid,2019,28911.0,30,churned
3276,mid,2020,15422.0,72,active
3277,smb,2020,5470.0,32,churned
3278,smb,2024,3549.0,24,active
3279,smb,2022,5485.0,48,active
3280,smb,2019,5006.0,15,churned
3281,mid,2018,33573.0,96,active
3282,smb,2019,2869.0,25,churned
3283,smb,2020,4467.0,10,churned
3284,smb,2023,5266.0,36,active
3285,smb,2018,1676.0,3,churned
3286,mid,2021,51578.0,60,active
3287,mid,2021,68390.0,60,active
3288,smb,2019,5847.0,84,active
3289,smb,2018,5448.0,46,churned
3290,smb,2019,4887.0,13,churned
3291,smb,2019,3097.0,29,churned
3292,mid,2024,20846.0,24,active
3293,mid,2025,35675.0,12,active
3294,smb,2022,2238.0,14,churned
3295,smb,2024,2142.0,24,active
3296,enterprise,2024,98848.0,24,active
3297,mid,2025,30581.0,12,active
3298,smb,2018,2361.0,96,active
3299,smb,2025,3253.0,12,active
3300,smb,2021,3452.0,60,active
3301,enterprise,2022,72698.0,48,active
3302,smb,2024,1075.0,24,active
3303,smb,2021,2179.0,24,churned
3304,enterprise,2020,137371.0,11,churned
3305,mid,2018,28087.0,67,churned
3306,smb,2019,4662.0,33,churned
3307,smb,2018,4938.0,96,active
3308,smb,2021,2662.0,10,churned
3309,mid,2024,14468.0,24,active
3310,smb,2020,4392.0,8,churned
3311,enterprise,2022,108459.0,6,churned
3312,enterprise,2019,189765.0,7,churned
3313,smb,2022,4406.0,11,churned
3314,mid,2025,41853.0,12,active
3315,smb,2020,2885.0,11,churned
3316,smb,2021,6209.0,60,active
3317,mid,2025,60921.0,9,churned
3318,smb,2022,3740.0,45,churned
3319,smb,2021,4673.0,5,churned
3320,smb,2018,2286.0,96,active
3321,smb,2025,5693.0,12,active
3322,smb,2022,6403.0,48,active
3323,mid,2018,17202.0,96,active
3324,mid,2022,29528.0,48,active
3325,mid,2025,25342.0,12,active
3326,mid,2025,26780.0,12,active
3327,smb,2019,5464.0,70,churned
3328,mid,2021,28551.0,7,churned
3329,smb,2025,3397.0,12,active
3330,smb,2024,5523.0,4,churned
3331,enterprise,2022,210224.0,48,active
3332,smb,2020,2760.0,25,churned
3333,smb,2024,3638.0,4,churned
3334,smb,2022,1504.0,11,churned
3335,smb,2022,4875.0,44,churned
3336,smb,2025,6711.0,12,active
3337,smb,2021,3201.0,60,active
3338,enterprise,2023,128890.0,36,active
3339,smb,2018,3261.0,9,churned
3340,smb,2023,3005.0,36,active
3341,smb,2022,4089.0,2,churned
3342,mid,2025,14882.0,12,active
3343,smb,2020,3237.0,72,active
3344,smb,2025,2316.0,12,active
3345,smb,2022,4888.0,28,churned
3346,mid,2019,24825.0,84,active
3347,mid,2019,17754.0,84,active
3348,mid,2019,22439.0,2,churned
3349,mid,2020,19725.0,72,active
3350,smb,2022,6451.0,48,active
3351,smb,2024,2920.0,24,active
3352,smb,2025,5002.0,12,active
3353,smb,2023,2559.0,24,churned
3354,smb,2021,5470.0,49,churned
3355,smb,2022,6116.0,25,churned
3356,smb,2020,6262.0,72,active
3357,mid,2019,45959.0,18,churned
3358,smb,2022,4214.0,48,active
3359,mid,2024,40904.0,24,active
3360,mid,2018,49617.0,9,churned
3361,smb,2018,2078.0,96,active
3362,smb,2019,2693.0,50,churned
3363,mid,2019,10427.0,84,active
3364,mid,2019,37443.0,11,churned
3365,smb,2019,1713.0,84,active
3366,smb,2018,1495.0,96,active
3367,mid,2020,12725.0,72,active
3368,mid,2023,9236.0,11,churned
3369,smb,2019,4172.0,25,churned
3370,smb,2020,2117.0,56,churned
3371,enterprise,2025,51785.0,12,active
3372,smb,2019,3566.0,22,churned
3373,enterprise,2025,121608.0,12,active
3374,smb,2022,1430.0,48,active
3375,smb,2023,2548.0,20,churned
3376,smb,2020,3508.0,72,active
3377,smb,2020,3046.0,10,churned
3378,enterprise,2021,102258.0,60,active
3379,smb,2019,6566.0,79,churned
3380,enterprise,2020,352664.0,72,churned
3381,smb,2025,3113.0,12,active
3382,enterprise,2018,62259.0,2,churned
3383,enterprise,2022,107228.0,19,churned
3384,mid,2023,24274.0,36,active
3385,smb,2019,3545.0,40,churned
3386,mid,2018,29892.0,68,churned
3387,smb,2022,11003.0,45,churned
3388,enterprise,2019,51197.0,11,churned
3389,smb,2025,2826.0,12,active
3390,smb,2019,7868.0,84,active
3391,smb,2019,2804.0,84,active
3392,mid,2020,32687.0,32,churned
3393,enterprise,2020,165289.0,72,active
3394,smb,2019,6758.0,15,churned
3395,mid,2023,57335.0,36,active
3396,enterprise,2020,142420.0,57,churned
3397,smb,2022,1521.0,14,churned
3398,smb,2019,2565.0,84,active
3399,mid,2018,65711.0,96,active
3400,mid,2018,10861.0,96,active
3401,smb,2018,4668.0,96,active
3402,mid,2024,6265.0,24,active
3403,smb,2020,1853.0,8,churned
3404,enterprise,2020,187863.0,72,active
3405,enterprise,2022,122759.0,48,active
3406,mid,2018,18247.0,2,churned
3407,smb,2022,2423.0,48,active
3408,smb,2022,1342.0,48,churned
3409,smb,2024,5150.0,24,active
3410,smb,2018,3160.0,11,churned
3411,mid,2018,10291.0,21,churned
3412,smb,2024,3696.0,24,active
3413,smb,2020,4869.0,63,churned
3414,smb,2018,3293.0,44,churned
3415,smb,2022,3858.0,48,active
3416,smb,2021,3711.0,8,churned
3417,mid,2025,15469.0,12,active
3418,mid,2025,22632.0,12,active
3419,smb,2022,5259.0,48,active
3420,enterprise,2019,202263.0,84,active
3421,enterprise,2023,179040.0,36,active
3422,smb,2019,2598.0,8,churned
3423,mid,2024,30276.0,24,active
3424,smb,2022,4595.0,48,active
