store_id,region,footprint_sqft,rating_before,remodeled,rating_after
2199,Midwest,4058,60.3,0,56.7
2200,Northeast,3157,60.6,0,58.0
2201,Midwest,7337,82.6,0,77.6
2202,South,1999,52.3,1,63.3
2203,West,7407,84.0,0,70.0
2204,Midwest,4464,62.6,1,79.6
2205,West,4966,94.2,0,80.4
2206,Midwest,6809,78.6,0,66.9
2207,South,3143,91.7,0,79.4
2208,West,4410,68.0,1,70.6
2209,South,8279,50.0,1,62.4
2210,South,6552,89.0,0,78.2
2211,Northeast,1532,69.0,0,87.1
2212,South,1406,71.5,0,75.2
2213,Northeast,3521,79.1,0,68.0
2214,West,1791,60.2,1,40.6
2215,Midwest,3098,68.8,0,59.3
2216,West,7228,72.4,0,63.2
2217,West,2409,70.9,0,62.7
2218,Midwest,8568,88.3,0,91.1
2219,Northeast,3351,77.5,0,68.7
2220,South,7802,100.0,0,87.4
2221,Midwest,1508,67.0,1,79.6
2222,West,4743,55.3,1,57.9
2223,South,1596,82.6,0,74.7
2224,Northeast,4325,60.9,0,74.7
2225,West,8024,85.0,0,66.8
2226,West,8237,43.9,1,63.1
2227,West,5428,62.3,0,61.1
2228,Northeast,7265,65.3,0,78.4
2229,South,4405,79.3,0,78.4
2230,South,8323,78.1,0,83.7
2231,Midwest,3777,75.7,0,71.2
2232,West,8586,80.5,0,66.2
2233,South,3469,67.1,1,60.3
2234,West,1305,53.6,1,67.3
2235,Midwest,6485,75.8,0,81.8
2236,Northeast,6189,64.4,0,50.4
2237,Midwest,8349,80.2,0,87.2
2238,Northeast,7464,67.7,0,94.1
2239,Midwest,7910,76.1,0,69.3
2240,Midwest,8545,81.0,0,74.8
2241,South,7781,82.4,0,74.4
2242,West,3476,51.8,1,61.7
2243,Midwest,3070,67.5,0,60.4
2244,Northeast,3673,72.4,0,35.1
2245,West,7123,80.1,0,82.5
2246,West,4239,46.2,1,33.3
2247,South,4345,70.7,0,65.0
2248,West,5389,62.3,1,55.0
2249,Northeast,1878,45.7,1,55.4
2250,West,4443,83.6,0,72.8
2251,Midwest,3023,87.9,0,99.1
2252,West,4802,64.1,0,88.3
2253,Northeast,3039,77.1,0,82.3
2254,Northeast,1831,89.0,0,87.1
2255,Northeast,3859,77.2,0,70.7
2256,Northeast,8552,79.0,0,94.1
2257,Northeast,1254,69.1,0,62.9
2258,Northeast,7400,53.6,1,69.4
2259,West,5590,66.2,1,82.4
2260,Midwest,3334,59.6,1,55.9
2261,South,3324,81.0,0,81.9
2262,South,3772,80.8,0,91.8
2263,West,5835,83.8,0,71.5
2264,West,6634,88.7,0,92.4
2265,South,5092,91.9,0,80.7
2266,Northeast,8445,59.1,1,73.3
2267,Midwest,5946,47.5,1,73.5
2268,Northeast,2545,69.1,0,79.2
2269,South,7091,84.8,0,67.7
2270,West,1867,74.1,0,53.8
2271,West,4962,58.7,0,57.8
2272,Northeast,4163,73.0,0,68.4
2273,Midwest,5675,76.7,0,91.6
2274,West,8294,56.5,1,67.7
2275,South,1407,68.1,1,62.4
2276,Midwest,8621,66.1,1,65.9
2277,Northeast,7995,47.4,1,54.4
2278,Midwest,1202,73.0,0,75.1
2279,South,2710,87.9,0,88.4
2280,West,3753,50.0,1,65.2
2281,South,7349,81.1,0,84.5
2282,South,4178,73.7,0,66.1
2283,West,1312,74.5,0,51.5
2284,Midwest,4460,54.6,1,55.9
2285,Midwest,4310,91.8,0,76.0
2286,West,3443,54.8,1,85.9
2287,West,4957,85.6,0,82.6
2288,Midwest,2781,75.5,1,62.2
2289,West,6533,48.6,1,52.1
2290,South,4228,68.1,0,78.4
2291,West,6759,64.5,0,55.5
2292,West,8275,72.1,0,69.2
2293,South,5274,55.8,0,35.3
2294,West,7862,73.9,0,80.2
2295,Northeast,6323,62.7,1,49.5
2296,Northeast,2427,69.0,0,78.4
2297,West,4754,81.3,0,99.6
2298,Midwest,6392,70.6,0,75.1
2299,West,5244,85.1,0,67.7
2300,South,7968,94.7,0,93.3
2301,South,1705,62.9,0,71.3
2302,Midwest,4262,72.1,0,76.0
2303,West,5275,67.3,1,73.8
2304,West,4408,65.7,0,64.0
2305,Northeast,5486,63.6,1,77.8
2306,Northeast,4770,79.6,0,86.4
2307,Northeast,4479,91.7,0,71.1
2308,West,1968,69.3,0,67.2
2309,South,8701,79.2,0,67.3
2310,Midwest,1883,71.6,1,89.4
2311,South,5790,67.7,0,79.3
2312,Midwest,8467,85.3,0,69.4
2313,West,6598,61.5,0,68.6
2314,West,4289,74.0,0,77.3
2315,Midwest,5582,49.0,1,60.1
2316,Midwest,4235,71.6,1,68.0
2317,Northeast,5743,71.4,0,84.3
2318,South,8995,76.0,0,74.6
2319,West,3993,69.8,0,71.9
2320,West,1311,86.7,0,83.4
2321,South,2978,78.2,1,74.9
2322,South,6597,67.3,0,82.1
2323,South,2451,80.5,0,84.3
2324,South,2626,97.2,0,74.7
2325,Midwest,5678,71.6,0,61.1
2326,Midwest,7801,66.2,1,58.0
2327,South,4503,79.5,0,89.0
2328,Northeast,5391,99.5,0,89.6
2329,South,8386,83.3,0,80.5
2330,West,8480,48.8,1,49.6
2331,South,2781,100.0,0,85.9
2332,West,4969,71.7,0,73.7
2333,West,2128,71.8,0,82.6
2334,South,3734,49.4,1,76.4
2335,Northeast,3584,69.5,0,66.2
2336,South,7666,59.4,1,64.3
2337,Northeast,8704,55.1,1,68.1
2338,West,8652,66.3,1,67.3
2339,South,6167,55.2,1,70.6
2340,West,6455,70.5,0,74.7
2341,Northeast,6344,70.1,0,73.6
2342,Midwest,6821,76.8,0,76.7
2343,West,8057,67.4,1,66.5
2344,West,4569,73.3,0,67.8
2345,West,6364,82.7,0,95.8
2346,Northeast,6660,44.7,1,57.8
2347,Midwest,5591,80.1,0,83.3
2348,West,7794,85.4,0,80.8
2349,South,2704,74.1,0,69.9
2350,West,2799,55.6,0,40.8
2351,South,8590,77.3,0,61.1
2352,Midwest,3489,44.1,1,54.8
2353,South,6779,65.8,0,64.7
2354,South,3441,81.3,0,82.3
2355,Midwest,8752,60.6,1,72.4
2356,South,5651,67.6,0,59.4
2357,Northeast,3100,72.3,0,64.0
2358,Midwest,5259,55.0,0,61.6
2359,Midwest,6559,63.1,0,74.7
2360,West,5347,71.2,0,76.3
2361,South,7755,66.3,0,63.5
2362,Northeast,1831,87.0,0,84.9
2363,Northeast,3256,68.3,0,67.1
2364,Midwest,1614,67.6,1,66.8
2365,Midwest,5092,69.1,0,76.5
2366,West,8313,69.9,0,34.6
2367,Northeast,3395,83.3,0,79.3
2368,Northeast,2250,82.1,0,69.6
2369,West,3307,57.5,1,75.6
2370,South,4037,63.9,1,64.5
2371,Northeast,1904,74.9,0,67.0
2372,Midwest,1263,63.4,1,71.0
2373,Northeast,5052,59.3,1,62.4
2374,Northeast,8255,70.1,0,72.9
2375,South,2986,50.0,0,71.6
2376,Northeast,2038,64.9,1,56.4
2377,West,3279,91.2,0,81.4
2378,Midwest,7351,57.0,1,64.5
2379,West,4703,72.1,0,50.0
2380,South,1357,67.4,1,64.6
2381,Northeast,1398,73.1,0,71.0
2382,South,8299,77.5,0,83.0
2383,Northeast,1373,42.1,1,54.6
2384,West,8374,77.1,0,78.4
2385,Midwest,4398,76.8,0,82.4
2386,Midwest,2676,51.2,1,51.1
2387,West,2215,85.7,0,87.9
2388,West,4544,65.2,0,78.5
2389,Midwest,7913,66.7,0,66.7
2390,Northeast,1255,71.0,0,76.4
2391,Northeast,3161,61.7,0,54.6
2392,South,1399,72.1,0,81.9
2393,Northeast,2308,72.6,0,63.8
2394,Northeast,7748,64.8,0,60.5
2395,West,3037,52.7,1,62.7
2396,South,1505,72.0,0,65.2
2397,West,3541,66.6,0,64.1
2398,Midwest,7964,54.4,1,70.0
2399,West,1531,46.2,1,46.3
2400,West,2461,64.7,0,70.4
2401,South,1522,53.4,1,72.5
2402,Northeast,8332,61.2,1,75.4
2403,South,6621,80.6,0,60.7
2404,West,4750,71.8,0,76.6
2405,Midwest,5723,72.5,0,86.1
2406,Northeast,4628,68.4,0,60.9
2407,Northeast,1313,59.8,1,58.1
2408,Northeast,5807,70.1,0,48.5
2409,West,2133,55.8,1,57.1
2410,West,5043,69.3,0,83.5
2411,South,3845,76.7,1,71.6
2412,West,7823,86.0,0,79.9
2413,Northeast,5950,77.3,0,71.8
2414,Midwest,7502,59.0,1,63.1
2415,Midwest,6353,66.6,0,54.3
2416,South,8457,84.3,0,84.7
2417,South,7596,65.9,0,68.5
2418,South,7910,84.8,0,65.6
2419,South,8880,88.9,0,100.0
2420,South,1651,62.1,0,80.4
2421,South,2371,76.6,0,73.1
2422,Midwest,7942,78.3,0,61.1
2423,West,7319,76.0,1,72.4
2424,South,3418,85.8,0,66.3
2425,West,7963,90.1,0,76.0
2426,South,5180,53.0,1,52.8
2427,West,3670,80.7,0,65.4
2428,South,2741,85.9,0,64.9
2429,South,4987,70.8,0,67.3
2430,West,2374,71.8,0,62.1
2431,Midwest,4030,83.7,0,70.0
2432,Midwest,6363,80.0,0,77.6
2433,Midwest,8916,91.3,0,68.9
2434,Northeast,8458,91.8,0,75.1
2435,Midwest,8494,62.3,1,51.5
2436,South,5423,65.4,0,65.6
2437,West,2909,100.0,0,98.3
2438,Midwest,7061,60.5,0,59.0
2439,Midwest,8917,83.7,0,74.9
2440,Northeast,6298,78.9,0,82.5
2441,West,4602,64.4,0,77.7
2442,Midwest,5955,85.9,0,83.9
2443,West,7188,78.7,0,73.6
2444,Northeast,4177,69.2,1,73.5
2445,Midwest,2778,78.0,0,70.2
2446,West,8099,66.7,1,59.7
2447,Northeast,8721,65.8,1,59.0
2448,Northeast,1946,69.3,1,75.0
2449,Midwest,5896,52.8,1,55.0
2450,West,5249,84.6,0,84.7
2451,Northeast,8401,74.1,0,91.7
2452,Midwest,8276,89.7,0,86.7
2453,West,5631,92.2,0,75.3
2454,South,4982,85.5,0,76.5
2455,Northeast,6019,77.4,0,100.0
2456,South,7534,65.6,1,82.6
2457,Northeast,3474,73.0,0,79.0
2458,West,7400,72.3,1,42.4
2459,Midwest,5807,82.5,0,82.4
2460,Northeast,5832,57.4,1,63.8
2461,South,6310,61.8,0,56.5
2462,Northeast,7402,69.6,0,61.2
2463,Northeast,6798,84.4,0,76.1
2464,South,7454,79.2,0,73.8
2465,Northeast,8488,67.4,0,71.5
2466,West,6133,38.2,1,60.8
2467,West,6809,63.0,0,79.7
2468,Northeast,2002,83.6,0,63.4
2469,West,2789,59.2,1,65.1
2470,Midwest,3226,66.8,1,60.4
2471,Midwest,6834,54.4,1,70.5
2472,Northeast,5090,87.5,0,66.1
2473,Midwest,2972,96.7,0,68.9
2474,Northeast,7807,72.8,0,65.4
2475,South,5116,66.1,0,61.7
2476,South,3701,87.1,0,71.4
2477,West,8329,63.4,1,74.8
2478,Midwest,6346,70.9,0,87.8
2479,Midwest,1297,92.8,0,79.8
2480,West,5865,77.3,0,57.1
2481,Northeast,6555,79.3,0,74.5
2482,West,5039,66.0,0,70.4
2483,South,6647,80.9,0,51.8
2484,Midwest,8663,60.0,1,56.5
2485,Northeast,1620,70.2,1,68.4
2486,Northeast,4728,75.0,0,85.9
2487,West,2914,64.0,0,71.7
2488,Midwest,8343,83.2,0,76.4
2489,South,6688,71.5,0,77.2
2490,West,8751,97.5,0,76.4
2491,South,2898,64.2,0,58.5
2492,Midwest,3535,91.9,0,84.2
2493,Northeast,2103,84.0,0,79.2
2494,South,7155,71.6,0,71.4
2495,South,2388,65.7,1,79.9
2496,West,4138,75.2,0,88.8
2497,Midwest,4940,72.8,0,77.6
2498,South,5730,75.0,0,69.2
2499,Northeast,6479,67.5,0,59.2
2500,West,6119,66.0,0,62.7
2501,Northeast,4321,75.9,0,90.1
2502,Northeast,3208,74.6,1,61.7
2503,South,6892,44.9,1,38.3
2504,West,4687,61.9,1,71.2
2505,Midwest,3847,69.6,0,72.1
2506,Northeast,7630,76.4,0,64.8
2507,South,2142,93.8,0,69.4
2508,South,2606,61.8,0,53.3
2509,Northeast,6794,68.3,0,81.9
2510,South,4737,47.1,1,15.5
2511,Northeast,2118,97.7,0,100.0
2512,South,2764,69.2,0,67.3
2513,Midwest,4262,75.2,0,60.7
2514,Northeast,1398,67.9,0,87.3
2515,West,2071,71.7,0,69.9
2516,South,6602,82.1,0,66.3
2517,Northeast,4814,65.4,0,60.3
2518,South,5826,74.7,1,81.9
2519,West,7788,59.9,1,59.8
2520,South,3501,66.4,1,79.4
2521,West,8245,60.6,1,58.2
2522,Northeast,7273,59.0,0,76.2
2523,West,1760,58.5,0,62.2
2524,West,4581,65.2,1,71.4
2525,Northeast,1798,75.4,0,64.3
2526,South,5620,61.2,0,59.4
2527,Midwest,3862,77.0,0,63.9
2528,Midwest,6441,77.5,0,76.7
2529,South,8312,78.3,0,78.4
2530,Northeast,7593,82.9,0,71.0
2531,West,2306,62.7,1,65.2
2532,Northeast,3609,71.6,0,69.6
2533,Northeast,5236,63.5,0,56.6
2534,West,8930,62.3,1,50.1
2535,Northeast,8380,58.8,0,61.0
2536,Midwest,3975,97.2,0,88.0
2537,South,8742,85.2,0,87.8
2538,Midwest,1288,77.0,0,77.3
2539,West,6818,68.7,0,68.7
2540,Midwest,7903,92.8,0,80.4
2541,West,2254,77.5,1,83.6
2542,Midwest,4596,76.3,0,71.3
2543,West,1607,93.2,0,90.0
2544,West,4345,74.6,0,95.0
2545,Northeast,4051,90.7,0,100.0
2546,South,6280,60.9,0,56.6
2547,Northeast,2313,70.8,0,73.4
2548,Northeast,8985,78.1,0,77.1
2549,Northeast,4681,84.2,0,64.5
2550,West,1563,76.6,0,73.0
2551,Midwest,1965,69.5,0,72.4
2552,South,2143,71.2,0,89.4
2553,Midwest,3104,69.7,1,80.7
2554,South,2361,82.8,0,84.5
2555,Northeast,2660,77.9,0,77.2
2556,Northeast,5806,83.3,0,82.1
2557,West,8210,69.0,0,74.4
2558,Midwest,3939,66.8,1,73.3
2559,South,8857,78.0,0,77.0
2560,West,4364,70.9,1,91.8
2561,Northeast,5968,80.6,0,73.3
2562,West,6128,93.1,0,86.6
2563,South,6963,93.4,0,92.4
2564,West,6694,67.4,1,79.9
2565,South,5901,66.6,1,64.8
2566,South,2950,88.4,0,77.3
2567,West,1630,63.5,0,71.2
2568,West,3230,70.8,0,65.7
2569,Midwest,5828,51.0,1,64.0
2570,Northeast,1785,47.0,1,50.5
2571,Northeast,8764,53.7,0,65.4
2572,Northeast,1729,82.9,0,75.4
2573,Northeast,5314,76.3,0,76.5
2574,South,5853,64.0,0,42.6
2575,South,1399,72.4,0,68.2
2576,South,4230,72.7,0,63.3
2577,Northeast,7120,68.5,1,52.6
2578,Northeast,1984,69.5,1,75.4
2579,Midwest,5824,67.5,0,73.3
2580,West,6014,64.5,1,66.0
2581,South,7948,73.6,0,90.8
2582,West,8582,84.4,0,71.2
2583,South,5276,83.9,0,70.1
2584,South,6296,78.0,0,73.3
2585,Midwest,3156,70.6,0,79.3
2586,South,3948,67.8,0,53.9
2587,Midwest,5374,82.6,0,83.7
2588,South,4237,95.9,0,92.4
2589,West,7571,69.9,0,49.3
2590,Northeast,8313,55.7,1,50.1
2591,Midwest,6729,66.0,1,91.1
2592,Midwest,6306,43.8,1,56.1
2593,West,3767,79.7,0,75.9
2594,Northeast,2490,54.8,1,64.3
2595,West,2988,93.0,0,84.6
2596,South,1993,100.0,0,75.6
2597,South,6191,89.4,0,84.3
2598,West,2908,74.2,0,80.7
2599,South,3043,71.0,0,73.2
2600,Midwest,8741,66.8,0,55.3
2601,West,2407,66.9,0,53.4
2602,Northeast,7527,51.4,1,56.9
2603,Midwest,5709,52.5,1,57.8
2604,South,5090,96.2,0,83.6
2605,West,7854,75.6,0,92.6
2606,West,8185,87.1,0,80.1
2607,West,8484,74.5,0,80.0
2608,Northeast,3054,47.1,1,48.3
2609,West,1875,75.8,0,68.2
2610,Midwest,5421,64.1,1,80.0
2611,Midwest,1354,81.8,0,70.7
2612,South,2627,63.4,1,56.6
2613,Midwest,8104,98.2,0,80.0
2614,South,2146,63.3,0,67.4
2615,South,1662,71.2,0,68.9
2616,Northeast,3927,83.6,0,74.3
2617,West,2187,70.5,1,73.4
2618,West,6162,71.3,0,66.8
2619,Northeast,1680,70.2,0,53.7
2620,South,4376,83.4,0,80.6
2621,Northeast,8621,61.5,0,53.4
2622,West,5112,57.7,1,59.6
2623,South,6018,59.5,1,76.1
2624,South,3339,78.5,0,70.2
2625,South,7921,82.4,0,96.1
2626,West,7028,60.1,1,56.1
2627,West,1707,92.2,0,95.9
2628,South,5935,100.0,0,81.7
2629,Midwest,8863,79.6,0,70.2
2630,South,7726,69.7,0,51.5
2631,South,3953,73.9,0,78.6
2632,West,5342,62.3,0,57.1
2633,Northeast,7619,92.2,0,82.9
2634,Midwest,3077,89.2,0,83.3
2635,West,5943,77.7,0,52.6
2636,West,2255,78.5,1,80.9
2637,Northeast,2905,73.8,0,91.9
2638,Northeast,7752,68.0,0,65.7
2639,Midwest,4072,72.9,0,63.5
2640,West,4910,82.6,0,77.1
2641,West,5764,61.5,0,70.7
2642,South,1967,68.9,0,66.2
2643,West,3645,88.9,0,88.0
2644,South,3585,58.4,1,75.4
2645,West,8419,71.9,0,65.3
2646,West,7009,58.0,1,76.7
2647,Midwest,1877,71.3,0,83.3
2648,Midwest,1869,70.5,0,74.2
2649,South,8883,61.4,0,73.9
2650,Northeast,1806,100.0,0,100.0
2651,South,7607,46.4,1,62.2
2652,South,4964,79.1,0,66.8
2653,South,8703,63.9,0,72.4
2654,Midwest,4363,79.4,0,76.7
2655,South,7529,47.7,1,62.2
2656,Midwest,8269,82.3,0,71.1
2657,Northeast,3223,65.6,1,62.2
2658,South,6622,86.2,0,84.0
2659,Midwest,6724,59.8,1,56.5
2660,South,4705,72.2,0,52.9
2661,South,3912,62.2,0,65.4
2662,Northeast,5551,86.0,0,67.6
2663,Northeast,4105,77.2,0,58.2
2664,South,3256,68.9,0,62.7
2665,West,5429,72.0,0,70.6
2666,West,1332,74.7,0,70.8
2667,South,8193,83.4,0,78.2
2668,South,4900,100.0,0,88.6
2669,Midwest,4710,48.8,1,65.8
2670,South,5535,71.2,0,63.1
2671,Northeast,4165,51.6,1,72.8
2672,Northeast,3086,58.9,0,65.6
2673,West,5715,58.8,1,53.5
2674,South,7622,79.8,0,80.8
2675,West,8791,84.2,0,78.8
2676,Midwest,1650,49.7,1,39.9
2677,South,2869,70.5,0,64.3
2678,Northeast,8649,83.4,0,82.8
2679,Northeast,3974,39.5,1,53.7
2680,West,8883,70.5,0,82.4
2681,Midwest,5798,73.7,0,49.3
2682,South,4654,59.2,1,79.0
2683,Midwest,5360,86.8,0,70.1
2684,West,3632,62.1,0,61.4
2685,Northeast,6577,61.7,1,54.4
2686,Northeast,7079,87.7,0,75.8
2687,Northeast,6851,76.1,0,65.4
2688,Midwest,8024,87.5,0,89.3
2689,Northeast,4239,54.6,1,45.1
2690,Midwest,7371,61.1,1,68.0
2691,Midwest,7346,59.9,1,63.8
2692,Northeast,4538,68.1,0,60.2
2693,Northeast,7945,98.3,0,90.3
2694,West,5149,70.6,0,79.3
2695,Northeast,6147,66.2,0,82.6
2696,Northeast,5240,54.9,0,61.1
2697,Midwest,3409,69.7,0,73.0
2698,Midwest,2117,66.8,0,68.3
2699,Midwest,2445,63.4,1,85.3
2700,South,5529,65.8,0,71.3
2701,Northeast,8950,72.8,0,70.0
2702,West,1337,69.9,0,72.1
2703,Midwest,6011,63.4,0,63.1
2704,South,1641,74.3,0,74.7
2705,Northeast,3378,57.4,1,70.6
2706,South,7568,79.7,0,75.3
2707,West,2499,64.5,0,60.4
2708,Northeast,5709,64.2,1,65.6
2709,Northeast,2853,79.8,0,65.7
2710,Midwest,4071,83.6,0,82.9
2711,South,2156,85.4,0,82.0
2712,Midwest,7981,92.0,0,71.6
2713,Midwest,8956,78.1,0,73.8
2714,Northeast,7668,66.7,0,50.9
2715,Northeast,7321,65.1,0,73.0
2716,West,5337,54.1,1,68.2
2717,West,6653,54.1,1,62.3
2718,Midwest,8134,71.6,0,60.8
2719,West,2127,89.7,0,74.2
2720,Midwest,4880,68.4,0,81.5
2721,West,2050,82.4,0,72.3
2722,South,7688,75.2,0,63.1
2723,Northeast,3197,79.2,0,82.1
2724,Northeast,5754,69.8,0,61.4
2725,Northeast,8751,48.7,1,60.2
2726,Midwest,1857,83.2,0,79.6
2727,South,2277,72.1,0,83.3
2728,Northeast,7184,97.6,0,95.0
2729,Northeast,2388,69.7,1,60.4
2730,Northeast,3645,74.5,0,72.4
2731,West,5631,66.2,1,51.4
2732,West,1259,79.2,0,85.5
2733,South,5224,77.5,0,93.1
2734,Midwest,2796,69.9,0,78.3
2735,Northeast,3974,86.7,0,85.6
2736,South,5026,78.5,0,78.2
2737,West,8680,91.8,0,88.0
2738,Midwest,6328,76.2,0,74.3
2739,Northeast,1707,81.5,0,91.5
2740,South,2584,74.1,0,74.1
2741,Northeast,7278,58.3,1,64.0
2742,Midwest,2628,67.5,1,72.2
2743,Northeast,4903,100.0,0,76.2
2744,South,2099,78.6,0,57.9
2745,West,2459,78.0,0,73.5
2746,West,5439,64.4,0,81.9
2747,South,8355,90.2,0,100.0
2748,West,1753,58.5,1,52.4
2749,West,6677,53.9,1,52.5
2750,Midwest,2456,57.1,1,51.4
2751,Northeast,7115,66.4,1,78.0
2752,Northeast,3310,77.7,0,71.9
2753,South,8859,65.6,0,55.8
2754,South,7775,52.1,1,51.7
2755,West,1499,53.0,1,55.5
2756,Northeast,7958,88.2,0,78.0
2757,West,2425,51.6,1,63.9
2758,West,7323,59.1,1,54.0
2759,Midwest,3552,77.9,0,77.2
2760,Midwest,2940,63.9,0,68.5
2761,South,8599,76.2,0,70.5
2762,South,1963,44.4,1,63.7
2763,West,8209,70.8,0,80.7
2764,West,4001,74.2,0,60.1
2765,West,6416,80.4,0,77.0
2766,Northeast,1759,88.3,0,87.5
2767,South,3194,58.8,1,66.8
2768,South,1831,93.4,0,70.6
2769,Northeast,2032,55.4,1,57.6
2770,South,4009,48.9,1,65.3
2771,South,8455,86.0,0,61.0
2772,Northeast,8329,62.9,0,46.7
2773,Northeast,4895,65.8,1,62.7
2774,West,4488,55.5,1,68.5
2775,South,6225,64.6,1,83.8
2776,South,2774,73.7,1,69.1
2777,South,8397,65.6,0,77.7
2778,South,1481,72.5,0,75.0
2779,South,4234,72.4,0,81.3
2780,South,1620,87.0,0,73.8
2781,West,1897,54.7,1,47.9
2782,Midwest,5552,61.6,1,68.3
2783,Midwest,4081,84.4,0,77.7
2784,West,1362,73.2,1,77.0
2785,West,6901,64.8,1,72.0
2786,Midwest,4203,64.3,0,63.0
2787,Northeast,7048,81.3,0,62.2
2788,Northeast,2310,89.5,0,82.7
2789,Northeast,5217,56.7,0,57.3
2790,West,6006,56.1,1,60.9
2791,Midwest,8044,60.7,1,57.5
2792,South,2052,77.1,0,78.9
2793,Northeast,7956,60.9,1,65.6
2794,South,7723,73.7,0,62.2
2795,South,7798,90.0,0,69.5
2796,Northeast,7175,68.8,0,64.2
2797,South,3650,72.4,0,71.2
2798,Midwest,1661,79.9,0,83.3
2799,West,7408,84.2,0,71.2
2800,South,3987,68.2,0,75.8
2801,Midwest,3694,60.3,1,65.4
2802,Northeast,2100,77.2,0,70.7
2803,Midwest,4257,85.5,0,79.1
2804,West,5008,97.0,0,71.0
2805,South,1766,80.6,1,80.7
2806,South,3697,87.7,0,76.3
2807,South,1899,81.4,0,76.8
2808,Midwest,1239,81.9,0,47.5
2809,Midwest,3792,93.8,0,82.4
2810,West,5656,78.1,0,68.5
2811,Midwest,7184,63.9,1,61.5
2812,West,6732,72.1,0,60.8
2813,South,6570,63.1,1,79.7
2814,West,8871,85.7,0,82.4
2815,South,6992,78.1,1,75.0
2816,Midwest,1222,68.0,0,69.4
2817,Northeast,1862,66.7,0,57.0
2818,Midwest,5659,62.1,1,77.5
2819,West,2220,77.9,0,66.5
2820,South,3670,65.6,0,68.8
2821,West,8996,82.4,0,71.0
2822,Northeast,1985,64.6,0,83.5
2823,Midwest,6586,51.2,1,74.2
2824,South,7711,64.3,0,59.5
2825,South,4136,87.7,0,89.5
2826,Midwest,1294,49.6,1,74.4
2827,South,2251,71.8,0,66.9
2828,South,2322,74.2,0,83.5
2829,West,7595,60.9,1,64.0
2830,Midwest,5311,72.7,0,70.6
2831,Midwest,4729,73.8,0,75.8
2832,West,4661,63.9,1,67.1
2833,South,1522,90.5,0,90.1
2834,Northeast,5617,85.2,0,82.7
2835,West,4454,59.0,1,63.7
2836,West,4395,94.5,0,90.6
2837,Northeast,3200,80.0,1,60.7
2838,Northeast,7662,66.5,0,78.0
2839,Midwest,5490,80.3,0,85.9
2840,South,7778,72.8,0,69.4
2841,Midwest,3223,78.0,0,73.1
2842,Midwest,3541,81.5,0,73.0
2843,Northeast,4770,81.4,0,71.4
2844,Northeast,3840,66.6,1,52.1
2845,West,6670,81.4,1,76.4
2846,South,4680,79.1,0,78.5
2847,Northeast,5312,54.3,1,58.3
2848,Northeast,3236,94.8,0,83.5
2849,Midwest,3119,90.0,0,78.6
2850,South,5029,78.0,0,78.1
2851,West,1481,50.8,1,39.0
2852,Midwest,3681,100.0,0,89.9
2853,Midwest,8977,77.2,0,51.4
2854,West,5537,57.7,1,70.1
2855,Northeast,6909,61.6,1,54.6
2856,South,1939,72.9,1,76.6
2857,Midwest,5808,93.4,0,73.1
2858,West,1260,64.3,1,56.9
2859,Northeast,4070,100.0,0,93.7
2860,Northeast,6587,58.8,1,60.7
2861,South,8080,64.6,0,55.5
2862,Northeast,5728,52.5,1,66.6
2863,South,7727,73.7,0,77.8
2864,Midwest,6664,75.2,0,65.8
2865,Northeast,5002,69.6,0,65.0
2866,Midwest,7980,76.2,0,90.4
2867,Northeast,4041,79.9,0,80.4
2868,Northeast,7651,62.2,1,56.0
2869,South,6297,62.9,0,66.7
2870,South,6955,71.1,0,68.2
2871,South,7056,74.9,0,61.2
2872,South,8977,56.3,1,61.3
2873,Northeast,5854,73.3,0,75.6
2874,South,4039,75.6,1,57.3
2875,Midwest,4674,69.3,0,83.9
2876,West,6544,69.1,0,81.6
2877,South,3970,86.8,0,88.8
2878,Midwest,1528,65.0,0,62.9
2879,West,4505,64.3,1,64.4
2880,South,4918,75.4,1,75.5
2881,South,7141,86.1,0,80.4
2882,Northeast,6064,61.9,1,57.2
2883,West,3130,59.1,1,82.2
2884,West,2413,74.1,0,65.6
2885,Midwest,6433,68.7,0,69.6
2886,Midwest,7434,77.7,0,86.4
2887,Midwest,4849,69.9,1,77.7
2888,West,5557,68.6,1,68.5
2889,Northeast,2930,86.1,0,96.6
2890,Northeast,1551,76.4,0,76.6
2891,South,3483,74.4,0,64.6
2892,South,8817,86.2,0,75.0
2893,Northeast,6873,76.2,1,65.4
2894,Northeast,6460,81.3,0,74.1
2895,West,8480,85.8,0,89.1
2896,South,4582,63.8,1,66.6
2897,Northeast,2597,60.1,1,74.2
2898,South,5051,71.3,0,75.9
2899,Midwest,2371,63.2,0,59.4
2900,Midwest,8246,71.8,0,75.5
2901,West,1538,69.1,0,54.6
2902,West,6098,73.5,1,66.5
2903,Midwest,8699,62.8,0,65.6
2904,Northeast,8714,68.8,0,44.1
2905,South,2331,61.0,1,59.1
2906,West,3668,77.1,0,70.9
2907,South,5647,92.6,0,90.0
2908,South,4037,62.2,1,75.0
2909,West,1426,77.3,0,76.9
2910,Midwest,4436,67.0,1,73.7
2911,Midwest,5091,80.4,0,60.6
2912,South,3578,57.7,0,77.0
2913,Midwest,3471,91.8,0,79.7
2914,West,6105,75.0,0,87.0
2915,West,6419,81.1,0,71.7
2916,Northeast,3193,83.7,0,79.7
2917,Midwest,7055,71.0,0,54.6
2918,Midwest,6343,80.0,0,58.6
