account_id,plan_tier,api_calls_per_month,seat_count,feature_count,feature_request_count,upgraded_next_quarter,cluster
2680,free,1089.0,4.0,4.0,0,1,2
2681,free,481.0,3.0,3.0,1,0,2
2682,free,872.0,3.0,2.0,4,0,2
2683,free,182.0,1.0,4.0,4,0,2
2684,free,116.0,4.0,2.0,3,0,2
2685,free,591.0,4.0,6.0,1,0,2
2686,enterprise,61336.0,44.0,16.0,3,0,1
2687,free,393.0,1.0,1.0,3,0,2
2688,enterprise,52089.0,42.0,20.0,1,0,1
2689,free,733.0,4.0,3.0,1,0,2
2690,free,555.0,1.0,3.0,0,0,2
2691,free,0.0,3.0,3.0,3,0,2
2692,free,275.0,1.0,3.0,3,0,2
2693,free,705.0,1.0,2.0,2,0,2
2694,pro,9189.0,10.0,10.0,2,0,0
2695,free,693.0,1.0,2.0,6,0,2
2696,pro,6989.0,7.0,7.0,4,0,0
2697,free,313.0,1.0,1.0,3,0,2
2698,free,269.0,1.0,5.0,3,0,2
2699,pro,7698.0,16.0,7.0,3,0,0
2700,pro,7313.0,12.0,7.0,4,0,0
2701,pro,11229.0,6.0,9.0,1,0,0
2702,pro,9400.0,11.0,8.0,2,0,0
2703,free,479.0,1.0,4.0,1,0,2
2704,free,224.0,1.0,3.0,2,0,2
2705,free,675.0,2.0,1.0,2,0,2
2706,free,573.0,1.0,1.0,7,0,2
2707,free,261.0,1.0,1.0,2,0,2
2708,free,603.0,2.0,3.0,5,1,2
2709,free,909.0,1.0,3.0,2,0,2
2710,free,245.0,4.0,5.0,5,0,2
2711,free,661.0,4.0,3.0,0,0,2
2712,free,405.0,1.0,5.0,2,0,2
2713,pro,7355.0,7.0,8.0,1,0,0
2714,free,200.0,2.0,5.0,2,0,2
2715,enterprise,71988.0,47.0,20.0,4,0,1
2716,pro,7394.0,7.0,9.0,3,0,0
2717,enterprise,76043.0,46.0,19.0,1,0,1
2718,free,659.0,4.0,3.0,3,0,2
2719,free,4.0,1.0,5.0,4,1,2
2720,pro,8262.0,6.0,8.0,0,0,0
2721,free,580.0,1.0,3.0,3,0,2
2722,free,401.0,2.0,5.0,1,0,2
2723,free,576.0,1.0,3.0,1,0,2
2724,free,391.0,1.0,3.0,4,0,2
2725,free,707.0,1.0,2.0,4,0,2
2726,free,576.0,4.0,5.0,3,0,2
2727,free,1138.0,1.0,3.0,1,0,2
2728,pro,8423.0,7.0,9.0,3,0,0
2729,free,151.0,3.0,2.0,1,1,2
2730,free,337.0,2.0,3.0,1,0,2
2731,free,70.0,1.0,1.0,1,0,2
2732,pro,5449.0,10.0,8.0,3,0,0
2733,free,708.0,3.0,4.0,1,0,2
2734,free,625.0,1.0,2.0,1,0,2
2735,enterprise,63413.0,42.0,18.0,2,0,1
2736,pro,6919.0,7.0,7.0,1,0,0
2737,pro,7550.0,11.0,12.0,2,0,0
2738,free,185.0,1.0,3.0,2,0,2
2739,pro,6160.0,13.0,9.0,0,0,0
2740,pro,7975.0,6.0,9.0,2,0,0
2741,free,201.0,3.0,2.0,2,0,2
2742,free,1004.0,2.0,4.0,1,1,2
2743,free,61.0,2.0,2.0,2,1,2
2744,pro,6316.0,6.0,5.0,2,0,2
2745,pro,8207.0,2.0,7.0,1,0,0
2746,free,47.0,2.0,6.0,0,0,2
2747,free,521.0,2.0,1.0,1,0,2
2748,enterprise,51978.0,47.0,18.0,1,0,1
2749,free,722.0,4.0,3.0,3,0,2
2750,free,465.0,3.0,3.0,2,1,2
2751,enterprise,65712.0,44.0,16.0,3,0,1
2752,free,416.0,1.0,2.0,3,0,2
2753,free,256.0,2.0,4.0,1,0,2
2754,free,485.0,2.0,4.0,0,0,2
2755,free,406.0,4.0,3.0,2,0,2
2756,free,651.0,3.0,4.0,1,0,2
2757,pro,8739.0,11.0,8.0,1,0,0
2758,free,0.0,7.0,2.0,1,0,2
2759,free,770.0,2.0,4.0,0,0,2
2760,pro,7235.0,9.0,8.0,0,0,0
2761,free,107.0,1.0,2.0,3,1,2
2762,enterprise,58760.0,51.0,19.0,1,0,1
2763,pro,7561.0,9.0,7.0,1,0,0
2764,free,775.0,1.0,3.0,2,0,2
2765,pro,5225.0,12.0,11.0,2,0,0
2766,free,279.0,1.0,1.0,1,0,2
2767,pro,9999.0,7.0,6.0,2,1,0
2768,free,472.0,2.0,2.0,5,0,2
2769,pro,6189.0,9.0,9.0,2,0,0
2770,free,250.0,2.0,1.0,2,0,2
2771,free,339.0,1.0,4.0,3,0,2
2772,free,0.0,1.0,1.0,2,0,2
2773,enterprise,77076.0,44.0,18.0,1,0,1
2774,free,343.0,2.0,4.0,1,0,2
2775,free,45.0,3.0,1.0,2,0,2
2776,pro,5366.0,7.0,11.0,3,0,0
2777,pro,7847.0,10.0,9.0,3,0,0
2778,free,293.0,4.0,4.0,1,1,2
2779,enterprise,49872.0,47.0,15.0,2,0,1
2780,pro,5338.0,3.0,9.0,5,1,0
2781,free,443.0,2.0,3.0,4,0,2
2782,pro,6361.0,8.0,10.0,2,0,0
2783,pro,10638.0,8.0,7.0,3,0,0
2784,free,599.0,1.0,4.0,1,0,2
2785,pro,8771.0,5.0,9.0,1,0,0
2786,free,496.0,3.0,1.0,2,0,2
2787,free,844.0,3.0,4.0,3,0,2
2788,free,0.0,5.0,4.0,1,0,2
2789,pro,8549.0,7.0,7.0,1,0,0
2790,free,581.0,8.0,1.0,5,0,2
2791,pro,8576.0,3.0,9.0,2,0,0
2792,pro,8445.0,5.0,11.0,4,0,0
2793,free,697.0,1.0,1.0,1,0,2
2794,enterprise,73233.0,46.0,19.0,0,0,1
2795,pro,8781.0,10.0,9.0,1,0,0
2796,pro,6239.0,7.0,6.0,0,0,0
2797,free,428.0,2.0,4.0,1,0,2
2798,pro,11088.0,5.0,8.0,2,0,0
2799,free,0.0,1.0,7.0,2,0,2
2800,free,788.0,2.0,3.0,5,1,2
2801,pro,8353.0,9.0,10.0,2,0,0
2802,free,1022.0,1.0,4.0,1,0,2
2803,pro,7820.0,12.0,7.0,3,0,0
2804,free,469.0,4.0,4.0,2,0,2
2805,pro,6943.0,8.0,11.0,1,0,0
2806,free,971.0,3.0,4.0,4,1,2
2807,free,687.0,6.0,3.0,2,0,2
2808,free,1164.0,4.0,2.0,3,0,2
2809,pro,8522.0,9.0,6.0,1,0,0
2810,free,251.0,2.0,1.0,2,0,2
2811,free,767.0,5.0,3.0,1,0,2
2812,enterprise,58730.0,44.0,17.0,3,0,1
2813,free,0.0,4.0,7.0,4,1,0
2814,pro,9585.0,3.0,9.0,0,0,0
2815,free,767.0,1.0,3.0,1,0,2
2816,pro,9160.0,4.0,10.0,2,0,0
2817,free,864.0,1.0,6.0,1,0,2
2818,free,524.0,1.0,2.0,3,0,2
2819,pro,8570.0,7.0,10.0,2,1,0
2820,pro,7126.0,9.0,6.0,2,0,0
2821,free,1105.0,1.0,1.0,0,0,2
2822,pro,7816.0,12.0,8.0,1,0,0
2823,pro,8738.0,7.0,11.0,1,0,0
2824,free,606.0,4.0,3.0,7,0,2
2825,pro,5590.0,4.0,9.0,2,0,0
2826,free,792.0,3.0,1.0,2,0,2
2827,free,414.0,6.0,2.0,3,0,2
2828,free,98.0,1.0,3.0,2,0,2
2829,free,712.0,1.0,2.0,0,0,2
2830,free,714.0,1.0,4.0,2,0,2
2831,free,537.0,1.0,3.0,2,0,2
2832,pro,8848.0,10.0,10.0,0,0,0
2833,free,818.0,3.0,5.0,3,0,2
2834,free,755.0,1.0,2.0,3,0,2
2835,pro,7795.0,10.0,7.0,2,0,0
2836,pro,11438.0,13.0,7.0,1,0,0
2837,free,426.0,7.0,4.0,5,0,2
2838,free,505.0,1.0,2.0,2,0,2
2839,free,552.0,1.0,7.0,2,0,0
2840,free,320.0,1.0,4.0,0,0,2
2841,free,254.0,2.0,2.0,2,0,2
2842,free,548.0,1.0,5.0,1,0,2
2843,free,561.0,2.0,3.0,0,0,2
2844,free,287.0,1.0,1.0,3,0,2
2845,free,477.0,2.0,5.0,2,0,2
2846,free,0.0,2.0,4.0,2,0,2
2847,pro,8177.0,8.0,9.0,3,0,0
2848,pro,9087.0,8.0,10.0,5,0,0
2849,free,522.0,1.0,4.0,3,1,2
2850,enterprise,50082.0,42.0,20.0,1,0,1
2851,pro,7922.0,3.0,9.0,3,0,0
2852,free,449.0,6.0,4.0,0,0,2
2853,enterprise,65226.0,44.0,15.0,1,0,1
2854,free,807.0,1.0,2.0,3,0,2
2855,free,964.0,1.0,4.0,3,0,2
2856,free,362.0,1.0,5.0,3,0,2
2857,pro,7004.0,13.0,12.0,1,0,0
2858,free,85.0,2.0,3.0,1,0,2
2859,free,331.0,4.0,5.0,4,1,2
2860,free,673.0,3.0,2.0,4,0,2
2861,free,596.0,1.0,4.0,2,0,2
2862,pro,8178.0,6.0,11.0,1,0,0
2863,free,701.0,3.0,4.0,1,0,2
2864,pro,7872.0,12.0,10.0,2,0,0
2865,pro,7103.0,8.0,10.0,2,0,0
2866,free,390.0,1.0,4.0,4,1,2
2867,free,327.0,1.0,3.0,1,0,2
2868,free,715.0,1.0,5.0,3,0,2
2869,pro,6948.0,6.0,7.0,0,0,0
2870,enterprise,50849.0,46.0,19.0,1,0,1
2871,free,614.0,4.0,1.0,2,0,2
2872,enterprise,57739.0,43.0,18.0,2,0,1
2873,free,873.0,3.0,5.0,2,0,2
2874,pro,7019.0,10.0,7.0,4,1,0
2875,pro,8636.0,6.0,11.0,2,0,0
2876,free,890.0,1.0,5.0,3,0,2
2877,free,361.0,1.0,3.0,3,0,2
2878,free,577.0,2.0,2.0,2,0,2
2879,free,844.0,1.0,3.0,3,0,2
2880,pro,5367.0,5.0,10.0,4,0,0
2881,free,623.0,1.0,2.0,1,0,2
2882,free,1270.0,1.0,4.0,3,0,2
2883,free,350.0,1.0,4.0,6,1,2
2884,free,1009.0,1.0,3.0,2,0,2
2885,pro,8731.0,8.0,9.0,3,0,0
2886,free,635.0,1.0,4.0,4,0,2
2887,free,601.0,3.0,4.0,2,0,2
2888,pro,8363.0,8.0,8.0,3,0,0
2889,free,343.0,1.0,3.0,1,0,2
2890,pro,7281.0,6.0,8.0,3,0,0
2891,pro,7331.0,12.0,8.0,6,0,0
2892,pro,9782.0,7.0,12.0,0,0,0
2893,pro,8327.0,12.0,8.0,2,1,0
2894,free,630.0,1.0,2.0,4,1,2
2895,pro,9571.0,8.0,9.0,2,0,0
2896,free,498.0,1.0,4.0,0,0,2
2897,pro,8565.0,8.0,6.0,3,0,0
2898,enterprise,53133.0,45.0,19.0,3,0,1
2899,pro,8190.0,8.0,7.0,1,0,0
2900,pro,6218.0,3.0,10.0,1,0,0
2901,pro,6693.0,10.0,13.0,2,0,0
2902,free,662.0,2.0,1.0,4,0,2
2903,free,459.0,2.0,1.0,1,0,2
2904,pro,8721.0,8.0,11.0,2,0,0
2905,free,1166.0,6.0,1.0,1,0,2
2906,free,0.0,1.0,1.0,2,0,2
2907,free,313.0,4.0,4.0,2,0,2
2908,pro,6994.0,6.0,10.0,1,0,0
2909,free,566.0,1.0,5.0,2,0,2
2910,pro,7264.0,10.0,8.0,0,0,0
2911,free,413.0,4.0,3.0,2,0,2
2912,free,540.0,3.0,1.0,2,0,2
2913,free,503.0,1.0,4.0,0,0,2
2914,free,553.0,2.0,3.0,2,0,2
2915,free,775.0,6.0,2.0,3,0,2
2916,free,6.0,1.0,2.0,2,0,2
2917,free,653.0,1.0,1.0,5,1,2
2918,enterprise,65511.0,43.0,18.0,2,0,1
2919,free,466.0,1.0,3.0,2,0,2
2920,free,419.0,7.0,1.0,2,0,2
2921,free,52.0,2.0,5.0,0,0,2
2922,free,416.0,1.0,4.0,0,0,2
2923,free,170.0,1.0,2.0,6,1,2
2924,pro,7185.0,9.0,10.0,2,0,0
2925,free,219.0,2.0,2.0,1,0,2
2926,pro,8288.0,13.0,10.0,1,0,0
2927,enterprise,69968.0,43.0,17.0,6,1,1
2928,free,909.0,3.0,4.0,3,0,2
2929,free,361.0,1.0,3.0,3,0,2
2930,pro,9904.0,7.0,8.0,1,0,0
2931,free,0.0,2.0,6.0,3,0,2
2932,pro,7611.0,7.0,8.0,1,0,0
2933,pro,8227.0,5.0,8.0,2,0,0
2934,free,249.0,3.0,5.0,3,0,2
2935,free,365.0,5.0,5.0,1,0,2
2936,pro,5944.0,8.0,10.0,3,0,0
2937,pro,5640.0,7.0,8.0,3,0,0
2938,free,785.0,1.0,2.0,3,0,2
2939,pro,9585.0,6.0,11.0,4,0,0
2940,pro,5986.0,6.0,10.0,3,1,0
2941,free,325.0,5.0,3.0,6,1,2
2942,pro,7389.0,7.0,10.0,4,0,0
2943,pro,10282.0,7.0,8.0,1,0,0
2944,free,869.0,1.0,4.0,3,1,2
2945,pro,8356.0,4.0,11.0,2,0,0
2946,free,592.0,1.0,3.0,5,1,2
2947,pro,10214.0,8.0,10.0,2,0,0
2948,free,361.0,1.0,3.0,1,0,2
2949,pro,7489.0,8.0,7.0,3,0,0
2950,pro,9898.0,7.0,8.0,2,0,0
2951,free,201.0,1.0,2.0,5,0,2
2952,free,134.0,1.0,4.0,3,0,2
2953,enterprise,70607.0,43.0,16.0,1,0,1
2954,pro,8083.0,9.0,8.0,1,0,0
2955,free,824.0,2.0,3.0,8,1,2
2956,free,589.0,2.0,2.0,2,0,2
2957,free,746.0,1.0,2.0,2,0,2
2958,free,374.0,1.0,4.0,2,0,2
2959,free,505.0,4.0,2.0,6,1,2
2960,pro,6396.0,7.0,11.0,2,0,0
2961,pro,9693.0,12.0,10.0,0,0,0
2962,free,535.0,1.0,3.0,2,0,2
2963,pro,8283.0,4.0,8.0,5,1,0
2964,free,725.0,1.0,2.0,2,0,2
2965,free,1054.0,1.0,3.0,2,0,2
2966,free,362.0,1.0,3.0,3,0,2
2967,pro,8465.0,4.0,11.0,1,0,0
2968,free,632.0,1.0,1.0,2,0,2
2969,free,340.0,1.0,2.0,1,0,2
2970,pro,7859.0,9.0,7.0,5,0,0
2971,free,39.0,1.0,3.0,1,0,2
2972,enterprise,69835.0,48.0,17.0,3,1,1
2973,free,609.0,3.0,3.0,7,0,2
2974,free,624.0,2.0,3.0,2,0,2
2975,free,429.0,3.0,3.0,1,0,2
2976,free,524.0,1.0,2.0,5,0,2
2977,free,0.0,1.0,3.0,2,0,2
2978,free,558.0,1.0,5.0,3,0,2
2979,free,614.0,1.0,1.0,2,1,2
2980,free,402.0,6.0,2.0,1,0,2
2981,pro,5638.0,7.0,8.0,1,0,0
2982,free,449.0,1.0,5.0,0,0,2
2983,free,486.0,1.0,2.0,3,0,2
2984,enterprise,60036.0,43.0,19.0,1,0,1
2985,free,689.0,1.0,6.0,4,1,2
2986,enterprise,62870.0,46.0,17.0,4,1,1
2987,free,764.0,3.0,2.0,1,0,2
2988,pro,9008.0,9.0,9.0,4,1,0
2989,free,710.0,3.0,5.0,4,0,2
2990,free,765.0,1.0,3.0,1,0,2
2991,free,740.0,1.0,3.0,3,0,2
2992,free,869.0,2.0,4.0,3,0,2
2993,free,370.0,3.0,4.0,3,0,2
2994,free,379.0,1.0,1.0,2,0,2
2995,free,706.0,1.0,5.0,1,0,2
2996,enterprise,62005.0,44.0,18.0,6,0,1
2997,pro,6237.0,10.0,10.0,5,0,0
2998,free,563.0,2.0,3.0,4,1,2
2999,free,711.0,1.0,6.0,1,0,2
3000,pro,4028.0,10.0,12.0,3,0,0
3001,free,781.0,2.0,1.0,3,1,2
3002,enterprise,58021.0,49.0,19.0,2,0,1
3003,free,600.0,4.0,3.0,1,0,2
3004,enterprise,58181.0,43.0,18.0,4,0,1
3005,free,584.0,4.0,3.0,3,0,2
3006,free,565.0,1.0,1.0,2,0,2
3007,free,1111.0,1.0,1.0,3,0,2
3008,pro,8733.0,10.0,7.0,4,0,0
3009,enterprise,57273.0,45.0,20.0,2,0,1
3010,pro,8580.0,6.0,9.0,2,0,0
3011,pro,10121.0,12.0,10.0,2,0,0
3012,free,870.0,1.0,5.0,0,0,2
3013,free,167.0,1.0,4.0,3,0,2
3014,enterprise,53484.0,45.0,18.0,1,0,1
3015,pro,9282.0,5.0,10.0,3,0,0
3016,free,432.0,6.0,2.0,2,1,2
3017,free,299.0,1.0,6.0,3,0,2
3018,free,212.0,1.0,3.0,1,0,2
3019,pro,5216.0,9.0,10.0,1,0,0
3020,free,289.0,6.0,4.0,1,0,2
3021,pro,7608.0,9.0,7.0,2,0,0
3022,enterprise,55513.0,44.0,15.0,1,0,1
3023,enterprise,50370.0,43.0,18.0,0,0,1
3024,free,793.0,1.0,3.0,2,0,2
3025,pro,6694.0,8.0,6.0,3,0,0
3026,free,602.0,1.0,6.0,1,1,2
3027,pro,8217.0,5.0,6.0,2,0,0
3028,free,80.0,1.0,1.0,1,0,2
3029,free,775.0,3.0,1.0,0,0,2
3030,free,367.0,5.0,4.0,4,0,2
3031,pro,7368.0,13.0,9.0,2,0,0
3032,free,815.0,1.0,1.0,2,0,2
3033,pro,10394.0,5.0,9.0,1,0,0
3034,pro,7346.0,9.0,8.0,0,0,0
3035,enterprise,57555.0,46.0,17.0,2,0,1
3036,free,95.0,1.0,2.0,2,0,2
3037,free,753.0,5.0,3.0,1,0,2
3038,free,525.0,1.0,5.0,3,0,2
3039,free,589.0,1.0,2.0,1,0,2
3040,free,422.0,5.0,4.0,1,0,2
3041,free,151.0,3.0,2.0,1,0,2
3042,free,189.0,2.0,3.0,1,0,2
3043,free,395.0,2.0,4.0,2,0,2
3044,free,661.0,3.0,4.0,2,0,2
3045,free,559.0,2.0,3.0,2,0,2
3046,free,0.0,1.0,3.0,0,0,2
3047,pro,8196.0,8.0,9.0,2,0,0
3048,free,129.0,1.0,4.0,1,0,2
3049,free,225.0,1.0,4.0,3,0,2
3050,free,336.0,3.0,7.0,1,0,0
3051,free,303.0,1.0,2.0,5,1,2
3052,free,425.0,3.0,1.0,0,1,2
3053,free,490.0,1.0,4.0,1,0,2
3054,free,373.0,1.0,2.0,2,0,2
3055,free,214.0,1.0,2.0,2,0,2
3056,enterprise,57680.0,44.0,20.0,2,0,1
3057,free,680.0,1.0,6.0,4,0,2
3058,pro,9430.0,8.0,9.0,3,1,0
3059,free,798.0,1.0,3.0,1,0,2
3060,free,940.0,4.0,4.0,1,0,2
3061,free,748.0,4.0,1.0,5,0,2
3062,pro,5669.0,10.0,8.0,5,0,0
3063,pro,7720.0,6.0,11.0,4,0,0
3064,free,402.0,1.0,5.0,4,0,2
3065,enterprise,51333.0,49.0,18.0,1,0,1
3066,free,268.0,3.0,3.0,1,1,2
3067,enterprise,59433.0,42.0,18.0,1,0,1
3068,pro,10131.0,14.0,8.0,1,0,0
3069,free,528.0,3.0,2.0,2,0,2
3070,pro,9510.0,7.0,6.0,2,0,0
3071,pro,7516.0,10.0,8.0,1,0,0
3072,pro,7926.0,8.0,10.0,4,0,0
3073,free,76.0,1.0,2.0,1,0,2
3074,free,116.0,3.0,5.0,4,0,2
3075,free,524.0,1.0,3.0,0,1,2
3076,enterprise,49682.0,48.0,15.0,1,0,1
3077,pro,8650.0,8.0,10.0,1,0,0
3078,pro,7084.0,7.0,11.0,0,0,0
3079,free,568.0,1.0,2.0,1,0,2
3080,free,639.0,1.0,3.0,3,0,2
3081,free,326.0,3.0,3.0,3,0,2
3082,pro,8919.0,11.0,7.0,1,0,0
3083,free,116.0,6.0,2.0,1,0,2
3084,pro,8422.0,6.0,11.0,1,0,0
3085,free,987.0,1.0,1.0,3,1,2
3086,free,442.0,2.0,3.0,4,0,2
3087,free,370.0,1.0,4.0,3,1,2
3088,enterprise,77193.0,42.0,17.0,3,0,1
3089,free,210.0,1.0,3.0,2,0,2
3090,free,368.0,10.0,4.0,3,0,2
3091,pro,6748.0,9.0,9.0,0,0,0
3092,free,241.0,6.0,3.0,1,0,2
3093,free,848.0,6.0,5.0,3,0,2
3094,free,562.0,1.0,4.0,5,0,2
3095,pro,6274.0,10.0,10.0,2,0,0
3096,pro,6808.0,6.0,6.0,1,0,0
3097,pro,7816.0,7.0,9.0,0,0,0
3098,free,865.0,6.0,5.0,3,0,2
3099,pro,7385.0,6.0,7.0,1,0,0
3100,free,618.0,3.0,4.0,2,0,2
3101,free,428.0,2.0,4.0,2,0,2
3102,free,135.0,1.0,2.0,2,0,2
3103,pro,10217.0,2.0,10.0,2,0,0
3104,pro,6997.0,6.0,10.0,2,0,0
3105,pro,7661.0,7.0,7.0,6,0,0
3106,free,590.0,3.0,2.0,2,0,2
3107,free,608.0,3.0,4.0,0,0,2
3108,free,632.0,1.0,4.0,5,1,2
3109,free,400.0,1.0,3.0,0,0,2
3110,pro,9524.0,9.0,10.0,1,0,0
3111,free,340.0,1.0,4.0,2,0,2
3112,free,624.0,1.0,5.0,2,0,2
3113,pro,4227.0,5.0,8.0,1,1,0
3114,free,1163.0,6.0,1.0,4,0,2
3115,pro,7168.0,7.0,10.0,2,0,0
3116,free,580.0,3.0,7.0,2,0,0
3117,free,0.0,1.0,5.0,1,0,2
3118,pro,9277.0,5.0,10.0,1,0,0
3119,enterprise,58714.0,45.0,19.0,0,0,1
3120,pro,6808.0,10.0,9.0,4,1,0
3121,free,874.0,7.0,5.0,0,0,2
3122,free,818.0,3.0,4.0,4,1,2
3123,free,482.0,1.0,2.0,1,0,2
3124,free,436.0,4.0,3.0,1,0,2
3125,free,940.0,1.0,4.0,3,0,2
3126,free,117.0,3.0,6.0,4,0,2
3127,free,467.0,1.0,6.0,0,0,2
3128,pro,6572.0,9.0,7.0,1,1,0
3129,pro,7595.0,4.0,11.0,1,0,0
3130,pro,8301.0,5.0,11.0,2,0,0
3131,free,0.0,4.0,4.0,3,0,2
3132,pro,7660.0,8.0,8.0,4,1,0
3133,free,882.0,1.0,3.0,3,0,2
3134,free,517.0,6.0,1.0,5,0,2
3135,pro,9668.0,10.0,7.0,4,0,0
3136,pro,7946.0,9.0,13.0,3,1,0
3137,pro,9696.0,6.0,9.0,1,0,0
3138,enterprise,72551.0,42.0,18.0,4,1,1
3139,free,1168.0,5.0,1.0,2,0,2
3140,free,735.0,1.0,4.0,1,0,2
3141,pro,7449.0,9.0,11.0,1,0,0
3142,free,615.0,6.0,4.0,2,0,2
3143,free,145.0,4.0,1.0,6,0,2
3144,pro,5465.0,7.0,9.0,3,0,0
3145,free,672.0,1.0,1.0,1,0,2
3146,free,628.0,4.0,2.0,3,0,2
3147,free,429.0,1.0,2.0,6,0,2
3148,enterprise,67797.0,44.0,18.0,5,0,1
3149,free,354.0,1.0,6.0,4,0,2
3150,free,717.0,1.0,1.0,1,1,2
3151,enterprise,72532.0,52.0,18.0,2,0,1
3152,free,754.0,3.0,5.0,4,0,2
3153,free,634.0,1.0,5.0,5,0,2
3154,free,82.0,6.0,2.0,5,1,2
3155,pro,8804.0,10.0,12.0,1,0,0
3156,free,348.0,6.0,4.0,4,0,2
3157,pro,7436.0,12.0,9.0,4,0,0
3158,pro,7697.0,6.0,10.0,4,0,0
3159,free,177.0,3.0,3.0,5,0,2
3160,free,734.0,4.0,5.0,3,1,2
3161,pro,8879.0,8.0,9.0,5,0,0
3162,free,481.0,1.0,2.0,3,0,2
3163,pro,8250.0,9.0,9.0,0,0,0
3164,free,0.0,5.0,4.0,5,0,2
3165,pro,8219.0,13.0,9.0,4,0,0
3166,enterprise,65994.0,44.0,20.0,4,0,1
3167,free,481.0,2.0,1.0,1,0,2
3168,free,632.0,5.0,5.0,2,0,2
3169,free,678.0,5.0,3.0,0,0,2
3170,pro,6343.0,10.0,10.0,1,0,0
3171,free,375.0,2.0,2.0,4,0,2
3172,pro,8563.0,7.0,6.0,3,0,0
3173,pro,7796.0,10.0,11.0,0,0,0
3174,free,673.0,1.0,3.0,7,0,2
3175,free,544.0,1.0,4.0,4,1,2
3176,free,65.0,1.0,3.0,3,0,2
3177,enterprise,64246.0,45.0,19.0,2,0,1
3178,pro,7546.0,12.0,10.0,0,0,0
3179,free,649.0,1.0,3.0,4,0,2
3180,pro,7110.0,13.0,8.0,1,0,0
3181,free,379.0,3.0,2.0,1,0,2
3182,free,575.0,1.0,2.0,0,0,2
3183,free,487.0,1.0,2.0,4,0,2
3184,pro,7565.0,5.0,9.0,4,0,0
3185,free,511.0,1.0,2.0,5,0,2
3186,free,659.0,1.0,3.0,4,1,2
3187,enterprise,59725.0,44.0,19.0,4,1,1
3188,free,505.0,1.0,5.0,2,0,2
3189,free,258.0,1.0,1.0,3,1,2
3190,free,680.0,3.0,2.0,2,0,2
3191,pro,9678.0,13.0,9.0,2,0,0
3192,pro,7690.0,5.0,8.0,2,0,0
3193,free,16.0,1.0,2.0,2,0,2
3194,free,226.0,1.0,4.0,1,0,2
3195,free,230.0,1.0,3.0,5,0,2
3196,free,320.0,1.0,6.0,4,0,2
3197,free,428.0,1.0,4.0,7,1,2
3198,free,422.0,4.0,2.0,2,0,2
3199,free,425.0,1.0,3.0,2,0,2
3200,enterprise,64430.0,46.0,20.0,2,0,1
3201,free,221.0,1.0,4.0,0,0,2
3202,free,751.0,1.0,4.0,1,0,2
3203,free,680.0,1.0,5.0,2,0,2
3204,free,429.0,4.0,3.0,4,0,2
3205,free,326.0,1.0,3.0,3,0,2
3206,free,129.0,1.0,1.0,1,0,2
3207,pro,8008.0,10.0,9.0,4,0,0
3208,free,948.0,7.0,2.0,3,0,2
3209,free,753.0,3.0,2.0,1,0,2
3210,free,107.0,1.0,4.0,4,1,2
3211,enterprise,59889.0,42.0,18.0,2,0,1
3212,free,308.0,2.0,5.0,2,0,2
3213,pro,7027.0,10.0,8.0,3,0,0
3214,free,774.0,1.0,2.0,4,0,2
3215,free,331.0,1.0,6.0,1,0,2
3216,free,736.0,1.0,3.0,1,0,2
3217,free,505.0,1.0,4.0,2,1,2
3218,free,858.0,1.0,4.0,2,0,2
3219,free,331.0,2.0,4.0,4,0,2
3220,free,119.0,3.0,1.0,3,0,2
3221,pro,7539.0,7.0,9.0,1,0,0
3222,free,288.0,1.0,4.0,3,0,2
3223,free,669.0,1.0,1.0,0,0,2
3224,free,0.0,7.0,2.0,1,0,2
3225,free,192.0,2.0,4.0,2,1,2
3226,enterprise,59989.0,43.0,19.0,5,0,1
3227,free,854.0,1.0,4.0,3,0,2
3228,pro,9711.0,9.0,9.0,2,0,0
3229,pro,7472.0,9.0,10.0,1,0,0
3230,free,710.0,3.0,1.0,1,0,2
3231,enterprise,55181.0,44.0,17.0,1,0,1
3232,free,156.0,1.0,3.0,1,0,2
3233,free,880.0,2.0,2.0,1,0,2
3234,pro,8507.0,8.0,12.0,2,1,0
3235,enterprise,63545.0,45.0,20.0,1,0,1
3236,pro,8226.0,12.0,10.0,3,1,0
3237,pro,9196.0,10.0,6.0,2,0,0
3238,pro,8969.0,10.0,9.0,4,0,0
3239,pro,8786.0,7.0,6.0,2,0,0
3240,pro,6884.0,7.0,11.0,2,0,0
3241,pro,7556.0,12.0,10.0,1,0,0
3242,pro,7270.0,6.0,7.0,2,0,0
3243,free,193.0,2.0,1.0,4,0,2
3244,pro,7568.0,10.0,6.0,3,0,0
3245,enterprise,76057.0,46.0,17.0,1,0,1
3246,free,642.0,1.0,2.0,3,0,2
3247,pro,8288.0,8.0,9.0,0,0,0
3248,free,826.0,4.0,5.0,0,0,2
3249,pro,6696.0,12.0,9.0,0,0,0
3250,free,759.0,3.0,1.0,4,0,2
3251,free,0.0,1.0,6.0,1,0,2
3252,pro,7429.0,6.0,10.0,3,1,0
3253,pro,9493.0,8.0,8.0,4,0,0
3254,free,566.0,3.0,2.0,2,0,2
3255,free,988.0,4.0,2.0,2,0,2
3256,pro,8873.0,9.0,8.0,4,0,0
3257,free,350.0,1.0,2.0,3,0,2
3258,free,531.0,1.0,3.0,4,0,2
3259,pro,8745.0,8.0,11.0,5,1,0
3260,free,5.0,1.0,2.0,3,1,2
