account_id,account_status,session_length_min,actions_per_session,exports_count,onboarding_completion_pct,retained_90d,cluster
2010,expired_trial,3.0,2.7,0,54.6,0,1
2011,trial,12.5,7.7,0,50.1,0,2
2012,trial,12.8,5.4,2,51.9,0,2
2013,paid,27.7,17.8,4,47.7,0,0
2014,trial,9.5,6.2,1,82.5,1,2
2015,expired_trial,1.4,0.9,0,35.3,0,1
2016,trial,10.4,4.8,2,40.9,0,2
2017,trial,10.4,6.7,1,56.7,0,2
2018,paid,25.2,14.9,6,76.2,0,0
2019,trial,11.2,4.1,2,46.4,0,2
2020,expired_trial,3.1,0.0,1,61.1,0,1
2021,paid,25.0,17.5,6,46.9,0,0
2022,trial,9.6,6.9,1,52.9,0,2
2023,paid,25.1,16.8,7,21.0,0,0
2024,trial,8.8,5.5,2,51.3,0,2
2025,paid,26.1,15.1,7,83.4,0,0
2026,expired_trial,0.0,0.1,1,50.2,0,1
2027,paid,29.4,16.0,5,55.5,1,0
2028,trial,10.9,6.9,3,89.7,0,2
2029,paid,24.9,18.4,8,61.9,0,0
2030,expired_trial,2.4,0.0,0,54.8,1,1
2031,paid,25.7,15.5,10,74.9,1,0
2032,trial,11.2,5.5,2,45.5,0,2
2033,paid,23.1,20.0,8,37.9,0,0
2034,trial,9.1,8.0,6,48.7,0,2
2035,expired_trial,2.7,0.6,1,74.6,1,1
2036,paid,28.4,15.0,7,48.0,1,0
2037,paid,22.0,18.7,5,28.7,0,0
2038,paid,24.1,14.7,2,65.0,1,0
2039,expired_trial,5.7,5.8,0,63.9,0,2
2040,trial,10.2,3.7,6,70.9,1,2
2041,trial,9.8,5.7,1,80.6,0,2
2042,paid,28.8,16.9,11,56.9,0,0
2043,trial,8.3,6.8,4,42.0,0,2
2044,paid,25.3,17.5,9,31.5,0,0
2045,paid,24.6,18.6,7,74.5,1,0
2046,trial,9.4,5.3,4,57.6,1,2
2047,paid,30.8,16.7,7,63.8,0,0
2048,trial,11.3,5.8,1,68.7,1,2
2049,trial,10.7,7.0,0,34.3,0,2
2050,paid,23.7,17.3,4,16.5,0,0
2051,trial,11.7,6.9,1,71.6,1,2
2052,paid,25.6,18.4,6,37.6,0,0
2053,expired_trial,3.1,0.0,0,70.9,0,1
2054,paid,23.0,19.4,10,68.5,0,0
2055,trial,11.1,9.8,4,32.3,0,2
2056,paid,25.6,19.5,6,78.6,0,0
2057,trial,11.0,5.9,1,46.9,0,2
2058,paid,27.1,17.2,5,12.3,0,0
2059,expired_trial,0.0,4.3,0,64.9,0,1
2060,expired_trial,0.0,1.6,0,56.3,0,1
2061,trial,11.9,4.4,1,68.6,0,2
2062,trial,5.7,3.9,3,84.2,0,2
2063,expired_trial,3.2,0.0,0,43.9,0,1
2064,trial,11.4,8.4,1,25.7,0,2
2065,paid,26.6,19.4,10,67.8,0,0
2066,paid,25.8,18.9,6,46.0,0,0
2067,expired_trial,0.0,4.4,0,83.7,0,1
2068,expired_trial,1.0,0.4,0,17.0,0,1
2069,paid,26.3,18.2,7,26.0,0,0
2070,paid,25.9,14.9,7,74.3,0,0
2071,paid,24.8,18.4,2,50.1,0,0
2072,paid,29.8,17.2,7,34.8,0,0
2073,paid,24.8,16.8,5,82.0,0,0
2074,paid,26.9,15.4,9,39.3,0,0
2075,trial,12.5,6.3,2,72.9,0,2
2076,expired_trial,2.0,0.4,0,57.3,0,1
2077,expired_trial,4.5,2.4,0,30.0,0,1
2078,expired_trial,3.4,1.2,0,41.7,0,1
2079,trial,8.5,8.0,3,42.7,0,2
2080,expired_trial,5.2,3.7,0,75.3,0,1
2081,paid,26.8,20.2,3,32.4,0,0
2082,paid,25.4,18.3,17,28.6,0,0
2083,expired_trial,0.8,1.3,0,74.0,0,1
2084,expired_trial,2.5,4.7,0,29.3,0,1
2085,expired_trial,3.5,1.4,0,100.0,0,1
2086,paid,26.4,17.2,5,52.7,0,0
2087,paid,28.2,16.9,12,99.9,1,0
2088,paid,26.0,15.7,9,61.2,0,0
2089,paid,24.5,17.7,8,39.1,0,0
2090,paid,27.2,18.6,5,67.7,0,0
2091,paid,27.6,16.4,8,55.0,0,0
2092,paid,24.0,15.5,9,65.1,0,0
2093,paid,27.5,17.9,6,41.0,0,0
2094,paid,26.0,13.4,8,73.9,0,0
2095,paid,28.0,16.2,5,32.6,0,0
2096,paid,26.6,16.9,6,66.6,0,0
2097,expired_trial,3.8,2.1,1,57.5,0,1
2098,paid,26.2,17.3,4,69.6,1,0
2099,trial,12.4,5.8,2,26.1,0,2
2100,paid,27.7,19.5,6,80.6,1,0
2101,expired_trial,4.8,1.5,0,72.7,1,1
2102,expired_trial,0.0,0.0,0,56.0,0,1
2103,paid,24.0,16.3,5,58.9,1,0
2104,paid,26.6,17.6,7,99.8,0,0
2105,expired_trial,2.2,1.3,0,92.8,0,1
2106,paid,29.6,14.6,10,46.1,0,0
2107,paid,29.4,15.9,9,48.5,0,0
2108,paid,24.2,17.5,8,57.1,0,0
2109,trial,11.2,5.6,0,100.0,0,2
2110,trial,10.1,6.8,2,37.0,0,2
2111,expired_trial,2.9,2.7,0,34.0,0,1
2112,trial,12.8,7.7,1,17.7,0,2
2113,paid,25.0,16.8,11,66.8,0,0
2114,expired_trial,1.9,2.4,0,29.6,0,1
2115,trial,10.6,9.0,1,33.8,0,2
2116,paid,28.2,15.9,6,60.4,1,0
2117,paid,28.7,16.8,6,60.1,0,0
2118,trial,11.8,5.5,0,38.3,1,2
2119,trial,11.4,6.3,2,36.8,0,2
2120,paid,25.4,17.2,9,53.5,0,0
2121,paid,28.6,16.0,9,1.2,0,0
2122,paid,25.5,15.7,4,77.4,0,0
2123,expired_trial,0.0,1.8,0,57.1,0,1
2124,paid,23.8,19.7,10,51.1,0,0
2125,trial,9.9,9.1,1,44.2,0,2
2126,expired_trial,1.2,0.6,0,8.9,0,1
2127,paid,24.2,17.0,3,38.0,0,0
2128,trial,11.5,3.8,0,24.5,0,2
2129,trial,11.8,8.2,0,65.8,0,2
2130,trial,10.4,7.6,1,87.4,0,2
2131,trial,12.1,10.6,1,52.6,0,2
2132,trial,8.3,5.7,1,52.5,0,2
2133,trial,11.2,6.3,0,54.1,0,2
2134,trial,8.0,7.0,0,83.3,0,2
2135,trial,14.0,7.3,1,42.2,1,2
2136,trial,11.4,4.4,2,62.0,0,2
2137,paid,24.0,18.1,6,82.8,1,0
2138,trial,10.0,7.9,2,46.3,0,2
2139,trial,8.4,7.1,2,32.0,0,2
2140,trial,9.8,6.0,2,60.9,0,2
2141,trial,12.8,9.3,1,42.3,0,2
2142,trial,11.5,7.0,1,76.0,0,2
2143,expired_trial,1.4,1.6,0,68.7,1,1
2144,trial,8.8,5.9,3,83.2,0,2
2145,trial,11.7,5.1,5,92.8,1,2
2146,trial,13.6,6.4,3,18.9,0,2
2147,trial,10.5,6.3,0,44.7,0,2
2148,expired_trial,2.2,2.4,0,52.8,0,1
2149,paid,24.4,16.4,8,33.7,1,0
2150,trial,11.7,7.3,0,36.3,0,2
2151,paid,24.1,18.0,8,88.8,0,0
2152,paid,27.6,18.6,10,77.8,0,0
2153,trial,12.7,5.9,1,41.9,0,2
2154,paid,24.7,18.1,3,51.1,0,0
2155,paid,24.9,17.8,7,56.5,0,0
2156,paid,24.0,17.1,7,32.6,1,0
2157,trial,12.6,8.0,1,70.8,0,2
2158,paid,23.2,17.2,8,51.3,1,0
2159,paid,26.7,15.9,4,78.4,0,0
2160,paid,27.0,19.7,4,31.8,0,0
2161,expired_trial,1.7,0.0,0,64.7,1,1
2162,paid,26.6,18.2,3,49.6,0,0
2163,trial,8.1,9.2,1,67.1,1,2
2164,paid,26.9,16.5,5,56.7,1,0
2165,paid,25.6,18.7,10,49.8,0,0
2166,trial,12.7,6.5,2,26.7,0,2
2167,paid,24.5,16.8,2,78.1,1,0
2168,trial,9.3,8.6,0,53.0,0,2
2169,paid,27.1,14.6,6,61.6,0,0
2170,paid,26.3,15.4,9,50.5,0,0
2171,expired_trial,4.5,3.0,0,73.7,1,1
2172,expired_trial,0.0,2.8,0,36.2,0,1
2173,trial,14.4,4.9,0,56.6,0,2
2174,trial,12.0,5.7,1,69.5,0,2
2175,expired_trial,0.7,1.5,0,56.9,0,1
2176,paid,26.5,15.1,9,36.8,0,0
2177,trial,11.6,6.7,0,59.7,0,2
2178,expired_trial,0.0,3.9,0,36.0,0,1
2179,paid,24.3,17.0,5,47.7,0,0
2180,paid,28.6,15.0,6,44.0,0,0
2181,trial,9.6,7.0,0,52.1,1,2
2182,expired_trial,1.6,0.0,0,28.8,0,1
2183,trial,13.1,6.7,2,28.2,0,2
2184,trial,12.4,6.1,0,36.9,0,2
2185,trial,11.4,7.0,2,51.8,0,2
2186,trial,11.3,5.7,3,61.5,0,2
2187,trial,7.8,7.2,2,76.2,0,2
2188,paid,26.3,19.9,6,78.5,0,0
2189,expired_trial,0.0,1.1,0,54.0,0,1
2190,paid,24.9,17.1,7,41.6,0,0
2191,trial,12.5,11.6,2,85.7,0,2
2192,trial,8.6,5.0,2,40.0,0,2
2193,expired_trial,2.1,0.2,0,40.8,0,1
2194,paid,25.5,17.9,6,47.9,0,0
2195,trial,11.7,5.5,4,73.2,1,2
2196,expired_trial,1.5,0.2,0,32.5,0,1
2197,expired_trial,4.2,3.7,0,61.4,0,1
2198,trial,8.2,8.3,4,71.3,1,2
2199,paid,27.2,17.9,7,30.6,0,0
2200,trial,12.1,7.1,2,76.0,0,2
2201,paid,24.2,16.4,5,71.7,0,0
2202,trial,11.4,6.5,1,44.4,0,2
2203,expired_trial,2.1,4.5,0,38.0,0,1
2204,expired_trial,1.2,1.6,0,57.6,0,1
2205,expired_trial,1.1,1.8,0,56.3,1,1
2206,trial,14.8,7.4,2,35.2,0,2
2207,trial,10.1,6.7,2,56.9,0,2
2208,expired_trial,4.3,1.9,0,29.2,0,1
2209,paid,25.4,16.6,3,36.9,0,0
2210,trial,11.2,9.1,1,85.7,1,2
2211,trial,11.4,6.1,3,64.9,0,2
2212,trial,11.7,5.8,2,67.0,1,2
2213,trial,12.2,9.2,3,67.6,0,2
2214,expired_trial,0.3,2.1,0,84.5,1,1
2215,paid,26.3,15.3,4,100.0,1,0
2216,paid,28.2,14.8,8,27.7,0,0
2217,expired_trial,0.6,0.7,0,37.2,0,1
2218,expired_trial,4.4,0.0,0,49.4,0,1
2219,paid,25.2,16.8,3,30.9,0,0
2220,trial,9.0,8.6,3,24.1,0,2
2221,paid,25.2,17.9,4,69.1,0,0
2222,trial,9.4,7.6,3,49.1,0,2
2223,paid,24.0,16.8,5,44.1,1,0
2224,trial,9.2,8.7,3,44.3,0,2
2225,paid,26.0,18.6,3,27.1,0,0
2226,paid,28.7,15.6,6,62.7,0,0
2227,expired_trial,4.7,4.4,0,42.6,0,1
2228,paid,25.8,15.7,4,26.3,0,0
2229,trial,11.9,8.3,1,25.0,0,2
2230,trial,14.5,6.7,1,67.6,0,2
2231,expired_trial,2.3,0.6,0,69.2,0,1
2232,trial,10.6,8.9,0,59.8,0,2
2233,paid,24.8,16.1,9,69.1,1,0
2234,paid,24.6,16.4,7,24.8,0,0
2235,paid,25.8,13.2,4,64.3,0,0
2236,paid,27.9,18.2,8,59.2,0,0
2237,trial,10.2,5.9,0,80.7,0,2
2238,trial,11.1,6.6,2,49.7,1,2
2239,trial,12.2,7.2,4,56.0,0,2
2240,paid,24.9,16.9,7,70.1,0,0
2241,paid,28.9,16.9,3,46.5,0,0
2242,trial,12.6,8.4,0,33.8,0,2
2243,expired_trial,3.2,2.8,0,37.5,0,1
2244,trial,13.7,8.5,2,93.4,1,2
2245,paid,29.7,14.3,6,72.9,0,0
2246,paid,26.7,16.6,5,21.7,0,0
2247,trial,13.0,8.3,2,75.7,0,2
2248,expired_trial,3.1,3.4,0,57.0,0,1
2249,trial,10.9,5.2,1,71.6,0,2
2250,trial,8.5,5.5,0,57.9,0,2
2251,trial,9.2,5.8,3,63.5,0,2
2252,paid,26.4,18.4,10,40.4,0,0
2253,paid,24.3,16.1,6,97.8,1,0
2254,paid,24.2,18.3,7,40.4,0,0
2255,paid,25.7,15.4,7,34.8,0,0
2256,paid,25.5,18.3,2,58.1,0,0
2257,paid,25.9,18.7,7,90.4,0,0
2258,paid,30.8,17.9,7,68.9,1,0
2259,trial,13.1,7.4,2,65.6,1,2
2260,trial,11.1,6.5,1,56.5,0,2
2261,paid,25.5,16.0,3,15.7,0,0
2262,expired_trial,4.5,1.8,0,49.8,0,1
2263,paid,27.0,18.9,3,68.7,0,0
2264,trial,12.7,4.3,4,18.1,0,2
2265,paid,27.0,16.6,6,59.3,0,0
2266,paid,24.3,15.9,6,51.1,0,0
2267,expired_trial,0.0,1.7,0,57.7,0,1
2268,paid,29.7,20.4,4,66.5,1,0
2269,trial,10.5,7.7,1,72.6,0,2
2270,paid,27.4,18.4,7,75.3,0,0
2271,trial,11.7,6.6,2,67.8,1,2
2272,paid,25.5,17.5,5,72.4,0,0
2273,paid,25.7,17.7,5,48.0,0,0
2274,expired_trial,0.8,2.7,0,60.6,0,1
2275,expired_trial,3.6,1.8,0,34.4,0,1
2276,paid,24.5,18.8,6,53.1,1,0
2277,trial,13.4,6.6,1,42.3,0,2
2278,paid,26.1,15.3,7,13.4,0,0
2279,paid,26.8,18.6,12,70.1,0,0
2280,paid,24.3,17.7,6,29.9,0,0
2281,trial,8.5,8.4,1,61.3,0,2
2282,paid,29.2,16.6,5,21.2,0,0
2283,trial,13.8,4.7,0,53.2,0,2
2284,paid,26.9,19.1,6,63.3,0,0
2285,trial,10.5,4.9,2,99.6,1,2
2286,paid,25.7,15.5,6,90.7,1,0
2287,trial,11.0,6.9,0,68.5,0,2
2288,trial,16.1,6.7,1,51.5,0,2
2289,paid,26.0,16.7,7,27.8,0,0
2290,trial,12.0,8.9,2,33.7,0,2
2291,trial,9.9,5.9,1,70.8,0,2
2292,trial,11.4,10.1,0,76.3,0,2
2293,trial,9.6,12.3,1,48.1,0,2
2294,trial,9.9,7.3,0,32.7,0,2
2295,paid,23.6,15.6,4,68.9,0,0
2296,trial,10.1,7.2,1,33.9,0,2
2297,paid,23.4,17.3,5,88.9,1,0
2298,trial,11.1,5.8,3,76.8,1,2
2299,paid,24.2,18.3,5,36.3,0,0
2300,trial,8.6,7.4,1,87.1,1,2
2301,paid,23.3,15.8,8,47.8,0,0
2302,paid,23.8,16.7,9,36.5,0,0
2303,trial,13.8,5.9,3,34.2,0,2
2304,paid,26.0,18.0,5,47.0,0,0
2305,paid,26.6,15.8,8,33.5,0,0
2306,trial,9.1,7.7,2,72.0,1,2
2307,paid,25.0,13.6,9,36.4,1,0
2308,trial,12.5,8.1,0,60.2,0,2
2309,paid,24.7,15.4,8,49.8,1,0
2310,trial,7.8,7.4,1,83.5,0,2
2311,paid,28.6,16.5,7,76.6,1,0
2312,paid,26.6,15.4,7,95.1,0,0
2313,trial,12.6,8.4,1,65.3,0,2
2314,trial,12.0,7.6,1,62.5,0,2
2315,paid,25.0,15.7,4,83.7,1,0
2316,trial,12.5,5.9,3,60.2,0,2
2317,trial,10.2,8.3,2,52.2,0,2
2318,trial,6.9,5.5,1,58.1,0,2
2319,trial,12.1,7.9,2,44.5,0,2
2320,trial,13.2,8.7,2,89.6,0,2
2321,trial,10.9,6.5,1,28.2,0,2
2322,trial,10.1,6.9,2,54.4,0,2
2323,paid,27.7,19.0,9,48.8,0,0
2324,paid,30.4,18.3,4,52.4,0,0
2325,paid,26.4,16.2,10,25.7,0,0
2326,expired_trial,3.0,4.1,0,71.1,0,1
2327,trial,12.8,11.7,1,19.9,0,2
2328,paid,24.9,14.9,6,43.1,1,0
2329,paid,26.7,16.8,5,66.9,0,0
2330,paid,25.4,17.6,3,65.9,0,0
2331,trial,7.9,9.7,3,77.1,0,2
2332,trial,13.1,6.4,1,42.5,1,2
2333,paid,22.0,16.7,8,27.4,0,0
2334,trial,10.2,6.2,1,19.3,0,2
2335,paid,24.3,19.2,9,70.3,0,0
2336,trial,13.4,7.2,2,77.2,0,2
2337,trial,8.8,4.2,3,46.1,0,2
2338,paid,21.8,16.0,6,58.1,0,0
2339,paid,24.0,17.2,8,45.5,0,0
2340,trial,13.0,9.5,3,65.4,0,2
2341,paid,24.6,16.3,7,50.3,1,0
2342,paid,26.6,18.4,5,69.3,0,0
2343,paid,29.0,15.7,8,54.6,0,0
2344,trial,11.1,8.7,1,58.6,0,2
2345,paid,25.8,16.8,6,26.4,0,0
2346,expired_trial,1.9,3.4,0,46.4,0,1
2347,trial,11.8,8.3,1,96.5,1,2
2348,paid,21.2,20.6,10,46.1,0,0
2349,trial,11.5,5.7,0,74.2,0,2
2350,expired_trial,4.7,1.2,0,35.4,0,1
2351,trial,9.8,8.7,0,71.5,0,2
2352,expired_trial,5.3,3.9,0,47.1,0,1
2353,expired_trial,0.0,2.1,0,77.1,1,1
2354,paid,29.9,16.0,10,42.0,0,0
2355,paid,24.4,17.0,3,32.1,0,0
2356,expired_trial,2.0,1.0,0,56.5,1,1
2357,paid,25.5,15.6,3,84.5,0,0
2358,paid,24.7,18.1,6,90.8,0,0
2359,paid,27.3,20.5,5,66.3,0,0
2360,trial,11.2,5.2,1,75.8,1,2
2361,trial,10.5,9.6,1,61.8,0,2
2362,paid,28.5,17.6,3,46.8,0,0
2363,paid,23.7,15.0,8,50.8,0,0
2364,paid,26.1,17.9,4,66.3,0,0
2365,expired_trial,2.9,0.8,0,56.6,0,1
2366,paid,25.7,16.3,6,44.9,1,0
2367,paid,27.5,19.0,4,72.4,0,0
2368,expired_trial,1.3,0.0,0,60.6,1,1
2369,trial,11.8,7.8,4,48.5,0,2
2370,paid,26.5,16.9,11,29.9,0,0
2371,paid,25.6,16.0,5,71.5,1,0
2372,paid,25.3,15.0,5,83.7,0,0
2373,trial,11.5,6.6,2,95.1,0,2
2374,paid,24.6,18.5,6,55.4,0,0
2375,trial,10.1,3.8,3,46.3,0,2
2376,expired_trial,4.3,2.4,0,27.6,0,1
2377,trial,10.9,8.9,0,70.8,0,2
2378,trial,12.8,8.5,1,9.9,1,2
2379,trial,11.7,7.8,1,0.0,0,2
2380,trial,12.4,8.6,2,58.8,0,2
2381,paid,23.3,19.0,6,42.8,0,0
2382,paid,25.2,18.9,8,84.7,1,0
2383,trial,10.1,4.1,1,44.0,0,2
2384,paid,27.6,18.0,7,57.7,0,0
2385,paid,26.6,14.8,3,38.1,0,0
2386,paid,25.0,18.8,8,41.2,0,0
2387,paid,28.0,17.9,4,44.7,0,0
2388,trial,10.3,6.7,1,28.8,0,2
2389,trial,9.8,9.6,0,69.4,0,2
2390,expired_trial,0.0,0.0,0,45.9,0,1
2391,paid,24.9,17.4,4,25.1,0,0
2392,trial,6.9,5.8,1,86.5,0,2
2393,trial,9.6,7.0,0,65.5,0,2
2394,paid,26.7,18.3,6,51.4,0,0
2395,paid,26.3,14.7,11,19.1,0,0
2396,paid,26.5,18.3,4,58.6,0,0
2397,trial,8.2,5.9,1,58.8,1,2
2398,paid,27.6,16.9,3,56.3,0,0
2399,trial,9.8,8.2,1,58.5,0,2
2400,expired_trial,5.6,1.4,0,37.0,0,1
2401,trial,9.5,8.0,0,45.5,0,2
2402,paid,23.4,15.7,7,100.0,1,0
2403,trial,7.3,6.8,3,44.9,0,2
2404,trial,10.2,9.0,0,52.9,0,2
2405,trial,7.4,8.1,3,16.2,1,2
2406,paid,26.4,19.8,8,90.0,0,0
2407,trial,11.4,5.0,1,70.2,0,2
2408,paid,25.5,17.8,6,55.9,0,0
2409,trial,7.7,7.3,0,42.2,0,2
2410,paid,26.4,17.6,4,5.1,0,0
2411,trial,13.8,6.2,1,70.5,0,2
2412,trial,13.2,5.9,3,49.4,0,2
2413,paid,25.2,16.4,5,7.4,0,0
2414,paid,27.6,16.9,4,56.0,0,0
2415,expired_trial,1.3,3.5,0,72.9,0,1
2416,paid,27.3,15.3,7,51.5,0,0
2417,trial,11.4,10.8,1,61.3,0,2
2418,trial,14.5,6.7,1,61.3,1,2
2419,expired_trial,2.4,2.7,0,76.1,1,1
2420,paid,25.6,17.1,2,60.8,0,0
2421,trial,11.8,4.4,1,38.9,0,2
2422,paid,24.7,17.3,10,61.7,0,0
2423,trial,13.0,4.4,1,98.5,0,2
2424,paid,23.7,16.5,5,33.2,1,0
2425,trial,12.2,5.5,2,41.7,0,2
2426,trial,13.9,8.3,1,83.2,1,2
2427,paid,25.6,17.0,6,41.2,0,0
2428,trial,9.8,8.2,1,72.9,0,2
2429,expired_trial,1.6,2.2,0,37.8,0,1
2430,paid,22.8,21.3,5,83.6,1,0
2431,paid,27.0,18.2,7,39.6,0,0
2432,expired_trial,2.2,0.6,0,98.5,1,1
2433,trial,12.8,9.7,1,44.0,0,2
2434,paid,26.1,17.0,6,84.2,0,0
2435,paid,24.4,14.2,10,24.3,1,0
2436,paid,22.9,15.3,7,42.0,1,0
2437,paid,26.7,16.4,3,33.9,0,0
2438,expired_trial,1.6,0.8,0,41.0,0,1
2439,trial,11.8,5.5,1,53.9,0,2
2440,trial,10.7,5.4,0,44.7,0,2
2441,expired_trial,0.0,2.1,0,15.3,0,1
2442,trial,11.2,4.0,1,77.3,1,2
2443,trial,11.9,6.6,0,81.5,0,2
2444,paid,26.0,17.7,5,70.1,0,0
2445,paid,22.9,17.2,3,47.5,0,0
2446,trial,12.2,6.7,0,64.4,0,2
2447,trial,10.3,8.2,0,91.9,0,2
2448,paid,25.2,19.5,6,82.5,0,0
2449,expired_trial,0.0,1.9,0,42.7,0,1
2450,trial,10.5,3.6,1,100.0,1,2
2451,trial,11.6,3.5,0,46.4,0,2
2452,trial,10.0,8.8,0,91.9,0,2
2453,expired_trial,0.2,0.9,0,52.1,0,1
2454,paid,24.1,17.1,7,50.0,0,0
2455,trial,11.6,7.3,2,39.5,0,2
2456,paid,24.1,17.6,4,100.0,1,0
2457,paid,25.5,19.4,6,92.0,1,0
2458,expired_trial,1.9,1.5,0,37.2,0,1
2459,trial,8.8,6.7,1,66.8,1,2
2460,trial,12.8,7.6,0,43.2,0,2
2461,paid,26.5,19.5,2,70.1,0,0
2462,paid,26.0,18.9,2,71.5,0,0
2463,trial,12.5,5.9,1,60.6,0,2
2464,paid,25.9,14.1,7,89.0,1,0
2465,paid,26.1,16.6,9,21.3,0,0
2466,paid,26.1,16.8,9,22.7,0,0
2467,paid,27.4,18.8,4,84.7,1,0
2468,expired_trial,4.5,0.4,0,49.5,1,1
2469,paid,27.5,14.4,4,85.8,1,0
2470,paid,24.2,18.7,8,50.1,0,0
2471,expired_trial,0.0,1.8,0,76.4,0,1
2472,expired_trial,0.0,0.0,0,80.5,1,1
2473,paid,22.6,19.8,1,46.0,0,0
2474,paid,23.6,18.1,5,73.8,1,0
2475,trial,12.3,8.8,0,75.1,0,2
2476,paid,31.3,15.4,7,31.8,0,0
2477,paid,28.1,19.0,4,81.9,1,0
2478,trial,11.4,7.6,2,81.4,1,2
2479,expired_trial,5.0,0.4,0,92.8,0,1
2480,trial,8.3,7.9,0,32.9,0,2
2481,trial,12.5,6.6,1,26.7,0,2
2482,trial,9.2,7.9,2,52.8,0,2
2483,expired_trial,1.2,0.9,0,39.6,0,1
2484,trial,12.5,7.1,1,68.6,0,2
2485,paid,26.1,16.7,7,38.0,0,0
2486,trial,8.9,5.0,0,86.3,1,2
2487,paid,27.0,17.8,5,39.0,0,0
2488,trial,12.4,6.9,1,78.0,0,2
2489,paid,26.5,14.6,6,40.1,0,0
2490,expired_trial,5.6,1.4,0,74.0,0,1
2491,trial,7.5,3.8,1,76.8,0,2
2492,trial,7.0,7.0,0,69.8,0,2
2493,paid,26.7,17.1,7,64.1,0,0
2494,paid,25.3,17.0,4,38.0,0,0
2495,trial,11.7,8.0,2,77.3,0,2
2496,paid,27.8,17.5,7,47.0,0,0
2497,trial,11.0,6.9,1,46.6,0,2
2498,paid,24.1,15.7,7,42.4,0,0
2499,trial,10.6,7.2,1,42.0,0,2
2500,paid,25.5,15.5,8,57.9,0,0
2501,paid,26.9,15.8,7,58.2,0,0
2502,expired_trial,2.1,0.8,0,43.2,0,1
2503,trial,13.6,11.1,0,78.6,1,2
2504,trial,11.4,5.9,3,84.7,0,2
2505,trial,8.3,5.3,2,50.2,0,2
2506,paid,26.4,16.4,14,46.7,0,0
2507,trial,12.3,5.6,0,49.0,0,2
2508,trial,11.4,7.8,2,63.3,0,2
2509,trial,10.6,5.5,1,68.6,0,2
2510,paid,25.5,16.6,9,57.1,0,0
2511,trial,14.2,7.8,4,47.3,0,2
2512,paid,26.6,15.4,5,42.0,1,0
2513,paid,26.4,17.6,7,76.1,0,0
2514,trial,6.9,6.9,3,49.9,0,2
2515,expired_trial,4.0,1.3,0,31.0,0,1
2516,paid,27.9,18.0,6,19.1,0,0
2517,paid,28.0,19.5,4,67.6,0,0
2518,paid,25.2,17.1,5,25.5,0,0
2519,paid,24.7,17.5,7,80.9,1,0
2520,paid,22.9,17.7,9,57.5,0,0
2521,paid,21.5,16.5,11,93.6,1,0
2522,paid,26.0,14.7,3,93.9,1,0
2523,paid,24.7,16.6,7,91.7,1,0
2524,expired_trial,0.0,1.6,0,74.1,1,1
2525,paid,23.3,18.0,7,43.3,0,0
2526,paid,24.0,18.6,7,16.3,0,0
2527,trial,10.4,8.0,0,61.4,1,2
2528,paid,24.4,16.9,5,61.0,1,0
2529,trial,13.6,7.3,2,43.5,0,2
2530,trial,9.1,7.3,4,78.7,0,2
2531,paid,25.9,16.7,5,50.8,0,0
2532,trial,10.7,4.9,0,28.3,0,2
2533,trial,10.3,6.6,2,36.1,0,2
2534,trial,10.5,9.1,3,61.3,0,2
2535,paid,29.0,17.0,6,31.3,1,0
2536,paid,27.2,17.3,10,51.4,0,0
2537,paid,24.4,15.7,10,7.1,0,0
2538,trial,11.5,9.9,1,41.7,0,2
2539,paid,23.7,19.0,9,54.2,0,0
2540,paid,24.3,17.0,2,33.3,0,0
2541,paid,26.7,19.9,6,15.0,0,0
2542,trial,7.6,9.7,1,37.4,0,2
2543,paid,26.6,17.3,6,60.2,0,0
2544,expired_trial,0.0,5.3,0,13.2,0,1
2545,trial,12.5,7.5,0,24.4,0,2
2546,expired_trial,0.0,2.7,0,10.9,0,1
2547,paid,25.3,14.0,5,87.2,0,0
2548,paid,26.1,14.9,5,34.2,0,0
2549,paid,24.4,16.5,1,36.4,0,0
2550,paid,26.6,18.5,8,3.6,0,0
2551,paid,22.7,18.3,8,60.2,0,0
2552,expired_trial,5.5,0.0,0,70.9,0,1
2553,trial,13.0,4.8,1,52.2,0,2
2554,trial,11.4,5.8,1,93.3,1,2
2555,trial,10.6,8.5,1,29.3,0,2
2556,paid,26.0,14.2,11,36.2,0,0
2557,paid,24.8,18.1,8,53.3,0,0
2558,trial,12.8,5.0,2,31.3,0,2
2559,paid,26.8,15.5,9,61.6,1,0
2560,trial,7.5,7.0,1,53.0,0,2
2561,trial,9.5,4.9,2,46.5,0,2
2562,expired_trial,6.5,0.7,1,39.0,0,1
2563,paid,26.4,19.4,4,47.5,0,0
2564,expired_trial,0.3,1.5,1,38.7,0,1
2565,trial,8.8,8.2,1,74.6,0,2
2566,trial,12.2,7.7,1,48.8,0,2
2567,trial,11.4,4.7,0,83.2,0,2
2568,paid,26.5,18.6,5,89.2,1,0
2569,paid,24.3,17.7,13,61.5,1,0
2570,expired_trial,1.7,2.8,0,32.6,0,1
2571,paid,24.2,17.0,8,23.0,0,0
2572,paid,24.7,18.0,3,68.7,0,0
2573,paid,27.4,14.9,8,54.8,0,0
2574,trial,11.0,7.8,2,45.7,0,2
2575,expired_trial,5.9,3.3,1,74.6,0,1
2576,paid,24.9,17.7,3,95.1,0,0
2577,paid,25.7,15.0,5,63.2,1,0
2578,trial,13.4,5.8,3,21.9,0,2
2579,paid,29.5,16.6,9,57.2,1,0
