user_id,signup_month,plan_tier,region,engagement_score,got_campaign,retained_90d
2598,2026-03,basic,EU,24.4,0,0
2599,2025-09,basic,APAC,72.8,1,1
2600,2026-06,plus,NA,4.0,0,0
2601,2025-10,basic,NA,39.7,0,0
2602,2026-04,plus,EU,21.9,0,0
2603,2026-05,basic,NA,45.4,0,1
2604,2025-12,basic,NA,18.6,1,0
2605,2025-08,premium,APAC,19.0,0,0
2606,2026-03,plus,APAC,31.2,1,0
2607,2025-07,plus,EU,55.4,1,1
2608,2026-06,premium,NA,51.8,1,1
2609,2025-11,basic,NA,43.4,1,0
2610,2026-06,plus,NA,36.4,0,0
2611,2025-07,basic,EU,68.6,1,1
2612,2026-05,plus,NA,37.0,0,0
2613,2025-08,plus,NA,68.5,0,0
2614,2026-04,premium,APAC,29.4,0,1
2615,2025-11,basic,APAC,58.0,0,0
2616,2026-02,plus,NA,27.5,0,1
2617,2025-09,basic,EU,70.3,0,1
2618,2026-01,plus,APAC,58.4,1,1
2619,2026-02,premium,APAC,66.0,1,1
2620,2025-09,plus,EU,23.4,0,0
2621,2026-03,plus,NA,29.7,0,0
2622,2025-12,plus,EU,26.7,0,0
2623,2025-11,basic,NA,14.5,0,0
2624,2025-08,plus,NA,19.9,0,0
2625,2025-07,plus,APAC,42.6,1,0
2626,2025-08,basic,EU,31.6,0,0
2627,2026-02,premium,APAC,38.0,1,0
2628,2025-08,basic,NA,30.2,0,1
2629,2025-07,basic,EU,32.2,1,0
2630,2025-12,plus,EU,49.2,0,0
2631,2026-04,basic,NA,26.2,0,0
2632,2025-08,plus,APAC,38.2,1,0
2633,2026-01,premium,EU,16.5,0,0
2634,2026-05,plus,EU,25.7,0,0
2635,2026-06,plus,APAC,56.0,1,0
2636,2026-05,premium,EU,76.7,1,1
2637,2026-05,basic,NA,61.0,0,0
2638,2026-03,basic,NA,65.9,1,0
2639,2026-04,plus,EU,8.8,0,0
2640,2026-01,plus,NA,32.2,0,0
2641,2026-03,premium,EU,18.9,0,0
2642,2026-06,basic,NA,32.0,1,0
2643,2025-09,basic,APAC,6.3,0,0
2644,2025-10,basic,APAC,26.8,0,0
2645,2026-01,basic,EU,35.5,0,0
2646,2026-02,plus,EU,48.6,0,0
2647,2026-05,basic,NA,52.5,0,1
2648,2026-04,basic,EU,22.8,0,0
2649,2025-10,basic,EU,72.9,1,1
2650,2026-03,basic,EU,74.6,1,1
2651,2025-07,basic,EU,82.4,1,1
2652,2026-05,plus,NA,77.4,1,0
2653,2025-11,premium,EU,39.4,1,0
2654,2025-09,plus,NA,38.6,0,0
2655,2025-11,basic,NA,16.5,0,0
2656,2026-04,basic,NA,62.1,1,1
2657,2026-06,basic,EU,43.2,0,0
2658,2025-07,plus,NA,85.9,1,1
2659,2026-04,basic,EU,25.9,0,0
2660,2026-01,basic,APAC,44.6,0,1
2661,2025-09,plus,NA,34.0,0,0
2662,2025-07,plus,NA,45.2,0,1
2663,2025-11,basic,APAC,78.7,1,0
2664,2025-11,plus,APAC,22.5,1,0
2665,2026-04,basic,NA,31.8,1,0
2666,2026-01,basic,EU,42.3,0,0
2667,2026-04,premium,NA,52.3,0,1
2668,2026-03,basic,APAC,33.0,0,0
2669,2025-10,basic,APAC,52.4,0,0
2670,2025-12,plus,NA,35.0,0,0
2671,2026-04,basic,NA,66.0,1,0
2672,2026-06,plus,NA,14.4,0,0
2673,2025-12,premium,NA,5.6,0,0
2674,2026-01,basic,NA,32.4,0,0
2675,2025-10,basic,NA,45.2,0,0
2676,2025-07,basic,EU,18.0,0,0
2677,2025-10,basic,APAC,64.1,1,1
2678,2025-09,plus,APAC,66.2,0,1
2679,2026-02,basic,NA,16.7,0,1
2680,2026-05,basic,EU,50.5,1,0
2681,2026-01,plus,EU,23.2,0,0
2682,2026-06,plus,EU,53.7,1,1
2683,2025-11,premium,EU,13.5,1,0
2684,2026-03,basic,APAC,23.4,0,0
2685,2025-08,plus,NA,20.4,0,0
2686,2026-03,basic,EU,42.6,0,0
2687,2025-11,premium,NA,24.4,0,0
2688,2026-02,premium,EU,52.9,1,0
2689,2025-09,plus,APAC,55.2,1,0
2690,2026-02,plus,EU,79.2,1,1
2691,2026-03,plus,APAC,32.4,0,0
2692,2026-05,plus,APAC,62.7,0,0
2693,2025-08,basic,EU,68.5,1,1
2694,2025-12,plus,NA,12.5,0,0
2695,2026-01,premium,NA,33.3,0,1
2696,2026-03,plus,APAC,69.6,0,0
2697,2025-08,basic,EU,55.4,1,1
2698,2026-03,basic,EU,34.3,0,0
2699,2025-08,plus,NA,13.6,1,0
2700,2025-11,basic,NA,40.0,0,0
2701,2025-09,basic,EU,16.2,0,0
2702,2025-12,basic,NA,64.5,1,0
2703,2025-12,basic,NA,51.1,0,0
2704,2025-10,basic,APAC,38.8,1,0
2705,2026-04,basic,NA,47.7,0,0
2706,2026-06,premium,EU,18.9,0,0
2707,2026-06,basic,NA,56.8,0,1
2708,2025-08,basic,NA,32.5,0,0
2709,2026-01,basic,EU,65.4,0,1
2710,2025-10,plus,NA,41.5,0,0
2711,2026-06,premium,EU,47.0,0,0
2712,2026-04,plus,EU,78.4,1,1
2713,2026-05,premium,APAC,8.4,0,1
2714,2025-11,basic,NA,12.7,0,0
2715,2025-08,basic,APAC,19.4,0,0
2716,2026-03,premium,NA,10.4,0,0
2717,2026-02,basic,NA,29.2,0,0
2718,2026-03,basic,NA,6.5,0,0
2719,2025-11,basic,APAC,18.1,0,0
2720,2026-01,premium,NA,64.6,1,1
2721,2025-07,basic,EU,19.4,1,0
2722,2025-11,premium,APAC,57.4,1,1
2723,2026-02,plus,APAC,80.9,0,0
2724,2026-03,basic,NA,41.1,0,1
2725,2025-11,basic,NA,11.7,0,0
2726,2025-07,basic,NA,54.6,1,0
2727,2025-12,basic,NA,18.5,0,0
2728,2026-03,basic,NA,33.2,0,0
2729,2025-08,basic,NA,79.2,1,1
2730,2026-01,plus,EU,16.8,0,0
2731,2026-06,basic,EU,43.1,0,0
2732,2026-05,premium,NA,35.2,0,0
2733,2025-09,basic,NA,40.8,1,0
2734,2026-03,premium,EU,24.9,0,0
2735,2025-10,plus,APAC,66.3,1,1
2736,2026-01,plus,APAC,47.3,1,0
2737,2026-03,plus,APAC,55.6,0,0
2738,2026-04,basic,EU,10.3,0,0
2739,2025-11,plus,APAC,2.5,0,0
2740,2025-09,plus,APAC,59.0,1,0
2741,2026-05,plus,EU,45.7,1,0
2742,2025-11,premium,EU,11.2,0,0
2743,2025-12,basic,NA,60.3,1,0
2744,2026-01,premium,APAC,62.5,1,1
2745,2025-08,premium,EU,27.0,1,0
2746,2026-04,premium,APAC,64.8,1,1
2747,2026-06,plus,NA,68.9,1,1
2748,2025-09,plus,NA,30.5,0,0
2749,2026-03,plus,NA,68.1,1,1
2750,2026-03,basic,APAC,42.8,0,0
2751,2025-11,premium,APAC,61.3,1,1
2752,2025-10,basic,EU,76.5,1,1
2753,2025-12,premium,NA,18.0,0,0
2754,2025-09,basic,NA,23.1,1,0
2755,2025-12,basic,APAC,82.3,1,1
2756,2025-11,basic,NA,38.5,1,0
2757,2025-12,plus,NA,49.7,1,0
2758,2025-09,basic,APAC,42.7,0,1
2759,2026-06,plus,NA,20.4,0,0
2760,2025-12,basic,NA,58.7,0,0
2761,2026-01,plus,NA,51.5,1,0
2762,2026-01,basic,NA,42.2,0,0
2763,2025-11,basic,APAC,15.5,0,0
2764,2025-11,basic,APAC,19.3,0,0
2765,2025-09,basic,NA,31.6,0,0
2766,2026-06,plus,NA,75.6,1,1
2767,2026-04,basic,NA,75.5,1,1
2768,2026-03,plus,NA,40.5,0,0
2769,2026-02,plus,APAC,13.3,0,0
2770,2025-11,basic,NA,40.9,0,0
2771,2026-02,premium,NA,40.1,1,0
2772,2026-06,plus,NA,58.6,1,0
2773,2025-08,basic,NA,63.3,0,0
2774,2025-10,plus,NA,24.2,0,0
2775,2025-09,basic,EU,15.5,0,0
2776,2026-02,basic,APAC,62.8,1,1
2777,2025-10,basic,APAC,53.8,1,0
2778,2025-12,basic,NA,57.2,0,0
2779,2025-07,basic,NA,8.7,0,0
2780,2026-05,basic,EU,32.3,1,0
2781,2026-06,basic,NA,21.1,0,0
2782,2025-12,plus,EU,27.8,0,0
2783,2026-01,basic,EU,22.2,0,0
2784,2025-07,basic,APAC,48.9,1,1
2785,2026-04,basic,NA,7.8,0,0
2786,2025-10,basic,NA,56.8,1,1
2787,2025-11,plus,NA,33.8,1,0
2788,2025-10,plus,EU,29.7,0,0
2789,2026-01,basic,NA,74.8,0,0
2790,2025-11,plus,NA,26.3,0,0
2791,2026-04,basic,NA,32.7,0,0
2792,2026-03,basic,NA,30.6,1,0
2793,2025-10,plus,APAC,89.8,1,1
2794,2026-03,plus,APAC,27.4,0,0
2795,2026-04,plus,EU,48.8,0,0
2796,2025-08,plus,APAC,22.5,0,0
2797,2025-08,basic,NA,23.8,0,0
2798,2025-07,premium,APAC,11.8,0,0
2799,2026-06,premium,EU,23.0,0,0
2800,2025-09,basic,NA,10.8,0,0
2801,2026-05,premium,EU,30.3,0,1
2802,2025-12,basic,EU,7.3,0,0
2803,2025-10,premium,NA,43.9,0,0
2804,2026-01,premium,APAC,73.2,1,0
2805,2026-06,basic,NA,45.4,1,0
2806,2025-12,basic,APAC,13.6,0,0
2807,2025-07,plus,APAC,36.6,0,0
2808,2026-04,basic,NA,16.7,0,0
2809,2026-03,plus,EU,16.9,0,0
2810,2026-01,basic,NA,55.2,1,0
2811,2025-10,basic,EU,22.9,0,0
2812,2026-03,basic,NA,32.1,0,0
2813,2026-05,plus,NA,79.9,1,1
2814,2026-06,plus,NA,8.0,0,0
2815,2025-10,plus,NA,66.8,0,0
2816,2026-02,plus,APAC,54.0,0,0
2817,2026-01,plus,APAC,69.6,0,1
2818,2026-02,basic,NA,42.9,0,0
2819,2025-08,basic,NA,79.7,1,1
2820,2026-04,basic,APAC,21.3,0,0
2821,2026-01,plus,NA,60.7,1,1
2822,2026-01,basic,APAC,42.5,0,0
2823,2025-11,plus,EU,2.5,0,0
2824,2026-06,basic,EU,22.0,0,0
2825,2026-04,basic,NA,48.9,0,0
2826,2026-02,plus,NA,69.8,1,1
2827,2026-02,plus,APAC,88.2,1,1
2828,2026-05,basic,NA,59.4,1,1
2829,2026-03,plus,APAC,44.4,0,0
2830,2025-12,premium,EU,14.2,0,0
2831,2025-11,basic,APAC,7.6,0,0
2832,2025-09,premium,EU,48.4,0,0
2833,2026-03,basic,NA,40.0,0,1
2834,2026-05,basic,APAC,40.1,0,0
2835,2025-09,plus,APAC,56.1,0,1
2836,2025-09,plus,APAC,62.5,0,0
2837,2025-12,plus,NA,7.2,0,0
2838,2026-06,basic,APAC,48.6,1,0
2839,2026-01,basic,EU,63.1,1,1
2840,2026-05,basic,EU,15.8,0,0
2841,2025-10,plus,APAC,4.2,0,0
2842,2025-11,plus,NA,58.7,0,0
2843,2025-12,premium,EU,66.9,0,1
2844,2026-05,basic,NA,34.4,0,0
2845,2026-05,plus,EU,28.9,1,0
2846,2026-05,plus,NA,53.0,0,0
2847,2025-12,plus,NA,31.7,0,0
2848,2025-11,premium,EU,39.3,0,0
2849,2026-04,plus,NA,8.0,0,0
2850,2026-05,basic,NA,18.5,0,0
2851,2026-01,plus,NA,58.9,1,1
2852,2026-03,premium,NA,37.2,0,0
2853,2025-07,basic,EU,62.4,0,0
2854,2025-10,plus,NA,34.1,0,0
2855,2026-04,plus,NA,14.3,0,0
2856,2025-12,basic,NA,35.0,0,1
2857,2026-06,premium,NA,49.1,1,0
2858,2026-06,plus,NA,45.7,1,0
2859,2026-05,basic,NA,86.4,1,1
2860,2026-02,basic,NA,81.8,0,1
2861,2026-04,basic,EU,71.7,0,1
2862,2026-02,premium,EU,73.5,1,1
2863,2025-11,basic,NA,76.1,1,1
2864,2026-03,plus,NA,70.3,0,0
2865,2025-12,plus,APAC,28.8,1,0
2866,2026-03,basic,APAC,31.2,0,1
2867,2025-12,basic,EU,48.1,0,0
2868,2025-11,plus,NA,52.4,1,0
2869,2025-12,basic,APAC,69.7,1,1
2870,2026-05,basic,NA,46.9,0,0
2871,2025-12,basic,NA,34.7,0,0
2872,2026-02,basic,EU,23.2,0,1
2873,2026-04,basic,NA,46.0,0,0
2874,2026-06,basic,APAC,26.8,0,0
2875,2026-04,basic,EU,28.1,0,0
2876,2026-01,basic,APAC,34.8,1,0
2877,2025-10,plus,NA,22.0,0,0
2878,2025-09,basic,NA,32.1,1,0
2879,2026-02,basic,APAC,43.0,0,0
2880,2025-07,plus,NA,29.1,0,1
2881,2026-04,plus,EU,76.8,1,1
2882,2026-03,premium,NA,59.2,1,1
2883,2026-02,plus,NA,52.1,0,0
2884,2026-01,basic,EU,44.5,1,1
2885,2026-05,plus,NA,15.6,0,0
2886,2026-05,premium,APAC,48.2,0,0
2887,2026-05,basic,NA,67.6,1,1
2888,2026-05,basic,NA,22.1,0,0
2889,2026-03,basic,EU,16.2,0,0
2890,2025-11,premium,NA,34.3,0,0
2891,2026-05,basic,NA,22.0,0,0
2892,2026-06,premium,NA,53.5,1,1
2893,2026-04,plus,EU,36.6,0,1
2894,2026-05,plus,NA,60.1,1,0
2895,2026-02,basic,EU,5.6,0,0
2896,2025-07,basic,APAC,73.0,1,0
2897,2026-05,basic,NA,43.2,0,1
2898,2025-11,plus,NA,42.3,0,0
2899,2026-01,plus,NA,56.2,0,0
2900,2026-02,basic,EU,16.9,0,0
2901,2026-04,basic,EU,54.9,0,0
2902,2025-07,plus,APAC,40.5,0,1
2903,2025-07,basic,APAC,49.1,1,0
2904,2025-10,plus,NA,25.9,0,0
2905,2025-12,basic,NA,26.6,0,0
2906,2026-01,premium,NA,13.4,0,0
2907,2025-08,basic,EU,34.4,0,0
2908,2026-06,basic,NA,10.4,0,0
2909,2026-04,basic,APAC,64.3,1,0
2910,2026-05,basic,NA,25.0,0,0
2911,2025-11,basic,NA,62.4,1,1
2912,2025-07,basic,EU,44.6,0,0
2913,2026-03,basic,NA,65.6,1,0
2914,2026-04,basic,APAC,12.4,0,0
2915,2025-07,basic,EU,40.1,0,0
2916,2025-08,premium,EU,27.1,0,0
2917,2025-12,premium,NA,39.2,0,0
2918,2026-06,basic,EU,32.8,1,0
2919,2025-08,basic,EU,41.3,0,0
2920,2026-02,basic,APAC,28.6,0,0
2921,2026-05,premium,APAC,43.2,1,0
2922,2025-08,plus,APAC,80.2,1,1
2923,2026-06,plus,EU,47.0,0,0
2924,2026-06,plus,NA,57.8,0,1
2925,2025-12,plus,NA,21.7,0,0
2926,2025-08,basic,NA,63.4,1,0
2927,2026-04,basic,NA,53.5,0,0
2928,2025-09,plus,NA,66.8,0,0
2929,2025-11,basic,NA,52.8,1,0
2930,2025-07,basic,EU,23.5,0,0
2931,2025-11,plus,NA,40.0,1,0
2932,2025-11,plus,NA,56.8,1,0
2933,2025-11,basic,NA,50.9,1,1
2934,2025-09,basic,EU,76.8,0,1
2935,2025-08,basic,NA,21.1,0,1
2936,2026-06,basic,EU,27.5,0,1
2937,2026-05,basic,APAC,12.5,0,0
2938,2026-01,plus,EU,44.5,0,0
2939,2025-11,basic,NA,12.9,0,0
2940,2026-04,plus,EU,27.8,0,0
2941,2026-04,basic,APAC,52.4,0,1
2942,2025-10,basic,EU,25.0,0,0
2943,2025-11,basic,NA,12.3,0,0
2944,2025-10,plus,EU,29.8,0,0
2945,2025-08,premium,EU,58.8,1,1
2946,2025-12,basic,APAC,24.7,0,0
2947,2026-05,plus,NA,36.3,0,0
2948,2026-04,basic,APAC,26.8,0,0
2949,2026-01,basic,EU,71.1,1,1
2950,2026-02,basic,EU,49.5,1,0
2951,2026-05,basic,EU,79.2,1,1
2952,2025-12,premium,NA,60.1,1,1
2953,2026-04,plus,NA,23.6,0,0
2954,2025-08,premium,NA,27.0,0,0
2955,2026-02,plus,NA,89.7,1,1
2956,2025-12,plus,EU,43.0,0,0
2957,2025-07,basic,APAC,51.2,1,0
2958,2026-02,basic,NA,69.6,1,1
2959,2025-10,basic,EU,75.9,1,1
2960,2025-07,basic,NA,31.7,0,0
2961,2025-11,basic,EU,36.6,0,0
2962,2026-02,basic,NA,57.2,1,0
2963,2025-08,plus,NA,12.2,0,0
2964,2026-06,basic,NA,38.7,0,0
2965,2025-08,basic,APAC,40.5,1,0
2966,2025-09,basic,EU,55.6,0,1
2967,2025-08,basic,EU,40.3,0,0
2968,2025-09,basic,NA,58.0,0,0
2969,2025-09,basic,NA,50.2,0,0
2970,2025-12,premium,APAC,73.8,1,1
2971,2026-06,plus,EU,21.4,0,0
2972,2026-03,premium,NA,31.5,0,0
2973,2026-06,basic,APAC,46.8,0,0
2974,2025-12,plus,NA,68.5,0,1
2975,2025-07,plus,EU,7.3,0,0
2976,2025-08,premium,NA,48.8,0,1
2977,2025-10,basic,APAC,40.1,0,1
2978,2026-03,plus,APAC,42.3,0,0
2979,2025-09,basic,NA,26.6,0,0
2980,2026-01,basic,APAC,49.4,1,0
2981,2026-06,basic,APAC,31.8,0,0
2982,2026-04,basic,EU,31.4,0,1
2983,2026-01,premium,EU,25.3,0,0
2984,2025-10,premium,EU,44.4,0,0
2985,2025-11,plus,NA,41.8,0,0
2986,2026-06,basic,NA,17.0,0,0
2987,2025-12,basic,NA,18.5,0,0
2988,2025-08,basic,NA,21.3,0,0
2989,2025-11,plus,NA,39.9,0,0
2990,2026-06,basic,NA,49.5,0,0
2991,2025-11,plus,EU,74.0,1,1
2992,2025-08,basic,NA,78.0,1,1
2993,2026-04,basic,NA,31.5,0,0
2994,2025-10,basic,NA,24.4,0,0
2995,2026-01,basic,EU,63.0,0,1
2996,2025-08,premium,APAC,57.1,0,1
2997,2025-12,plus,EU,59.9,1,1
2998,2026-04,plus,APAC,72.3,1,1
2999,2025-08,basic,APAC,31.0,0,1
3000,2026-03,plus,EU,34.1,0,0
3001,2025-07,basic,EU,74.3,1,1
3002,2026-01,basic,EU,22.7,0,0
3003,2026-05,plus,NA,47.8,0,1
3004,2026-06,basic,NA,83.9,1,1
3005,2025-10,plus,NA,45.6,0,0
3006,2025-09,plus,NA,50.0,0,0
3007,2025-10,basic,NA,39.2,0,0
3008,2025-11,basic,NA,50.4,1,1
3009,2025-11,basic,EU,49.2,0,1
3010,2025-07,plus,NA,25.0,0,0
3011,2025-12,basic,EU,46.9,0,1
3012,2025-12,plus,NA,44.0,0,1
3013,2025-08,plus,NA,22.6,1,0
3014,2025-07,basic,NA,69.5,1,1
3015,2025-08,basic,EU,94.4,1,1
3016,2025-09,basic,NA,48.0,0,1
3017,2025-11,basic,APAC,76.4,0,0
3018,2025-09,premium,EU,22.8,0,0
3019,2026-06,plus,EU,66.2,1,1
3020,2026-01,plus,NA,52.2,1,0
3021,2026-04,basic,APAC,63.2,1,0
3022,2025-10,basic,NA,29.2,0,0
3023,2025-10,basic,APAC,37.9,1,0
3024,2025-07,premium,NA,20.3,0,0
3025,2025-11,plus,APAC,27.5,0,0
3026,2026-03,basic,APAC,33.7,0,1
3027,2025-09,premium,NA,44.8,1,0
3028,2025-09,basic,NA,50.8,1,1
3029,2025-08,plus,APAC,44.0,0,0
3030,2025-09,premium,EU,43.2,1,0
3031,2025-07,plus,NA,21.9,0,0
3032,2026-01,premium,EU,8.5,0,0
3033,2025-09,plus,APAC,41.1,0,0
3034,2026-06,basic,APAC,8.1,0,0
3035,2026-04,plus,NA,36.6,1,1
3036,2026-04,plus,EU,73.9,1,1
3037,2025-12,basic,EU,53.8,0,0
3038,2026-04,premium,NA,43.4,0,0
3039,2026-01,plus,NA,48.7,1,1
3040,2026-02,basic,NA,23.8,0,0
3041,2026-05,basic,NA,69.1,1,0
3042,2025-10,basic,EU,81.1,0,1
3043,2026-01,basic,NA,29.7,0,0
3044,2026-02,plus,EU,45.2,0,0
3045,2026-06,plus,EU,38.8,1,0
3046,2026-04,basic,NA,46.2,0,1
3047,2025-08,basic,NA,15.7,0,0
3048,2025-09,basic,NA,6.1,0,0
3049,2025-08,premium,EU,56.3,0,0
3050,2026-06,premium,NA,29.9,0,0
3051,2026-02,basic,EU,35.0,0,0
3052,2026-04,basic,EU,14.3,0,0
3053,2026-02,premium,EU,72.2,1,1
3054,2026-01,basic,NA,48.4,1,0
3055,2025-08,plus,APAC,73.7,1,1
3056,2025-12,basic,NA,32.0,1,0
3057,2026-03,basic,NA,33.8,0,0
3058,2026-03,plus,EU,15.7,0,0
3059,2025-11,basic,APAC,70.6,1,1
3060,2026-06,plus,EU,22.9,0,0
3061,2025-09,premium,EU,36.7,0,1
3062,2025-10,basic,EU,35.9,0,0
3063,2026-03,basic,EU,35.2,1,0
3064,2025-08,plus,EU,25.2,0,0
3065,2026-01,plus,EU,46.3,0,1
3066,2026-02,basic,NA,62.9,1,1
3067,2025-10,basic,EU,65.4,1,1
3068,2025-11,basic,NA,63.3,1,1
3069,2025-12,basic,NA,2.1,0,0
3070,2025-10,plus,NA,56.4,1,1
3071,2026-04,premium,EU,8.1,0,0
3072,2025-12,plus,EU,23.7,1,0
3073,2025-09,plus,EU,44.8,0,0
3074,2026-02,plus,NA,44.2,1,1
3075,2026-01,basic,NA,61.0,1,0
3076,2025-09,basic,EU,46.4,0,0
3077,2025-07,basic,NA,42.5,0,0
3078,2025-12,basic,NA,67.7,1,1
3079,2026-06,premium,APAC,58.7,1,0
3080,2025-12,plus,NA,40.3,0,0
3081,2025-10,basic,NA,20.4,1,0
3082,2025-09,basic,NA,83.2,1,0
3083,2026-04,basic,NA,11.1,0,0
3084,2025-07,basic,NA,74.9,1,1
3085,2026-01,plus,NA,33.8,1,1
3086,2025-09,premium,NA,40.5,0,0
3087,2025-07,basic,APAC,33.4,0,0
3088,2025-07,plus,EU,45.5,1,0
3089,2025-12,plus,NA,27.7,0,0
3090,2025-07,basic,APAC,35.0,1,0
3091,2026-06,basic,APAC,47.3,1,0
3092,2026-01,basic,NA,49.8,0,1
3093,2025-12,plus,NA,25.9,0,0
3094,2026-06,plus,NA,61.9,1,1
3095,2026-04,plus,EU,59.5,0,0
3096,2025-10,plus,EU,32.5,0,0
3097,2026-04,basic,EU,35.1,0,0
3098,2026-05,basic,EU,55.0,1,0
3099,2025-07,basic,NA,49.6,0,0
3100,2025-11,plus,NA,30.9,1,0
3101,2026-05,basic,EU,6.2,0,0
3102,2026-02,premium,NA,39.7,0,0
3103,2026-06,basic,NA,28.6,0,0
3104,2025-12,basic,NA,52.6,1,0
3105,2025-08,plus,EU,62.1,1,1
3106,2026-06,plus,EU,78.3,0,1
3107,2025-11,plus,NA,17.3,0,0
3108,2026-02,basic,NA,41.3,0,0
3109,2025-12,basic,EU,18.2,0,0
3110,2026-01,plus,EU,30.4,0,0
3111,2026-06,basic,NA,83.2,1,0
3112,2025-11,basic,EU,68.7,1,0
3113,2026-06,basic,EU,9.3,0,0
3114,2026-04,plus,NA,65.9,0,0
3115,2025-07,basic,EU,37.6,0,0
3116,2026-06,basic,NA,58.8,1,1
3117,2026-02,premium,EU,48.9,0,0
3118,2025-10,basic,APAC,19.9,1,0
3119,2026-02,basic,NA,61.9,1,0
3120,2025-08,basic,NA,53.3,0,0
3121,2026-05,basic,EU,45.1,0,1
3122,2026-06,plus,EU,36.9,0,0
3123,2026-06,basic,NA,31.8,0,0
3124,2026-03,basic,NA,50.1,0,1
3125,2026-05,basic,NA,19.6,0,0
3126,2025-07,basic,NA,29.8,0,0
3127,2026-06,basic,APAC,41.9,0,1
3128,2025-09,basic,EU,27.8,0,0
3129,2026-06,basic,EU,46.9,1,0
3130,2026-04,plus,APAC,33.1,0,0
3131,2026-03,basic,NA,47.4,0,1
3132,2026-05,basic,APAC,47.7,0,0
3133,2025-08,basic,APAC,30.8,1,0
3134,2025-07,basic,NA,57.8,1,0
3135,2025-08,basic,APAC,43.7,0,0
3136,2025-08,basic,EU,57.1,0,1
3137,2025-07,basic,NA,56.2,1,0
3138,2025-08,basic,NA,56.1,0,1
3139,2026-01,basic,NA,36.6,0,0
3140,2026-06,basic,EU,32.3,0,0
3141,2025-07,basic,NA,17.2,1,1
3142,2026-06,basic,NA,26.9,1,0
3143,2025-09,premium,EU,42.3,0,0
3144,2026-02,plus,EU,55.5,0,0
3145,2025-12,plus,NA,74.5,1,0
3146,2025-11,basic,NA,4.5,0,0
3147,2025-11,plus,EU,8.4,0,1
3148,2026-01,plus,NA,11.4,1,0
3149,2025-10,basic,EU,70.2,1,0
3150,2026-02,plus,NA,58.3,0,1
3151,2026-03,plus,NA,42.7,0,0
3152,2026-05,basic,APAC,35.4,0,0
3153,2026-01,basic,NA,60.3,1,0
3154,2026-03,basic,NA,27.7,0,0
3155,2025-08,basic,NA,13.4,0,0
3156,2026-03,plus,NA,77.9,1,1
3157,2026-01,plus,NA,45.8,0,1
3158,2026-06,basic,APAC,26.0,0,0
3159,2026-03,basic,NA,36.1,0,0
3160,2025-08,plus,EU,65.5,1,0
3161,2026-03,basic,NA,56.7,1,0
3162,2026-04,plus,NA,28.2,1,0
3163,2026-02,plus,EU,26.7,1,0
3164,2026-06,plus,EU,71.5,1,0
3165,2026-01,plus,NA,54.0,0,1
3166,2025-09,plus,NA,56.4,1,1
3167,2025-07,plus,NA,26.5,0,0
3168,2025-11,premium,APAC,11.8,0,0
3169,2025-09,plus,EU,32.8,0,0
3170,2025-11,basic,APAC,42.0,0,0
3171,2025-12,premium,NA,61.2,1,1
3172,2026-05,premium,NA,44.7,0,1
3173,2025-11,basic,EU,6.2,0,0
3174,2026-02,plus,APAC,55.9,1,0
3175,2026-03,premium,EU,40.9,1,1
3176,2026-02,basic,NA,22.7,0,0
3177,2026-03,basic,NA,53.6,1,1
3178,2026-02,basic,APAC,87.0,0,1
3179,2026-04,plus,EU,67.5,0,0
3180,2025-12,premium,APAC,71.2,1,0
3181,2025-10,basic,EU,24.7,0,0
3182,2025-09,plus,NA,48.7,0,0
3183,2025-07,plus,NA,7.6,0,0
3184,2025-07,plus,NA,38.8,0,0
3185,2025-07,plus,NA,46.2,0,1
3186,2025-10,plus,EU,55.6,0,1
3187,2025-11,basic,NA,54.5,0,1
3188,2026-06,basic,NA,53.2,1,0
3189,2025-12,basic,NA,27.6,0,0
3190,2026-04,basic,APAC,32.2,0,0
3191,2026-01,plus,EU,43.3,0,0
3192,2025-09,premium,NA,41.5,0,0
3193,2025-12,basic,EU,91.6,1,1
3194,2025-10,plus,APAC,63.3,0,1
3195,2026-02,basic,EU,28.6,0,0
3196,2026-01,basic,NA,57.6,1,0
3197,2025-08,basic,NA,7.5,0,0
3198,2026-02,basic,EU,43.8,0,1
3199,2026-01,premium,NA,22.5,0,0
3200,2025-07,basic,NA,46.7,1,0
3201,2026-03,basic,NA,46.1,1,1
3202,2025-07,basic,NA,62.1,1,0
3203,2025-11,plus,NA,52.4,0,0
3204,2026-02,basic,NA,4.9,0,0
3205,2026-02,premium,NA,17.0,0,0
3206,2026-02,plus,EU,38.5,0,0
3207,2026-02,basic,APAC,53.4,0,0
3208,2026-01,basic,NA,32.6,0,0
3209,2025-11,plus,EU,41.0,0,1
3210,2025-10,plus,NA,35.9,0,0
3211,2026-04,basic,EU,39.5,0,0
3212,2025-12,basic,NA,43.5,1,1
3213,2026-03,basic,APAC,2.8,0,0
3214,2026-02,premium,NA,71.0,1,1
3215,2026-02,plus,NA,24.4,0,0
3216,2025-09,basic,EU,33.9,0,0
3217,2026-02,basic,EU,71.6,1,0
3218,2025-07,basic,NA,20.1,0,0
3219,2026-02,premium,NA,17.2,0,0
3220,2025-12,basic,EU,55.3,1,0
3221,2025-12,basic,APAC,27.6,0,0
3222,2026-03,plus,EU,44.7,1,1
3223,2026-03,basic,NA,34.7,0,0
3224,2025-09,plus,APAC,65.2,0,1
3225,2026-01,basic,EU,17.3,0,0
