opportunity_id,team,deal_size_band,deal_value_k,won
3310,B,enterprise,721.1,0
3311,B,mid,29.5,0
3312,A,smb,14.7,1
3313,B,enterprise,394.5,0
3314,B,enterprise,120.5,0
3315,A,smb,8.8,1
3316,A,smb,18.2,0
3317,A,mid,35.4,0
3318,B,enterprise,157.6,1
3319,B,enterprise,338.7,0
3320,A,smb,13.5,1
3321,A,smb,10.7,0
3322,B,mid,27.2,1
3323,A,mid,40.2,1
3324,B,mid,23.7,0
3325,B,enterprise,198.8,0
3326,B,smb,12.3,0
3327,B,smb,4.4,1
3328,B,enterprise,563.0,0
3329,A,smb,5.1,0
3330,A,mid,32.2,0
3331,B,smb,12.4,1
3332,A,mid,81.3,0
3333,B,mid,57.1,0
3334,B,smb,19.5,1
3335,A,smb,18.7,1
3336,B,mid,64.9,1
3337,A,mid,79.6,1
3338,A,smb,18.8,0
3339,A,smb,13.0,0
3340,B,enterprise,449.2,1
3341,B,mid,26.1,0
3342,A,mid,59.7,0
3343,B,enterprise,541.1,0
3344,A,mid,62.7,0
3345,B,enterprise,537.3,0
3346,A,enterprise,222.7,0
3347,A,smb,16.9,0
3348,B,mid,89.3,0
3349,B,enterprise,366.5,1
3350,B,mid,91.0,0
3351,A,mid,22.6,0
3352,A,smb,15.9,0
3353,B,enterprise,615.6,0
3354,B,enterprise,280.5,0
3355,A,smb,3.9,0
3356,A,smb,17.3,0
3357,B,enterprise,748.6,0
3358,A,smb,3.5,0
3359,A,mid,33.6,0
3360,A,smb,8.6,1
3361,B,mid,56.4,0
3362,A,mid,39.6,1
3363,B,mid,80.4,0
3364,B,mid,96.3,1
3365,B,mid,48.2,1
3366,A,smb,7.9,0
3367,A,smb,7.0,0
3368,A,smb,15.7,1
3369,B,enterprise,556.9,0
3370,A,smb,2.4,0
3371,A,enterprise,564.9,0
3372,B,smb,9.7,0
3373,A,enterprise,438.3,0
3374,B,enterprise,687.3,0
3375,A,smb,12.1,1
3376,B,mid,86.4,1
3377,A,smb,5.6,1
3378,A,smb,16.4,1
3379,B,enterprise,109.0,1
3380,A,enterprise,618.3,1
3381,B,enterprise,477.5,1
3382,A,smb,18.2,0
3383,A,enterprise,253.8,0
3384,A,mid,94.7,0
3385,A,smb,12.8,0
3386,B,mid,35.1,0
3387,B,mid,73.8,1
3388,B,enterprise,463.8,0
3389,A,smb,2.1,0
3390,A,mid,65.6,0
3391,B,enterprise,149.8,1
3392,A,smb,14.8,1
3393,A,smb,12.4,0
3394,A,smb,16.6,1
3395,B,mid,21.8,0
3396,A,smb,16.4,0
3397,B,enterprise,563.4,0
3398,B,enterprise,370.4,0
3399,A,mid,57.4,0
3400,B,mid,82.7,0
3401,B,enterprise,411.3,0
3402,B,enterprise,489.8,0
3403,B,mid,88.3,0
3404,B,mid,54.7,1
3405,B,mid,93.7,1
3406,B,enterprise,126.2,0
3407,A,smb,19.1,1
3408,A,smb,15.9,0
3409,B,mid,95.7,0
3410,A,mid,79.5,0
3411,A,smb,9.6,1
3412,A,mid,94.2,0
3413,B,enterprise,729.2,0
3414,B,enterprise,250.3,1
3415,B,mid,52.6,1
3416,B,enterprise,481.7,1
3417,A,smb,10.7,0
3418,A,smb,3.7,1
3419,B,enterprise,599.1,1
3420,B,enterprise,595.1,0
3421,B,mid,53.7,1
3422,B,enterprise,713.3,0
3423,A,enterprise,465.1,0
3424,B,mid,70.5,0
3425,A,smb,19.3,1
3426,A,mid,91.2,0
3427,A,smb,7.6,0
3428,B,enterprise,207.2,0
3429,A,smb,4.1,0
3430,A,smb,5.7,0
3431,A,smb,7.5,1
3432,B,enterprise,550.8,0
3433,A,mid,91.3,0
3434,A,enterprise,617.1,0
3435,B,enterprise,338.6,1
3436,A,smb,13.3,0
3437,B,mid,23.8,1
3438,A,smb,15.8,0
3439,B,enterprise,193.7,0
3440,B,mid,29.1,1
3441,A,mid,45.5,1
3442,B,enterprise,319.8,0
3443,B,mid,42.1,0
3444,B,enterprise,571.3,0
3445,B,enterprise,769.4,1
3446,A,mid,57.8,0
3447,A,smb,8.3,0
3448,B,enterprise,544.9,0
3449,B,mid,80.5,0
3450,A,smb,19.4,0
3451,B,enterprise,737.0,0
3452,A,mid,33.8,0
3453,A,smb,7.3,0
3454,B,enterprise,543.5,1
3455,B,smb,19.6,0
3456,B,enterprise,679.5,1
3457,B,enterprise,668.9,0
3458,A,smb,4.4,0
3459,B,enterprise,693.4,0
3460,B,smb,11.3,0
3461,A,smb,16.3,1
3462,A,mid,75.6,0
3463,B,enterprise,224.6,0
3464,B,enterprise,698.2,0
3465,B,enterprise,572.5,0
3466,B,enterprise,410.5,0
3467,A,mid,89.6,0
3468,B,enterprise,288.8,0
3469,B,enterprise,205.9,1
3470,B,enterprise,780.0,0
3471,A,smb,12.7,0
3472,A,smb,4.4,1
3473,B,enterprise,164.8,0
3474,B,smb,15.3,0
3475,B,enterprise,535.7,0
3476,B,enterprise,499.2,0
3477,B,enterprise,687.8,0
3478,B,enterprise,312.7,1
3479,B,enterprise,399.7,1
3480,A,smb,7.6,1
3481,A,smb,19.2,1
3482,A,smb,16.1,0
3483,B,enterprise,794.5,0
3484,A,mid,99.6,0
3485,B,enterprise,274.8,1
3486,A,smb,18.3,0
3487,B,mid,38.2,0
3488,B,enterprise,528.3,1
3489,A,smb,2.0,1
3490,A,smb,15.5,0
3491,A,smb,11.1,0
3492,B,mid,55.4,0
3493,B,enterprise,583.5,0
3494,B,enterprise,186.1,0
3495,A,smb,12.9,1
3496,A,mid,31.2,1
3497,B,mid,83.3,0
3498,B,enterprise,744.5,0
3499,B,enterprise,330.4,0
3500,B,mid,87.3,1
3501,A,smb,13.0,0
3502,A,mid,26.0,1
3503,A,enterprise,476.2,0
3504,B,enterprise,266.1,0
3505,A,smb,11.9,0
3506,B,enterprise,654.3,0
3507,B,enterprise,144.0,1
3508,B,enterprise,184.0,0
3509,B,enterprise,575.2,0
3510,A,smb,16.3,1
3511,A,smb,6.9,0
3512,B,mid,42.8,0
3513,A,smb,12.3,0
3514,A,smb,8.8,0
3515,B,enterprise,742.4,0
3516,A,smb,7.7,0
3517,B,enterprise,219.7,0
3518,A,smb,17.6,0
3519,B,mid,52.0,0
3520,B,smb,10.5,1
3521,B,enterprise,326.5,0
3522,A,enterprise,391.4,0
3523,B,enterprise,442.6,0
3524,A,smb,14.3,0
3525,A,mid,71.2,1
3526,B,mid,55.4,1
3527,B,enterprise,770.4,0
3528,A,mid,43.9,0
3529,B,enterprise,732.3,0
3530,B,mid,75.5,1
3531,A,enterprise,737.1,0
3532,B,enterprise,171.0,0
3533,B,mid,46.2,0
3534,B,enterprise,431.9,1
3535,A,smb,2.8,0
3536,B,enterprise,530.8,0
3537,A,smb,4.7,0
3538,A,enterprise,238.5,0
3539,A,smb,8.5,0
3540,B,enterprise,508.1,0
3541,A,smb,5.1,0
3542,B,mid,94.1,1
3543,B,mid,90.8,0
3544,B,enterprise,550.0,0
3545,A,smb,10.9,0
3546,B,smb,18.4,0
3547,B,enterprise,523.4,0
3548,A,smb,11.3,1
3549,B,enterprise,473.1,0
3550,B,mid,77.3,0
3551,B,mid,78.7,0
3552,A,smb,11.4,1
3553,A,smb,11.9,1
3554,A,smb,7.8,1
3555,A,mid,25.1,0
3556,A,mid,90.1,0
3557,B,smb,7.9,0
3558,B,enterprise,782.6,1
3559,A,smb,14.4,0
3560,A,smb,16.0,0
3561,B,enterprise,688.6,0
3562,B,mid,94.8,0
3563,B,enterprise,533.8,0
3564,B,enterprise,732.4,0
3565,A,smb,2.4,1
3566,B,enterprise,128.6,1
3567,A,smb,19.6,1
3568,B,enterprise,406.9,0
3569,A,smb,14.8,1
3570,B,enterprise,543.2,1
3571,A,smb,10.0,0
3572,A,mid,97.6,1
3573,A,enterprise,624.1,0
3574,A,enterprise,234.5,1
3575,A,mid,55.4,1
3576,A,smb,17.3,0
3577,B,smb,3.0,0
3578,B,enterprise,297.8,0
3579,B,mid,90.5,1
3580,A,smb,4.6,0
3581,B,mid,20.7,0
3582,B,smb,12.8,0
3583,B,enterprise,113.6,0
3584,B,enterprise,776.0,0
3585,A,smb,15.1,1
3586,A,mid,60.1,1
3587,A,smb,4.6,0
3588,B,enterprise,141.4,0
3589,B,enterprise,519.3,0
3590,B,enterprise,516.0,0
3591,A,smb,7.0,0
3592,B,mid,34.2,1
3593,B,enterprise,501.6,1
3594,B,mid,56.4,1
3595,A,mid,71.2,0
3596,B,smb,15.0,1
3597,B,mid,70.4,0
3598,B,enterprise,186.4,1
3599,A,enterprise,191.6,0
3600,A,mid,22.6,1
3601,A,mid,77.0,0
3602,B,enterprise,222.1,0
3603,A,mid,65.7,1
3604,B,enterprise,350.6,0
3605,B,smb,8.5,0
3606,A,enterprise,692.4,0
3607,B,enterprise,533.5,0
3608,B,enterprise,199.6,0
3609,B,mid,28.8,0
3610,B,enterprise,122.7,1
3611,A,mid,62.8,1
3612,B,mid,85.2,0
3613,A,mid,53.0,0
3614,B,enterprise,337.5,1
3615,A,smb,16.0,0
3616,A,smb,8.7,1
3617,A,smb,8.9,1
3618,B,enterprise,176.9,1
3619,A,mid,48.8,0
3620,A,smb,2.1,0
3621,A,mid,21.2,1
3622,B,enterprise,730.7,0
3623,B,mid,54.3,0
3624,A,smb,8.3,0
3625,B,enterprise,797.8,0
3626,B,enterprise,256.1,0
3627,B,mid,88.6,1
3628,B,enterprise,365.3,1
3629,B,enterprise,155.3,0
3630,B,mid,21.2,1
3631,B,enterprise,493.4,0
3632,B,mid,89.6,0
3633,B,mid,43.4,0
3634,A,smb,14.0,1
3635,A,enterprise,227.2,0
3636,B,enterprise,334.4,1
3637,B,enterprise,663.1,1
3638,A,mid,46.2,1
3639,A,mid,37.1,1
3640,B,enterprise,341.3,1
3641,A,mid,81.5,0
3642,A,smb,11.1,1
3643,A,smb,12.3,0
3644,A,smb,4.9,1
3645,B,enterprise,245.1,0
3646,A,mid,35.4,0
3647,B,enterprise,651.1,0
3648,A,smb,11.2,0
3649,A,smb,5.8,0
3650,B,enterprise,368.3,0
3651,B,smb,17.4,0
3652,A,smb,13.1,0
3653,B,enterprise,334.7,0
3654,A,mid,68.0,0
3655,A,smb,14.9,1
3656,A,enterprise,769.9,0
3657,A,mid,69.6,1
3658,A,smb,19.5,0
3659,A,smb,9.9,0
3660,A,smb,13.2,0
3661,B,enterprise,745.5,1
3662,B,smb,18.6,0
3663,A,mid,73.5,0
3664,B,enterprise,238.8,0
3665,B,mid,31.6,0
3666,B,mid,42.8,1
3667,B,mid,73.3,0
3668,A,mid,28.9,0
3669,B,smb,6.1,0
3670,B,enterprise,548.6,1
3671,B,enterprise,384.8,0
3672,B,mid,28.7,1
3673,B,enterprise,589.7,1
3674,B,enterprise,493.1,1
3675,B,enterprise,397.6,0
3676,A,smb,14.3,1
3677,B,enterprise,366.3,0
3678,B,mid,25.6,0
3679,A,smb,12.1,0
3680,B,enterprise,116.8,0
3681,B,enterprise,540.0,0
3682,B,enterprise,462.1,0
3683,A,mid,46.5,1
3684,A,smb,9.2,0
3685,A,enterprise,461.1,0
3686,B,enterprise,749.6,1
3687,A,smb,7.1,1
3688,B,enterprise,406.3,1
3689,B,mid,38.4,0
3690,A,enterprise,795.5,0
3691,A,smb,11.9,1
3692,B,enterprise,277.7,0
3693,B,enterprise,671.6,0
3694,A,smb,8.0,0
3695,B,enterprise,419.7,1
3696,A,smb,6.1,0
3697,B,enterprise,355.5,1
3698,B,enterprise,174.3,1
3699,B,mid,56.9,1
3700,A,smb,9.1,0
3701,A,smb,12.7,0
3702,B,enterprise,117.4,0
3703,B,enterprise,233.0,0
3704,A,mid,42.1,0
3705,A,enterprise,169.4,0
3706,A,mid,80.3,1
3707,B,enterprise,658.4,1
3708,B,enterprise,161.7,0
3709,B,smb,20.0,0
3710,B,enterprise,245.1,0
3711,B,enterprise,134.1,1
3712,B,enterprise,784.5,0
3713,A,smb,5.3,1
3714,A,mid,33.2,0
3715,A,smb,4.3,0
3716,A,enterprise,630.6,0
3717,B,enterprise,502.2,0
3718,A,smb,4.4,0
3719,A,smb,4.8,0
3720,B,enterprise,119.6,0
3721,B,enterprise,501.0,0
3722,B,enterprise,171.4,0
3723,A,mid,40.7,0
3724,A,mid,29.3,0
3725,B,smb,6.3,0
3726,A,mid,57.1,0
3727,A,smb,16.0,0
3728,B,mid,93.4,0
3729,A,mid,79.2,0
3730,A,smb,2.7,0
3731,B,enterprise,605.1,0
3732,B,enterprise,569.1,0
3733,B,mid,83.3,1
3734,A,mid,37.6,0
3735,A,mid,40.7,0
3736,B,enterprise,354.0,0
3737,A,smb,17.3,0
3738,B,enterprise,201.5,0
3739,B,enterprise,611.0,0
3740,B,mid,44.2,0
3741,B,mid,25.3,0
3742,B,mid,92.7,1
3743,B,enterprise,414.5,0
3744,A,smb,15.0,0
3745,A,smb,15.7,1
3746,B,enterprise,719.6,0
3747,A,mid,38.7,0
3748,B,smb,7.0,1
3749,A,smb,18.8,0
3750,B,mid,26.2,0
3751,A,mid,20.1,0
3752,A,smb,13.1,1
3753,A,smb,11.3,0
3754,B,enterprise,114.2,1
3755,B,enterprise,146.9,0
3756,B,mid,49.3,1
3757,B,mid,29.2,0
3758,A,smb,3.0,0
3759,A,smb,10.3,1
3760,B,mid,59.6,0
3761,A,smb,9.0,1
3762,A,mid,65.8,1
3763,B,smb,12.8,1
3764,A,mid,76.4,0
3765,B,mid,36.8,0
3766,B,enterprise,748.8,1
3767,A,enterprise,348.8,0
3768,B,mid,26.3,0
3769,A,mid,34.3,1
3770,A,smb,16.6,0
3771,A,mid,24.4,0
3772,A,smb,14.8,1
3773,A,mid,87.3,0
3774,B,enterprise,694.9,0
3775,A,smb,14.4,0
3776,A,smb,7.3,0
3777,B,enterprise,261.5,0
3778,B,enterprise,110.3,0
3779,B,enterprise,129.5,0
3780,B,enterprise,734.2,0
3781,B,mid,73.0,0
3782,A,smb,5.1,0
3783,A,mid,52.9,0
3784,A,smb,13.7,1
3785,A,smb,7.0,1
3786,B,mid,24.6,0
3787,A,smb,4.5,0
3788,A,smb,12.4,0
3789,B,enterprise,365.5,1
3790,B,enterprise,183.3,1
3791,B,enterprise,321.6,0
3792,B,mid,42.6,0
3793,A,smb,15.0,0
3794,B,mid,48.1,1
3795,A,mid,54.5,0
3796,A,enterprise,529.4,0
3797,A,mid,57.3,1
3798,B,mid,23.3,0
3799,A,mid,76.9,0
3800,A,mid,82.2,0
3801,A,smb,2.3,0
3802,B,enterprise,701.4,0
3803,A,smb,10.3,0
3804,A,smb,17.5,0
3805,A,enterprise,730.7,0
3806,A,smb,19.1,1
3807,B,mid,63.0,1
3808,B,mid,92.6,0
3809,B,enterprise,578.5,0
3810,A,smb,13.8,0
3811,A,mid,53.2,0
3812,A,smb,16.7,0
3813,B,enterprise,385.6,0
3814,A,smb,17.8,0
3815,B,enterprise,192.9,0
3816,A,enterprise,318.4,1
3817,B,smb,12.5,1
3818,A,smb,2.4,1
3819,B,enterprise,619.3,0
3820,A,smb,2.8,0
3821,B,mid,25.2,0
3822,B,enterprise,684.7,0
3823,A,smb,8.5,1
3824,A,smb,11.7,0
3825,A,enterprise,269.6,0
3826,B,enterprise,753.3,1
3827,A,smb,13.0,0
3828,B,mid,63.5,0
3829,A,smb,19.8,1
3830,A,smb,11.3,1
3831,A,enterprise,338.8,0
3832,B,enterprise,490.6,0
3833,A,smb,5.0,1
3834,B,mid,86.3,0
3835,A,mid,54.4,0
3836,B,mid,94.7,1
3837,B,mid,48.8,0
3838,A,smb,5.9,1
3839,B,mid,81.4,0
3840,B,mid,54.7,1
3841,A,mid,25.7,0
3842,B,enterprise,378.4,0
3843,B,enterprise,759.5,1
3844,B,mid,60.7,0
3845,B,enterprise,272.1,0
3846,B,enterprise,435.9,0
3847,A,mid,23.0,0
3848,B,enterprise,215.6,0
3849,B,smb,9.3,1
3850,B,enterprise,492.1,0
3851,B,enterprise,796.5,0
3852,B,enterprise,153.8,0
3853,B,enterprise,756.9,0
3854,B,enterprise,267.9,1
3855,A,mid,55.3,0
3856,A,smb,3.6,1
3857,B,enterprise,661.3,0
3858,B,smb,19.4,1
3859,A,smb,16.3,0
3860,B,enterprise,369.9,0
3861,B,enterprise,581.8,0
3862,A,smb,13.0,1
3863,B,mid,69.4,0
3864,A,mid,46.2,0
3865,B,enterprise,193.0,1
3866,A,smb,9.5,0
3867,B,enterprise,601.5,0
3868,A,mid,72.6,1
3869,B,enterprise,592.2,0
3870,A,mid,54.4,0
3871,B,enterprise,101.6,0
3872,A,mid,98.1,0
3873,A,mid,66.9,0
3874,B,enterprise,266.9,0
3875,B,enterprise,348.9,0
3876,B,enterprise,515.8,0
3877,B,mid,92.1,1
3878,A,smb,2.1,1
3879,B,enterprise,114.6,0
3880,B,enterprise,249.1,0
3881,A,mid,81.7,0
3882,A,smb,15.6,1
3883,B,enterprise,478.9,1
3884,B,mid,57.9,1
3885,A,smb,6.8,0
3886,A,smb,7.4,0
3887,A,enterprise,725.3,1
3888,B,mid,93.8,0
3889,A,smb,12.7,0
3890,A,smb,5.8,1
3891,A,mid,59.6,0
3892,A,smb,14.3,0
3893,A,enterprise,183.3,0
3894,A,smb,5.7,0
3895,B,smb,11.8,1
3896,B,enterprise,588.8,0
3897,B,enterprise,466.0,0
3898,B,enterprise,307.2,0
3899,B,smb,14.3,0
3900,B,enterprise,785.6,0
3901,A,smb,19.5,1
3902,B,enterprise,395.8,0
3903,A,enterprise,512.9,0
3904,A,smb,13.5,1
3905,A,smb,18.4,0
3906,B,mid,76.8,0
3907,B,smb,9.5,1
3908,B,mid,32.0,0
3909,A,smb,4.5,1
3910,A,smb,8.3,1
3911,B,enterprise,494.8,0
3912,A,mid,98.0,0
3913,B,enterprise,275.3,0
3914,B,enterprise,314.4,0
3915,A,smb,13.9,0
3916,A,smb,8.3,0
3917,A,mid,33.3,0
3918,A,smb,17.9,1
3919,B,enterprise,709.8,0
3920,B,enterprise,213.6,0
3921,A,mid,32.7,0
3922,A,enterprise,255.6,0
3923,B,mid,21.8,0
3924,A,smb,8.1,0
3925,A,mid,62.6,0
3926,B,enterprise,522.6,0
3927,A,mid,50.1,0
3928,B,enterprise,585.2,0
3929,B,enterprise,414.5,1
3930,B,enterprise,262.2,0
3931,B,enterprise,171.6,0
3932,A,smb,2.6,0
3933,B,mid,26.9,0
3934,A,smb,4.7,0
3935,B,enterprise,688.3,0
3936,B,enterprise,125.1,1
3937,A,enterprise,555.9,0
3938,A,smb,15.7,1
3939,B,enterprise,213.4,1
3940,A,smb,17.5,1
3941,A,smb,15.3,0
3942,B,mid,41.4,0
3943,B,mid,77.6,0
3944,A,mid,22.8,1
3945,B,enterprise,174.9,0
3946,A,smb,18.1,1
3947,A,smb,2.6,0
3948,B,enterprise,549.4,0
3949,A,smb,3.3,0
3950,B,smb,2.6,0
3951,B,mid,30.6,1
3952,B,enterprise,312.6,0
3953,B,mid,58.0,0
3954,A,enterprise,630.2,0
3955,A,mid,44.4,1
3956,A,smb,6.1,1
3957,B,enterprise,779.5,0
3958,B,enterprise,720.7,1
3959,A,mid,70.9,0
3960,B,enterprise,146.6,0
3961,B,mid,64.9,1
3962,A,mid,62.7,1
3963,A,enterprise,220.4,0
3964,B,mid,80.0,0
3965,A,mid,37.9,1
3966,B,enterprise,768.3,0
3967,A,smb,4.4,1
3968,A,enterprise,733.6,1
3969,B,enterprise,173.6,0
3970,A,smb,9.0,1
3971,A,mid,35.6,0
3972,B,enterprise,403.6,0
3973,A,smb,8.2,1
3974,B,enterprise,629.9,0
3975,B,mid,47.3,0
3976,B,mid,41.5,0
3977,A,smb,13.9,1
3978,A,smb,7.6,1
3979,B,enterprise,340.6,1
3980,A,mid,91.7,1
3981,A,smb,4.7,0
3982,A,smb,15.2,0
3983,A,mid,84.5,1
3984,A,smb,3.1,0
3985,A,smb,8.4,1
3986,A,smb,6.9,0
3987,A,smb,11.2,0
3988,B,mid,23.7,0
3989,B,enterprise,251.2,0
3990,A,smb,2.6,0
3991,B,enterprise,362.0,0
3992,A,smb,4.0,1
3993,B,enterprise,268.1,1
3994,A,smb,16.7,0
3995,B,enterprise,537.1,0
3996,B,enterprise,738.8,0
3997,B,mid,24.0,0
3998,B,enterprise,685.1,0
3999,B,enterprise,446.1,0
4000,A,mid,35.6,0
4001,A,mid,62.4,0
4002,B,enterprise,737.7,1
4003,A,enterprise,616.0,0
4004,A,smb,19.4,1
4005,B,mid,98.9,1
4006,A,smb,15.6,1
4007,A,mid,21.6,0
4008,A,smb,3.7,0
4009,A,smb,2.6,0
4010,B,mid,67.0,0
4011,A,smb,14.4,1
4012,B,mid,49.2,1
4013,B,mid,44.9,1
4014,B,enterprise,715.2,0
4015,A,enterprise,500.5,0
4016,B,enterprise,366.2,1
4017,B,smb,10.7,0
4018,A,mid,49.8,0
4019,B,mid,37.3,0
4020,A,smb,3.9,0
4021,A,mid,95.9,0
4022,A,smb,12.0,0
4023,A,enterprise,427.6,1
4024,A,mid,92.7,0
4025,A,smb,2.3,0
4026,B,enterprise,578.2,0
4027,B,enterprise,398.4,1
4028,B,mid,79.7,1
4029,B,mid,85.7,0
4030,A,smb,18.7,0
4031,A,mid,62.2,0
4032,B,enterprise,332.6,0
4033,A,smb,9.1,0
4034,B,smb,7.7,0
4035,A,mid,93.9,0
4036,A,mid,53.1,0
4037,A,smb,3.4,1
4038,A,mid,71.6,0
4039,B,smb,10.1,0
4040,A,mid,95.5,0
4041,B,mid,80.0,0
4042,B,mid,99.5,0
4043,A,mid,30.9,1
4044,A,smb,5.5,0
4045,A,smb,3.6,0
4046,A,smb,2.6,1
4047,A,mid,41.5,0
4048,A,smb,6.7,0
4049,B,enterprise,424.6,0
4050,B,enterprise,755.5,0
4051,B,enterprise,116.2,0
4052,A,smb,4.4,0
4053,A,smb,17.0,1
4054,A,mid,81.9,0
4055,A,mid,91.5,0
4056,B,enterprise,318.7,0
4057,B,enterprise,638.5,0
4058,A,smb,19.8,1
4059,B,enterprise,114.9,0
4060,A,smb,17.6,1
4061,B,enterprise,114.8,0
4062,A,smb,3.9,1
4063,A,mid,59.0,0
4064,B,mid,72.6,1
4065,B,mid,93.4,0
4066,B,mid,75.4,0
4067,B,enterprise,497.8,1
4068,A,smb,7.1,1
4069,A,enterprise,589.8,0
4070,B,mid,94.3,1
4071,A,smb,7.3,0
4072,A,smb,2.4,0
4073,B,enterprise,413.8,1
4074,A,enterprise,463.4,0
4075,A,enterprise,708.1,0
4076,B,mid,78.9,1
4077,A,mid,51.9,1
4078,B,enterprise,187.3,0
4079,B,mid,63.5,1
4080,A,smb,4.0,1
4081,B,mid,45.4,1
4082,A,smb,6.7,0
4083,B,enterprise,653.1,0
4084,A,mid,89.0,1
4085,B,mid,78.5,0
4086,B,enterprise,740.6,1
4087,A,smb,14.7,1
4088,B,enterprise,259.1,0
4089,B,enterprise,482.9,0
4090,B,enterprise,353.7,0
4091,A,smb,18.5,1
4092,A,smb,18.3,0
4093,B,enterprise,600.7,0
4094,B,smb,6.1,1
4095,B,enterprise,642.9,0
4096,B,enterprise,212.1,0
4097,A,smb,7.8,0
4098,B,enterprise,494.0,1
4099,A,smb,6.9,1
4100,B,enterprise,321.9,0
4101,B,enterprise,424.9,0
4102,A,mid,70.1,1
4103,A,smb,11.7,1
4104,A,smb,6.0,1
4105,B,enterprise,749.3,1
4106,B,mid,28.9,1
4107,A,mid,43.2,0
4108,A,enterprise,201.5,0
4109,B,enterprise,555.4,1
4110,B,enterprise,685.3,0
4111,A,smb,12.3,1
4112,B,enterprise,253.0,0
4113,B,mid,87.3,1
4114,A,mid,33.9,0
4115,A,smb,15.7,1
4116,A,mid,65.9,1
4117,B,enterprise,269.8,0
4118,A,smb,7.9,1
4119,A,mid,24.6,0
4120,B,mid,24.9,1
4121,B,mid,85.0,0
4122,A,smb,16.9,1
4123,A,smb,11.5,0
4124,A,smb,12.0,0
4125,B,enterprise,593.2,0
4126,A,smb,17.8,0
4127,A,smb,15.0,1
4128,B,enterprise,578.5,0
4129,A,smb,5.8,0
4130,B,mid,72.3,0
4131,A,mid,66.5,0
4132,A,smb,15.9,1
4133,A,mid,22.8,1
4134,A,mid,46.4,0
4135,A,smb,9.3,0
4136,A,smb,19.2,0
4137,A,smb,17.3,0
4138,A,smb,18.4,1
4139,B,enterprise,179.4,0
4140,A,smb,3.0,0
4141,A,smb,4.1,0
4142,B,enterprise,522.9,0
4143,B,mid,45.2,1
4144,B,enterprise,622.3,1
4145,B,enterprise,210.9,0
4146,B,enterprise,508.5,0
4147,A,smb,18.9,1
4148,B,enterprise,553.1,1
4149,B,mid,67.9,1
4150,A,smb,15.0,0
4151,A,mid,44.4,0
4152,A,smb,17.4,0
4153,B,mid,77.5,0
4154,A,mid,56.3,0
4155,A,mid,65.6,0
4156,B,mid,58.9,0
4157,A,smb,14.7,1
4158,B,mid,42.1,0
4159,A,mid,30.5,0
4160,B,enterprise,703.5,1
4161,A,smb,7.8,0
4162,B,mid,36.1,0
4163,A,mid,89.5,0
4164,B,enterprise,792.8,0
4165,B,smb,11.9,0
4166,B,enterprise,105.7,0
4167,A,mid,96.8,0
4168,B,mid,81.4,0
4169,A,smb,19.3,0
4170,B,enterprise,205.3,0
4171,B,enterprise,673.5,0
4172,B,enterprise,193.2,0
4173,B,enterprise,459.8,0
4174,A,mid,75.9,0
4175,B,enterprise,425.9,0
4176,A,smb,8.7,1
4177,B,mid,71.2,0
4178,A,mid,49.5,1
4179,B,enterprise,358.2,1
4180,B,enterprise,488.5,0
4181,A,mid,29.3,0
4182,A,mid,29.9,0
4183,B,enterprise,388.9,0
4184,B,enterprise,781.9,0
4185,B,smb,16.8,1
4186,A,mid,84.4,1
4187,A,smb,9.1,0
4188,A,smb,8.5,1
4189,B,mid,34.9,0
4190,A,enterprise,422.0,0
4191,B,enterprise,471.8,1
4192,B,enterprise,450.6,0
4193,A,smb,10.8,1
4194,B,mid,39.9,0
4195,B,enterprise,534.3,1
4196,B,enterprise,532.4,0
4197,B,mid,74.7,0
4198,B,enterprise,253.5,0
4199,B,smb,12.2,1
4200,B,enterprise,107.7,1
4201,B,enterprise,186.5,0
4202,B,smb,12.8,1
4203,A,enterprise,353.1,1
4204,A,enterprise,778.3,0
4205,B,mid,69.6,0
4206,A,smb,18.3,0
4207,A,smb,11.3,0
4208,B,enterprise,541.0,1
4209,B,enterprise,268.0,0
4210,A,smb,19.2,0
4211,B,enterprise,631.4,1
4212,B,enterprise,783.2,0
4213,A,smb,12.2,1
4214,B,mid,71.2,0
4215,B,enterprise,311.5,1
4216,A,smb,4.6,1
4217,B,smb,7.1,0
4218,A,enterprise,378.6,1
4219,A,smb,6.7,1
4220,A,smb,3.8,0
4221,B,enterprise,345.4,0
4222,B,enterprise,791.3,0
4223,B,mid,28.7,0
4224,B,enterprise,130.7,0
4225,B,enterprise,726.9,0
4226,B,enterprise,218.5,0
4227,B,enterprise,381.4,0
4228,A,mid,30.2,0
4229,B,enterprise,785.4,0
4230,A,mid,20.1,0
4231,A,mid,79.9,0
4232,B,smb,7.0,0
4233,A,mid,59.2,1
4234,B,enterprise,632.2,1
4235,B,enterprise,266.4,1
4236,B,enterprise,288.2,0
4237,A,mid,96.4,0
4238,A,mid,95.3,0
4239,A,mid,85.7,1
4240,A,mid,71.1,0
4241,A,smb,5.0,0
4242,A,smb,14.3,0
4243,A,smb,4.7,1
4244,B,enterprise,555.3,0
4245,B,enterprise,187.4,0
4246,A,smb,17.7,0
4247,B,enterprise,735.0,0
4248,A,smb,15.6,0
4249,B,mid,70.2,0
4250,A,smb,15.0,0
4251,B,smb,2.2,1
4252,B,enterprise,425.2,0
4253,A,smb,11.1,0
4254,A,smb,10.7,1
4255,A,smb,2.8,0
4256,B,enterprise,578.6,0
