impression_id,arm,clicked,purchased
2423,legacy_rule,0,0
2424,ctr_bandit,0,0
2425,legacy_rule,0,0
2426,ctr_bandit,0,0
2427,legacy_rule,0,0
2428,ctr_bandit,0,0
2429,ctr_bandit,0,0
2430,ctr_bandit,0,0
2431,legacy_rule,0,0
2432,legacy_rule,1,0
2433,legacy_rule,0,0
2434,ctr_bandit,0,0
2435,ctr_bandit,0,0
2436,ctr_bandit,0,0
2437,legacy_rule,0,0
2438,legacy_rule,0,0
2439,ctr_bandit,0,0
2440,ctr_bandit,1,0
2441,ctr_bandit,1,0
2442,ctr_bandit,0,0
2443,ctr_bandit,0,0
2444,ctr_bandit,1,0
2445,ctr_bandit,1,1
2446,legacy_rule,0,0
2447,legacy_rule,0,0
2448,legacy_rule,1,0
2449,legacy_rule,0,0
2450,ctr_bandit,0,0
2451,ctr_bandit,0,0
2452,legacy_rule,0,0
2453,legacy_rule,1,1
2454,legacy_rule,0,0
2455,ctr_bandit,0,0
2456,ctr_bandit,0,0
2457,legacy_rule,0,0
2458,ctr_bandit,1,0
2459,legacy_rule,0,0
2460,ctr_bandit,1,1
2461,legacy_rule,0,0
2462,legacy_rule,0,0
2463,ctr_bandit,0,0
2464,legacy_rule,0,0
2465,legacy_rule,0,0
2466,ctr_bandit,1,0
2467,legacy_rule,0,0
2468,ctr_bandit,0,0
2469,ctr_bandit,0,0
2470,legacy_rule,0,0
2471,ctr_bandit,0,0
2472,legacy_rule,0,0
2473,ctr_bandit,0,0
2474,ctr_bandit,0,0
2475,ctr_bandit,1,0
2476,legacy_rule,0,0
2477,ctr_bandit,0,0
2478,legacy_rule,0,0
2479,legacy_rule,0,0
2480,ctr_bandit,0,0
2481,legacy_rule,0,0
2482,legacy_rule,1,0
2483,legacy_rule,0,0
2484,ctr_bandit,0,0
2485,legacy_rule,0,0
2486,ctr_bandit,0,0
2487,legacy_rule,0,0
2488,legacy_rule,1,0
2489,ctr_bandit,1,0
2490,ctr_bandit,1,0
2491,legacy_rule,1,1
2492,ctr_bandit,0,0
2493,legacy_rule,1,1
2494,ctr_bandit,0,0
2495,legacy_rule,0,0
2496,ctr_bandit,1,0
2497,ctr_bandit,1,0
2498,legacy_rule,0,0
2499,ctr_bandit,1,0
2500,legacy_rule,1,0
2501,ctr_bandit,1,0
2502,legacy_rule,1,0
2503,ctr_bandit,0,0
2504,ctr_bandit,1,0
2505,legacy_rule,0,0
2506,legacy_rule,0,0
2507,ctr_bandit,1,0
2508,ctr_bandit,0,0
2509,ctr_bandit,0,0
2510,ctr_bandit,0,0
2511,ctr_bandit,0,0
2512,ctr_bandit,1,0
2513,ctr_bandit,1,0
2514,legacy_rule,0,0
2515,ctr_bandit,0,0
2516,ctr_bandit,1,0
2517,legacy_rule,0,0
2518,legacy_rule,0,0
2519,legacy_rule,0,0
2520,legacy_rule,0,0
2521,legacy_rule,1,0
2522,ctr_bandit,0,0
2523,legacy_rule,1,0
2524,ctr_bandit,1,0
2525,ctr_bandit,0,0
2526,ctr_bandit,0,0
2527,ctr_bandit,1,1
2528,ctr_bandit,0,0
2529,legacy_rule,0,0
2530,legacy_rule,0,0
2531,legacy_rule,1,1
2532,ctr_bandit,0,0
2533,ctr_bandit,0,0
2534,legacy_rule,0,0
2535,legacy_rule,0,0
2536,legacy_rule,0,0
2537,legacy_rule,0,0
2538,legacy_rule,1,0
2539,legacy_rule,1,0
2540,ctr_bandit,1,0
2541,ctr_bandit,1,0
2542,ctr_bandit,0,0
2543,legacy_rule,0,0
2544,ctr_bandit,1,0
2545,ctr_bandit,1,0
2546,ctr_bandit,0,0
2547,ctr_bandit,1,0
2548,legacy_rule,0,0
2549,legacy_rule,0,0
2550,legacy_rule,0,0
2551,legacy_rule,0,0
2552,legacy_rule,0,0
2553,ctr_bandit,0,0
2554,ctr_bandit,0,0
2555,legacy_rule,0,0
2556,ctr_bandit,0,0
2557,legacy_rule,0,0
2558,ctr_bandit,1,0
2559,ctr_bandit,1,0
2560,legacy_rule,1,0
2561,legacy_rule,0,0
2562,legacy_rule,0,0
2563,ctr_bandit,1,1
2564,legacy_rule,0,0
2565,legacy_rule,0,0
2566,ctr_bandit,1,0
2567,ctr_bandit,0,0
2568,ctr_bandit,0,0
2569,legacy_rule,0,0
2570,legacy_rule,1,0
2571,legacy_rule,0,0
2572,legacy_rule,0,0
2573,ctr_bandit,1,0
2574,ctr_bandit,0,0
2575,legacy_rule,0,0
2576,legacy_rule,0,0
2577,ctr_bandit,0,0
2578,legacy_rule,0,0
2579,legacy_rule,0,0
2580,ctr_bandit,0,0
2581,ctr_bandit,0,0
2582,ctr_bandit,1,0
2583,ctr_bandit,0,0
2584,ctr_bandit,1,0
2585,legacy_rule,0,0
2586,ctr_bandit,1,0
2587,legacy_rule,0,0
2588,legacy_rule,1,0
2589,ctr_bandit,1,0
2590,ctr_bandit,0,0
2591,legacy_rule,0,0
2592,legacy_rule,0,0
2593,ctr_bandit,0,0
2594,ctr_bandit,1,1
2595,ctr_bandit,0,0
2596,legacy_rule,0,0
2597,ctr_bandit,0,0
2598,legacy_rule,0,0
2599,ctr_bandit,0,0
2600,ctr_bandit,0,0
2601,ctr_bandit,0,0
2602,legacy_rule,1,0
2603,legacy_rule,0,0
2604,legacy_rule,0,0
2605,legacy_rule,0,0
2606,legacy_rule,0,0
2607,ctr_bandit,0,0
2608,legacy_rule,0,0
2609,ctr_bandit,1,0
2610,legacy_rule,0,0
2611,legacy_rule,0,0
2612,legacy_rule,0,0
2613,legacy_rule,1,0
2614,ctr_bandit,1,1
2615,ctr_bandit,1,1
2616,ctr_bandit,1,0
2617,legacy_rule,0,0
2618,ctr_bandit,0,0
2619,ctr_bandit,0,0
2620,legacy_rule,1,1
2621,ctr_bandit,1,1
2622,legacy_rule,0,0
2623,legacy_rule,0,0
2624,ctr_bandit,0,0
2625,ctr_bandit,1,0
2626,ctr_bandit,0,0
2627,ctr_bandit,1,1
2628,legacy_rule,0,0
2629,legacy_rule,0,0
2630,ctr_bandit,0,0
2631,ctr_bandit,0,0
2632,legacy_rule,1,0
2633,ctr_bandit,1,0
2634,ctr_bandit,0,0
2635,legacy_rule,1,0
2636,legacy_rule,1,1
2637,ctr_bandit,1,0
2638,ctr_bandit,0,0
2639,ctr_bandit,0,0
2640,ctr_bandit,0,0
2641,ctr_bandit,0,0
2642,legacy_rule,0,0
2643,legacy_rule,0,0
2644,ctr_bandit,1,0
2645,ctr_bandit,0,0
2646,legacy_rule,0,0
2647,ctr_bandit,0,0
2648,ctr_bandit,0,0
2649,legacy_rule,0,0
2650,ctr_bandit,1,0
2651,ctr_bandit,1,1
2652,ctr_bandit,1,0
2653,ctr_bandit,0,0
2654,legacy_rule,0,0
2655,ctr_bandit,0,0
2656,legacy_rule,1,1
2657,ctr_bandit,0,0
2658,legacy_rule,0,0
2659,ctr_bandit,1,0
2660,legacy_rule,0,0
2661,legacy_rule,0,0
2662,ctr_bandit,0,0
2663,legacy_rule,0,0
2664,legacy_rule,0,0
2665,legacy_rule,1,0
2666,ctr_bandit,0,0
2667,legacy_rule,0,0
2668,legacy_rule,0,0
2669,legacy_rule,0,0
2670,legacy_rule,1,0
2671,legacy_rule,0,0
2672,ctr_bandit,0,0
2673,ctr_bandit,0,0
2674,legacy_rule,0,0
2675,ctr_bandit,0,0
2676,ctr_bandit,1,0
2677,ctr_bandit,0,0
2678,legacy_rule,0,0
2679,ctr_bandit,0,0
2680,ctr_bandit,0,0
2681,ctr_bandit,1,0
2682,legacy_rule,0,0
2683,legacy_rule,0,0
2684,legacy_rule,0,0
2685,legacy_rule,0,0
2686,ctr_bandit,0,0
2687,ctr_bandit,0,0
2688,ctr_bandit,1,0
2689,ctr_bandit,0,0
2690,legacy_rule,0,0
2691,ctr_bandit,0,0
2692,ctr_bandit,0,0
2693,ctr_bandit,1,0
2694,legacy_rule,0,0
2695,ctr_bandit,1,0
2696,legacy_rule,1,0
2697,legacy_rule,0,0
2698,ctr_bandit,0,0
2699,ctr_bandit,0,0
2700,legacy_rule,0,0
2701,ctr_bandit,0,0
2702,ctr_bandit,0,0
2703,legacy_rule,0,0
2704,legacy_rule,0,0
2705,ctr_bandit,1,0
2706,ctr_bandit,0,0
2707,ctr_bandit,0,0
2708,ctr_bandit,0,0
2709,ctr_bandit,0,0
2710,legacy_rule,0,0
2711,ctr_bandit,0,0
2712,legacy_rule,0,0
2713,ctr_bandit,0,0
2714,ctr_bandit,0,0
2715,ctr_bandit,0,0
2716,legacy_rule,1,0
2717,ctr_bandit,0,0
2718,ctr_bandit,0,0
2719,legacy_rule,0,0
2720,ctr_bandit,1,0
2721,legacy_rule,1,0
2722,legacy_rule,0,0
2723,ctr_bandit,1,0
2724,ctr_bandit,1,0
2725,legacy_rule,0,0
2726,legacy_rule,1,0
2727,legacy_rule,1,1
2728,ctr_bandit,1,1
2729,legacy_rule,0,0
2730,legacy_rule,0,0
2731,ctr_bandit,0,0
2732,ctr_bandit,0,0
2733,ctr_bandit,1,1
2734,legacy_rule,0,0
2735,legacy_rule,0,0
2736,legacy_rule,0,0
2737,ctr_bandit,0,0
2738,ctr_bandit,1,1
2739,ctr_bandit,0,0
2740,legacy_rule,0,0
2741,ctr_bandit,1,0
2742,legacy_rule,0,0
2743,ctr_bandit,0,0
2744,legacy_rule,0,0
2745,legacy_rule,0,0
2746,legacy_rule,1,1
2747,ctr_bandit,0,0
2748,ctr_bandit,0,0
2749,legacy_rule,1,0
2750,legacy_rule,0,0
2751,ctr_bandit,1,0
2752,ctr_bandit,1,0
2753,legacy_rule,0,0
2754,ctr_bandit,0,0
2755,legacy_rule,0,0
2756,legacy_rule,0,0
2757,legacy_rule,0,0
2758,legacy_rule,0,0
2759,legacy_rule,0,0
2760,legacy_rule,1,0
2761,legacy_rule,0,0
2762,ctr_bandit,1,0
2763,legacy_rule,1,1
2764,legacy_rule,0,0
2765,ctr_bandit,0,0
2766,ctr_bandit,1,0
2767,ctr_bandit,0,0
2768,legacy_rule,0,0
2769,ctr_bandit,0,0
2770,legacy_rule,0,0
2771,ctr_bandit,0,0
2772,legacy_rule,0,0
2773,ctr_bandit,0,0
2774,ctr_bandit,0,0
2775,legacy_rule,0,0
2776,legacy_rule,1,0
2777,legacy_rule,0,0
2778,ctr_bandit,1,0
2779,legacy_rule,1,0
2780,legacy_rule,0,0
2781,legacy_rule,0,0
2782,ctr_bandit,1,0
2783,ctr_bandit,0,0
2784,ctr_bandit,0,0
2785,ctr_bandit,1,0
2786,legacy_rule,1,0
2787,ctr_bandit,0,0
2788,legacy_rule,1,0
2789,legacy_rule,0,0
2790,legacy_rule,1,0
2791,ctr_bandit,0,0
2792,ctr_bandit,0,0
2793,legacy_rule,0,0
2794,ctr_bandit,1,0
2795,ctr_bandit,0,0
2796,ctr_bandit,0,0
2797,legacy_rule,0,0
2798,legacy_rule,0,0
2799,ctr_bandit,0,0
2800,ctr_bandit,1,0
2801,ctr_bandit,0,0
2802,ctr_bandit,0,0
2803,legacy_rule,0,0
2804,ctr_bandit,1,1
2805,legacy_rule,0,0
2806,ctr_bandit,1,0
2807,ctr_bandit,1,1
2808,legacy_rule,0,0
2809,legacy_rule,1,0
2810,ctr_bandit,0,0
2811,ctr_bandit,0,0
2812,ctr_bandit,1,0
2813,ctr_bandit,0,0
2814,ctr_bandit,0,0
2815,legacy_rule,0,0
2816,legacy_rule,0,0
2817,ctr_bandit,1,0
2818,ctr_bandit,0,0
2819,legacy_rule,0,0
2820,ctr_bandit,1,0
2821,legacy_rule,1,1
2822,legacy_rule,1,1
2823,legacy_rule,0,0
2824,ctr_bandit,1,0
2825,ctr_bandit,1,0
2826,ctr_bandit,1,0
2827,ctr_bandit,0,0
2828,ctr_bandit,0,0
2829,legacy_rule,0,0
2830,ctr_bandit,0,0
2831,ctr_bandit,0,0
2832,ctr_bandit,0,0
2833,legacy_rule,0,0
2834,ctr_bandit,0,0
2835,legacy_rule,1,1
2836,legacy_rule,1,1
2837,legacy_rule,1,0
2838,legacy_rule,0,0
2839,legacy_rule,0,0
2840,ctr_bandit,0,0
2841,ctr_bandit,0,0
2842,legacy_rule,0,0
2843,legacy_rule,0,0
2844,legacy_rule,0,0
2845,ctr_bandit,0,0
2846,legacy_rule,0,0
2847,legacy_rule,0,0
2848,ctr_bandit,1,0
2849,legacy_rule,1,0
2850,legacy_rule,0,0
2851,ctr_bandit,0,0
2852,ctr_bandit,1,0
2853,ctr_bandit,0,0
2854,ctr_bandit,0,0
2855,legacy_rule,0,0
2856,legacy_rule,0,0
2857,ctr_bandit,0,0
2858,ctr_bandit,0,0
2859,ctr_bandit,0,0
2860,ctr_bandit,0,0
2861,legacy_rule,1,0
2862,legacy_rule,0,0
2863,legacy_rule,0,0
2864,legacy_rule,0,0
2865,legacy_rule,0,0
2866,legacy_rule,0,0
2867,legacy_rule,0,0
2868,legacy_rule,0,0
2869,legacy_rule,0,0
2870,legacy_rule,0,0
2871,legacy_rule,0,0
2872,ctr_bandit,1,0
2873,ctr_bandit,0,0
2874,ctr_bandit,0,0
2875,ctr_bandit,0,0
2876,ctr_bandit,0,0
2877,ctr_bandit,1,0
2878,ctr_bandit,1,0
2879,ctr_bandit,0,0
2880,ctr_bandit,0,0
2881,ctr_bandit,0,0
2882,legacy_rule,0,0
2883,ctr_bandit,0,0
2884,legacy_rule,0,0
2885,ctr_bandit,0,0
2886,legacy_rule,0,0
2887,legacy_rule,0,0
2888,ctr_bandit,0,0
2889,legacy_rule,0,0
2890,legacy_rule,0,0
2891,ctr_bandit,0,0
2892,ctr_bandit,0,0
2893,ctr_bandit,0,0
2894,legacy_rule,0,0
2895,ctr_bandit,1,0
2896,ctr_bandit,0,0
2897,legacy_rule,0,0
2898,ctr_bandit,1,0
2899,legacy_rule,0,0
2900,legacy_rule,1,0
2901,ctr_bandit,0,0
2902,legacy_rule,0,0
2903,ctr_bandit,0,0
2904,ctr_bandit,1,0
2905,legacy_rule,1,0
2906,legacy_rule,0,0
2907,ctr_bandit,0,0
2908,ctr_bandit,1,0
2909,legacy_rule,1,1
2910,ctr_bandit,0,0
2911,legacy_rule,0,0
2912,legacy_rule,1,0
2913,ctr_bandit,0,0
2914,legacy_rule,0,0
2915,ctr_bandit,0,0
2916,legacy_rule,0,0
2917,ctr_bandit,1,0
2918,legacy_rule,0,0
2919,ctr_bandit,1,1
2920,legacy_rule,0,0
2921,ctr_bandit,1,1
2922,legacy_rule,0,0
2923,legacy_rule,0,0
2924,legacy_rule,0,0
2925,ctr_bandit,0,0
2926,legacy_rule,0,0
2927,legacy_rule,0,0
2928,ctr_bandit,0,0
2929,ctr_bandit,1,0
2930,ctr_bandit,0,0
2931,ctr_bandit,1,0
2932,ctr_bandit,0,0
2933,legacy_rule,0,0
2934,legacy_rule,0,0
2935,ctr_bandit,1,0
2936,ctr_bandit,0,0
2937,ctr_bandit,0,0
2938,legacy_rule,0,0
2939,legacy_rule,0,0
2940,ctr_bandit,1,0
2941,ctr_bandit,1,0
2942,ctr_bandit,0,0
2943,legacy_rule,0,0
2944,legacy_rule,0,0
2945,ctr_bandit,1,0
2946,legacy_rule,0,0
2947,ctr_bandit,1,0
2948,legacy_rule,0,0
2949,ctr_bandit,0,0
2950,legacy_rule,1,0
2951,legacy_rule,0,0
2952,ctr_bandit,0,0
2953,legacy_rule,0,0
2954,ctr_bandit,0,0
2955,ctr_bandit,0,0
2956,ctr_bandit,0,0
2957,ctr_bandit,0,0
2958,ctr_bandit,1,0
2959,legacy_rule,0,0
2960,legacy_rule,1,0
2961,ctr_bandit,0,0
2962,legacy_rule,0,0
2963,ctr_bandit,0,0
2964,ctr_bandit,0,0
2965,ctr_bandit,0,0
2966,ctr_bandit,0,0
2967,ctr_bandit,0,0
2968,ctr_bandit,0,0
2969,ctr_bandit,0,0
2970,legacy_rule,0,0
2971,ctr_bandit,0,0
2972,legacy_rule,0,0
2973,ctr_bandit,0,0
2974,legacy_rule,0,0
2975,ctr_bandit,0,0
2976,legacy_rule,0,0
2977,ctr_bandit,0,0
2978,legacy_rule,0,0
2979,ctr_bandit,1,0
2980,ctr_bandit,1,0
2981,legacy_rule,0,0
2982,legacy_rule,0,0
2983,legacy_rule,1,0
2984,ctr_bandit,0,0
2985,ctr_bandit,0,0
2986,legacy_rule,0,0
2987,legacy_rule,0,0
2988,legacy_rule,0,0
2989,legacy_rule,0,0
2990,ctr_bandit,0,0
2991,ctr_bandit,0,0
2992,ctr_bandit,1,0
2993,legacy_rule,0,0
2994,ctr_bandit,0,0
2995,ctr_bandit,1,0
2996,ctr_bandit,0,0
2997,legacy_rule,0,0
2998,legacy_rule,0,0
2999,ctr_bandit,0,0
3000,ctr_bandit,0,0
3001,legacy_rule,0,0
3002,ctr_bandit,1,1
3003,ctr_bandit,0,0
3004,ctr_bandit,0,0
3005,legacy_rule,1,0
3006,ctr_bandit,0,0
3007,legacy_rule,1,0
3008,legacy_rule,1,0
3009,ctr_bandit,0,0
3010,ctr_bandit,0,0
3011,ctr_bandit,0,0
3012,legacy_rule,0,0
3013,legacy_rule,1,0
3014,ctr_bandit,1,0
3015,ctr_bandit,0,0
3016,legacy_rule,0,0
3017,legacy_rule,0,0
3018,ctr_bandit,1,0
3019,ctr_bandit,0,0
3020,legacy_rule,1,0
3021,ctr_bandit,1,0
3022,ctr_bandit,1,0
3023,legacy_rule,0,0
3024,ctr_bandit,0,0
3025,legacy_rule,0,0
3026,legacy_rule,0,0
3027,ctr_bandit,0,0
3028,ctr_bandit,0,0
3029,legacy_rule,1,0
3030,ctr_bandit,1,0
3031,legacy_rule,0,0
3032,ctr_bandit,0,0
3033,legacy_rule,0,0
3034,ctr_bandit,0,0
3035,ctr_bandit,0,0
3036,legacy_rule,0,0
3037,ctr_bandit,0,0
3038,ctr_bandit,1,1
3039,legacy_rule,0,0
3040,ctr_bandit,0,0
3041,legacy_rule,0,0
3042,ctr_bandit,0,0
3043,ctr_bandit,1,0
3044,legacy_rule,1,0
3045,ctr_bandit,0,0
3046,legacy_rule,0,0
3047,ctr_bandit,0,0
3048,ctr_bandit,0,0
3049,ctr_bandit,0,0
3050,legacy_rule,1,0
3051,ctr_bandit,1,0
3052,legacy_rule,0,0
3053,ctr_bandit,0,0
3054,legacy_rule,0,0
3055,legacy_rule,0,0
3056,legacy_rule,0,0
3057,legacy_rule,0,0
3058,legacy_rule,0,0
3059,ctr_bandit,0,0
3060,legacy_rule,1,1
3061,ctr_bandit,0,0
3062,legacy_rule,0,0
3063,ctr_bandit,0,0
3064,legacy_rule,0,0
3065,legacy_rule,0,0
3066,legacy_rule,0,0
3067,ctr_bandit,0,0
3068,ctr_bandit,0,0
3069,ctr_bandit,0,0
3070,legacy_rule,0,0
3071,legacy_rule,1,1
3072,legacy_rule,0,0
3073,legacy_rule,1,0
3074,legacy_rule,0,0
3075,legacy_rule,0,0
3076,legacy_rule,0,0
3077,legacy_rule,0,0
3078,legacy_rule,1,0
3079,legacy_rule,0,0
3080,legacy_rule,0,0
3081,legacy_rule,1,0
3082,legacy_rule,1,0
3083,legacy_rule,0,0
3084,legacy_rule,0,0
3085,legacy_rule,0,0
3086,ctr_bandit,0,0
3087,ctr_bandit,0,0
3088,ctr_bandit,0,0
3089,legacy_rule,0,0
3090,legacy_rule,1,1
3091,ctr_bandit,0,0
3092,ctr_bandit,0,0
3093,ctr_bandit,1,0
3094,ctr_bandit,0,0
3095,legacy_rule,1,0
3096,ctr_bandit,0,0
3097,ctr_bandit,0,0
3098,legacy_rule,1,0
3099,legacy_rule,0,0
3100,ctr_bandit,0,0
3101,ctr_bandit,1,0
3102,ctr_bandit,0,0
3103,legacy_rule,1,1
3104,ctr_bandit,0,0
3105,legacy_rule,0,0
3106,ctr_bandit,1,0
3107,legacy_rule,0,0
3108,ctr_bandit,1,1
3109,ctr_bandit,1,0
3110,ctr_bandit,0,0
3111,legacy_rule,0,0
3112,legacy_rule,0,0
3113,legacy_rule,0,0
3114,ctr_bandit,0,0
3115,legacy_rule,1,0
3116,legacy_rule,0,0
3117,ctr_bandit,0,0
3118,ctr_bandit,1,0
3119,ctr_bandit,1,0
3120,ctr_bandit,0,0
3121,legacy_rule,0,0
3122,legacy_rule,0,0
3123,ctr_bandit,0,0
3124,ctr_bandit,1,0
3125,ctr_bandit,1,0
3126,legacy_rule,1,0
3127,legacy_rule,1,0
3128,ctr_bandit,1,0
3129,legacy_rule,1,0
3130,ctr_bandit,0,0
3131,ctr_bandit,0,0
3132,ctr_bandit,1,0
3133,ctr_bandit,0,0
3134,ctr_bandit,1,0
3135,legacy_rule,0,0
3136,ctr_bandit,0,0
3137,ctr_bandit,0,0
3138,ctr_bandit,0,0
3139,legacy_rule,0,0
3140,legacy_rule,0,0
3141,ctr_bandit,0,0
3142,legacy_rule,0,0
3143,legacy_rule,0,0
3144,legacy_rule,0,0
3145,legacy_rule,0,0
3146,legacy_rule,1,0
3147,ctr_bandit,1,0
3148,legacy_rule,0,0
3149,ctr_bandit,0,0
3150,ctr_bandit,0,0
3151,ctr_bandit,0,0
3152,ctr_bandit,0,0
3153,legacy_rule,0,0
3154,ctr_bandit,0,0
3155,ctr_bandit,0,0
3156,ctr_bandit,0,0
3157,ctr_bandit,1,0
3158,ctr_bandit,0,0
3159,legacy_rule,0,0
3160,ctr_bandit,1,0
3161,legacy_rule,0,0
3162,legacy_rule,0,0
3163,legacy_rule,0,0
3164,ctr_bandit,1,0
3165,ctr_bandit,1,0
3166,ctr_bandit,0,0
3167,ctr_bandit,0,0
3168,ctr_bandit,0,0
3169,legacy_rule,0,0
3170,legacy_rule,1,0
3171,ctr_bandit,0,0
3172,legacy_rule,0,0
3173,ctr_bandit,0,0
3174,legacy_rule,0,0
3175,legacy_rule,0,0
3176,ctr_bandit,0,0
3177,ctr_bandit,0,0
3178,legacy_rule,0,0
3179,ctr_bandit,1,0
3180,legacy_rule,0,0
3181,legacy_rule,0,0
3182,legacy_rule,0,0
3183,legacy_rule,0,0
3184,legacy_rule,1,0
3185,legacy_rule,0,0
3186,ctr_bandit,0,0
3187,ctr_bandit,1,0
3188,legacy_rule,0,0
3189,legacy_rule,0,0
3190,ctr_bandit,1,0
3191,ctr_bandit,0,0
3192,legacy_rule,0,0
3193,ctr_bandit,0,0
3194,legacy_rule,0,0
3195,ctr_bandit,0,0
3196,legacy_rule,0,0
3197,ctr_bandit,0,0
3198,ctr_bandit,0,0
3199,ctr_bandit,0,0
3200,legacy_rule,1,0
3201,ctr_bandit,1,0
3202,legacy_rule,0,0
3203,ctr_bandit,0,0
3204,legacy_rule,0,0
3205,legacy_rule,0,0
3206,ctr_bandit,1,0
3207,legacy_rule,0,0
3208,ctr_bandit,0,0
3209,legacy_rule,0,0
3210,ctr_bandit,0,0
3211,legacy_rule,1,0
3212,ctr_bandit,0,0
3213,legacy_rule,0,0
3214,ctr_bandit,1,0
3215,ctr_bandit,0,0
3216,legacy_rule,1,0
3217,legacy_rule,0,0
3218,legacy_rule,0,0
3219,legacy_rule,0,0
3220,ctr_bandit,1,1
3221,ctr_bandit,0,0
3222,ctr_bandit,1,0
3223,legacy_rule,0,0
3224,legacy_rule,0,0
3225,legacy_rule,0,0
3226,ctr_bandit,0,0
3227,legacy_rule,1,1
3228,legacy_rule,0,0
3229,ctr_bandit,0,0
3230,ctr_bandit,0,0
3231,legacy_rule,0,0
3232,legacy_rule,1,0
3233,ctr_bandit,1,0
3234,ctr_bandit,0,0
3235,ctr_bandit,1,0
3236,legacy_rule,1,0
3237,legacy_rule,0,0
3238,ctr_bandit,0,0
3239,legacy_rule,0,0
3240,legacy_rule,0,0
3241,legacy_rule,0,0
3242,legacy_rule,0,0
3243,legacy_rule,0,0
3244,ctr_bandit,0,0
3245,ctr_bandit,0,0
3246,legacy_rule,0,0
3247,legacy_rule,0,0
3248,ctr_bandit,1,0
3249,legacy_rule,0,0
3250,ctr_bandit,0,0
3251,legacy_rule,1,0
3252,ctr_bandit,0,0
3253,legacy_rule,0,0
3254,legacy_rule,0,0
3255,ctr_bandit,0,0
3256,legacy_rule,0,0
3257,legacy_rule,0,0
3258,legacy_rule,0,0
3259,legacy_rule,0,0
3260,ctr_bandit,1,0
3261,legacy_rule,1,1
3262,ctr_bandit,0,0
3263,ctr_bandit,0,0
3264,ctr_bandit,1,0
3265,ctr_bandit,0,0
3266,ctr_bandit,0,0
3267,ctr_bandit,0,0
3268,legacy_rule,0,0
3269,ctr_bandit,0,0
3270,ctr_bandit,0,0
3271,ctr_bandit,0,0
3272,ctr_bandit,1,0
3273,ctr_bandit,0,0
3274,legacy_rule,1,1
3275,legacy_rule,0,0
3276,legacy_rule,0,0
3277,ctr_bandit,0,0
3278,legacy_rule,0,0
3279,ctr_bandit,0,0
3280,legacy_rule,0,0
3281,ctr_bandit,1,0
3282,ctr_bandit,1,0
3283,ctr_bandit,0,0
3284,legacy_rule,0,0
3285,ctr_bandit,1,1
3286,ctr_bandit,0,0
3287,legacy_rule,0,0
3288,legacy_rule,0,0
3289,ctr_bandit,0,0
3290,legacy_rule,0,0
3291,legacy_rule,0,0
3292,legacy_rule,1,0
3293,legacy_rule,1,0
3294,ctr_bandit,0,0
3295,ctr_bandit,1,0
3296,ctr_bandit,1,0
3297,legacy_rule,0,0
3298,legacy_rule,1,0
3299,legacy_rule,0,0
3300,ctr_bandit,1,0
3301,legacy_rule,0,0
3302,ctr_bandit,0,0
3303,ctr_bandit,1,0
3304,legacy_rule,0,0
3305,legacy_rule,0,0
3306,legacy_rule,0,0
3307,ctr_bandit,0,0
3308,legacy_rule,1,0
3309,ctr_bandit,1,0
3310,ctr_bandit,1,0
3311,ctr_bandit,1,0
3312,ctr_bandit,1,0
3313,legacy_rule,0,0
3314,ctr_bandit,0,0
3315,ctr_bandit,1,0
3316,legacy_rule,0,0
3317,legacy_rule,1,0
3318,legacy_rule,0,0
3319,ctr_bandit,0,0
3320,ctr_bandit,0,0
3321,ctr_bandit,0,0
3322,ctr_bandit,0,0
3323,legacy_rule,0,0
3324,legacy_rule,0,0
3325,legacy_rule,0,0
3326,ctr_bandit,0,0
3327,legacy_rule,0,0
3328,legacy_rule,0,0
3329,ctr_bandit,0,0
3330,legacy_rule,1,0
3331,ctr_bandit,1,1
3332,ctr_bandit,1,0
3333,legacy_rule,0,0
3334,ctr_bandit,0,0
3335,ctr_bandit,0,0
3336,ctr_bandit,0,0
3337,legacy_rule,0,0
3338,ctr_bandit,1,0
3339,ctr_bandit,0,0
3340,legacy_rule,0,0
3341,legacy_rule,1,0
3342,ctr_bandit,0,0
3343,legacy_rule,0,0
3344,ctr_bandit,1,0
3345,ctr_bandit,0,0
3346,ctr_bandit,0,0
3347,ctr_bandit,0,0
3348,ctr_bandit,0,0
3349,ctr_bandit,0,0
3350,ctr_bandit,0,0
3351,legacy_rule,0,0
3352,legacy_rule,0,0
3353,ctr_bandit,0,0
3354,ctr_bandit,0,0
3355,ctr_bandit,0,0
3356,ctr_bandit,0,0
3357,ctr_bandit,0,0
3358,ctr_bandit,0,0
3359,legacy_rule,0,0
3360,legacy_rule,0,0
3361,ctr_bandit,0,0
3362,legacy_rule,0,0
3363,legacy_rule,0,0
3364,legacy_rule,0,0
3365,ctr_bandit,1,0
3366,ctr_bandit,1,0
3367,ctr_bandit,1,0
3368,ctr_bandit,0,0
3369,ctr_bandit,0,0
3370,legacy_rule,0,0
3371,legacy_rule,0,0
3372,ctr_bandit,0,0
3373,ctr_bandit,0,0
3374,ctr_bandit,0,0
3375,legacy_rule,0,0
3376,ctr_bandit,0,0
3377,ctr_bandit,0,0
3378,ctr_bandit,0,0
3379,ctr_bandit,1,0
3380,ctr_bandit,0,0
3381,ctr_bandit,0,0
3382,ctr_bandit,0,0
3383,legacy_rule,0,0
3384,ctr_bandit,0,0
