customer_id,channel,visit_frequency,session_depth,total_spend,naive_cluster,honest_cluster
2218,paid,8.2,9.3,73.17,0,2
2219,paid,9.5,6.8,129.77,0,2
2220,paid,17.6,3.7,67.29,0,0
2221,organic,13.7,2.0,644.11,1,1
2222,organic,15.0,3.9,233.11,2,0
2223,paid,15.9,3.9,247.25,2,0
2224,referral,11.1,1.9,764.74,1,1
2225,paid,3.2,5.3,450.38,2,2
2226,organic,10.8,2.6,98.57,0,0
2227,paid,5.7,6.4,137.39,0,2
2228,referral,13.2,3.1,919.48,1,1
2229,paid,10.4,2.5,56.52,0,0
2230,organic,6.4,7.9,115.07,0,2
2231,referral,13.8,1.0,44.18,0,0
2232,paid,9.0,11.1,26.14,0,2
2233,organic,19.0,2.2,49.81,0,0
2234,organic,7.1,13.2,61.92,0,2
2235,paid,4.3,9.1,76.51,0,2
2236,paid,7.6,9.6,233.0,2,2
2237,referral,14.0,3.1,108.78,0,0
2238,referral,13.4,3.6,273.12,2,0
2239,paid,11.8,5.0,125.95,0,0
2240,referral,4.8,11.0,157.77,0,2
2241,referral,13.6,1.0,84.59,0,0
2242,organic,16.0,4.5,634.14,1,1
2243,organic,15.3,3.9,75.11,0,0
2244,paid,18.6,3.1,250.89,2,0
2245,organic,15.7,6.1,37.94,0,0
2246,referral,15.1,6.2,88.31,0,0
2247,organic,13.2,4.6,669.69,1,1
2248,paid,3.4,8.0,248.77,2,2
2249,organic,12.6,1.0,31.19,0,0
2250,paid,12.3,4.4,43.44,0,0
2251,paid,1.0,11.4,567.89,1,2
2252,paid,3.5,5.3,145.4,0,2
2253,paid,18.0,5.0,85.82,0,0
2254,organic,6.9,8.5,66.61,0,2
2255,paid,5.1,5.7,100.92,0,2
2256,organic,7.0,9.8,479.38,2,2
2257,referral,1.1,10.6,71.52,0,2
2258,organic,6.7,8.4,78.12,0,2
2259,paid,17.2,1.1,188.59,0,0
2260,referral,13.7,6.1,43.13,0,0
2261,paid,1.6,7.8,57.89,0,2
2262,organic,5.0,11.1,135.05,0,2
2263,paid,17.2,1.0,113.1,0,0
2264,referral,14.6,3.7,53.07,0,0
2265,paid,2.5,9.7,205.59,2,2
2266,referral,19.9,4.6,133.88,0,0
2267,referral,2.9,11.7,22.73,0,2
2268,referral,5.4,7.5,271.09,2,2
2269,organic,3.4,9.9,80.43,0,2
2270,organic,3.4,6.5,277.4,2,2
2271,referral,4.9,6.5,872.81,1,1
2272,paid,7.6,8.0,126.42,0,2
2273,referral,9.2,9.7,75.16,0,2
2274,paid,5.0,12.0,464.48,2,2
2275,paid,3.5,12.3,63.1,0,2
2276,organic,15.2,2.4,603.77,1,0
2277,referral,7.3,9.5,88.48,0,2
2278,paid,14.6,4.7,62.54,0,0
2279,organic,6.7,10.4,1129.24,1,1
2280,organic,5.7,8.7,186.18,0,2
2281,organic,14.2,3.1,473.32,2,0
2282,paid,13.5,2.8,107.38,0,0
2283,organic,16.7,2.6,100.72,0,0
2284,organic,11.6,8.4,15.0,0,2
2285,referral,14.4,2.8,273.29,2,0
2286,referral,14.0,2.3,155.51,0,0
2287,paid,6.6,7.0,121.43,0,2
2288,paid,4.4,10.6,228.77,2,2
2289,organic,15.9,3.9,113.8,0,0
2290,organic,15.1,6.4,47.04,0,0
2291,organic,4.9,9.7,186.12,0,2
2292,referral,8.3,8.2,113.11,0,2
2293,paid,6.0,7.9,261.63,2,2
2294,referral,11.6,3.1,85.43,0,0
2295,paid,14.9,4.0,72.11,0,0
2296,referral,14.6,2.6,67.37,0,0
2297,organic,8.4,6.4,60.61,0,2
2298,referral,16.1,1.7,68.7,0,0
2299,paid,13.7,3.0,162.18,0,0
2300,organic,4.8,10.3,68.39,0,2
2301,paid,6.0,6.3,46.62,0,2
2302,organic,6.9,9.5,273.27,2,2
2303,referral,15.2,3.4,97.09,0,0
2304,referral,14.8,2.2,219.47,2,0
2305,organic,13.8,1.9,90.17,0,0
2306,paid,16.5,1.7,65.72,0,0
2307,referral,4.3,9.3,27.97,0,2
2308,paid,20.2,5.0,39.77,0,0
2309,organic,7.9,11.2,61.23,0,2
2310,paid,3.2,7.0,172.92,0,2
2311,referral,6.5,8.7,121.74,0,2
2312,paid,15.9,1.0,43.69,0,0
2313,paid,13.1,3.2,15.0,0,0
2314,paid,10.3,4.1,166.73,0,0
2315,organic,11.4,5.8,242.17,2,0
2316,paid,15.4,1.0,261.97,2,0
2317,referral,9.6,1.0,46.14,0,0
2318,organic,2.4,9.3,338.37,2,2
2319,referral,15.3,1.0,182.99,0,0
2320,paid,5.4,9.3,222.54,2,2
2321,organic,12.3,4.1,63.53,0,0
2322,organic,12.8,1.0,97.57,0,0
2323,referral,10.3,3.2,571.56,1,1
2324,paid,15.2,1.0,497.51,2,0
2325,paid,12.0,5.5,105.27,0,0
2326,paid,4.7,9.4,159.58,0,2
2327,organic,14.9,1.8,15.25,0,0
2328,referral,13.4,1.0,324.91,2,0
2329,paid,4.2,9.7,262.71,2,2
2330,organic,9.0,5.4,149.99,0,2
2331,paid,6.9,7.6,78.09,0,2
2332,paid,14.2,2.2,116.72,0,0
2333,referral,4.7,7.6,502.29,2,2
2334,organic,11.4,5.8,152.29,0,0
2335,referral,14.0,1.0,1174.39,1,1
2336,organic,7.2,11.3,278.75,2,2
2337,organic,6.2,8.3,58.74,0,2
2338,organic,18.1,2.9,75.97,0,0
2339,organic,7.8,8.4,70.89,0,2
2340,paid,13.7,3.4,237.92,2,0
2341,paid,15.8,1.7,310.5,2,0
2342,paid,14.1,4.9,515.25,2,0
2343,organic,6.1,11.0,99.57,0,2
2344,organic,17.2,1.2,167.54,0,0
2345,organic,3.8,10.2,425.12,2,2
2346,paid,14.1,2.4,443.57,2,0
2347,organic,9.0,9.1,44.37,0,2
2348,paid,6.8,11.7,234.65,2,2
2349,referral,13.1,1.8,37.57,0,0
2350,paid,9.7,4.7,63.97,0,0
2351,organic,8.3,3.8,33.92,0,0
2352,paid,11.2,8.7,76.8,0,2
2353,paid,14.8,3.7,29.82,0,0
2354,organic,4.5,9.4,46.35,0,2
2355,organic,14.9,1.0,48.71,0,0
2356,paid,3.6,7.9,176.41,0,2
2357,organic,13.2,1.1,113.35,0,0
2358,paid,3.6,8.5,30.58,0,2
2359,referral,2.5,11.4,1583.28,3,1
2360,organic,8.7,4.0,70.83,0,0
2361,organic,2.0,6.4,40.6,0,2
2362,organic,16.6,2.5,185.73,0,0
2363,organic,11.5,3.4,109.5,0,0
2364,paid,7.3,10.3,64.63,0,2
2365,organic,8.4,7.8,190.86,0,2
2366,referral,6.0,6.8,73.32,0,2
2367,organic,13.3,2.9,84.26,0,0
2368,paid,14.3,4.0,411.19,2,0
2369,paid,13.0,3.4,122.88,0,0
2370,referral,9.0,7.4,233.39,2,2
2371,paid,18.7,6.2,68.72,0,0
2372,paid,17.6,2.8,126.2,0,0
2373,referral,8.6,3.3,54.94,0,0
2374,referral,12.9,1.8,52.8,0,0
2375,organic,14.0,5.0,75.86,0,0
2376,paid,15.2,4.0,58.85,0,0
2377,organic,1.7,9.6,341.8,2,2
2378,referral,1.6,6.9,226.16,2,2
2379,paid,17.3,5.0,15.0,0,0
2380,paid,4.6,10.4,633.82,1,1
2381,referral,2.3,10.8,239.13,2,2
2382,organic,11.2,3.1,308.01,2,0
2383,organic,15.0,2.9,94.27,0,0
2384,referral,11.9,2.7,28.66,0,0
2385,organic,14.6,7.1,33.39,0,0
2386,referral,3.6,8.0,624.23,1,1
2387,paid,1.6,6.9,31.05,0,2
2388,organic,17.6,2.3,29.93,0,0
2389,organic,7.0,8.0,90.96,0,2
2390,organic,13.2,5.3,31.62,0,0
2391,paid,4.7,6.6,216.98,2,2
2392,organic,9.7,8.0,232.69,2,2
2393,organic,15.5,3.3,159.54,0,0
2394,paid,16.9,5.3,63.26,0,0
2395,organic,4.5,10.3,174.14,0,2
2396,organic,6.1,11.9,668.62,1,1
2397,organic,15.0,3.6,30.25,0,0
2398,organic,12.6,2.6,300.37,2,0
2399,paid,13.8,4.5,227.51,2,0
2400,paid,4.5,6.5,122.15,0,2
2401,referral,7.0,5.9,155.98,0,2
2402,referral,2.7,10.8,185.13,0,2
2403,organic,7.4,9.4,55.76,0,2
2404,organic,6.8,10.7,30.91,0,2
2405,paid,5.5,7.5,303.65,2,2
2406,organic,15.1,5.3,35.86,0,0
2407,organic,5.1,10.2,50.21,0,2
2408,organic,12.3,2.9,69.13,0,0
2409,paid,15.4,3.4,142.03,0,0
2410,paid,7.5,9.6,85.68,0,2
2411,referral,4.7,7.5,69.99,0,2
2412,organic,4.5,8.3,316.55,2,2
2413,referral,13.5,3.6,81.46,0,0
2414,organic,4.6,8.2,65.45,0,2
2415,referral,17.8,1.0,156.83,0,0
2416,paid,14.8,3.5,115.9,0,0
2417,paid,14.0,4.5,112.83,0,0
2418,organic,3.7,10.9,200.15,0,2
2419,organic,15.8,4.0,97.15,0,0
2420,paid,4.5,10.5,287.22,2,2
2421,organic,12.4,4.8,30.4,0,0
2422,paid,15.9,3.1,336.01,2,0
2423,paid,7.0,5.2,59.03,0,2
2424,referral,7.7,5.1,25.2,0,2
2425,organic,5.6,7.4,66.06,0,2
2426,paid,6.3,7.0,98.05,0,2
2427,paid,13.2,1.0,56.74,0,0
2428,referral,6.4,13.5,56.34,0,2
2429,referral,1.5,9.8,333.46,2,2
2430,paid,1.0,7.1,61.34,0,2
2431,organic,3.6,7.8,17.6,0,2
2432,organic,6.7,9.0,97.96,0,2
2433,paid,1.0,10.0,846.28,1,1
2434,organic,11.9,3.5,42.2,0,0
2435,paid,1.2,7.3,59.76,0,2
2436,paid,5.4,9.6,93.38,0,2
2437,organic,10.9,7.9,539.04,2,1
2438,paid,5.5,10.9,97.17,0,2
2439,organic,13.7,3.1,43.77,0,0
2440,paid,8.1,7.6,186.19,0,2
2441,organic,6.1,10.2,174.13,0,2
2442,referral,13.5,3.7,170.37,0,0
2443,organic,16.3,2.1,42.26,0,0
2444,organic,7.2,10.3,80.8,0,2
2445,organic,14.7,4.1,302.81,2,0
2446,referral,5.7,11.2,194.05,0,2
2447,organic,13.1,4.3,227.65,2,0
2448,paid,16.3,2.6,104.72,0,0
2449,paid,5.2,6.0,347.49,2,2
2450,organic,9.1,9.3,174.83,0,2
2451,organic,3.4,9.6,83.83,0,2
2452,paid,9.6,9.1,262.68,2,2
2453,organic,7.2,3.6,61.1,0,0
2454,organic,3.6,10.2,538.72,2,2
2455,organic,7.3,7.4,332.72,2,2
2456,organic,4.4,10.2,103.19,0,2
2457,paid,6.1,12.1,113.7,0,2
2458,organic,12.8,2.5,123.86,0,0
2459,organic,13.7,3.8,94.11,0,0
2460,referral,8.4,9.1,440.14,2,2
2461,organic,7.3,9.9,82.69,0,2
2462,paid,3.2,9.2,34.73,0,2
2463,organic,11.3,2.1,87.11,0,0
2464,referral,6.7,7.4,264.35,2,2
2465,organic,14.9,5.9,274.02,2,0
2466,paid,4.3,9.8,148.77,0,2
2467,paid,10.0,10.5,75.91,0,2
2468,organic,8.0,9.7,129.07,0,2
2469,organic,4.4,10.8,74.47,0,2
2470,paid,12.2,1.4,15.0,0,0
2471,organic,13.4,3.1,51.07,0,0
2472,referral,5.2,9.9,212.59,2,2
2473,paid,9.1,11.3,105.26,0,2
2474,organic,8.5,13.8,101.73,0,2
2475,referral,14.1,3.7,297.72,2,0
2476,referral,15.7,1.8,46.17,0,0
2477,paid,16.1,1.0,50.42,0,0
2478,paid,14.1,1.4,148.09,0,0
2479,organic,15.0,1.6,57.94,0,0
2480,paid,7.5,3.8,70.45,0,0
2481,organic,7.2,7.8,541.48,1,1
2482,organic,12.1,4.3,41.89,0,0
2483,organic,12.3,3.1,56.87,0,0
2484,organic,13.3,2.5,163.2,0,0
2485,referral,4.2,6.1,128.51,0,2
2486,organic,10.3,4.9,31.94,0,0
2487,organic,7.7,9.9,668.89,1,1
2488,paid,6.9,9.0,65.7,0,2
2489,referral,10.7,1.0,88.15,0,0
2490,organic,5.4,8.1,198.97,0,2
2491,paid,5.5,9.8,940.23,1,1
2492,paid,14.5,2.9,76.04,0,0
2493,organic,11.3,3.3,48.06,0,0
2494,paid,2.6,10.2,210.18,2,2
2495,organic,7.3,9.3,879.48,1,1
2496,paid,2.2,10.2,151.77,0,2
2497,organic,5.4,7.5,103.86,0,2
2498,paid,13.2,1.0,156.36,0,0
2499,organic,5.7,9.9,20.74,0,2
2500,referral,14.6,4.2,63.21,0,0
2501,paid,18.0,3.9,21.27,0,0
2502,paid,2.0,9.2,97.12,0,2
2503,paid,8.2,8.4,84.63,0,2
2504,paid,1.0,9.4,15.0,0,2
2505,organic,17.5,3.7,129.2,0,0
2506,paid,8.9,3.8,191.77,0,0
2507,organic,12.1,13.7,112.84,0,2
2508,organic,5.0,7.3,33.93,0,2
2509,referral,9.2,14.8,419.35,2,2
2510,paid,8.7,6.7,740.59,1,1
2511,referral,12.9,3.7,157.62,0,0
2512,referral,13.1,1.0,79.94,0,0
2513,organic,11.9,3.6,80.88,0,0
2514,organic,16.0,4.8,162.39,0,0
2515,organic,12.9,3.1,119.22,0,0
2516,paid,4.0,10.8,198.74,0,2
2517,referral,15.3,2.2,164.84,0,0
2518,referral,11.8,1.0,56.58,0,0
2519,paid,5.2,10.1,64.03,0,2
2520,paid,14.3,3.1,85.43,0,0
2521,paid,12.4,2.1,167.46,0,0
2522,organic,4.8,8.3,33.0,0,2
2523,referral,17.8,3.7,89.5,0,0
2524,paid,5.5,7.5,130.01,0,2
2525,organic,5.1,9.7,86.65,0,2
2526,referral,13.6,5.1,388.56,2,0
2527,paid,7.1,12.7,407.01,2,2
2528,organic,3.4,11.5,195.2,0,2
2529,organic,7.1,9.3,660.74,1,1
2530,paid,6.6,9.5,296.05,2,2
2531,organic,1.5,8.3,151.52,0,2
2532,paid,10.5,8.2,87.42,0,2
2533,organic,9.7,10.6,94.09,0,2
2534,paid,12.0,2.4,154.85,0,0
2535,referral,3.2,9.7,96.1,0,2
2536,organic,6.6,7.3,34.29,0,2
2537,referral,2.4,11.5,95.33,0,2
2538,organic,17.4,2.4,277.23,2,0
2539,organic,12.8,5.0,15.0,0,0
2540,paid,10.1,7.7,474.73,2,2
2541,organic,3.9,7.6,225.12,2,2
2542,organic,13.7,5.4,89.03,0,0
2543,organic,17.2,1.9,142.44,0,0
2544,organic,13.2,1.0,261.12,2,0
2545,paid,6.7,7.1,138.39,0,2
2546,paid,16.7,4.5,258.21,2,0
2547,paid,4.6,10.4,288.8,2,2
2548,paid,10.8,1.6,128.72,0,0
2549,organic,10.4,1.9,40.46,0,0
2550,organic,15.5,4.2,100.69,0,0
2551,organic,7.0,11.4,21.39,0,2
2552,paid,16.7,2.9,164.21,0,0
2553,organic,5.3,10.0,92.04,0,2
2554,paid,2.4,10.6,77.19,0,2
2555,paid,8.1,6.9,198.33,0,2
2556,referral,13.2,6.9,42.8,0,0
2557,organic,15.3,1.8,121.62,0,0
2558,paid,14.3,2.1,80.98,0,0
2559,paid,14.7,4.5,93.47,0,0
2560,organic,10.4,2.5,142.0,0,0
2561,organic,4.0,9.6,693.04,1,1
2562,paid,10.4,9.2,192.22,0,2
2563,organic,7.6,9.0,455.98,2,2
2564,paid,4.1,9.2,471.5,2,2
2565,organic,2.9,10.9,268.46,2,2
2566,organic,12.7,1.3,20.92,0,0
2567,referral,13.2,2.7,88.62,0,0
2568,paid,19.1,1.0,41.2,0,0
2569,paid,5.5,9.4,1767.44,3,1
2570,paid,3.0,8.6,54.41,0,2
2571,paid,13.9,4.9,28.57,0,0
2572,paid,6.7,9.0,15.0,0,2
2573,paid,2.8,8.2,52.84,0,2
2574,referral,7.0,8.6,149.99,0,2
2575,referral,9.0,12.1,357.28,2,2
2576,organic,6.3,6.2,51.26,0,2
2577,paid,4.0,7.9,385.42,2,2
2578,organic,4.7,9.1,126.81,0,2
2579,organic,9.9,1.9,71.03,0,0
2580,organic,5.7,9.9,156.89,0,2
2581,paid,14.8,2.9,393.79,2,0
2582,referral,3.8,9.5,140.61,0,2
2583,paid,18.8,3.2,40.55,0,0
2584,paid,16.0,2.8,161.05,0,0
2585,paid,9.5,1.0,158.75,0,0
2586,paid,9.6,3.3,92.64,0,0
2587,referral,11.5,1.0,275.72,2,0
2588,organic,17.9,1.8,15.0,0,0
2589,referral,16.2,3.9,151.62,0,0
2590,referral,18.1,5.1,222.72,2,0
2591,organic,6.0,13.2,36.45,0,2
2592,referral,5.5,8.2,35.34,0,2
2593,referral,2.9,7.4,329.74,2,2
2594,paid,14.9,3.9,316.4,2,0
2595,paid,13.5,6.4,373.83,2,0
2596,organic,5.4,11.8,71.97,0,2
2597,organic,18.0,1.1,131.76,0,0
2598,organic,13.7,2.7,148.4,0,0
2599,paid,9.3,10.5,28.89,0,2
2600,referral,2.0,10.7,154.71,0,2
2601,organic,20.7,4.1,124.57,0,0
2602,paid,5.1,8.2,262.64,2,2
2603,organic,15.8,4.0,65.73,0,0
2604,referral,8.2,10.7,413.8,2,2
2605,paid,12.8,1.3,118.19,0,0
2606,paid,16.0,5.4,512.22,2,0
2607,organic,8.2,10.8,262.95,2,2
2608,organic,12.2,1.7,141.16,0,0
2609,paid,4.2,10.7,46.35,0,2
2610,referral,14.1,4.5,33.52,0,0
2611,paid,5.7,10.5,567.24,1,1
2612,paid,9.5,11.8,295.88,2,2
2613,referral,15.8,3.0,85.07,0,0
2614,organic,5.8,9.6,92.28,0,2
2615,organic,15.5,1.0,134.25,0,0
2616,paid,8.9,5.0,32.76,0,0
2617,paid,12.5,4.8,72.17,0,0
2618,paid,6.7,11.4,233.06,2,2
2619,referral,8.8,7.3,262.87,2,2
2620,paid,6.5,10.7,96.42,0,2
2621,paid,9.6,10.8,566.92,1,1
2622,organic,8.2,7.8,343.95,2,2
2623,referral,12.8,4.9,55.04,0,0
2624,organic,5.6,9.8,42.6,0,2
2625,paid,7.0,5.9,229.32,2,2
2626,paid,12.9,4.1,73.33,0,0
2627,referral,9.8,7.6,75.49,0,2
2628,organic,11.2,1.0,134.37,0,0
2629,referral,14.8,3.7,210.07,2,0
2630,organic,15.8,2.9,224.24,2,0
2631,organic,13.2,5.5,115.55,0,0
2632,referral,12.7,3.3,15.0,0,0
2633,paid,5.8,10.4,317.02,2,2
2634,paid,8.0,9.9,65.01,0,2
2635,paid,4.8,10.8,177.25,0,2
2636,organic,11.3,1.4,98.5,0,0
2637,paid,16.9,3.4,828.53,1,1
2638,paid,15.0,2.7,700.72,1,1
2639,organic,8.5,10.2,88.81,0,2
2640,organic,15.9,3.5,32.78,0,0
2641,organic,11.4,7.9,42.96,0,2
2642,referral,8.8,8.4,171.47,0,2
2643,paid,4.2,12.0,82.62,0,2
2644,organic,7.2,6.0,49.4,0,2
2645,organic,12.6,4.3,68.63,0,0
2646,organic,4.9,11.2,201.56,0,2
2647,organic,2.5,10.0,125.16,0,2
2648,organic,5.3,12.5,86.99,0,2
2649,organic,7.4,10.7,97.4,0,2
2650,referral,5.8,9.7,116.08,0,2
2651,referral,3.3,8.2,164.08,0,2
2652,referral,10.2,3.7,141.62,0,0
2653,organic,11.3,10.2,30.46,0,2
2654,organic,6.8,9.0,156.03,0,2
2655,organic,11.9,1.7,79.37,0,0
2656,organic,7.2,6.8,53.92,0,2
2657,paid,19.5,3.3,78.61,0,0
2658,paid,7.6,6.3,380.13,2,2
2659,referral,7.0,2.2,227.64,2,0
2660,organic,20.6,1.0,120.0,0,0
2661,paid,1.4,10.5,59.9,0,2
2662,organic,13.5,5.1,32.34,0,0
2663,paid,11.2,3.1,47.1,0,0
2664,referral,12.1,6.3,111.16,0,0
2665,paid,14.7,5.4,113.29,0,0
2666,organic,1.0,9.9,74.72,0,2
2667,organic,5.8,8.8,295.9,2,2
2668,organic,16.9,2.4,155.41,0,0
2669,paid,3.9,10.0,15.0,0,2
2670,organic,10.5,2.7,121.3,0,0
2671,organic,5.7,10.0,265.05,2,2
2672,paid,13.2,4.1,131.92,0,0
2673,paid,12.5,2.6,185.56,0,0
2674,organic,11.0,5.0,86.74,0,0
2675,paid,7.3,8.6,126.63,0,2
2676,paid,7.5,9.0,129.04,0,2
2677,organic,11.3,1.2,129.76,0,0
2678,organic,3.7,8.5,79.74,0,2
2679,referral,6.3,12.9,358.97,2,2
2680,referral,11.6,1.4,395.64,2,0
2681,organic,6.4,9.8,83.27,0,2
2682,paid,9.7,8.2,46.91,0,2
2683,paid,13.9,1.0,32.76,0,0
2684,paid,3.0,10.0,193.34,0,2
2685,organic,15.0,2.0,186.62,0,0
2686,organic,5.6,9.6,194.08,0,2
2687,referral,13.6,4.8,171.68,0,0
2688,organic,7.2,9.4,80.52,0,2
2689,paid,15.7,3.6,18.34,0,0
2690,organic,6.1,7.4,85.84,0,2
2691,paid,5.8,10.3,594.95,1,1
2692,paid,19.2,2.7,139.54,0,0
2693,paid,9.0,5.4,196.78,0,2
2694,paid,8.1,10.5,303.16,2,2
2695,paid,6.3,11.0,63.05,0,2
2696,organic,11.5,5.7,134.44,0,0
2697,referral,8.8,12.9,212.93,2,2
2698,referral,14.4,4.4,47.5,0,0
2699,paid,12.6,3.9,152.55,0,0
2700,organic,5.4,11.0,430.88,2,2
2701,referral,3.6,7.4,93.63,0,2
2702,referral,8.6,6.0,28.5,0,2
2703,referral,15.7,2.1,128.42,0,0
2704,organic,6.5,11.3,74.37,0,2
2705,referral,5.9,7.8,158.06,0,2
2706,organic,12.3,3.8,51.52,0,0
2707,paid,1.0,10.0,141.86,0,2
2708,paid,10.5,3.4,331.79,2,0
2709,referral,12.1,1.0,107.23,0,0
2710,referral,3.8,9.6,30.44,0,2
2711,organic,6.7,8.2,188.32,0,2
2712,organic,16.0,6.1,111.93,0,0
2713,paid,13.7,5.0,133.21,0,0
2714,organic,17.5,2.3,263.98,2,0
2715,organic,4.0,12.2,83.72,0,2
2716,paid,13.7,3.6,84.84,0,0
2717,organic,5.9,6.0,53.17,0,2
2718,organic,8.7,8.9,159.82,0,2
2719,referral,14.3,5.9,127.79,0,0
2720,referral,6.3,7.5,106.3,0,2
2721,paid,1.9,8.9,263.06,2,2
2722,paid,3.8,6.6,52.82,0,2
2723,paid,16.7,1.0,123.26,0,0
2724,paid,8.8,1.5,188.86,0,0
2725,organic,17.4,1.0,67.5,0,0
2726,organic,7.2,7.9,39.01,0,2
2727,paid,4.1,12.1,29.2,0,2
2728,referral,11.9,2.9,126.44,0,0
2729,organic,18.7,4.4,505.03,2,0
2730,paid,9.5,11.0,77.58,0,2
2731,organic,13.7,1.0,165.04,0,0
2732,paid,14.3,1.5,15.0,0,0
2733,organic,4.4,10.4,187.91,0,2
2734,organic,14.3,1.9,41.28,0,0
2735,paid,12.3,4.3,77.17,0,0
2736,organic,13.8,6.0,118.03,0,0
2737,referral,18.5,1.0,24.66,0,0
2738,organic,5.8,8.4,2278.05,3,1
2739,organic,3.4,8.6,77.88,0,2
2740,referral,2.6,8.1,231.9,2,2
2741,referral,14.3,1.9,421.32,2,0
2742,referral,4.1,8.1,174.84,0,2
2743,paid,14.6,3.0,36.42,0,0
2744,paid,2.0,9.3,147.29,0,2
2745,organic,15.7,4.7,21.03,0,0
2746,referral,3.3,9.0,99.69,0,2
2747,organic,14.1,5.0,497.31,2,0
2748,referral,13.2,1.9,30.87,0,0
2749,organic,18.3,1.0,52.37,0,0
2750,paid,14.4,2.5,583.03,1,0
2751,referral,18.9,3.8,93.99,0,0
2752,referral,7.4,10.5,60.08,0,2
2753,organic,9.6,11.6,190.62,0,2
2754,organic,13.5,3.5,72.1,0,0
2755,paid,6.9,10.4,15.0,0,2
2756,organic,9.0,11.5,39.47,0,2
2757,organic,8.3,7.6,855.16,1,1
2758,organic,7.3,8.6,180.43,0,2
2759,organic,5.2,14.0,501.36,2,2
2760,paid,5.6,10.5,53.18,0,2
2761,paid,8.8,9.9,127.8,0,2
2762,paid,9.4,10.6,115.35,0,2
2763,organic,12.5,1.0,67.18,0,0
2764,organic,12.1,1.8,132.85,0,0
2765,organic,11.7,1.2,40.31,0,0
2766,organic,8.1,9.8,398.83,2,2
2767,paid,11.7,2.3,167.42,0,0
2768,organic,8.0,9.2,114.81,0,2
2769,organic,7.4,8.4,151.4,0,2
2770,organic,4.6,6.1,102.3,0,2
2771,paid,17.9,4.6,23.31,0,0
2772,organic,2.3,5.8,55.06,0,2
2773,organic,10.1,7.7,114.2,0,2
2774,organic,14.8,1.0,80.04,0,0
2775,paid,1.0,7.4,240.53,2,2
2776,organic,18.0,3.4,182.06,0,0
2777,referral,8.4,11.2,81.14,0,2
2778,referral,4.9,6.2,56.75,0,2
2779,referral,11.6,2.0,216.88,2,0
2780,paid,10.1,1.0,130.37,0,0
2781,organic,20.0,1.9,62.84,0,0
2782,paid,11.7,3.1,39.34,0,0
2783,organic,2.8,10.4,73.09,0,2
2784,organic,14.7,1.0,156.45,0,0
2785,organic,9.9,4.0,501.76,2,0
2786,referral,3.5,7.2,110.97,0,2
2787,referral,8.5,6.8,63.45,0,2
2788,paid,7.2,9.1,935.88,1,1
2789,referral,5.0,10.1,96.09,0,2
2790,referral,14.0,2.8,53.8,0,0
2791,organic,4.9,7.0,93.08,0,2
2792,paid,13.8,2.8,72.86,0,0
2793,paid,4.1,7.7,421.36,2,2
2794,organic,4.5,10.1,29.77,0,2
2795,paid,4.5,10.9,229.31,2,2
2796,paid,4.2,10.8,132.97,0,2
2797,paid,8.6,9.0,81.37,0,2
2798,organic,15.9,5.0,81.26,0,0
2799,organic,3.7,7.2,107.17,0,2
2800,paid,3.0,12.2,145.37,0,2
2801,referral,5.6,7.2,89.46,0,2
2802,paid,19.4,1.0,103.65,0,0
2803,paid,11.4,5.5,54.62,0,0
2804,organic,5.6,7.7,956.93,1,1
2805,organic,14.2,3.2,272.69,2,0
2806,paid,13.7,1.1,170.67,0,0
2807,organic,12.9,7.3,73.74,0,0
2808,paid,8.9,12.3,281.27,2,2
2809,paid,15.1,5.8,143.93,0,0
2810,organic,16.1,3.2,122.38,0,0
2811,paid,15.5,4.8,68.05,0,0
2812,referral,8.2,8.9,171.94,0,2
2813,organic,10.0,11.0,611.07,1,1
2814,paid,17.3,2.3,118.23,0,0
2815,organic,19.8,5.9,86.72,0,0
2816,organic,9.0,8.2,146.84,0,2
2817,organic,12.3,2.4,114.37,0,0
2818,referral,8.1,8.2,82.07,0,2
2819,organic,15.8,3.3,56.42,0,0
2820,paid,10.8,8.3,274.22,2,2
2821,organic,11.6,3.9,325.32,2,0
2822,referral,7.4,8.1,1032.0,1,1
2823,paid,12.3,4.4,166.07,0,0
2824,paid,7.3,11.7,149.16,0,2
2825,organic,5.5,9.1,302.36,2,2
2826,organic,7.2,13.0,59.31,0,2
2827,paid,10.5,5.0,196.04,0,0
2828,referral,16.0,6.8,280.03,2,0
2829,paid,6.5,8.9,337.58,2,2
2830,referral,6.4,6.0,602.18,1,1
2831,referral,18.9,1.7,64.16,0,0
2832,paid,13.0,1.9,70.59,0,0
2833,organic,14.9,1.3,90.59,0,0
2834,paid,6.3,5.0,49.21,0,2
2835,organic,6.5,10.8,218.01,2,2
2836,organic,11.6,5.7,246.57,2,0
2837,organic,6.2,10.7,222.61,2,2
2838,organic,12.6,6.9,125.77,0,0
2839,paid,18.7,1.6,271.84,2,0
2840,paid,13.2,3.7,184.5,0,0
2841,paid,2.0,8.3,78.08,0,2
2842,organic,12.1,4.5,15.0,0,0
2843,referral,10.9,1.0,81.63,0,0
2844,organic,9.5,2.8,113.88,0,0
2845,paid,13.1,5.0,114.73,0,0
2846,referral,5.8,8.9,114.29,0,2
2847,paid,17.0,1.0,67.82,0,0
2848,referral,15.6,5.2,51.31,0,0
2849,paid,7.5,6.7,53.0,0,2
2850,paid,11.8,3.1,162.63,0,0
2851,referral,16.2,4.0,292.79,2,0
