session_id,device,traffic_source,variant,converted
3031,mobile,email,new,0
3032,mobile,email,old,0
3033,desktop,paid,new,1
3034,mobile,email,old,0
3035,desktop,referral,old,1
3036,mobile,organic,new,0
3037,desktop,paid,new,0
3038,mobile,email,old,0
3039,mobile,organic,new,0
3040,desktop,organic,old,0
3041,mobile,paid,new,0
3042,desktop,paid,old,1
3043,desktop,paid,old,0
3044,mobile,email,new,0
3045,mobile,paid,new,0
3046,desktop,organic,old,0
3047,mobile,paid,new,0
3048,desktop,paid,old,0
3049,mobile,email,new,0
3050,desktop,organic,new,0
3051,mobile,paid,new,0
3052,mobile,organic,new,0
3053,mobile,paid,new,0
3054,mobile,paid,new,0
3055,desktop,referral,old,0
3056,desktop,organic,old,0
3057,mobile,referral,old,0
3058,mobile,paid,new,0
3059,desktop,organic,old,0
3060,mobile,referral,old,0
3061,desktop,organic,new,0
3062,desktop,paid,new,1
3063,mobile,paid,new,0
3064,mobile,paid,new,0
3065,mobile,email,new,0
3066,mobile,organic,new,0
3067,desktop,referral,old,1
3068,mobile,organic,new,0
3069,mobile,organic,new,1
3070,mobile,email,new,0
3071,mobile,organic,old,0
3072,mobile,email,new,0
3073,mobile,referral,new,0
3074,mobile,paid,old,0
3075,desktop,organic,old,0
3076,desktop,email,new,1
3077,desktop,email,new,0
3078,mobile,email,old,0
3079,mobile,referral,new,0
3080,mobile,organic,new,1
3081,desktop,email,old,1
3082,desktop,paid,old,0
3083,mobile,referral,new,0
3084,desktop,referral,old,0
3085,mobile,email,new,0
3086,mobile,referral,new,0
3087,desktop,referral,new,1
3088,desktop,organic,new,0
3089,desktop,paid,new,0
3090,mobile,organic,new,0
3091,desktop,organic,new,0
3092,desktop,referral,old,0
3093,desktop,organic,new,0
3094,mobile,paid,new,0
3095,mobile,referral,old,0
3096,mobile,paid,new,0
3097,mobile,paid,new,0
3098,mobile,email,new,0
3099,mobile,paid,new,0
3100,mobile,referral,old,0
3101,desktop,paid,old,0
3102,desktop,referral,old,1
3103,desktop,referral,new,0
3104,desktop,paid,new,0
3105,mobile,paid,new,0
3106,desktop,organic,old,1
3107,desktop,email,new,0
3108,mobile,paid,new,0
3109,desktop,organic,old,0
3110,desktop,email,old,0
3111,desktop,paid,old,0
3112,desktop,organic,old,1
3113,desktop,email,old,0
3114,desktop,email,old,0
3115,mobile,organic,new,0
3116,desktop,email,old,0
3117,mobile,referral,old,0
3118,mobile,paid,new,0
3119,mobile,paid,new,0
3120,mobile,paid,new,0
3121,desktop,paid,old,0
3122,mobile,paid,new,0
3123,desktop,organic,new,0
3124,desktop,email,new,0
3125,mobile,paid,new,0
3126,mobile,organic,new,0
3127,mobile,referral,new,0
3128,desktop,paid,old,1
3129,desktop,referral,new,0
3130,desktop,organic,old,0
3131,mobile,email,old,0
3132,mobile,paid,old,0
3133,desktop,organic,old,0
3134,desktop,email,old,0
3135,desktop,email,old,0
3136,mobile,email,new,0
3137,desktop,organic,old,0
3138,mobile,paid,new,0
3139,desktop,email,old,0
3140,mobile,email,new,0
3141,mobile,email,new,0
3142,mobile,organic,new,0
3143,mobile,email,new,1
3144,desktop,referral,new,0
3145,desktop,organic,new,0
3146,mobile,referral,new,0
3147,desktop,referral,old,0
3148,mobile,referral,old,0
3149,desktop,paid,old,1
3150,mobile,email,new,0
3151,mobile,paid,new,0
3152,mobile,referral,old,0
3153,mobile,referral,new,0
3154,desktop,email,old,1
3155,mobile,organic,new,0
3156,desktop,referral,new,0
3157,desktop,referral,old,0
3158,desktop,paid,old,0
3159,mobile,referral,old,0
3160,desktop,paid,old,0
3161,desktop,paid,old,0
3162,mobile,paid,new,0
3163,desktop,organic,new,0
3164,mobile,email,old,0
3165,desktop,referral,old,0
3166,desktop,organic,old,0
3167,mobile,paid,new,0
3168,mobile,organic,new,0
3169,mobile,organic,new,0
3170,mobile,paid,old,0
3171,mobile,paid,new,0
3172,desktop,organic,old,0
3173,mobile,paid,new,0
3174,mobile,paid,new,0
3175,mobile,referral,new,0
3176,desktop,organic,old,0
3177,mobile,referral,new,0
3178,mobile,organic,new,0
3179,mobile,email,new,0
3180,mobile,referral,new,0
3181,desktop,email,new,0
3182,desktop,email,old,0
3183,mobile,paid,new,0
3184,desktop,referral,old,0
3185,desktop,paid,new,1
3186,mobile,email,new,0
3187,mobile,email,new,0
3188,desktop,paid,old,0
3189,desktop,referral,new,0
3190,desktop,organic,old,0
3191,desktop,paid,new,0
3192,desktop,email,new,0
3193,mobile,paid,new,0
3194,mobile,referral,old,0
3195,mobile,email,new,0
3196,desktop,referral,new,0
3197,desktop,organic,old,0
3198,desktop,paid,new,0
3199,mobile,paid,new,0
3200,mobile,email,new,0
3201,desktop,paid,new,0
3202,desktop,paid,old,1
3203,mobile,paid,new,0
3204,desktop,email,new,0
3205,desktop,paid,old,0
3206,mobile,organic,new,0
3207,desktop,organic,new,0
3208,desktop,paid,old,0
3209,mobile,email,new,0
3210,mobile,organic,old,0
3211,desktop,email,old,0
3212,desktop,email,old,0
3213,mobile,email,new,0
3214,desktop,organic,old,0
3215,desktop,email,old,0
3216,desktop,paid,old,0
3217,desktop,organic,new,0
3218,mobile,referral,new,0
3219,mobile,email,new,0
3220,mobile,email,old,0
3221,mobile,email,new,1
3222,desktop,organic,old,0
3223,mobile,referral,new,0
3224,desktop,paid,old,0
3225,desktop,email,new,0
3226,desktop,email,old,0
3227,desktop,email,old,0
3228,mobile,paid,new,0
3229,desktop,paid,old,0
3230,mobile,organic,new,0
3231,mobile,paid,new,0
3232,desktop,email,old,0
3233,desktop,organic,old,1
3234,desktop,paid,new,1
3235,desktop,organic,new,0
3236,mobile,referral,new,0
3237,desktop,email,old,0
3238,desktop,organic,old,0
3239,mobile,referral,new,1
3240,mobile,referral,new,0
3241,desktop,organic,old,1
3242,desktop,email,new,0
3243,mobile,referral,new,0
3244,mobile,referral,old,0
3245,desktop,referral,new,0
3246,desktop,referral,new,0
3247,mobile,organic,old,1
3248,mobile,paid,new,0
3249,desktop,paid,old,0
3250,desktop,email,old,0
3251,desktop,paid,old,0
3252,desktop,paid,old,0
3253,desktop,paid,old,0
3254,desktop,referral,old,0
3255,mobile,paid,new,1
3256,desktop,paid,old,0
3257,mobile,referral,new,1
3258,mobile,email,old,1
3259,desktop,referral,old,0
3260,mobile,paid,old,1
3261,desktop,organic,old,0
3262,desktop,organic,new,1
3263,mobile,referral,new,0
3264,mobile,email,new,0
3265,desktop,email,old,0
3266,desktop,paid,old,0
3267,desktop,email,old,0
3268,desktop,email,old,1
3269,mobile,email,new,1
3270,mobile,paid,old,0
3271,mobile,email,old,0
3272,desktop,email,old,0
3273,desktop,paid,new,0
3274,mobile,email,old,0
3275,desktop,organic,old,1
3276,desktop,paid,new,0
3277,mobile,paid,old,0
3278,desktop,referral,new,0
3279,desktop,organic,old,0
3280,desktop,referral,old,0
3281,mobile,referral,old,0
3282,mobile,organic,new,0
3283,desktop,referral,new,0
3284,mobile,organic,new,0
3285,desktop,email,old,0
3286,desktop,referral,old,1
3287,mobile,organic,new,0
3288,mobile,email,new,0
3289,mobile,email,old,0
3290,mobile,referral,old,0
3291,mobile,paid,new,0
3292,desktop,email,old,0
3293,mobile,referral,new,0
3294,desktop,referral,old,1
3295,desktop,referral,old,0
3296,mobile,referral,new,0
3297,desktop,email,old,1
3298,desktop,referral,old,0
3299,mobile,paid,old,1
3300,desktop,paid,new,0
3301,mobile,organic,new,0
3302,mobile,referral,old,0
3303,mobile,paid,new,0
3304,desktop,organic,old,1
3305,desktop,referral,new,0
3306,mobile,referral,new,0
3307,mobile,referral,old,0
3308,mobile,paid,new,1
3309,desktop,referral,new,0
3310,mobile,email,old,0
3311,mobile,referral,new,0
3312,mobile,organic,new,0
3313,mobile,organic,new,0
3314,mobile,referral,new,0
3315,desktop,paid,old,0
3316,mobile,email,old,0
3317,mobile,organic,new,0
3318,mobile,organic,new,0
3319,desktop,organic,old,1
3320,mobile,email,new,0
3321,mobile,email,new,0
3322,desktop,paid,old,0
3323,desktop,email,new,0
3324,mobile,referral,new,0
3325,mobile,email,new,0
3326,mobile,email,new,0
3327,desktop,email,old,0
3328,mobile,referral,new,0
3329,mobile,referral,new,0
3330,mobile,organic,new,0
3331,desktop,organic,old,0
3332,mobile,referral,new,0
3333,desktop,email,new,0
3334,mobile,email,new,0
3335,mobile,paid,old,0
3336,desktop,email,old,0
3337,mobile,organic,new,0
3338,mobile,paid,new,0
3339,desktop,referral,old,0
3340,desktop,referral,new,0
3341,desktop,paid,old,0
3342,mobile,email,new,1
3343,desktop,referral,old,0
3344,mobile,paid,old,0
3345,desktop,organic,old,0
3346,desktop,email,old,0
3347,desktop,organic,old,0
3348,desktop,organic,old,0
3349,mobile,referral,new,0
3350,desktop,referral,new,0
3351,desktop,organic,old,0
3352,desktop,referral,old,0
3353,desktop,organic,old,0
3354,desktop,organic,old,0
3355,desktop,paid,old,1
3356,mobile,email,new,0
3357,desktop,referral,new,1
3358,desktop,referral,old,0
3359,desktop,referral,new,1
3360,mobile,organic,old,0
3361,desktop,email,old,1
3362,desktop,organic,old,0
3363,desktop,paid,old,1
3364,desktop,email,old,0
3365,desktop,paid,old,0
3366,desktop,paid,new,1
3367,mobile,organic,new,0
3368,mobile,email,old,0
3369,desktop,email,old,0
3370,desktop,organic,old,0
3371,desktop,organic,old,0
3372,desktop,email,old,0
3373,mobile,referral,old,0
3374,desktop,email,old,0
3375,desktop,referral,old,1
3376,mobile,paid,new,0
3377,mobile,email,old,1
3378,mobile,paid,old,0
3379,mobile,email,new,1
3380,mobile,referral,old,1
3381,desktop,organic,old,0
3382,mobile,referral,new,0
3383,desktop,email,old,0
3384,desktop,email,old,0
3385,desktop,referral,old,0
3386,desktop,referral,new,1
3387,desktop,organic,new,0
3388,desktop,referral,old,1
3389,desktop,referral,new,0
3390,mobile,email,new,0
3391,mobile,email,old,0
3392,mobile,referral,old,0
3393,mobile,organic,new,0
3394,desktop,email,old,0
3395,desktop,referral,new,0
3396,mobile,email,old,0
3397,mobile,paid,old,0
3398,mobile,organic,old,0
3399,mobile,referral,old,0
3400,mobile,email,new,0
3401,mobile,organic,new,0
3402,mobile,organic,new,0
3403,desktop,organic,old,0
3404,mobile,organic,new,0
3405,mobile,referral,old,0
3406,mobile,organic,new,0
3407,desktop,referral,old,0
3408,desktop,email,new,0
3409,desktop,organic,new,0
3410,desktop,email,new,0
3411,desktop,paid,old,1
3412,mobile,paid,new,0
3413,desktop,organic,new,1
3414,mobile,organic,new,0
3415,mobile,organic,new,0
3416,mobile,referral,new,0
3417,mobile,email,new,0
3418,desktop,paid,old,0
3419,mobile,paid,old,0
3420,desktop,email,old,0
3421,desktop,organic,old,1
3422,mobile,paid,new,0
3423,desktop,paid,old,0
3424,desktop,organic,old,0
3425,mobile,paid,new,0
3426,mobile,organic,old,0
3427,mobile,referral,new,1
3428,desktop,referral,new,0
3429,mobile,email,new,0
3430,desktop,organic,old,0
3431,mobile,referral,new,1
3432,mobile,referral,new,0
3433,mobile,email,new,0
3434,mobile,referral,new,0
3435,desktop,referral,old,0
3436,mobile,email,old,0
3437,desktop,referral,new,1
3438,mobile,organic,new,0
3439,mobile,email,new,0
3440,desktop,email,old,0
3441,desktop,referral,old,1
3442,desktop,referral,old,0
3443,desktop,referral,new,0
3444,mobile,paid,new,0
3445,mobile,email,new,0
3446,mobile,email,new,0
3447,mobile,paid,new,0
3448,mobile,organic,new,0
3449,mobile,email,new,0
3450,mobile,paid,old,0
3451,mobile,email,new,0
3452,mobile,referral,new,0
3453,mobile,paid,old,1
3454,mobile,organic,new,0
3455,desktop,referral,old,0
3456,mobile,referral,new,0
3457,desktop,referral,old,0
3458,mobile,organic,new,0
3459,mobile,paid,new,0
3460,desktop,referral,old,1
3461,mobile,email,new,0
3462,mobile,organic,new,0
3463,desktop,paid,new,0
3464,mobile,referral,new,0
3465,mobile,referral,new,1
3466,desktop,paid,new,1
3467,desktop,referral,old,0
3468,desktop,email,new,0
3469,mobile,organic,old,0
3470,desktop,paid,old,0
3471,desktop,organic,old,0
3472,mobile,referral,new,0
3473,mobile,paid,new,1
3474,desktop,email,old,1
3475,desktop,paid,old,1
3476,mobile,referral,old,0
3477,mobile,referral,new,0
3478,mobile,organic,old,0
3479,desktop,referral,old,0
3480,mobile,organic,old,1
3481,desktop,email,new,0
3482,mobile,referral,new,0
3483,mobile,referral,new,0
3484,desktop,email,old,0
3485,mobile,organic,new,0
3486,desktop,paid,new,1
3487,mobile,referral,new,0
3488,desktop,paid,old,0
3489,mobile,referral,new,0
3490,mobile,email,new,0
3491,mobile,organic,old,0
3492,desktop,referral,old,1
3493,desktop,paid,old,0
3494,desktop,organic,new,0
3495,desktop,referral,old,0
3496,mobile,organic,old,0
3497,desktop,referral,old,0
3498,mobile,organic,new,0
3499,mobile,paid,new,0
3500,mobile,email,old,0
3501,desktop,paid,new,1
3502,desktop,organic,old,0
3503,mobile,organic,old,0
3504,mobile,organic,new,0
3505,desktop,email,old,0
3506,desktop,referral,old,0
3507,mobile,paid,old,1
3508,mobile,organic,old,0
3509,desktop,paid,old,0
3510,desktop,email,old,1
3511,desktop,organic,old,0
3512,desktop,organic,new,0
3513,desktop,email,new,0
3514,desktop,paid,old,0
3515,desktop,referral,old,0
3516,desktop,referral,old,0
3517,mobile,email,new,0
3518,mobile,organic,new,0
3519,mobile,referral,new,0
3520,mobile,organic,new,0
3521,desktop,organic,new,0
3522,desktop,referral,new,0
3523,mobile,referral,old,0
3524,desktop,referral,old,0
3525,desktop,paid,old,0
3526,mobile,referral,new,0
3527,mobile,email,new,1
3528,desktop,paid,old,0
3529,desktop,email,old,0
3530,desktop,email,old,0
3531,desktop,email,old,0
3532,desktop,email,old,1
3533,mobile,paid,new,0
3534,mobile,paid,new,0
3535,desktop,organic,new,0
3536,mobile,organic,new,0
3537,desktop,email,old,0
3538,desktop,organic,new,1
3539,mobile,email,old,0
3540,mobile,paid,old,1
3541,mobile,paid,new,0
3542,desktop,referral,new,0
3543,mobile,referral,new,0
3544,mobile,referral,new,0
3545,desktop,referral,old,1
3546,desktop,organic,new,0
3547,desktop,email,old,0
3548,desktop,organic,old,0
3549,desktop,organic,new,0
3550,desktop,email,old,0
3551,mobile,organic,new,1
3552,desktop,email,old,0
3553,mobile,paid,old,0
3554,desktop,organic,old,0
3555,mobile,paid,new,0
3556,mobile,referral,old,0
3557,desktop,email,new,0
3558,mobile,organic,new,0
3559,desktop,referral,old,0
3560,mobile,referral,new,0
3561,desktop,email,new,0
3562,desktop,email,old,0
3563,mobile,email,old,0
3564,desktop,paid,old,1
3565,desktop,referral,old,0
3566,mobile,email,new,0
3567,mobile,paid,new,0
3568,mobile,email,new,0
3569,desktop,email,old,0
3570,desktop,email,new,0
3571,mobile,paid,new,0
3572,mobile,paid,new,0
3573,mobile,referral,old,0
3574,mobile,paid,new,0
3575,mobile,paid,new,0
3576,mobile,paid,old,0
3577,desktop,paid,old,0
3578,desktop,organic,new,0
3579,desktop,organic,new,0
3580,desktop,email,new,0
3581,mobile,email,new,1
3582,desktop,email,new,0
3583,mobile,organic,new,0
3584,mobile,organic,old,1
3585,mobile,email,new,0
3586,desktop,paid,old,0
3587,desktop,organic,old,1
3588,desktop,referral,old,0
3589,mobile,referral,new,0
3590,desktop,organic,old,0
3591,mobile,referral,new,0
3592,desktop,referral,old,0
3593,desktop,organic,old,1
3594,mobile,referral,new,0
3595,mobile,organic,new,0
3596,desktop,referral,old,1
3597,mobile,referral,new,0
3598,desktop,referral,old,0
3599,mobile,referral,new,0
3600,mobile,email,old,0
3601,desktop,referral,old,0
3602,desktop,paid,old,0
3603,mobile,paid,new,0
3604,mobile,paid,new,0
3605,desktop,paid,old,0
3606,desktop,referral,old,0
3607,mobile,referral,new,0
3608,desktop,referral,new,0
3609,mobile,paid,new,0
3610,mobile,organic,new,0
3611,mobile,email,old,0
3612,desktop,email,new,0
3613,mobile,paid,old,0
3614,mobile,referral,new,0
3615,mobile,organic,new,0
3616,desktop,organic,old,1
3617,mobile,organic,new,0
3618,mobile,referral,old,0
3619,desktop,paid,new,0
3620,desktop,referral,old,0
3621,mobile,paid,new,0
3622,desktop,paid,old,0
3623,desktop,organic,old,0
3624,mobile,referral,new,0
3625,desktop,organic,old,1
3626,desktop,email,old,1
3627,mobile,organic,old,0
3628,mobile,organic,new,0
3629,mobile,email,new,0
3630,desktop,email,old,0
3631,mobile,referral,new,1
3632,mobile,organic,old,0
3633,mobile,referral,new,1
3634,mobile,email,new,0
3635,mobile,organic,old,0
3636,desktop,paid,old,0
3637,desktop,organic,old,0
3638,desktop,organic,old,0
3639,mobile,paid,new,0
3640,desktop,email,old,0
3641,desktop,organic,old,0
3642,mobile,referral,new,0
3643,desktop,paid,new,0
3644,mobile,referral,new,0
3645,desktop,referral,old,0
3646,desktop,email,old,0
3647,desktop,organic,old,0
3648,desktop,paid,old,0
3649,mobile,paid,new,0
3650,desktop,referral,old,0
3651,desktop,organic,old,0
3652,desktop,paid,old,0
3653,mobile,organic,new,0
3654,mobile,paid,new,0
3655,desktop,organic,old,0
3656,desktop,referral,old,0
3657,desktop,referral,old,0
3658,mobile,email,new,1
3659,desktop,paid,new,0
3660,desktop,organic,new,0
3661,desktop,organic,old,0
3662,mobile,email,new,0
3663,desktop,paid,old,0
3664,mobile,email,old,0
3665,desktop,email,old,0
3666,desktop,email,new,0
3667,mobile,organic,new,0
3668,mobile,paid,old,0
3669,mobile,organic,new,0
3670,desktop,referral,new,0
3671,mobile,email,new,0
3672,mobile,organic,new,0
3673,desktop,referral,old,0
3674,mobile,referral,new,0
3675,desktop,paid,old,0
3676,desktop,referral,old,0
3677,mobile,paid,new,0
3678,mobile,email,new,0
3679,desktop,referral,old,0
3680,mobile,email,new,1
3681,mobile,email,new,0
3682,mobile,paid,old,0
3683,mobile,referral,old,0
3684,mobile,organic,new,0
3685,mobile,referral,new,0
3686,desktop,referral,old,1
3687,desktop,email,old,0
3688,mobile,paid,new,0
3689,mobile,paid,new,0
3690,mobile,paid,new,0
3691,mobile,referral,old,0
3692,mobile,referral,new,0
3693,mobile,organic,old,0
3694,desktop,email,old,1
3695,desktop,referral,old,0
3696,desktop,organic,old,0
3697,mobile,organic,new,0
3698,mobile,organic,new,1
3699,desktop,organic,old,0
3700,mobile,organic,old,0
3701,mobile,referral,new,0
3702,desktop,email,old,1
3703,mobile,email,old,0
3704,mobile,organic,old,0
3705,desktop,email,old,0
3706,desktop,paid,new,0
3707,desktop,paid,old,0
3708,desktop,organic,old,0
3709,desktop,paid,new,0
3710,mobile,referral,new,0
3711,mobile,email,new,0
3712,mobile,paid,new,0
3713,mobile,paid,new,0
3714,mobile,organic,new,0
3715,mobile,referral,new,0
3716,mobile,organic,new,0
3717,mobile,email,new,0
3718,desktop,referral,old,1
3719,mobile,paid,old,1
3720,mobile,email,new,0
3721,mobile,referral,new,0
3722,mobile,email,old,0
3723,mobile,paid,new,0
3724,desktop,referral,old,0
3725,desktop,referral,new,0
3726,desktop,organic,old,1
3727,mobile,referral,new,0
3728,desktop,paid,old,0
3729,desktop,referral,old,0
3730,mobile,organic,new,0
3731,mobile,organic,new,0
3732,mobile,paid,old,0
3733,mobile,email,new,0
3734,desktop,referral,new,0
3735,mobile,paid,new,0
3736,mobile,referral,new,0
3737,mobile,email,new,0
3738,desktop,paid,old,0
3739,desktop,referral,new,0
3740,desktop,email,old,0
3741,mobile,organic,new,1
3742,desktop,email,old,1
3743,desktop,paid,old,0
3744,mobile,referral,old,0
3745,mobile,organic,old,0
3746,desktop,organic,old,0
3747,desktop,referral,old,0
3748,mobile,paid,new,0
3749,mobile,organic,new,1
3750,desktop,organic,old,0
3751,desktop,organic,old,0
3752,desktop,referral,new,0
3753,desktop,referral,new,0
3754,desktop,paid,new,0
3755,desktop,organic,old,0
3756,mobile,referral,new,0
3757,desktop,organic,new,0
3758,desktop,referral,old,0
3759,desktop,email,old,0
3760,desktop,email,old,0
3761,mobile,organic,new,0
3762,mobile,paid,new,0
3763,mobile,organic,new,0
3764,mobile,email,new,0
3765,mobile,organic,old,0
3766,mobile,paid,new,0
3767,desktop,paid,new,0
3768,desktop,referral,old,1
3769,mobile,email,new,0
3770,desktop,paid,old,0
3771,mobile,paid,new,0
3772,mobile,referral,new,0
3773,desktop,paid,new,0
3774,desktop,paid,old,0
3775,mobile,referral,old,0
3776,desktop,organic,old,0
3777,mobile,email,old,0
3778,desktop,email,old,0
3779,mobile,paid,new,0
3780,mobile,email,new,0
3781,desktop,email,new,0
3782,mobile,referral,old,0
3783,mobile,referral,new,0
3784,desktop,referral,new,0
3785,mobile,referral,new,0
3786,desktop,organic,old,1
3787,desktop,referral,old,0
3788,mobile,email,old,0
3789,mobile,referral,new,1
3790,mobile,referral,new,0
3791,desktop,email,new,1
3792,desktop,email,new,0
3793,desktop,paid,new,0
3794,desktop,referral,old,0
3795,desktop,referral,old,1
3796,desktop,paid,new,0
3797,mobile,paid,new,0
3798,mobile,organic,old,0
3799,mobile,organic,new,0
3800,desktop,paid,new,0
3801,mobile,email,new,0
3802,desktop,organic,new,0
3803,desktop,paid,new,0
3804,desktop,organic,old,0
3805,mobile,organic,old,0
3806,desktop,referral,old,0
3807,mobile,referral,new,0
3808,mobile,referral,old,0
3809,desktop,organic,old,0
3810,desktop,paid,old,0
3811,desktop,paid,new,0
3812,desktop,email,new,0
3813,mobile,paid,old,0
3814,desktop,referral,new,0
3815,mobile,paid,new,0
3816,mobile,referral,new,0
3817,desktop,email,new,0
3818,mobile,organic,old,0
3819,desktop,organic,old,0
3820,mobile,organic,new,0
3821,desktop,referral,new,0
3822,desktop,paid,new,0
3823,mobile,paid,old,0
3824,desktop,email,old,0
3825,mobile,organic,old,0
3826,mobile,paid,old,0
3827,mobile,email,new,0
3828,desktop,paid,old,0
3829,mobile,referral,new,0
3830,mobile,paid,new,0
3831,desktop,paid,new,1
3832,desktop,referral,old,0
3833,mobile,organic,old,0
3834,mobile,email,new,0
3835,desktop,referral,new,1
3836,desktop,paid,old,0
3837,desktop,organic,old,1
3838,desktop,paid,old,1
3839,desktop,organic,new,0
3840,mobile,paid,new,0
3841,mobile,organic,old,0
3842,mobile,paid,new,0
3843,mobile,referral,new,0
3844,mobile,referral,new,0
3845,mobile,organic,new,0
3846,mobile,email,new,0
3847,mobile,paid,new,0
3848,desktop,referral,old,0
3849,desktop,referral,old,0
3850,desktop,email,new,0
3851,mobile,organic,old,1
3852,mobile,paid,new,0
3853,mobile,referral,old,0
3854,desktop,organic,new,0
3855,desktop,referral,old,0
3856,mobile,email,new,0
3857,desktop,email,new,0
3858,desktop,email,old,1
3859,desktop,email,old,0
3860,mobile,organic,new,0
3861,mobile,paid,old,0
3862,desktop,referral,old,0
3863,mobile,paid,new,0
3864,mobile,referral,new,1
3865,mobile,organic,old,0
3866,mobile,referral,old,0
3867,desktop,email,old,0
3868,mobile,referral,old,0
3869,mobile,email,old,0
3870,mobile,paid,new,0
3871,mobile,email,new,0
3872,desktop,referral,old,0
3873,desktop,referral,old,0
3874,mobile,referral,new,0
3875,desktop,organic,old,0
3876,desktop,organic,old,0
3877,mobile,paid,old,0
3878,desktop,referral,old,1
3879,desktop,referral,old,0
3880,desktop,email,old,0
3881,desktop,organic,old,0
3882,mobile,referral,new,0
3883,mobile,referral,new,0
3884,mobile,email,new,0
3885,desktop,email,new,0
3886,mobile,organic,new,0
3887,mobile,referral,new,0
3888,desktop,paid,old,0
3889,desktop,referral,new,0
3890,mobile,referral,new,0
3891,mobile,paid,new,0
3892,desktop,email,old,0
3893,mobile,paid,new,0
3894,mobile,paid,new,1
3895,desktop,email,old,0
3896,mobile,referral,new,0
3897,mobile,email,new,0
3898,desktop,paid,old,0
3899,desktop,paid,old,0
3900,desktop,paid,new,0
3901,desktop,organic,new,0
3902,desktop,referral,old,1
3903,desktop,email,old,1
3904,mobile,email,new,1
3905,mobile,referral,new,0
3906,desktop,organic,old,0
3907,mobile,organic,new,0
3908,mobile,organic,new,0
3909,mobile,organic,new,0
3910,mobile,organic,new,0
3911,desktop,referral,old,0
3912,mobile,referral,old,0
3913,desktop,paid,new,0
3914,mobile,email,old,0
3915,desktop,paid,new,0
3916,mobile,email,new,0
3917,desktop,paid,old,0
3918,mobile,referral,old,0
3919,desktop,paid,old,0
3920,mobile,organic,old,0
3921,mobile,referral,new,0
3922,mobile,email,old,0
3923,desktop,organic,old,0
3924,desktop,paid,old,1
3925,mobile,organic,new,0
3926,desktop,organic,old,0
3927,mobile,email,old,0
3928,desktop,organic,old,0
3929,mobile,referral,old,0
3930,mobile,paid,new,0
3931,desktop,referral,new,0
3932,desktop,email,old,0
3933,desktop,email,old,1
3934,mobile,email,old,0
3935,desktop,referral,old,0
3936,mobile,email,old,0
3937,mobile,referral,new,0
3938,mobile,paid,old,0
3939,desktop,email,old,0
3940,desktop,organic,old,0
3941,mobile,paid,new,0
3942,mobile,organic,new,0
3943,desktop,email,old,1
3944,desktop,organic,new,0
3945,desktop,organic,old,0
3946,mobile,referral,new,0
3947,mobile,organic,new,0
3948,mobile,email,new,0
3949,desktop,referral,new,0
3950,desktop,paid,old,0
3951,desktop,organic,old,1
3952,mobile,organic,new,0
3953,desktop,email,new,0
3954,mobile,organic,new,0
3955,mobile,paid,new,0
3956,mobile,email,new,0
3957,mobile,email,new,0
3958,desktop,paid,old,0
3959,desktop,email,old,0
3960,mobile,organic,new,0
3961,mobile,organic,new,1
3962,desktop,organic,old,1
3963,mobile,organic,new,0
3964,desktop,paid,new,0
3965,mobile,referral,new,0
3966,desktop,referral,new,0
3967,mobile,organic,new,0
3968,desktop,paid,new,1
3969,mobile,email,new,0
3970,mobile,referral,old,0
3971,mobile,referral,new,0
3972,mobile,organic,new,0
3973,desktop,referral,old,0
3974,mobile,organic,old,0
3975,desktop,email,new,0
3976,mobile,email,old,0
3977,mobile,paid,old,1
3978,mobile,organic,new,0
3979,mobile,referral,new,0
3980,mobile,referral,new,0
3981,desktop,referral,old,0
3982,desktop,email,old,0
3983,desktop,paid,new,0
3984,desktop,paid,old,0
3985,desktop,email,old,0
3986,mobile,email,new,0
3987,desktop,email,new,1
3988,desktop,referral,old,0
3989,mobile,email,old,0
3990,desktop,referral,old,1
3991,mobile,referral,new,0
3992,desktop,organic,old,0
3993,desktop,referral,old,0
3994,mobile,referral,new,0
3995,desktop,referral,old,0
3996,mobile,organic,new,1
3997,mobile,email,new,0
3998,mobile,email,new,1
3999,desktop,organic,new,0
4000,desktop,paid,old,0
4001,desktop,paid,old,0
4002,desktop,paid,old,0
4003,mobile,organic,new,0
4004,mobile,referral,new,0
4005,mobile,referral,old,0
4006,mobile,referral,new,1
4007,desktop,referral,old,1
4008,mobile,referral,new,0
4009,mobile,paid,old,0
4010,desktop,organic,old,0
4011,desktop,referral,new,0
4012,desktop,referral,old,1
4013,mobile,referral,old,0
4014,desktop,organic,old,0
4015,mobile,email,new,0
4016,desktop,referral,new,1
4017,mobile,referral,old,0
4018,desktop,email,old,1
4019,mobile,email,new,0
4020,mobile,referral,new,0
4021,desktop,organic,old,1
4022,desktop,organic,old,0
4023,desktop,paid,new,0
4024,mobile,email,old,0
4025,desktop,paid,new,0
4026,mobile,paid,new,0
4027,mobile,organic,new,0
4028,mobile,organic,new,0
4029,mobile,email,new,0
4030,mobile,referral,old,0
4031,mobile,organic,old,1
4032,mobile,organic,old,0
4033,mobile,referral,old,0
4034,desktop,organic,old,0
4035,mobile,paid,new,0
4036,desktop,organic,old,0
4037,desktop,organic,new,0
4038,mobile,organic,new,0
4039,desktop,paid,new,0
4040,desktop,organic,old,1
4041,mobile,email,old,0
4042,desktop,email,new,0
4043,mobile,paid,new,0
4044,desktop,email,new,0
4045,desktop,referral,old,0
4046,mobile,email,new,0
