account_id,tenure_months,session_count,feature_adoption_count,support_tickets,churned,pc1_score
3391,24,477.0,4,1,0,-160.06
3392,58,40.0,3,1,0,-597.06
3393,42,408.0,5,2,0,-229.06
3394,46,1020.0,2,1,0,382.94
3395,39,381.0,7,2,0,-256.06
3396,58,425.0,6,2,0,-212.06
3397,32,462.0,5,3,1,-175.06
3398,27,137.0,4,1,0,-500.06
3399,47,300.0,3,2,0,-337.06
3400,7,465.0,4,2,0,-172.07
3401,21,3000.0,3,3,0,2362.94
3402,40,1121.0,2,3,0,483.94
3403,33,665.0,5,4,1,27.94
3404,9,2100.0,5,2,0,1462.93
3405,28,376.0,3,5,1,-261.06
3406,41,89.0,3,2,0,-548.06
3407,26,324.0,2,4,1,-313.06
3408,11,311.0,5,0,0,-326.07
3409,57,455.0,3,3,0,-182.06
3410,2,476.0,6,5,0,-161.07
3411,56,1240.0,7,6,0,602.94
3412,40,210.0,6,0,0,-427.06
3413,49,1192.0,7,0,0,554.94
3414,3,1153.0,6,1,0,515.93
3415,19,62.0,2,3,1,-575.07
3416,46,53.0,5,2,0,-584.06
3417,25,567.0,1,1,1,-70.06
3418,15,303.0,5,2,0,-334.07
3419,59,368.0,4,3,0,-269.06
3420,58,307.0,6,6,0,-330.06
3421,31,405.0,5,5,0,-232.06
3422,60,70.0,1,2,1,-567.06
3423,32,91.0,4,1,0,-546.06
3424,29,246.0,5,1,0,-391.06
3425,37,262.0,1,0,0,-375.06
3426,17,104.0,1,3,0,-533.07
3427,6,652.0,4,2,0,14.93
3428,38,309.0,3,2,0,-328.06
3429,37,193.0,3,3,0,-444.06
3430,10,490.0,6,6,0,-147.07
3431,43,593.0,2,0,0,-44.06
3432,37,191.0,3,3,0,-446.06
3433,55,226.0,2,1,1,-411.06
3434,7,325.0,4,1,0,-312.07
3435,37,124.0,2,3,1,-513.06
3436,50,213.0,6,3,0,-424.06
3437,19,629.0,1,1,0,-8.07
3438,31,295.0,5,1,0,-342.06
3439,22,1202.0,3,4,0,564.94
3440,37,607.0,1,5,1,-30.06
3441,27,2029.0,5,3,0,1391.94
3442,32,302.0,6,2,0,-335.06
3443,18,2251.0,8,6,0,1613.93
3444,38,37.0,6,2,0,-600.06
3445,56,152.0,4,1,0,-485.06
3446,9,59.0,3,1,0,-578.07
3447,2,1034.0,2,0,0,396.93
3448,26,3000.0,1,2,1,2362.94
3449,54,887.0,3,1,1,249.94
3450,16,190.0,3,2,0,-447.07
3451,10,300.0,2,1,1,-337.07
3452,14,815.0,4,1,0,177.93
3453,19,259.0,2,0,1,-378.07
3454,28,458.0,4,0,0,-179.06
3455,8,1182.0,6,1,0,544.93
3456,6,804.0,5,4,0,166.93
3457,9,215.0,6,1,0,-422.07
3458,44,408.0,3,2,1,-229.06
3459,11,419.0,5,2,1,-218.07
3460,55,185.0,6,2,0,-452.06
3461,34,1615.0,4,4,0,977.94
3462,5,1048.0,5,2,0,410.93
3463,3,112.0,1,2,1,-525.07
3464,34,854.0,3,2,1,216.94
3465,44,423.0,2,2,0,-214.06
3466,60,1380.0,3,1,0,742.94
3467,9,1337.0,2,2,0,699.93
3468,10,2058.0,0,2,1,1420.93
3469,40,612.0,5,3,0,-25.06
3470,41,3000.0,3,1,0,2362.94
3471,58,1265.0,3,1,0,627.94
3472,51,338.0,2,2,1,-299.06
3473,50,152.0,4,1,0,-485.06
3474,14,58.0,1,2,0,-579.07
3475,26,437.0,3,3,0,-200.06
3476,3,164.0,2,1,0,-473.07
3477,47,594.0,8,3,0,-43.06
3478,49,3000.0,5,2,0,2362.94
3479,36,778.0,4,0,0,140.94
3480,41,184.0,0,1,1,-453.06
3481,11,1581.0,4,4,0,943.93
3482,2,528.0,5,1,1,-109.07
3483,12,338.0,7,1,0,-299.07
3484,10,207.0,4,3,1,-430.07
3485,1,612.0,0,2,1,-25.07
3486,31,279.0,3,1,0,-358.06
3487,56,440.0,5,1,0,-197.06
3488,20,599.0,1,2,0,-38.07
3489,57,146.0,3,1,0,-491.06
3490,29,463.0,4,3,0,-174.06
3491,11,684.0,1,2,1,46.93
3492,59,199.0,6,2,1,-438.06
3493,59,558.0,4,0,1,-79.06
3494,15,165.0,6,5,1,-472.07
3495,27,490.0,2,0,0,-147.06
3496,20,1314.0,0,5,1,676.93
3497,31,265.0,2,0,1,-372.06
3498,54,122.0,2,2,0,-515.06
3499,51,194.0,4,2,1,-443.06
3500,35,638.0,1,2,1,0.94
3501,37,313.0,1,0,0,-324.06
3502,58,181.0,5,1,0,-456.06
3503,15,359.0,3,1,1,-278.07
3504,3,81.0,6,0,0,-556.07
3505,43,649.0,7,5,1,11.94
3506,26,74.0,4,3,0,-563.06
3507,22,1678.0,7,1,0,1040.94
3508,32,499.0,0,1,1,-138.06
3509,37,1641.0,3,0,0,1003.94
3510,24,429.0,5,0,0,-208.06
3511,49,462.0,1,1,1,-175.06
3512,36,765.0,8,3,0,127.94
3513,4,1246.0,6,2,0,608.93
3514,54,301.0,2,3,0,-336.06
3515,16,1577.0,4,0,1,939.93
3516,35,419.0,4,1,0,-218.06
3517,36,2628.0,7,3,0,1990.94
3518,32,166.0,3,4,1,-471.06
3519,1,82.0,1,2,1,-555.07
3520,13,543.0,3,1,0,-94.07
3521,47,192.0,2,1,0,-445.06
3522,40,1054.0,3,4,0,416.94
3523,5,1120.0,2,2,0,482.93
3524,16,3000.0,4,1,0,2362.93
3525,18,232.0,4,4,0,-405.07
3526,3,528.0,5,0,0,-109.07
3527,2,631.0,2,1,0,-6.07
3528,50,1975.0,4,2,1,1337.94
3529,24,825.0,5,2,1,187.94
3530,24,616.0,3,3,1,-21.06
3531,17,149.0,5,5,0,-488.07
3532,42,1429.0,2,4,1,791.94
3533,13,501.0,4,3,0,-136.07
3534,10,2086.0,4,1,1,1448.93
3535,13,1711.0,5,4,1,1073.93
3536,51,132.0,3,2,0,-505.06
3537,34,312.0,8,1,0,-325.06
3538,46,661.0,3,1,1,23.94
3539,8,1054.0,5,3,1,416.93
3540,14,437.0,2,2,1,-200.07
3541,42,1727.0,2,0,1,1089.94
3542,54,929.0,5,1,0,291.94
3543,56,110.0,1,1,1,-527.06
3544,21,2476.0,3,3,1,1838.94
3545,30,178.0,1,2,1,-459.06
3546,15,545.0,3,2,1,-92.07
3547,26,954.0,5,4,0,316.94
3548,59,68.0,5,2,0,-569.06
3549,31,1582.0,2,1,0,944.94
3550,3,206.0,5,0,0,-431.07
3551,49,301.0,6,1,1,-336.06
3552,23,147.0,4,2,0,-490.06
3553,43,3000.0,2,1,0,2362.94
3554,7,266.0,8,2,0,-371.07
3555,47,334.0,7,7,0,-303.06
3556,24,810.0,6,1,0,172.94
3557,32,514.0,3,2,0,-123.06
3558,30,801.0,4,0,1,163.94
3559,41,896.0,4,3,1,258.94
3560,21,2829.0,2,4,1,2191.94
3561,53,874.0,2,2,1,236.94
3562,37,151.0,5,2,0,-486.06
3563,11,383.0,5,1,1,-254.07
3564,2,3000.0,3,5,1,2362.93
3565,37,1297.0,2,0,1,659.94
3566,15,1487.0,4,3,0,849.93
3567,39,1139.0,1,1,1,501.94
3568,18,280.0,2,1,1,-357.07
3569,6,187.0,7,0,0,-450.07
3570,35,392.0,4,1,0,-245.06
3571,7,3000.0,4,2,0,2362.93
3572,4,288.0,3,1,1,-349.07
3573,49,462.0,3,2,0,-175.06
3574,4,343.0,3,2,1,-294.07
3575,50,156.0,5,1,0,-481.06
3576,2,815.0,6,1,0,177.93
3577,25,272.0,4,3,1,-365.06
3578,55,589.0,5,2,0,-48.06
3579,37,266.0,5,2,0,-371.06
3580,37,357.0,7,2,0,-280.06
3581,49,1309.0,5,0,0,671.94
3582,12,82.0,5,4,1,-555.07
3583,25,207.0,2,0,1,-430.06
3584,47,296.0,3,1,0,-341.06
3585,60,1836.0,6,4,0,1198.94
3586,15,524.0,5,0,1,-113.07
3587,34,732.0,4,3,1,94.94
3588,13,36.0,8,3,0,-601.07
3589,51,63.0,5,2,1,-574.06
3590,55,131.0,8,1,0,-506.06
3591,50,453.0,4,5,0,-184.06
3592,25,118.0,1,3,0,-519.06
3593,42,385.0,4,2,0,-252.06
3594,7,65.0,4,2,0,-572.07
3595,22,570.0,1,2,1,-67.06
3596,56,2990.0,6,0,0,2352.94
3597,52,517.0,1,3,1,-120.06
3598,50,183.0,3,1,0,-454.06
3599,23,1598.0,2,2,1,960.94
3600,39,376.0,1,1,1,-261.06
3601,28,712.0,2,4,1,74.94
3602,31,50.0,4,2,1,-587.06
3603,45,239.0,6,3,0,-398.06
3604,13,632.0,4,2,0,-5.07
3605,26,364.0,5,0,0,-273.06
3606,43,68.0,5,3,0,-569.06
3607,54,2513.0,3,2,0,1875.94
3608,53,446.0,3,4,1,-191.06
3609,54,203.0,2,3,0,-434.06
3610,53,396.0,5,1,0,-241.06
3611,14,806.0,6,0,0,168.93
3612,38,670.0,0,1,1,32.94
3613,48,355.0,5,3,0,-282.06
3614,60,1092.0,4,5,1,454.94
3615,2,225.0,4,1,0,-412.07
3616,12,745.0,3,3,1,107.93
3617,60,531.0,3,1,1,-106.06
3618,48,161.0,0,2,1,-476.06
3619,26,309.0,2,0,0,-328.06
3620,9,1086.0,5,2,0,448.93
3621,30,1374.0,4,2,0,736.94
3622,23,157.0,1,2,1,-480.06
3623,48,164.0,3,0,1,-473.06
3624,21,172.0,4,1,0,-465.06
3625,16,1410.0,2,2,1,772.93
3626,5,256.0,6,2,0,-381.07
3627,4,163.0,7,3,0,-474.07
3628,55,1021.0,2,0,0,383.94
3629,50,208.0,5,3,0,-429.06
3630,26,83.0,3,1,0,-554.06
3631,34,371.0,1,2,1,-266.06
3632,60,507.0,6,3,0,-130.06
3633,26,155.0,6,2,0,-482.06
3634,60,484.0,6,3,0,-153.06
3635,7,146.0,3,5,1,-491.07
3636,3,274.0,6,1,1,-363.07
3637,52,195.0,2,2,0,-442.06
3638,49,160.0,4,1,0,-477.06
3639,22,207.0,8,1,0,-430.06
3640,19,584.0,7,3,1,-53.07
3641,16,182.0,2,3,1,-455.07
3642,21,142.0,3,5,0,-495.06
3643,29,316.0,7,1,0,-321.06
3644,3,1132.0,2,2,1,494.93
3645,50,438.0,2,3,0,-199.06
3646,12,960.0,6,3,1,322.93
3647,56,790.0,5,5,0,152.94
3648,38,1876.0,7,1,0,1238.94
3649,58,891.0,6,2,0,253.94
3650,41,498.0,3,1,0,-139.06
3651,14,180.0,4,1,0,-457.07
3652,49,260.0,4,3,0,-377.06
3653,19,213.0,6,3,0,-424.07
3654,47,947.0,2,1,1,309.94
3655,49,294.0,2,0,1,-343.06
3656,31,458.0,4,1,0,-179.06
3657,30,406.0,4,2,0,-231.06
3658,47,2598.0,4,5,1,1960.94
3659,58,768.0,3,3,1,130.94
3660,5,42.0,2,4,1,-595.07
3661,13,972.0,4,0,0,334.93
3662,57,652.0,2,0,1,14.94
3663,4,614.0,7,2,0,-23.07
3664,11,461.0,5,3,0,-176.07
3665,36,407.0,4,1,0,-230.06
3666,20,421.0,4,1,0,-216.07
3667,32,83.0,6,1,1,-554.06
3668,12,929.0,2,2,0,291.93
3669,32,3000.0,4,1,0,2362.94
3670,17,198.0,5,2,0,-439.07
3671,14,175.0,5,2,0,-462.07
3672,7,115.0,3,4,1,-522.07
3673,30,222.0,2,1,1,-415.06
3674,15,248.0,8,2,0,-389.07
3675,12,71.0,8,3,0,-566.07
3676,3,168.0,7,3,0,-469.07
3677,59,481.0,5,2,1,-156.06
3678,25,872.0,4,2,0,234.94
3679,49,64.0,2,4,0,-573.06
3680,57,1346.0,7,0,0,708.94
3681,26,983.0,3,2,0,345.94
3682,16,599.0,6,2,0,-38.07
3683,1,682.0,5,1,0,44.93
3684,25,90.0,3,5,1,-547.06
3685,44,2357.0,2,3,0,1719.94
3686,45,760.0,1,5,0,122.94
3687,58,1597.0,1,4,1,959.94
3688,27,352.0,5,1,0,-285.06
3689,14,1019.0,3,0,0,381.93
3690,35,1518.0,3,0,1,880.94
3691,29,193.0,4,2,1,-444.06
3692,17,124.0,6,2,0,-513.07
3693,48,1254.0,4,3,0,616.94
3694,30,54.0,2,5,1,-583.06
3695,44,92.0,3,4,1,-545.06
3696,9,87.0,2,2,0,-550.07
3697,40,977.0,4,3,0,339.94
3698,37,544.0,3,3,0,-93.06
3699,40,161.0,3,3,1,-476.06
3700,50,482.0,5,1,1,-155.06
3701,45,607.0,3,2,0,-30.06
3702,20,358.0,3,1,1,-279.07
3703,16,80.0,6,0,0,-557.07
3704,26,517.0,5,0,0,-120.06
3705,8,1864.0,5,1,0,1226.93
3706,51,34.0,8,2,0,-603.06
3707,2,993.0,1,3,1,355.93
3708,4,487.0,3,3,1,-150.07
3709,50,633.0,4,0,0,-4.06
3710,16,159.0,4,4,0,-478.07
3711,28,70.0,2,1,1,-567.06
3712,44,975.0,5,3,0,337.94
3713,35,320.0,6,3,0,-317.06
3714,53,536.0,5,1,0,-101.06
3715,14,204.0,3,5,1,-433.07
3716,36,475.0,2,3,1,-162.06
3717,19,128.0,5,2,1,-509.07
3718,20,723.0,2,3,0,85.93
3719,54,234.0,2,1,1,-403.06
3720,34,346.0,2,2,1,-291.06
3721,2,3000.0,3,1,0,2362.93
3722,37,506.0,4,4,0,-131.06
3723,37,123.0,5,1,0,-514.06
3724,28,303.0,4,2,0,-334.06
3725,7,55.0,5,0,0,-582.07
3726,39,123.0,4,0,0,-514.06
3727,55,1361.0,4,2,1,723.94
3728,37,230.0,1,1,1,-407.06
3729,1,1920.0,4,1,0,1282.93
3730,26,335.0,4,1,0,-302.06
3731,10,359.0,7,1,0,-278.07
3732,19,186.0,2,3,1,-451.07
3733,7,230.0,3,0,0,-407.07
3734,30,411.0,3,2,1,-226.06
3735,20,54.0,9,1,0,-583.07
3736,23,819.0,6,3,0,181.94
3737,52,732.0,1,1,1,94.94
3738,53,319.0,3,1,0,-318.06
3739,20,945.0,7,1,0,307.93
3740,60,439.0,4,2,1,-198.06
3741,60,1135.0,3,2,1,497.94
3742,51,1453.0,5,5,1,815.94
3743,42,649.0,5,2,0,11.94
3744,41,1127.0,6,1,0,489.94
3745,43,491.0,5,1,0,-146.06
3746,49,102.0,3,1,1,-535.06
3747,55,692.0,6,2,0,54.94
3748,43,311.0,6,1,0,-326.06
3749,5,98.0,2,0,0,-539.07
3750,16,112.0,3,2,1,-525.07
3751,31,240.0,5,1,0,-397.06
3752,30,577.0,5,3,1,-60.06
3753,42,408.0,3,2,0,-229.06
3754,42,278.0,4,2,0,-359.06
3755,17,33.0,4,1,0,-604.07
3756,56,1322.0,5,3,1,684.94
3757,49,232.0,3,2,0,-405.06
3758,16,167.0,4,2,0,-470.07
3759,11,482.0,3,1,0,-155.07
3760,36,1093.0,2,1,0,455.94
3761,38,1017.0,5,3,0,379.94
3762,33,1351.0,6,5,0,713.94
3763,1,331.0,1,0,0,-306.07
3764,20,504.0,2,1,0,-133.07
3765,20,591.0,2,1,1,-46.07
3766,28,378.0,10,1,0,-259.06
3767,1,449.0,6,2,0,-188.07
3768,59,169.0,7,1,0,-468.06
3769,56,1903.0,7,2,0,1265.94
3770,10,77.0,5,3,0,-560.07
3771,51,1100.0,5,1,1,462.94
3772,13,362.0,2,0,1,-275.07
3773,58,163.0,2,2,1,-474.06
3774,45,234.0,2,2,1,-403.06
3775,3,167.0,7,1,0,-470.07
3776,40,3000.0,1,0,1,2362.94
3777,45,326.0,4,2,0,-311.06
3778,24,152.0,2,1,1,-485.06
3779,1,207.0,6,1,0,-430.07
3780,24,465.0,3,2,1,-172.06
3781,50,59.0,5,1,0,-578.06
3782,34,105.0,2,1,0,-532.06
3783,52,1202.0,4,2,0,564.94
3784,10,332.0,6,3,0,-305.07
3785,41,116.0,3,1,0,-521.06
3786,33,79.0,6,1,0,-558.06
3787,2,532.0,6,0,0,-105.07
3788,32,291.0,7,3,0,-346.06
3789,20,37.0,2,3,1,-600.07
3790,26,147.0,1,1,1,-490.06
3791,58,237.0,4,4,1,-400.06
3792,8,3000.0,4,1,0,2362.93
3793,60,147.0,8,3,0,-490.06
3794,53,272.0,5,2,0,-365.06
3795,44,157.0,6,1,0,-480.06
3796,53,343.0,1,3,1,-294.06
3797,5,900.0,6,3,0,262.93
3798,60,154.0,2,2,0,-483.06
3799,6,61.0,5,1,1,-576.07
3800,36,126.0,5,0,1,-511.06
3801,49,444.0,5,3,0,-193.06
3802,18,347.0,2,5,1,-290.07
3803,50,362.0,2,2,1,-275.06
3804,9,2177.0,4,4,1,1539.93
3805,6,183.0,4,0,0,-454.07
3806,40,51.0,3,0,0,-586.06
3807,57,246.0,2,1,0,-391.06
3808,2,100.0,2,3,0,-537.07
3809,55,281.0,6,0,0,-356.06
3810,46,577.0,5,1,0,-60.06
3811,43,82.0,2,0,0,-555.06
3812,22,279.0,1,1,0,-358.06
3813,34,100.0,3,1,0,-537.06
3814,30,237.0,3,1,0,-400.06
3815,54,605.0,5,2,0,-32.06
3816,57,126.0,2,6,1,-511.06
3817,25,246.0,4,2,0,-391.06
3818,16,132.0,3,0,0,-505.07
3819,46,711.0,7,1,0,73.94
3820,30,873.0,6,5,0,235.94
3821,39,78.0,3,4,0,-559.06
3822,34,1150.0,7,1,0,512.94
3823,3,1236.0,5,2,0,598.93
3824,8,1516.0,6,1,0,878.93
3825,18,81.0,8,3,0,-556.07
3826,25,177.0,2,3,1,-460.06
3827,9,900.0,5,1,0,262.93
3828,25,58.0,0,3,1,-579.06
3829,51,3000.0,5,0,1,2362.94
3830,54,252.0,7,1,0,-385.06
3831,53,2137.0,3,2,1,1499.94
3832,56,147.0,2,2,0,-490.06
3833,59,1228.0,2,1,1,590.94
3834,38,919.0,6,2,0,281.94
3835,31,151.0,2,3,0,-486.06
3836,2,3000.0,4,2,0,2362.93
3837,31,88.0,2,2,0,-549.06
3838,42,94.0,3,3,1,-543.06
3839,13,251.0,0,2,0,-386.07
3840,52,60.0,4,2,0,-577.06
3841,39,313.0,3,4,1,-324.06
3842,51,159.0,5,2,0,-478.06
3843,22,873.0,7,2,0,235.94
3844,4,1287.0,5,0,0,649.93
3845,7,202.0,2,0,0,-435.07
3846,41,687.0,5,3,0,49.94
3847,39,174.0,8,2,0,-463.06
3848,1,64.0,2,3,1,-573.07
3849,23,701.0,5,2,0,63.94
3850,33,253.0,4,1,1,-384.06
3851,15,547.0,4,2,0,-90.07
3852,49,62.0,4,2,0,-575.06
3853,26,453.0,4,2,0,-184.06
3854,31,558.0,3,2,0,-79.06
3855,15,510.0,5,0,1,-127.07
3856,25,817.0,5,2,0,179.94
3857,57,68.0,3,0,0,-569.06
3858,13,755.0,5,0,0,117.93
3859,33,105.0,1,3,1,-532.06
3860,55,561.0,5,3,0,-76.06
3861,22,33.0,2,2,1,-604.06
3862,21,167.0,3,1,1,-470.06
3863,46,292.0,3,5,0,-345.06
3864,29,1494.0,2,0,0,856.94
3865,45,371.0,6,1,0,-266.06
3866,22,400.0,4,0,1,-237.06
3867,23,857.0,0,0,1,219.94
3868,50,422.0,5,4,0,-215.06
3869,45,1373.0,5,3,1,735.94
3870,47,200.0,4,1,0,-437.06
3871,16,244.0,3,0,0,-393.07
3872,41,660.0,2,1,0,22.94
3873,48,808.0,5,2,0,170.94
3874,18,1224.0,7,6,0,586.93
3875,36,159.0,5,3,1,-478.06
3876,42,151.0,3,1,1,-486.06
3877,36,1004.0,4,3,0,366.94
3878,57,268.0,4,2,0,-369.06
3879,8,575.0,3,1,0,-62.07
3880,40,263.0,7,1,0,-374.06
3881,28,325.0,1,1,1,-312.06
3882,54,1569.0,4,1,0,931.94
3883,53,211.0,3,4,0,-426.06
3884,49,53.0,2,3,0,-584.06
3885,59,1174.0,1,3,0,536.94
3886,60,219.0,4,3,0,-418.06
3887,44,452.0,2,4,0,-185.06
3888,28,2247.0,8,1,0,1609.94
3889,3,1035.0,6,1,0,397.93
3890,32,758.0,6,2,0,120.94
3891,23,326.0,1,0,0,-311.06
3892,7,2599.0,2,5,0,1961.93
3893,18,788.0,5,0,0,150.93
3894,47,407.0,3,1,0,-230.06
3895,18,47.0,5,1,0,-590.07
3896,13,407.0,6,1,1,-230.07
3897,8,979.0,6,0,1,341.93
3898,29,360.0,2,2,0,-277.06
3899,4,959.0,3,4,1,321.93
3900,42,696.0,5,1,0,58.94
3901,17,309.0,3,2,0,-328.07
3902,13,674.0,4,3,0,36.93
3903,9,2325.0,4,1,1,1687.93
3904,28,1321.0,1,2,0,683.94
3905,39,1199.0,6,2,0,561.94
3906,49,445.0,2,3,1,-192.06
3907,16,161.0,4,1,0,-476.07
3908,35,101.0,2,2,1,-536.06
3909,30,61.0,2,1,1,-576.06
3910,23,574.0,1,4,1,-63.06
3911,44,229.0,5,3,0,-408.06
3912,26,108.0,6,2,0,-529.06
3913,59,165.0,4,1,0,-472.06
3914,22,501.0,5,0,0,-136.06
3915,48,94.0,6,4,0,-543.06
3916,27,179.0,3,1,0,-458.06
3917,1,450.0,2,2,1,-187.07
3918,49,360.0,7,3,0,-277.06
3919,48,211.0,4,4,0,-426.06
3920,27,185.0,5,3,0,-452.06
3921,27,1510.0,5,3,1,872.94
3922,31,59.0,4,2,0,-578.06
3923,9,578.0,2,1,1,-59.07
3924,18,1623.0,4,2,0,985.93
3925,9,1002.0,6,4,1,364.93
3926,22,132.0,1,1,1,-505.06
3927,52,1446.0,3,5,1,808.94
3928,49,2402.0,7,2,0,1764.94
3929,10,473.0,2,4,1,-164.07
3930,39,808.0,7,2,0,170.94
3931,6,43.0,2,1,1,-594.07
3932,50,419.0,3,3,0,-218.06
3933,14,155.0,4,0,0,-482.07
3934,20,337.0,1,2,0,-300.07
3935,21,209.0,3,6,1,-428.06
3936,10,2318.0,4,2,0,1680.93
3937,41,192.0,4,2,1,-445.06
3938,60,530.0,5,3,0,-107.06
3939,59,329.0,4,1,1,-308.06
3940,10,562.0,3,2,0,-75.07
3941,2,3000.0,2,3,1,2362.93
3942,21,266.0,8,4,0,-371.06
3943,22,52.0,3,2,1,-585.06
3944,35,180.0,6,3,0,-457.06
3945,20,326.0,4,2,0,-311.07
3946,25,34.0,3,6,1,-603.06
3947,23,250.0,3,3,1,-387.06
3948,50,677.0,6,1,0,39.94
3949,58,622.0,3,0,0,-15.06
3950,40,395.0,2,2,1,-242.06
3951,55,659.0,4,1,1,21.94
3952,58,408.0,3,3,0,-229.06
3953,14,96.0,2,1,1,-541.07
3954,18,623.0,4,0,0,-14.07
3955,7,71.0,3,1,0,-566.07
3956,56,215.0,2,2,0,-422.06
3957,27,149.0,6,1,0,-488.06
3958,26,736.0,10,3,0,98.94
3959,50,416.0,4,2,0,-221.06
3960,14,704.0,6,2,0,66.93
3961,54,774.0,6,3,0,136.94
3962,28,141.0,4,1,0,-496.06
3963,43,191.0,6,4,0,-446.06
3964,1,105.0,0,2,0,-532.07
3965,53,392.0,7,1,0,-245.06
3966,18,274.0,2,3,1,-363.07
3967,59,444.0,7,4,0,-193.06
3968,13,67.0,3,1,1,-570.07
3969,55,831.0,10,2,0,193.94
3970,58,378.0,7,1,0,-259.06
3971,6,385.0,4,1,0,-252.07
3972,60,864.0,5,2,1,226.94
3973,32,612.0,4,0,0,-25.06
3974,3,837.0,1,0,0,199.93
3975,36,215.0,3,2,0,-422.06
3976,39,1858.0,6,0,0,1220.94
3977,12,188.0,5,3,0,-449.07
3978,7,259.0,3,1,0,-378.07
3979,29,199.0,4,3,0,-438.06
3980,59,977.0,1,4,1,339.94
3981,36,99.0,3,1,0,-538.06
3982,15,849.0,1,3,1,211.93
3983,17,263.0,5,1,1,-374.07
3984,44,1110.0,4,1,0,472.94
3985,22,135.0,7,3,0,-502.06
3986,46,310.0,4,0,0,-327.06
3987,55,1245.0,4,2,0,607.94
3988,53,625.0,4,1,0,-12.06
3989,41,1992.0,3,1,1,1354.94
3990,55,216.0,3,4,1,-421.06
3991,54,2206.0,5,4,1,1568.94
3992,9,105.0,5,1,0,-532.07
3993,43,206.0,1,4,0,-431.06
3994,11,416.0,5,4,0,-221.07
3995,37,2137.0,2,1,0,1499.94
3996,30,163.0,6,1,1,-474.06
3997,33,427.0,7,3,0,-210.06
3998,21,311.0,4,0,0,-326.06
3999,43,1173.0,2,4,1,535.94
4000,8,82.0,4,5,0,-555.07
4001,52,599.0,5,3,0,-38.06
4002,37,305.0,2,0,0,-332.06
4003,38,893.0,6,5,0,255.94
4004,42,781.0,4,3,0,143.94
4005,24,920.0,5,4,0,282.94
4006,15,352.0,5,0,0,-285.07
4007,16,335.0,4,1,1,-302.07
4008,37,251.0,3,1,0,-386.06
4009,48,125.0,2,3,0,-512.06
4010,1,369.0,3,0,0,-268.07
4011,5,872.0,2,1,1,234.93
4012,6,559.0,4,1,0,-78.07
4013,1,302.0,1,3,1,-335.07
4014,58,900.0,8,2,0,262.94
4015,53,285.0,5,3,1,-352.06
4016,7,186.0,4,2,0,-451.07
4017,52,2412.0,5,3,1,1774.94
4018,32,254.0,2,0,1,-383.06
4019,3,1491.0,5,0,0,853.93
4020,8,193.0,3,3,0,-444.07
4021,19,662.0,3,3,0,24.93
4022,1,278.0,4,5,0,-359.07
4023,14,179.0,6,0,0,-458.07
4024,13,440.0,5,2,1,-197.07
4025,29,227.0,5,3,0,-410.06
4026,11,3000.0,7,2,0,2362.93
4027,10,116.0,0,4,1,-521.07
4028,46,2980.0,5,4,0,2342.94
4029,30,405.0,7,3,0,-232.06
4030,44,138.0,4,3,0,-499.06
4031,33,87.0,6,1,0,-550.06
4032,37,353.0,6,0,0,-284.06
4033,4,448.0,1,2,0,-189.07
4034,35,1476.0,4,3,0,838.94
4035,54,226.0,4,0,1,-411.06
4036,56,78.0,8,3,0,-559.06
4037,1,469.0,1,1,1,-168.07
4038,54,52.0,5,1,0,-585.06
4039,41,1447.0,4,2,0,809.94
4040,31,193.0,7,1,0,-444.06
4041,39,1095.0,4,1,0,457.94
4042,48,286.0,1,1,1,-351.06
4043,55,171.0,8,1,0,-466.06
4044,1,636.0,3,2,1,-1.07
4045,25,980.0,2,2,0,342.94
4046,41,232.0,4,3,0,-405.06
4047,17,613.0,8,1,0,-24.07
4048,13,420.0,6,5,1,-217.07
4049,32,378.0,3,1,0,-259.06
4050,28,705.0,3,0,0,67.94
4051,33,1003.0,3,2,0,365.94
4052,19,128.0,4,3,1,-509.07
4053,59,134.0,0,6,1,-503.06
4054,7,250.0,2,0,1,-387.07
4055,16,354.0,3,1,0,-283.07
4056,3,271.0,10,2,0,-366.07
4057,16,148.0,7,4,0,-489.07
4058,59,474.0,4,1,0,-163.06
4059,53,518.0,1,1,1,-119.06
4060,15,423.0,3,3,1,-214.07
4061,23,323.0,7,5,0,-314.06
4062,15,889.0,8,5,0,251.93
4063,60,195.0,2,1,1,-442.06
4064,42,3000.0,6,2,1,2362.94
4065,36,1001.0,3,6,1,363.94
4066,1,294.0,6,2,0,-343.07
4067,49,447.0,3,0,0,-190.06
4068,36,106.0,5,1,0,-531.06
4069,57,1126.0,8,4,0,488.94
4070,22,411.0,5,0,0,-226.06
4071,1,192.0,6,0,0,-445.07
4072,4,182.0,6,1,1,-455.07
4073,42,290.0,2,0,0,-347.06
4074,3,1064.0,7,1,0,426.93
4075,56,198.0,5,1,0,-439.06
4076,56,1061.0,6,4,0,423.94
4077,42,464.0,3,4,0,-173.06
4078,53,3000.0,1,1,1,2362.94
4079,45,1922.0,2,0,0,1284.94
4080,53,301.0,4,1,0,-336.06
4081,6,191.0,3,1,0,-446.07
4082,8,1092.0,5,0,0,454.93
4083,34,235.0,2,1,0,-402.06
4084,53,464.0,6,2,0,-173.06
4085,3,736.0,1,0,1,98.93
4086,12,288.0,3,2,1,-349.07
4087,46,1015.0,3,4,0,377.94
4088,7,623.0,2,0,0,-14.07
4089,20,217.0,5,2,0,-420.07
