user_id,plan,engagement_score,workflows_first_month,workflows_total,tenure_months,churned
3141,pro,24.2,5,16,3,1
3142,pro,66.6,18,31,2,1
3143,pro,34.5,5,15,2,1
3144,pro,34.9,7,17,4,1
3145,pro,23.0,6,11,1,1
3146,team,32.0,5,15,3,1
3147,free,37.7,5,13,2,1
3148,free,18.5,1,8,4,1
3149,free,42.4,4,44,12,0
3150,pro,32.0,1,3,1,1
3151,team,29.1,3,9,3,1
3152,free,15.6,4,13,9,0
3153,pro,75.2,9,192,21,0
3154,pro,44.8,4,63,11,0
3155,pro,61.8,10,132,18,0
3156,free,29.0,1,8,2,1
3157,free,72.8,11,112,17,0
3158,free,85.1,10,153,19,0
3159,pro,64.1,13,85,13,0
3160,free,10.1,0,0,1,1
3161,free,56.3,8,31,3,1
3162,free,42.0,2,7,1,1
3163,pro,19.7,3,4,1,1
3164,free,67.1,13,40,3,1
3165,pro,59.6,10,90,12,0
3166,free,88.6,13,238,27,0
3167,free,69.9,4,170,19,0
3168,team,11.4,1,1,1,1
3169,free,52.4,4,96,20,0
3170,free,47.2,7,15,1,1
3171,free,11.4,3,5,4,1
3172,team,28.6,6,7,1,1
3173,free,82.0,10,159,18,0
3174,team,34.9,4,10,1,1
3175,pro,56.6,9,52,8,0
3176,pro,3.5,0,1,1,1
3177,free,85.7,10,153,21,0
3178,free,91.9,12,166,16,0
3179,team,82.1,7,204,23,0
3180,pro,48.6,5,83,15,0
3181,pro,62.1,15,118,19,0
3182,free,67.1,10,127,18,0
3183,free,34.5,7,9,1,1
3184,free,31.1,3,18,3,1
3185,team,48.3,9,13,1,1
3186,free,62.0,4,15,2,1
3187,free,12.4,2,3,1,1
3188,pro,38.2,8,51,13,0
3189,free,36.5,7,23,5,1
3190,pro,69.5,12,158,21,0
3191,team,39.7,6,9,1,1
3192,free,2.9,0,2,1,1
3193,pro,54.3,9,29,3,1
3194,free,34.5,4,6,1,1
3195,free,42.2,5,11,1,1
3196,pro,27.3,3,43,10,0
3197,free,57.5,12,79,12,0
3198,pro,43.4,2,81,15,0
3199,free,58.1,5,100,15,0
3200,team,12.9,1,5,3,1
3201,free,70.5,8,22,2,1
3202,pro,82.6,12,122,14,0
3203,free,72.7,19,124,17,0
3204,free,49.2,10,62,11,0
3205,free,40.1,3,51,12,0
3206,team,80.2,12,19,1,1
3207,team,27.3,3,6,3,1
3208,free,87.4,13,205,22,0
3209,pro,12.0,1,3,1,1
3210,free,30.4,3,28,7,1
3211,free,46.9,6,20,3,1
3212,team,19.6,4,7,2,1
3213,team,57.7,7,75,12,0
3214,pro,30.2,4,8,1,1
3215,pro,77.3,9,21,2,1
3216,free,6.8,0,0,1,1
3217,pro,41.2,5,13,3,1
3218,free,63.5,11,121,15,0
3219,team,51.3,5,13,2,1
3220,free,32.2,3,11,3,1
3221,pro,74.0,1,174,22,0
3222,team,44.0,7,27,4,1
3223,pro,61.6,3,109,17,0
3224,free,60.5,8,151,21,0
3225,free,77.2,9,141,17,0
3226,free,38.8,3,7,1,1
3227,free,52.9,9,30,4,1
3228,free,45.3,6,19,3,1
3229,pro,50.1,0,114,22,0
3230,pro,65.8,5,88,13,0
3231,free,36.9,4,50,14,0
3232,team,32.3,5,12,3,1
3233,free,37.3,2,9,2,1
3234,free,66.6,8,92,14,0
3235,pro,88.3,12,304,29,0
3236,free,24.8,3,10,2,1
3237,pro,71.1,8,148,19,0
3238,pro,88.9,15,63,6,1
3239,free,37.1,1,16,4,1
3240,free,50.1,7,23,4,1
3241,team,42.5,2,57,10,0
3242,free,47.5,3,21,3,1
3243,pro,39.8,9,16,1,1
3244,pro,64.1,7,131,19,0
3245,free,39.5,4,19,4,1
3246,free,64.6,3,16,2,1
3247,free,71.0,10,85,9,0
3248,free,66.6,7,26,3,1
3249,free,55.3,3,35,4,1
3250,pro,12.3,0,1,1,1
3251,pro,55.0,9,55,8,0
3252,free,56.4,6,20,3,1
3253,pro,26.2,3,9,1,1
3254,free,75.8,9,171,24,0
3255,pro,19.2,2,6,1,1
3256,pro,16.0,4,8,1,1
3257,team,45.6,5,18,4,1
3258,free,12.8,1,3,1,1
3259,team,71.9,4,125,15,0
3260,team,23.6,0,0,1,1
3261,free,85.2,9,152,18,0
3262,pro,58.5,6,103,17,0
3263,pro,50.1,14,103,16,0
3264,pro,44.7,6,64,12,0
3265,free,19.9,1,7,3,1
3266,pro,20.8,3,4,1,1
3267,team,84.4,8,73,9,0
3268,team,42.3,2,6,1,1
3269,pro,38.6,2,18,4,1
3270,team,36.9,10,16,2,1
3271,free,44.4,7,11,1,1
3272,pro,42.6,6,27,4,1
3273,pro,29.0,3,7,2,1
3274,pro,53.2,10,66,11,0
3275,pro,27.4,1,8,2,1
3276,pro,83.4,6,168,20,0
3277,free,39.4,2,6,1,1
3278,pro,24.2,4,6,1,1
3279,pro,71.9,13,98,12,0
3280,pro,41.4,6,15,2,1
3281,free,78.4,6,149,20,0
3282,pro,60.3,10,26,3,1
3283,free,21.8,3,7,3,1
3284,team,42.8,7,11,1,1
3285,free,33.3,2,26,5,1
3286,pro,75.0,7,187,23,0
3287,pro,20.0,2,2,1,1
3288,pro,31.9,3,8,1,1
3289,team,62.0,6,102,15,0
3290,pro,11.1,0,4,1,1
3291,pro,67.3,7,47,5,1
3292,team,55.3,6,11,2,1
3293,free,23.5,3,8,1,1
3294,free,26.1,5,7,1,1
3295,free,73.3,12,31,3,1
3296,team,55.7,9,80,14,0
3297,pro,70.6,12,125,15,0
3298,free,39.7,5,88,20,0
3299,free,43.4,4,15,3,1
3300,pro,36.1,3,25,5,1
3301,team,46.7,2,44,9,0
3302,free,45.6,4,11,2,1
3303,free,47.1,6,66,10,0
3304,pro,20.7,2,3,1,1
3305,free,76.1,4,167,20,0
3306,free,31.8,2,2,1,1
3307,pro,56.4,9,122,20,0
3308,free,68.1,9,148,24,0
3309,pro,61.3,6,113,17,0
3310,pro,47.9,7,16,2,1
3311,free,35.4,2,33,7,0
3312,pro,18.4,3,4,1,1
3313,pro,43.6,2,28,6,0
3314,free,33.6,4,10,2,1
3315,free,47.8,4,6,1,1
3316,pro,40.6,4,60,13,0
3317,free,65.3,7,135,20,0
3318,pro,15.2,1,4,2,1
3319,pro,63.9,11,22,2,1
3320,free,52.1,9,28,3,1
3321,pro,59.5,5,14,2,1
3322,pro,63.7,7,31,4,1
3323,free,41.4,6,8,1,1
3324,free,29.4,3,3,1,1
3325,team,67.8,7,39,4,1
3326,team,43.1,5,60,12,0
3327,free,74.6,12,122,15,0
3328,pro,9.5,2,7,1,1
3329,free,68.5,8,31,4,1
3330,team,54.0,5,13,2,1
3331,team,46.6,2,95,17,0
3332,free,30.5,5,15,3,1
3333,pro,13.6,2,3,2,1
3334,pro,63.6,8,77,11,0
3335,pro,48.6,6,102,17,0
3336,free,17.1,1,5,1,1
3337,free,37.2,5,19,3,1
3338,team,64.8,1,149,21,0
3339,free,12.0,1,2,2,1
3340,free,29.3,1,11,2,1
3341,team,28.5,7,11,4,1
3342,free,74.0,3,151,20,0
3343,free,36.8,4,9,1,1
3344,free,41.0,5,12,2,1
3345,team,61.2,9,81,11,0
3346,pro,38.8,6,10,1,1
3347,pro,40.6,4,10,2,1
3348,free,52.6,7,14,3,1
3349,team,8.1,0,0,1,1
3350,team,27.9,4,6,1,1
3351,pro,48.6,3,25,5,1
3352,free,54.9,5,93,17,0
3353,free,48.9,2,71,16,0
3354,free,75.4,9,134,18,0
3355,free,70.2,14,179,21,0
3356,free,7.1,2,2,1,1
3357,free,59.2,8,128,20,0
3358,free,93.2,8,167,18,0
3359,free,74.0,12,50,5,1
3360,pro,45.4,7,60,14,0
3361,pro,43.2,4,68,11,0
3362,pro,86.7,11,213,21,0
3363,team,58.5,8,97,15,0
3364,team,58.2,6,11,1,1
3365,pro,42.2,4,67,15,0
3366,pro,28.4,2,10,4,1
3367,pro,77.0,7,170,21,0
3368,pro,18.1,0,4,2,1
3369,free,50.6,7,19,2,1
3370,free,37.0,0,5,1,1
3371,pro,58.5,3,100,15,0
3372,team,23.5,2,5,1,1
3373,pro,26.6,0,6,2,1
3374,free,11.9,0,0,1,1
3375,pro,59.9,5,147,23,0
3376,pro,32.1,5,9,2,1
3377,team,25.8,2,5,1,1
3378,free,60.1,8,18,2,1
3379,pro,96.2,11,190,21,0
3380,free,63.3,6,20,2,1
3381,free,47.3,4,9,1,1
3382,free,52.3,5,147,28,0
3383,pro,38.4,5,15,1,1
3384,pro,75.4,12,140,19,0
3385,free,76.6,6,19,2,1
3386,free,71.8,8,124,17,0
3387,free,46.9,7,14,2,1
3388,free,58.4,7,39,4,1
3389,team,61.0,5,163,24,0
3390,free,25.4,3,16,5,1
3391,team,35.3,4,8,1,1
3392,free,33.5,7,12,1,1
3393,free,40.5,2,47,13,0
3394,pro,49.9,9,14,1,1
3395,free,24.0,3,7,1,1
3396,free,20.0,4,8,1,1
3397,team,15.2,1,2,2,1
3398,free,47.4,3,9,1,1
3399,pro,48.4,4,50,10,0
3400,free,42.3,3,13,3,1
3401,pro,74.0,9,124,16,0
3402,pro,58.6,6,100,16,0
3403,pro,34.8,3,14,3,1
3404,pro,63.0,9,137,17,0
3405,free,16.1,1,3,1,1
3406,team,38.3,6,10,2,1
3407,free,73.6,12,131,17,0
3408,team,52.0,7,25,3,1
3409,pro,26.7,4,9,2,1
3410,pro,52.1,6,84,16,0
3411,pro,48.5,8,74,13,0
3412,free,63.2,6,117,18,0
3413,pro,16.9,1,2,2,1
3414,free,41.4,8,16,2,1
3415,pro,52.2,5,13,2,1
3416,pro,65.7,6,86,12,0
3417,free,87.8,11,154,17,0
3418,free,43.9,3,10,2,1
3419,pro,22.3,2,2,1,1
3420,free,27.8,3,16,3,1
3421,free,85.8,12,184,18,0
3422,free,59.4,6,24,3,1
3423,free,68.6,7,139,20,0
3424,pro,61.7,6,22,3,1
3425,free,52.9,9,23,2,1
3426,team,68.6,8,96,17,0
3427,pro,34.3,4,9,1,1
3428,free,7.8,3,4,1,1
3429,team,68.2,6,111,16,0
3430,free,35.7,5,13,3,1
3431,team,88.7,13,232,26,0
3432,free,33.5,9,17,2,1
3433,pro,40.6,3,22,4,1
3434,team,50.1,8,16,3,1
3435,team,38.3,3,11,2,1
3436,pro,34.0,3,19,2,1
3437,free,15.9,1,5,3,1
3438,free,35.5,4,11,2,1
3439,pro,66.7,11,140,19,0
3440,team,33.2,5,9,2,1
3441,free,57.3,10,73,14,0
3442,team,35.7,1,5,1,1
3443,team,35.1,5,6,1,1
3444,pro,30.2,5,14,2,1
3445,free,34.3,6,16,2,1
3446,free,65.3,5,122,17,0
3447,free,61.4,6,26,3,1
3448,pro,54.7,6,11,1,1
3449,free,26.6,5,10,1,1
3450,team,49.7,5,18,2,1
3451,pro,77.8,13,110,10,1
3452,free,26.3,3,8,2,1
3453,pro,40.9,3,29,5,1
3454,free,42.5,3,18,4,1
3455,free,61.5,8,89,16,0
3456,pro,61.3,6,101,17,0
3457,free,50.2,3,5,1,1
3458,pro,66.3,10,172,22,0
3459,pro,12.1,1,3,1,1
3460,pro,38.8,5,17,2,1
3461,free,61.7,6,98,15,0
3462,free,46.9,9,111,21,0
3463,free,23.9,3,4,2,1
3464,pro,56.8,5,114,17,0
3465,free,68.2,7,11,1,1
3466,pro,5.2,2,2,1,1
3467,free,47.5,6,71,16,0
3468,team,23.8,2,3,1,1
3469,free,28.4,2,12,1,1
3470,free,87.8,17,254,23,0
3471,team,44.1,8,15,1,1
3472,free,54.9,4,16,2,1
3473,team,67.6,6,127,19,0
3474,pro,15.4,1,1,1,1
3475,pro,85.2,14,188,21,0
3476,free,41.6,5,10,1,1
3477,pro,40.7,2,3,1,1
3478,free,27.2,1,7,1,1
3479,pro,44.6,6,78,18,0
3480,free,65.6,11,127,20,0
3481,free,76.6,13,186,21,0
3482,pro,29.0,5,36,8,0
3483,pro,22.9,3,4,1,1
3484,team,27.6,6,20,4,1
3485,pro,28.5,2,5,2,1
3486,team,19.1,1,3,1,1
3487,pro,20.7,2,6,1,1
3488,free,55.0,5,11,1,1
3489,free,38.2,4,18,4,1
3490,team,65.1,6,12,1,1
3491,free,87.7,11,206,25,0
3492,free,56.7,7,91,13,0
3493,free,49.9,9,15,2,1
3494,team,39.9,6,16,3,1
3495,free,9.8,1,5,3,1
3496,free,57.8,8,25,3,1
3497,pro,47.3,9,78,15,0
3498,free,19.6,3,5,1,1
3499,pro,34.7,1,11,3,1
3500,pro,38.7,5,10,2,1
3501,free,23.8,4,16,4,1
3502,free,31.9,6,10,1,1
3503,free,40.0,5,14,2,1
3504,pro,20.1,3,4,1,1
3505,free,54.0,8,26,2,1
3506,pro,70.3,7,75,10,0
3507,free,32.6,2,6,1,1
3508,free,38.7,6,13,2,1
3509,free,83.8,11,155,16,0
3510,free,53.9,9,57,10,0
3511,free,73.5,6,134,17,0
3512,pro,70.5,7,82,11,0
3513,pro,4.4,0,1,2,1
3514,pro,28.6,0,4,1,1
3515,pro,25.8,2,3,1,1
3516,team,38.2,4,16,2,1
3517,free,27.4,2,7,2,1
3518,free,10.3,2,4,1,1
3519,team,79.3,4,192,22,0
3520,team,45.4,7,54,12,0
3521,free,75.7,9,237,27,0
3522,pro,75.0,16,137,17,0
3523,pro,81.5,8,143,16,0
3524,free,64.5,7,72,11,0
3525,free,55.6,13,32,4,1
3526,free,10.5,3,6,3,1
3527,pro,11.8,3,4,1,1
3528,pro,35.8,4,6,1,1
3529,free,28.3,3,11,2,1
3530,pro,32.7,8,14,2,1
3531,pro,76.6,11,164,20,0
3532,pro,73.2,11,13,1,1
3533,free,10.1,1,2,1,1
3534,free,45.8,5,106,21,0
3535,free,40.3,5,18,2,1
3536,free,51.8,7,86,15,0
3537,free,68.4,6,84,13,0
3538,pro,44.1,3,12,2,1
3539,free,43.6,6,15,2,1
3540,team,29.4,5,8,2,1
3541,free,52.7,4,96,14,0
3542,team,50.8,5,84,12,0
3543,pro,64.0,6,135,18,0
3544,free,61.2,10,174,26,0
3545,pro,27.7,2,15,4,0
3546,team,71.2,9,26,2,1
3547,pro,71.0,10,212,26,0
3548,free,22.5,3,33,9,0
3549,free,57.1,5,24,3,1
3550,free,42.2,4,80,15,0
3551,free,23.5,3,3,1,1
3552,free,61.1,4,11,1,1
3553,team,67.4,9,25,3,1
3554,pro,21.9,2,8,3,1
3555,pro,16.4,2,3,1,1
3556,free,55.0,9,21,2,1
3557,free,33.3,5,14,3,1
3558,free,57.3,6,41,5,1
3559,free,17.5,5,11,2,1
3560,pro,81.4,10,239,29,0
3561,free,53.0,3,81,16,0
3562,team,12.4,0,4,2,1
3563,free,17.5,1,7,3,1
3564,pro,86.4,8,253,29,0
3565,free,29.8,4,7,1,1
3566,free,41.7,3,55,12,0
3567,team,30.9,4,13,2,1
3568,free,51.4,7,12,1,1
3569,team,19.5,3,7,1,1
3570,free,45.3,7,12,2,1
3571,free,53.3,4,68,10,0
3572,team,44.8,6,9,1,1
3573,free,45.6,4,22,4,1
3574,pro,46.6,4,17,3,1
3575,free,30.6,7,18,2,1
3576,free,44.1,3,7,1,1
3577,free,88.9,17,258,29,0
3578,pro,43.9,4,6,1,1
3579,free,70.5,7,38,4,1
3580,pro,23.2,5,9,2,1
3581,free,61.7,7,118,18,0
3582,pro,33.1,5,9,1,1
3583,team,46.3,1,122,21,0
3584,free,23.7,1,3,1,1
3585,team,30.4,3,13,2,1
3586,free,9.8,1,3,1,1
3587,pro,61.2,5,13,1,1
3588,free,34.1,4,7,1,1
3589,team,6.6,0,2,2,1
3590,free,22.3,5,7,2,1
3591,team,39.2,5,11,2,1
3592,free,41.0,6,12,1,1
3593,pro,53.0,4,39,6,1
3594,free,46.8,10,119,22,0
3595,free,37.4,3,39,12,0
3596,pro,33.5,5,9,1,1
3597,pro,36.9,5,14,3,1
3598,team,42.9,7,63,13,0
3599,pro,21.1,2,5,2,1
3600,pro,39.3,6,8,1,1
3601,pro,59.0,8,42,7,1
3602,free,37.7,5,10,1,1
3603,free,28.4,6,13,2,1
3604,free,33.6,2,14,4,1
3605,team,16.4,0,5,2,1
3606,team,69.3,8,186,27,0
3607,pro,21.4,2,3,1,1
3608,team,40.8,7,13,1,1
3609,team,69.2,8,136,17,0
3610,pro,85.9,11,162,16,0
3611,free,39.5,4,8,1,1
3612,free,86.9,8,172,19,0
3613,pro,38.5,4,6,1,1
3614,pro,35.2,10,19,3,1
3615,pro,26.0,1,4,1,1
3616,team,75.2,8,249,28,0
3617,free,58.3,8,31,4,1
3618,free,39.8,4,55,13,0
3619,team,59.3,3,121,18,0
3620,free,86.1,6,139,15,0
3621,pro,85.4,8,203,23,0
3622,free,6.3,2,2,1,1
3623,free,29.4,7,10,1,1
3624,pro,55.1,2,113,21,0
3625,free,26.0,1,1,1,1
3626,pro,88.3,11,181,18,0
3627,free,46.6,2,95,19,0
3628,free,29.1,4,28,10,0
3629,team,85.0,10,184,22,0
3630,free,60.4,13,67,9,1
3631,free,28.5,5,13,2,1
3632,free,52.1,9,14,1,1
3633,free,14.9,0,0,1,1
3634,team,71.1,4,132,19,0
3635,free,39.4,8,43,8,1
3636,pro,52.4,8,26,3,1
3637,free,35.3,4,18,4,1
3638,free,12.5,3,4,1,1
3639,free,44.9,5,34,4,1
3640,free,33.3,2,13,5,1
3641,team,63.8,10,123,17,0
3642,free,69.6,7,102,14,0
3643,free,47.3,4,15,2,1
3644,free,38.9,4,12,2,1
3645,pro,28.5,2,18,4,1
3646,free,14.7,0,1,1,1
3647,pro,64.9,11,134,17,0
3648,pro,47.8,10,26,2,1
3649,free,44.0,8,76,14,0
3650,free,70.4,5,136,19,0
3651,free,66.7,8,116,16,0
3652,free,34.7,7,21,3,1
3653,pro,27.9,3,6,1,1
3654,team,68.5,11,47,4,1
3655,pro,20.5,4,4,1,1
3656,free,59.7,8,18,2,1
3657,free,37.4,1,16,4,1
3658,pro,50.8,8,13,1,1
3659,free,40.8,3,14,3,1
3660,team,88.5,9,224,23,0
3661,free,17.7,2,7,1,1
3662,free,74.2,7,112,14,0
3663,pro,32.9,1,36,10,0
3664,pro,40.2,2,11,2,1
3665,pro,85.7,13,182,18,0
3666,pro,62.2,9,108,15,0
3667,team,24.5,3,8,2,1
3668,pro,41.8,8,16,2,1
3669,free,35.4,5,14,2,1
3670,free,29.4,2,38,11,0
3671,free,72.0,4,137,15,0
3672,team,22.9,4,6,1,1
3673,free,60.4,6,16,1,1
3674,pro,49.5,4,107,20,0
3675,free,74.3,11,170,19,0
3676,pro,76.9,15,148,18,0
3677,free,40.5,5,15,2,1
3678,pro,41.0,4,47,11,0
3679,free,66.9,8,39,4,1
3680,pro,41.9,5,10,1,1
3681,team,44.2,6,64,13,0
3682,free,50.2,1,78,15,0
3683,free,63.5,4,37,5,1
3684,free,57.1,6,89,17,0
3685,pro,31.7,3,14,3,1
3686,pro,91.4,11,215,22,0
3687,free,54.6,2,89,15,0
3688,free,41.2,7,53,10,0
3689,free,60.2,6,137,18,0
3690,pro,47.9,5,10,1,1
3691,free,81.7,12,203,23,0
3692,free,39.5,4,70,15,0
3693,pro,75.5,10,147,18,0
3694,pro,56.2,4,54,11,0
3695,free,23.9,2,11,3,1
3696,team,48.7,9,21,2,1
3697,free,53.4,5,89,15,0
3698,free,31.4,2,20,6,0
3699,pro,44.0,3,14,3,1
3700,free,58.0,5,64,11,0
3701,pro,77.3,10,121,15,0
3702,free,45.2,1,27,5,1
3703,free,67.6,8,159,20,0
3704,free,44.5,5,15,2,1
3705,free,77.2,9,168,22,0
3706,pro,80.7,9,142,16,0
3707,free,33.8,7,10,1,1
3708,team,20.4,5,7,1,1
3709,pro,73.6,10,146,18,0
3710,pro,34.9,8,17,3,1
3711,free,36.3,0,6,1,1
3712,team,60.9,4,10,2,1
3713,free,40.9,1,51,9,0
3714,free,58.1,10,47,6,1
3715,free,37.8,1,8,3,1
3716,pro,18.8,3,5,2,1
3717,free,50.7,6,13,2,1
3718,free,49.5,7,84,17,0
3719,free,37.9,3,71,20,0
3720,pro,17.3,3,5,1,1
3721,pro,12.4,2,6,3,1
3722,free,53.7,9,81,13,0
3723,free,61.6,8,139,25,0
3724,pro,28.9,2,16,4,1
3725,free,52.8,9,78,12,0
3726,free,81.1,10,127,16,0
3727,pro,55.3,8,140,23,0
3728,pro,51.0,6,15,1,1
3729,free,16.5,1,10,3,1
3730,team,29.3,1,11,3,1
3731,free,24.1,1,10,3,1
3732,free,12.2,1,3,1,1
3733,pro,57.3,8,134,19,0
3734,free,30.1,2,11,4,1
3735,free,12.5,3,6,1,1
3736,pro,25.8,2,3,1,1
3737,team,50.3,6,85,14,0
3738,free,28.8,5,9,1,1
3739,free,44.1,8,15,1,1
3740,free,29.4,4,6,1,1
3741,free,78.5,9,14,1,1
3742,pro,75.2,4,192,23,0
3743,free,56.3,5,107,17,0
3744,pro,56.0,2,41,5,1
3745,pro,89.4,10,133,15,0
3746,free,31.4,4,13,2,1
3747,team,76.0,8,96,14,0
3748,free,63.6,6,16,2,1
3749,team,26.6,6,10,1,1
3750,free,18.3,2,5,1,1
3751,free,20.3,1,18,9,0
3752,pro,45.3,9,64,13,0
3753,pro,60.1,1,14,3,1
3754,free,62.4,8,96,14,0
3755,team,70.9,9,162,20,0
3756,pro,76.7,10,169,21,0
3757,pro,38.4,4,12,2,1
3758,team,54.7,8,59,11,0
3759,free,62.2,3,98,15,0
3760,team,68.9,10,14,1,1
3761,free,58.6,8,24,3,1
3762,pro,61.1,15,119,19,0
3763,pro,55.5,2,24,3,1
3764,pro,23.9,2,4,1,1
3765,team,45.5,8,64,11,0
3766,pro,66.3,8,122,18,0
3767,free,25.1,2,6,2,1
3768,pro,44.4,3,17,3,1
3769,free,19.2,2,3,1,1
3770,team,19.0,3,29,10,0
3771,free,69.4,9,44,4,1
3772,team,48.8,2,4,1,1
3773,free,46.0,5,93,21,0
3774,pro,29.0,2,3,1,1
3775,team,80.5,6,103,13,0
3776,free,17.8,3,3,1,1
3777,free,63.1,13,129,18,0
3778,pro,42.7,1,14,2,1
3779,pro,50.3,9,18,2,1
3780,team,44.8,7,59,12,0
3781,free,57.8,11,38,3,1
3782,free,63.0,5,146,21,0
3783,free,60.1,11,43,6,1
3784,pro,72.4,4,159,21,0
3785,free,44.6,5,89,15,0
3786,team,48.1,6,78,16,0
3787,pro,34.9,4,30,7,1
3788,free,69.2,10,97,15,0
3789,pro,6.0,2,2,1,1
3790,team,30.7,4,66,15,0
3791,free,76.2,8,97,11,0
3792,pro,11.8,2,3,1,1
3793,free,73.7,11,209,25,0
3794,free,32.0,3,4,1,1
3795,free,45.3,4,61,15,0
3796,pro,16.1,3,6,2,1
3797,free,43.3,7,67,15,0
3798,pro,53.5,6,105,18,0
3799,free,60.5,4,120,20,0
3800,free,49.2,2,7,1,1
3801,free,46.9,7,9,1,1
3802,free,22.3,5,5,1,1
3803,pro,61.0,8,92,16,0
3804,free,59.3,10,90,14,0
3805,team,30.7,5,5,1,1
3806,free,66.8,8,114,14,0
3807,pro,79.1,10,246,30,0
3808,free,9.7,1,1,1,1
3809,pro,46.2,4,15,2,1
3810,pro,65.4,9,257,36,0
3811,pro,31.1,6,6,1,1
3812,free,34.8,7,9,1,1
3813,free,85.3,15,207,24,0
3814,team,45.9,2,7,2,1
3815,pro,32.4,4,40,9,0
3816,free,28.0,4,16,2,1
3817,free,49.0,5,108,21,0
3818,free,58.0,5,91,17,0
3819,free,83.9,13,136,15,0
3820,free,41.1,5,32,5,1
3821,free,84.8,14,33,3,1
3822,free,46.4,7,77,15,0
3823,pro,89.5,14,190,20,0
3824,free,52.8,7,28,4,1
3825,team,32.8,5,23,4,1
3826,free,5.0,1,1,1,1
3827,free,57.2,8,124,18,0
3828,free,30.2,1,3,1,1
3829,pro,25.3,1,7,2,1
3830,pro,52.6,6,82,13,0
3831,free,31.2,5,21,5,1
3832,free,41.5,7,19,3,1
3833,team,29.7,7,18,3,1
3834,free,13.2,1,2,1,1
3835,pro,27.2,3,5,2,1
3836,pro,41.6,3,10,1,1
3837,free,72.3,7,39,4,1
3838,free,76.6,10,138,18,0
3839,free,15.8,4,9,3,1
3840,free,44.2,5,9,1,1
3841,free,61.5,4,93,13,0
3842,free,57.8,13,160,24,0
3843,pro,79.0,7,116,13,0
3844,free,74.2,9,16,1,1
3845,free,31.3,3,13,2,1
3846,free,11.8,1,1,1,1
3847,pro,48.2,5,9,1,1
3848,free,72.8,9,131,18,0
3849,pro,48.4,6,55,9,0
3850,free,7.6,1,1,1,1
3851,pro,46.6,6,24,3,1
3852,team,44.3,6,21,4,1
3853,pro,52.2,8,83,14,0
3854,free,64.4,6,18,2,1
3855,free,79.4,13,154,20,0
3856,pro,50.1,5,45,9,0
3857,free,70.5,7,122,18,0
3858,free,8.6,0,1,1,1
3859,free,87.2,9,151,18,0
3860,team,63.5,4,134,24,0
3861,pro,29.5,1,19,10,0
3862,free,16.1,2,2,2,1
3863,free,84.7,7,127,15,0
3864,pro,12.9,1,5,3,1
3865,pro,28.9,3,30,10,0
3866,free,50.8,6,11,1,1
3867,pro,69.1,8,124,16,0
3868,team,29.1,3,7,1,1
3869,free,34.1,6,50,14,0
3870,free,16.2,2,4,1,1
3871,free,8.9,1,6,2,1
3872,pro,72.1,8,106,15,0
3873,free,22.4,3,4,1,1
3874,pro,35.4,5,27,6,0
3875,free,45.4,7,11,2,1
3876,pro,30.6,4,8,1,1
3877,team,74.0,9,125,17,0
3878,team,54.4,7,88,14,0
3879,free,63.9,5,86,11,0
3880,pro,53.4,7,8,1,1
3881,pro,33.9,3,61,14,0
3882,pro,38.1,2,45,13,0
3883,free,49.5,3,27,5,1
3884,free,18.0,3,8,2,1
3885,free,60.9,10,165,27,0
3886,pro,36.9,5,59,13,0
3887,free,63.9,8,13,1,1
3888,team,54.9,7,48,10,0
3889,free,51.7,4,11,1,1
3890,free,28.4,3,4,1,1
3891,free,44.0,2,10,2,1
3892,free,67.1,7,98,14,0
3893,free,40.1,8,11,1,1
3894,team,50.5,4,83,18,0
3895,free,36.6,0,10,4,1
3896,free,37.5,5,13,2,1
3897,pro,84.6,11,26,1,1
3898,pro,63.1,6,156,22,0
3899,pro,46.1,8,31,5,1
3900,free,47.6,3,9,1,1
3901,free,66.6,8,83,14,0
3902,free,69.1,7,190,25,0
3903,pro,14.0,1,3,1,1
3904,team,75.0,7,129,16,0
3905,pro,71.1,6,189,26,0
3906,team,63.4,5,68,11,0
3907,free,41.2,8,14,1,1
3908,pro,45.8,2,32,6,1
3909,free,79.1,7,119,12,0
3910,pro,20.7,3,5,1,1
3911,free,45.7,3,6,1,1
3912,free,54.2,9,93,14,0
3913,free,28.3,6,13,2,1
3914,team,22.8,1,2,1,1
3915,pro,9.2,2,4,2,1
3916,team,54.1,6,38,4,1
3917,free,25.6,3,4,1,1
3918,free,29.0,8,21,5,1
3919,free,71.6,9,113,15,0
3920,pro,45.3,3,63,13,0
3921,team,27.3,1,7,3,1
3922,free,53.8,6,83,13,0
3923,pro,64.4,6,112,16,0
3924,pro,83.4,7,205,24,0
3925,free,71.6,10,44,5,1
3926,pro,32.9,4,13,2,1
3927,team,46.2,5,27,4,1
3928,pro,51.7,8,29,3,1
3929,pro,35.1,1,56,15,0
3930,pro,96.2,8,256,28,0
3931,pro,56.1,10,26,3,1
3932,free,48.9,6,20,3,1
3933,team,40.0,2,7,2,1
3934,free,66.6,9,111,18,0
3935,pro,34.7,6,8,1,1
3936,pro,29.6,2,6,1,1
3937,free,28.3,2,7,1,1
3938,team,78.1,11,217,27,0
3939,free,69.5,3,96,13,0
3940,pro,15.3,1,2,1,1
3941,free,69.2,7,154,21,0
3942,team,40.5,8,14,1,1
3943,free,54.9,8,17,2,1
3944,team,51.7,7,50,7,1
3945,pro,53.5,3,19,3,1
