user_id,days_since_signup,page_views,purchase_count,email_opens,retained_90d,pc1_score
1919,297,1136.0,4,9,1,262.54
1920,329,704.0,2,7,0,-169.43
1921,133,60.0,1,10,0,-813.62
1922,5,293.0,2,7,1,-580.74
1923,329,257.0,1,9,1,-616.43
1924,102,489.0,4,10,1,-384.65
1925,168,380.0,2,5,0,-493.58
1926,207,683.0,0,5,0,-190.54
1927,6,769.0,4,8,1,-104.74
1928,26,703.0,1,6,1,-170.72
1929,211,373.0,3,3,0,-500.54
1930,328,73.0,0,8,0,-800.43
1931,73,896.0,2,3,1,22.33
1932,27,159.0,2,8,0,-714.72
1933,57,374.0,1,2,0,-499.69
1934,109,393.0,1,7,0,-480.64
1935,253,89.0,3,5,0,-784.5
1936,13,68.0,5,4,1,-805.73
1937,142,1728.0,4,11,0,854.39
1938,298,137.0,4,7,0,-736.46
1939,133,195.0,3,6,0,-678.62
1940,81,428.0,0,6,0,-445.67
1941,306,559.0,2,5,1,-314.45
1942,3,296.0,0,3,0,-577.74
1943,14,731.0,3,6,0,-142.73
1944,157,172.0,2,12,0,-701.59
1945,126,2501.0,0,8,0,1627.38
1946,329,315.0,0,4,0,-558.43
1947,266,82.0,2,6,0,-791.49
1948,94,614.0,3,2,0,-259.65
1949,56,2417.0,3,6,0,1543.31
1950,221,267.0,0,4,0,-606.53
1951,163,225.0,1,7,0,-648.59
1952,125,662.0,1,7,0,-211.62
1953,319,241.0,2,6,1,-632.44
1954,106,56.0,4,5,1,-817.64
1955,161,602.0,2,7,0,-271.59
1956,255,700.0,5,5,1,-173.5
1957,72,673.0,4,9,0,-200.67
1958,31,2411.0,3,9,0,1537.29
1959,200,82.0,2,8,0,-791.55
1960,327,1560.0,1,5,0,686.57
1961,233,80.0,2,9,0,-793.52
1962,261,1282.0,5,7,1,408.51
1963,159,322.0,2,5,0,-551.59
1964,319,1901.0,2,3,0,1027.56
1965,258,133.0,2,3,0,-740.49
1966,77,1240.0,2,5,0,366.33
1967,23,284.0,2,8,1,-589.72
1968,34,3049.0,1,5,0,2175.29
1969,166,2877.0,1,3,0,2003.42
1970,288,1073.0,2,6,0,199.53
1971,182,6000.0,2,5,0,5126.43
1972,270,879.0,3,3,0,5.52
1973,100,3411.0,1,5,0,2537.35
1974,152,876.0,5,10,1,2.4
1975,142,588.0,1,5,0,-285.61
1976,52,157.0,1,5,0,-716.69
1977,319,245.0,2,3,0,-628.44
1978,69,1023.0,2,5,1,149.32
1979,249,685.0,3,6,0,-188.5
1980,289,617.0,1,4,0,-256.47
1981,12,495.0,1,5,0,-378.73
1982,362,594.0,2,5,0,-279.39
1983,149,398.0,0,7,0,-475.6
1984,57,6000.0,0,6,0,5126.31
1985,218,3184.0,3,7,0,2310.47
1986,175,1526.0,5,5,1,652.42
1987,172,2347.0,2,9,0,1473.42
1988,259,274.0,1,8,1,-599.49
1989,59,205.0,0,8,0,-668.69
1990,317,6000.0,2,5,0,5126.56
1991,302,179.0,1,7,1,-694.45
1992,318,695.0,2,4,0,-178.44
1993,341,206.0,2,4,0,-667.41
1994,50,165.0,2,5,0,-708.7
1995,235,116.0,0,9,0,-757.52
1996,55,316.0,0,8,0,-557.69
1997,66,373.0,0,6,0,-500.68
1998,241,153.0,0,3,0,-720.51
1999,303,4038.0,3,7,0,3164.55
2000,198,157.0,3,5,0,-716.55
2001,46,199.0,1,7,0,-674.7
2002,144,396.0,3,7,1,-477.6
2003,306,218.0,0,7,0,-655.45
2004,234,2494.0,5,5,1,1620.48
2005,182,333.0,3,5,0,-540.57
2006,329,411.0,2,3,0,-462.43
2007,15,271.0,1,6,1,-602.73
2008,171,796.0,2,3,0,-77.58
2009,133,1036.0,0,3,0,162.38
2010,99,423.0,2,3,0,-450.65
2011,83,443.0,1,5,1,-430.66
2012,230,383.0,2,6,1,-490.52
2013,116,2009.0,2,7,1,1135.37
2014,33,596.0,3,1,1,-277.71
2015,92,281.0,2,10,0,-592.65
2016,152,523.0,3,8,1,-350.6
2017,37,221.0,1,6,0,-652.71
2018,83,58.0,2,8,0,-815.66
2019,344,1872.0,1,5,0,998.59
2020,73,497.0,1,4,0,-376.67
2021,236,694.0,3,8,1,-179.52
2022,269,114.0,2,9,0,-759.48
2023,82,438.0,0,9,0,-435.66
2024,172,112.0,1,3,0,-761.58
2025,309,4264.0,2,6,1,3390.55
2026,13,64.0,1,1,0,-809.73
2027,302,136.0,3,9,0,-737.45
2028,290,622.0,0,5,1,-251.46
2029,194,940.0,1,4,0,66.44
2030,315,1509.0,2,7,0,635.56
2031,103,105.0,1,7,1,-768.64
2032,2,701.0,3,2,0,-172.74
2033,151,741.0,0,5,0,-132.6
2034,283,1007.0,3,6,1,133.53
2035,282,468.0,0,8,0,-405.47
2036,245,1599.0,6,1,1,725.49
2037,138,503.0,0,6,0,-370.61
2038,244,486.0,1,5,0,-387.51
2039,166,653.0,3,5,1,-220.58
2040,125,4405.0,3,1,0,3531.38
2041,238,828.0,3,2,0,-45.51
2042,206,6000.0,0,5,0,5126.45
2043,162,223.0,3,1,0,-650.59
2044,89,419.0,1,8,0,-454.66
2045,160,1064.0,4,4,1,190.41
2046,219,110.0,2,6,0,-763.53
2047,350,6000.0,0,5,0,5126.59
2048,4,117.0,3,5,0,-756.74
2049,95,4460.0,0,5,0,3586.35
2050,86,1514.0,0,7,0,640.34
2051,245,397.0,3,2,0,-476.51
2052,115,388.0,5,4,1,-485.63
2053,315,19.0,1,4,0,-854.44
2054,353,794.0,3,7,0,-79.4
2055,48,201.0,3,8,1,-672.7
2056,168,1116.0,3,4,1,242.42
2057,287,773.0,2,2,0,-100.47
2058,233,313.0,5,5,0,-560.52
2059,104,533.0,4,6,1,-340.64
2060,138,200.0,0,4,0,-673.61
2061,245,1045.0,3,5,1,171.49
2062,9,355.0,5,12,1,-518.74
2063,182,112.0,4,5,0,-761.57
2064,147,1208.0,3,9,1,334.4
2065,142,788.0,1,6,0,-85.61
2066,44,139.0,3,6,1,-734.7
2067,225,1425.0,4,3,1,551.47
2068,300,235.0,1,6,0,-638.45
2069,177,520.0,4,7,1,-353.57
2070,358,288.0,2,5,0,-585.4
2071,46,1618.0,2,3,0,744.3
2072,215,98.0,2,6,0,-775.54
2073,322,617.0,0,9,0,-256.43
2074,279,318.0,1,6,1,-555.47
2075,316,1387.0,5,1,1,513.56
2076,3,159.0,1,8,0,-714.74
2077,258,564.0,1,6,0,-309.5
2078,102,800.0,0,8,1,-73.65
2079,49,1158.0,2,6,0,284.3
2080,142,350.0,3,6,1,-523.61
2081,25,635.0,1,3,0,-238.72
2082,190,839.0,3,3,0,-34.56
2083,85,396.0,3,2,0,-477.66
2084,151,384.0,3,1,0,-489.6
2085,199,265.0,4,6,1,-608.55
2086,109,756.0,3,5,1,-117.64
2087,279,214.0,5,9,1,-659.47
2088,151,167.0,4,6,0,-706.6
2089,2,201.0,1,7,1,-672.74
2090,47,99.0,2,9,0,-774.7
2091,223,446.0,1,5,0,-427.53
2092,263,165.0,1,8,0,-708.49
2093,113,487.0,3,7,0,-386.63
2094,259,446.0,3,7,0,-427.49
2095,6,267.0,0,3,0,-606.74
2096,298,74.0,6,7,1,-799.46
2097,24,204.0,0,5,0,-669.72
2098,87,242.0,1,6,0,-631.66
2099,51,313.0,0,6,0,-560.69
2100,295,384.0,1,9,0,-489.46
2101,76,134.0,1,7,0,-739.67
2102,22,1851.0,0,5,0,977.28
2103,235,575.0,4,11,0,-298.52
2104,160,281.0,1,5,0,-592.59
2105,240,1022.0,4,4,0,148.49
2106,239,431.0,2,3,0,-442.51
2107,328,74.0,2,6,1,-799.43
2108,114,509.0,4,6,0,-364.63
2109,335,593.0,1,8,0,-280.42
2110,175,1501.0,2,6,1,627.42
2111,132,388.0,1,4,0,-485.62
2112,153,60.0,4,7,1,-813.6
2113,216,64.0,1,5,0,-809.54
2114,251,402.0,1,9,0,-471.5
2115,260,301.0,0,8,0,-572.49
2116,182,177.0,1,10,0,-696.57
2117,239,104.0,4,4,1,-769.51
2118,132,932.0,3,10,1,58.38
2119,65,2540.0,3,2,1,1666.32
2120,159,382.0,4,7,1,-491.59
2121,11,593.0,2,6,0,-280.73
2122,228,165.0,0,3,0,-708.52
2123,264,5166.0,2,6,0,4292.51
2124,334,1993.0,8,6,1,1119.58
2125,335,215.0,2,5,1,-658.42
2126,254,2677.0,2,9,1,1803.5
2127,62,873.0,1,4,1,-0.68
2128,20,3429.0,1,7,1,2555.27
2129,173,203.0,2,8,0,-670.58
2130,59,180.0,4,4,1,-693.69
2131,76,71.0,0,9,0,-802.67
2132,253,212.0,4,4,0,-661.5
2133,161,211.0,1,9,0,-662.59
2134,138,436.0,2,4,0,-437.61
2135,52,38.0,2,1,1,-835.69
2136,5,121.0,1,7,0,-752.74
2137,154,262.0,2,5,1,-611.6
2138,226,288.0,1,8,1,-585.53
2139,348,2796.0,1,6,0,1922.59
2140,53,267.0,1,6,0,-606.69
2141,141,650.0,3,2,0,-223.61
2142,99,483.0,1,5,0,-390.65
2143,189,328.0,1,6,0,-545.56
2144,235,290.0,1,6,0,-583.52
2145,299,417.0,2,3,0,-456.46
2146,87,91.0,3,5,1,-782.66
2147,269,503.0,2,6,0,-370.48
2148,68,284.0,3,4,0,-589.68
2149,45,1248.0,2,11,0,374.3
2150,348,57.0,1,7,0,-816.41
2151,89,290.0,3,10,1,-583.66
2152,227,189.0,1,8,0,-684.52
2153,48,428.0,1,5,0,-445.7
2154,315,199.0,1,4,0,-674.44
2155,32,677.0,4,10,0,-196.71
2156,61,180.0,2,9,0,-693.68
2157,154,473.0,0,7,0,-400.6
2158,314,412.0,2,5,0,-461.44
2159,182,2523.0,3,6,0,1649.43
2160,35,78.0,3,3,0,-795.71
2161,316,521.0,1,10,0,-352.44
2162,100,415.0,3,8,1,-458.65
2163,140,2312.0,3,7,0,1438.39
2164,362,210.0,0,6,0,-663.39
2165,55,221.0,5,8,0,-652.69
2166,42,1570.0,3,4,0,696.3
2167,171,315.0,0,6,0,-558.58
2168,336,1136.0,0,6,0,262.58
2169,213,105.0,1,5,0,-768.54
2170,138,314.0,2,5,0,-559.61
2171,322,96.0,3,4,0,-777.43
2172,342,1361.0,2,6,0,487.59
2173,205,1067.0,1,15,1,193.45
2174,36,455.0,2,9,0,-418.71
2175,46,1431.0,1,4,0,557.3
2176,274,584.0,3,3,0,-289.48
2177,256,3076.0,2,9,0,2202.5
2178,162,4817.0,2,7,1,3943.41
2179,138,1568.0,5,12,1,694.39
2180,43,277.0,4,9,1,-596.7
2181,189,3034.0,5,6,1,2160.44
2182,317,813.0,3,6,0,-60.44
2183,221,49.0,1,6,0,-824.53
2184,57,443.0,2,7,0,-430.69
2185,351,729.0,3,3,0,-144.41
2186,242,315.0,2,8,0,-558.51
2187,190,912.0,1,3,0,38.44
2188,7,148.0,1,8,0,-725.74
2189,257,2691.0,3,8,0,1817.5
2190,364,388.0,1,3,0,-485.39
2191,160,198.0,2,9,0,-675.59
2192,242,125.0,2,5,0,-748.51
2193,305,1789.0,1,5,0,915.55
2194,299,583.0,4,4,0,-290.46
2195,194,1323.0,1,10,0,449.44
2196,350,2850.0,4,10,0,1976.59
2197,210,206.0,3,8,1,-667.54
2198,41,244.0,3,8,1,-629.7
2199,38,357.0,2,7,1,-516.71
2200,95,1439.0,2,8,0,565.35
2201,21,358.0,2,7,0,-515.72
2202,300,496.0,5,6,0,-377.45
2203,346,376.0,2,4,1,-497.41
2204,257,506.0,4,4,0,-367.5
2205,36,715.0,1,2,0,-158.71
2206,73,2981.0,3,8,1,2107.33
2207,145,505.0,1,3,0,-368.6
2208,219,1588.0,0,9,0,714.47
2209,198,1036.0,2,3,0,162.45
2210,106,1382.0,2,5,0,508.36
2211,318,1502.0,1,3,0,628.56
2212,334,635.0,1,5,0,-238.42
2213,124,1139.0,0,3,0,265.38
2214,359,1991.0,1,2,0,1117.6
2215,182,384.0,7,6,1,-489.57
2216,28,128.0,0,7,1,-745.72
2217,357,1331.0,2,5,0,457.6
2218,351,591.0,2,6,0,-282.41
2219,362,170.0,2,9,0,-703.39
2220,239,1135.0,1,1,0,261.49
2221,246,64.0,3,4,0,-809.51
2222,96,1955.0,3,8,0,1081.35
2223,8,295.0,2,9,0,-578.74
2224,218,169.0,2,6,1,-704.53
2225,121,508.0,1,9,1,-365.63
2226,290,1663.0,2,8,0,789.54
2227,10,262.0,1,8,1,-611.73
2228,332,201.0,1,6,0,-672.42
2229,281,466.0,2,6,0,-407.47
2230,348,282.0,3,7,0,-591.41
2231,96,110.0,1,9,0,-763.65
2232,77,719.0,2,6,0,-154.67
2233,343,98.0,2,10,0,-775.41
2234,1,630.0,2,6,1,-243.74
2235,60,388.0,3,11,0,-485.69
2236,172,2370.0,1,4,0,1496.42
2237,116,777.0,5,7,1,-96.63
2238,96,111.0,1,9,1,-762.65
2239,288,649.0,2,7,0,-224.47
2240,257,695.0,2,5,0,-178.5
2241,70,646.0,0,7,0,-227.68
2242,279,543.0,2,3,0,-330.47
2243,25,522.0,2,3,0,-351.72
2244,316,391.0,3,4,1,-482.44
2245,64,2069.0,3,6,1,1195.32
2246,53,316.0,4,4,1,-557.69
2247,202,565.0,0,5,0,-308.55
2248,71,331.0,1,6,0,-542.68
2249,237,718.0,0,6,0,-155.52
2250,150,964.0,4,5,1,90.4
2251,351,243.0,2,11,1,-630.41
2252,60,1278.0,2,5,1,404.31
2253,27,69.0,1,6,0,-804.72
2254,19,1756.0,3,12,0,882.27
2255,335,555.0,2,10,0,-318.42
2256,321,642.0,3,7,0,-231.43
2257,14,698.0,1,4,0,-175.73
2258,9,954.0,1,4,1,80.27
2259,338,474.0,0,3,0,-399.42
2260,205,116.0,3,7,1,-757.55
2261,302,145.0,2,10,0,-728.45
2262,218,1255.0,4,5,1,381.47
2263,173,76.0,1,6,0,-797.58
2264,152,1151.0,1,5,0,277.4
2265,351,1452.0,2,6,0,578.59
2266,283,475.0,2,8,0,-398.47
2267,322,128.0,1,7,0,-745.43
2268,126,839.0,3,7,1,-34.62
2269,62,1043.0,3,7,0,169.32
2270,179,1937.0,2,4,0,1063.43
2271,80,2062.0,4,3,0,1188.33
2272,119,590.0,0,5,0,-283.63
2273,251,837.0,0,5,0,-36.5
2274,155,6000.0,2,5,0,5126.4
2275,221,639.0,5,8,1,-234.53
2276,303,1655.0,3,4,1,781.55
2277,130,852.0,3,4,0,-21.62
2278,276,2534.0,2,5,0,1660.52
2279,199,167.0,0,11,0,-706.55
2280,140,243.0,4,4,0,-630.61
2281,142,431.0,0,8,0,-442.61
2282,315,86.0,2,6,0,-787.44
2283,163,1226.0,1,7,0,352.41
2284,157,518.0,0,4,0,-355.59
2285,62,582.0,0,3,0,-291.68
2286,99,309.0,1,6,0,-564.65
2287,51,196.0,0,2,0,-677.69
2288,331,182.0,4,1,0,-691.42
2289,319,187.0,2,7,0,-686.44
2290,285,197.0,0,5,0,-676.47
2291,128,945.0,3,5,1,71.38
2292,25,201.0,3,6,0,-672.72
2293,348,112.0,3,8,0,-761.41
2294,248,6000.0,2,7,0,5126.49
2295,12,1931.0,3,7,1,1057.27
2296,206,860.0,2,4,1,-13.55
2297,158,292.0,1,6,0,-581.59
2298,110,105.0,1,6,1,-768.64
2299,4,124.0,6,6,0,-749.74
2300,209,31.0,1,4,0,-842.54
2301,267,120.0,3,7,0,-753.49
2302,4,502.0,1,6,0,-371.74
2303,209,729.0,2,6,0,-144.54
2304,47,681.0,3,9,0,-192.7
2305,92,106.0,2,6,0,-767.65
2306,16,376.0,2,2,0,-497.73
2307,120,162.0,2,6,0,-711.63
2308,166,496.0,3,8,0,-377.58
2309,224,400.0,0,4,0,-473.53
2310,270,657.0,2,6,0,-216.48
2311,188,173.0,2,7,0,-700.56
2312,218,88.0,4,4,1,-785.53
2313,274,409.0,2,5,0,-464.48
2314,35,39.0,1,11,0,-834.71
2315,49,604.0,5,5,1,-269.7
2316,12,309.0,3,10,0,-564.73
2317,145,1200.0,0,8,0,326.4
2318,239,1122.0,1,4,0,248.49
2319,252,3877.0,2,4,1,3003.5
2320,13,753.0,4,4,1,-120.73
2321,154,506.0,2,6,0,-367.6
2322,162,1358.0,1,5,0,484.41
2323,23,21.0,1,4,0,-852.72
2324,209,348.0,1,3,0,-525.54
2325,229,333.0,0,5,0,-540.52
2326,117,544.0,2,4,0,-329.63
2327,348,685.0,1,2,0,-188.41
2328,44,279.0,3,3,1,-594.7
2329,155,74.0,2,5,1,-799.59
2330,92,1176.0,1,2,1,302.34
2331,122,332.0,3,7,0,-541.63
2332,42,99.0,1,8,0,-774.7
2333,319,800.0,0,9,0,-73.44
2334,274,159.0,4,11,0,-714.48
2335,276,128.0,0,1,0,-745.48
2336,215,585.0,6,6,1,-288.54
2337,249,478.0,5,5,1,-395.5
2338,13,186.0,2,9,0,-687.73
2339,191,137.0,4,6,0,-736.56
2340,29,416.0,2,4,0,-457.72
2341,25,234.0,3,9,0,-639.72
2342,361,759.0,4,4,1,-114.4
2343,272,380.0,1,6,1,-493.48
2344,138,687.0,3,4,0,-186.61
2345,35,1370.0,4,5,1,496.29
2346,359,1022.0,4,6,1,148.6
2347,110,688.0,0,4,0,-185.64
2348,331,1118.0,3,4,0,244.58
2349,262,338.0,1,2,0,-535.49
2350,20,196.0,3,4,1,-677.72
2351,319,871.0,2,9,0,-2.44
2352,116,547.0,1,8,0,-326.63
2353,149,2072.0,0,7,0,1198.4
2354,322,103.0,6,10,1,-770.43
2355,110,270.0,1,4,0,-603.64
2356,165,83.0,3,4,0,-790.58
2357,68,622.0,2,2,0,-251.68
2358,207,1202.0,5,8,0,328.46
2359,269,320.0,0,6,0,-553.48
2360,249,1161.0,1,4,0,287.5
2361,191,290.0,1,4,0,-583.56
2362,227,909.0,0,5,0,35.47
2363,136,149.0,1,3,0,-724.61
2364,44,526.0,1,9,0,-347.7
2365,320,254.0,0,6,0,-619.44
2366,76,563.0,2,1,1,-310.67
2367,118,219.0,1,11,0,-654.63
2368,261,551.0,1,3,0,-322.49
2369,182,261.0,2,2,0,-612.57
2370,240,200.0,1,5,0,-673.51
2371,21,210.0,1,6,1,-663.72
2372,157,143.0,1,9,0,-730.59
2373,20,1125.0,2,6,0,251.28
2374,127,711.0,0,4,0,-162.62
2375,234,1444.0,4,7,0,570.48
2376,287,430.0,0,3,0,-443.47
2377,181,202.0,3,4,0,-671.57
2378,36,460.0,1,5,0,-413.71
2379,317,311.0,2,4,0,-562.44
2380,285,701.0,6,3,1,-172.47
2381,153,244.0,2,5,0,-629.6
2382,179,404.0,3,4,0,-469.57
2383,187,528.0,1,6,0,-345.56
2384,232,607.0,1,4,0,-266.52
2385,204,128.0,4,7,1,-745.55
2386,59,2889.0,2,5,0,2015.31
2387,73,603.0,1,7,0,-270.67
2388,133,356.0,5,4,1,-517.62
2389,356,678.0,1,7,0,-195.4
2390,152,1039.0,6,8,1,165.4
2391,19,235.0,1,7,1,-638.73
2392,148,101.0,0,10,0,-772.6
2393,114,230.0,4,9,1,-643.63
2394,28,435.0,0,10,0,-438.72
2395,38,758.0,1,8,0,-115.71
2396,153,3218.0,3,8,1,2344.4
2397,140,925.0,2,5,1,51.39
2398,91,839.0,1,6,0,-34.66
2399,54,285.0,4,9,1,-588.69
2400,219,281.0,3,8,0,-592.53
2401,25,1763.0,2,10,1,889.28
2402,309,258.0,1,12,0,-615.45
2403,339,2397.0,0,6,0,1523.58
2404,2,285.0,1,7,0,-588.74
2405,26,165.0,3,2,0,-708.72
2406,238,1046.0,3,4,1,172.49
2407,128,833.0,2,4,0,-40.62
2408,94,349.0,2,4,0,-524.65
2409,174,682.0,3,3,1,-191.58
2410,258,1098.0,2,7,0,224.5
2411,64,949.0,1,3,0,75.32
2412,55,622.0,4,4,0,-251.69
2413,342,178.0,1,3,1,-695.41
2414,336,526.0,1,6,1,-347.42
2415,183,425.0,4,6,0,-448.57
2416,110,3924.0,1,6,1,3050.36
2417,232,143.0,1,5,1,-730.52
2418,238,3361.0,2,13,1,2487.48
2419,109,111.0,3,5,0,-762.64
2420,252,200.0,1,7,0,-673.5
2421,169,358.0,1,9,0,-515.58
2422,52,601.0,1,10,0,-272.69
2423,87,926.0,3,10,0,52.34
2424,9,30.0,1,2,0,-843.73
2425,349,386.0,0,4,0,-487.41
2426,332,2785.0,1,11,0,1911.57
2427,56,3429.0,6,5,1,2555.31
2428,41,152.0,2,5,1,-721.7
2429,172,306.0,4,8,1,-567.58
2430,49,115.0,3,5,0,-758.7
2431,310,198.0,1,8,0,-675.44
2432,44,986.0,3,6,1,112.3
2433,335,187.0,1,6,0,-686.42
2434,307,2656.0,1,7,0,1782.55
2435,75,190.0,1,3,0,-683.67
2436,182,1082.0,2,6,1,208.43
2437,94,633.0,1,5,0,-240.65
2438,336,259.0,2,5,0,-614.42
2439,106,94.0,1,6,0,-779.64
2440,147,396.0,1,4,0,-477.6
2441,121,1642.0,3,7,0,768.37
2442,314,163.0,1,4,0,-710.44
2443,332,1047.0,2,11,1,173.58
2444,137,212.0,2,9,1,-661.61
2445,146,1117.0,5,5,1,243.4
2446,52,193.0,0,6,0,-680.69
2447,172,355.0,2,5,0,-518.58
2448,312,1095.0,2,6,1,221.56
2449,56,135.0,1,5,0,-738.69
2450,23,346.0,1,5,0,-527.72
2451,232,522.0,3,4,0,-351.52
2452,124,370.0,3,4,0,-503.62
2453,363,1815.0,3,7,1,941.61
2454,213,257.0,1,6,0,-616.54
2455,240,209.0,0,4,0,-664.51
2456,119,162.0,2,8,0,-711.63
2457,209,564.0,1,5,0,-309.54
2458,262,6000.0,5,6,0,5126.51
2459,44,668.0,1,5,0,-205.7
2460,298,115.0,1,4,0,-758.46
2461,62,1462.0,1,9,0,588.32
2462,286,2939.0,2,0,0,2065.53
2463,309,810.0,0,7,0,-63.45
2464,85,275.0,2,4,0,-598.66
2465,117,799.0,2,11,0,-74.63
2466,186,428.0,1,5,0,-445.56
2467,23,349.0,3,7,0,-524.72
2468,194,91.0,2,6,0,-782.56
2469,340,3627.0,1,9,1,2753.58
2470,256,543.0,0,5,0,-330.5
2471,262,410.0,2,1,1,-463.49
2472,174,76.0,4,4,1,-797.58
2473,120,171.0,1,7,0,-702.63
2474,285,234.0,1,9,0,-639.47
2475,202,358.0,1,6,0,-515.55
2476,209,181.0,2,6,0,-692.54
2477,289,374.0,2,4,0,-499.47
2478,170,1215.0,5,4,1,341.42
2479,143,97.0,4,1,1,-776.61
2480,39,320.0,0,7,0,-553.71
2481,27,395.0,2,3,0,-478.72
2482,128,160.0,3,7,0,-713.62
2483,4,252.0,2,6,0,-621.74
2484,250,262.0,3,8,0,-611.5
2485,258,1746.0,1,7,0,872.5
2486,44,92.0,2,8,1,-781.7
2487,113,4034.0,3,5,1,3160.36
2488,176,248.0,2,9,1,-625.57
2489,237,424.0,2,7,0,-449.52
2490,23,350.0,3,8,0,-523.72
2491,300,584.0,4,8,1,-289.45
2492,33,1114.0,2,4,0,240.29
2493,337,310.0,3,3,0,-563.42
2494,103,3539.0,0,6,0,2665.35
2495,200,92.0,3,4,1,-781.55
2496,143,1329.0,4,6,1,455.39
2497,360,364.0,4,5,0,-509.4
2498,49,6000.0,0,6,0,5126.3
2499,333,2113.0,4,9,1,1239.58
2500,163,767.0,1,2,0,-106.59
2501,165,670.0,1,9,0,-203.58
2502,65,570.0,0,6,0,-303.68
2503,294,1334.0,6,5,1,460.54
2504,194,346.0,4,10,1,-527.56
2505,89,81.0,3,1,0,-792.66
2506,174,614.0,5,6,1,-259.58
2507,137,490.0,4,8,0,-383.61
2508,226,464.0,3,7,0,-409.53
2509,192,1533.0,1,11,0,659.44
2510,323,304.0,5,5,0,-569.43
2511,285,190.0,3,6,0,-683.47
2512,244,277.0,3,3,0,-596.51
2513,44,190.0,2,12,1,-683.7
2514,1,1223.0,2,3,1,349.26
2515,335,425.0,4,8,0,-448.42
2516,332,1105.0,2,8,0,231.58
2517,130,129.0,6,8,1,-744.62
2518,133,627.0,3,8,0,-246.62
2519,163,519.0,4,7,1,-354.59
2520,255,133.0,3,7,0,-740.5
2521,190,785.0,2,5,0,-88.56
2522,163,321.0,3,7,1,-552.59
2523,126,143.0,4,10,1,-730.62
2524,332,1619.0,4,4,0,745.58
2525,230,356.0,3,4,0,-517.52
2526,34,681.0,1,4,0,-192.71
2527,223,210.0,2,10,0,-663.53
2528,312,70.0,0,5,0,-803.44
2529,209,325.0,5,4,1,-548.54
2530,175,1166.0,2,7,0,292.42
2531,276,1068.0,5,6,1,194.52
2532,264,877.0,1,3,0,3.51
2533,326,818.0,2,6,0,-55.43
2534,279,978.0,5,8,0,104.52
2535,264,799.0,0,1,0,-74.49
2536,202,808.0,1,2,0,-65.55
2537,103,185.0,0,6,0,-688.64
2538,300,139.0,5,5,1,-734.45
2539,165,222.0,2,4,0,-651.58
2540,362,371.0,3,7,1,-502.39
2541,319,172.0,2,2,1,-701.44
2542,222,270.0,1,8,0,-603.53
2543,8,2504.0,2,5,0,1630.26
2544,283,978.0,1,4,0,104.53
2545,94,601.0,1,4,0,-272.65
2546,153,185.0,3,3,0,-688.6
2547,297,51.0,0,6,0,-822.46
2548,83,4536.0,2,7,0,3662.33
2549,167,481.0,1,3,0,-392.58
2550,235,1453.0,1,6,0,579.48
2551,146,2407.0,2,1,0,1533.4
2552,15,508.0,3,4,0,-365.73
2553,93,568.0,0,5,0,-305.65
2554,138,414.0,1,8,0,-459.61
2555,282,162.0,2,5,0,-711.47
2556,275,588.0,2,8,0,-285.48
2557,159,252.0,3,6,1,-621.59
2558,334,721.0,4,7,0,-152.42
2559,21,273.0,0,13,0,-600.72
2560,252,81.0,3,8,0,-792.5
2561,81,465.0,3,8,0,-408.67
2562,247,264.0,3,6,0,-609.51
2563,344,555.0,3,4,0,-318.41
2564,52,143.0,1,8,1,-730.69
2565,74,121.0,1,6,1,-752.67
2566,302,241.0,1,2,0,-632.45
2567,111,627.0,3,7,0,-246.64
2568,343,2142.0,1,6,0,1268.59
2569,159,6000.0,1,3,1,5126.41
2570,78,860.0,1,5,0,-13.67
2571,99,368.0,3,6,1,-505.65
2572,25,165.0,1,4,1,-708.72
2573,11,203.0,1,3,0,-670.73
2574,199,769.0,3,6,0,-104.55
2575,43,700.0,2,6,1,-173.7
2576,168,157.0,0,4,0,-716.58
2577,291,675.0,3,11,0,-198.46
2578,305,71.0,0,3,0,-802.45
2579,174,197.0,4,8,1,-676.58
2580,190,2319.0,1,4,1,1445.44
2581,171,245.0,1,6,0,-628.58
2582,203,1859.0,4,7,1,985.45
2583,38,246.0,2,7,1,-627.71
2584,135,1072.0,0,11,0,198.39
2585,153,168.0,1,7,0,-705.6
2586,171,413.0,1,6,0,-460.58
2587,68,2845.0,0,11,0,1971.32
2588,318,699.0,3,7,1,-174.44
2589,57,224.0,1,4,1,-649.69
2590,110,3592.0,3,11,1,2718.36
2591,83,514.0,1,8,0,-359.66
2592,194,151.0,3,4,1,-722.56
2593,262,6000.0,0,2,0,5126.51
2594,334,743.0,3,11,0,-130.42
2595,99,2658.0,2,7,1,1784.35
2596,105,234.0,2,5,1,-639.64
2597,103,2348.0,2,5,0,1474.35
2598,18,3016.0,1,8,0,2142.27
2599,334,1157.0,3,14,0,283.58
2600,236,1033.0,2,10,0,159.48
2601,267,22.0,0,7,0,-851.49
2602,53,507.0,3,5,1,-366.69
2603,201,719.0,3,9,1,-154.55
2604,129,294.0,1,7,1,-579.62
2605,212,150.0,1,5,0,-723.54
2606,264,250.0,4,5,0,-623.49
2607,176,754.0,3,11,1,-119.57
2608,178,2134.0,2,4,0,1260.43
2609,162,605.0,4,7,1,-268.59
2610,341,212.0,1,5,0,-661.41
2611,41,168.0,0,11,0,-705.7
2612,74,391.0,0,6,0,-482.67
2613,363,501.0,3,10,0,-372.39
