customer_id,engagement_score,value_score,cluster_run1,cluster_run2
3304,86.0,644.19,3,3
3305,100.0,763.11,3,3
3306,39.5,196.35,0,0
3307,49.8,97.68,0,0
3308,93.1,590.73,1,3
3309,24.0,508.27,2,2
3310,100.0,501.01,1,1
3311,41.0,728.29,2,3
3312,6.7,434.56,2,2
3313,63.1,631.15,3,3
3314,71.6,526.04,1,1
3315,34.9,295.56,0,2
3316,64.3,404.21,1,1
3317,33.3,245.89,0,0
3318,98.9,669.12,3,3
3319,98.8,619.1,3,3
3320,37.5,484.09,2,2
3321,43.1,318.85,0,0
3322,77.8,608.94,3,3
3323,34.8,280.56,0,0
3324,64.0,681.92,3,3
3325,74.2,482.78,1,1
3326,77.2,651.18,3,3
3327,63.3,553.99,1,1
3328,82.1,589.49,3,3
3329,43.8,10.0,0,0
3330,39.2,348.15,2,2
3331,75.4,722.27,3,3
3332,28.2,145.34,0,0
3333,91.7,566.49,1,1
3334,77.8,826.84,3,3
3335,37.7,99.95,0,0
3336,72.5,550.75,1,1
3337,51.3,345.71,2,0
3338,54.2,83.72,0,0
3339,30.5,192.8,0,0
3340,83.5,671.65,3,3
3341,67.4,837.87,3,3
3342,29.7,422.44,2,2
3343,93.3,758.97,3,3
3344,35.1,207.65,0,0
3345,100.0,715.74,3,3
3346,40.4,307.39,0,2
3347,16.4,173.23,0,0
3348,96.3,425.93,1,1
3349,53.6,563.34,2,1
3350,79.2,705.8,3,3
3351,19.1,248.57,0,2
3352,56.6,271.2,0,0
3353,72.5,655.57,3,3
3354,68.5,471.89,1,1
3355,32.3,504.44,2,2
3356,38.1,309.82,0,2
3357,75.4,628.91,3,3
3358,42.0,385.21,2,2
3359,60.5,271.29,0,0
3360,27.1,511.33,2,2
3361,78.7,722.76,3,3
3362,25.5,330.95,2,2
3363,73.3,693.53,3,3
3364,62.1,409.68,1,1
3365,72.5,707.13,3,3
3366,37.5,397.7,2,2
3367,45.7,199.01,0,0
3368,15.6,289.43,0,2
3369,63.1,757.28,3,3
3370,38.8,363.32,2,2
3371,0.9,196.29,0,2
3372,82.5,473.94,1,1
3373,40.9,289.85,0,0
3374,70.6,609.77,3,3
3375,37.8,603.0,2,2
3376,100.0,489.62,1,1
3377,58.4,166.12,0,0
3378,46.4,257.6,0,0
3379,100.0,692.71,3,3
3380,48.5,250.01,0,0
3381,90.8,594.31,3,3
3382,42.7,412.75,2,2
3383,47.9,194.07,0,0
3384,53.1,355.39,2,0
3385,55.8,271.54,0,0
3386,78.7,449.84,1,1
3387,88.9,567.2,1,1
3388,100.0,633.75,3,3
3389,35.3,251.39,0,0
3390,30.5,265.47,0,2
3391,68.3,516.6,1,1
3392,61.0,156.59,0,0
3393,32.3,322.74,0,2
3394,40.7,220.93,0,0
3395,69.7,441.27,1,1
3396,52.9,279.94,0,0
3397,52.9,568.87,2,1
3398,100.0,444.8,1,1
3399,36.2,286.89,0,0
3400,46.1,638.45,2,3
3401,68.6,714.02,3,3
3402,89.5,354.23,1,1
3403,94.6,675.45,3,3
3404,79.5,709.36,3,3
3405,48.9,591.17,2,1
3406,66.3,703.0,3,3
3407,45.9,216.02,0,0
3408,45.3,470.46,2,2
3409,100.0,749.37,3,3
3410,47.0,356.69,2,2
3411,54.6,255.24,0,0
3412,22.7,376.6,2,2
3413,100.0,504.15,1,1
3414,86.5,709.43,3,3
3415,89.0,665.14,3,3
3416,81.2,560.64,1,1
3417,19.4,323.1,0,2
3418,38.4,237.48,0,0
3419,76.6,730.67,3,3
3420,48.3,532.11,2,2
3421,72.6,628.04,3,3
3422,68.3,478.85,1,1
3423,38.8,399.97,2,2
3424,73.1,783.8,3,3
3425,45.7,288.33,0,0
3426,45.4,218.2,0,0
3427,45.0,460.45,2,2
3428,76.7,405.5,1,1
3429,62.0,261.56,0,0
3430,49.1,355.14,2,2
3431,54.5,200.98,0,0
3432,79.9,738.12,3,3
3433,42.0,151.68,0,0
3434,60.9,223.44,0,0
3435,100.0,979.91,3,3
3436,44.6,204.17,0,0
3437,76.9,464.18,1,1
3438,17.5,346.67,2,2
3439,89.0,655.07,3,3
3440,72.5,734.25,3,3
3441,29.1,98.78,0,0
3442,96.5,789.77,3,3
3443,100.0,465.67,1,1
3444,64.3,880.46,3,3
3445,65.0,534.01,1,1
3446,34.0,107.33,0,0
3447,48.8,256.09,0,0
3448,100.0,701.93,3,3
3449,64.5,583.14,3,1
3450,45.4,430.26,2,2
3451,95.8,558.67,1,1
3452,33.8,428.84,2,2
3453,34.6,313.66,0,2
3454,67.3,607.45,3,3
3455,67.8,604.61,3,3
3456,86.5,359.52,1,1
3457,86.9,491.75,1,1
3458,53.4,193.84,0,0
3459,71.5,397.96,1,1
3460,98.1,534.02,1,1
3461,34.9,392.84,2,2
3462,50.2,365.84,2,2
3463,74.1,439.65,1,1
3464,100.0,627.18,3,3
3465,75.2,619.05,3,3
3466,98.3,570.56,1,3
3467,43.3,193.38,0,0
3468,86.7,645.72,3,3
3469,81.0,339.54,1,1
3470,92.0,520.03,1,1
3471,51.0,337.54,2,0
3472,63.6,344.05,1,1
3473,85.0,411.1,1,1
3474,43.1,446.16,2,2
3475,81.9,447.75,1,1
3476,94.0,666.83,3,3
3477,76.4,715.18,3,3
3478,79.4,709.84,3,3
3479,82.0,575.43,1,1
3480,58.7,93.73,0,0
3481,53.8,425.0,2,2
3482,34.1,223.35,0,0
3483,100.0,247.57,1,1
3484,54.2,43.38,0,0
3485,50.3,689.71,3,3
3486,64.0,390.51,1,1
3487,81.6,655.0,3,3
3488,64.3,558.24,1,1
3489,47.4,440.36,2,2
3490,66.8,425.29,1,1
3491,29.5,240.07,0,0
3492,85.4,595.32,3,3
3493,88.9,697.19,3,3
3494,100.0,784.48,3,3
3495,16.5,402.51,2,2
3496,52.2,239.7,0,0
3497,84.0,627.39,3,3
3498,71.8,631.9,3,3
3499,91.6,618.59,3,3
3500,86.6,672.22,3,3
3501,59.6,175.57,0,0
3502,53.9,106.25,0,0
3503,23.0,256.79,0,2
3504,91.9,710.39,3,3
3505,16.1,170.49,0,0
3506,84.8,685.32,3,3
3507,64.8,704.26,3,3
3508,72.8,809.71,3,3
3509,89.1,552.24,1,1
3510,91.5,181.88,1,1
3511,14.2,198.72,0,2
3512,39.7,558.04,2,2
3513,55.3,358.02,2,0
3514,30.8,382.52,2,2
3515,78.5,544.84,1,1
3516,28.8,405.02,2,2
3517,76.7,465.47,1,1
3518,44.2,328.32,2,2
3519,100.0,527.24,1,1
3520,70.4,363.76,1,1
3521,69.0,561.84,1,1
3522,12.7,384.76,2,2
3523,73.8,582.23,1,1
3524,29.9,364.71,2,2
3525,64.8,338.02,1,1
3526,83.4,825.35,3,3
3527,80.8,891.66,3,3
3528,10.2,485.74,2,2
3529,100.0,459.72,1,1
3530,67.8,540.65,1,1
3531,43.1,607.63,2,2
3532,94.2,550.8,1,1
3533,91.0,629.87,3,3
3534,97.7,528.15,1,1
3535,29.5,208.52,0,0
3536,86.9,660.0,3,3
3537,11.9,403.14,2,2
3538,26.4,385.85,2,2
3539,45.6,271.1,0,0
3540,91.7,745.18,3,3
3541,24.8,282.71,0,2
3542,79.5,615.89,3,3
3543,92.1,352.95,1,1
3544,69.7,640.38,3,3
3545,56.4,249.91,0,0
3546,89.6,464.36,1,1
3547,88.4,639.78,3,3
3548,27.9,320.26,0,2
3549,68.0,517.1,1,1
3550,81.3,558.24,1,1
3551,81.2,465.88,1,1
3552,18.1,423.67,2,2
3553,20.6,157.84,0,0
3554,47.9,178.23,0,0
3555,42.8,337.29,2,2
3556,1.4,164.06,0,2
3557,62.9,637.87,3,3
3558,63.6,417.4,1,1
3559,69.7,221.39,0,0
3560,53.5,230.93,0,0
3561,72.2,580.29,1,1
3562,91.4,627.62,3,3
3563,100.0,420.04,1,1
3564,100.0,782.04,3,3
3565,67.7,393.17,1,1
3566,74.7,582.57,1,1
3567,33.8,368.46,2,2
3568,66.0,589.31,3,1
3569,36.1,246.29,0,0
3570,87.9,758.91,3,3
3571,60.8,349.22,2,1
3572,25.7,422.8,2,2
3573,31.2,206.47,0,0
3574,36.6,344.87,2,2
3575,35.8,408.28,2,2
3576,40.0,104.1,0,0
3577,99.7,810.77,3,3
3578,68.3,629.67,3,3
3579,91.4,617.36,3,3
3580,56.9,288.23,0,0
3581,97.6,503.57,1,1
3582,92.4,591.72,1,3
3583,99.1,694.08,3,3
3584,98.5,375.57,1,1
3585,25.3,84.19,0,0
3586,34.0,191.59,0,0
3587,15.1,183.99,0,0
3588,95.6,492.47,1,1
3589,80.1,584.08,1,1
3590,78.9,687.43,3,3
3591,55.8,238.28,0,0
3592,100.0,674.87,3,3
3593,100.0,491.47,1,1
3594,57.3,721.43,3,3
3595,45.8,291.78,0,0
3596,74.5,560.74,1,1
3597,80.5,563.05,1,1
3598,68.3,389.82,1,1
3599,43.9,371.81,2,2
3600,42.7,128.19,0,0
3601,39.4,328.93,2,2
3602,63.0,546.57,1,1
3603,49.7,537.84,2,2
3604,60.2,702.61,3,3
3605,66.1,470.1,1,1
3606,49.4,10.0,0,0
3607,83.7,573.24,1,1
3608,51.3,610.53,2,1
3609,77.7,461.45,1,1
3610,77.0,662.12,3,3
3611,33.4,324.62,2,2
3612,52.5,699.24,3,3
3613,19.9,259.39,0,2
3614,88.0,598.66,3,3
3615,13.2,302.4,0,2
3616,59.1,344.3,2,0
3617,28.1,289.57,0,2
3618,99.3,464.31,1,1
3619,28.9,165.36,0,0
3620,37.4,345.02,2,2
3621,29.6,282.95,0,2
3622,66.4,718.56,3,3
3623,72.7,698.0,3,3
3624,59.6,295.84,0,0
3625,50.6,500.42,2,2
3626,62.8,562.52,1,1
3627,72.0,578.7,1,1
3628,89.0,694.3,3,3
3629,80.9,463.06,1,1
3630,86.4,805.76,3,3
3631,88.1,641.22,3,3
3632,76.5,448.27,1,1
3633,75.6,494.89,1,1
3634,63.6,298.4,0,0
3635,39.5,237.11,0,0
3636,81.3,627.58,3,3
3637,78.5,666.9,3,3
3638,28.8,281.46,0,2
3639,46.0,504.29,2,2
3640,100.0,671.52,3,3
3641,35.4,169.24,0,0
3642,30.0,265.21,0,2
3643,26.7,332.83,2,2
3644,0.0,437.74,2,2
3645,81.1,522.83,1,1
3646,40.4,526.33,2,2
3647,70.7,603.64,3,3
3648,46.3,245.47,0,0
3649,43.8,132.7,0,0
3650,50.4,802.7,3,3
3651,58.5,839.16,3,3
3652,13.5,350.25,2,2
3653,66.2,668.52,3,3
3654,35.7,394.58,2,2
3655,17.7,339.32,2,2
3656,60.1,484.25,1,1
3657,61.3,302.84,0,0
3658,40.7,149.52,0,0
3659,19.2,284.74,0,2
3660,81.8,173.45,1,0
3661,80.4,636.56,3,3
3662,59.2,649.24,3,3
3663,57.2,456.47,2,1
3664,100.0,588.0,1,3
3665,93.3,354.68,1,1
3666,72.5,563.86,1,1
3667,79.7,695.36,3,3
3668,26.8,392.1,2,2
3669,66.0,477.72,1,1
3670,98.5,764.11,3,3
3671,84.9,590.4,1,3
3672,76.3,581.04,1,1
3673,85.9,207.65,1,1
3674,37.8,659.23,2,2
3675,78.4,586.94,3,1
3676,21.2,295.78,0,2
3677,96.6,440.13,1,1
3678,97.1,515.51,1,1
3679,17.2,417.69,2,2
3680,59.5,518.21,1,1
3681,82.0,362.96,1,1
3682,100.0,316.6,1,1
3683,47.9,336.24,2,0
3684,47.7,209.06,0,0
3685,56.9,369.74,2,0
3686,80.8,581.31,1,1
3687,67.0,230.65,0,0
3688,66.1,429.09,1,1
3689,49.1,813.6,3,3
3690,36.5,184.28,0,0
3691,31.7,341.63,2,2
3692,96.2,480.7,1,1
3693,67.8,322.55,1,1
3694,67.5,365.2,1,1
3695,72.2,637.11,3,3
3696,59.0,552.9,1,1
3697,100.0,543.17,1,1
3698,76.6,743.89,3,3
3699,100.0,810.86,3,3
3700,34.0,302.52,0,2
3701,33.8,369.52,2,2
3702,77.8,414.49,1,1
3703,78.1,576.8,1,1
3704,33.4,219.22,0,0
3705,53.7,248.42,0,0
3706,8.1,247.49,0,2
3707,59.2,686.39,3,3
3708,83.1,513.93,1,1
3709,100.0,770.92,3,3
3710,79.1,731.85,3,3
3711,73.3,719.61,3,3
3712,83.6,531.58,1,1
3713,24.3,217.77,0,0
3714,39.6,315.99,0,2
3715,57.0,242.41,0,0
3716,49.3,204.84,0,0
3717,66.2,646.03,3,3
3718,40.2,257.81,0,0
3719,42.5,225.48,0,0
3720,92.1,566.09,1,1
3721,83.0,389.94,1,1
3722,100.0,494.22,1,1
3723,48.3,221.04,0,0
3724,56.1,249.11,0,0
3725,96.6,366.1,1,1
3726,43.2,459.32,2,2
3727,29.2,350.97,2,2
3728,79.1,603.54,3,3
3729,16.1,472.41,2,2
3730,53.6,341.82,2,0
3731,77.3,732.24,3,3
3732,54.1,500.4,2,1
3733,81.3,688.06,3,3
3734,67.9,166.68,0,0
3735,60.9,217.58,0,0
3736,66.5,695.18,3,3
3737,33.8,424.48,2,2
3738,79.3,365.58,1,1
3739,95.6,447.15,1,1
3740,80.2,578.72,1,1
3741,86.6,594.9,3,3
3742,84.5,421.74,1,1
3743,80.8,644.28,3,3
3744,21.9,373.92,2,2
3745,35.0,247.95,0,0
3746,93.2,532.04,1,1
3747,45.2,501.95,2,2
3748,58.3,658.7,3,3
3749,30.6,252.91,0,0
3750,83.5,226.93,1,1
3751,47.8,233.25,0,0
3752,25.7,305.88,0,2
3753,48.0,263.22,0,0
3754,92.4,597.73,3,3
3755,43.2,871.06,3,3
3756,72.4,783.14,3,3
3757,56.3,505.88,2,1
3758,17.5,463.57,2,2
3759,0.0,304.83,0,2
3760,73.5,676.58,3,3
3761,23.6,324.6,0,2
3762,22.6,487.49,2,2
3763,81.9,802.07,3,3
3764,66.0,410.51,1,1
3765,96.5,683.08,3,3
3766,77.8,597.86,3,3
3767,34.6,194.25,0,0
3768,87.5,435.67,1,1
3769,9.5,393.82,2,2
3770,42.9,447.69,2,2
3771,55.5,370.34,2,0
3772,39.6,217.94,0,0
3773,37.5,372.98,2,2
3774,100.0,707.75,3,3
3775,47.9,268.14,0,0
3776,47.7,398.55,2,2
3777,59.4,766.01,3,3
3778,81.3,668.37,3,3
3779,82.8,454.21,1,1
3780,81.4,603.08,3,3
3781,54.3,690.48,3,3
3782,38.8,209.9,0,0
3783,52.9,281.86,0,0
3784,42.3,137.99,0,0
3785,23.1,351.35,2,2
3786,87.1,587.0,1,3
3787,21.3,253.97,0,2
3788,25.7,255.7,0,2
3789,100.0,595.38,1,3
3790,88.6,471.12,1,1
3791,69.2,569.69,1,1
3792,100.0,550.32,1,1
3793,46.5,321.62,2,0
3794,85.7,866.73,3,3
3795,20.1,512.76,2,2
3796,23.0,89.36,0,0
3797,54.0,188.68,0,0
3798,77.8,615.45,3,3
3799,37.5,280.37,0,0
3800,38.7,493.03,2,2
3801,56.3,338.1,2,0
3802,75.1,664.3,3,3
3803,43.0,631.57,2,2
3804,24.9,340.98,2,2
3805,60.4,223.87,0,0
3806,48.1,136.42,0,0
3807,100.0,726.48,3,3
3808,63.6,615.85,3,3
3809,35.5,605.13,2,2
3810,44.4,487.83,2,2
3811,63.6,388.47,1,1
3812,28.9,360.88,2,2
3813,86.4,650.2,3,3
3814,51.0,231.26,0,0
3815,72.2,529.25,1,1
3816,36.0,155.02,0,0
3817,81.9,660.76,3,3
3818,32.3,422.37,2,2
3819,84.0,823.05,3,3
3820,49.6,301.08,0,0
3821,71.4,545.86,1,1
3822,100.0,623.19,3,3
3823,9.9,333.48,2,2
3824,49.2,493.03,2,2
3825,46.0,286.36,0,0
3826,69.0,420.83,1,1
3827,10.9,255.27,0,2
3828,98.9,478.45,1,1
3829,23.8,217.86,0,0
3830,24.8,369.39,2,2
3831,45.4,595.66,2,2
3832,81.9,507.84,1,1
3833,48.6,402.12,2,2
3834,55.0,676.81,3,3
3835,56.0,160.96,0,0
3836,80.3,623.93,3,3
3837,92.4,740.55,3,3
3838,49.4,315.86,0,0
3839,65.8,643.7,3,3
3840,76.0,697.87,3,3
3841,25.2,334.67,2,2
3842,100.0,763.62,3,3
3843,71.2,607.56,3,3
3844,100.0,461.63,1,1
3845,81.9,685.65,3,3
3846,73.0,547.65,1,1
3847,26.7,179.79,0,0
3848,71.5,452.66,1,1
3849,85.2,729.14,3,3
3850,88.6,717.28,3,3
3851,87.7,580.21,1,3
3852,75.4,701.54,3,3
3853,62.0,715.56,3,3
3854,67.3,646.66,3,3
3855,28.4,72.67,0,0
3856,32.2,350.67,2,2
3857,71.3,571.53,1,1
3858,85.1,583.83,1,3
3859,36.8,306.61,0,2
3860,66.4,635.96,3,3
3861,80.4,514.91,1,1
3862,48.6,318.33,0,0
3863,74.2,668.1,3,3
3864,13.6,230.87,0,2
3865,89.8,311.1,1,1
3866,53.7,179.05,0,0
3867,71.6,940.8,3,3
3868,24.2,316.22,0,2
3869,68.6,699.1,3,3
3870,29.8,600.23,2,2
3871,50.2,506.03,2,2
3872,34.1,376.76,2,2
3873,26.3,281.09,0,2
3874,100.0,640.7,3,3
3875,97.7,713.59,3,3
3876,95.6,541.08,1,1
3877,100.0,376.55,1,1
3878,36.7,141.47,0,0
3879,59.4,406.19,2,1
3880,100.0,546.2,1,1
3881,57.5,373.73,2,1
3882,21.6,59.37,0,0
3883,72.0,495.87,1,1
3884,89.0,493.73,1,1
3885,44.5,311.93,0,0
3886,6.8,461.53,2,2
3887,33.7,292.23,0,2
3888,85.6,628.95,3,3
3889,22.5,668.64,2,2
3890,78.7,204.83,1,0
3891,85.2,339.31,1,1
3892,38.4,407.15,2,2
3893,36.0,450.69,2,2
3894,19.5,223.97,0,2
3895,100.0,652.0,3,3
3896,77.5,598.94,3,3
3897,65.5,653.95,3,3
3898,73.2,654.98,3,3
3899,100.0,643.58,3,3
3900,98.9,666.19,3,3
3901,14.4,386.56,2,2
3902,84.2,709.73,3,3
3903,0.8,327.19,0,2
3904,48.0,385.45,2,2
3905,43.2,403.26,2,2
3906,58.2,755.78,3,3
3907,71.8,533.95,1,1
3908,100.0,787.2,3,3
3909,47.3,442.03,2,2
3910,31.4,297.57,0,2
3911,69.3,545.42,1,1
3912,67.3,414.64,1,1
3913,59.3,499.95,2,1
3914,76.0,555.36,1,1
3915,41.3,447.04,2,2
3916,43.3,104.82,0,0
3917,15.0,255.29,0,2
3918,83.2,391.08,1,1
3919,86.2,574.6,1,1
3920,83.6,596.88,3,3
3921,32.2,290.45,0,2
3922,15.2,508.24,2,2
3923,78.2,489.66,1,1
3924,51.9,339.61,2,0
3925,57.6,381.19,2,1
3926,79.6,699.13,3,3
3927,40.5,277.39,0,0
3928,94.9,397.34,1,1
3929,77.8,694.44,3,3
3930,82.7,629.67,3,3
3931,93.3,655.44,3,3
3932,51.1,399.4,2,2
3933,84.6,492.83,1,1
3934,30.2,134.78,0,0
3935,97.6,690.37,3,3
3936,100.0,593.84,1,3
3937,60.2,356.49,2,1
3938,48.5,288.74,0,0
3939,100.0,588.12,1,3
3940,39.7,152.07,0,0
3941,2.5,379.28,2,2
3942,62.5,408.2,1,1
3943,91.5,615.95,3,3
3944,48.0,355.62,2,2
3945,97.9,628.28,3,3
3946,42.0,199.6,0,0
3947,12.9,393.1,2,2
3948,82.7,780.79,3,3
3949,61.2,165.85,0,0
3950,90.3,517.79,1,1
3951,67.1,779.44,3,3
3952,100.0,537.96,1,1
3953,55.2,451.63,2,1
3954,55.8,276.59,0,0
3955,52.9,267.14,0,0
3956,26.9,392.71,2,2
3957,75.9,835.84,3,3
3958,58.8,401.12,2,1
3959,15.7,411.25,2,2
3960,58.2,521.82,2,1
3961,90.3,439.22,1,1
3962,49.6,490.43,2,2
3963,27.4,372.8,2,2
3964,86.3,496.18,1,1
3965,29.5,320.24,0,2
3966,99.8,506.45,1,1
3967,30.9,269.98,0,2
3968,31.8,566.82,2,2
3969,59.4,740.77,3,3
3970,59.7,279.45,0,0
3971,56.1,424.76,2,1
3972,90.1,636.52,3,3
3973,27.8,165.05,0,0
3974,65.6,466.02,1,1
3975,70.6,519.69,1,1
3976,97.0,622.72,3,3
3977,45.6,268.06,0,0
3978,15.7,407.21,2,2
3979,83.3,591.33,3,3
3980,29.3,498.6,2,2
3981,53.6,180.12,0,0
3982,70.9,378.3,1,1
3983,38.3,180.3,0,0
3984,54.8,279.64,0,0
3985,33.8,341.51,2,2
3986,39.7,198.42,0,0
3987,36.6,144.13,0,0
3988,83.9,556.17,1,1
3989,85.0,851.36,3,3
3990,44.0,280.13,0,0
3991,89.2,444.17,1,1
3992,40.3,208.49,0,0
3993,91.3,768.06,3,3
3994,40.6,478.81,2,2
3995,89.7,770.12,3,3
3996,94.2,632.37,3,3
3997,98.4,576.9,1,3
3998,76.0,626.06,3,3
3999,76.1,569.5,1,1
4000,20.2,216.87,0,2
4001,50.3,541.47,2,1
4002,62.6,641.33,3,3
4003,28.0,412.0,2,2
4004,63.5,250.91,0,0
4005,86.4,424.7,1,1
4006,34.2,334.47,2,2
4007,51.5,249.48,0,0
4008,21.1,444.1,2,2
4009,47.8,296.98,0,0
4010,71.7,650.12,3,3
4011,17.5,146.82,0,0
4012,65.9,531.14,1,1
4013,88.9,679.97,3,3
4014,100.0,757.92,3,3
4015,53.0,298.58,0,0
4016,89.6,650.87,3,3
4017,85.7,538.5,1,1
4018,51.3,296.13,0,0
4019,82.9,685.59,3,3
4020,51.8,210.2,0,0
4021,56.5,389.97,2,1
4022,52.4,209.37,0,0
4023,45.4,172.61,0,0
4024,19.0,452.28,2,2
4025,38.1,231.93,0,0
4026,88.2,575.27,1,1
4027,87.9,587.61,1,3
4028,94.5,791.08,3,3
4029,87.4,752.14,3,3
4030,25.0,222.08,0,0
4031,61.9,366.16,2,1
4032,76.7,633.31,3,3
4033,47.6,461.66,2,2
4034,73.3,655.45,3,3
4035,26.9,441.09,2,2
4036,66.6,197.05,0,0
4037,34.4,274.73,0,0
4038,48.3,292.54,0,0
4039,69.4,535.67,1,1
4040,45.2,308.19,0,0
4041,89.9,389.96,1,1
4042,95.8,697.29,3,3
4043,37.3,267.61,0,0
4044,35.2,408.37,2,2
4045,35.2,230.5,0,0
4046,47.1,463.23,2,2
4047,51.2,303.4,0,0
4048,40.3,139.05,0,0
4049,99.0,627.07,3,3
4050,56.4,646.6,3,3
4051,86.3,815.49,3,3
4052,26.2,259.23,0,2
4053,40.1,356.64,2,2
4054,54.4,227.41,0,0
4055,37.9,244.92,0,0
4056,100.0,775.07,3,3
4057,76.1,554.2,1,1
4058,16.6,321.99,0,2
4059,83.4,456.11,1,1
4060,76.4,190.8,0,0
4061,47.0,645.13,2,3
4062,37.6,294.07,0,2
4063,67.3,42.59,0,0
4064,79.0,565.59,1,1
4065,100.0,541.85,1,1
4066,62.3,645.22,3,3
4067,79.1,480.07,1,1
4068,63.8,129.28,0,0
4069,33.3,437.5,2,2
4070,99.9,738.78,3,3
4071,15.2,298.77,0,2
4072,23.6,10.0,0,0
4073,63.0,731.88,3,3
4074,39.4,317.3,0,2
4075,32.6,221.16,0,0
4076,96.4,659.12,3,3
4077,15.2,351.21,2,2
4078,67.2,662.18,3,3
4079,63.0,484.55,1,1
4080,33.5,354.75,2,2
4081,44.6,861.3,3,3
4082,56.9,185.99,0,0
4083,100.0,363.75,1,1
4084,34.4,184.67,0,0
4085,89.8,589.96,1,3
4086,74.4,460.65,1,1
4087,33.6,337.95,2,2
4088,82.7,573.69,1,1
4089,82.4,503.91,1,1
4090,56.4,518.55,2,1
4091,54.0,481.05,2,1
4092,39.9,160.27,0,0
4093,49.5,608.62,2,1
4094,91.8,381.67,1,1
4095,69.3,575.89,1,1
4096,100.0,800.53,3,3
4097,16.0,685.69,2,2
4098,89.6,508.49,1,1
4099,67.1,231.51,0,0
4100,76.1,886.21,3,3
4101,99.6,852.38,3,3
4102,43.6,325.22,2,2
4103,28.5,348.07,2,2
4104,41.6,78.63,0,0
4105,85.2,560.84,1,1
4106,46.4,556.09,2,2
4107,19.9,258.89,0,2
4108,31.2,227.02,0,0
4109,77.8,522.13,1,1
4110,66.6,433.43,1,1
4111,46.9,204.38,0,0
4112,83.2,585.8,1,3
4113,72.1,337.15,1,1
4114,19.4,284.31,0,2
4115,44.1,429.09,2,2
4116,45.6,497.64,2,2
4117,91.3,607.37,3,3
4118,60.4,334.02,2,0
4119,35.3,242.54,0,0
4120,76.2,653.31,3,3
4121,67.4,579.09,1,1
4122,40.2,295.75,0,0
4123,49.9,415.7,2,2
4124,21.2,255.79,0,2
4125,87.6,597.9,3,3
4126,22.1,10.0,0,0
4127,64.2,379.82,1,1
4128,96.6,659.78,3,3
4129,45.0,266.98,0,0
4130,85.5,632.12,3,3
4131,9.3,432.18,2,2
4132,46.7,314.72,0,0
4133,55.4,370.12,2,0
4134,64.9,327.65,1,1
4135,60.4,348.21,2,0
4136,49.5,200.88,0,0
4137,29.5,284.65,0,2
4138,46.7,125.05,0,0
4139,59.4,774.3,3,3
4140,47.3,212.31,0,0
4141,33.3,541.13,2,2
4142,80.7,612.51,3,3
4143,82.2,706.61,3,3
4144,65.3,337.67,1,1
4145,80.2,653.95,3,3
4146,94.4,554.22,1,1
4147,52.0,255.55,0,0
4148,85.5,520.73,1,1
4149,94.7,543.48,1,1
4150,34.7,166.58,0,0
4151,17.9,242.77,0,2
4152,19.7,348.62,2,2
4153,71.4,768.99,3,3
4154,42.6,268.15,0,0
4155,32.7,454.47,2,2
4156,88.6,716.16,3,3
4157,53.6,133.21,0,0
4158,76.1,612.26,3,3
4159,51.2,193.01,0,0
4160,87.7,777.42,3,3
4161,59.3,212.87,0,0
4162,66.1,649.31,3,3
4163,54.0,408.17,2,2
4164,73.9,789.06,3,3
4165,98.0,581.78,1,3
4166,94.3,466.27,1,1
4167,48.1,303.76,0,0
4168,81.6,537.16,1,1
4169,56.5,389.43,2,1
4170,96.3,749.92,3,3
4171,84.7,433.78,1,1
4172,96.8,663.92,3,3
4173,78.1,543.57,1,1
4174,33.5,455.79,2,2
4175,100.0,510.11,1,1
4176,55.6,213.01,0,0
4177,95.4,670.87,3,3
4178,53.3,224.9,0,0
4179,76.8,622.54,3,3
4180,56.3,496.68,2,1
4181,38.3,529.76,2,2
4182,34.9,220.63,0,0
4183,98.0,720.47,3,3
4184,77.8,629.83,3,3
4185,89.1,537.64,1,1
4186,69.8,363.37,1,1
4187,61.3,286.8,0,0
4188,39.0,188.48,0,0
4189,71.2,486.47,1,1
4190,45.9,470.29,2,2
4191,76.1,752.06,3,3
4192,74.4,682.0,3,3
4193,35.5,240.77,0,0
4194,72.3,602.05,3,3
4195,100.0,429.9,1,1
4196,100.0,679.46,3,3
4197,78.5,807.42,3,3
4198,96.3,555.93,1,1
4199,100.0,474.33,1,1
4200,86.0,605.94,3,3
4201,97.1,674.4,3,3
4202,81.0,551.67,1,1
4203,34.4,232.59,0,0
4204,49.8,353.94,2,2
4205,78.9,443.33,1,1
4206,89.5,242.63,1,1
4207,33.4,457.74,2,2
4208,78.2,452.7,1,1
4209,82.9,657.07,3,3
4210,54.3,375.53,2,2
4211,64.3,778.58,3,3
4212,66.3,480.73,1,1
4213,53.2,239.63,0,0
4214,87.7,677.43,3,3
4215,55.0,565.33,2,1
4216,49.9,443.03,2,2
4217,86.0,649.4,3,3
4218,37.0,100.19,0,0
4219,57.3,176.71,0,0
4220,61.1,47.06,0,0
4221,83.7,480.34,1,1
4222,91.9,453.17,1,1
4223,96.7,803.37,3,3
4224,77.0,605.71,3,3
4225,87.0,479.52,1,1
4226,92.3,443.8,1,1
4227,77.5,401.99,1,1
4228,37.3,285.77,0,0
4229,79.0,457.79,1,1
4230,41.0,142.43,0,0
4231,28.5,243.41,0,0
4232,74.6,606.55,3,3
4233,63.5,238.66,0,0
4234,79.6,686.74,3,3
