account_id,industry,seats,tenure_months,health_score,contacted_support,churned
3252,Retail,49,23,38.4,1,1
3253,Retail,20,6,60.1,0,0
3254,Finance,260,1,57.2,0,1
3255,Finance,83,26,39.8,1,1
3256,Retail,264,38,49.7,0,1
3257,SaaS,150,22,30.6,1,1
3258,Retail,176,21,47.4,1,0
3259,Media,255,7,31.2,1,1
3260,SaaS,152,30,19.3,1,1
3261,Health,23,23,72.0,1,0
3262,Media,274,43,61.4,0,0
3263,Retail,100,24,54.3,0,0
3264,Retail,255,23,63.8,0,0
3265,SaaS,79,20,39.1,0,1
3266,Finance,260,27,64.3,0,1
3267,Retail,48,30,62.1,0,1
3268,Media,383,41,27.0,1,1
3269,Media,89,15,51.4,1,0
3270,Finance,80,17,70.1,0,0
3271,Retail,103,8,51.3,1,0
3272,Retail,328,31,31.8,0,1
3273,Finance,149,27,41.2,1,0
3274,Media,17,9,40.1,1,1
3275,Retail,281,39,37.4,1,1
3276,Health,146,47,57.7,1,1
3277,Media,87,20,50.7,1,1
3278,Retail,20,13,13.6,1,1
3279,Media,11,36,29.2,0,1
3280,Finance,161,47,52.4,0,1
3281,Retail,301,23,84.8,0,0
3282,Retail,37,29,36.9,1,0
3283,Retail,289,9,34.1,1,0
3284,Health,120,47,24.4,1,1
3285,Media,368,35,62.8,1,0
3286,Retail,306,45,48.8,0,1
3287,Retail,220,43,25.6,1,1
3288,SaaS,285,19,44.8,0,1
3289,Finance,35,45,78.4,0,1
3290,Media,301,25,45.1,0,1
3291,Media,271,24,51.3,1,0
3292,Finance,248,18,16.9,0,1
3293,Retail,217,20,54.5,0,0
3294,Finance,120,7,39.9,1,0
3295,SaaS,51,10,26.8,1,1
3296,SaaS,79,9,67.7,0,0
3297,Health,59,16,37.6,1,1
3298,Retail,149,8,80.1,0,0
3299,SaaS,166,29,87.0,0,0
3300,Health,277,5,55.3,0,0
3301,SaaS,106,35,48.9,1,1
3302,Retail,204,23,47.4,1,1
3303,SaaS,14,9,59.9,0,0
3304,Media,214,27,60.2,1,0
3305,Finance,197,36,66.8,0,0
3306,Retail,287,34,76.6,0,0
3307,SaaS,284,32,64.1,0,1
3308,Finance,244,34,5.6,1,1
3309,Health,160,27,18.4,1,1
3310,Media,382,33,52.2,0,0
3311,Retail,363,5,68.9,1,0
3312,Media,163,32,68.1,0,0
3313,SaaS,54,20,53.3,1,1
3314,Media,93,32,73.7,0,0
3315,Health,343,32,47.3,0,0
3316,Retail,284,9,39.4,1,0
3317,SaaS,171,37,34.1,1,1
3318,SaaS,78,23,57.2,0,0
3319,Media,339,16,46.4,1,1
3320,Health,245,4,64.5,1,0
3321,Finance,267,33,34.1,0,1
3322,Health,330,28,36.7,1,0
3323,Media,367,44,67.3,0,0
3324,SaaS,178,32,74.9,1,0
3325,Health,69,5,60.0,0,0
3326,SaaS,9,4,71.5,0,0
3327,Media,240,30,12.6,1,1
3328,SaaS,115,32,25.9,1,1
3329,Finance,39,24,28.5,0,1
3330,Retail,317,5,27.7,1,1
3331,Health,284,28,25.5,1,1
3332,Media,397,22,29.1,1,1
3333,Finance,111,8,65.1,0,0
3334,Retail,351,34,69.9,1,0
3335,SaaS,300,34,64.9,0,0
3336,Retail,248,15,18.8,1,1
3337,SaaS,236,38,45.6,0,0
3338,Media,78,33,23.9,1,1
3339,Health,395,35,60.8,0,0
3340,Finance,327,22,77.2,0,0
3341,Finance,34,25,30.9,1,1
3342,Finance,250,1,49.3,1,0
3343,Media,313,34,73.9,0,1
3344,SaaS,61,41,69.4,0,0
3345,Finance,162,11,72.2,0,0
3346,Retail,316,14,89.0,0,0
3347,Retail,215,47,59.4,1,1
3348,Retail,226,14,62.7,0,0
3349,SaaS,251,29,76.8,0,0
3350,SaaS,36,13,88.7,0,0
3351,Health,170,25,16.9,1,1
3352,Finance,326,35,89.7,0,0
3353,Finance,103,3,29.0,0,1
3354,Media,185,5,42.3,1,0
3355,Media,167,42,44.1,1,1
3356,Media,22,3,96.2,0,0
3357,Finance,32,17,60.2,0,1
3358,SaaS,72,38,20.6,1,1
3359,Health,97,27,38.3,1,1
3360,Finance,199,13,57.1,0,0
3361,Retail,61,26,8.1,1,1
3362,Retail,335,42,69.5,1,0
3363,Finance,221,25,75.1,1,1
3364,SaaS,85,31,53.8,1,0
3365,Media,143,1,45.6,0,1
3366,Health,253,33,71.5,0,0
3367,Media,214,3,24.1,1,1
3368,Media,169,19,58.4,0,0
3369,SaaS,216,4,64.4,1,0
3370,Retail,389,45,33.9,1,1
3371,Health,9,30,64.5,1,0
3372,SaaS,27,34,49.0,0,1
3373,Media,151,13,49.9,0,0
3374,Health,240,7,65.1,0,1
3375,Media,232,6,57.8,1,1
3376,Health,203,29,64.2,0,0
3377,Health,28,17,77.3,0,0
3378,SaaS,79,22,51.5,1,0
3379,Finance,383,30,29.8,1,1
3380,Media,379,26,44.6,1,0
3381,Finance,180,27,57.4,1,0
3382,Media,112,14,75.4,0,0
3383,Media,387,1,11.9,1,1
3384,Media,340,22,54.8,1,1
3385,SaaS,68,41,46.5,1,1
3386,SaaS,331,26,56.2,0,1
3387,Health,288,10,95.3,0,0
3388,SaaS,281,1,69.4,0,0
3389,Retail,354,4,38.6,1,0
3390,Finance,162,42,36.9,0,1
3391,Media,197,43,53.5,0,1
3392,Retail,144,18,70.4,0,0
3393,Health,378,12,64.0,0,0
3394,Media,196,45,60.0,0,0
3395,Retail,383,16,67.7,0,0
3396,SaaS,331,31,79.5,0,0
3397,Media,285,11,70.3,0,0
3398,Retail,314,27,70.5,0,0
3399,Media,109,41,59.3,0,0
3400,Retail,110,24,45.3,0,1
3401,Retail,231,15,42.6,1,1
3402,Retail,35,23,31.9,0,1
3403,Media,332,8,57.1,0,0
3404,Retail,383,37,67.3,0,0
3405,Retail,378,23,47.1,0,1
3406,SaaS,188,26,29.3,1,1
3407,Retail,185,33,75.2,0,0
3408,Finance,292,27,37.4,0,1
3409,SaaS,107,36,33.8,1,1
3410,Retail,368,34,84.3,0,0
3411,Retail,148,36,22.4,1,1
3412,Retail,147,30,65.1,1,1
3413,Finance,196,26,34.2,1,1
3414,Media,80,5,54.8,1,0
3415,Media,177,36,43.6,1,0
3416,Finance,121,33,38.4,1,1
3417,Retail,88,34,48.1,0,1
3418,SaaS,101,23,77.2,0,0
3419,Retail,108,24,88.2,0,0
3420,Media,7,37,39.7,1,0
3421,Retail,318,32,71.2,0,0
3422,Media,348,23,45.1,1,0
3423,Retail,234,2,41.9,1,1
3424,SaaS,238,2,68.2,0,0
3425,Media,363,32,63.7,0,0
3426,Health,244,38,60.5,1,0
3427,Retail,389,3,53.2,1,1
3428,Health,169,30,64.7,1,0
3429,Retail,262,33,61.3,1,0
3430,Health,132,45,32.0,1,1
3431,Finance,338,33,79.7,0,0
3432,SaaS,267,32,72.1,0,0
3433,Retail,11,4,82.5,0,0
3434,Retail,256,20,20.4,1,1
3435,Health,29,37,50.5,0,0
3436,Retail,141,28,37.6,1,0
3437,Health,27,42,57.4,0,0
3438,SaaS,246,16,89.8,0,0
3439,Health,153,15,75.4,0,0
3440,SaaS,206,44,81.5,0,0
3441,Finance,140,45,69.8,0,0
3442,Media,118,45,87.1,0,0
3443,Retail,118,21,72.0,0,0
3444,Health,103,14,43.6,0,1
3445,Finance,89,41,41.5,1,1
3446,Finance,47,15,69.4,1,0
3447,Retail,47,10,78.2,0,0
3448,Media,211,44,82.1,0,0
3449,Media,78,3,16.0,1,1
3450,Retail,26,23,58.6,0,1
3451,SaaS,177,13,91.5,0,0
3452,Retail,146,11,23.6,0,1
3453,SaaS,394,8,47.6,1,1
3454,Media,234,41,70.5,0,0
3455,Health,72,35,76.9,0,0
3456,SaaS,132,46,58.2,1,0
3457,Media,120,13,29.9,1,1
3458,Health,282,4,46.6,1,1
3459,Retail,154,15,19.3,1,1
3460,Finance,291,8,32.6,0,1
3461,Finance,292,19,84.7,0,0
3462,SaaS,46,39,47.5,0,0
3463,Health,207,12,52.1,0,0
3464,SaaS,263,41,29.5,1,1
3465,SaaS,190,42,57.7,0,1
3466,Finance,150,28,65.1,0,1
3467,Media,318,6,43.4,1,1
3468,Finance,355,33,47.1,0,1
3469,Health,24,8,90.5,0,0
3470,Media,143,36,85.9,0,0
3471,Finance,74,47,79.4,0,0
3472,Health,228,10,49.9,1,1
3473,Health,46,8,52.8,0,1
3474,Retail,243,6,56.2,0,1
3475,Retail,90,46,77.1,0,1
3476,Retail,84,1,47.4,0,1
3477,Finance,36,7,23.8,1,1
3478,SaaS,66,46,74.3,0,0
3479,Media,45,12,87.6,0,1
3480,Retail,35,23,4.9,1,1
3481,Media,300,24,67.7,0,0
3482,Health,93,31,76.0,0,0
3483,Finance,41,41,70.4,1,0
3484,Finance,384,4,41.8,1,1
3485,Retail,280,46,68.9,1,0
3486,SaaS,275,10,71.7,0,0
3487,Finance,321,45,63.8,1,0
3488,Finance,89,24,47.4,0,0
3489,Finance,345,35,42.8,1,1
3490,Retail,236,36,47.6,1,1
3491,Finance,48,13,63.8,0,1
3492,Retail,246,4,69.2,0,0
3493,SaaS,378,9,75.9,0,1
3494,Media,46,35,30.4,1,1
3495,Media,256,39,59.5,0,1
3496,Health,263,27,49.4,0,0
3497,Health,130,29,48.9,1,0
3498,Finance,300,11,72.3,0,0
3499,SaaS,307,9,17.8,1,0
3500,Retail,132,34,72.7,0,0
3501,Finance,131,3,42.7,0,1
3502,SaaS,250,43,11.5,1,1
3503,Health,289,9,16.0,1,1
3504,Media,370,12,85.3,0,0
3505,Media,352,35,45.8,1,0
3506,Finance,75,32,22.9,1,1
3507,Retail,56,22,48.1,1,1
3508,Media,245,44,77.7,0,0
3509,Finance,167,26,89.3,0,0
3510,SaaS,27,36,84.1,0,0
3511,Retail,254,34,88.4,0,0
3512,Media,46,34,62.6,0,0
3513,Media,132,22,53.9,0,0
3514,Retail,41,26,74.1,0,0
3515,SaaS,170,1,61.0,0,0
3516,Health,349,35,68.9,1,0
3517,Health,126,44,37.1,1,1
3518,Retail,36,36,48.5,1,1
3519,Media,316,26,72.3,1,0
3520,SaaS,107,32,59.2,0,0
3521,Media,150,44,62.8,0,0
3522,SaaS,174,15,50.4,0,0
3523,SaaS,171,25,71.3,0,0
3524,Health,255,1,67.0,0,0
3525,Media,166,20,97.9,0,0
3526,Health,349,33,54.2,0,1
3527,Finance,41,24,60.7,0,0
3528,Health,148,29,59.5,1,0
3529,Health,81,9,78.2,0,0
3530,Media,24,20,62.9,0,0
3531,Retail,251,41,42.4,1,0
3532,Media,246,20,40.3,1,1
3533,Media,308,5,90.5,0,0
3534,Health,76,29,35.6,0,1
3535,Retail,118,10,71.2,0,0
3536,SaaS,284,18,40.7,1,0
3537,Health,305,32,44.9,1,1
3538,Retail,163,37,26.6,1,1
3539,Finance,125,23,61.0,1,0
3540,Retail,241,40,74.8,0,0
3541,SaaS,134,12,82.9,0,0
3542,Finance,29,12,12.9,1,1
3543,Finance,70,38,69.0,0,0
3544,Health,352,27,73.4,0,0
3545,Health,225,4,67.8,1,1
3546,Media,122,13,24.2,1,1
3547,SaaS,133,31,53.6,1,1
3548,SaaS,361,8,59.3,0,0
3549,Finance,256,38,60.2,0,1
3550,Retail,230,12,47.4,0,1
3551,Health,345,11,74.7,1,0
3552,Finance,171,39,78.6,1,0
3553,Media,231,4,47.7,0,0
3554,Retail,334,25,68.0,1,0
3555,Finance,320,38,71.0,0,0
3556,SaaS,222,37,33.2,1,1
3557,Media,45,9,70.3,1,0
3558,Finance,66,46,67.6,1,0
3559,SaaS,15,20,44.7,1,0
3560,Retail,256,24,74.4,0,0
3561,Health,345,37,21.9,0,1
3562,Finance,247,6,85.8,0,0
3563,Health,137,45,53.8,0,0
3564,Media,162,47,37.8,0,1
3565,Media,209,32,60.4,0,1
3566,SaaS,45,29,71.7,0,0
3567,Health,61,35,74.6,1,0
3568,Retail,289,47,40.0,1,1
3569,Retail,88,46,79.1,0,0
3570,Media,298,18,10.9,1,1
3571,Media,358,40,54.4,0,1
3572,Retail,140,4,59.3,0,0
3573,Health,270,45,68.8,1,1
3574,Retail,238,33,43.5,1,1
3575,Media,201,24,65.6,0,1
3576,Media,379,12,60.2,0,1
3577,Media,137,28,87.2,0,0
3578,Finance,150,39,34.6,0,1
3579,Media,276,27,63.1,0,1
3580,Retail,315,20,83.3,0,0
3581,Health,276,1,42.4,0,1
3582,Finance,340,27,33.6,0,1
3583,SaaS,185,19,77.1,0,1
3584,Health,366,47,74.3,1,0
3585,SaaS,14,38,44.0,1,1
3586,Finance,86,44,58.5,0,1
3587,Retail,29,5,61.1,0,0
3588,SaaS,31,46,31.0,1,0
3589,SaaS,161,5,22.5,1,1
3590,Media,320,13,34.8,1,0
3591,Media,209,36,86.9,0,0
3592,Health,310,11,9.8,1,1
3593,Health,65,30,62.0,0,1
3594,SaaS,151,13,81.0,0,0
3595,Retail,43,44,62.1,0,1
3596,Media,116,24,30.4,0,1
3597,Media,47,17,65.5,0,1
3598,SaaS,225,42,80.5,0,0
3599,Media,377,22,28.8,1,1
3600,Media,246,28,84.1,0,0
3601,Finance,124,39,71.4,0,0
3602,Health,195,46,43.2,0,0
3603,Media,293,29,81.6,0,0
3604,SaaS,301,1,53.3,1,0
3605,Retail,154,45,44.7,0,1
3606,Health,179,16,54.0,0,0
3607,Media,153,10,28.8,1,1
3608,Health,299,24,64.3,0,0
3609,Retail,335,30,60.9,0,0
3610,Health,254,14,47.5,0,1
3611,SaaS,245,38,51.5,0,1
3612,Retail,343,46,91.9,0,0
3613,Finance,228,37,37.0,0,1
3614,Finance,238,47,52.1,0,1
3615,Health,325,38,30.4,1,0
3616,Media,43,11,86.0,0,0
3617,Finance,184,17,50.0,1,0
3618,Media,108,4,73.0,0,1
3619,SaaS,27,28,45.7,0,1
3620,Retail,133,23,4.3,1,1
3621,SaaS,217,12,71.3,0,1
3622,Media,270,9,61.3,0,1
3623,Finance,4,1,44.7,0,1
3624,Finance,197,26,44.0,1,1
3625,Retail,328,31,31.4,1,1
3626,Media,111,33,56.1,0,0
3627,SaaS,364,38,95.9,0,0
3628,Retail,281,2,37.9,0,1
3629,Media,99,47,49.9,0,1
3630,SaaS,103,4,35.2,1,1
3631,Media,9,14,75.3,0,0
3632,Media,169,5,84.5,0,0
3633,SaaS,131,34,84.1,0,0
3634,Retail,320,35,71.6,0,0
3635,Retail,335,12,56.6,1,0
3636,Health,384,16,19.7,1,1
3637,Finance,121,14,41.3,0,0
3638,Media,4,1,21.9,1,1
3639,Media,296,15,57.8,1,0
3640,Media,190,31,64.3,1,0
3641,Media,232,13,78.5,0,0
3642,Finance,42,13,15.0,1,1
3643,Media,317,28,38.0,0,1
3644,Media,253,23,36.7,1,1
3645,Media,164,1,76.5,0,0
3646,Health,308,38,80.9,1,1
3647,Media,91,14,51.7,0,1
3648,SaaS,299,45,71.6,1,0
3649,Media,295,24,40.0,0,0
3650,Media,302,34,62.0,0,0
3651,Retail,361,26,24.6,0,1
3652,Media,275,2,55.5,0,0
3653,Media,4,37,89.8,0,0
3654,Media,262,10,34.9,1,1
3655,SaaS,266,18,45.3,1,1
3656,Health,370,3,57.9,1,0
3657,SaaS,302,44,7.3,1,1
3658,Health,124,6,76.4,0,0
3659,Health,148,44,47.1,0,1
3660,Retail,324,20,68.2,1,0
3661,SaaS,330,8,43.8,1,1
3662,Finance,336,37,66.2,0,0
3663,SaaS,166,45,49.7,0,0
3664,Health,102,37,41.3,1,0
3665,Finance,187,6,64.3,0,0
3666,Media,206,42,64.1,1,0
3667,SaaS,269,46,21.2,1,1
3668,SaaS,281,19,61.9,0,0
3669,Health,298,43,56.5,0,1
3670,Health,72,10,19.7,1,1
3671,Retail,389,18,65.4,0,0
3672,Retail,123,37,37.8,1,1
3673,Health,313,8,56.4,0,0
3674,Media,98,10,70.5,0,0
3675,SaaS,180,41,67.5,0,0
3676,Media,156,18,74.6,0,1
3677,Health,275,40,62.3,1,0
3678,Health,15,23,83.1,0,0
3679,Media,335,31,53.4,0,0
3680,Media,235,6,28.8,1,1
3681,Finance,369,2,40.0,1,1
3682,SaaS,234,39,68.1,0,0
3683,Finance,137,11,32.8,1,1
3684,Health,259,6,61.2,0,0
3685,SaaS,349,14,78.3,0,0
3686,Retail,132,29,79.5,0,0
3687,SaaS,6,7,62.3,0,0
3688,SaaS,28,38,74.6,0,1
3689,Finance,157,15,53.5,0,0
3690,Health,336,28,53.5,1,0
3691,Media,345,17,36.5,1,1
3692,Media,129,14,60.7,0,0
3693,Media,276,22,91.9,0,0
3694,Finance,157,36,72.5,0,0
3695,Finance,377,32,58.1,1,0
3696,Media,281,27,45.7,0,1
3697,SaaS,179,42,54.3,1,1
3698,Media,259,30,56.0,1,0
3699,Media,124,38,17.1,1,1
3700,Media,249,7,64.3,0,1
3701,Retail,217,17,80.1,1,0
3702,Finance,361,33,61.5,1,0
3703,Finance,74,20,54.7,1,0
3704,SaaS,176,35,55.0,1,1
3705,Retail,91,20,42.3,1,1
3706,Health,26,29,60.6,1,0
3707,Retail,89,17,75.8,1,0
3708,Retail,127,19,55.9,1,0
3709,Media,340,31,56.7,1,1
3710,SaaS,45,6,53.6,1,0
3711,SaaS,122,31,65.7,0,0
3712,Retail,329,38,77.5,0,0
3713,Health,383,10,67.8,1,1
3714,Media,263,8,74.5,0,0
3715,Finance,56,1,50.1,1,0
3716,Health,372,19,15.3,0,1
3717,Media,332,2,62.3,0,0
3718,Health,366,20,56.4,1,0
3719,Retail,228,15,39.5,0,1
3720,Health,359,38,76.7,1,0
3721,Health,284,7,50.6,1,0
3722,Retail,277,9,38.7,1,1
3723,Finance,336,3,66.6,0,0
3724,SaaS,374,40,36.6,1,1
3725,Retail,277,26,66.1,0,0
3726,Health,248,14,60.8,1,0
3727,Media,55,41,69.4,0,0
3728,Finance,257,34,62.9,1,1
3729,SaaS,331,36,28.5,1,1
3730,Health,308,31,31.4,0,1
3731,Health,121,26,23.9,1,1
3732,Finance,241,14,53.4,0,0
3733,Media,234,12,40.0,0,1
3734,SaaS,96,12,46.8,1,0
3735,Finance,25,27,67.0,1,1
3736,Health,281,40,31.2,1,1
3737,SaaS,23,26,55.5,1,1
3738,SaaS,112,44,95.9,0,0
3739,Health,206,33,43.2,1,1
3740,Retail,114,45,11.2,1,1
3741,Media,193,13,34.0,1,1
3742,Health,378,35,66.3,1,0
3743,SaaS,170,30,35.0,1,0
3744,Media,348,23,53.8,1,0
3745,Finance,4,35,27.9,1,1
3746,Health,102,43,60.6,0,1
3747,Retail,335,11,25.0,1,1
3748,Finance,46,20,37.5,1,0
3749,Finance,308,43,33.7,1,1
3750,Finance,294,30,66.1,0,0
3751,Finance,238,32,55.1,1,0
3752,Retail,172,33,61.8,0,0
3753,Retail,7,21,65.5,1,0
3754,Health,379,31,73.8,0,0
3755,Health,340,23,29.4,1,1
3756,Retail,220,14,29.5,1,1
3757,Retail,132,4,32.6,1,0
3758,Finance,284,12,54.9,1,1
3759,Media,23,20,74.0,0,0
3760,Retail,214,10,49.9,1,1
3761,Media,198,35,28.6,1,1
3762,SaaS,105,14,49.8,1,1
3763,SaaS,238,12,54.5,0,0
3764,Finance,150,4,65.4,0,1
3765,Media,307,15,69.8,0,0
3766,Retail,60,47,60.5,0,0
3767,Finance,6,3,43.6,0,1
3768,Finance,225,40,10.9,1,1
3769,Retail,131,16,31.8,1,1
3770,Finance,321,18,20.6,1,1
3771,Health,314,14,59.8,1,0
3772,Retail,209,16,16.1,1,1
3773,Retail,276,25,51.2,1,0
3774,SaaS,344,1,58.7,1,0
3775,Media,278,32,56.4,1,0
3776,Finance,236,13,28.3,1,1
3777,SaaS,137,6,78.1,1,0
3778,Retail,146,13,48.5,0,0
3779,Health,356,22,63.9,0,1
3780,SaaS,397,37,33.1,1,1
3781,Health,286,34,31.3,1,1
3782,SaaS,211,6,21.0,1,1
3783,Health,87,20,81.4,0,0
3784,Media,342,45,87.4,0,0
3785,Media,24,7,12.8,1,1
3786,Health,8,34,44.9,1,0
3787,Finance,265,26,50.9,1,0
3788,Health,231,6,91.8,0,0
3789,Retail,175,26,36.8,1,1
3790,Health,4,45,85.3,0,0
3791,SaaS,221,37,60.1,0,0
3792,SaaS,44,44,92.3,0,0
3793,Health,239,3,60.9,0,0
3794,Media,385,32,82.8,0,0
3795,Retail,356,21,77.3,0,0
3796,Retail,249,13,33.8,1,1
3797,Retail,31,24,57.8,0,0
3798,Media,390,11,49.7,0,0
3799,Health,360,10,69.2,0,0
3800,SaaS,318,38,46.5,1,0
3801,SaaS,118,20,56.4,0,1
3802,Health,207,1,68.0,1,0
3803,Health,334,46,65.7,0,0
3804,Finance,245,47,44.0,1,1
3805,Retail,193,6,48.5,1,0
3806,Media,274,13,85.8,0,0
3807,Media,185,2,54.7,1,0
3808,Health,211,24,28.3,1,1
3809,Health,26,38,53.3,0,0
3810,Finance,393,26,47.2,1,1
3811,Health,36,35,72.2,0,0
3812,Retail,311,27,58.4,0,1
3813,SaaS,372,29,89.4,0,0
3814,SaaS,245,36,77.6,0,0
3815,SaaS,343,18,91.9,0,0
3816,Media,92,34,37.3,0,0
3817,SaaS,225,1,49.2,1,1
3818,Health,202,10,28.7,1,1
3819,Retail,45,26,89.1,0,0
3820,Finance,108,22,45.9,0,1
3821,Retail,91,42,56.5,0,0
3822,Health,374,21,35.1,1,1
3823,Media,364,40,78.1,0,0
3824,Retail,72,13,9.3,0,1
3825,Media,142,15,26.9,1,1
3826,Retail,267,25,75.1,0,0
3827,Media,109,10,71.4,0,0
3828,SaaS,380,31,21.1,1,0
3829,Retail,318,18,85.2,0,1
3830,Media,230,46,79.6,1,0
3831,Retail,274,42,54.7,0,1
3832,Media,28,21,41.0,1,1
3833,SaaS,265,28,20.3,1,1
3834,Finance,17,20,74.4,0,0
3835,SaaS,301,15,89.5,0,0
3836,Health,274,37,64.4,0,0
3837,Retail,74,30,19.1,1,1
3838,Health,137,33,58.3,0,1
3839,SaaS,288,16,74.5,0,0
3840,Health,367,2,33.4,1,0
3841,Finance,371,29,58.7,0,0
3842,Media,207,17,46.1,1,1
3843,Finance,200,10,50.1,1,0
3844,SaaS,8,34,36.1,1,1
3845,Media,64,28,53.5,1,1
3846,SaaS,199,44,38.5,1,0
3847,Finance,386,40,39.9,1,1
3848,SaaS,284,41,15.9,1,1
3849,Retail,205,40,94.0,0,0
3850,Finance,11,25,19.6,1,1
3851,Retail,211,28,60.3,0,1
3852,Retail,301,6,66.9,0,0
3853,Finance,384,30,57.1,0,1
3854,Media,343,25,79.7,0,0
3855,Retail,232,24,39.9,1,1
3856,Finance,210,28,92.2,0,0
3857,Media,114,19,70.0,0,0
3858,Media,208,35,38.2,1,1
3859,Finance,55,39,31.0,1,1
3860,Media,136,14,27.0,0,1
3861,Retail,46,38,45.8,1,0
3862,Media,328,38,49.8,0,1
3863,Finance,270,5,34.7,1,1
3864,Finance,32,19,75.0,1,0
3865,SaaS,233,29,63.0,0,0
3866,Finance,184,20,59.1,0,0
3867,SaaS,383,22,22.3,1,1
3868,SaaS,252,18,73.8,0,1
3869,Health,201,46,79.1,1,0
3870,Retail,380,41,80.0,0,0
3871,Finance,53,45,33.2,1,0
3872,Media,113,3,34.4,1,1
3873,Health,373,32,64.7,0,0
3874,Retail,270,14,26.9,1,1
3875,Media,145,7,57.1,0,0
3876,Retail,96,37,33.3,1,1
3877,SaaS,27,42,54.5,1,0
3878,Media,239,17,47.4,0,0
3879,Media,233,14,39.2,1,1
3880,SaaS,35,13,71.6,0,0
3881,Finance,191,15,50.0,1,0
3882,SaaS,78,28,43.9,1,1
3883,SaaS,5,8,72.3,0,0
3884,Media,54,46,40.5,0,1
3885,Media,147,14,30.8,1,1
3886,SaaS,214,33,46.3,1,1
3887,Health,96,44,32.0,1,1
3888,Retail,117,27,49.7,1,0
3889,Finance,60,32,56.4,0,0
3890,Health,346,45,41.0,1,1
3891,Media,358,33,64.8,0,0
3892,Media,67,2,37.5,0,1
3893,Media,203,13,89.3,0,0
3894,Health,281,40,81.1,0,0
3895,Retail,332,20,82.5,0,0
3896,Finance,259,14,91.9,0,0
3897,Health,294,47,43.5,1,0
3898,Retail,265,44,80.0,0,0
3899,Media,360,8,50.1,1,0
3900,Finance,59,4,68.0,1,0
3901,Health,135,31,60.4,0,1
3902,Media,138,43,71.0,0,0
3903,Health,380,46,70.2,1,0
3904,Health,331,5,24.7,1,0
3905,Finance,53,38,65.7,0,0
3906,Finance,255,13,37.5,1,0
3907,Health,204,35,48.9,1,0
3908,Media,124,7,11.9,1,1
3909,Health,192,33,71.0,0,0
3910,Retail,240,39,61.9,0,1
3911,SaaS,317,46,41.3,0,0
3912,Finance,202,5,63.7,1,0
3913,Health,95,23,71.4,0,0
3914,Retail,223,34,25.4,1,0
3915,Retail,199,6,38.7,1,1
3916,SaaS,381,1,69.2,1,1
3917,Retail,127,16,55.6,0,1
3918,Finance,127,41,88.4,0,0
3919,Finance,175,27,51.7,0,1
3920,SaaS,171,1,31.6,1,1
3921,Retail,86,1,70.6,0,0
3922,Health,393,45,27.2,1,0
3923,Health,193,2,5.7,1,1
3924,Retail,115,21,89.1,0,0
3925,Health,345,42,69.8,0,0
3926,SaaS,370,27,4.5,1,0
3927,Retail,360,31,55.8,1,0
3928,Retail,147,38,66.9,1,1
3929,Retail,387,23,76.8,0,0
3930,Retail,396,13,56.9,1,0
3931,Finance,353,20,38.3,1,1
3932,Health,5,15,85.6,0,0
3933,Media,356,18,58.5,0,0
3934,Finance,41,13,12.6,1,1
3935,Finance,4,22,43.6,1,1
3936,SaaS,290,37,65.2,0,0
3937,SaaS,8,30,66.5,0,0
3938,Finance,321,16,67.1,1,0
3939,Retail,331,15,23.7,1,1
3940,Health,392,20,57.3,0,0
3941,Finance,10,14,34.8,0,1
3942,SaaS,141,20,45.8,0,1
3943,Media,399,9,30.9,0,1
3944,Finance,206,27,86.6,0,0
3945,Health,214,2,93.7,0,0
3946,Finance,355,14,52.8,0,1
3947,Health,256,9,76.2,0,0
3948,SaaS,54,33,50.9,1,1
3949,SaaS,3,17,70.6,0,0
3950,Health,54,3,38.5,1,1
3951,Finance,94,9,87.6,0,1
3952,Media,298,40,18.4,1,1
3953,SaaS,86,18,84.7,0,0
3954,Retail,382,28,78.0,0,0
3955,Retail,326,19,42.7,1,1
3956,SaaS,206,31,67.1,0,0
3957,Health,350,13,66.1,0,0
3958,Media,227,14,54.3,0,1
3959,Finance,153,33,42.5,1,1
3960,Health,74,41,82.5,0,0
3961,Retail,64,46,42.9,1,0
3962,Finance,79,24,72.0,0,0
3963,Retail,8,42,70.4,0,0
3964,Media,78,4,54.9,1,0
3965,Retail,219,27,57.9,0,0
3966,Finance,186,40,74.8,0,0
3967,Finance,175,21,59.8,0,1
3968,SaaS,172,2,30.3,1,1
3969,Finance,208,41,95.6,0,0
3970,Health,370,40,31.4,1,1
3971,Media,311,47,42.9,1,0
3972,SaaS,366,38,48.0,0,0
3973,Media,280,41,47.8,0,1
3974,Retail,135,3,39.1,1,0
3975,SaaS,181,46,18.2,1,1
3976,Health,374,11,23.6,0,0
3977,Media,198,18,86.1,0,0
3978,Health,37,20,70.3,0,0
3979,Retail,55,33,26.2,1,1
3980,Health,67,29,46.6,0,1
3981,Health,65,32,41.5,1,0
3982,SaaS,322,31,56.0,1,0
3983,Health,219,21,48.0,0,1
3984,SaaS,94,31,39.7,1,1
3985,Finance,193,22,51.0,0,1
3986,Health,53,10,27.2,0,1
3987,Finance,34,18,36.4,1,1
3988,Media,225,2,30.6,1,1
3989,Finance,210,10,23.7,1,1
3990,SaaS,312,47,63.2,1,1
3991,Health,157,18,91.2,0,0
3992,SaaS,11,26,26.1,1,1
3993,Retail,37,14,26.6,0,1
3994,Health,378,43,66.8,0,1
