snapshot_id,host_type,cpu_spike_pct,outbound_connections,off_hours_activity,new_process_count,confirmed_compromised,flagged_anomalous
3331,normal,0.0,4,0,0,0,0
3332,batch_job_host,59.7,5,0,0,0,0
3333,normal,7.4,5,0,1,0,0
3334,normal,9.2,5,0,0,0,0
3335,batch_job_host,63.4,12,0,4,0,1
3336,normal,11.6,9,0,0,0,0
3337,normal,4.2,7,0,1,0,0
3338,batch_job_host,71.0,7,1,1,0,0
3339,normal,14.0,6,0,0,0,0
3340,normal,13.5,3,0,0,0,0
3341,normal,11.5,6,0,2,0,0
3342,normal,0.0,4,0,1,0,0
3343,normal,0.0,6,0,0,0,0
3344,normal,4.4,1,0,0,0,0
3345,normal,15.8,4,0,0,0,0
3346,normal,4.2,9,0,0,0,0
3347,normal,6.5,9,1,0,0,0
3348,normal,2.1,3,0,1,0,0
3349,normal,0.0,8,0,1,0,0
3350,normal,9.1,4,0,0,0,0
3351,normal,13.0,5,0,0,0,0
3352,normal,6.6,5,0,0,0,0
3353,normal,10.1,5,0,0,0,0
3354,batch_job_host,70.4,10,1,1,0,0
3355,normal,7.2,6,0,0,0,0
3356,normal,4.1,6,0,0,0,0
3357,normal,3.9,4,0,0,0,0
3358,normal,7.3,9,0,0,0,0
3359,normal,7.1,7,0,0,0,0
3360,normal,10.5,1,0,0,0,0
3361,normal,10.1,2,0,2,0,0
3362,normal,7.5,6,0,0,0,0
3363,normal,0.0,7,0,0,0,0
3364,normal,14.2,8,1,0,0,0
3365,normal,2.1,5,0,0,0,0
3366,backup_host,11.0,172,0,0,0,0
3367,normal,1.9,7,0,0,0,0
3368,normal,7.0,7,0,0,0,0
3369,batch_job_host,61.3,8,1,0,0,0
3370,normal,7.5,6,0,0,0,0
3371,batch_job_host,70.9,8,0,2,0,0
3372,normal,14.1,3,0,1,0,0
3373,normal,0.0,5,0,0,0,0
3374,batch_job_host,60.3,13,1,0,0,0
3375,backup_host,8.7,158,0,3,0,0
3376,normal,9.5,8,0,0,0,0
3377,normal,1.1,10,1,0,0,0
3378,normal,10.1,12,0,0,0,0
3379,batch_job_host,70.9,9,1,1,0,0
3380,batch_job_host,60.1,7,1,0,0,0
3381,normal,16.7,5,0,0,0,0
3382,normal,10.0,3,0,0,0,0
3383,normal,11.2,6,0,0,0,0
3384,normal,2.8,7,0,0,0,0
3385,batch_job_host,73.0,10,0,3,0,0
3386,normal,10.6,2,0,0,0,0
3387,backup_host,23.4,159,0,0,0,0
3388,batch_job_host,66.4,10,1,1,0,0
3389,normal,10.4,5,0,2,0,0
3390,backup_host,16.7,174,0,1,0,0
3391,normal,3.7,4,0,0,0,0
3392,backup_host,15.6,185,0,1,0,0
3393,normal,19.6,7,0,0,0,0
3394,normal,4.1,10,0,0,0,0
3395,normal,13.8,7,0,1,0,0
3396,batch_job_host,67.4,9,1,1,0,0
3397,normal,3.9,3,0,0,0,0
3398,backup_host,21.5,188,0,2,0,0
3399,normal,8.3,3,0,1,0,0
3400,normal,0.3,6,0,1,0,0
3401,batch_job_host,76.3,6,0,1,0,0
3402,normal,4.2,8,0,0,0,0
3403,normal,1.3,6,0,0,0,0
3404,batch_job_host,73.8,9,1,1,0,0
3405,normal,5.8,4,0,0,0,0
3406,batch_job_host,70.7,8,1,3,0,0
3407,normal,4.9,8,0,1,0,0
3408,normal,6.1,9,0,0,0,0
3409,normal,5.2,4,0,0,0,0
3410,backup_host,19.9,171,0,0,0,0
3411,normal,20.5,8,0,0,0,0
3412,normal,10.4,6,0,0,0,0
3413,backup_host,18.4,170,1,2,0,1
3414,normal,11.6,2,0,0,0,0
3415,normal,2.8,10,0,0,0,0
3416,normal,0.1,13,1,0,0,0
3417,normal,8.9,3,1,0,0,0
3418,normal,4.0,5,0,0,0,0
3419,normal,7.1,9,1,1,0,0
3420,batch_job_host,67.6,4,1,1,0,0
3421,normal,8.0,6,0,0,0,0
3422,normal,0.0,4,0,0,0,0
3423,normal,9.2,8,0,1,0,0
3424,normal,9.0,6,0,1,0,0
3425,backup_host,19.1,200,0,1,0,0
3426,normal,8.7,8,0,0,0,0
3427,normal,0.0,7,1,0,0,0
3428,normal,0.0,6,0,0,0,0
3429,normal,2.5,5,0,1,0,0
3430,normal,14.9,4,0,0,0,0
3431,normal,14.0,3,0,0,0,0
3432,normal,75.4,12,1,2,1,0
3433,normal,7.3,6,0,0,0,0
3434,normal,2.1,10,1,0,0,0
3435,normal,1.7,2,0,0,0,0
3436,backup_host,23.7,194,0,0,0,0
3437,batch_job_host,70.9,9,0,3,0,0
3438,backup_host,5.4,189,0,1,0,0
3439,normal,13.6,6,0,0,0,0
3440,normal,3.1,6,0,0,0,0
3441,batch_job_host,63.8,12,1,2,0,0
3442,normal,11.8,7,0,1,0,0
3443,normal,8.8,3,0,0,0,0
3444,normal,11.2,3,0,0,0,0
3445,normal,10.2,5,0,0,0,0
3446,normal,18.3,7,0,0,0,0
3447,batch_job_host,64.9,10,0,1,0,0
3448,normal,9.9,6,0,0,0,0
3449,backup_host,16.9,181,0,0,0,0
3450,batch_job_host,69.6,9,0,1,0,0
3451,backup_host,19.1,190,0,2,0,0
3452,normal,0.0,7,0,0,0,0
3453,normal,11.2,2,0,1,0,0
3454,backup_host,18.1,171,0,1,0,0
3455,batch_job_host,75.7,9,1,0,0,0
3456,backup_host,5.1,164,0,0,0,0
3457,normal,3.8,8,0,0,0,0
3458,normal,13.9,10,0,0,0,0
3459,backup_host,18.9,171,0,0,0,0
3460,normal,7.0,6,0,1,0,0
3461,normal,10.0,5,0,0,0,0
3462,normal,11.4,2,0,0,0,0
3463,normal,10.0,6,0,0,0,0
3464,normal,9.8,5,0,1,0,0
3465,normal,12.1,3,0,1,0,0
3466,backup_host,20.2,189,1,0,0,1
3467,normal,5.0,8,0,0,0,0
3468,normal,0.0,8,0,0,0,0
3469,normal,0.0,6,0,0,0,0
3470,batch_job_host,59.1,11,0,0,0,0
3471,normal,27.6,172,0,2,1,0
3472,normal,8.9,9,0,0,0,0
3473,normal,12.6,10,0,0,0,0
3474,normal,7.0,10,0,0,0,0
3475,normal,0.0,8,0,0,0,0
3476,normal,0.0,2,0,0,0,0
3477,normal,15.8,9,1,1,0,0
3478,normal,15.4,5,1,0,0,0
3479,batch_job_host,57.0,10,1,0,0,0
3480,normal,15.2,3,0,0,0,0
3481,normal,0.0,9,0,0,0,0
3482,normal,0.0,4,0,0,0,0
3483,normal,12.5,3,0,1,0,0
3484,normal,20.9,8,0,0,0,0
3485,normal,65.5,9,1,4,1,0
3486,batch_job_host,75.2,5,1,1,0,0
3487,normal,11.0,4,0,0,0,0
3488,normal,9.7,7,0,1,0,0
3489,normal,17.8,3,0,0,0,0
3490,normal,14.9,6,0,0,0,0
3491,normal,3.0,5,0,0,0,0
3492,normal,11.4,7,0,0,0,0
3493,normal,8.3,9,0,0,0,0
3494,normal,14.9,10,0,0,0,0
3495,normal,11.6,8,0,0,0,0
3496,normal,10.6,6,0,0,0,0
3497,backup_host,16.2,176,1,5,0,1
3498,normal,13.7,5,0,0,0,0
3499,backup_host,14.9,146,0,1,0,0
3500,normal,20.3,5,0,0,0,0
3501,normal,10.4,9,0,0,0,0
3502,batch_job_host,53.4,5,1,1,0,0
3503,normal,9.9,3,0,0,0,0
3504,normal,3.7,2,0,0,0,0
3505,normal,3.0,6,0,0,0,0
3506,normal,11.0,4,0,0,0,0
3507,normal,19.8,4,0,0,0,0
3508,normal,15.0,6,0,0,0,0
3509,normal,8.9,9,0,0,0,0
3510,batch_job_host,62.5,8,0,2,0,0
3511,normal,9.2,4,0,0,0,0
3512,normal,7.9,5,0,0,0,0
3513,normal,11.9,6,0,0,0,0
3514,normal,13.1,5,0,0,0,0
3515,normal,15.9,5,0,0,0,0
3516,normal,8.4,3,0,1,0,0
3517,normal,14.4,1,0,0,0,0
3518,batch_job_host,60.8,8,0,1,0,0
3519,normal,8.0,6,0,0,0,0
3520,normal,0.0,3,0,1,0,0
3521,normal,8.5,7,0,0,0,0
3522,normal,3.1,6,0,0,0,0
3523,batch_job_host,73.2,7,1,1,0,0
3524,normal,11.1,5,0,0,0,0
3525,batch_job_host,58.6,3,0,1,0,0
3526,normal,11.7,7,0,0,0,0
3527,batch_job_host,71.1,10,0,3,0,0
3528,normal,9.2,8,0,0,0,0
3529,normal,10.8,5,0,0,0,0
3530,normal,62.3,12,0,6,1,1
3531,backup_host,9.9,178,0,1,0,0
3532,normal,18.6,5,0,1,0,0
3533,batch_job_host,71.2,7,1,0,0,0
3534,normal,9.3,3,0,0,0,0
3535,normal,8.3,10,0,0,0,0
3536,normal,12.0,8,0,0,0,0
3537,backup_host,17.9,179,0,0,0,0
3538,normal,11.8,5,0,0,0,0
3539,normal,12.7,8,0,0,0,0
3540,normal,2.5,3,0,1,0,0
3541,normal,16.1,7,0,0,0,0
3542,backup_host,15.8,168,0,1,0,0
3543,normal,4.2,6,0,0,0,0
3544,normal,0.0,7,0,0,0,0
3545,normal,4.9,7,0,0,0,0
3546,normal,13.3,7,0,1,0,0
3547,batch_job_host,59.8,6,0,1,0,0
3548,normal,0.0,7,0,0,0,0
3549,normal,0.4,9,0,1,0,0
3550,normal,5.4,5,0,0,0,0
3551,batch_job_host,77.7,9,1,3,0,0
3552,normal,19.9,5,0,0,0,0
3553,normal,16.9,2,0,0,0,0
3554,normal,27.7,2,0,0,0,0
3555,normal,0.0,4,0,0,0,0
3556,normal,16.5,3,0,1,0,0
3557,normal,5.4,5,0,0,0,0
3558,normal,5.2,6,0,0,0,0
3559,normal,3.6,10,0,1,0,0
3560,batch_job_host,63.2,10,0,2,0,0
3561,normal,1.5,6,0,1,0,0
3562,normal,7.8,14,0,1,0,0
3563,normal,7.0,5,1,0,0,0
3564,normal,12.2,3,0,0,0,0
3565,normal,3.1,6,0,0,0,0
3566,normal,7.0,9,0,0,0,0
3567,normal,10.6,6,0,0,0,0
3568,normal,14.5,3,0,1,0,0
3569,normal,0.0,6,0,0,0,0
3570,normal,4.5,5,0,0,0,0
3571,backup_host,19.6,175,0,2,0,0
3572,backup_host,11.3,174,0,0,0,0
3573,normal,0.4,4,0,2,0,0
3574,normal,14.9,169,1,3,1,1
3575,normal,11.0,2,0,0,0,0
3576,normal,15.4,2,0,0,0,0
3577,backup_host,14.9,183,1,0,0,0
3578,batch_job_host,71.3,7,0,0,0,0
3579,normal,7.3,9,0,1,0,0
3580,normal,5.0,9,1,0,0,0
3581,normal,4.7,3,0,0,0,0
3582,batch_job_host,76.5,12,1,1,0,0
3583,batch_job_host,75.4,13,0,0,0,0
3584,normal,2.2,7,0,0,0,0
3585,backup_host,13.0,177,0,0,0,0
3586,normal,0.3,7,0,0,0,0
3587,normal,20.8,6,0,0,0,0
3588,normal,8.3,8,0,0,0,0
3589,normal,14.5,6,0,0,0,0
3590,normal,15.5,5,0,0,0,0
3591,normal,0.9,5,0,0,0,0
3592,normal,1.9,5,0,0,0,0
3593,normal,11.6,8,0,0,0,0
3594,normal,2.0,10,0,0,0,0
3595,normal,1.2,6,0,0,0,0
3596,normal,6.8,4,0,0,0,0
3597,normal,14.2,11,0,0,0,0
3598,normal,0.8,4,0,0,0,0
3599,normal,6.4,8,0,0,0,0
3600,normal,3.4,10,0,0,0,0
3601,normal,7.1,8,0,0,0,0
3602,normal,4.4,5,0,0,0,0
3603,backup_host,15.6,204,0,1,0,0
3604,normal,6.2,5,0,0,0,0
3605,normal,8.5,8,0,1,0,0
3606,normal,3.8,11,0,0,0,0
3607,normal,4.6,0,0,1,0,0
3608,normal,21.6,5,0,0,0,0
3609,normal,0.0,13,0,0,0,0
3610,normal,14.4,5,0,1,0,0
3611,normal,22.7,10,0,0,0,0
3612,backup_host,13.8,143,0,3,0,0
3613,normal,1.9,2,0,0,0,0
3614,backup_host,15.5,179,0,0,0,0
3615,normal,8.6,6,0,0,0,0
3616,batch_job_host,61.1,199,1,2,1,1
3617,normal,10.9,7,0,2,0,0
3618,normal,4.8,3,0,0,0,0
3619,normal,0.7,4,0,0,0,0
3620,normal,3.1,7,0,0,0,0
3621,normal,8.2,8,0,0,0,0
3622,normal,9.9,4,0,0,0,0
3623,normal,0.0,5,0,0,0,0
3624,normal,12.6,10,0,1,0,0
3625,normal,7.7,7,0,1,0,0
3626,batch_job_host,80.4,11,1,0,0,0
3627,normal,4.1,5,1,1,0,0
3628,normal,12.3,4,0,1,0,0
3629,normal,2.0,3,0,0,0,0
3630,normal,9.7,5,0,0,0,0
3631,normal,7.3,11,0,0,0,0
3632,normal,5.8,6,0,1,0,0
3633,normal,18.5,7,1,1,0,0
3634,normal,6.0,7,0,0,0,0
3635,normal,12.2,5,0,0,0,0
3636,normal,0.0,4,0,0,0,0
3637,normal,5.5,3,0,0,0,0
3638,normal,5.2,7,0,0,0,0
3639,normal,3.3,9,0,0,0,0
3640,normal,4.1,7,0,0,0,0
3641,normal,11.8,7,0,0,0,0
3642,normal,9.4,9,0,0,0,0
3643,normal,14.2,6,0,0,0,0
3644,normal,8.7,10,1,0,0,0
3645,normal,2.5,7,1,0,0,0
3646,normal,7.2,9,0,0,0,0
3647,batch_job_host,61.3,11,0,1,0,0
3648,normal,10.8,4,0,0,0,0
3649,backup_host,6.7,151,0,0,0,0
3650,normal,5.4,2,1,0,0,0
3651,normal,11.7,8,0,0,0,0
3652,backup_host,15.9,182,1,1,0,0
3653,normal,12.5,3,0,0,0,0
3654,normal,0.0,12,0,0,0,0
3655,normal,16.7,3,0,0,0,0
3656,normal,13.6,4,0,0,0,0
3657,normal,12.8,4,0,0,0,0
3658,backup_host,16.7,179,0,1,0,0
3659,normal,10.3,6,0,0,0,0
3660,normal,11.5,4,0,0,0,0
3661,normal,10.5,3,0,1,0,0
3662,batch_job_host,77.4,6,0,2,0,0
3663,normal,10.1,6,0,0,0,0
3664,normal,0.0,6,0,0,0,0
3665,normal,6.0,1,0,0,0,0
3666,normal,19.8,7,0,1,0,0
3667,batch_job_host,67.0,7,1,1,0,0
3668,batch_job_host,58.9,10,0,2,0,0
3669,normal,2.2,8,0,1,0,0
3670,normal,8.3,3,0,0,0,0
3671,normal,10.4,4,0,0,0,0
3672,batch_job_host,71.3,5,1,0,0,0
3673,normal,9.6,11,0,0,0,0
3674,normal,23.7,13,0,0,0,0
3675,batch_job_host,66.1,9,1,1,0,0
3676,normal,9.7,3,0,0,0,0
3677,normal,11.2,8,0,0,0,0
3678,normal,0.0,9,0,1,0,0
3679,normal,1.7,6,0,0,0,0
3680,normal,5.4,1,0,0,0,0
3681,normal,11.7,8,0,0,0,0
3682,normal,4.3,4,0,0,0,0
3683,normal,11.7,6,0,0,0,0
3684,normal,12.5,5,0,0,0,0
3685,normal,0.0,10,0,0,0,0
3686,batch_job_host,63.9,9,1,2,0,0
3687,backup_host,20.9,182,0,2,0,0
3688,normal,11.4,9,0,0,0,0
3689,normal,0.0,5,0,0,0,0
3690,normal,0.0,7,0,0,0,0
3691,normal,9.0,5,0,0,0,0
3692,normal,0.0,7,0,0,0,0
3693,normal,3.7,10,0,0,0,0
3694,backup_host,11.0,195,0,0,0,0
3695,normal,5.2,2,0,0,0,0
3696,normal,11.9,3,0,0,0,0
3697,normal,0.0,6,0,0,0,0
3698,normal,11.0,5,0,0,0,0
3699,backup_host,13.3,170,0,2,0,0
3700,normal,8.6,9,0,0,0,0
3701,normal,16.9,6,0,0,0,0
3702,normal,13.5,5,0,0,0,0
3703,normal,15.1,4,0,0,0,0
3704,normal,7.9,4,0,0,0,0
3705,normal,11.8,5,0,0,0,0
3706,normal,6.0,6,0,0,0,0
3707,normal,7.4,5,0,1,0,0
3708,backup_host,1.6,181,0,0,0,0
3709,normal,3.7,7,0,0,0,0
3710,normal,7.9,7,0,0,0,0
3711,normal,14.7,7,0,0,0,0
3712,normal,9.6,3,0,0,0,0
3713,normal,8.2,5,0,0,0,0
3714,normal,4.4,1,0,0,0,0
3715,batch_job_host,81.1,13,1,2,0,0
3716,normal,9.7,5,0,0,0,0
3717,normal,13.6,7,0,0,0,0
3718,normal,5.4,14,1,0,0,0
3719,normal,13.8,5,0,0,0,0
3720,normal,9.3,3,0,1,0,0
3721,normal,9.9,2,0,0,0,0
3722,normal,2.1,4,0,0,0,0
3723,batch_job_host,64.6,7,1,1,0,0
3724,normal,10.7,1,0,0,0,0
3725,normal,2.7,4,0,0,0,0
3726,normal,2.8,3,0,0,0,0
3727,normal,12.6,4,0,0,0,0
3728,backup_host,13.6,184,0,2,0,0
3729,backup_host,24.5,191,0,3,0,0
3730,normal,13.7,14,0,0,0,0
3731,normal,5.9,7,0,2,0,0
3732,normal,12.3,8,0,1,0,0
3733,normal,2.3,10,0,0,0,0
3734,normal,4.6,6,0,0,0,0
3735,backup_host,15.2,174,0,1,0,0
3736,normal,4.1,7,0,0,0,0
3737,normal,9.1,8,0,1,0,0
3738,normal,15.4,5,0,0,0,0
3739,normal,7.4,7,0,0,0,0
3740,backup_host,13.1,159,0,0,0,0
3741,batch_job_host,64.7,6,1,3,0,0
3742,normal,10.9,3,0,1,0,0
3743,batch_job_host,61.9,11,1,0,0,0
3744,normal,0.2,8,0,1,0,0
3745,normal,11.1,4,0,0,0,0
3746,normal,12.2,5,0,0,0,0
3747,normal,15.6,9,0,0,0,0
3748,batch_job_host,67.5,165,1,2,1,1
3749,normal,1.7,6,0,1,0,0
3750,normal,3.9,3,0,0,0,0
3751,normal,10.3,3,0,1,0,0
3752,normal,2.0,8,0,0,0,0
3753,normal,6.1,8,0,0,0,0
3754,normal,0.0,6,0,0,0,0
3755,normal,5.2,2,0,0,0,0
3756,normal,5.1,7,1,0,0,0
3757,normal,16.0,6,0,0,0,0
3758,batch_job_host,67.6,12,1,2,0,0
3759,normal,5.7,8,0,0,0,0
3760,normal,0.0,11,0,0,0,0
3761,normal,1.3,6,0,0,0,0
3762,backup_host,11.0,168,0,1,0,0
3763,batch_job_host,68.3,6,1,1,0,0
3764,normal,4.0,4,0,0,0,0
3765,normal,18.9,8,0,0,0,0
3766,normal,1.4,7,0,0,0,0
3767,backup_host,17.8,190,0,1,0,0
3768,normal,10.2,7,0,0,0,0
3769,normal,17.2,5,0,0,0,0
3770,normal,5.4,5,0,0,0,0
3771,batch_job_host,59.1,12,1,2,0,0
3772,batch_job_host,73.0,9,1,1,0,0
3773,normal,1.0,11,0,0,0,0
3774,normal,12.3,3,0,0,0,0
3775,backup_host,16.6,184,0,0,0,0
3776,normal,7.9,6,0,0,0,0
3777,batch_job_host,78.1,13,0,0,0,0
3778,normal,11.3,5,0,1,0,0
3779,normal,12.5,7,0,1,0,0
3780,backup_host,14.6,175,0,0,0,0
3781,normal,15.3,3,1,0,0,0
3782,normal,6.1,6,0,0,0,0
3783,normal,14.9,6,1,0,0,0
3784,batch_job_host,63.4,3,1,1,0,0
3785,normal,18.0,6,0,0,0,0
3786,normal,2.7,6,0,0,0,0
3787,normal,9.7,6,0,0,0,0
3788,backup_host,13.3,175,0,0,0,0
3789,normal,14.0,14,0,0,0,0
3790,normal,9.4,6,0,0,0,0
3791,normal,11.6,4,0,0,0,0
3792,batch_job_host,66.3,8,1,1,0,0
3793,normal,21.8,5,0,0,0,0
3794,normal,17.4,10,0,0,0,0
3795,normal,4.5,9,0,0,0,0
3796,normal,3.2,2,0,0,0,0
3797,normal,8.1,6,0,1,0,0
3798,batch_job_host,62.1,4,1,0,0,0
3799,normal,0.0,2,0,0,0,0
3800,normal,9.2,5,0,1,0,0
3801,normal,11.4,6,0,0,0,0
3802,normal,8.7,14,0,0,0,0
3803,normal,9.3,12,0,1,0,0
3804,normal,4.1,2,1,0,0,0
3805,normal,2.3,3,0,0,0,0
3806,normal,12.7,4,0,0,0,0
3807,batch_job_host,66.4,11,1,1,0,0
3808,batch_job_host,69.4,5,0,1,0,0
3809,normal,6.5,3,0,1,0,0
3810,normal,7.1,8,0,0,0,0
3811,normal,14.0,7,0,0,0,0
3812,normal,7.3,9,0,0,0,0
3813,normal,7.7,9,0,0,0,0
3814,normal,13.3,2,0,1,0,0
3815,normal,13.1,2,0,0,0,0
3816,batch_job_host,67.6,3,1,0,0,0
3817,normal,0.0,3,0,1,0,0
3818,normal,16.7,1,0,0,0,0
3819,normal,17.8,4,0,0,0,0
3820,normal,8.4,9,0,1,0,0
3821,normal,10.4,6,0,0,0,0
3822,normal,4.8,6,0,0,0,0
3823,backup_host,13.8,166,0,1,0,0
3824,normal,10.3,5,0,1,0,0
3825,normal,0.0,4,0,0,0,0
3826,normal,0.0,5,0,0,0,0
3827,normal,7.8,3,0,0,0,0
3828,normal,12.0,0,0,0,0,0
3829,normal,2.4,9,0,0,0,0
3830,normal,11.1,6,0,0,0,0
3831,normal,0.0,4,0,0,0,0
3832,normal,5.8,10,0,0,0,0
3833,normal,20.2,9,0,1,0,0
3834,normal,9.0,5,0,1,0,0
3835,normal,0.0,6,0,0,0,0
3836,normal,10.0,6,0,1,0,0
3837,normal,12.5,8,0,1,0,0
3838,normal,13.4,7,0,1,0,0
3839,normal,17.3,8,0,0,0,0
3840,normal,2.8,7,1,1,0,0
3841,normal,8.9,7,0,0,0,0
3842,normal,13.3,3,0,0,0,0
3843,normal,12.7,5,0,2,0,0
3844,normal,8.9,8,0,0,0,0
3845,normal,10.7,9,0,0,0,0
3846,normal,11.1,3,0,0,0,0
3847,normal,7.6,4,0,0,0,0
3848,normal,16.5,6,0,1,0,0
3849,normal,7.0,6,0,0,0,0
3850,batch_job_host,64.4,6,1,2,0,0
3851,normal,3.9,7,0,1,0,0
3852,normal,0.0,2,0,0,0,0
3853,normal,14.4,6,1,0,0,0
3854,normal,10.8,15,0,0,0,0
3855,normal,11.7,5,0,2,0,0
3856,normal,6.1,8,0,1,0,0
3857,normal,1.1,6,0,1,0,0
3858,normal,11.4,8,0,0,0,0
3859,normal,11.8,7,1,0,0,0
3860,normal,10.9,7,0,0,0,0
3861,normal,13.0,7,1,0,0,0
3862,normal,8.7,6,0,1,0,0
3863,normal,3.1,8,0,0,0,0
3864,normal,15.1,9,0,0,0,0
3865,normal,5.0,6,0,1,0,0
3866,batch_job_host,77.2,15,1,0,0,0
3867,normal,3.4,8,0,0,0,0
3868,backup_host,17.1,154,0,2,0,0
3869,batch_job_host,65.5,11,0,2,0,0
3870,normal,14.0,3,0,0,0,0
3871,normal,10.2,12,0,0,0,0
3872,normal,3.9,3,0,0,0,0
3873,normal,6.9,2,0,0,0,0
3874,batch_job_host,76.5,11,1,1,0,0
3875,normal,1.7,6,0,0,0,0
3876,normal,10.8,5,0,0,0,0
3877,normal,0.0,4,0,0,0,0
3878,normal,4.9,5,0,0,0,0
3879,normal,16.2,10,0,0,0,0
3880,normal,0.0,11,0,0,0,0
3881,normal,10.2,11,0,0,0,0
3882,batch_job_host,61.0,11,0,0,0,0
3883,normal,6.0,9,1,0,0,0
3884,normal,7.2,8,1,0,0,0
3885,batch_job_host,59.7,7,1,1,0,0
3886,normal,5.0,10,0,0,0,0
3887,normal,12.7,9,0,0,0,0
3888,normal,5.2,4,0,0,0,0
3889,normal,5.2,6,0,1,0,0
3890,normal,10.7,11,1,1,0,0
3891,normal,5.2,3,0,0,0,0
3892,batch_job_host,72.4,7,1,1,0,0
3893,normal,7.2,5,0,0,0,0
3894,normal,0.0,9,0,0,0,0
3895,normal,13.1,6,0,0,0,0
3896,normal,11.2,6,0,0,0,0
3897,normal,2.8,6,0,1,0,0
3898,backup_host,15.8,195,0,1,0,0
3899,normal,1.7,7,0,0,0,0
3900,normal,11.9,7,0,0,0,0
3901,normal,7.1,6,0,0,0,0
3902,backup_host,16.3,175,1,1,0,0
3903,normal,6.7,4,0,0,0,0
3904,normal,13.3,6,0,0,0,0
3905,normal,12.4,6,0,0,0,0
3906,normal,0.0,5,0,0,0,0
3907,backup_host,10.4,184,0,0,0,0
3908,normal,13.8,4,0,1,0,0
3909,normal,16.1,7,0,0,0,0
3910,normal,4.8,6,0,0,0,0
3911,normal,10.9,9,0,0,0,0
3912,normal,12.8,8,0,0,0,0
3913,normal,9.1,7,0,0,0,0
3914,batch_job_host,77.4,11,1,0,0,0
3915,normal,3.7,6,0,0,0,0
3916,batch_job_host,53.7,8,1,1,0,0
3917,normal,3.6,8,0,1,0,0
3918,normal,10.7,8,0,0,0,0
3919,normal,17.0,2,0,1,0,0
3920,normal,9.5,8,0,0,0,0
3921,normal,0.6,7,0,0,0,0
3922,normal,5.5,3,0,0,0,0
3923,normal,4.6,3,0,2,0,0
3924,normal,3.4,7,0,0,0,0
3925,normal,7.4,7,0,1,0,0
3926,normal,4.3,9,0,0,0,0
3927,normal,16.4,5,1,2,0,0
3928,normal,11.1,7,0,0,0,0
3929,normal,9.3,5,0,1,0,0
3930,normal,17.1,9,0,0,0,0
3931,normal,8.2,5,0,0,0,0
3932,normal,2.8,3,0,1,0,0
3933,normal,12.6,4,0,1,0,0
3934,normal,6.1,2,0,0,0,0
3935,normal,6.0,4,0,0,0,0
3936,normal,6.9,5,0,0,0,0
3937,normal,12.0,9,0,0,0,0
3938,batch_job_host,72.5,7,1,1,0,0
3939,batch_job_host,58.6,5,1,0,0,0
3940,normal,65.0,7,0,2,1,0
3941,normal,0.4,8,0,0,0,0
3942,normal,16.8,8,0,0,0,0
3943,normal,19.2,6,1,0,0,0
3944,normal,15.0,3,0,0,0,0
3945,normal,8.9,9,0,0,0,0
3946,batch_job_host,63.7,14,0,1,0,0
3947,normal,11.0,4,0,0,0,0
3948,normal,5.9,3,0,1,0,0
3949,normal,11.7,3,0,0,0,0
3950,normal,11.4,11,1,0,0,0
3951,normal,7.2,5,0,0,0,0
3952,batch_job_host,81.5,9,0,4,0,1
3953,normal,0.7,9,0,0,0,0
3954,backup_host,17.4,173,0,0,0,0
3955,normal,15.9,179,0,1,1,0
3956,normal,14.4,10,0,0,0,0
3957,normal,0.0,3,0,0,0,0
3958,normal,10.7,6,0,0,0,0
3959,normal,13.5,3,0,0,0,0
3960,batch_job_host,72.6,15,1,1,0,0
3961,normal,8.2,10,0,0,0,0
3962,normal,6.8,5,0,0,0,0
3963,batch_job_host,66.1,9,0,0,0,0
3964,normal,21.1,6,1,0,0,0
3965,normal,3.3,7,0,0,0,0
3966,normal,4.9,11,0,0,0,0
3967,normal,13.9,3,0,0,0,0
3968,normal,6.2,6,0,0,0,0
3969,normal,2.7,5,0,0,0,0
3970,batch_job_host,63.8,10,0,1,0,0
3971,normal,14.8,7,0,1,0,0
3972,normal,9.5,5,0,0,0,0
3973,normal,16.9,3,0,0,0,0
3974,normal,0.0,8,0,0,0,0
3975,normal,0.0,6,0,0,0,0
3976,normal,12.8,9,0,1,0,0
3977,batch_job_host,66.0,6,1,2,0,0
3978,normal,12.7,4,0,0,0,0
3979,normal,10.9,6,0,0,0,0
3980,normal,21.5,2,0,0,0,0
3981,normal,8.4,5,0,0,0,0
3982,backup_host,17.3,185,0,1,0,0
3983,normal,4.6,7,0,0,0,0
3984,normal,0.0,8,0,0,0,0
3985,normal,14.5,13,0,0,0,0
3986,normal,8.1,9,0,0,0,0
3987,normal,2.3,7,0,0,0,0
3988,normal,8.3,5,0,0,0,0
3989,normal,0.0,3,0,0,0,0
3990,normal,16.3,7,0,1,0,0
3991,normal,6.3,10,1,1,0,0
3992,normal,8.3,4,0,0,0,0
3993,normal,0.2,5,0,1,0,0
3994,normal,4.5,7,0,0,0,0
3995,normal,14.1,1,0,0,0,0
3996,normal,13.1,6,0,0,0,0
3997,normal,16.2,7,0,0,0,0
3998,normal,0.9,7,0,0,0,0
3999,normal,4.6,7,0,0,0,0
4000,normal,13.0,6,0,1,0,0
4001,normal,8.5,3,0,0,0,0
4002,backup_host,17.8,185,0,0,0,0
4003,normal,10.5,10,0,0,0,0
4004,normal,14.9,5,0,1,0,0
4005,normal,4.8,1,0,0,0,0
