customer_id,segment,signup_channel,engagement_score,tenure_months,referred_friend,ltv_usd
1801,prosumer,organic,51.7,22,0,1013.44
1802,prosumer,paid,59.2,10,1,607.63
1803,consumer,paid,1.9,3,0,0.0
1804,consumer,partner,23.2,5,0,138.65
1805,prosumer,partner,60.7,12,0,685.18
1806,consumer,paid,45.4,20,0,822.56
1807,smb,paid,23.9,9,0,242.96
1808,consumer,paid,51.8,18,0,968.3
1809,consumer,organic,33.0,3,0,117.14
1810,consumer,paid,15.1,6,0,87.95
1811,prosumer,paid,50.4,23,1,1106.45
1812,consumer,paid,32.9,8,0,295.53
1813,smb,partner,54.3,13,0,577.19
1814,consumer,partner,32.9,7,0,214.29
1815,consumer,organic,60.3,17,0,936.02
1816,prosumer,partner,62.6,14,0,870.82
1817,consumer,partner,60.0,16,0,854.81
1818,consumer,partner,25.1,7,0,155.82
1819,consumer,partner,27.8,10,0,319.39
1820,prosumer,paid,33.3,12,0,331.38
1821,prosumer,partner,63.8,12,0,760.51
1822,consumer,paid,54.7,10,0,467.44
1823,consumer,partner,49.2,14,0,618.39
1824,consumer,partner,59.8,10,0,582.0
1825,smb,paid,68.5,26,0,1569.2
1826,consumer,paid,39.6,15,0,427.0
1827,smb,paid,33.0,11,0,406.91
1828,smb,paid,88.7,30,0,2505.98
1829,consumer,partner,60.6,16,1,974.53
1830,consumer,paid,28.7,9,0,252.77
1831,prosumer,partner,61.5,15,0,963.78
1832,consumer,partner,12.5,4,0,114.99
1833,consumer,organic,57.3,13,0,716.18
1834,consumer,partner,44.3,12,0,511.34
1835,prosumer,organic,15.7,5,0,201.65
1836,smb,partner,18.7,9,0,238.48
1837,consumer,organic,68.8,10,0,622.44
1838,prosumer,paid,63.8,14,0,763.67
1839,consumer,partner,24.9,6,0,215.32
1840,consumer,partner,26.3,1,0,118.33
1841,consumer,partner,42.7,14,0,594.43
1842,smb,organic,22.2,5,0,44.51
1843,smb,paid,15.3,8,0,224.92
1844,consumer,paid,72.2,24,0,1568.66
1845,prosumer,organic,83.2,11,0,945.56
1846,consumer,partner,21.2,8,0,180.4
1847,consumer,organic,32.3,11,0,371.08
1848,smb,paid,15.0,5,0,46.94
1849,consumer,paid,76.1,19,1,1348.7
1850,consumer,paid,60.6,29,0,1529.95
1851,consumer,partner,53.0,11,0,599.6
1852,consumer,paid,71.4,30,0,2006.66
1853,smb,paid,54.7,14,0,709.48
1854,prosumer,partner,55.8,12,0,689.74
1855,consumer,partner,24.2,6,0,203.52
1856,consumer,organic,66.2,23,1,1489.96
1857,consumer,paid,75.2,16,0,1133.03
1858,consumer,paid,24.6,9,0,294.55
1859,consumer,paid,58.9,14,0,859.19
1860,consumer,organic,39.0,18,0,760.16
1861,consumer,partner,71.3,17,0,1158.3
1862,consumer,paid,50.5,9,0,467.76
1863,consumer,paid,60.6,21,0,1174.18
1864,consumer,partner,79.4,30,0,2164.92
1865,consumer,partner,80.9,23,0,1770.67
1866,prosumer,organic,45.7,10,0,288.71
1867,consumer,paid,56.1,15,0,795.66
1868,consumer,paid,47.9,12,0,555.86
1869,consumer,organic,73.6,14,0,937.89
1870,consumer,paid,61.9,34,0,1937.98
1871,prosumer,paid,48.0,20,0,990.36
1872,consumer,partner,54.4,21,0,1012.81
1873,smb,organic,43.7,12,0,514.99
1874,consumer,partner,54.7,16,0,888.98
1875,consumer,organic,21.4,5,0,150.71
1876,consumer,paid,86.7,15,0,1180.96
1877,smb,organic,6.9,7,0,12.45
1878,consumer,organic,28.5,18,0,349.52
1879,prosumer,paid,30.8,5,0,46.46
1880,consumer,paid,64.7,12,0,756.87
1881,consumer,partner,78.4,11,0,744.06
1882,consumer,organic,23.6,10,0,331.65
1883,consumer,paid,52.3,7,0,237.64
1884,consumer,organic,59.9,16,0,856.51
1885,smb,organic,57.3,11,0,580.59
1886,consumer,paid,85.4,29,0,2193.98
1887,prosumer,organic,38.0,10,0,313.27
1888,consumer,organic,53.5,19,0,954.12
1889,smb,organic,58.6,16,0,846.89
1890,consumer,organic,85.1,27,1,2125.29
1891,prosumer,paid,72.4,18,1,1213.76
1892,prosumer,paid,36.3,9,0,377.07
1893,prosumer,paid,65.8,18,0,1090.97
1894,consumer,partner,47.7,15,0,577.17
1895,smb,partner,33.4,14,0,453.34
1896,consumer,partner,56.4,15,0,737.99
1897,consumer,partner,83.5,23,1,1888.43
1898,prosumer,partner,63.9,15,0,877.2
1899,consumer,organic,78.1,20,0,1344.37
1900,consumer,paid,48.9,17,0,826.31
1901,consumer,partner,37.8,9,0,437.92
1902,consumer,partner,32.1,11,0,362.0
1903,consumer,paid,77.2,20,1,1424.78
1904,consumer,paid,41.0,13,0,391.38
1905,prosumer,organic,48.3,9,0,444.75
1906,consumer,partner,72.1,23,0,1515.08
1907,consumer,partner,38.3,14,0,496.94
1908,consumer,organic,31.8,7,0,276.25
1909,consumer,organic,56.3,17,0,930.99
1910,consumer,paid,14.9,3,0,18.66
1911,prosumer,paid,31.7,11,0,228.05
1912,consumer,organic,35.6,9,0,299.53
1913,consumer,organic,57.1,19,1,1048.2
1914,consumer,partner,61.2,18,0,1067.59
1915,consumer,organic,36.7,8,0,290.61
1916,smb,paid,40.5,7,0,431.78
1917,consumer,organic,86.8,26,0,1995.6
1918,consumer,partner,35.6,9,0,368.97
1919,smb,paid,84.8,20,1,1654.77
1920,prosumer,paid,61.3,16,0,968.83
1921,consumer,partner,87.0,19,1,1656.03
1922,consumer,partner,13.8,4,0,88.16
1923,prosumer,paid,68.8,21,0,1292.08
1924,consumer,partner,28.2,11,0,302.79
1925,smb,paid,54.3,13,0,712.9
1926,smb,paid,47.8,11,0,478.81
1927,consumer,paid,74.2,20,0,1339.76
1928,consumer,partner,34.8,13,0,454.53
1929,consumer,organic,76.8,16,0,1128.35
1930,consumer,paid,65.0,23,0,1439.0
1931,consumer,partner,33.4,10,0,449.78
1932,smb,organic,86.5,23,0,1822.87
1933,consumer,organic,4.4,5,0,74.32
1934,consumer,partner,50.6,14,0,585.75
1935,prosumer,paid,31.7,7,0,177.35
1936,consumer,paid,31.8,8,0,296.12
1937,consumer,organic,44.9,12,0,443.85
1938,consumer,paid,32.2,9,0,294.49
1939,consumer,paid,70.1,25,1,1604.39
1940,prosumer,organic,53.4,19,0,1036.25
1941,consumer,partner,47.1,10,0,476.28
1942,consumer,partner,18.5,3,0,80.49
1943,prosumer,paid,88.8,24,0,1970.93
1944,smb,organic,82.8,27,0,2173.35
1945,consumer,partner,43.5,11,0,454.19
1946,consumer,partner,46.0,12,0,419.83
1947,consumer,partner,61.3,15,0,926.61
1948,smb,paid,71.9,14,0,943.19
1949,consumer,organic,73.5,34,0,2282.48
1950,consumer,organic,11.9,6,0,129.54
1951,prosumer,paid,84.5,24,1,1942.74
1952,consumer,partner,39.5,21,0,686.43
1953,consumer,organic,81.3,22,0,1731.68
1954,prosumer,partner,19.4,3,0,75.75
1955,consumer,organic,38.7,9,0,425.57
1956,prosumer,paid,32.6,12,0,464.56
1957,prosumer,partner,54.4,10,0,495.7
1958,smb,organic,41.2,16,0,560.09
1959,consumer,partner,62.7,23,0,1410.81
1960,prosumer,partner,52.8,15,0,611.87
1961,consumer,organic,63.9,16,1,1016.46
1962,smb,paid,44.7,13,0,527.6
1963,prosumer,partner,40.5,8,0,347.79
1964,smb,paid,51.6,16,0,732.96
1965,smb,paid,44.1,26,0,1138.85
1966,consumer,organic,25.9,6,0,164.88
1967,consumer,organic,25.2,7,0,238.87
1968,smb,organic,26.6,11,0,272.25
1969,consumer,partner,75.4,30,0,2016.68
1970,consumer,paid,7.1,2,0,0.0
1971,consumer,partner,16.8,1,0,89.19
1972,prosumer,organic,74.6,15,0,1055.68
1973,prosumer,organic,35.7,14,0,411.24
1974,consumer,paid,48.5,14,0,675.1
1975,consumer,organic,69.8,16,0,1018.32
1976,consumer,organic,56.1,11,0,570.15
1977,consumer,organic,17.8,3,0,220.82
1978,consumer,partner,10.8,2,0,0.0
1979,consumer,organic,68.8,13,1,933.57
1980,prosumer,partner,21.7,11,0,222.13
1981,consumer,partner,81.9,18,1,1274.33
1982,prosumer,partner,22.6,8,0,201.81
1983,consumer,partner,38.0,13,0,504.26
1984,consumer,organic,19.8,8,0,173.91
1985,consumer,paid,71.0,28,0,1843.0
1986,consumer,organic,73.6,15,0,1081.1
1987,consumer,partner,58.1,21,0,1047.63
1988,consumer,partner,50.1,10,0,332.9
1989,consumer,partner,59.4,20,0,1074.41
1990,consumer,partner,60.5,16,0,921.27
1991,smb,organic,53.2,17,0,856.33
1992,smb,paid,39.1,12,0,442.54
1993,consumer,organic,3.9,2,0,30.67
1994,prosumer,paid,51.0,9,0,485.28
1995,consumer,paid,52.1,15,0,724.54
1996,smb,partner,18.4,9,0,193.46
1997,consumer,organic,80.7,26,0,1889.14
1998,prosumer,paid,53.8,13,0,726.36
1999,prosumer,partner,15.0,7,0,180.36
2000,smb,partner,66.5,16,0,1005.23
2001,consumer,organic,26.6,6,0,188.91
2002,consumer,organic,6.4,2,0,120.2
2003,consumer,paid,42.0,8,0,348.76
2004,prosumer,paid,61.0,13,0,701.56
2005,consumer,organic,72.2,24,0,1533.62
2006,consumer,paid,38.4,7,0,248.65
2007,prosumer,paid,37.4,12,0,353.64
2008,prosumer,partner,34.2,10,0,342.97
2009,smb,paid,93.7,28,0,2331.72
2010,smb,paid,64.0,14,0,822.3
2011,consumer,organic,45.7,11,0,477.7
2012,consumer,partner,9.1,3,0,128.52
2013,prosumer,paid,57.7,16,0,905.75
2014,consumer,paid,39.7,8,0,271.39
2015,prosumer,organic,54.4,17,0,821.17
2016,smb,paid,73.0,21,0,1525.3
2017,consumer,paid,77.4,15,1,1081.76
2018,smb,partner,13.0,4,0,6.99
2019,consumer,organic,63.3,19,0,1149.45
2020,smb,partner,54.2,10,0,394.48
2021,consumer,paid,54.6,16,0,857.22
2022,prosumer,partner,71.9,22,1,1513.0
2023,prosumer,paid,70.1,25,0,1689.67
2024,consumer,partner,32.0,9,0,189.42
2025,consumer,paid,30.7,7,0,332.75
2026,prosumer,paid,59.3,22,0,1228.86
2027,consumer,organic,38.1,17,0,597.49
2028,smb,organic,27.5,15,0,356.03
2029,consumer,paid,72.6,26,0,1741.65
2030,prosumer,organic,86.6,24,0,1947.07
2031,smb,partner,36.5,6,0,168.03
2032,smb,partner,70.6,23,0,1592.57
2033,prosumer,partner,36.3,8,0,308.75
2034,consumer,organic,51.6,17,0,782.07
2035,consumer,organic,25.2,7,0,173.43
2036,consumer,paid,37.5,11,0,377.52
2037,consumer,organic,38.4,9,0,406.36
2038,consumer,paid,66.6,16,1,950.01
2039,prosumer,organic,52.9,13,0,736.67
2040,smb,partner,53.1,14,0,746.37
2041,consumer,paid,28.2,14,0,449.33
2042,prosumer,organic,61.1,18,1,1074.4
2043,consumer,partner,20.4,13,0,291.45
2044,smb,partner,20.3,5,0,101.56
2045,consumer,organic,17.0,3,0,119.78
2046,consumer,paid,38.7,5,0,221.07
2047,consumer,partner,63.9,28,1,1691.48
2048,smb,paid,68.4,17,0,1022.8
2049,consumer,paid,20.6,9,0,133.05
2050,consumer,paid,41.7,14,0,591.64
2051,consumer,partner,57.9,12,0,659.65
2052,consumer,paid,41.2,13,1,536.81
2053,consumer,paid,44.8,12,0,541.22
2054,consumer,organic,52.1,16,0,798.71
2055,consumer,partner,52.7,13,0,671.44
2056,consumer,paid,69.7,16,0,1062.16
2057,smb,paid,37.9,9,0,330.71
2058,consumer,organic,21.2,8,0,233.72
2059,consumer,organic,50.5,14,0,656.64
2060,consumer,partner,43.6,13,0,483.22
2061,consumer,paid,24.3,3,0,96.26
2062,consumer,paid,57.1,26,0,1353.55
2063,prosumer,paid,68.1,16,0,1007.15
2064,consumer,organic,25.1,2,0,54.64
2065,consumer,organic,73.1,22,0,1493.16
2066,prosumer,partner,68.6,28,0,1724.22
2067,consumer,organic,28.2,9,0,266.93
2068,smb,paid,38.4,4,0,203.96
2069,smb,partner,71.8,19,0,1308.46
2070,consumer,partner,27.1,8,0,192.78
2071,consumer,paid,30.0,15,0,517.74
2072,consumer,paid,36.8,13,0,628.05
2073,prosumer,organic,22.1,10,0,266.01
2074,consumer,organic,63.2,21,0,1116.87
2075,prosumer,partner,64.4,21,0,1134.33
2076,consumer,paid,30.7,13,0,451.99
2077,smb,organic,41.3,13,0,535.17
2078,prosumer,organic,77.1,16,1,1215.76
2079,smb,paid,39.9,9,0,336.54
2080,consumer,organic,50.9,19,0,957.01
2081,consumer,partner,52.7,12,0,500.18
2082,smb,partner,65.6,18,0,1013.63
2083,smb,partner,53.5,14,0,642.62
2084,consumer,organic,61.4,19,0,1016.81
2085,consumer,partner,65.9,17,0,1020.79
2086,prosumer,organic,14.1,5,0,182.65
2087,consumer,organic,60.2,22,0,1170.94
2088,consumer,paid,65.6,27,1,1586.14
2089,prosumer,organic,68.8,17,0,1199.43
2090,smb,paid,53.7,16,0,721.27
2091,smb,organic,49.9,16,0,793.01
2092,consumer,organic,30.9,8,0,237.12
2093,prosumer,partner,57.7,21,0,1077.09
2094,prosumer,paid,44.8,7,0,323.15
2095,smb,paid,75.1,21,1,1530.94
2096,consumer,partner,71.4,21,1,1406.53
2097,smb,partner,45.3,17,0,687.04
2098,smb,partner,73.5,22,0,1398.22
2099,consumer,partner,43.1,14,0,645.82
2100,prosumer,organic,43.3,14,0,543.24
2101,consumer,paid,45.1,16,0,624.85
2102,consumer,organic,75.8,21,1,1486.83
2103,consumer,paid,28.8,7,0,232.9
2104,prosumer,organic,70.8,17,0,1138.82
2105,consumer,organic,55.0,17,0,977.52
2106,consumer,partner,89.4,26,0,2139.72
2107,smb,partner,45.4,16,0,725.41
2108,consumer,partner,61.3,18,0,1218.87
2109,consumer,organic,33.7,10,0,322.79
2110,prosumer,partner,16.4,2,0,66.54
2111,consumer,paid,43.6,13,0,523.33
2112,consumer,paid,73.6,19,0,1343.28
2113,consumer,partner,38.7,8,0,310.16
2114,prosumer,partner,54.7,15,0,686.09
2115,consumer,partner,43.3,14,0,564.92
2116,consumer,paid,63.9,20,0,1276.32
2117,smb,paid,67.0,22,1,1410.64
2118,consumer,paid,41.9,9,0,403.31
2119,prosumer,partner,40.3,8,0,359.82
2120,consumer,paid,12.7,6,0,79.16
2121,consumer,paid,5.3,3,0,33.84
2122,consumer,organic,31.4,8,0,252.67
2123,consumer,partner,53.8,20,0,1064.82
2124,consumer,paid,50.9,10,0,397.11
2125,consumer,partner,57.3,12,1,688.66
2126,consumer,paid,46.6,17,0,687.37
2127,smb,partner,29.0,7,0,199.31
2128,smb,partner,47.8,10,0,412.88
2129,consumer,organic,53.9,19,0,925.06
2130,prosumer,partner,26.0,14,0,326.84
2131,consumer,paid,14.6,3,0,17.67
2132,smb,organic,81.9,30,0,2252.47
2133,consumer,partner,50.8,21,0,976.2
2134,smb,organic,67.1,22,1,1426.15
2135,smb,paid,56.6,21,0,1133.14
2136,consumer,partner,26.9,11,0,338.02
2137,prosumer,partner,34.6,14,0,405.04
2138,smb,organic,40.2,13,0,555.25
2139,consumer,partner,42.0,14,0,580.72
2140,consumer,organic,55.0,19,0,910.22
2141,consumer,paid,19.1,5,0,41.0
2142,consumer,organic,69.7,21,1,1348.19
2143,smb,partner,28.3,7,0,238.4
2144,consumer,partner,25.1,9,0,169.68
2145,consumer,paid,61.6,23,0,1287.28
2146,prosumer,paid,24.6,8,0,209.33
2147,prosumer,partner,75.1,22,0,1585.83
2148,smb,organic,28.5,4,0,200.83
2149,prosumer,partner,33.2,11,0,367.41
2150,consumer,partner,53.5,13,1,666.74
2151,consumer,organic,25.2,7,0,154.72
2152,prosumer,organic,44.3,16,0,731.11
2153,prosumer,paid,73.8,17,0,1165.5
2154,consumer,organic,40.6,16,0,612.31
2155,prosumer,paid,30.9,8,0,205.51
2156,prosumer,organic,43.1,10,0,246.63
2157,consumer,paid,61.1,17,0,1004.58
2158,consumer,organic,60.6,20,0,1217.12
2159,consumer,paid,22.2,6,0,106.17
2160,smb,paid,54.2,12,0,561.08
2161,prosumer,paid,40.3,8,0,442.86
2162,smb,paid,48.0,16,0,748.6
2163,consumer,partner,34.6,8,0,317.1
2164,prosumer,paid,54.2,15,0,729.73
2165,consumer,organic,87.7,24,0,1910.96
2166,consumer,paid,24.4,12,0,336.13
2167,consumer,organic,70.1,16,0,1205.85
2168,consumer,partner,64.0,16,0,916.5
2169,smb,organic,76.6,18,0,1288.07
2170,consumer,partner,51.5,16,0,741.0
2171,smb,paid,80.7,22,0,1630.37
2172,prosumer,partner,55.1,21,0,1018.32
2173,prosumer,organic,61.1,15,0,883.44
2174,smb,organic,88.5,20,0,1541.74
2175,smb,paid,47.8,13,0,743.71
2176,consumer,organic,54.5,17,0,758.09
2177,consumer,organic,74.8,20,0,1410.73
2178,prosumer,partner,50.7,8,0,468.82
2179,consumer,partner,74.8,16,0,1064.06
2180,smb,paid,39.8,7,0,217.45
2181,prosumer,paid,45.5,5,0,258.96
2182,smb,organic,14.8,5,0,99.71
2183,prosumer,organic,50.7,10,0,449.87
2184,consumer,partner,64.9,18,0,1034.25
2185,smb,partner,57.3,17,0,862.03
2186,consumer,paid,50.3,11,0,573.42
2187,consumer,paid,70.8,20,0,1228.84
2188,consumer,partner,81.4,14,0,1126.25
2189,consumer,partner,73.4,31,1,2070.19
2190,consumer,paid,43.4,7,0,344.44
2191,consumer,paid,28.4,12,0,371.73
2192,smb,organic,22.7,9,0,110.83
2193,consumer,partner,41.5,9,0,333.1
2194,consumer,paid,61.4,18,0,1066.77
2195,consumer,organic,49.2,21,1,923.16
2196,prosumer,organic,84.1,18,0,1410.01
2197,consumer,paid,66.3,21,0,1338.17
2198,prosumer,organic,35.2,11,0,284.7
2199,prosumer,organic,32.9,10,1,369.36
2200,smb,organic,6.4,6,0,2.21
2201,consumer,partner,5.2,1,0,15.19
2202,consumer,partner,26.1,10,0,241.8
2203,consumer,paid,55.6,8,0,394.37
2204,smb,partner,51.7,16,0,770.4
2205,prosumer,partner,20.2,9,0,195.24
2206,prosumer,paid,88.0,24,0,1945.32
2207,prosumer,paid,33.1,9,0,294.01
2208,smb,organic,33.7,8,0,237.1
2209,prosumer,organic,51.1,12,0,636.38
2210,consumer,paid,87.0,31,0,2376.43
2211,prosumer,paid,9.0,5,0,0.0
2212,consumer,organic,49.3,14,1,823.57
2213,smb,partner,76.3,23,0,1634.47
2214,prosumer,partner,70.6,21,0,1300.41
2215,prosumer,organic,63.9,18,0,1069.86
2216,consumer,paid,64.1,11,0,721.75
2217,smb,partner,63.0,17,0,983.88
2218,prosumer,partner,40.6,12,0,440.02
2219,consumer,paid,25.0,7,0,163.45
2220,prosumer,paid,78.2,13,0,907.91
2221,consumer,organic,35.1,17,0,571.03
2222,consumer,organic,84.6,22,0,1782.91
2223,prosumer,organic,15.6,8,0,128.43
2224,consumer,partner,21.2,10,1,342.27
2225,consumer,paid,50.4,13,0,567.21
2226,consumer,paid,25.4,9,0,175.87
2227,consumer,partner,54.7,18,0,957.95
2228,prosumer,partner,57.6,14,0,759.83
2229,prosumer,partner,68.8,17,0,1028.15
2230,prosumer,organic,48.5,17,1,763.21
2231,prosumer,organic,17.9,4,0,109.45
2232,consumer,partner,62.0,14,0,800.92
2233,consumer,partner,62.9,17,0,1050.66
2234,prosumer,paid,74.4,20,0,1367.86
2235,smb,organic,35.1,11,0,391.54
2236,smb,organic,65.9,13,0,856.9
2237,consumer,organic,91.3,26,0,2026.77
2238,prosumer,partner,60.8,17,0,801.9
2239,consumer,partner,41.9,10,0,311.41
2240,consumer,partner,39.8,12,0,422.97
2241,consumer,paid,67.6,11,0,622.81
2242,smb,partner,63.2,18,0,1007.04
2243,consumer,paid,51.5,13,0,605.57
2244,prosumer,organic,49.9,18,0,820.84
2245,consumer,organic,18.7,10,0,180.33
2246,consumer,organic,43.7,10,0,409.06
2247,smb,partner,39.3,8,0,469.58
2248,consumer,organic,76.3,13,0,912.68
2249,smb,paid,85.7,22,0,1771.56
2250,prosumer,partner,49.4,18,0,712.18
2251,smb,partner,33.9,12,0,341.43
2252,consumer,organic,72.2,28,0,1822.66
2253,consumer,partner,53.4,19,0,853.97
2254,prosumer,paid,24.3,9,0,302.34
2255,consumer,paid,40.0,14,0,447.81
2256,consumer,partner,38.4,8,0,325.11
2257,consumer,partner,45.1,16,0,677.96
2258,smb,partner,77.8,22,1,1643.43
2259,consumer,paid,65.2,19,1,1232.04
2260,consumer,organic,51.1,11,0,474.12
2261,consumer,partner,7.2,6,0,1.73
2262,consumer,partner,91.9,21,1,1842.33
2263,prosumer,partner,28.8,13,0,301.83
2264,smb,organic,29.9,10,0,285.41
2265,prosumer,organic,34.2,6,0,316.31
2266,consumer,partner,6.6,5,0,30.44
2267,consumer,paid,68.6,22,0,1367.79
2268,prosumer,partner,73.1,12,0,723.65
2269,consumer,paid,91.4,27,1,2288.42
2270,smb,partner,85.5,26,0,2038.81
2271,smb,paid,80.8,18,1,1280.82
2272,consumer,organic,70.0,20,0,1281.31
2273,smb,paid,19.0,5,0,194.68
2274,smb,paid,77.0,25,0,1802.81
2275,prosumer,paid,82.4,20,0,1459.8
2276,consumer,paid,41.9,10,0,371.48
2277,consumer,partner,35.2,18,0,598.63
2278,consumer,paid,88.4,20,0,1601.77
2279,consumer,paid,68.9,10,0,654.78
2280,consumer,partner,56.8,17,0,943.79
2281,consumer,paid,63.8,13,0,730.68
2282,consumer,paid,59.6,21,0,1087.78
2283,consumer,paid,63.0,20,0,1152.74
2284,prosumer,organic,43.9,18,0,846.9
2285,consumer,paid,21.6,12,0,172.5
2286,prosumer,paid,58.8,20,0,1111.48
2287,prosumer,organic,64.2,21,0,1328.33
2288,smb,paid,45.4,10,0,514.48
2289,prosumer,paid,35.0,16,0,563.9
2290,consumer,organic,43.9,6,0,316.27
2291,consumer,partner,62.6,15,0,924.06
2292,consumer,paid,55.2,11,0,568.57
2293,prosumer,partner,7.5,3,0,130.85
2294,consumer,organic,43.4,13,0,567.38
2295,smb,partner,46.6,18,0,763.62
2296,consumer,paid,60.2,21,0,1155.98
2297,consumer,paid,15.9,6,0,182.89
2298,consumer,organic,36.4,11,0,382.48
2299,consumer,paid,8.7,2,0,13.17
2300,smb,organic,59.1,17,0,769.78
2301,prosumer,organic,57.7,19,0,952.21
2302,consumer,paid,37.0,9,0,377.25
2303,smb,partner,53.3,6,0,310.36
2304,consumer,paid,30.9,11,0,374.88
2305,smb,partner,29.9,13,0,368.94
2306,consumer,paid,48.3,17,0,744.41
2307,smb,organic,63.4,15,0,872.47
2308,prosumer,organic,25.9,11,0,382.77
2309,smb,paid,16.3,3,0,32.96
2310,consumer,paid,62.8,15,0,955.34
2311,prosumer,paid,81.7,22,0,1701.55
2312,smb,organic,20.9,8,0,165.24
2313,prosumer,organic,57.7,14,0,703.23
2314,consumer,paid,80.7,21,0,1517.59
2315,consumer,organic,49.9,9,0,372.8
2316,smb,partner,72.1,21,0,1386.77
2317,consumer,organic,25.0,5,0,27.87
2318,smb,paid,57.5,18,0,911.53
2319,prosumer,paid,92.9,21,1,1775.4
2320,prosumer,paid,82.7,24,1,1861.61
2321,consumer,partner,40.8,6,0,306.88
2322,prosumer,paid,44.7,9,0,448.83
2323,consumer,organic,35.8,10,0,375.66
2324,consumer,partner,20.0,6,0,198.0
2325,smb,paid,33.5,7,0,261.53
2326,consumer,paid,40.9,10,0,482.27
2327,consumer,paid,49.5,15,0,747.95
2328,consumer,partner,17.5,9,0,211.3
2329,consumer,organic,63.3,19,0,1243.69
2330,prosumer,organic,65.4,15,0,986.39
2331,consumer,partner,37.7,8,0,276.16
2332,prosumer,organic,46.9,13,0,613.63
2333,smb,partner,31.5,9,0,261.65
2334,consumer,paid,55.1,15,0,859.55
2335,consumer,partner,80.9,11,0,842.49
2336,consumer,partner,60.9,16,0,859.84
2337,prosumer,partner,54.2,10,0,507.86
2338,consumer,paid,62.7,17,0,950.77
2339,smb,partner,36.9,14,0,435.34
2340,consumer,partner,65.7,22,0,1378.47
2341,consumer,organic,66.6,18,0,1005.85
2342,consumer,partner,15.3,11,0,95.36
2343,consumer,paid,27.5,14,0,388.93
2344,consumer,organic,27.4,7,0,108.76
2345,consumer,partner,57.1,12,0,618.09
2346,consumer,partner,72.6,19,0,1286.15
2347,consumer,organic,52.3,20,0,955.26
2348,consumer,organic,71.1,18,0,1161.12
2349,prosumer,organic,44.0,12,1,617.19
2350,prosumer,organic,48.7,18,0,847.8
2351,prosumer,partner,36.7,8,0,305.38
2352,smb,organic,44.7,15,1,724.84
2353,prosumer,organic,48.9,14,0,632.12
2354,consumer,organic,67.6,23,0,1400.16
2355,prosumer,organic,51.5,14,0,651.18
2356,consumer,partner,57.5,22,0,1105.87
2357,prosumer,organic,70.5,19,0,1218.99
2358,consumer,paid,50.9,13,0,700.05
2359,consumer,partner,37.9,9,0,302.27
2360,consumer,organic,32.1,13,0,373.77
2361,consumer,organic,4.5,3,0,0.0
2362,smb,organic,29.2,9,0,294.67
2363,smb,organic,7.3,11,0,73.96
2364,consumer,paid,39.5,14,0,549.06
2365,consumer,paid,39.5,7,0,221.08
2366,consumer,organic,27.2,10,0,265.62
2367,prosumer,paid,31.7,8,0,292.31
2368,consumer,organic,78.6,21,0,1536.16
2369,prosumer,partner,49.0,20,0,926.78
2370,consumer,organic,38.4,11,0,404.89
2371,smb,organic,29.5,13,0,430.68
2372,prosumer,paid,43.3,8,0,426.33
2373,prosumer,organic,36.5,6,0,182.9
2374,consumer,paid,66.2,17,0,1051.51
2375,consumer,partner,10.3,3,0,49.06
2376,consumer,partner,67.6,16,0,1025.54
2377,consumer,partner,7.2,4,0,85.53
2378,consumer,organic,42.0,7,0,355.99
2379,smb,paid,60.7,16,0,946.27
2380,consumer,organic,13.1,3,0,16.18
2381,consumer,organic,67.3,15,0,980.78
2382,smb,paid,59.0,15,0,830.7
2383,consumer,partner,78.6,20,0,1426.56
2384,consumer,paid,71.0,16,0,1093.31
2385,consumer,paid,66.5,14,0,936.64
2386,consumer,organic,41.7,13,0,455.51
2387,prosumer,partner,56.5,20,0,926.25
2388,prosumer,organic,22.8,10,0,190.48
2389,consumer,partner,7.9,7,0,0.39
2390,consumer,paid,55.9,16,0,851.88
2391,prosumer,partner,80.5,25,0,1948.8
2392,consumer,partner,30.3,8,0,229.12
2393,consumer,partner,51.3,12,0,608.52
2394,consumer,partner,32.6,10,0,335.9
2395,prosumer,paid,30.7,5,0,178.22
2396,smb,organic,31.7,10,0,324.95
2397,consumer,partner,61.2,15,0,942.03
2398,consumer,partner,57.6,19,0,996.55
2399,prosumer,partner,64.0,27,1,1612.28
2400,prosumer,partner,47.4,10,0,315.5
2401,consumer,partner,51.3,15,0,667.48
2402,prosumer,organic,27.3,9,0,211.42
2403,consumer,partner,12.8,7,0,124.0
2404,prosumer,partner,61.7,19,0,950.66
2405,consumer,paid,85.1,22,0,1678.3
2406,consumer,organic,67.9,23,0,1394.76
2407,consumer,organic,56.0,16,0,834.97
2408,smb,paid,42.0,19,1,814.81
2409,consumer,partner,33.8,6,0,152.92
2410,consumer,paid,85.2,26,1,2010.82
2411,consumer,partner,86.3,26,0,2050.71
2412,consumer,paid,80.9,23,0,1811.33
2413,consumer,organic,38.6,11,0,558.22
2414,consumer,paid,27.2,7,0,358.95
2415,consumer,organic,36.7,9,0,333.19
2416,consumer,paid,44.9,17,0,724.9
2417,consumer,partner,60.9,33,0,1686.01
2418,consumer,paid,36.9,17,0,545.33
2419,consumer,paid,35.5,11,0,396.84
2420,prosumer,paid,16.7,3,0,46.02
2421,consumer,organic,31.4,13,0,365.82
2422,consumer,partner,9.5,4,0,94.67
2423,prosumer,organic,81.5,14,0,1087.86
2424,consumer,paid,72.1,32,0,2048.18
2425,consumer,paid,73.3,21,0,1376.62
