rep_id,region,tenure_months,q1_sales_k,coached,q2_sales_k
2810,APAC,32,43.7,0,56.9
2811,NA,48,48.7,0,66.0
2812,NA,34,32.0,0,15.7
2813,APAC,41,68.5,0,65.4
2814,NA,13,75.4,0,70.7
2815,EMEA,43,55.2,0,83.6
2816,APAC,7,52.7,0,41.2
2817,NA,21,39.9,0,62.8
2818,APAC,20,33.3,1,45.8
2819,APAC,30,56.3,0,52.0
2820,APAC,15,57.5,0,69.2
2821,NA,28,59.0,0,66.7
2822,NA,37,45.9,1,31.2
2823,APAC,27,38.9,0,23.8
2824,EMEA,13,66.5,0,74.7
2825,NA,5,54.7,0,69.6
2826,EMEA,37,71.7,0,53.5
2827,EMEA,20,56.8,0,50.3
2828,APAC,21,44.6,0,30.7
2829,NA,52,72.9,0,34.1
2830,LATAM,16,69.6,0,67.0
2831,LATAM,56,15.6,1,27.5
2832,EMEA,48,33.9,1,60.7
2833,NA,51,44.6,0,45.7
2834,LATAM,31,49.3,1,68.6
2835,EMEA,6,39.4,0,55.7
2836,LATAM,25,45.5,0,35.1
2837,APAC,44,47.1,0,37.8
2838,NA,40,36.8,1,52.1
2839,EMEA,21,60.5,0,55.4
2840,LATAM,17,45.8,1,50.9
2841,NA,23,44.6,1,39.9
2842,APAC,48,28.6,1,25.0
2843,APAC,21,35.0,1,37.1
2844,EMEA,45,33.0,1,34.2
2845,APAC,11,54.8,0,60.3
2846,EMEA,22,71.0,0,92.9
2847,APAC,4,35.4,1,43.1
2848,APAC,12,41.6,1,41.8
2849,EMEA,57,47.4,0,49.8
2850,NA,59,45.9,0,69.1
2851,APAC,47,41.8,1,26.3
2852,EMEA,17,37.1,1,56.2
2853,NA,23,54.1,0,32.6
2854,APAC,34,72.4,0,29.7
2855,NA,42,59.4,0,54.6
2856,LATAM,9,43.6,0,59.4
2857,NA,14,57.2,0,38.2
2858,NA,29,62.9,0,71.6
2859,LATAM,16,55.6,0,45.0
2860,NA,50,39.2,1,44.2
2861,LATAM,50,43.6,1,49.9
2862,LATAM,12,40.5,0,20.3
2863,LATAM,2,39.8,1,43.1
2864,LATAM,23,33.2,1,43.3
2865,NA,43,40.7,1,56.1
2866,EMEA,45,49.0,1,63.4
2867,NA,10,67.3,0,47.2
2868,APAC,44,39.2,1,32.9
2869,EMEA,38,20.6,1,4.8
2870,EMEA,15,44.6,0,51.2
2871,LATAM,19,39.9,1,48.5
2872,EMEA,37,53.2,0,63.6
2873,NA,8,39.9,1,53.5
2874,NA,53,60.5,0,58.8
2875,EMEA,56,52.8,0,59.7
2876,LATAM,38,56.6,0,50.5
2877,EMEA,34,26.7,1,5.4
2878,NA,54,53.4,0,69.8
2879,LATAM,57,45.5,1,42.9
2880,NA,44,59.4,0,66.0
2881,EMEA,25,33.8,1,34.0
2882,APAC,31,10.0,1,41.2
2883,NA,44,60.3,0,47.5
2884,EMEA,47,48.2,0,52.1
2885,NA,17,68.9,0,70.7
2886,APAC,57,39.8,0,41.0
2887,APAC,29,63.6,0,50.7
2888,LATAM,46,52.4,0,60.5
2889,LATAM,48,38.0,1,56.7
2890,APAC,40,55.4,0,60.4
2891,LATAM,20,55.5,0,41.5
2892,APAC,49,60.4,0,73.8
2893,EMEA,25,68.5,0,65.8
2894,NA,35,65.4,0,57.9
2895,APAC,44,42.9,1,67.9
2896,NA,10,40.8,1,49.9
2897,APAC,5,36.3,1,50.3
2898,NA,39,46.7,1,53.9
2899,EMEA,50,56.0,0,57.2
2900,LATAM,5,35.5,1,59.6
2901,APAC,9,55.5,0,68.5
2902,NA,42,72.4,0,47.4
2903,APAC,37,37.9,0,41.3
2904,EMEA,51,46.9,0,19.8
2905,APAC,40,38.7,1,37.0
2906,EMEA,12,68.3,0,67.6
2907,LATAM,46,72.1,0,48.1
2908,EMEA,33,83.6,0,73.4
2909,NA,57,72.8,0,78.1
2910,EMEA,9,62.7,0,68.4
2911,LATAM,23,55.3,0,44.7
2912,EMEA,15,34.6,1,49.2
2913,LATAM,52,50.8,0,72.4
2914,LATAM,5,81.9,0,66.9
2915,LATAM,4,67.5,0,70.8
2916,APAC,39,33.6,1,44.1
2917,NA,16,52.6,0,45.4
2918,APAC,55,33.3,0,39.1
2919,NA,42,56.4,0,55.0
2920,EMEA,52,44.0,0,34.9
2921,EMEA,55,71.6,0,55.3
2922,NA,27,60.6,0,55.0
2923,APAC,39,30.6,1,40.9
2924,APAC,31,71.2,0,60.0
2925,NA,20,46.1,0,68.6
2926,EMEA,26,49.2,0,49.2
2927,NA,34,51.8,0,48.2
2928,LATAM,17,34.1,1,47.7
2929,LATAM,36,43.6,0,44.9
2930,NA,15,61.3,0,38.2
2931,EMEA,27,48.0,0,53.7
2932,NA,24,28.6,1,11.9
2933,APAC,31,19.8,1,48.0
2934,EMEA,9,46.5,0,68.5
2935,NA,5,63.7,0,44.2
2936,NA,29,50.9,0,33.5
2937,EMEA,44,64.8,0,72.7
2938,APAC,44,62.5,1,34.9
2939,NA,41,35.5,1,34.6
2940,EMEA,24,27.7,1,38.6
2941,APAC,17,66.3,0,65.6
2942,APAC,5,38.9,1,51.9
2943,APAC,3,62.9,0,53.2
2944,LATAM,37,61.1,0,56.4
2945,LATAM,18,25.3,1,17.7
2946,EMEA,9,43.2,0,43.8
2947,NA,6,48.5,0,48.9
2948,APAC,32,52.0,0,37.8
2949,NA,8,48.7,0,50.1
2950,NA,10,57.2,0,47.2
2951,NA,38,39.2,0,39.4
2952,LATAM,22,41.0,1,44.6
2953,EMEA,2,77.0,0,65.8
2954,APAC,41,46.7,0,58.4
2955,NA,23,72.8,0,72.8
2956,APAC,13,52.2,0,47.7
2957,NA,16,34.0,1,39.8
2958,LATAM,3,34.3,1,35.1
2959,NA,50,63.8,0,66.6
2960,NA,2,51.4,0,32.2
2961,LATAM,45,56.9,0,64.2
2962,EMEA,53,38.2,1,53.3
2963,NA,58,31.4,1,36.8
2964,NA,53,35.6,0,67.5
2965,LATAM,55,35.5,0,34.6
2966,NA,37,49.7,0,43.5
2967,EMEA,40,74.5,0,92.0
2968,NA,44,54.7,0,69.1
2969,LATAM,10,60.3,1,65.0
2970,EMEA,36,47.8,0,49.2
2971,EMEA,49,48.2,0,30.6
2972,EMEA,38,42.4,1,52.1
2973,LATAM,23,67.8,0,80.0
2974,EMEA,55,37.1,0,43.8
2975,NA,34,36.8,0,53.9
2976,EMEA,18,63.1,0,59.5
2977,LATAM,48,56.2,0,43.5
2978,EMEA,17,64.1,0,66.4
2979,EMEA,10,38.2,1,50.1
2980,APAC,11,42.4,0,51.1
2981,NA,42,45.5,1,49.5
2982,EMEA,16,18.6,1,11.0
2983,LATAM,45,50.2,1,31.9
2984,EMEA,9,66.5,0,63.8
2985,LATAM,32,45.0,0,41.7
2986,EMEA,52,50.6,0,36.1
2987,LATAM,16,65.2,0,46.0
2988,APAC,40,60.7,0,64.1
2989,NA,58,32.0,1,38.6
2990,EMEA,26,53.1,0,50.8
2991,NA,44,51.2,1,67.1
2992,LATAM,45,56.7,0,42.9
2993,EMEA,55,25.3,1,60.9
2994,LATAM,13,69.0,0,86.5
2995,LATAM,39,52.6,0,50.8
2996,APAC,28,67.3,0,48.7
2997,APAC,17,76.6,0,55.4
2998,LATAM,27,26.2,1,28.8
2999,APAC,41,59.6,1,54.7
3000,EMEA,57,61.9,0,82.1
3001,NA,28,48.5,0,49.9
3002,NA,13,43.1,1,22.2
3003,APAC,21,63.2,0,47.0
3004,EMEA,51,69.1,0,63.8
3005,APAC,56,34.0,1,24.5
3006,EMEA,35,56.2,0,48.5
3007,EMEA,25,43.6,0,39.8
3008,LATAM,18,54.7,1,47.5
3009,EMEA,34,59.6,0,63.7
3010,APAC,4,46.2,1,51.0
3011,LATAM,37,42.7,0,63.2
3012,NA,25,40.3,0,41.3
3013,EMEA,5,38.8,0,36.2
3014,APAC,25,67.8,0,44.7
3015,EMEA,48,39.3,1,48.6
3016,APAC,21,36.7,0,25.2
3017,APAC,51,76.1,0,69.3
3018,APAC,24,59.5,0,86.6
3019,NA,49,93.0,0,77.6
3020,LATAM,43,25.3,1,35.3
3021,EMEA,39,50.8,0,57.0
3022,APAC,31,55.8,0,56.1
3023,LATAM,29,68.9,0,64.7
3024,EMEA,26,60.9,0,46.3
3025,EMEA,59,29.5,1,28.3
3026,APAC,47,45.5,0,55.0
3027,EMEA,59,32.7,1,17.6
3028,EMEA,33,64.3,0,72.0
3029,LATAM,38,42.1,0,60.3
3030,NA,49,51.4,0,49.7
3031,APAC,10,74.4,0,52.1
3032,EMEA,18,52.4,0,79.3
3033,EMEA,38,32.8,1,56.6
3034,EMEA,29,46.0,0,34.3
3035,LATAM,46,57.7,0,74.3
3036,NA,48,43.2,0,56.0
3037,APAC,40,19.3,1,29.0
3038,LATAM,7,48.2,0,31.1
3039,EMEA,40,32.3,1,27.1
3040,LATAM,22,41.7,1,27.4
3041,APAC,51,82.9,0,63.1
3042,APAC,8,40.5,0,54.6
3043,EMEA,8,50.8,1,49.5
3044,NA,20,31.2,0,50.1
3045,APAC,59,35.6,1,50.1
3046,LATAM,47,41.0,1,43.8
3047,NA,14,43.7,0,40.8
3048,APAC,28,40.8,0,35.9
3049,APAC,25,26.2,1,27.2
3050,LATAM,28,34.2,1,48.7
3051,LATAM,39,51.1,0,39.7
3052,APAC,48,49.8,0,62.1
3053,LATAM,27,42.9,1,66.1
3054,APAC,18,65.9,0,35.2
3055,APAC,20,45.5,1,32.5
3056,EMEA,33,63.2,0,51.8
3057,APAC,6,49.7,0,57.9
3058,EMEA,10,73.1,0,52.9
3059,APAC,23,25.0,1,50.8
3060,NA,8,53.1,0,30.5
3061,NA,16,43.7,1,30.2
3062,LATAM,56,38.3,1,24.2
3063,NA,49,59.3,0,75.7
3064,LATAM,43,43.9,1,51.4
3065,APAC,2,65.7,0,44.8
3066,NA,49,69.3,0,66.6
3067,LATAM,26,66.9,0,53.7
3068,LATAM,7,35.2,1,24.5
3069,LATAM,39,68.7,0,48.6
3070,LATAM,55,56.1,0,59.7
3071,NA,7,83.0,0,82.4
3072,EMEA,22,44.3,1,44.9
3073,LATAM,31,44.6,0,51.8
3074,APAC,11,41.6,1,53.2
3075,LATAM,29,64.4,0,67.8
3076,APAC,18,60.8,0,61.2
3077,APAC,29,50.4,0,51.2
3078,NA,56,30.6,0,41.5
3079,APAC,9,75.9,0,66.0
3080,APAC,30,54.6,0,49.4
3081,EMEA,27,35.4,1,57.6
3082,LATAM,5,42.1,0,51.3
3083,LATAM,21,58.4,0,70.0
3084,LATAM,57,55.4,0,61.3
3085,APAC,13,73.6,0,56.8
3086,APAC,4,42.4,0,61.1
3087,EMEA,21,25.9,1,35.0
3088,LATAM,18,40.2,1,40.4
3089,EMEA,40,74.9,0,69.6
3090,LATAM,4,39.0,1,62.0
3091,APAC,48,51.2,0,49.1
3092,NA,18,19.0,1,28.3
3093,APAC,47,41.8,1,62.7
3094,NA,44,32.3,0,7.6
3095,EMEA,56,30.7,1,40.8
3096,APAC,22,63.5,0,80.0
3097,EMEA,10,54.5,0,77.4
3098,LATAM,50,52.4,0,55.9
3099,LATAM,40,35.4,1,46.7
3100,LATAM,14,62.5,0,64.1
3101,LATAM,14,59.5,0,49.1
3102,EMEA,30,58.1,0,47.9
3103,NA,36,17.6,1,10.4
3104,NA,57,65.1,0,51.9
3105,EMEA,43,25.1,1,23.8
3106,EMEA,30,68.5,0,50.7
3107,EMEA,59,45.5,0,78.5
3108,EMEA,52,54.7,0,29.0
3109,NA,33,74.0,0,43.1
3110,EMEA,55,36.6,0,61.4
3111,EMEA,56,50.0,1,67.0
3112,APAC,40,67.4,0,52.3
3113,APAC,44,35.0,1,30.7
3114,NA,15,42.3,1,44.8
3115,APAC,7,57.8,0,40.8
3116,EMEA,20,64.8,0,48.8
3117,EMEA,11,39.6,1,46.9
3118,EMEA,31,62.2,0,47.6
3119,EMEA,8,52.2,0,61.9
3120,NA,17,49.6,1,65.3
3121,NA,22,31.9,1,34.0
3122,APAC,49,47.7,0,46.3
3123,NA,14,58.8,0,51.2
3124,NA,39,48.7,0,40.4
3125,EMEA,17,8.0,1,32.0
3126,APAC,2,54.7,0,66.8
3127,EMEA,3,60.8,0,57.9
3128,LATAM,14,35.7,1,53.1
3129,EMEA,19,66.6,0,44.8
3130,APAC,25,47.7,0,35.6
3131,NA,21,51.4,0,56.4
3132,NA,10,64.2,0,34.6
3133,NA,31,82.3,0,84.6
3134,EMEA,13,35.8,1,46.7
3135,LATAM,48,50.3,0,51.4
3136,NA,14,71.9,0,70.8
3137,EMEA,45,51.9,0,53.3
3138,LATAM,30,52.9,0,27.5
3139,EMEA,30,45.4,1,36.5
3140,APAC,58,50.8,0,64.8
3141,EMEA,43,23.6,1,23.6
3142,APAC,5,78.4,0,70.1
3143,EMEA,17,51.5,0,55.0
3144,NA,8,67.1,0,66.5
3145,EMEA,44,33.7,1,51.7
3146,APAC,30,59.8,0,61.7
3147,APAC,32,35.5,0,23.2
3148,APAC,19,14.4,1,41.4
3149,LATAM,14,49.8,0,74.5
3150,NA,28,84.1,0,85.8
3151,APAC,2,69.6,0,71.3
3152,APAC,19,46.1,0,60.1
3153,NA,21,31.7,0,36.8
3154,NA,2,67.2,0,76.0
3155,APAC,33,55.6,0,55.7
3156,NA,8,11.9,1,19.2
3157,APAC,41,33.4,0,27.5
3158,LATAM,24,42.0,1,56.7
3159,EMEA,50,55.5,0,66.4
3160,LATAM,12,48.3,0,69.7
3161,EMEA,3,38.4,0,35.2
3162,LATAM,18,35.0,1,63.4
3163,EMEA,5,14.0,1,45.4
3164,APAC,51,31.0,1,54.9
3165,APAC,29,60.0,0,45.3
3166,LATAM,19,62.1,0,65.1
3167,APAC,35,64.3,0,45.2
3168,LATAM,20,48.1,1,39.7
3169,NA,30,55.4,0,74.0
3170,EMEA,36,54.4,0,56.5
3171,NA,25,48.5,0,41.7
3172,LATAM,3,36.3,0,37.0
3173,APAC,59,46.0,1,53.3
3174,LATAM,43,52.5,0,57.3
3175,NA,40,56.3,0,61.6
3176,EMEA,2,34.1,1,29.4
3177,LATAM,36,57.7,1,60.4
3178,EMEA,11,34.9,1,33.3
3179,NA,21,42.3,0,29.7
3180,EMEA,35,55.7,0,43.8
3181,LATAM,51,68.5,0,66.0
3182,NA,41,58.4,0,83.6
3183,EMEA,42,35.0,1,24.9
3184,LATAM,22,48.5,1,44.2
3185,APAC,2,10.3,1,51.0
3186,APAC,41,42.5,0,64.5
3187,NA,11,60.6,0,71.0
3188,APAC,23,47.7,1,52.9
3189,LATAM,26,38.9,1,49.3
3190,NA,53,60.3,0,68.0
3191,APAC,31,39.2,1,31.4
3192,LATAM,26,55.7,1,77.7
3193,EMEA,18,49.9,0,51.8
3194,EMEA,7,49.6,0,39.1
3195,EMEA,38,68.4,0,54.6
3196,EMEA,42,57.8,0,58.0
3197,NA,43,40.1,0,48.1
3198,APAC,46,14.9,1,15.1
3199,LATAM,43,56.8,0,64.1
3200,NA,13,38.1,0,28.9
3201,APAC,28,49.3,0,50.2
3202,APAC,41,66.5,0,43.2
3203,APAC,39,14.2,1,33.3
3204,APAC,51,25.4,1,33.6
3205,APAC,58,44.1,0,21.2
3206,NA,31,27.3,1,48.2
3207,EMEA,37,54.7,0,50.3
3208,EMEA,19,47.2,0,53.7
3209,APAC,36,34.5,1,33.1
3210,EMEA,22,63.7,0,56.1
3211,APAC,24,46.0,0,47.9
3212,NA,34,14.8,1,30.5
3213,APAC,31,40.4,1,41.9
3214,LATAM,13,49.2,0,55.2
3215,EMEA,36,32.5,1,35.8
3216,NA,46,56.8,0,43.5
3217,APAC,56,25.2,1,41.5
3218,EMEA,15,27.9,1,29.6
3219,APAC,55,45.9,1,46.3
3220,LATAM,29,14.3,1,22.9
3221,EMEA,39,54.1,0,63.7
3222,APAC,14,44.8,0,36.2
3223,APAC,3,61.0,0,46.8
3224,APAC,32,58.2,0,57.4
3225,NA,41,30.3,1,44.8
3226,LATAM,58,77.7,0,75.5
3227,APAC,51,38.8,1,39.0
3228,NA,31,60.6,0,63.8
3229,APAC,59,42.2,1,57.2
3230,NA,35,37.6,1,51.2
3231,LATAM,4,48.0,0,53.9
3232,EMEA,10,69.3,0,63.4
3233,NA,51,37.5,0,60.9
3234,NA,48,47.6,0,63.2
3235,LATAM,21,21.5,0,32.7
3236,NA,49,41.0,1,65.5
3237,EMEA,44,15.8,1,30.0
3238,EMEA,20,60.7,0,45.5
3239,NA,40,61.0,0,33.7
3240,LATAM,10,44.6,0,42.3
3241,EMEA,37,53.0,0,53.1
3242,NA,48,69.9,0,52.9
3243,NA,56,60.7,0,69.6
3244,APAC,36,67.1,0,61.5
3245,APAC,23,38.9,1,65.1
3246,EMEA,12,25.8,1,24.1
3247,EMEA,3,61.6,0,48.0
3248,EMEA,42,48.3,0,62.4
3249,EMEA,49,45.4,0,33.2
3250,NA,44,64.0,0,83.1
3251,EMEA,37,31.4,1,57.1
3252,NA,36,30.2,1,37.2
3253,APAC,48,38.3,1,8.0
3254,APAC,5,38.6,1,35.9
3255,EMEA,6,57.8,0,48.0
3256,NA,47,34.7,1,32.8
3257,EMEA,33,38.0,0,25.5
3258,LATAM,31,52.3,0,52.4
3259,LATAM,13,50.1,0,59.1
3260,NA,40,75.2,0,79.4
3261,NA,32,36.1,1,45.1
3262,LATAM,38,45.0,1,48.1
3263,APAC,59,43.2,0,40.4
3264,LATAM,44,61.2,0,48.6
3265,NA,3,37.6,1,45.7
3266,NA,52,49.6,1,46.2
3267,APAC,27,58.0,0,69.2
3268,LATAM,6,48.6,0,65.2
3269,LATAM,52,86.0,0,89.1
3270,NA,56,38.6,1,22.8
3271,NA,50,57.3,0,49.4
3272,APAC,21,32.8,1,12.2
3273,EMEA,44,43.7,0,67.3
3274,EMEA,8,90.2,0,75.6
3275,APAC,2,73.7,0,63.7
3276,NA,45,62.2,0,43.4
3277,APAC,37,57.0,0,28.0
3278,APAC,28,56.6,0,41.2
3279,NA,21,71.5,0,52.9
3280,EMEA,41,62.9,0,67.8
3281,LATAM,33,67.8,0,65.1
3282,EMEA,41,44.7,0,44.6
3283,LATAM,10,62.3,0,34.9
3284,EMEA,39,22.1,1,39.6
3285,NA,24,15.8,1,38.4
3286,NA,32,61.4,0,56.2
3287,NA,39,64.6,1,62.7
3288,NA,51,56.2,0,59.6
3289,EMEA,25,78.6,0,51.4
3290,NA,21,50.5,0,31.3
3291,NA,55,20.4,1,37.9
3292,LATAM,7,34.0,0,57.1
3293,EMEA,40,38.8,0,34.8
3294,EMEA,10,21.1,1,51.7
3295,APAC,43,44.6,0,48.3
3296,APAC,54,49.4,0,45.5
3297,EMEA,27,76.3,0,56.9
3298,NA,56,54.5,0,49.8
3299,NA,30,63.2,0,57.6
3300,EMEA,49,22.9,1,39.8
3301,LATAM,17,68.8,0,55.7
3302,NA,57,58.6,0,54.9
3303,APAC,55,55.9,0,68.1
3304,LATAM,5,41.3,0,58.7
3305,EMEA,15,55.4,1,55.9
3306,EMEA,8,44.8,1,47.2
3307,APAC,13,47.9,0,51.1
3308,EMEA,31,65.2,0,61.1
3309,APAC,42,52.0,0,78.9
3310,LATAM,36,68.4,0,48.5
3311,LATAM,25,39.1,0,51.5
3312,NA,49,14.9,1,22.6
3313,EMEA,10,51.7,1,60.0
3314,NA,21,66.8,0,57.8
3315,APAC,39,43.3,1,47.0
3316,NA,19,60.7,0,61.9
3317,NA,16,78.1,0,82.8
3318,LATAM,22,30.9,1,38.1
3319,NA,25,46.1,0,54.6
3320,APAC,13,49.3,0,40.7
3321,EMEA,22,41.8,1,36.6
3322,EMEA,57,42.9,0,51.0
3323,NA,48,72.0,0,67.4
3324,LATAM,27,53.4,0,50.1
3325,EMEA,18,83.1,0,72.6
3326,APAC,50,46.5,0,42.6
3327,APAC,15,72.7,0,61.3
3328,NA,37,51.5,1,25.7
3329,LATAM,30,27.2,1,45.6
3330,APAC,24,59.1,0,51.3
3331,NA,5,44.1,1,39.6
3332,NA,21,71.6,0,50.3
3333,LATAM,11,61.8,0,60.7
3334,APAC,18,47.4,1,25.8
3335,EMEA,7,53.0,0,57.8
3336,APAC,28,92.1,0,73.9
3337,LATAM,56,64.6,0,81.1
3338,LATAM,8,56.5,0,65.8
3339,NA,41,75.1,0,48.5
3340,EMEA,59,42.6,1,48.1
3341,EMEA,38,17.5,1,27.0
3342,LATAM,41,56.6,0,72.4
3343,LATAM,52,30.9,1,48.2
3344,LATAM,50,49.8,0,57.2
3345,LATAM,36,41.3,1,53.2
3346,LATAM,28,47.1,0,71.6
3347,APAC,44,23.8,1,21.7
3348,EMEA,44,44.2,0,23.1
3349,NA,3,54.3,0,45.1
3350,NA,19,13.7,1,18.4
3351,APAC,46,61.2,0,67.2
3352,EMEA,5,38.4,1,18.9
3353,EMEA,18,38.9,1,34.9
3354,LATAM,54,45.6,1,45.6
3355,LATAM,54,41.9,0,59.8
3356,NA,51,26.2,0,49.9
3357,EMEA,2,32.3,1,52.2
3358,EMEA,11,65.2,0,53.3
3359,APAC,3,37.0,1,41.6
3360,NA,35,43.0,1,32.3
3361,NA,35,91.1,0,82.8
3362,APAC,42,33.2,1,37.6
3363,NA,48,70.0,0,66.5
3364,LATAM,45,40.7,1,40.6
3365,APAC,25,43.0,0,55.9
3366,EMEA,36,36.2,1,54.2
3367,APAC,15,70.0,0,35.7
3368,EMEA,15,31.2,1,45.6
3369,APAC,34,69.7,0,66.8
3370,NA,30,36.6,1,45.2
3371,APAC,26,52.6,0,48.9
3372,NA,45,72.3,0,70.4
3373,EMEA,34,43.7,1,58.9
3374,NA,42,94.6,0,106.3
3375,EMEA,54,28.1,1,26.9
3376,LATAM,38,51.0,0,63.5
3377,APAC,59,54.5,0,52.5
3378,EMEA,45,58.2,0,71.6
3379,EMEA,49,47.9,1,23.7
3380,NA,47,55.7,0,61.0
3381,APAC,11,54.8,0,74.6
3382,APAC,42,74.8,0,82.1
3383,LATAM,49,73.6,0,55.9
3384,LATAM,19,37.0,1,45.8
3385,APAC,14,47.3,0,49.6
3386,LATAM,19,31.2,0,31.0
3387,APAC,38,58.3,0,72.9
3388,LATAM,10,39.8,1,28.8
3389,EMEA,36,55.7,0,53.4
3390,LATAM,11,67.5,0,43.7
3391,APAC,11,53.2,0,24.4
3392,NA,52,27.3,1,37.6
3393,NA,54,38.2,0,54.0
3394,NA,47,45.0,0,57.2
3395,APAC,40,46.7,1,33.9
3396,LATAM,7,60.9,0,61.3
3397,LATAM,14,47.9,0,49.1
3398,NA,2,34.1,1,41.2
3399,APAC,57,43.5,0,64.4
3400,LATAM,21,62.9,0,74.6
3401,EMEA,4,55.8,0,50.9
3402,APAC,58,38.7,0,39.9
3403,EMEA,15,48.9,0,69.5
3404,EMEA,30,49.6,0,48.4
3405,NA,30,77.8,0,64.4
3406,EMEA,47,28.0,1,57.4
3407,EMEA,38,32.1,1,38.4
3408,APAC,14,46.4,0,28.0
3409,EMEA,57,51.6,0,64.6
3410,NA,49,54.9,0,41.6
3411,LATAM,33,37.7,0,57.3
3412,LATAM,17,40.3,1,30.7
3413,LATAM,55,57.7,0,75.1
3414,NA,36,58.1,0,54.9
3415,EMEA,51,85.8,0,71.1
3416,APAC,52,44.0,0,31.7
3417,LATAM,19,66.0,0,73.9
3418,APAC,26,45.7,0,42.3
3419,EMEA,5,35.4,1,59.3
3420,APAC,46,24.9,1,47.0
3421,EMEA,31,31.7,1,48.3
3422,NA,29,52.5,0,37.3
3423,EMEA,50,41.6,0,40.3
3424,EMEA,16,33.6,1,40.6
3425,NA,59,52.5,0,57.5
3426,LATAM,41,46.0,0,49.8
3427,EMEA,57,38.6,0,29.7
3428,EMEA,41,55.8,0,67.2
3429,NA,46,43.4,1,34.8
3430,NA,25,50.1,1,33.3
3431,LATAM,12,46.4,0,68.5
3432,LATAM,32,63.9,0,46.9
3433,LATAM,27,67.2,0,32.9
3434,LATAM,27,33.4,1,49.3
3435,LATAM,15,82.6,0,39.2
3436,NA,53,31.9,1,46.5
3437,APAC,12,30.3,1,26.1
3438,LATAM,17,59.6,0,35.5
3439,APAC,31,64.3,0,67.8
3440,APAC,49,59.7,0,54.0
3441,APAC,17,65.6,0,67.8
3442,LATAM,53,36.4,1,41.6
3443,APAC,4,51.7,0,59.7
3444,EMEA,40,47.5,0,24.1
3445,APAC,26,9.0,1,42.6
3446,EMEA,58,71.7,0,59.6
3447,LATAM,2,63.1,1,66.7
3448,NA,21,40.6,0,56.1
3449,NA,33,42.1,1,43.3
3450,EMEA,8,66.6,0,61.0
3451,EMEA,45,46.4,0,32.7
3452,NA,5,32.7,1,18.7
3453,EMEA,57,57.8,1,68.2
3454,NA,47,66.7,0,70.9
3455,LATAM,6,53.4,0,49.8
3456,EMEA,31,32.6,1,54.6
3457,APAC,56,70.6,0,60.0
3458,APAC,50,65.5,0,74.3
3459,APAC,52,-4.7,1,7.9
3460,LATAM,16,36.4,0,50.7
3461,APAC,32,40.4,0,42.5
3462,LATAM,4,67.3,0,69.1
3463,EMEA,19,67.2,0,49.2
3464,APAC,19,65.8,0,60.3
3465,APAC,50,58.2,0,62.5
3466,EMEA,24,48.9,0,36.4
3467,APAC,12,57.0,0,72.0
3468,LATAM,30,66.9,0,61.7
3469,EMEA,53,48.2,1,58.7
3470,LATAM,40,57.0,0,51.7
3471,LATAM,21,46.5,1,43.0
3472,NA,17,35.6,1,41.5
3473,APAC,28,57.5,0,62.7
3474,APAC,13,48.5,0,43.8
3475,LATAM,4,26.7,1,55.0
3476,EMEA,19,45.4,0,39.7
3477,APAC,40,55.6,0,42.8
3478,LATAM,51,44.8,0,51.3
3479,EMEA,19,54.6,0,46.6
3480,NA,15,45.3,0,22.6
3481,EMEA,45,39.4,1,62.5
3482,LATAM,6,54.3,0,46.5
3483,EMEA,2,26.0,1,55.0
3484,EMEA,53,58.1,0,48.2
3485,NA,5,26.1,1,23.0
3486,EMEA,52,66.1,0,53.4
3487,LATAM,13,61.1,0,58.4
3488,APAC,10,22.0,1,3.7
3489,LATAM,44,42.3,1,43.3
3490,APAC,20,55.7,0,35.0
3491,EMEA,47,55.4,0,72.0
3492,LATAM,32,14.9,1,46.2
3493,EMEA,55,54.2,0,32.3
3494,LATAM,43,35.0,0,58.3
3495,APAC,18,74.6,0,48.9
3496,LATAM,24,65.4,0,74.4
3497,LATAM,32,40.5,0,63.6
3498,NA,35,51.2,0,62.3
3499,APAC,50,47.2,0,52.6
3500,NA,11,39.2,1,46.0
3501,APAC,11,64.2,0,53.2
3502,NA,57,52.3,1,62.7
3503,EMEA,35,40.1,0,42.7
3504,NA,53,64.2,0,49.5
3505,EMEA,45,53.2,0,42.3
3506,APAC,27,67.2,0,51.1
3507,NA,19,71.8,0,65.8
3508,LATAM,49,60.1,0,72.3
3509,NA,33,21.1,1,29.4
3510,LATAM,19,27.0,1,52.6
3511,APAC,28,37.0,1,45.3
3512,APAC,32,62.1,0,63.4
3513,LATAM,6,42.1,1,42.3
3514,LATAM,37,45.7,0,57.6
3515,LATAM,25,65.7,0,47.6
3516,EMEA,50,33.5,0,47.8
3517,EMEA,23,55.0,0,50.2
3518,APAC,59,78.1,0,79.3
3519,EMEA,34,48.8,0,59.5
3520,LATAM,32,65.6,0,58.6
3521,LATAM,38,41.8,0,21.0
3522,NA,46,66.3,0,32.2
3523,EMEA,33,79.3,0,80.7
3524,APAC,6,64.3,0,54.7
3525,LATAM,27,60.6,0,51.0
3526,EMEA,59,59.8,0,44.6
3527,LATAM,15,36.5,0,49.4
3528,EMEA,21,41.9,1,48.7
3529,LATAM,12,29.9,1,19.1
3530,NA,36,21.1,1,23.8
3531,EMEA,12,70.6,0,74.8
3532,LATAM,3,64.5,0,86.1
3533,EMEA,23,12.6,1,50.3
3534,EMEA,13,71.6,0,55.7
