auction_id,period,arm,profit_per_auction
3213,post,learned_bidder,1.29
3214,pre,fixed_rule,4.63
3215,pre,fixed_rule,7.38
3216,post,learned_bidder,3.72
3217,pre,fixed_rule,10.41
3218,post,fixed_rule,6.81
3219,post,fixed_rule,6.31
3220,pre,fixed_rule,1.4
3221,pre,fixed_rule,4.71
3222,post,learned_bidder,8.9
3223,post,fixed_rule,0.82
3224,pre,learned_bidder,6.95
3225,post,fixed_rule,1.59
3226,pre,fixed_rule,13.15
3227,pre,fixed_rule,6.8
3228,post,learned_bidder,10.79
3229,post,fixed_rule,4.51
3230,pre,fixed_rule,12.61
3231,post,fixed_rule,12.7
3232,pre,fixed_rule,4.45
3233,pre,learned_bidder,13.58
3234,pre,learned_bidder,8.99
3235,post,fixed_rule,4.12
3236,post,fixed_rule,3.97
3237,pre,fixed_rule,7.23
3238,post,fixed_rule,3.49
3239,pre,fixed_rule,9.3
3240,pre,fixed_rule,-1.3
3241,pre,fixed_rule,0.6
3242,pre,fixed_rule,10.43
3243,post,fixed_rule,5.53
3244,pre,learned_bidder,8.3
3245,post,fixed_rule,-0.97
3246,pre,learned_bidder,11.92
3247,pre,fixed_rule,1.14
3248,pre,learned_bidder,11.61
3249,pre,learned_bidder,21.04
3250,pre,fixed_rule,5.55
3251,pre,fixed_rule,6.62
3252,pre,fixed_rule,1.02
3253,pre,fixed_rule,8.52
3254,post,learned_bidder,3.06
3255,pre,learned_bidder,13.88
3256,post,learned_bidder,11.48
3257,pre,fixed_rule,7.75
3258,pre,fixed_rule,10.84
3259,post,learned_bidder,1.2
3260,pre,learned_bidder,13.87
3261,post,learned_bidder,2.04
3262,pre,learned_bidder,15.35
3263,pre,learned_bidder,9.22
3264,post,learned_bidder,3.12
3265,post,fixed_rule,6.41
3266,post,learned_bidder,6.04
3267,pre,fixed_rule,7.42
3268,pre,learned_bidder,17.7
3269,pre,learned_bidder,4.91
3270,pre,learned_bidder,10.86
3271,post,learned_bidder,5.39
3272,pre,learned_bidder,11.2
3273,pre,fixed_rule,11.87
3274,pre,learned_bidder,7.53
3275,post,learned_bidder,4.73
3276,pre,learned_bidder,10.02
3277,pre,fixed_rule,9.49
3278,pre,learned_bidder,13.88
3279,post,learned_bidder,9.94
3280,pre,learned_bidder,13.19
3281,post,fixed_rule,-1.56
3282,pre,learned_bidder,15.93
3283,pre,fixed_rule,13.02
3284,pre,learned_bidder,13.83
3285,post,fixed_rule,7.32
3286,pre,fixed_rule,12.83
3287,pre,learned_bidder,22.45
3288,pre,learned_bidder,4.01
3289,post,fixed_rule,3.59
3290,post,learned_bidder,2.89
3291,pre,fixed_rule,5.36
3292,pre,learned_bidder,16.46
3293,post,fixed_rule,-0.22
3294,pre,fixed_rule,10.64
3295,pre,learned_bidder,2.44
3296,post,fixed_rule,5.92
3297,pre,fixed_rule,13.18
3298,post,fixed_rule,8.49
3299,pre,learned_bidder,11.06
3300,post,learned_bidder,3.45
3301,post,learned_bidder,5.04
3302,pre,fixed_rule,11.17
3303,post,learned_bidder,4.07
3304,pre,fixed_rule,4.02
3305,post,learned_bidder,3.63
3306,pre,fixed_rule,10.99
3307,pre,learned_bidder,14.29
3308,post,fixed_rule,7.96
3309,pre,learned_bidder,11.96
3310,post,fixed_rule,4.31
3311,post,learned_bidder,8.32
3312,pre,learned_bidder,17.07
3313,post,fixed_rule,7.87
3314,pre,fixed_rule,14.77
3315,post,learned_bidder,-0.24
3316,post,learned_bidder,10.1
3317,pre,learned_bidder,12.06
3318,pre,learned_bidder,16.0
3319,pre,fixed_rule,5.76
3320,pre,learned_bidder,11.22
3321,post,fixed_rule,7.12
3322,post,fixed_rule,10.45
3323,pre,learned_bidder,11.96
3324,pre,fixed_rule,9.97
3325,pre,learned_bidder,12.44
3326,pre,fixed_rule,4.54
3327,post,learned_bidder,2.47
3328,post,learned_bidder,0.43
3329,pre,fixed_rule,8.55
3330,post,fixed_rule,0.75
3331,post,fixed_rule,3.77
3332,post,learned_bidder,0.95
3333,pre,learned_bidder,6.12
3334,pre,fixed_rule,3.99
3335,pre,fixed_rule,12.04
3336,post,learned_bidder,9.65
3337,post,learned_bidder,6.3
3338,pre,learned_bidder,11.46
3339,pre,learned_bidder,17.81
3340,pre,fixed_rule,13.71
3341,pre,fixed_rule,12.0
3342,pre,learned_bidder,10.24
3343,pre,fixed_rule,12.19
3344,pre,learned_bidder,10.03
3345,pre,fixed_rule,7.67
3346,post,fixed_rule,3.54
3347,post,learned_bidder,4.25
3348,pre,learned_bidder,14.66
3349,pre,fixed_rule,-4.15
3350,post,learned_bidder,9.24
3351,pre,fixed_rule,5.06
3352,pre,learned_bidder,9.09
3353,pre,fixed_rule,11.78
3354,post,fixed_rule,5.13
3355,pre,fixed_rule,8.83
3356,post,fixed_rule,2.35
3357,pre,learned_bidder,10.18
3358,pre,learned_bidder,9.6
3359,post,learned_bidder,0.94
3360,pre,fixed_rule,4.51
3361,pre,learned_bidder,16.97
3362,pre,learned_bidder,16.69
3363,post,fixed_rule,11.57
3364,post,fixed_rule,10.77
3365,pre,fixed_rule,1.88
3366,pre,fixed_rule,14.35
3367,pre,learned_bidder,11.52
3368,post,learned_bidder,-1.8
3369,pre,learned_bidder,12.76
3370,pre,learned_bidder,9.93
3371,post,fixed_rule,5.14
3372,pre,fixed_rule,6.5
3373,post,learned_bidder,3.97
3374,pre,learned_bidder,13.85
3375,post,fixed_rule,2.62
3376,post,learned_bidder,1.97
3377,post,learned_bidder,5.27
3378,pre,learned_bidder,6.12
3379,post,learned_bidder,-4.74
3380,pre,learned_bidder,10.26
3381,pre,learned_bidder,10.62
3382,pre,learned_bidder,13.01
3383,pre,learned_bidder,10.17
3384,post,learned_bidder,2.31
3385,pre,learned_bidder,9.51
3386,pre,fixed_rule,4.11
3387,post,fixed_rule,4.8
3388,post,learned_bidder,5.79
3389,post,fixed_rule,5.88
3390,pre,fixed_rule,3.56
3391,post,learned_bidder,4.93
3392,post,fixed_rule,2.17
3393,pre,learned_bidder,17.32
3394,pre,learned_bidder,11.4
3395,pre,learned_bidder,17.29
3396,pre,learned_bidder,10.86
3397,post,fixed_rule,8.75
3398,pre,learned_bidder,9.56
3399,pre,fixed_rule,15.37
3400,post,fixed_rule,-0.43
3401,post,fixed_rule,7.64
3402,post,fixed_rule,-0.62
3403,pre,learned_bidder,8.38
3404,pre,learned_bidder,9.68
3405,pre,fixed_rule,6.53
3406,post,learned_bidder,2.68
3407,pre,fixed_rule,10.28
3408,pre,learned_bidder,12.33
3409,post,learned_bidder,3.41
3410,pre,fixed_rule,5.78
3411,pre,fixed_rule,14.38
3412,post,fixed_rule,3.56
3413,pre,fixed_rule,3.63
3414,pre,fixed_rule,6.43
3415,pre,fixed_rule,-1.97
3416,pre,learned_bidder,15.77
3417,pre,learned_bidder,14.01
3418,pre,fixed_rule,6.92
3419,post,learned_bidder,2.08
3420,post,fixed_rule,9.76
3421,pre,fixed_rule,3.22
3422,pre,learned_bidder,6.23
3423,post,learned_bidder,6.58
3424,pre,learned_bidder,6.99
3425,pre,learned_bidder,4.12
3426,post,fixed_rule,3.68
3427,post,learned_bidder,-2.51
3428,pre,learned_bidder,8.88
3429,pre,fixed_rule,8.42
3430,pre,learned_bidder,14.97
3431,post,fixed_rule,4.57
3432,pre,learned_bidder,10.15
3433,pre,learned_bidder,10.13
3434,post,learned_bidder,11.97
3435,pre,fixed_rule,9.62
3436,pre,learned_bidder,18.18
3437,pre,fixed_rule,8.91
3438,pre,fixed_rule,2.37
3439,pre,learned_bidder,17.55
3440,pre,learned_bidder,9.03
3441,pre,learned_bidder,7.37
3442,pre,fixed_rule,4.16
3443,pre,fixed_rule,8.22
3444,post,learned_bidder,6.45
3445,post,fixed_rule,-0.97
3446,post,fixed_rule,2.63
3447,pre,fixed_rule,10.82
3448,post,fixed_rule,5.38
3449,post,learned_bidder,6.48
3450,pre,learned_bidder,10.6
3451,pre,learned_bidder,9.53
3452,post,learned_bidder,-1.28
3453,post,learned_bidder,7.63
3454,pre,fixed_rule,8.88
3455,post,fixed_rule,3.34
3456,pre,fixed_rule,11.04
3457,pre,fixed_rule,2.57
3458,pre,learned_bidder,7.01
3459,pre,learned_bidder,14.25
3460,post,fixed_rule,6.49
3461,pre,fixed_rule,-2.31
3462,pre,learned_bidder,10.07
3463,post,learned_bidder,0.49
3464,pre,fixed_rule,0.56
3465,pre,fixed_rule,7.68
3466,pre,fixed_rule,6.29
3467,pre,fixed_rule,-6.07
3468,pre,fixed_rule,6.63
3469,post,fixed_rule,8.01
3470,post,learned_bidder,4.12
3471,pre,learned_bidder,8.52
3472,pre,fixed_rule,10.84
3473,post,fixed_rule,7.65
3474,post,fixed_rule,7.32
3475,pre,learned_bidder,10.94
3476,post,fixed_rule,1.08
3477,pre,learned_bidder,16.06
3478,post,learned_bidder,0.64
3479,post,learned_bidder,-1.55
3480,pre,learned_bidder,11.74
3481,pre,learned_bidder,4.75
3482,pre,learned_bidder,18.63
3483,post,learned_bidder,0.74
3484,pre,fixed_rule,1.37
3485,pre,fixed_rule,5.56
3486,post,fixed_rule,3.53
3487,pre,learned_bidder,14.32
3488,pre,learned_bidder,16.65
3489,pre,fixed_rule,6.06
3490,pre,fixed_rule,3.04
3491,pre,fixed_rule,2.57
3492,post,learned_bidder,2.31
3493,post,fixed_rule,3.96
3494,pre,learned_bidder,14.8
3495,pre,fixed_rule,15.68
3496,pre,learned_bidder,11.73
3497,post,fixed_rule,10.21
3498,pre,fixed_rule,7.32
3499,pre,learned_bidder,12.48
3500,pre,learned_bidder,6.95
3501,post,learned_bidder,0.48
3502,post,fixed_rule,2.29
3503,pre,fixed_rule,8.71
3504,pre,learned_bidder,11.55
3505,post,learned_bidder,9.13
3506,post,fixed_rule,7.04
3507,pre,learned_bidder,11.62
3508,pre,fixed_rule,9.21
3509,post,learned_bidder,4.34
3510,post,fixed_rule,-1.34
3511,pre,fixed_rule,5.38
3512,post,learned_bidder,0.44
3513,post,fixed_rule,-1.82
3514,post,learned_bidder,2.22
3515,pre,fixed_rule,6.74
3516,pre,learned_bidder,11.5
3517,post,learned_bidder,1.86
3518,post,learned_bidder,9.22
3519,pre,learned_bidder,11.32
3520,pre,fixed_rule,6.02
3521,pre,learned_bidder,13.06
3522,post,learned_bidder,7.18
3523,pre,fixed_rule,4.15
3524,post,learned_bidder,1.71
3525,pre,fixed_rule,5.28
3526,post,fixed_rule,7.63
3527,post,learned_bidder,8.44
3528,post,fixed_rule,6.71
3529,pre,fixed_rule,3.12
3530,pre,learned_bidder,6.47
3531,pre,fixed_rule,4.46
3532,post,fixed_rule,-1.77
3533,pre,fixed_rule,8.02
3534,pre,fixed_rule,6.94
3535,pre,learned_bidder,10.51
3536,pre,fixed_rule,7.5
3537,post,learned_bidder,-2.35
3538,pre,learned_bidder,8.64
3539,post,fixed_rule,3.61
3540,pre,learned_bidder,14.72
3541,pre,learned_bidder,12.86
3542,pre,fixed_rule,9.91
3543,post,fixed_rule,-5.7
3544,pre,learned_bidder,10.09
3545,pre,learned_bidder,8.64
3546,pre,learned_bidder,5.68
3547,post,learned_bidder,1.99
3548,pre,learned_bidder,1.85
3549,pre,learned_bidder,11.56
3550,pre,learned_bidder,11.1
3551,pre,learned_bidder,8.9
3552,post,learned_bidder,4.3
3553,post,learned_bidder,3.75
3554,pre,fixed_rule,10.19
3555,pre,learned_bidder,10.45
3556,pre,fixed_rule,-0.49
3557,pre,learned_bidder,14.87
3558,pre,fixed_rule,7.63
3559,pre,fixed_rule,5.99
3560,pre,fixed_rule,10.11
3561,pre,fixed_rule,3.69
3562,post,learned_bidder,6.8
3563,pre,learned_bidder,12.99
3564,post,learned_bidder,-4.37
3565,post,learned_bidder,0.92
3566,pre,fixed_rule,6.7
3567,pre,learned_bidder,14.8
3568,pre,learned_bidder,12.14
3569,pre,fixed_rule,2.33
3570,pre,fixed_rule,5.2
3571,pre,fixed_rule,16.1
3572,pre,fixed_rule,-4.17
3573,pre,fixed_rule,9.83
3574,pre,learned_bidder,11.25
3575,post,fixed_rule,-2.67
3576,post,fixed_rule,4.04
3577,post,learned_bidder,1.85
3578,post,fixed_rule,-1.34
3579,post,fixed_rule,4.92
3580,pre,fixed_rule,9.07
3581,pre,fixed_rule,13.28
3582,post,fixed_rule,1.2
3583,post,learned_bidder,7.42
3584,post,learned_bidder,9.19
3585,pre,learned_bidder,11.31
3586,pre,fixed_rule,2.51
3587,pre,learned_bidder,8.5
3588,pre,learned_bidder,12.97
3589,post,fixed_rule,4.82
3590,post,fixed_rule,-0.08
3591,pre,learned_bidder,12.11
3592,pre,learned_bidder,11.54
3593,pre,fixed_rule,5.95
3594,post,fixed_rule,16.43
3595,pre,learned_bidder,7.15
3596,pre,fixed_rule,9.27
3597,pre,fixed_rule,3.12
3598,pre,learned_bidder,11.1
3599,post,learned_bidder,1.49
3600,pre,learned_bidder,15.93
3601,post,learned_bidder,3.97
3602,pre,fixed_rule,7.32
3603,pre,learned_bidder,7.93
3604,pre,learned_bidder,8.03
3605,post,fixed_rule,-2.73
3606,post,learned_bidder,3.17
3607,pre,fixed_rule,11.28
3608,pre,fixed_rule,15.37
3609,post,learned_bidder,2.97
3610,post,learned_bidder,3.31
3611,post,learned_bidder,4.17
3612,pre,fixed_rule,-0.95
3613,pre,learned_bidder,13.44
3614,pre,fixed_rule,13.45
3615,post,fixed_rule,2.52
3616,pre,fixed_rule,4.72
3617,pre,learned_bidder,9.52
3618,pre,fixed_rule,5.13
3619,pre,fixed_rule,8.8
3620,pre,learned_bidder,14.3
3621,post,learned_bidder,6.13
3622,pre,fixed_rule,1.95
3623,post,fixed_rule,5.37
3624,pre,fixed_rule,3.21
3625,post,fixed_rule,6.37
3626,pre,fixed_rule,6.26
3627,pre,fixed_rule,8.01
3628,pre,learned_bidder,3.03
3629,post,fixed_rule,-3.62
3630,post,learned_bidder,-0.95
3631,pre,learned_bidder,9.89
3632,pre,learned_bidder,11.96
3633,pre,learned_bidder,10.92
3634,pre,learned_bidder,8.71
3635,pre,fixed_rule,4.35
3636,post,fixed_rule,0.61
3637,pre,fixed_rule,1.56
3638,pre,fixed_rule,3.25
3639,post,fixed_rule,8.41
3640,post,fixed_rule,6.6
3641,pre,learned_bidder,7.26
3642,post,fixed_rule,1.98
3643,post,fixed_rule,3.78
3644,post,fixed_rule,4.06
3645,pre,learned_bidder,10.6
3646,pre,learned_bidder,11.3
3647,post,fixed_rule,1.83
3648,pre,learned_bidder,5.15
3649,pre,fixed_rule,8.93
3650,pre,learned_bidder,20.53
3651,post,learned_bidder,7.14
3652,pre,fixed_rule,2.06
3653,pre,learned_bidder,10.74
3654,pre,fixed_rule,14.09
3655,pre,learned_bidder,11.7
3656,pre,fixed_rule,8.78
3657,post,learned_bidder,-0.23
3658,pre,fixed_rule,-2.4
3659,pre,fixed_rule,8.65
3660,post,fixed_rule,11.64
3661,pre,learned_bidder,14.03
3662,pre,learned_bidder,7.93
3663,post,fixed_rule,0.16
3664,post,fixed_rule,10.25
3665,pre,fixed_rule,11.88
3666,pre,learned_bidder,7.53
3667,post,fixed_rule,2.2
3668,post,fixed_rule,-4.23
3669,pre,learned_bidder,11.78
3670,pre,fixed_rule,2.2
3671,post,learned_bidder,-2.37
3672,pre,fixed_rule,4.86
3673,pre,fixed_rule,5.23
3674,pre,learned_bidder,10.68
3675,pre,fixed_rule,3.17
3676,pre,fixed_rule,7.74
3677,post,fixed_rule,4.79
3678,post,fixed_rule,2.87
3679,post,learned_bidder,2.71
3680,post,learned_bidder,12.08
3681,post,fixed_rule,7.47
3682,post,fixed_rule,5.83
3683,pre,learned_bidder,8.58
3684,post,fixed_rule,3.48
3685,post,learned_bidder,14.96
3686,pre,learned_bidder,8.42
3687,pre,fixed_rule,13.12
3688,pre,fixed_rule,5.22
3689,pre,fixed_rule,3.19
3690,pre,fixed_rule,9.22
3691,pre,fixed_rule,10.08
3692,pre,learned_bidder,10.68
3693,pre,learned_bidder,12.47
3694,pre,learned_bidder,13.61
3695,pre,learned_bidder,10.68
3696,pre,fixed_rule,10.03
3697,pre,learned_bidder,16.95
3698,pre,fixed_rule,4.92
3699,post,fixed_rule,7.09
3700,pre,fixed_rule,2.48
3701,post,fixed_rule,4.44
3702,pre,learned_bidder,9.63
3703,pre,fixed_rule,4.46
3704,pre,fixed_rule,12.02
3705,pre,learned_bidder,14.17
3706,post,learned_bidder,3.1
3707,pre,fixed_rule,3.15
3708,pre,fixed_rule,8.38
3709,pre,learned_bidder,21.53
3710,pre,learned_bidder,1.16
3711,post,learned_bidder,5.81
3712,pre,learned_bidder,16.42
3713,pre,fixed_rule,2.51
3714,pre,fixed_rule,7.44
3715,pre,fixed_rule,7.92
3716,pre,fixed_rule,4.48
3717,pre,learned_bidder,16.24
3718,pre,fixed_rule,10.83
3719,pre,fixed_rule,11.81
3720,post,learned_bidder,-4.73
3721,pre,fixed_rule,4.38
3722,pre,learned_bidder,17.77
3723,pre,learned_bidder,14.53
3724,post,learned_bidder,6.43
3725,pre,learned_bidder,13.65
3726,pre,fixed_rule,9.08
3727,pre,learned_bidder,10.65
3728,pre,fixed_rule,9.04
3729,pre,fixed_rule,10.01
3730,post,fixed_rule,6.68
3731,post,learned_bidder,7.27
3732,pre,learned_bidder,10.73
3733,pre,fixed_rule,9.38
3734,pre,fixed_rule,-2.04
3735,pre,fixed_rule,3.22
3736,pre,learned_bidder,11.31
3737,post,learned_bidder,4.18
3738,pre,fixed_rule,12.24
3739,pre,learned_bidder,15.26
3740,pre,learned_bidder,8.81
3741,pre,learned_bidder,15.18
3742,post,learned_bidder,4.61
3743,pre,learned_bidder,9.93
3744,pre,learned_bidder,9.01
3745,post,learned_bidder,5.44
3746,pre,learned_bidder,6.05
3747,pre,learned_bidder,14.57
3748,pre,learned_bidder,6.42
3749,pre,fixed_rule,8.42
3750,pre,learned_bidder,11.55
3751,pre,fixed_rule,2.09
3752,pre,fixed_rule,11.46
3753,pre,fixed_rule,8.21
3754,pre,fixed_rule,13.83
3755,pre,fixed_rule,11.8
3756,post,fixed_rule,6.69
3757,post,fixed_rule,7.31
3758,post,learned_bidder,3.08
3759,post,learned_bidder,6.85
3760,post,learned_bidder,3.02
3761,post,fixed_rule,5.99
3762,post,fixed_rule,7.65
3763,pre,fixed_rule,5.96
3764,post,fixed_rule,9.01
3765,pre,fixed_rule,6.88
3766,pre,learned_bidder,4.52
3767,post,fixed_rule,5.14
3768,pre,fixed_rule,0.19
3769,post,fixed_rule,9.78
3770,pre,learned_bidder,7.18
3771,pre,fixed_rule,14.07
3772,pre,learned_bidder,9.67
3773,pre,fixed_rule,11.62
3774,pre,fixed_rule,5.83
3775,pre,fixed_rule,10.01
3776,pre,fixed_rule,9.56
3777,pre,fixed_rule,5.73
3778,post,learned_bidder,6.28
3779,pre,fixed_rule,13.25
3780,pre,learned_bidder,14.24
3781,pre,fixed_rule,9.04
3782,post,learned_bidder,1.44
3783,post,fixed_rule,10.22
3784,pre,learned_bidder,14.9
3785,post,learned_bidder,3.61
3786,pre,learned_bidder,9.74
3787,post,learned_bidder,8.39
3788,pre,learned_bidder,10.08
3789,pre,fixed_rule,5.3
3790,pre,fixed_rule,5.52
3791,post,learned_bidder,7.91
3792,pre,learned_bidder,15.78
3793,post,learned_bidder,1.19
3794,post,learned_bidder,4.08
3795,post,learned_bidder,2.91
3796,post,learned_bidder,3.29
3797,post,learned_bidder,0.92
3798,pre,fixed_rule,8.39
3799,post,fixed_rule,6.85
3800,post,learned_bidder,2.5
3801,post,learned_bidder,0.17
3802,post,fixed_rule,6.91
3803,pre,learned_bidder,11.0
3804,post,fixed_rule,6.59
3805,pre,fixed_rule,1.68
3806,pre,fixed_rule,9.11
3807,pre,learned_bidder,16.21
3808,post,fixed_rule,-0.35
3809,pre,learned_bidder,7.95
3810,pre,fixed_rule,14.46
3811,pre,learned_bidder,7.92
3812,pre,fixed_rule,7.07
3813,pre,fixed_rule,-0.55
3814,pre,learned_bidder,9.23
3815,pre,learned_bidder,6.71
3816,post,learned_bidder,4.71
3817,pre,fixed_rule,10.5
3818,pre,fixed_rule,5.36
3819,post,learned_bidder,4.38
3820,pre,learned_bidder,5.51
3821,pre,learned_bidder,14.28
3822,pre,fixed_rule,6.66
3823,pre,fixed_rule,11.31
3824,post,fixed_rule,4.19
3825,pre,fixed_rule,9.3
3826,pre,learned_bidder,11.93
3827,post,fixed_rule,3.08
3828,pre,learned_bidder,12.52
3829,post,learned_bidder,5.01
3830,pre,learned_bidder,13.52
3831,post,fixed_rule,8.0
3832,pre,fixed_rule,11.21
3833,pre,learned_bidder,9.28
3834,pre,fixed_rule,11.49
3835,pre,fixed_rule,13.32
3836,post,learned_bidder,3.11
3837,pre,fixed_rule,7.51
3838,pre,fixed_rule,4.43
3839,post,fixed_rule,7.13
3840,post,learned_bidder,10.41
3841,pre,learned_bidder,8.87
3842,pre,learned_bidder,13.08
3843,pre,fixed_rule,7.2
3844,pre,fixed_rule,12.41
3845,post,fixed_rule,3.69
3846,pre,fixed_rule,7.12
3847,pre,fixed_rule,6.37
3848,pre,fixed_rule,1.53
3849,pre,learned_bidder,5.55
3850,post,fixed_rule,-0.53
3851,post,learned_bidder,1.97
3852,post,fixed_rule,8.48
3853,post,learned_bidder,8.89
3854,pre,fixed_rule,7.31
3855,post,fixed_rule,2.99
3856,post,fixed_rule,8.54
3857,pre,fixed_rule,6.44
3858,post,learned_bidder,5.26
3859,pre,learned_bidder,13.72
3860,pre,learned_bidder,10.13
3861,post,learned_bidder,4.67
3862,pre,fixed_rule,8.97
3863,post,learned_bidder,10.09
3864,pre,fixed_rule,9.41
3865,pre,learned_bidder,8.55
3866,pre,fixed_rule,10.41
3867,pre,learned_bidder,15.93
3868,pre,learned_bidder,20.16
3869,post,learned_bidder,10.9
3870,pre,learned_bidder,9.85
3871,pre,learned_bidder,6.81
3872,pre,fixed_rule,11.43
3873,post,fixed_rule,9.71
3874,pre,fixed_rule,6.14
3875,post,learned_bidder,4.03
3876,pre,fixed_rule,11.07
3877,pre,fixed_rule,6.78
3878,pre,fixed_rule,9.94
3879,pre,learned_bidder,12.07
3880,pre,fixed_rule,7.83
3881,pre,fixed_rule,6.27
3882,pre,learned_bidder,11.34
3883,post,fixed_rule,5.21
3884,post,learned_bidder,3.61
3885,pre,learned_bidder,8.2
3886,pre,fixed_rule,7.28
3887,pre,learned_bidder,11.99
3888,pre,fixed_rule,9.62
3889,post,fixed_rule,3.9
3890,pre,learned_bidder,9.11
3891,post,fixed_rule,3.43
3892,pre,learned_bidder,8.82
3893,post,fixed_rule,10.23
3894,pre,learned_bidder,13.4
3895,post,learned_bidder,1.9
3896,post,learned_bidder,6.11
3897,pre,learned_bidder,9.83
3898,pre,learned_bidder,15.94
3899,post,fixed_rule,5.38
3900,post,learned_bidder,-0.1
3901,pre,learned_bidder,9.95
3902,post,learned_bidder,-2.3
3903,pre,fixed_rule,8.13
3904,post,learned_bidder,1.12
3905,pre,fixed_rule,9.07
3906,pre,fixed_rule,0.47
3907,pre,fixed_rule,15.24
3908,pre,learned_bidder,2.09
3909,pre,fixed_rule,4.82
3910,pre,learned_bidder,8.17
3911,pre,fixed_rule,5.72
3912,post,fixed_rule,11.44
3913,pre,fixed_rule,6.07
3914,post,fixed_rule,2.98
3915,pre,learned_bidder,14.21
3916,pre,learned_bidder,12.7
3917,pre,learned_bidder,9.9
3918,pre,fixed_rule,12.87
3919,post,fixed_rule,7.67
3920,post,learned_bidder,10.27
3921,pre,learned_bidder,9.86
3922,post,fixed_rule,10.03
3923,pre,learned_bidder,9.4
3924,post,fixed_rule,3.21
3925,pre,learned_bidder,9.49
3926,pre,fixed_rule,6.97
3927,post,learned_bidder,10.74
3928,pre,fixed_rule,2.94
3929,post,fixed_rule,2.45
3930,post,learned_bidder,10.43
3931,pre,fixed_rule,10.73
3932,pre,fixed_rule,-0.92
3933,post,learned_bidder,5.42
3934,pre,fixed_rule,4.22
3935,pre,learned_bidder,16.86
3936,pre,learned_bidder,5.94
3937,pre,learned_bidder,13.38
3938,pre,learned_bidder,12.66
3939,pre,fixed_rule,0.53
3940,post,learned_bidder,3.98
3941,post,learned_bidder,7.05
3942,post,learned_bidder,3.23
3943,pre,fixed_rule,5.2
3944,pre,fixed_rule,10.89
3945,post,learned_bidder,-0.64
3946,post,learned_bidder,6.2
3947,post,fixed_rule,7.14
3948,pre,fixed_rule,1.75
3949,pre,fixed_rule,17.11
3950,pre,fixed_rule,8.45
3951,post,learned_bidder,3.67
3952,pre,learned_bidder,18.27
3953,pre,learned_bidder,14.5
3954,post,learned_bidder,6.94
3955,post,learned_bidder,6.07
3956,pre,fixed_rule,6.83
3957,pre,learned_bidder,15.52
3958,pre,fixed_rule,6.09
3959,pre,fixed_rule,7.54
3960,pre,fixed_rule,10.04
3961,pre,fixed_rule,8.09
3962,post,fixed_rule,5.99
3963,post,learned_bidder,7.08
3964,post,learned_bidder,9.71
3965,pre,learned_bidder,18.31
3966,pre,fixed_rule,6.5
3967,pre,learned_bidder,8.33
3968,pre,fixed_rule,6.83
3969,pre,learned_bidder,4.52
3970,pre,fixed_rule,3.07
3971,pre,fixed_rule,13.18
3972,post,learned_bidder,3.07
3973,pre,fixed_rule,10.43
3974,pre,fixed_rule,9.56
3975,pre,fixed_rule,7.33
3976,pre,learned_bidder,15.13
3977,post,learned_bidder,4.46
3978,post,learned_bidder,5.19
3979,pre,learned_bidder,12.9
3980,post,learned_bidder,5.72
3981,post,learned_bidder,2.48
3982,pre,fixed_rule,-2.15
3983,post,learned_bidder,2.7
3984,post,learned_bidder,5.2
3985,post,learned_bidder,3.82
3986,post,fixed_rule,10.74
3987,pre,learned_bidder,15.53
3988,pre,learned_bidder,13.53
3989,pre,fixed_rule,2.64
3990,post,learned_bidder,0.99
3991,post,learned_bidder,3.27
3992,post,learned_bidder,-5.59
3993,pre,fixed_rule,7.03
3994,pre,learned_bidder,11.96
3995,pre,learned_bidder,17.55
3996,post,fixed_rule,6.98
3997,post,fixed_rule,7.87
3998,pre,fixed_rule,2.82
3999,pre,fixed_rule,6.93
4000,pre,fixed_rule,1.76
4001,pre,learned_bidder,18.44
4002,post,fixed_rule,1.85
4003,pre,fixed_rule,0.46
4004,pre,learned_bidder,8.34
4005,pre,fixed_rule,3.28
4006,post,fixed_rule,7.91
4007,pre,fixed_rule,5.99
4008,post,learned_bidder,6.09
4009,post,learned_bidder,9.7
4010,pre,learned_bidder,11.69
4011,post,learned_bidder,7.52
4012,pre,fixed_rule,10.61
4013,pre,fixed_rule,2.64
4014,post,learned_bidder,0.45
4015,pre,fixed_rule,6.34
4016,post,learned_bidder,6.64
4017,post,fixed_rule,4.12
4018,post,fixed_rule,1.11
4019,post,learned_bidder,2.55
4020,post,learned_bidder,3.06
4021,post,learned_bidder,8.82
4022,post,fixed_rule,9.5
4023,pre,learned_bidder,14.99
4024,pre,learned_bidder,5.86
4025,pre,fixed_rule,6.05
4026,pre,fixed_rule,14.64
4027,pre,learned_bidder,6.88
4028,pre,fixed_rule,16.15
4029,pre,fixed_rule,6.67
4030,post,fixed_rule,4.33
4031,pre,fixed_rule,4.43
4032,pre,fixed_rule,3.08
4033,pre,fixed_rule,6.64
4034,pre,fixed_rule,9.91
4035,pre,fixed_rule,6.81
4036,post,learned_bidder,8.99
4037,pre,fixed_rule,5.42
4038,pre,fixed_rule,5.26
4039,pre,learned_bidder,16.6
4040,pre,fixed_rule,9.74
4041,post,learned_bidder,11.58
4042,pre,fixed_rule,7.61
4043,pre,learned_bidder,13.56
4044,pre,fixed_rule,6.18
4045,pre,learned_bidder,9.69
4046,pre,fixed_rule,9.07
4047,pre,learned_bidder,15.6
4048,post,learned_bidder,2.87
4049,pre,learned_bidder,13.74
