user_id,user_segment,platform,period,sessions_7d
3140,new,web,before,5
3141,new,ios,before,4
3142,new,web,before,4
3143,returning,web,before,14
3144,returning,ios,after,12
3145,returning,web,after,9
3146,new,ios,after,1
3147,returning,ios,after,6
3148,returning,ios,after,5
3149,new,android,after,1
3150,new,ios,before,2
3151,returning,android,after,9
3152,new,web,before,4
3153,new,web,before,5
3154,returning,ios,after,9
3155,returning,android,before,9
3156,new,ios,after,3
3157,returning,ios,after,3
3158,new,web,after,6
3159,returning,web,after,4
3160,returning,ios,after,8
3161,returning,ios,before,7
3162,new,ios,after,2
3163,returning,ios,before,8
3164,new,ios,before,4
3165,returning,ios,before,7
3166,new,ios,before,4
3167,returning,ios,after,7
3168,returning,web,before,11
3169,new,android,after,2
3170,new,android,after,4
3171,returning,ios,after,8
3172,new,web,after,4
3173,new,ios,before,4
3174,new,web,before,0
3175,returning,ios,after,10
3176,returning,web,after,9
3177,new,ios,after,4
3178,returning,web,before,12
3179,returning,ios,before,10
3180,new,web,before,5
3181,new,android,before,6
3182,returning,ios,before,6
3183,returning,android,after,6
3184,returning,ios,before,10
3185,returning,android,after,5
3186,returning,ios,after,7
3187,returning,android,after,8
3188,returning,web,before,7
3189,new,android,before,6
3190,returning,android,after,14
3191,new,web,before,4
3192,new,android,after,2
3193,new,ios,after,4
3194,returning,android,before,9
3195,returning,ios,after,5
3196,returning,android,before,5
3197,returning,ios,before,9
3198,new,web,after,2
3199,returning,android,after,3
3200,returning,android,before,10
3201,returning,ios,after,9
3202,returning,ios,after,7
3203,returning,android,after,7
3204,new,android,before,3
3205,new,web,before,3
3206,returning,android,after,7
3207,new,ios,after,5
3208,returning,android,after,7
3209,returning,android,before,6
3210,new,ios,before,4
3211,returning,android,after,8
3212,returning,ios,before,5
3213,returning,ios,before,8
3214,new,ios,after,2
3215,returning,android,after,8
3216,returning,android,before,12
3217,new,ios,before,2
3218,returning,android,before,5
3219,returning,android,after,7
3220,new,ios,before,4
3221,new,ios,after,2
3222,new,ios,before,2
3223,returning,ios,after,3
3224,returning,web,after,7
3225,new,web,after,2
3226,returning,ios,after,5
3227,new,android,after,0
3228,new,ios,before,2
3229,new,ios,after,2
3230,new,ios,after,2
3231,returning,ios,after,8
3232,new,ios,before,2
3233,new,ios,after,4
3234,returning,ios,before,10
3235,new,android,after,1
3236,returning,android,after,11
3237,returning,ios,before,3
3238,returning,android,after,9
3239,new,ios,after,0
3240,new,web,before,5
3241,returning,ios,before,8
3242,new,android,before,4
3243,new,ios,after,3
3244,returning,ios,after,2
3245,returning,android,after,5
3246,returning,android,after,4
3247,new,web,after,3
3248,returning,android,before,6
3249,returning,ios,before,10
3250,new,android,before,4
3251,new,ios,before,2
3252,returning,android,after,9
3253,new,web,before,4
3254,new,ios,before,2
3255,returning,android,before,13
3256,new,ios,before,3
3257,new,ios,before,7
3258,new,web,before,2
3259,returning,ios,after,8
3260,returning,ios,before,5
3261,new,android,before,0
3262,returning,ios,before,7
3263,new,ios,after,3
3264,new,ios,after,1
3265,returning,android,after,3
3266,new,ios,after,1
3267,new,android,after,3
3268,returning,ios,after,8
3269,returning,web,before,9
3270,returning,ios,after,9
3271,new,ios,before,3
3272,new,web,before,1
3273,returning,web,after,8
3274,new,ios,before,4
3275,new,ios,before,5
3276,new,web,after,4
3277,returning,ios,before,10
3278,returning,ios,before,12
3279,returning,android,after,5
3280,returning,web,after,5
3281,new,android,before,2
3282,returning,android,after,8
3283,returning,web,after,6
3284,new,ios,before,4
3285,new,android,before,3
3286,new,ios,before,5
3287,returning,android,before,6
3288,returning,android,before,5
3289,returning,ios,before,11
3290,new,android,before,2
3291,new,web,before,3
3292,new,android,before,3
3293,returning,ios,before,5
3294,returning,ios,before,10
3295,returning,android,before,12
3296,returning,android,after,8
3297,new,ios,before,4
3298,new,ios,after,3
3299,returning,android,after,10
3300,returning,ios,after,2
3301,returning,ios,after,6
3302,new,ios,before,1
3303,returning,android,after,11
3304,returning,web,before,7
3305,new,android,before,5
3306,returning,ios,before,7
3307,new,web,before,5
3308,returning,ios,before,7
3309,new,web,before,6
3310,returning,ios,after,9
3311,returning,web,after,10
3312,returning,web,before,10
3313,new,web,after,1
3314,new,ios,before,1
3315,new,web,before,2
3316,new,android,after,1
3317,returning,ios,after,5
3318,new,android,before,2
3319,new,android,before,0
3320,returning,web,before,12
3321,returning,android,before,7
3322,returning,ios,before,11
3323,returning,android,after,3
3324,returning,ios,after,9
3325,returning,ios,before,8
3326,new,android,after,0
3327,returning,android,before,4
3328,new,android,before,2
3329,returning,android,before,7
3330,returning,ios,after,6
3331,new,android,after,1
3332,new,ios,after,0
3333,new,web,before,1
3334,new,web,after,3
3335,returning,web,before,5
3336,new,web,before,4
3337,new,android,after,0
3338,returning,android,before,3
3339,returning,web,after,5
3340,new,ios,after,2
3341,new,web,after,4
3342,new,ios,before,3
3343,new,web,before,2
3344,returning,android,after,13
3345,new,web,after,2
3346,returning,android,after,7
3347,new,android,after,4
3348,new,web,before,2
3349,new,ios,before,4
3350,new,ios,after,2
3351,new,ios,before,4
3352,returning,android,after,14
3353,new,android,before,3
3354,new,android,after,0
3355,new,ios,after,0
3356,new,ios,before,4
3357,new,web,before,8
3358,new,android,after,2
3359,new,ios,before,4
3360,new,ios,after,2
3361,new,ios,after,2
3362,new,web,after,1
3363,returning,android,before,12
3364,new,android,after,4
3365,new,android,before,3
3366,new,web,after,3
3367,returning,ios,after,7
3368,new,ios,before,4
3369,new,ios,before,1
3370,new,web,before,3
3371,new,android,after,2
3372,new,android,before,3
3373,returning,web,before,6
3374,new,ios,after,5
3375,returning,ios,after,7
3376,new,android,after,2
3377,returning,web,after,4
3378,new,ios,after,5
3379,returning,android,after,5
3380,new,web,before,1
3381,returning,android,after,11
3382,new,android,after,2
3383,new,ios,after,8
3384,returning,ios,after,10
3385,returning,ios,after,10
3386,new,ios,before,4
3387,returning,web,after,5
3388,returning,android,after,8
3389,new,web,before,5
3390,new,ios,after,1
3391,new,ios,before,0
3392,returning,android,after,8
3393,new,ios,after,4
3394,new,ios,before,2
3395,returning,ios,before,7
3396,returning,ios,after,5
3397,new,ios,before,5
3398,new,ios,after,2
3399,returning,web,before,2
3400,returning,ios,after,9
3401,new,android,after,1
3402,returning,android,after,7
3403,new,android,before,2
3404,returning,android,after,10
3405,new,ios,before,3
3406,new,ios,before,3
3407,new,android,before,2
3408,returning,web,after,6
3409,returning,ios,after,6
3410,new,android,before,5
3411,returning,web,before,9
3412,returning,android,after,10
3413,returning,android,before,6
3414,new,android,before,2
3415,returning,web,after,4
3416,new,android,before,3
3417,new,android,after,5
3418,returning,android,after,1
3419,returning,ios,before,9
3420,new,web,before,4
3421,returning,web,after,5
3422,returning,android,after,7
3423,returning,ios,after,6
3424,new,android,before,5
3425,returning,ios,after,11
3426,returning,android,after,8
3427,returning,ios,before,11
3428,returning,web,after,14
3429,returning,web,after,9
3430,new,ios,before,5
3431,new,android,before,3
3432,new,web,after,1
3433,new,ios,before,0
3434,new,ios,before,2
3435,new,ios,before,4
3436,returning,web,after,6
3437,returning,android,before,8
3438,returning,ios,after,7
3439,returning,ios,after,8
3440,returning,android,after,12
3441,returning,ios,after,7
3442,new,android,before,2
3443,new,ios,before,7
3444,new,android,before,4
3445,returning,android,after,11
3446,returning,web,after,5
3447,returning,ios,before,13
3448,returning,android,after,5
3449,returning,android,after,6
3450,new,android,before,4
3451,returning,ios,before,11
3452,new,ios,before,0
3453,new,android,before,2
3454,new,android,before,4
3455,returning,web,after,8
3456,new,web,after,0
3457,returning,android,after,11
3458,new,web,before,0
3459,returning,android,after,6
3460,new,ios,before,3
3461,returning,ios,before,6
3462,returning,web,after,5
3463,returning,ios,after,9
3464,returning,web,before,11
3465,returning,ios,before,4
3466,new,ios,after,4
3467,new,android,after,3
3468,new,web,before,3
3469,returning,web,after,12
3470,returning,ios,after,8
3471,new,ios,before,2
3472,returning,android,after,11
3473,new,web,after,2
3474,returning,ios,after,6
3475,returning,android,before,6
3476,new,ios,before,1
3477,returning,android,after,5
3478,returning,ios,after,12
3479,returning,web,before,8
3480,new,ios,after,0
3481,new,android,after,5
3482,returning,android,before,8
3483,returning,ios,after,5
3484,new,ios,before,2
3485,returning,android,before,8
3486,returning,android,before,8
3487,new,android,before,4
3488,returning,android,after,5
3489,returning,ios,before,6
3490,returning,web,after,5
3491,new,ios,before,1
3492,new,android,after,2
3493,new,web,before,2
3494,new,web,after,1
3495,new,ios,after,4
3496,returning,ios,after,7
3497,new,android,before,4
3498,new,ios,before,2
3499,new,android,before,2
3500,returning,android,before,9
3501,new,ios,before,2
3502,returning,ios,after,7
3503,new,android,before,3
3504,returning,android,before,10
3505,new,ios,before,4
3506,returning,ios,after,6
3507,returning,ios,after,6
3508,returning,android,after,8
3509,returning,android,before,10
3510,new,web,before,1
3511,new,web,after,2
3512,returning,android,after,5
3513,returning,web,before,2
3514,returning,ios,before,8
3515,new,android,before,3
3516,returning,android,after,7
3517,new,android,before,3
3518,new,android,after,6
3519,returning,ios,after,6
3520,returning,web,after,5
3521,returning,web,after,7
3522,new,web,before,1
3523,returning,android,after,9
3524,returning,web,before,10
3525,returning,android,before,17
3526,new,android,before,5
3527,new,ios,before,2
3528,returning,web,before,11
3529,new,android,before,1
3530,returning,android,before,10
3531,returning,web,before,11
3532,new,ios,before,3
3533,new,android,before,2
3534,new,ios,after,1
3535,new,android,before,4
3536,new,ios,before,6
3537,returning,ios,before,11
3538,returning,ios,before,5
3539,returning,ios,after,9
3540,returning,ios,after,9
3541,returning,android,after,10
3542,new,ios,after,4
3543,returning,ios,before,14
3544,new,ios,after,3
3545,new,ios,before,1
3546,returning,ios,after,8
3547,new,web,before,3
3548,returning,android,after,7
3549,returning,ios,before,14
3550,returning,android,after,12
3551,new,ios,before,5
3552,new,android,after,2
3553,returning,web,after,10
3554,new,ios,after,4
3555,new,ios,before,3
3556,new,android,before,7
3557,returning,ios,after,9
3558,returning,ios,before,6
3559,returning,android,before,8
3560,new,android,before,2
3561,returning,ios,before,11
3562,new,web,before,5
3563,new,ios,before,5
3564,new,ios,after,1
3565,returning,android,after,9
3566,new,android,before,4
3567,returning,android,before,9
3568,new,android,before,4
3569,new,android,after,1
3570,new,web,before,3
3571,returning,android,after,4
3572,new,ios,after,1
3573,returning,android,after,1
3574,new,ios,before,3
3575,new,android,after,3
3576,returning,ios,after,2
3577,returning,android,after,5
3578,new,android,after,1
3579,new,android,after,7
3580,returning,ios,before,12
3581,new,ios,after,2
3582,returning,web,after,5
3583,returning,web,before,9
3584,new,android,before,5
3585,returning,ios,after,10
3586,returning,ios,before,12
3587,new,android,before,2
3588,new,ios,after,2
3589,returning,web,after,6
3590,returning,android,after,9
3591,new,ios,before,3
3592,new,ios,before,4
3593,returning,ios,after,6
3594,returning,android,after,5
3595,returning,android,before,7
3596,new,ios,before,5
3597,new,android,before,0
3598,returning,ios,after,9
3599,new,android,before,2
3600,returning,web,after,6
3601,new,ios,before,1
3602,returning,ios,after,3
3603,returning,web,before,5
3604,new,ios,after,0
3605,returning,ios,after,4
3606,returning,web,before,4
3607,new,android,before,6
3608,returning,web,after,9
3609,returning,android,after,16
3610,new,android,after,4
3611,returning,ios,after,8
3612,new,ios,after,2
3613,returning,android,after,6
3614,returning,ios,before,10
3615,new,android,after,3
3616,new,ios,before,3
3617,new,ios,before,1
3618,new,android,before,2
3619,returning,android,before,10
3620,new,ios,before,4
3621,returning,android,after,3
3622,returning,ios,before,10
3623,new,ios,before,4
3624,returning,web,before,11
3625,returning,web,after,9
3626,new,ios,after,6
3627,new,ios,after,2
3628,new,web,before,2
3629,new,android,after,2
3630,returning,ios,after,7
3631,returning,ios,before,7
3632,returning,ios,after,6
3633,returning,android,before,12
3634,returning,android,after,10
3635,returning,ios,after,7
3636,new,ios,before,2
3637,returning,ios,after,9
3638,returning,android,before,7
3639,new,web,before,3
3640,new,android,after,4
3641,returning,android,after,11
3642,returning,ios,after,10
3643,new,android,after,3
3644,new,ios,before,2
3645,returning,ios,after,7
3646,returning,android,after,5
3647,returning,web,after,5
3648,returning,ios,after,9
3649,new,android,after,4
3650,returning,web,after,7
3651,new,android,before,5
3652,returning,android,before,10
3653,returning,ios,before,14
3654,new,web,after,2
3655,returning,ios,after,8
3656,new,ios,before,5
3657,new,ios,after,2
3658,returning,android,after,8
3659,returning,android,before,9
3660,new,web,before,1
3661,returning,android,after,7
3662,new,web,before,3
3663,new,android,after,1
3664,new,android,after,3
3665,new,ios,after,2
3666,new,ios,before,5
3667,returning,android,after,6
3668,new,android,before,3
3669,new,ios,before,1
3670,new,android,before,4
3671,new,ios,before,5
3672,new,ios,before,3
3673,returning,ios,after,11
3674,returning,ios,before,7
3675,new,ios,after,3
3676,new,web,before,5
3677,returning,web,before,7
3678,returning,ios,after,8
3679,returning,ios,after,9
3680,returning,android,after,12
3681,returning,ios,after,8
3682,new,web,before,2
3683,new,android,before,5
3684,returning,web,after,4
3685,returning,ios,after,5
3686,new,web,before,2
3687,returning,android,before,12
3688,new,android,after,0
3689,new,web,after,4
3690,new,android,before,4
3691,new,ios,before,4
3692,returning,android,after,8
3693,returning,web,before,8
3694,returning,web,before,6
3695,new,android,before,4
3696,returning,android,after,9
3697,new,ios,before,4
3698,new,ios,before,2
3699,new,android,before,3
3700,new,ios,after,2
3701,returning,ios,before,9
3702,new,android,before,2
3703,new,android,before,0
3704,returning,android,after,4
3705,new,ios,after,0
3706,returning,ios,after,4
3707,new,android,before,5
3708,returning,web,after,6
3709,new,ios,before,1
3710,returning,web,after,9
3711,returning,android,before,10
3712,returning,web,after,7
3713,new,android,after,2
3714,new,ios,before,3
3715,new,android,after,4
3716,new,android,before,1
3717,new,ios,before,3
3718,new,ios,before,4
3719,new,android,after,3
3720,new,android,before,3
3721,returning,web,after,6
3722,new,ios,after,1
3723,returning,ios,after,7
3724,new,web,after,6
3725,new,ios,before,1
3726,returning,ios,after,4
3727,returning,web,before,8
3728,new,web,after,4
3729,returning,android,before,5
3730,returning,ios,after,10
3731,returning,android,after,6
3732,returning,web,after,12
3733,returning,web,before,10
3734,returning,ios,after,10
3735,returning,web,before,14
3736,new,android,before,2
3737,new,ios,before,2
3738,returning,ios,after,7
3739,new,ios,after,5
3740,returning,web,after,5
3741,new,ios,before,3
3742,returning,android,before,4
3743,returning,ios,after,8
3744,new,android,before,4
3745,new,android,before,1
3746,returning,web,after,5
3747,new,android,before,1
3748,returning,android,after,12
3749,new,android,after,4
3750,returning,android,after,9
3751,returning,web,after,6
3752,new,android,after,4
3753,returning,web,after,8
3754,new,ios,before,3
3755,returning,android,before,6
3756,returning,web,before,6
3757,returning,web,after,3
3758,new,android,after,2
3759,new,android,before,4
3760,returning,web,after,5
3761,returning,ios,before,2
3762,returning,web,after,7
3763,returning,ios,after,10
3764,new,ios,after,1
3765,new,android,before,6
3766,new,ios,before,4
3767,returning,ios,after,7
3768,returning,ios,after,7
3769,returning,web,after,7
3770,new,android,before,3
3771,returning,web,before,8
3772,new,ios,before,0
3773,returning,ios,after,4
3774,new,ios,before,2
3775,returning,ios,before,3
3776,new,ios,before,3
3777,new,ios,after,1
3778,returning,android,after,4
3779,new,android,after,2
3780,new,ios,before,2
3781,returning,android,before,7
3782,returning,ios,before,13
3783,returning,android,before,5
3784,returning,android,after,6
3785,new,web,after,3
3786,returning,web,after,6
3787,returning,ios,before,7
3788,new,android,before,2
3789,returning,web,after,5
3790,new,web,before,1
3791,returning,android,before,4
3792,new,android,before,4
3793,new,android,before,4
3794,new,web,after,3
3795,returning,ios,after,8
3796,returning,ios,before,6
3797,new,web,after,2
3798,new,android,before,2
3799,new,ios,before,6
3800,returning,ios,before,11
3801,returning,android,after,3
3802,returning,android,after,7
3803,returning,android,after,9
3804,returning,ios,before,10
3805,returning,ios,before,17
3806,returning,android,after,6
3807,returning,ios,before,7
3808,new,android,before,6
3809,returning,android,after,7
3810,returning,ios,after,6
3811,returning,android,before,14
3812,new,ios,before,4
3813,returning,android,after,12
3814,returning,android,before,7
3815,new,android,before,2
3816,returning,web,before,4
3817,new,ios,before,3
3818,returning,web,after,11
3819,new,ios,after,4
3820,returning,web,after,6
3821,returning,ios,before,6
3822,new,android,before,3
3823,returning,ios,after,6
3824,new,ios,before,3
3825,returning,ios,after,8
3826,returning,ios,after,12
3827,new,ios,before,1
3828,returning,ios,after,5
3829,returning,android,after,9
3830,new,android,before,4
3831,returning,ios,after,2
3832,returning,web,before,9
3833,returning,android,after,5
3834,returning,ios,after,5
3835,new,ios,before,5
3836,new,android,after,0
3837,new,android,before,0
3838,returning,web,after,3
3839,returning,android,after,8
3840,returning,web,after,10
3841,new,android,after,4
3842,new,web,before,1
3843,returning,android,after,9
3844,new,android,before,8
3845,new,android,after,2
3846,returning,android,before,6
3847,new,ios,after,5
3848,new,ios,before,5
3849,returning,ios,after,3
3850,new,ios,before,6
3851,returning,web,after,15
3852,new,android,before,4
3853,new,ios,before,4
3854,returning,ios,before,5
3855,new,ios,before,3
3856,new,web,after,1
3857,new,web,before,3
3858,returning,ios,before,7
3859,new,ios,before,5
3860,new,web,before,2
3861,returning,android,after,7
3862,returning,web,after,9
3863,new,ios,before,2
3864,returning,ios,after,5
3865,returning,android,after,8
3866,returning,ios,after,8
3867,returning,web,after,10
3868,returning,android,after,5
3869,returning,ios,before,12
3870,returning,android,after,6
3871,new,android,before,4
3872,new,web,before,2
3873,new,ios,after,4
3874,returning,android,before,14
3875,returning,ios,after,3
3876,returning,web,after,3
3877,new,android,after,1
3878,returning,ios,before,4
3879,new,android,before,0
3880,returning,android,before,8
3881,returning,android,after,9
3882,new,ios,before,4
3883,new,android,after,1
3884,returning,web,before,7
3885,returning,ios,before,7
3886,new,ios,before,3
3887,new,web,before,2
3888,new,android,before,4
3889,returning,android,before,4
3890,returning,web,after,6
3891,returning,ios,after,6
3892,returning,web,after,8
3893,new,android,before,3
3894,new,ios,before,2
3895,returning,web,after,8
3896,returning,android,after,8
3897,returning,ios,after,5
3898,returning,web,before,3
3899,returning,web,before,6
3900,new,web,after,1
3901,returning,ios,after,6
3902,returning,ios,after,10
3903,new,android,after,2
3904,new,web,before,3
3905,new,ios,after,3
3906,returning,android,after,6
3907,new,ios,after,3
3908,returning,android,after,3
3909,returning,android,before,8
3910,new,ios,after,2
3911,new,android,before,3
3912,returning,android,after,0
3913,returning,android,before,10
3914,returning,web,after,9
3915,returning,ios,after,8
3916,new,ios,before,3
3917,new,android,before,4
3918,returning,android,after,9
3919,returning,ios,before,5
3920,new,web,after,2
3921,returning,ios,after,14
3922,returning,ios,after,9
3923,new,web,before,3
3924,new,web,before,1
3925,returning,android,after,6
3926,new,ios,after,1
3927,new,ios,after,0
3928,new,ios,before,2
3929,returning,android,after,12
3930,returning,android,after,6
3931,new,ios,after,1
3932,returning,android,before,8
3933,returning,android,after,10
3934,new,ios,after,5
3935,returning,ios,before,7
3936,returning,web,after,10
3937,new,ios,after,2
3938,returning,ios,before,4
3939,returning,ios,after,3
3940,new,android,after,1
3941,new,android,after,0
3942,returning,android,before,4
3943,returning,ios,after,11
3944,new,android,after,5
3945,returning,ios,before,7
3946,returning,web,after,7
3947,new,web,before,2
3948,new,android,before,3
3949,returning,ios,after,6
3950,returning,android,before,15
3951,returning,ios,before,10
3952,returning,ios,before,12
3953,returning,web,after,12
3954,returning,ios,before,8
3955,returning,ios,after,7
3956,new,android,after,4
3957,new,android,after,1
3958,returning,android,after,7
3959,new,ios,before,6
3960,returning,android,before,8
3961,returning,ios,after,9
3962,returning,web,after,8
3963,returning,ios,after,8
3964,returning,ios,before,15
3965,returning,android,before,5
3966,returning,ios,after,10
3967,returning,android,after,9
3968,returning,ios,before,7
3969,returning,ios,after,9
3970,returning,ios,after,5
3971,new,ios,before,5
3972,returning,ios,after,11
3973,returning,ios,before,9
3974,new,ios,before,7
3975,returning,web,before,6
3976,returning,android,after,3
3977,returning,ios,after,4
3978,new,ios,after,2
3979,new,ios,after,1
3980,new,ios,before,4
3981,new,android,before,4
3982,new,ios,before,3
3983,new,web,after,2
3984,returning,android,after,5
3985,returning,ios,after,9
3986,new,ios,before,6
3987,new,ios,before,2
3988,returning,ios,before,6
3989,new,android,before,2
3990,returning,ios,before,12
3991,new,ios,after,1
3992,returning,ios,after,6
3993,new,android,before,3
3994,new,ios,before,2
3995,new,web,after,5
3996,returning,ios,before,10
3997,returning,ios,before,7
3998,returning,android,after,3
3999,new,android,after,2
4000,returning,ios,after,8
4001,new,android,before,2
4002,returning,ios,after,7
4003,returning,ios,before,9
4004,returning,ios,before,9
4005,returning,android,after,7
4006,returning,android,after,6
4007,new,android,before,1
4008,returning,web,after,11
4009,returning,android,before,4
4010,returning,web,before,11
4011,returning,ios,before,9
4012,returning,android,after,11
4013,new,android,after,3
4014,new,ios,before,3
4015,new,ios,before,2
4016,new,android,before,3
4017,returning,ios,before,6
4018,returning,ios,before,10
4019,new,android,before,3
4020,returning,android,after,5
4021,returning,ios,before,3
4022,new,ios,before,1
4023,returning,web,after,9
4024,new,web,before,6
4025,returning,android,before,11
4026,new,ios,before,3
4027,new,ios,before,3
4028,new,ios,before,3
4029,returning,android,after,4
4030,new,android,before,4
4031,returning,android,after,5
4032,new,ios,after,3
4033,returning,web,before,5
4034,returning,ios,before,5
4035,new,ios,before,3
4036,new,android,before,4
4037,returning,android,after,6
4038,new,web,after,0
4039,new,android,before,2
4040,new,web,before,1
4041,new,ios,before,3
4042,returning,ios,after,8
4043,returning,ios,after,9
4044,new,ios,before,1
4045,returning,web,before,11
4046,new,ios,before,3
4047,new,ios,before,2
4048,new,ios,before,1
4049,returning,android,before,7
4050,new,web,before,4
4051,new,web,before,3
4052,returning,ios,before,9
4053,returning,android,after,4
4054,returning,ios,after,5
4055,new,web,before,1
4056,returning,ios,before,7
4057,returning,web,after,8
4058,new,web,after,4
4059,new,android,before,1
4060,returning,android,after,5
4061,returning,ios,before,7
4062,returning,ios,before,4
4063,returning,ios,after,10
4064,returning,ios,after,12
4065,new,android,after,1
4066,new,android,before,1
4067,new,web,after,3
4068,returning,web,before,9
4069,returning,ios,after,7
4070,new,ios,before,1
4071,returning,ios,before,6
4072,returning,ios,after,10
4073,returning,android,after,11
4074,returning,android,after,6
4075,returning,android,before,10
4076,returning,android,before,6
4077,new,web,after,1
4078,returning,android,after,8
4079,returning,web,before,7
4080,new,web,after,2
4081,new,android,after,3
4082,new,ios,before,4
4083,new,web,after,3
4084,new,ios,after,3
4085,new,ios,after,2
4086,returning,android,after,3
4087,new,ios,before,6
4088,returning,ios,after,6
4089,returning,ios,after,9
4090,returning,web,after,8
4091,returning,android,after,7
4092,new,web,before,2
4093,returning,web,before,8
4094,returning,ios,before,11
4095,returning,android,after,11
4096,returning,android,after,5
4097,returning,ios,after,7
4098,returning,web,before,4
4099,returning,web,after,13
4100,new,ios,before,1
4101,new,web,before,3
4102,returning,ios,after,9
4103,returning,web,before,11
4104,returning,android,before,8
4105,new,ios,before,4
4106,new,web,before,3
4107,new,android,before,7
4108,returning,ios,after,11
4109,returning,android,after,12
4110,new,android,before,6
4111,returning,android,before,6
4112,new,android,before,2
4113,new,ios,before,7
4114,returning,ios,after,6
4115,new,android,before,3
4116,new,ios,before,1
4117,returning,android,before,8
4118,new,web,before,3
4119,new,web,before,4
4120,new,android,before,0
4121,returning,android,after,8
4122,new,web,after,6
4123,new,web,after,1
4124,returning,ios,before,7
4125,returning,android,after,4
4126,returning,ios,after,12
4127,returning,ios,before,7
4128,new,ios,before,7
4129,returning,android,after,5
4130,new,android,before,1
4131,new,web,before,4
4132,new,ios,after,1
4133,new,ios,after,4
4134,new,ios,after,2
4135,returning,ios,after,8
4136,new,ios,after,3
4137,new,web,after,4
4138,new,ios,before,3
4139,new,android,after,1
4140,returning,ios,after,7
4141,new,android,after,3
4142,returning,web,after,8
4143,new,web,before,0
4144,returning,ios,before,6
4145,returning,web,before,5
4146,new,ios,before,2
4147,new,web,before,1
4148,returning,ios,after,8
4149,returning,android,after,2
4150,new,android,before,1
4151,new,web,before,1
4152,returning,web,after,6
4153,new,ios,after,5
4154,returning,web,after,11
4155,new,ios,before,0
4156,new,ios,before,2
4157,returning,ios,after,6
4158,returning,ios,before,8
4159,new,ios,before,1
4160,returning,android,before,9
4161,new,ios,before,6
4162,new,android,before,3
4163,new,ios,after,4
4164,new,android,before,4
4165,returning,ios,after,8
4166,returning,ios,after,9
4167,returning,android,before,8
4168,new,web,before,4
4169,new,web,after,3
4170,new,ios,after,2
4171,new,web,before,0
4172,returning,android,before,5
4173,returning,web,after,11
4174,returning,ios,before,8
4175,returning,ios,before,10
4176,new,ios,before,3
4177,new,web,before,4
4178,returning,ios,after,3
4179,returning,ios,before,8
4180,new,android,before,2
4181,returning,web,after,8
4182,new,android,before,1
4183,new,android,before,4
4184,new,ios,after,3
4185,new,web,before,2
4186,returning,ios,after,6
4187,returning,ios,before,6
4188,returning,android,before,9
4189,new,ios,before,1
4190,new,android,after,3
4191,returning,android,before,10
4192,new,ios,before,4
4193,returning,ios,after,5
4194,new,ios,before,1
4195,returning,ios,after,7
4196,new,web,before,1
4197,returning,android,after,7
4198,returning,ios,before,6
4199,returning,ios,after,9
4200,new,web,before,4
4201,returning,web,after,3
4202,new,web,after,4
4203,new,ios,before,1
4204,returning,android,before,14
4205,new,ios,before,2
4206,returning,android,after,7
4207,new,ios,after,2
4208,returning,android,after,5
4209,returning,ios,before,9
4210,new,android,after,2
4211,new,ios,before,0
4212,returning,web,after,5
4213,new,ios,before,2
4214,new,android,after,4
4215,returning,ios,after,8
4216,new,android,after,1
4217,returning,android,before,6
4218,new,ios,before,4
4219,returning,ios,after,7
4220,new,ios,before,3
4221,returning,ios,before,8
4222,returning,android,after,14
4223,returning,ios,after,8
4224,returning,ios,after,6
4225,new,ios,after,2
4226,returning,ios,before,10
4227,returning,ios,before,7
4228,returning,android,after,7
4229,returning,ios,before,7
4230,new,web,before,6
4231,new,android,before,1
4232,returning,ios,after,6
4233,new,web,after,0
4234,new,android,before,4
4235,new,android,before,4
4236,returning,ios,before,8
4237,returning,android,after,6
4238,new,ios,before,2
4239,returning,android,after,5
4240,new,ios,before,2
4241,new,ios,before,4
4242,new,android,before,1
4243,returning,ios,after,9
4244,new,ios,before,5
4245,new,web,before,3
4246,new,ios,before,3
4247,new,ios,before,8
4248,new,ios,before,2
4249,returning,web,after,8
4250,returning,android,before,3
4251,new,android,before,0
4252,new,web,before,0
4253,returning,android,after,6
4254,new,web,before,2
4255,new,android,before,3
4256,returning,web,before,4
4257,returning,android,before,8
4258,returning,ios,before,8
4259,returning,ios,after,6
4260,returning,ios,before,3
4261,new,android,before,8
4262,new,web,before,3
4263,new,android,before,0
4264,returning,android,after,8
4265,returning,android,after,9
4266,new,web,after,1
4267,new,android,before,2
4268,returning,ios,after,6
4269,new,android,before,1
4270,returning,ios,after,2
4271,new,ios,after,2
4272,returning,ios,after,9
4273,returning,ios,after,5
4274,new,ios,before,5
4275,new,ios,before,1
4276,returning,web,after,7
4277,new,ios,before,3
4278,returning,web,after,8
4279,new,ios,after,2
4280,returning,web,after,6
4281,returning,android,before,7
4282,returning,web,after,3
4283,returning,android,before,9
4284,returning,android,before,16
4285,new,ios,before,4
4286,returning,ios,after,7
4287,new,android,after,3
4288,returning,ios,after,7
4289,returning,ios,after,5
4290,new,web,before,1
4291,returning,ios,before,10
4292,new,android,after,2
4293,returning,ios,before,7
4294,new,ios,before,2
4295,returning,ios,after,10
4296,returning,android,after,5
4297,new,web,before,5
4298,returning,web,after,11
4299,new,ios,before,2
4300,returning,ios,before,6
4301,returning,web,before,16
4302,returning,ios,after,10
4303,new,ios,before,4
4304,new,android,before,0
4305,returning,android,after,8
4306,returning,ios,after,5
4307,returning,ios,after,10
