user_id,signup_source,plan,setup_actions_first_hour,completed_checklist,retained_30d
2046,organic,free,5,0,0
2047,organic,pro,7,0,1
2048,paid,pro,4,1,1
2049,organic,free,5,1,0
2050,organic,free,6,0,0
2051,referral,free,3,0,0
2052,organic,pro,10,1,1
2053,paid,pro,12,1,1
2054,referral,pro,7,0,1
2055,organic,free,8,1,1
2056,paid,free,3,0,1
2057,referral,free,5,0,0
2058,paid,free,5,0,0
2059,organic,free,3,0,0
2060,organic,free,11,1,1
2061,referral,free,5,0,0
2062,organic,free,4,1,1
2063,paid,free,5,0,0
2064,organic,free,8,1,1
2065,organic,free,13,1,1
2066,referral,free,9,1,0
2067,paid,pro,4,0,0
2068,referral,free,6,0,1
2069,organic,free,9,1,1
2070,paid,free,9,1,1
2071,referral,free,7,0,0
2072,organic,free,9,1,1
2073,organic,free,7,1,0
2074,referral,free,2,1,0
2075,organic,free,8,1,1
2076,paid,free,3,0,0
2077,referral,free,8,1,1
2078,organic,free,7,1,0
2079,organic,free,3,0,0
2080,organic,free,8,0,1
2081,organic,free,11,1,0
2082,organic,free,4,0,0
2083,paid,free,4,0,0
2084,organic,free,6,0,0
2085,paid,free,9,1,1
2086,organic,free,5,0,1
2087,organic,free,11,1,1
2088,organic,free,2,0,0
2089,paid,free,8,0,0
2090,paid,free,6,1,0
2091,organic,free,10,0,1
2092,referral,free,6,1,0
2093,paid,pro,3,0,1
2094,organic,free,7,0,0
2095,referral,free,6,0,1
2096,organic,free,5,1,0
2097,organic,free,7,0,0
2098,paid,free,2,0,0
2099,organic,pro,6,1,0
2100,organic,free,6,0,0
2101,paid,free,7,1,1
2102,organic,free,5,1,0
2103,referral,pro,6,0,0
2104,referral,pro,10,1,1
2105,paid,pro,8,1,1
2106,paid,free,2,0,1
2107,paid,free,8,1,1
2108,referral,free,7,1,1
2109,organic,free,4,0,0
2110,organic,free,2,0,0
2111,paid,pro,6,1,1
2112,paid,free,8,1,0
2113,organic,free,3,0,0
2114,paid,free,8,1,1
2115,organic,free,4,1,0
2116,referral,free,7,0,1
2117,organic,pro,6,0,0
2118,organic,free,4,0,0
2119,organic,free,3,0,1
2120,organic,free,3,0,0
2121,organic,free,4,0,0
2122,organic,free,3,0,0
2123,organic,free,5,0,0
2124,organic,free,4,0,0
2125,organic,free,2,0,1
2126,organic,pro,5,0,0
2127,organic,free,9,1,1
2128,organic,free,9,1,1
2129,organic,pro,4,0,0
2130,organic,free,5,0,0
2131,organic,pro,7,0,1
2132,paid,pro,2,0,0
2133,referral,pro,4,0,0
2134,referral,free,9,1,1
2135,paid,free,2,0,0
2136,paid,free,8,0,1
2137,organic,free,6,0,1
2138,paid,pro,4,1,0
2139,paid,free,5,1,0
2140,referral,free,7,0,0
2141,referral,free,8,1,0
2142,organic,free,5,0,0
2143,paid,free,3,0,0
2144,referral,free,8,1,0
2145,organic,free,9,1,1
2146,referral,pro,5,1,1
2147,organic,free,4,1,0
2148,referral,pro,5,1,1
2149,paid,free,6,0,1
2150,organic,pro,10,1,1
2151,paid,free,8,0,0
2152,organic,free,4,0,0
2153,paid,pro,4,0,0
2154,paid,free,3,0,0
2155,paid,free,8,0,0
2156,referral,free,7,0,1
2157,organic,free,10,1,1
2158,organic,pro,8,1,0
2159,organic,free,5,0,0
2160,organic,pro,10,1,1
2161,organic,free,4,0,1
2162,organic,free,4,1,0
2163,organic,pro,3,1,0
2164,organic,free,4,1,0
2165,referral,free,5,0,0
2166,organic,free,3,0,0
2167,referral,free,2,0,0
2168,organic,free,7,0,1
2169,organic,free,6,0,1
2170,paid,free,9,1,0
2171,organic,pro,10,0,1
2172,organic,free,2,0,0
2173,paid,free,4,0,0
2174,organic,free,6,0,0
2175,organic,free,8,1,1
2176,paid,free,7,1,1
2177,organic,free,10,1,1
2178,referral,pro,8,1,0
2179,organic,free,6,0,1
2180,referral,free,8,0,1
2181,paid,free,4,0,0
2182,referral,pro,6,1,1
2183,referral,free,4,0,0
2184,organic,free,6,0,0
2185,paid,pro,5,1,1
2186,organic,free,7,0,1
2187,referral,free,9,1,1
2188,paid,free,8,1,1
2189,organic,free,8,1,1
2190,referral,pro,8,0,0
2191,organic,free,5,0,0
2192,paid,free,5,0,0
2193,paid,free,5,0,1
2194,organic,pro,5,0,0
2195,paid,pro,6,0,0
2196,referral,free,8,1,1
2197,organic,free,8,1,1
2198,paid,free,7,1,1
2199,organic,pro,2,0,0
2200,paid,free,7,0,1
2201,organic,free,5,0,1
2202,referral,pro,7,0,0
2203,referral,pro,3,0,0
2204,organic,free,7,1,1
2205,organic,pro,10,1,1
2206,paid,free,8,1,1
2207,paid,free,5,0,0
2208,organic,pro,7,1,0
2209,organic,free,5,1,1
2210,organic,free,3,0,0
2211,referral,free,3,0,0
2212,paid,free,2,1,1
2213,referral,free,4,0,0
2214,paid,free,6,1,0
2215,referral,free,8,0,0
2216,organic,free,6,1,1
2217,organic,pro,9,1,1
2218,referral,free,9,1,1
2219,referral,free,3,0,0
2220,organic,free,6,0,1
2221,organic,free,7,1,0
2222,paid,free,7,1,1
2223,organic,pro,9,1,1
2224,organic,pro,5,0,0
2225,referral,free,8,1,1
2226,organic,pro,3,0,0
2227,paid,free,6,0,0
2228,organic,free,6,1,0
2229,organic,free,6,0,0
2230,paid,free,5,0,1
2231,organic,pro,7,0,1
2232,paid,free,7,1,1
2233,organic,free,5,0,0
2234,referral,free,7,0,0
2235,paid,free,5,1,0
2236,referral,free,8,1,1
2237,organic,pro,6,0,1
2238,organic,free,7,1,1
2239,organic,free,6,0,1
2240,paid,free,9,1,1
2241,organic,free,1,0,0
2242,organic,free,2,0,0
2243,organic,pro,7,1,1
2244,organic,free,4,0,0
2245,organic,free,5,1,0
2246,organic,free,6,1,1
2247,organic,free,6,1,1
2248,paid,free,3,0,0
2249,organic,free,4,0,1
2250,organic,free,9,1,1
2251,paid,free,4,0,1
2252,paid,free,3,0,0
2253,organic,free,5,0,1
2254,paid,free,5,0,0
2255,referral,pro,6,1,1
2256,paid,pro,6,0,1
2257,referral,free,2,0,0
2258,paid,free,4,0,0
2259,organic,free,6,1,0
2260,organic,pro,4,0,1
2261,paid,free,5,0,0
2262,referral,free,7,1,1
2263,paid,free,8,1,1
2264,organic,free,6,1,0
2265,paid,free,6,0,1
2266,organic,free,6,0,0
2267,paid,pro,6,0,0
2268,paid,pro,6,1,1
2269,paid,free,4,0,0
2270,referral,free,5,0,0
2271,paid,pro,6,0,0
2272,paid,pro,5,0,1
2273,paid,pro,7,1,0
2274,referral,pro,9,1,1
2275,referral,free,4,1,0
2276,organic,free,7,1,1
2277,paid,free,5,0,0
2278,organic,free,11,1,1
2279,referral,free,3,0,0
2280,paid,free,2,0,0
2281,organic,free,11,1,1
2282,organic,free,3,0,0
2283,organic,free,5,1,1
2284,paid,free,6,0,1
2285,organic,free,8,0,1
2286,organic,free,9,1,1
2287,referral,free,5,0,0
2288,paid,free,2,0,0
2289,organic,free,7,0,1
2290,organic,free,6,0,1
2291,referral,pro,5,0,0
2292,paid,free,6,1,1
2293,paid,free,9,1,1
2294,organic,pro,8,1,0
2295,organic,free,6,0,0
2296,organic,pro,5,0,0
2297,paid,free,5,1,0
2298,organic,free,5,0,1
2299,organic,free,2,0,0
2300,paid,free,5,1,0
2301,referral,pro,6,0,0
2302,paid,free,8,1,0
2303,paid,free,5,0,0
2304,paid,free,5,0,0
2305,organic,pro,6,0,0
2306,organic,free,9,1,0
2307,paid,free,6,0,0
2308,organic,pro,2,0,1
2309,paid,free,5,0,1
2310,referral,free,5,0,0
2311,referral,free,9,1,1
2312,organic,free,13,1,1
2313,organic,pro,8,1,1
2314,organic,free,12,1,1
2315,organic,pro,5,0,0
2316,organic,free,9,0,1
2317,organic,free,7,0,0
2318,paid,free,4,0,0
2319,paid,free,8,1,0
2320,referral,free,8,1,0
2321,organic,free,2,0,0
2322,organic,free,10,1,1
2323,organic,pro,5,0,1
2324,organic,free,10,1,1
2325,organic,free,4,0,0
2326,referral,free,6,0,0
2327,organic,free,8,1,1
2328,organic,free,9,1,1
2329,paid,pro,3,0,0
2330,paid,free,9,1,1
2331,paid,free,5,1,0
2332,organic,free,6,0,1
2333,referral,free,9,1,0
2334,organic,free,7,1,1
2335,organic,free,6,1,1
2336,paid,free,6,0,0
2337,referral,free,3,0,0
2338,organic,pro,4,1,0
2339,paid,free,9,0,1
2340,organic,free,5,1,0
2341,organic,free,6,0,0
2342,organic,free,5,0,1
2343,paid,free,5,0,0
2344,organic,free,3,0,0
2345,paid,free,4,1,0
2346,organic,free,7,0,0
2347,referral,free,5,0,0
2348,referral,pro,8,0,1
2349,organic,pro,5,0,1
2350,organic,pro,4,0,0
2351,organic,free,5,0,1
2352,referral,free,10,1,1
2353,organic,free,8,1,1
2354,paid,free,6,0,0
2355,organic,pro,5,0,0
2356,paid,free,5,0,1
2357,paid,free,7,1,0
2358,paid,pro,10,1,1
2359,referral,free,11,1,1
2360,organic,free,8,1,1
2361,referral,free,6,1,0
2362,organic,free,3,1,0
2363,paid,pro,6,0,0
2364,referral,free,6,1,0
2365,paid,free,10,1,1
2366,paid,free,6,1,0
2367,organic,pro,8,1,0
2368,organic,pro,2,0,0
2369,organic,pro,6,0,1
2370,paid,pro,4,0,1
2371,paid,free,9,1,1
2372,organic,free,8,0,1
2373,organic,pro,4,0,1
2374,organic,free,7,0,0
2375,organic,free,6,1,1
2376,organic,free,5,0,0
2377,referral,free,8,1,1
2378,paid,free,8,0,1
2379,organic,pro,7,1,1
2380,paid,free,9,1,1
2381,referral,free,11,1,1
2382,organic,free,2,0,0
2383,organic,free,2,0,0
2384,organic,free,7,0,0
2385,organic,free,3,0,0
2386,paid,free,7,1,1
2387,referral,free,8,1,0
2388,organic,free,6,1,0
2389,paid,free,7,1,1
2390,organic,free,11,0,1
2391,paid,free,2,0,0
2392,paid,free,3,0,1
2393,organic,free,2,0,0
2394,organic,pro,8,1,1
2395,paid,free,6,0,1
2396,referral,free,5,0,0
2397,organic,free,6,0,1
2398,organic,free,3,0,0
2399,organic,free,4,1,0
2400,paid,free,5,0,1
2401,paid,free,5,1,0
2402,paid,free,10,1,1
2403,paid,pro,5,0,0
2404,referral,free,5,0,0
2405,referral,pro,5,0,0
2406,organic,pro,8,1,1
2407,paid,free,6,1,0
2408,organic,free,9,0,1
2409,organic,free,8,1,1
2410,referral,free,4,0,1
2411,paid,free,7,1,1
2412,referral,free,5,1,0
2413,organic,free,11,1,0
2414,paid,free,7,1,1
2415,paid,free,9,1,1
2416,organic,free,7,0,0
2417,organic,pro,7,1,1
2418,paid,free,4,0,0
2419,organic,free,2,0,1
2420,referral,free,5,0,0
2421,organic,pro,7,1,0
2422,organic,free,3,1,0
2423,paid,free,9,1,1
2424,organic,pro,0,0,0
2425,referral,free,8,0,1
2426,paid,free,2,0,0
2427,organic,free,11,1,1
2428,paid,free,5,1,0
2429,paid,free,6,0,0
2430,paid,free,5,0,0
2431,referral,free,4,0,0
2432,paid,free,7,0,1
2433,paid,pro,10,1,1
2434,organic,pro,1,0,1
2435,paid,free,7,1,0
2436,referral,free,5,0,0
2437,paid,free,5,0,0
2438,paid,free,7,0,0
2439,organic,free,4,0,0
2440,paid,free,7,1,1
2441,referral,free,4,1,0
2442,organic,free,4,0,1
2443,organic,free,6,0,0
2444,paid,free,5,0,0
2445,paid,free,6,1,1
2446,paid,free,11,0,0
2447,organic,free,4,0,1
2448,organic,free,6,0,1
2449,paid,free,10,1,0
2450,paid,free,3,0,0
2451,paid,free,6,1,0
2452,paid,pro,5,0,1
2453,paid,free,3,0,0
2454,paid,free,9,1,1
2455,paid,free,5,0,0
2456,paid,free,5,0,1
2457,paid,free,9,1,1
2458,organic,free,9,0,1
2459,organic,free,5,0,0
2460,paid,free,4,0,0
2461,referral,free,10,1,1
2462,paid,free,7,1,0
2463,organic,free,6,1,1
2464,paid,free,5,0,0
2465,organic,free,1,0,0
2466,paid,free,6,1,1
2467,referral,free,6,0,1
2468,paid,free,7,1,0
2469,paid,free,5,1,1
2470,organic,pro,7,0,1
2471,organic,free,6,1,1
2472,referral,free,12,1,1
2473,paid,free,8,1,1
2474,paid,free,4,0,0
2475,organic,free,7,1,1
2476,organic,free,7,0,0
2477,organic,free,2,1,0
2478,organic,pro,5,0,1
2479,organic,free,5,0,0
2480,referral,free,3,0,0
2481,paid,free,5,0,0
2482,organic,free,5,0,0
2483,organic,pro,8,1,0
2484,organic,free,9,0,1
2485,referral,free,9,1,1
2486,organic,free,6,0,0
2487,paid,free,5,0,0
2488,referral,pro,10,1,1
2489,organic,free,8,0,1
2490,paid,free,6,0,0
2491,referral,free,7,0,1
2492,organic,free,5,0,1
2493,organic,pro,6,1,1
2494,referral,pro,3,0,0
2495,referral,free,5,0,0
2496,paid,free,3,0,0
2497,paid,pro,5,0,1
2498,organic,free,10,1,1
2499,referral,free,3,0,0
2500,paid,pro,8,1,0
2501,organic,free,5,1,1
2502,paid,pro,4,0,1
2503,referral,free,9,1,0
2504,referral,pro,10,1,1
2505,organic,free,3,0,0
2506,organic,free,5,1,0
2507,referral,free,9,0,1
2508,referral,free,7,0,0
2509,paid,free,5,0,0
2510,paid,pro,5,1,1
2511,paid,pro,4,0,0
2512,organic,pro,3,0,0
2513,organic,free,8,1,1
2514,organic,free,3,0,0
2515,organic,free,5,1,0
2516,referral,free,4,0,1
2517,organic,free,5,0,0
2518,organic,free,4,0,0
2519,paid,free,7,0,1
2520,organic,free,5,0,0
2521,organic,free,3,0,0
2522,paid,free,5,0,0
2523,organic,free,10,1,1
2524,paid,pro,5,1,0
2525,referral,pro,9,0,1
2526,organic,free,4,0,0
2527,referral,pro,8,1,1
2528,referral,pro,7,1,0
2529,referral,free,5,1,0
2530,paid,free,2,0,0
2531,paid,free,6,1,0
2532,paid,free,11,1,1
2533,paid,free,6,0,1
2534,organic,free,8,1,0
2535,referral,pro,8,1,1
2536,paid,free,11,1,1
2537,paid,free,5,0,0
2538,organic,pro,5,0,0
2539,organic,pro,6,1,0
2540,paid,free,7,1,1
2541,paid,free,11,1,1
2542,organic,pro,5,1,1
2543,organic,free,8,1,1
2544,organic,pro,5,1,1
2545,paid,free,8,0,1
2546,organic,free,3,1,0
2547,referral,free,8,0,1
2548,organic,free,1,0,0
2549,organic,free,5,1,0
2550,organic,free,4,0,0
2551,paid,free,9,1,0
2552,paid,free,2,0,0
2553,paid,free,6,1,1
2554,referral,pro,8,1,1
2555,organic,free,12,1,1
2556,paid,free,5,1,1
2557,organic,free,8,1,0
2558,organic,pro,7,1,1
2559,paid,free,6,0,0
2560,organic,free,7,1,1
2561,paid,free,6,0,0
2562,paid,pro,7,0,1
2563,paid,pro,3,1,0
2564,paid,free,3,0,0
2565,paid,free,3,0,0
2566,organic,free,7,1,0
2567,organic,free,5,0,0
2568,organic,free,8,0,1
2569,paid,free,3,0,0
2570,referral,pro,6,0,0
2571,organic,pro,8,1,1
2572,paid,free,5,1,0
2573,paid,free,4,0,1
2574,referral,free,7,0,0
2575,paid,free,8,0,1
2576,paid,free,11,1,1
2577,paid,free,3,0,0
2578,referral,free,3,0,0
2579,organic,free,9,0,1
2580,referral,free,5,1,0
2581,organic,free,6,1,1
2582,referral,free,12,1,1
2583,organic,free,6,0,0
2584,organic,free,6,1,1
2585,organic,free,4,0,0
2586,organic,free,5,1,0
2587,organic,free,4,1,0
2588,organic,free,12,1,1
2589,paid,free,7,1,0
2590,organic,free,4,1,0
2591,paid,pro,3,0,0
2592,referral,pro,7,1,1
2593,paid,free,9,1,1
2594,organic,pro,5,1,1
2595,organic,free,3,0,0
2596,referral,free,8,1,1
2597,organic,free,7,1,0
2598,organic,free,7,1,1
2599,referral,free,7,0,1
2600,referral,free,4,1,0
2601,organic,free,8,1,1
2602,paid,pro,6,0,0
2603,paid,free,5,0,1
2604,paid,pro,3,1,0
2605,organic,pro,7,0,1
2606,organic,pro,2,0,0
2607,paid,free,6,0,0
2608,organic,free,2,0,0
2609,paid,free,12,1,1
2610,organic,pro,11,1,1
2611,referral,free,1,0,0
2612,referral,free,8,1,1
2613,paid,free,7,0,0
2614,paid,free,4,0,0
2615,organic,pro,3,0,0
2616,paid,free,7,0,1
2617,organic,free,8,0,1
2618,referral,free,4,0,0
2619,referral,free,7,1,1
2620,referral,free,5,0,1
2621,referral,free,8,0,0
2622,referral,free,5,0,1
2623,organic,pro,4,0,1
2624,referral,free,7,0,1
2625,paid,pro,2,0,0
2626,organic,free,11,1,1
2627,paid,free,8,1,0
2628,organic,free,7,1,1
2629,organic,free,7,1,1
2630,organic,free,8,0,1
2631,organic,free,6,1,1
2632,paid,free,5,0,1
2633,referral,pro,10,1,1
2634,paid,pro,3,0,0
2635,paid,free,9,1,1
2636,organic,free,5,0,0
2637,paid,free,10,1,1
2638,organic,free,8,0,1
2639,referral,free,8,1,1
2640,organic,pro,7,0,1
2641,paid,free,10,1,1
2642,paid,free,6,0,1
2643,paid,free,7,1,0
2644,referral,free,0,0,0
2645,organic,free,5,0,0
2646,referral,pro,7,1,1
2647,paid,free,6,0,1
2648,paid,pro,3,1,0
2649,paid,pro,6,1,0
2650,referral,free,5,0,1
2651,referral,free,1,0,0
2652,organic,free,5,0,1
2653,referral,free,8,1,0
2654,paid,free,12,1,1
2655,paid,free,8,1,1
2656,referral,free,8,1,1
2657,organic,pro,7,1,1
2658,paid,free,5,0,1
2659,organic,free,6,0,0
2660,organic,free,2,1,0
2661,referral,free,2,0,0
2662,organic,free,9,1,1
2663,organic,free,6,1,1
2664,organic,free,9,1,1
2665,paid,free,7,1,0
2666,referral,free,7,0,1
2667,referral,free,7,0,0
2668,organic,pro,6,1,1
2669,paid,free,7,1,1
2670,paid,free,10,1,0
2671,paid,free,7,0,1
2672,organic,free,6,0,0
2673,organic,free,4,1,0
2674,paid,free,6,1,1
2675,paid,pro,10,1,0
2676,paid,free,8,1,1
2677,paid,free,6,0,1
2678,referral,free,4,1,1
2679,paid,free,2,0,0
2680,organic,free,5,0,0
2681,referral,pro,0,0,0
2682,referral,free,9,1,0
2683,organic,pro,6,1,1
2684,paid,free,3,0,0
2685,organic,free,3,0,0
2686,paid,pro,5,0,0
2687,organic,free,7,1,0
2688,paid,free,8,0,1
2689,organic,free,5,0,0
2690,paid,pro,9,1,1
2691,referral,pro,4,0,0
2692,organic,free,4,0,1
2693,referral,free,6,0,1
2694,referral,free,4,0,1
2695,referral,free,3,0,0
2696,organic,free,5,0,1
2697,referral,free,5,0,1
2698,organic,pro,3,1,0
2699,organic,free,4,0,0
2700,referral,free,3,0,0
2701,paid,pro,8,0,1
2702,paid,free,11,1,1
2703,organic,free,8,1,1
2704,referral,free,9,1,1
2705,paid,free,6,0,0
2706,paid,free,7,1,1
2707,referral,free,4,0,1
2708,organic,free,8,0,0
2709,organic,free,1,0,0
2710,paid,free,3,0,0
2711,referral,free,6,1,1
2712,organic,free,5,1,1
2713,organic,pro,8,1,1
2714,organic,free,2,0,0
2715,referral,free,4,1,0
2716,organic,free,5,0,0
2717,paid,free,4,0,0
2718,referral,free,6,0,1
2719,organic,free,5,1,1
2720,paid,free,4,0,0
2721,paid,pro,11,1,1
2722,referral,free,10,1,0
2723,organic,free,6,0,0
2724,organic,free,7,1,1
2725,organic,free,3,0,0
2726,paid,free,2,0,0
2727,paid,free,3,0,0
2728,organic,free,7,0,1
2729,organic,pro,5,1,0
2730,referral,free,2,0,0
2731,organic,free,9,1,1
2732,organic,free,2,0,0
2733,paid,free,6,0,0
2734,organic,free,5,0,1
2735,organic,free,9,1,1
2736,paid,free,0,0,0
2737,organic,free,6,0,1
2738,paid,free,5,0,1
2739,paid,free,3,0,0
2740,paid,free,6,0,1
2741,organic,free,5,0,0
2742,referral,free,9,1,0
2743,organic,free,12,1,0
2744,paid,free,9,1,1
2745,organic,pro,8,0,1
2746,paid,pro,4,1,0
2747,organic,free,2,0,0
2748,organic,free,5,0,0
2749,paid,pro,3,0,0
2750,organic,pro,7,1,1
2751,organic,free,7,1,1
2752,paid,free,4,0,0
2753,referral,free,6,0,0
2754,organic,pro,3,0,0
2755,referral,pro,9,1,1
2756,paid,pro,7,0,1
2757,referral,free,3,0,1
2758,paid,pro,6,0,0
2759,paid,free,6,0,0
2760,paid,free,8,0,0
2761,paid,free,7,1,1
2762,referral,free,2,1,0
2763,organic,free,8,1,1
2764,organic,free,4,0,0
2765,organic,free,9,1,1
2766,referral,pro,6,1,1
2767,organic,free,9,1,1
2768,paid,free,5,1,0
2769,referral,free,9,1,1
2770,referral,free,6,0,0
2771,organic,free,5,0,0
2772,paid,free,8,1,1
2773,referral,free,5,0,1
2774,organic,free,8,1,1
2775,paid,pro,3,0,0
2776,organic,free,7,0,1
2777,paid,free,8,0,0
2778,paid,free,4,0,1
2779,organic,pro,7,1,1
2780,organic,free,4,0,0
2781,organic,free,5,1,1
2782,organic,free,6,1,0
2783,paid,free,7,1,0
2784,organic,pro,4,1,1
2785,organic,free,6,0,0
2786,paid,free,7,1,0
2787,paid,pro,7,1,1
2788,paid,pro,5,1,0
2789,referral,free,3,0,0
2790,organic,free,4,0,0
2791,referral,free,6,1,1
2792,organic,free,6,1,1
2793,paid,pro,5,1,0
2794,referral,pro,11,1,1
2795,referral,free,1,0,0
2796,paid,free,12,1,1
2797,paid,free,3,0,0
2798,organic,free,7,0,1
2799,paid,pro,7,1,1
2800,paid,free,3,0,0
2801,referral,free,12,1,1
2802,paid,free,8,1,1
2803,organic,free,8,0,1
2804,paid,free,6,1,1
2805,organic,free,9,1,1
2806,organic,free,9,1,0
2807,organic,free,8,1,1
2808,paid,free,6,1,0
2809,organic,free,9,1,1
2810,organic,free,7,1,0
2811,organic,pro,5,1,1
2812,referral,free,7,1,0
2813,paid,pro,9,1,1
2814,organic,free,6,1,0
2815,organic,free,6,0,0
2816,paid,free,12,1,1
2817,organic,free,5,1,1
2818,paid,pro,5,0,0
2819,organic,free,7,0,1
2820,referral,free,6,1,0
2821,organic,free,8,0,0
2822,paid,free,7,1,0
2823,organic,free,9,1,1
2824,referral,pro,3,0,0
2825,referral,free,8,0,0
2826,paid,free,6,0,1
2827,paid,pro,5,0,0
2828,organic,free,5,1,0
2829,referral,free,2,1,0
2830,paid,pro,4,0,0
2831,organic,free,10,1,1
2832,paid,free,5,1,1
2833,paid,pro,5,1,1
2834,referral,free,7,1,1
2835,paid,pro,5,0,1
2836,paid,free,9,1,0
2837,paid,free,5,1,0
2838,organic,free,6,1,0
2839,organic,free,6,0,0
2840,organic,free,3,0,0
2841,paid,free,7,1,1
2842,organic,free,6,0,1
2843,organic,free,8,1,1
2844,organic,free,6,0,1
2845,organic,free,4,0,1
2846,paid,free,6,0,1
2847,organic,free,7,0,1
2848,organic,free,3,0,0
2849,paid,free,6,0,1
2850,organic,free,7,0,0
2851,organic,free,5,1,0
2852,organic,free,4,0,0
2853,referral,free,1,0,0
2854,organic,free,7,1,0
2855,paid,pro,7,0,1
2856,referral,free,6,0,1
2857,paid,free,5,1,1
2858,organic,free,6,0,1
2859,paid,free,2,0,0
2860,paid,free,10,0,1
2861,organic,free,7,0,0
2862,paid,free,5,1,0
2863,organic,free,6,1,0
2864,organic,free,5,0,0
2865,organic,free,6,1,1
2866,organic,free,8,0,1
2867,organic,free,10,1,1
2868,paid,free,7,1,1
2869,referral,free,4,0,0
2870,organic,free,5,1,0
2871,paid,free,6,1,1
2872,paid,pro,3,0,0
2873,organic,pro,11,1,1
2874,organic,free,7,0,0
2875,organic,free,5,0,1
2876,organic,free,3,0,0
2877,organic,pro,3,0,1
2878,organic,free,4,1,0
2879,paid,free,6,1,0
2880,organic,free,7,0,1
2881,organic,free,3,0,0
2882,organic,free,11,1,1
2883,paid,free,7,0,0
2884,organic,free,4,0,0
2885,paid,free,9,0,1
2886,organic,free,4,1,0
2887,organic,free,6,1,0
2888,referral,pro,8,1,1
2889,organic,pro,6,1,1
2890,organic,free,6,0,0
2891,organic,pro,12,1,1
2892,referral,free,4,0,0
2893,paid,free,10,1,1
2894,paid,pro,8,1,1
2895,referral,free,7,1,1
2896,organic,pro,2,0,0
2897,referral,free,9,1,1
2898,organic,free,6,1,0
2899,paid,free,2,0,0
2900,organic,free,8,0,1
2901,organic,pro,13,1,1
2902,referral,free,5,0,1
2903,organic,free,6,1,0
2904,referral,free,7,1,1
2905,organic,free,3,0,0
2906,paid,free,9,1,0
2907,referral,free,7,1,1
2908,organic,free,7,0,1
2909,referral,free,8,0,1
2910,paid,free,6,0,0
2911,paid,free,3,0,0
2912,organic,free,7,0,1
2913,paid,free,14,1,1
2914,paid,free,5,0,0
2915,paid,free,5,0,1
2916,organic,free,4,0,0
2917,organic,free,5,0,0
2918,referral,free,3,0,0
2919,organic,pro,7,1,0
2920,paid,free,7,0,1
2921,referral,free,6,0,1
2922,organic,free,7,0,0
2923,organic,free,4,1,0
2924,paid,free,10,1,1
2925,organic,free,11,1,1
2926,paid,free,7,1,1
2927,paid,free,3,0,0
2928,paid,pro,4,1,1
2929,organic,free,6,0,1
2930,paid,free,2,0,0
2931,paid,free,9,1,1
2932,organic,free,7,0,1
2933,paid,pro,10,1,1
2934,referral,free,4,0,0
2935,paid,pro,8,1,1
2936,paid,free,5,0,0
2937,organic,free,7,1,1
2938,organic,free,7,0,0
2939,organic,free,2,0,0
2940,organic,free,10,1,1
2941,referral,free,6,1,1
2942,organic,pro,5,1,0
2943,referral,free,7,0,1
2944,organic,free,4,1,1
2945,organic,free,6,1,0
2946,organic,free,4,0,1
2947,organic,free,11,0,1
2948,paid,free,5,1,0
2949,referral,pro,9,1,1
2950,referral,free,8,0,1
2951,organic,free,7,0,1
2952,paid,free,6,1,0
2953,organic,free,5,1,0
2954,referral,free,3,0,0
2955,paid,free,7,1,0
2956,organic,free,7,0,0
2957,organic,free,4,1,1
2958,organic,free,8,1,1
2959,organic,pro,2,0,0
2960,referral,free,8,0,1
2961,paid,free,7,1,1
2962,referral,free,4,0,1
2963,organic,free,5,0,1
2964,paid,pro,8,1,1
2965,organic,free,3,0,0
2966,paid,free,4,1,0
2967,organic,free,3,0,0
2968,organic,free,7,1,1
2969,paid,free,8,1,0
2970,organic,pro,6,0,1
2971,paid,free,7,1,1
2972,paid,free,7,1,1
2973,organic,free,6,0,1
2974,referral,pro,8,0,0
2975,paid,free,5,0,0
2976,referral,free,7,1,1
2977,paid,free,9,1,1
2978,paid,free,5,0,0
2979,paid,pro,12,1,1
2980,referral,free,8,1,0
2981,paid,free,5,1,0
2982,organic,free,6,0,0
2983,organic,pro,7,1,1
2984,paid,free,6,1,1
2985,organic,pro,7,0,1
2986,organic,pro,8,1,1
2987,organic,pro,4,0,0
2988,paid,free,6,1,0
2989,organic,free,5,0,0
2990,paid,pro,5,0,1
2991,paid,pro,6,1,0
2992,referral,free,10,0,1
2993,organic,free,5,0,0
2994,paid,free,4,1,0
2995,paid,free,6,0,1
2996,paid,pro,5,1,1
2997,paid,free,9,1,1
2998,organic,free,4,0,0
2999,referral,free,0,0,0
3000,organic,pro,2,0,0
3001,referral,free,6,1,0
3002,paid,free,5,0,0
3003,organic,free,5,0,0
3004,paid,pro,9,1,1
3005,organic,free,6,1,0
3006,paid,free,4,1,0
3007,paid,free,4,0,0
3008,organic,pro,7,1,0
3009,organic,free,4,0,0
3010,paid,free,11,1,1
3011,organic,free,6,1,1
3012,referral,free,9,1,1
3013,paid,pro,5,0,0
3014,paid,free,5,1,1
3015,organic,free,4,0,1
3016,paid,pro,8,1,1
3017,referral,free,8,1,1
3018,organic,pro,7,1,1
3019,organic,free,9,1,0
3020,organic,free,9,1,1
3021,organic,pro,3,0,0
3022,paid,pro,8,1,1
3023,paid,free,7,1,0
3024,paid,free,6,1,1
3025,organic,pro,9,1,1
3026,organic,free,8,1,1
3027,organic,free,8,1,1
