query_id,team,query_type,bytes_scanned_gb,table_count,scheduled_hour,migrated,runtime_sec
1740,growth,adhoc,2.28,4,17,1,11.09
1741,finance,dashboard,1.31,5,12,1,9.09
1742,growth,adhoc,10.23,4,4,0,30.92
1743,product,dashboard,3.52,5,16,1,22.33
1744,product,adhoc,0.48,4,2,1,2.96
1745,growth,adhoc,4.21,5,6,1,12.4
1746,growth,adhoc,0.86,3,20,1,3.93
1747,growth,etl,1.07,1,0,1,4.25
1748,product,dashboard,2.84,4,12,1,18.04
1749,finance,adhoc,1.17,5,9,1,5.96
1750,product,dashboard,5.38,3,21,1,27.0
1751,product,adhoc,0.86,4,5,1,4.64
1752,finance,adhoc,1.02,4,0,1,6.87
1753,growth,adhoc,0.98,1,11,1,3.7
1754,finance,etl,1.08,2,16,1,6.44
1755,finance,dashboard,6.75,3,0,1,25.92
1756,finance,etl,4.02,6,3,0,21.89
1757,ml,dashboard,13.21,7,8,0,66.24
1758,growth,adhoc,24.4,7,3,0,109.59
1759,growth,etl,0.65,3,10,1,2.38
1760,platform,adhoc,2.18,1,4,1,12.78
1761,ml,etl,0.55,3,20,1,2.52
1762,finance,etl,0.86,2,0,1,3.52
1763,product,dashboard,1.01,3,0,1,5.05
1764,growth,ml_features,0.63,5,23,1,4.23
1765,platform,ml_features,0.63,3,22,1,2.39
1766,product,dashboard,1.72,3,15,1,6.57
1767,finance,dashboard,0.53,3,1,1,4.16
1768,finance,dashboard,5.09,3,21,0,19.61
1769,finance,etl,0.73,4,4,1,4.32
1770,product,ml_features,44.28,3,3,0,104.29
1771,growth,etl,1.23,4,0,1,9.35
1772,product,dashboard,2.18,4,19,0,13.6
1773,growth,dashboard,0.48,4,12,1,2.98
1774,platform,adhoc,13.15,6,2,0,84.19
1775,growth,dashboard,6.9,4,12,0,42.45
1776,ml,dashboard,2.79,4,3,1,15.36
1777,finance,dashboard,0.46,3,17,1,3.89
1778,finance,dashboard,2.54,5,20,0,12.17
1779,finance,dashboard,0.59,5,22,1,5.58
1780,product,etl,10.06,5,4,1,61.39
1781,finance,dashboard,4.9,3,11,1,36.43
1782,finance,dashboard,2.24,3,19,1,5.5
1783,growth,adhoc,0.14,6,21,1,1.12
1784,finance,ml_features,0.68,3,21,1,3.9
1785,platform,etl,4.29,3,3,1,15.73
1786,growth,adhoc,7.65,3,0,1,27.92
1787,platform,adhoc,6.82,2,9,0,31.34
1788,platform,adhoc,0.35,2,22,1,2.67
1789,product,adhoc,2.81,3,1,0,17.48
1790,growth,adhoc,6.15,8,13,1,41.61
1791,product,adhoc,0.32,4,7,1,2.22
1792,platform,adhoc,2.0,3,14,1,10.96
1793,finance,dashboard,2.72,6,16,1,27.95
1794,finance,dashboard,1.45,4,20,1,7.91
1795,finance,dashboard,0.26,6,18,1,3.56
1796,finance,dashboard,1.41,5,16,0,12.64
1797,growth,adhoc,1.4,6,10,1,11.16
1798,growth,adhoc,1.71,5,23,1,6.02
1799,product,dashboard,1.08,1,6,1,6.37
1800,finance,dashboard,1.24,4,22,1,4.09
1801,growth,dashboard,1.93,4,2,1,8.75
1802,ml,adhoc,3.28,3,6,1,9.65
1803,finance,dashboard,1.44,3,1,0,9.36
1804,growth,dashboard,1.28,6,17,1,8.05
1805,growth,dashboard,2.23,3,15,1,14.07
1806,finance,adhoc,0.24,5,9,1,1.2
1807,product,dashboard,3.4,3,9,1,21.39
1808,growth,adhoc,2.01,3,2,1,11.04
1809,platform,adhoc,2.1,4,15,1,9.33
1810,platform,ml_features,5.79,8,7,0,28.17
1811,finance,adhoc,0.24,3,15,1,2.51
1812,platform,dashboard,0.23,3,1,1,1.52
1813,product,dashboard,2.72,4,0,0,16.53
1814,platform,etl,2.0,4,12,1,7.43
1815,growth,dashboard,2.43,4,7,0,11.65
1816,product,etl,1.21,1,0,1,6.67
1817,growth,adhoc,4.18,4,20,1,14.77
1818,growth,dashboard,5.62,2,4,1,17.19
1819,platform,dashboard,3.43,5,16,1,19.38
1820,finance,etl,1.51,2,23,1,5.46
1821,finance,ml_features,0.2,6,9,1,2.63
1822,growth,etl,4.69,2,22,0,22.58
1823,platform,dashboard,7.72,3,3,0,30.54
1824,finance,etl,4.09,3,14,1,33.91
1825,growth,dashboard,0.77,1,21,1,3.42
1826,product,dashboard,4.23,4,23,1,20.33
1827,growth,adhoc,5.19,3,6,1,15.99
1828,growth,ml_features,11.19,1,11,0,45.04
1829,product,dashboard,0.77,4,15,1,6.13
1830,ml,adhoc,1.57,6,11,1,12.56
1831,platform,dashboard,4.58,6,11,1,21.09
1832,growth,dashboard,2.15,2,10,1,7.9
1833,finance,dashboard,0.59,2,3,0,3.31
1834,platform,etl,3.18,2,0,1,13.78
1835,growth,dashboard,3.81,6,21,1,11.31
1836,product,adhoc,2.22,2,8,1,15.78
1837,finance,dashboard,2.56,4,13,1,15.45
1838,platform,adhoc,1.52,3,12,1,5.21
1839,finance,dashboard,10.24,3,2,1,39.78
1840,ml,dashboard,0.75,6,12,1,3.79
1841,finance,adhoc,1.06,6,19,1,4.82
1842,product,adhoc,2.04,3,12,0,13.54
1843,growth,ml_features,5.3,4,17,0,21.04
1844,product,dashboard,0.39,3,8,1,1.75
1845,finance,adhoc,0.48,6,19,1,3.93
1846,growth,etl,0.21,4,17,1,1.66
1847,finance,dashboard,2.09,1,13,1,8.96
1848,growth,etl,0.59,2,22,1,2.85
1849,ml,ml_features,1.32,5,2,1,10.81
1850,platform,etl,4.17,5,19,1,23.2
1851,product,adhoc,0.99,4,12,1,4.5
1852,finance,adhoc,2.6,7,7,0,22.42
1853,growth,adhoc,1.45,8,19,1,8.24
1854,finance,adhoc,4.22,5,6,1,18.56
1855,growth,ml_features,3.4,5,16,0,16.44
1856,product,dashboard,0.94,2,21,1,3.93
1857,platform,etl,1.67,2,13,1,9.24
1858,growth,adhoc,6.35,2,5,0,24.8
1859,growth,dashboard,3.1,1,16,0,23.46
1860,growth,adhoc,0.43,7,2,1,2.31
1861,finance,etl,4.14,5,4,1,17.96
1862,growth,adhoc,0.61,4,6,1,2.04
1863,finance,etl,9.52,4,7,0,33.55
1864,growth,dashboard,6.21,3,12,1,36.95
1865,growth,etl,2.77,2,14,0,21.4
1866,product,adhoc,2.39,3,0,1,15.42
1867,ml,etl,1.6,4,20,1,7.11
1868,growth,dashboard,4.25,4,4,1,16.6
1869,growth,dashboard,1.34,3,22,1,4.97
1870,finance,etl,2.61,4,6,1,11.29
1871,platform,dashboard,5.25,3,23,0,29.51
1872,product,dashboard,1.09,5,13,1,9.01
1873,product,etl,1.02,2,20,0,4.53
1874,product,adhoc,0.54,4,17,1,3.5
1875,ml,etl,0.62,1,12,1,3.32
1876,growth,adhoc,0.27,1,23,1,1.26
1877,growth,ml_features,4.49,3,10,1,22.91
1878,finance,adhoc,14.73,6,4,0,76.06
1879,finance,adhoc,9.66,5,12,0,90.31
1880,growth,etl,0.34,6,16,0,3.15
1881,platform,adhoc,4.47,6,17,1,30.67
1882,product,dashboard,9.62,3,5,0,28.55
1883,ml,dashboard,1.22,4,18,1,7.79
1884,ml,adhoc,2.25,2,14,1,10.88
1885,product,etl,0.22,4,5,1,1.71
1886,platform,adhoc,2.7,4,6,1,13.78
1887,product,etl,0.63,3,18,1,4.84
1888,finance,etl,2.51,4,11,1,13.52
1889,product,dashboard,0.36,3,12,1,2.32
1890,ml,adhoc,3.66,5,11,1,15.16
1891,platform,adhoc,6.21,3,14,0,32.6
1892,product,dashboard,0.85,4,22,1,4.45
1893,growth,adhoc,0.58,3,15,1,5.34
1894,platform,adhoc,0.19,4,6,1,1.23
1895,finance,etl,1.5,3,12,1,7.44
1896,product,adhoc,1.06,6,19,0,7.78
1897,product,dashboard,0.37,1,22,1,1.33
1898,product,adhoc,3.31,4,17,1,19.04
1899,growth,etl,1.23,6,11,1,7.37
1900,product,adhoc,0.62,6,13,1,3.55
1901,growth,dashboard,1.09,3,18,0,7.29
1902,growth,etl,6.54,3,17,0,17.8
1903,growth,dashboard,3.91,3,13,0,24.12
1904,product,dashboard,1.75,7,8,1,10.32
1905,growth,dashboard,3.98,3,16,1,16.78
1906,finance,adhoc,0.56,3,15,1,4.67
1907,platform,etl,2.09,4,15,0,14.79
1908,finance,dashboard,2.37,8,3,0,10.97
1909,platform,etl,1.2,2,23,1,6.29
1910,finance,adhoc,3.25,2,18,1,17.56
1911,growth,etl,0.85,6,18,1,5.63
1912,platform,etl,3.53,3,8,1,13.64
1913,finance,etl,3.7,3,0,1,22.62
1914,ml,dashboard,0.08,1,23,1,0.57
1915,growth,dashboard,7.46,6,12,1,29.28
1916,platform,ml_features,0.07,6,10,1,0.78
1917,finance,adhoc,1.02,4,4,1,3.64
1918,platform,adhoc,6.22,2,22,1,25.02
1919,growth,etl,1.42,5,12,1,7.96
1920,product,etl,0.4,4,6,1,2.14
1921,growth,adhoc,0.6,3,7,1,2.54
1922,platform,etl,6.23,4,7,1,22.87
1923,growth,dashboard,0.24,1,14,1,1.69
1924,finance,etl,6.97,4,19,1,23.26
1925,product,ml_features,1.9,4,11,1,9.16
1926,finance,dashboard,0.54,3,21,1,2.98
1927,platform,dashboard,1.06,5,16,1,6.62
1928,product,etl,0.66,2,11,1,3.76
1929,growth,adhoc,5.22,6,21,0,22.07
1930,platform,dashboard,4.51,3,1,1,14.01
1931,finance,dashboard,0.3,3,4,1,1.72
1932,product,dashboard,1.29,2,8,1,6.92
1933,growth,dashboard,0.78,7,2,1,4.99
1934,finance,etl,8.36,1,19,0,26.83
1935,platform,adhoc,0.46,5,14,1,2.46
1936,ml,adhoc,11.76,2,11,0,44.53
1937,ml,dashboard,1.94,4,10,0,10.69
1938,product,dashboard,0.56,3,17,1,3.76
1939,growth,dashboard,0.96,4,17,1,6.26
1940,finance,etl,0.83,1,9,1,8.17
1941,growth,ml_features,0.5,4,13,1,3.25
1942,product,dashboard,2.24,4,0,1,12.72
1943,growth,ml_features,0.52,3,18,1,4.26
1944,ml,dashboard,0.18,3,16,1,1.64
1945,growth,dashboard,1.33,4,6,1,6.69
1946,growth,etl,0.28,3,7,1,3.15
1947,platform,dashboard,0.88,2,1,1,3.37
1948,growth,etl,0.74,5,11,1,5.94
1949,growth,dashboard,0.77,2,20,0,4.85
1950,product,etl,18.19,6,21,0,50.14
1951,ml,dashboard,2.14,7,15,1,10.28
1952,growth,dashboard,2.64,5,5,1,17.3
1953,finance,dashboard,0.29,4,4,1,1.97
1954,growth,ml_features,0.98,1,8,1,3.23
1955,product,adhoc,2.55,6,4,1,17.75
1956,finance,adhoc,0.65,6,3,0,4.26
1957,product,dashboard,5.47,3,3,0,28.79
1958,finance,dashboard,0.54,4,0,1,4.74
1959,ml,dashboard,1.47,3,0,1,6.53
1960,product,etl,1.06,9,9,1,5.6
1961,product,dashboard,2.41,3,21,1,8.59
1962,finance,dashboard,1.0,3,2,1,2.99
1963,finance,adhoc,1.49,7,19,1,7.02
1964,finance,adhoc,1.55,2,7,1,9.53
1965,product,dashboard,0.9,3,17,1,4.59
1966,growth,dashboard,3.43,5,20,1,12.01
1967,growth,dashboard,2.62,5,14,1,22.69
1968,finance,adhoc,1.83,3,1,1,7.85
1969,growth,dashboard,1.25,5,2,1,7.11
1970,growth,adhoc,4.84,2,15,1,16.48
1971,product,dashboard,1.55,6,13,1,14.22
1972,platform,etl,1.44,5,9,1,9.34
1973,growth,ml_features,2.26,5,13,1,16.52
1974,platform,dashboard,13.02,6,9,0,48.25
1975,growth,adhoc,0.46,6,1,1,4.21
1976,ml,dashboard,4.7,1,12,1,21.55
1977,product,etl,0.25,3,3,1,1.26
1978,finance,adhoc,2.56,4,8,1,10.45
1979,product,adhoc,11.39,5,11,1,46.96
1980,finance,dashboard,3.45,3,1,1,15.04
1981,finance,dashboard,2.43,6,20,0,14.04
1982,finance,adhoc,1.09,6,21,1,9.44
1983,ml,adhoc,2.08,5,1,1,6.22
1984,platform,etl,1.53,3,4,1,8.22
1985,product,etl,0.85,8,7,1,3.86
1986,platform,adhoc,1.46,2,16,1,14.67
1987,growth,adhoc,2.5,3,0,1,15.6
1988,product,etl,0.87,3,18,1,5.29
1989,finance,etl,0.83,4,14,1,6.06
1990,finance,etl,0.45,7,4,1,3.23
1991,ml,ml_features,3.1,10,11,1,20.52
1992,platform,dashboard,3.67,5,3,1,13.95
1993,ml,adhoc,2.6,3,6,0,11.94
1994,product,adhoc,5.82,3,21,1,11.3
1995,finance,dashboard,2.22,5,0,1,15.19
1996,platform,adhoc,3.1,3,0,1,19.75
1997,growth,dashboard,2.81,5,11,1,15.3
1998,platform,adhoc,1.82,3,10,1,14.35
1999,growth,dashboard,1.12,3,19,1,4.77
2000,platform,adhoc,23.0,6,1,0,79.99
2001,product,adhoc,1.22,3,13,1,7.5
2002,growth,adhoc,0.97,6,10,1,8.0
2003,growth,dashboard,3.25,5,12,1,14.95
2004,finance,adhoc,2.66,4,4,1,13.07
2005,finance,dashboard,0.43,3,22,1,2.58
2006,platform,dashboard,6.92,3,22,1,14.51
2007,growth,dashboard,1.82,5,13,0,11.45
2008,finance,etl,0.59,3,7,1,2.97
2009,growth,dashboard,7.45,4,6,0,26.9
2010,growth,adhoc,4.01,4,19,0,15.9
2011,growth,etl,0.5,4,4,1,3.27
2012,platform,dashboard,14.22,2,8,0,32.31
2013,product,etl,4.16,4,2,0,25.05
2014,ml,dashboard,1.99,2,12,1,9.85
2015,finance,dashboard,11.58,4,10,0,75.99
2016,growth,dashboard,2.4,2,16,1,10.19
2017,growth,adhoc,1.95,7,20,1,14.09
2018,finance,ml_features,0.97,3,16,1,6.73
2019,growth,adhoc,3.82,5,0,1,11.12
2020,growth,adhoc,3.4,1,20,1,11.82
2021,product,dashboard,2.05,2,5,1,16.12
2022,growth,ml_features,0.84,4,7,1,5.58
2023,product,adhoc,2.32,3,11,1,9.35
2024,product,dashboard,1.86,4,11,1,9.64
2025,product,ml_features,0.46,4,20,1,3.33
2026,finance,dashboard,0.4,3,20,1,2.47
2027,product,dashboard,3.75,4,3,1,11.04
2028,finance,dashboard,0.12,4,7,1,0.56
2029,growth,dashboard,2.52,6,12,1,18.91
2030,finance,etl,1.19,5,5,1,6.01
2031,growth,adhoc,8.49,4,7,1,42.18
2032,finance,ml_features,1.17,4,6,1,6.53
2033,product,dashboard,4.16,4,7,1,14.35
2034,platform,adhoc,1.3,4,7,1,6.49
2035,growth,adhoc,2.28,5,17,1,12.31
2036,growth,adhoc,4.53,5,3,0,23.48
2037,growth,adhoc,1.21,6,20,1,5.55
2038,ml,adhoc,6.03,3,4,1,15.55
2039,finance,adhoc,0.67,5,20,1,3.8
2040,finance,etl,2.78,4,1,1,10.09
2041,growth,dashboard,5.56,3,22,0,29.21
2042,platform,adhoc,4.16,2,5,1,14.71
2043,finance,adhoc,16.58,3,0,1,57.33
2044,growth,dashboard,0.87,6,21,1,4.78
2045,finance,dashboard,0.44,2,2,1,2.41
2046,product,ml_features,0.67,5,14,1,5.63
2047,finance,dashboard,4.16,4,17,1,22.83
2048,ml,dashboard,3.48,6,7,1,11.33
2049,platform,adhoc,2.25,1,21,0,8.48
2050,product,dashboard,0.59,3,19,1,5.25
2051,ml,dashboard,4.68,5,0,0,24.65
2052,platform,dashboard,0.52,4,14,1,3.28
2053,finance,dashboard,7.21,5,15,1,32.08
2054,platform,dashboard,46.67,4,4,0,212.16
2055,product,etl,3.01,10,19,1,21.87
2056,product,dashboard,3.82,3,14,1,13.73
2057,product,dashboard,1.17,5,13,0,13.92
2058,platform,adhoc,0.27,4,22,1,1.85
2059,ml,dashboard,1.04,5,16,1,7.5
2060,finance,dashboard,0.61,6,1,1,5.62
2061,product,dashboard,0.41,2,18,1,2.77
2062,product,dashboard,13.39,1,23,1,44.18
2063,platform,dashboard,2.72,7,12,1,12.27
2064,finance,dashboard,3.06,2,10,0,15.62
2065,growth,etl,1.43,4,3,1,5.18
2066,growth,ml_features,1.67,1,11,1,7.26
2067,growth,etl,5.82,5,0,1,26.47
2068,growth,dashboard,1.94,3,0,1,4.95
2069,finance,etl,3.61,5,3,0,19.54
2070,growth,adhoc,1.62,5,6,0,11.24
2071,platform,dashboard,1.38,5,14,1,5.65
2072,finance,ml_features,0.43,6,9,1,2.97
2073,finance,etl,0.23,3,18,1,1.18
2074,platform,dashboard,1.51,4,23,1,8.47
2075,finance,ml_features,2.14,5,19,1,9.37
2076,product,dashboard,0.49,4,17,0,5.03
2077,platform,adhoc,1.94,5,13,1,8.6
2078,finance,dashboard,2.14,4,22,1,10.51
2079,finance,dashboard,0.19,4,5,1,1.04
2080,finance,ml_features,0.74,4,17,1,4.98
2081,finance,adhoc,3.15,4,21,0,13.92
2082,product,dashboard,3.08,3,20,1,15.31
2083,finance,etl,0.57,2,7,1,3.1
2084,finance,etl,2.4,3,0,1,13.84
2085,finance,etl,6.2,2,21,0,23.26
2086,growth,ml_features,4.73,5,20,0,18.04
2087,growth,etl,1.81,6,15,1,13.93
2088,product,adhoc,1.2,2,19,1,5.33
2089,growth,dashboard,1.01,10,12,0,9.41
2090,product,etl,3.37,5,14,1,20.79
2091,ml,dashboard,2.5,3,5,1,8.9
2092,platform,dashboard,4.02,3,16,1,30.7
2093,finance,dashboard,2.33,3,19,1,13.18
2094,finance,dashboard,4.96,5,18,0,31.58
2095,product,adhoc,2.23,8,0,1,14.05
2096,product,etl,4.77,4,1,1,19.99
2097,ml,adhoc,5.25,4,20,1,18.85
2098,finance,adhoc,0.83,2,5,1,4.5
2099,growth,dashboard,0.28,3,15,1,1.84
2100,finance,adhoc,11.0,2,22,0,58.48
2101,ml,dashboard,2.67,4,12,1,21.12
2102,product,dashboard,0.31,3,7,1,1.93
2103,platform,adhoc,0.92,5,23,0,7.1
2104,product,adhoc,4.71,2,2,1,11.91
2105,ml,dashboard,1.48,5,11,1,9.89
2106,product,dashboard,1.15,5,16,1,4.94
2107,ml,dashboard,9.4,4,0,0,39.27
2108,platform,adhoc,0.64,5,9,1,3.8
2109,platform,dashboard,0.84,3,2,1,5.34
2110,ml,dashboard,2.54,3,19,1,11.12
2111,product,etl,3.09,2,10,1,13.49
2112,product,adhoc,3.48,5,13,1,17.95
2113,product,dashboard,5.49,3,22,1,12.12
2114,platform,adhoc,2.51,6,23,1,16.12
2115,platform,dashboard,3.45,5,0,1,22.51
2116,platform,dashboard,1.51,7,17,0,14.37
2117,finance,adhoc,2.16,2,0,1,7.9
2118,platform,dashboard,2.27,3,15,1,9.74
2119,platform,dashboard,2.55,5,23,1,8.11
2120,product,etl,4.71,5,11,1,23.04
2121,finance,adhoc,3.71,4,15,1,10.95
2122,platform,etl,2.11,6,1,1,6.53
2123,platform,etl,0.83,4,0,1,5.7
2124,finance,dashboard,2.17,6,0,1,17.04
2125,product,adhoc,1.95,2,14,1,8.57
2126,product,dashboard,2.49,6,17,1,17.63
2127,product,adhoc,22.81,3,12,0,82.66
2128,finance,dashboard,1.13,2,18,1,8.46
2129,finance,dashboard,3.2,7,4,0,19.4
2130,platform,dashboard,6.52,1,5,0,27.32
2131,ml,etl,2.24,1,3,1,5.52
2132,finance,dashboard,26.35,8,13,0,139.4
2133,ml,adhoc,1.33,3,8,1,5.51
2134,finance,etl,2.88,5,7,1,19.27
2135,growth,adhoc,0.84,7,15,0,6.27
2136,product,dashboard,1.37,6,17,1,8.86
2137,growth,dashboard,2.65,3,12,0,9.43
2138,growth,etl,5.11,3,19,1,20.52
2139,ml,adhoc,2.86,2,19,0,12.67
2140,product,dashboard,8.04,3,10,0,35.85
2141,growth,ml_features,1.81,6,5,1,13.46
2142,finance,dashboard,1.4,6,16,1,9.66
2143,product,dashboard,39.42,5,14,1,131.95
2144,product,dashboard,3.11,6,8,1,12.69
2145,finance,dashboard,0.91,3,21,1,5.49
2146,finance,dashboard,0.94,3,12,1,3.81
2147,product,adhoc,0.71,3,4,1,3.13
2148,product,dashboard,5.64,4,17,0,29.33
2149,ml,adhoc,1.35,3,11,0,7.63
2150,finance,etl,2.32,3,2,1,9.91
2151,platform,etl,1.88,4,15,0,15.79
2152,ml,dashboard,4.5,4,0,0,19.12
2153,finance,etl,0.79,2,16,1,3.62
2154,growth,dashboard,0.62,3,15,1,5.9
2155,product,adhoc,2.58,3,16,1,12.59
2156,ml,dashboard,3.9,5,18,1,24.03
2157,growth,adhoc,2.9,5,0,1,19.91
2158,growth,dashboard,0.83,5,15,1,4.85
2159,product,adhoc,4.24,4,15,0,37.11
2160,platform,dashboard,0.89,3,4,1,6.98
2161,growth,dashboard,1.13,2,23,1,4.3
2162,finance,adhoc,0.71,3,12,1,3.91
2163,growth,dashboard,8.43,4,17,0,51.21
2164,ml,adhoc,4.04,5,9,1,32.0
2165,product,adhoc,3.92,7,14,1,30.12
2166,finance,adhoc,7.94,6,22,1,34.04
2167,platform,adhoc,44.43,3,0,0,154.25
2168,product,etl,0.31,5,16,1,3.0
2169,ml,etl,0.89,2,18,1,5.56
2170,growth,dashboard,1.02,6,12,1,6.56
2171,growth,adhoc,0.79,3,20,1,4.96
2172,finance,adhoc,0.62,5,9,1,4.24
2173,growth,dashboard,1.45,6,20,1,5.05
2174,platform,dashboard,0.53,4,8,1,2.17
2175,product,dashboard,2.91,4,13,1,21.95
2176,finance,adhoc,2.13,3,3,1,7.19
2177,platform,dashboard,3.42,3,1,0,15.68
2178,product,adhoc,3.52,5,16,1,27.29
2179,product,adhoc,3.91,3,7,1,16.46
2180,growth,adhoc,1.34,5,12,0,16.86
2181,ml,dashboard,20.76,5,7,0,77.84
2182,product,etl,2.61,3,1,0,9.88
2183,platform,adhoc,0.26,6,16,1,1.6
2184,platform,dashboard,0.67,3,9,1,2.7
2185,product,dashboard,0.3,3,20,1,2.61
2186,growth,dashboard,2.05,3,18,1,8.4
2187,product,ml_features,1.76,3,22,1,5.34
2188,growth,dashboard,1.2,4,3,1,5.6
2189,ml,dashboard,18.39,5,9,1,69.83
2190,growth,dashboard,3.68,7,18,1,19.66
2191,finance,dashboard,4.48,5,5,1,27.54
2192,product,dashboard,0.72,4,10,1,5.13
2193,product,etl,0.67,4,1,1,4.64
2194,product,adhoc,2.1,6,1,0,21.43
2195,platform,etl,2.44,6,6,1,10.35
2196,platform,dashboard,0.26,3,22,1,1.67
2197,ml,adhoc,1.65,4,1,1,5.67
2198,finance,etl,2.05,4,4,1,14.18
2199,product,adhoc,1.59,4,10,1,9.02
2200,platform,etl,0.82,3,1,1,1.93
2201,finance,dashboard,1.11,5,3,1,4.36
2202,growth,adhoc,1.66,2,12,1,12.68
2203,growth,adhoc,2.23,5,21,1,6.97
2204,product,dashboard,3.92,4,3,1,16.33
2205,product,etl,6.61,5,6,0,34.1
2206,growth,dashboard,1.46,3,1,1,7.84
2207,growth,dashboard,1.22,2,3,1,10.44
2208,growth,etl,3.26,1,16,1,14.32
2209,finance,adhoc,3.94,5,2,1,14.03
2210,growth,etl,1.25,4,2,1,5.09
2211,platform,etl,4.8,4,3,1,26.61
2212,ml,dashboard,5.92,5,23,0,14.85
2213,platform,adhoc,8.34,3,23,1,31.76
2214,platform,ml_features,14.24,4,19,0,82.14
2215,ml,dashboard,0.78,1,3,1,3.63
2216,product,adhoc,2.04,6,20,1,15.06
2217,product,etl,2.04,3,20,1,5.3
2218,platform,dashboard,1.81,4,16,1,14.59
2219,product,etl,0.99,6,16,1,7.53
2220,finance,adhoc,0.39,3,13,1,2.37
2221,growth,etl,2.23,5,7,1,9.65
2222,product,adhoc,0.86,2,16,1,7.72
2223,platform,adhoc,2.21,2,7,0,8.05
2224,product,etl,0.84,4,14,1,4.54
2225,finance,dashboard,0.6,3,16,1,5.85
2226,product,adhoc,2.61,5,19,1,13.56
2227,platform,etl,2.38,6,22,0,15.2
2228,platform,ml_features,3.81,4,4,1,12.63
2229,finance,ml_features,22.3,3,1,0,57.82
2230,finance,adhoc,2.73,4,3,0,20.77
2231,finance,adhoc,3.43,5,7,1,17.25
2232,ml,adhoc,0.62,4,16,1,4.23
2233,growth,adhoc,0.49,4,19,0,2.86
2234,platform,adhoc,11.49,4,4,0,43.6
2235,growth,dashboard,0.73,3,22,1,3.1
2236,ml,dashboard,0.64,2,23,1,3.5
2237,finance,adhoc,1.93,8,16,0,13.07
2238,product,dashboard,1.82,8,3,1,9.96
2239,product,dashboard,0.75,4,17,1,5.62
2240,platform,dashboard,1.44,4,15,1,12.4
2241,platform,etl,7.79,6,7,1,45.93
2242,growth,ml_features,0.83,4,19,1,3.79
2243,growth,adhoc,0.43,2,0,1,2.14
2244,growth,ml_features,5.68,1,6,0,13.58
2245,product,etl,3.46,6,1,1,19.77
2246,product,dashboard,1.02,4,16,1,7.8
2247,finance,dashboard,0.35,3,17,1,2.46
2248,platform,dashboard,0.89,7,22,1,7.77
2249,finance,dashboard,1.9,6,11,1,10.66
2250,finance,adhoc,7.26,3,22,0,29.44
2251,finance,dashboard,0.64,3,7,1,2.51
2252,product,etl,1.83,4,3,1,8.41
2253,growth,adhoc,4.23,5,23,1,16.71
2254,ml,dashboard,0.15,3,2,1,1.14
2255,product,ml_features,6.28,4,19,0,24.54
2256,product,ml_features,0.55,5,7,1,4.48
2257,growth,etl,2.9,2,7,1,7.46
2258,platform,etl,2.64,4,1,1,13.69
2259,platform,ml_features,6.64,5,6,1,13.87
2260,product,adhoc,3.69,4,3,0,16.7
2261,finance,etl,0.15,3,12,1,1.61
2262,finance,dashboard,0.85,3,9,1,5.08
2263,finance,adhoc,2.34,4,7,0,15.82
2264,finance,adhoc,1.63,6,0,0,7.54
2265,product,dashboard,3.41,1,19,0,14.03
2266,finance,dashboard,4.8,3,1,1,15.15
2267,platform,dashboard,3.93,1,3,1,20.15
2268,finance,dashboard,1.59,6,23,1,7.04
2269,product,dashboard,0.26,2,19,1,1.15
2270,ml,dashboard,1.22,1,17,1,8.64
2271,finance,etl,3.18,2,2,1,9.02
2272,growth,adhoc,0.61,5,7,1,2.95
2273,product,adhoc,4.03,4,6,1,19.54
2274,finance,dashboard,5.47,3,2,1,21.99
2275,platform,etl,2.32,4,7,1,8.93
2276,platform,dashboard,0.07,3,11,1,0.61
2277,product,dashboard,0.49,6,6,1,5.01
2278,ml,adhoc,16.04,4,14,0,56.75
2279,growth,etl,1.1,5,12,0,7.96
2280,growth,ml_features,0.23,6,6,1,1.56
2281,finance,etl,7.84,4,19,0,41.85
2282,product,adhoc,2.04,2,13,0,8.26
2283,growth,adhoc,6.79,7,23,1,26.8
2284,growth,adhoc,2.73,7,10,1,16.44
2285,ml,dashboard,3.33,6,17,1,16.78
2286,finance,dashboard,3.0,2,15,1,15.97
2287,growth,ml_features,4.34,4,1,1,21.58
2288,finance,ml_features,24.66,6,10,0,131.93
2289,growth,dashboard,5.86,2,9,0,17.7
2290,growth,dashboard,0.35,3,12,1,2.26
2291,finance,dashboard,3.29,2,19,1,11.93
2292,finance,adhoc,7.07,1,2,0,18.69
2293,platform,dashboard,7.56,3,17,1,26.77
2294,finance,adhoc,1.26,5,5,1,10.46
2295,product,dashboard,7.25,4,11,0,45.48
2296,product,dashboard,5.59,4,11,1,20.25
2297,platform,dashboard,34.12,1,21,1,102.69
2298,ml,etl,0.88,7,12,1,7.89
2299,finance,dashboard,1.15,6,13,1,6.63
2300,growth,adhoc,1.44,1,18,1,8.18
2301,growth,adhoc,1.17,6,7,1,5.96
2302,growth,etl,0.76,6,4,1,2.95
2303,platform,dashboard,0.1,3,6,1,0.62
2304,product,adhoc,1.25,3,16,1,5.52
2305,growth,dashboard,3.02,4,13,1,13.95
2306,growth,adhoc,1.17,1,10,1,6.9
2307,platform,adhoc,16.93,4,10,0,87.03
2308,product,etl,2.04,3,0,1,9.9
2309,growth,ml_features,8.33,4,4,0,37.11
2310,platform,etl,2.68,4,1,0,10.05
2311,product,etl,5.0,2,6,1,14.92
