order_id,category,customer_type,items_in_cart,used_code,discount_pct,order_value
2547,big_ticket,repeat,4,1,0.105,385.82
2548,everyday,new,2,0,0.0,63.28
2549,everyday,new,2,0,0.0,30.28
2550,everyday,new,3,0,0.0,61.13
2551,everyday,new,2,0,0.0,20.73
2552,everyday,new,2,0,0.0,51.0
2553,everyday,new,3,0,0.0,40.97
2554,big_ticket,repeat,6,0,0.0,1111.18
2555,everyday,repeat,4,0,0.0,68.43
2556,everyday,repeat,1,0,0.0,12.64
2557,everyday,new,2,1,0.101,19.24
2558,everyday,repeat,4,0,0.0,83.34
2559,everyday,new,3,1,0.134,79.14
2560,everyday,new,5,0,0.0,42.57
2561,everyday,repeat,1,1,0.149,18.98
2562,everyday,repeat,2,0,0.0,37.3
2563,big_ticket,repeat,4,0,0.0,299.42
2564,everyday,repeat,2,0,0.0,27.64
2565,everyday,repeat,4,1,0.162,114.42
2566,everyday,repeat,1,0,0.0,49.04
2567,everyday,repeat,2,0,0.0,63.51
2568,everyday,new,2,0,0.0,43.46
2569,everyday,new,2,0,0.0,59.86
2570,big_ticket,repeat,9,1,0.169,1519.04
2571,everyday,repeat,2,1,0.13,23.75
2572,everyday,new,2,1,0.109,40.12
2573,big_ticket,new,5,1,0.165,1155.2
2574,big_ticket,new,6,1,0.137,575.64
2575,everyday,repeat,5,0,0.0,132.36
2576,everyday,new,1,0,0.0,15.03
2577,everyday,repeat,3,0,0.0,32.75
2578,big_ticket,new,5,1,0.112,576.63
2579,everyday,new,3,0,0.0,26.88
2580,big_ticket,new,3,1,0.196,678.7
2581,everyday,repeat,2,0,0.0,26.63
2582,big_ticket,new,5,0,0.0,428.81
2583,everyday,repeat,1,1,0.166,20.46
2584,everyday,repeat,1,0,0.0,19.52
2585,everyday,repeat,3,0,0.0,27.29
2586,everyday,new,2,1,0.121,18.68
2587,everyday,repeat,4,0,0.0,63.54
2588,everyday,new,3,0,0.0,68.32
2589,everyday,repeat,3,0,0.0,35.32
2590,everyday,repeat,4,1,0.112,50.99
2591,big_ticket,repeat,4,1,0.179,263.37
2592,big_ticket,repeat,9,1,0.127,873.19
2593,everyday,repeat,3,0,0.0,48.09
2594,everyday,repeat,6,0,0.0,119.57
2595,everyday,new,3,1,0.185,31.67
2596,big_ticket,repeat,6,1,0.177,274.38
2597,everyday,new,4,0,0.0,56.62
2598,everyday,new,1,0,0.0,38.11
2599,big_ticket,repeat,8,1,0.165,792.02
2600,big_ticket,repeat,9,1,0.141,592.93
2601,everyday,repeat,4,0,0.0,63.11
2602,everyday,repeat,3,0,0.0,81.38
2603,everyday,repeat,2,0,0.0,36.96
2604,big_ticket,repeat,5,1,0.122,386.88
2605,everyday,repeat,3,0,0.0,56.89
2606,everyday,repeat,3,1,0.11,49.31
2607,everyday,new,1,0,0.0,43.87
2608,everyday,repeat,3,1,0.104,38.52
2609,everyday,repeat,3,0,0.0,93.3
2610,everyday,repeat,4,0,0.0,45.43
2611,big_ticket,new,6,1,0.116,614.24
2612,big_ticket,new,8,1,0.118,1161.15
2613,everyday,new,3,0,0.0,75.57
2614,big_ticket,new,7,0,0.0,934.43
2615,everyday,repeat,3,1,0.175,45.68
2616,everyday,new,2,0,0.0,43.2
2617,everyday,new,2,0,0.0,35.06
2618,big_ticket,repeat,4,1,0.125,667.51
2619,big_ticket,new,8,1,0.169,679.54
2620,big_ticket,new,10,1,0.12,775.96
2621,big_ticket,repeat,8,0,0.0,705.79
2622,big_ticket,repeat,9,0,0.0,613.11
2623,everyday,repeat,2,0,0.0,26.39
2624,big_ticket,repeat,5,1,0.113,500.6
2625,everyday,repeat,1,0,0.0,16.54
2626,everyday,new,1,0,0.0,14.88
2627,everyday,repeat,6,0,0.0,95.08
2628,everyday,repeat,3,1,0.132,55.68
2629,everyday,repeat,2,0,0.0,22.41
2630,everyday,repeat,2,0,0.0,11.41
2631,everyday,new,2,1,0.12,21.12
2632,everyday,new,2,0,0.0,57.25
2633,big_ticket,repeat,7,1,0.198,735.81
2634,everyday,repeat,4,1,0.187,117.12
2635,everyday,new,6,1,0.178,75.05
2636,everyday,repeat,3,0,0.0,75.52
2637,everyday,repeat,2,1,0.174,19.93
2638,everyday,repeat,2,1,0.109,9.48
2639,big_ticket,new,5,0,0.0,587.36
2640,everyday,repeat,2,0,0.0,30.79
2641,big_ticket,repeat,8,1,0.149,606.63
2642,big_ticket,repeat,11,1,0.129,2719.42
2643,everyday,repeat,4,0,0.0,79.43
2644,big_ticket,repeat,6,1,0.178,467.58
2645,everyday,new,1,1,0.199,12.2
2646,big_ticket,repeat,4,1,0.184,576.66
2647,big_ticket,new,4,1,0.161,310.66
2648,big_ticket,repeat,5,1,0.14,658.87
2649,everyday,repeat,6,1,0.174,110.18
2650,big_ticket,repeat,5,1,0.107,594.04
2651,big_ticket,repeat,10,1,0.175,1103.67
2652,everyday,new,5,1,0.133,31.4
2653,big_ticket,new,5,1,0.165,876.14
2654,big_ticket,repeat,7,0,0.0,1066.94
2655,everyday,new,5,0,0.0,39.5
2656,big_ticket,new,4,1,0.193,243.45
2657,everyday,repeat,4,1,0.135,77.95
2658,everyday,new,5,0,0.0,42.77
2659,everyday,new,3,0,0.0,80.95
2660,everyday,new,2,0,0.0,59.58
2661,big_ticket,repeat,3,1,0.142,151.81
2662,everyday,repeat,2,0,0.0,31.3
2663,everyday,repeat,2,0,0.0,62.92
2664,everyday,repeat,6,1,0.1,42.63
2665,everyday,new,4,1,0.149,94.04
2666,big_ticket,repeat,2,0,0.0,145.04
2667,big_ticket,new,5,0,0.0,353.1
2668,everyday,repeat,4,0,0.0,61.66
2669,everyday,new,4,0,0.0,64.67
2670,everyday,new,1,0,0.0,37.46
2671,everyday,repeat,3,0,0.0,22.55
2672,everyday,new,2,0,0.0,47.11
2673,everyday,repeat,3,0,0.0,47.61
2674,everyday,repeat,3,0,0.0,51.86
2675,everyday,repeat,1,1,0.186,25.51
2676,everyday,new,1,0,0.0,24.63
2677,everyday,repeat,1,0,0.0,22.45
2678,big_ticket,repeat,7,1,0.177,680.05
2679,big_ticket,new,5,1,0.142,836.78
2680,everyday,repeat,3,0,0.0,72.17
2681,big_ticket,repeat,5,1,0.17,339.48
2682,big_ticket,repeat,10,1,0.177,963.07
2683,everyday,repeat,3,0,0.0,51.78
2684,everyday,repeat,3,0,0.0,27.6
2685,everyday,new,4,0,0.0,53.73
2686,big_ticket,repeat,4,1,0.102,498.43
2687,everyday,new,6,0,0.0,100.12
2688,everyday,repeat,4,1,0.107,54.45
2689,everyday,repeat,2,0,0.0,81.15
2690,everyday,repeat,2,0,0.0,41.3
2691,big_ticket,repeat,6,1,0.139,798.81
2692,everyday,new,4,0,0.0,75.8
2693,big_ticket,repeat,5,1,0.181,1022.22
2694,big_ticket,new,6,1,0.109,759.01
2695,big_ticket,repeat,8,0,0.0,634.47
2696,everyday,repeat,2,0,0.0,26.91
2697,big_ticket,new,7,1,0.166,656.46
2698,everyday,repeat,2,0,0.0,36.9
2699,everyday,repeat,1,0,0.0,45.9
2700,big_ticket,repeat,5,1,0.11,303.24
2701,everyday,repeat,2,0,0.0,20.63
2702,everyday,repeat,2,0,0.0,54.05
2703,everyday,repeat,1,1,0.154,17.65
2704,big_ticket,new,6,0,0.0,403.08
2705,big_ticket,new,5,1,0.189,553.35
2706,everyday,new,3,0,0.0,87.3
2707,big_ticket,new,7,1,0.153,264.23
2708,everyday,new,4,1,0.113,95.17
2709,everyday,repeat,3,0,0.0,26.39
2710,everyday,repeat,1,0,0.0,14.86
2711,big_ticket,new,9,1,0.106,965.09
2712,everyday,repeat,3,1,0.125,86.87
2713,everyday,repeat,3,1,0.194,82.08
2714,everyday,new,2,0,0.0,16.71
2715,big_ticket,repeat,4,1,0.188,1061.92
2716,everyday,new,4,0,0.0,30.85
2717,everyday,repeat,4,0,0.0,81.38
2718,big_ticket,repeat,6,1,0.171,1400.86
2719,everyday,new,2,1,0.106,24.07
2720,everyday,new,4,0,0.0,104.74
2721,everyday,repeat,2,0,0.0,44.37
2722,big_ticket,new,3,1,0.15,150.74
2723,everyday,repeat,2,0,0.0,36.31
2724,everyday,repeat,2,0,0.0,20.38
2725,everyday,new,3,1,0.189,36.08
2726,big_ticket,repeat,5,1,0.174,318.91
2727,big_ticket,repeat,7,1,0.124,723.96
2728,everyday,new,3,1,0.175,47.73
2729,everyday,repeat,1,0,0.0,11.38
2730,big_ticket,repeat,8,1,0.197,1124.09
2731,everyday,repeat,5,1,0.136,129.76
2732,everyday,new,2,1,0.169,33.29
2733,everyday,new,2,0,0.0,19.06
2734,everyday,repeat,2,0,0.0,34.6
2735,everyday,repeat,2,1,0.122,15.8
2736,everyday,new,1,0,0.0,17.41
2737,everyday,repeat,2,0,0.0,43.52
2738,everyday,repeat,3,0,0.0,73.85
2739,big_ticket,new,9,1,0.122,401.18
2740,everyday,repeat,4,1,0.108,38.67
2741,everyday,repeat,3,1,0.114,37.55
2742,big_ticket,repeat,7,0,0.0,1752.26
2743,everyday,repeat,2,0,0.0,28.1
2744,big_ticket,repeat,4,0,0.0,274.27
2745,everyday,repeat,3,0,0.0,69.23
2746,big_ticket,repeat,13,1,0.166,1092.01
2747,everyday,new,1,0,0.0,15.83
2748,everyday,repeat,7,0,0.0,94.71
2749,everyday,repeat,2,1,0.179,85.67
2750,everyday,repeat,3,0,0.0,131.88
2751,everyday,new,4,1,0.114,67.69
2752,big_ticket,new,6,1,0.114,409.61
2753,big_ticket,new,8,1,0.109,560.67
2754,everyday,repeat,1,0,0.0,20.47
2755,big_ticket,repeat,5,1,0.104,673.27
2756,big_ticket,repeat,3,1,0.143,603.5
2757,big_ticket,new,6,1,0.12,413.76
2758,everyday,repeat,3,1,0.162,86.95
2759,everyday,new,1,0,0.0,22.92
2760,everyday,new,1,0,0.0,20.63
2761,everyday,new,2,0,0.0,31.16
2762,big_ticket,repeat,5,1,0.16,556.0
2763,everyday,repeat,2,1,0.131,13.74
2764,everyday,new,2,0,0.0,13.62
2765,everyday,new,5,0,0.0,35.63
2766,big_ticket,repeat,5,1,0.135,520.55
2767,everyday,new,3,0,0.0,35.51
2768,everyday,repeat,3,0,0.0,26.95
2769,big_ticket,new,3,1,0.176,335.28
2770,big_ticket,new,3,1,0.16,220.9
2771,everyday,new,2,1,0.111,27.3
2772,big_ticket,repeat,4,1,0.179,428.62
2773,big_ticket,repeat,7,0,0.0,1174.41
2774,everyday,new,3,0,0.0,41.86
2775,big_ticket,repeat,8,0,0.0,474.38
2776,everyday,new,4,0,0.0,32.69
2777,everyday,repeat,3,1,0.175,57.58
2778,everyday,new,1,0,0.0,33.55
2779,everyday,repeat,4,0,0.0,54.77
2780,everyday,new,3,0,0.0,51.82
2781,everyday,repeat,1,1,0.148,10.93
2782,everyday,repeat,2,1,0.161,23.16
2783,everyday,repeat,5,0,0.0,134.45
2784,everyday,repeat,2,1,0.171,36.0
2785,everyday,new,3,1,0.158,69.4
2786,everyday,new,2,0,0.0,37.59
2787,everyday,repeat,3,0,0.0,45.61
2788,everyday,repeat,1,0,0.0,30.16
2789,big_ticket,repeat,5,1,0.101,452.14
2790,everyday,repeat,4,1,0.182,44.35
2791,big_ticket,repeat,4,1,0.173,243.65
2792,everyday,repeat,4,1,0.189,67.96
2793,big_ticket,repeat,8,0,0.0,767.27
2794,big_ticket,repeat,5,1,0.155,239.32
2795,big_ticket,new,6,1,0.175,585.37
2796,everyday,repeat,2,0,0.0,18.5
2797,everyday,repeat,3,0,0.0,105.68
2798,everyday,new,3,1,0.195,44.69
2799,everyday,repeat,4,0,0.0,72.46
2800,big_ticket,repeat,9,1,0.116,1484.87
2801,big_ticket,new,9,1,0.144,451.61
2802,everyday,repeat,1,1,0.107,30.31
2803,everyday,new,5,0,0.0,46.3
2804,everyday,new,3,0,0.0,34.44
2805,everyday,repeat,3,0,0.0,67.5
2806,everyday,repeat,2,0,0.0,22.03
2807,everyday,repeat,2,1,0.138,13.05
2808,big_ticket,new,7,0,0.0,417.91
2809,everyday,repeat,1,1,0.197,11.3
2810,everyday,new,2,0,0.0,51.06
2811,everyday,repeat,6,1,0.163,79.63
2812,big_ticket,new,6,1,0.163,389.01
2813,everyday,repeat,5,1,0.164,94.32
2814,everyday,new,1,0,0.0,11.6
2815,everyday,new,5,1,0.131,45.01
2816,everyday,repeat,3,1,0.114,44.36
2817,everyday,repeat,3,0,0.0,50.73
2818,everyday,repeat,2,1,0.191,24.1
2819,everyday,repeat,4,1,0.145,34.81
2820,big_ticket,new,4,1,0.15,339.92
2821,everyday,new,1,0,0.0,35.45
2822,everyday,repeat,2,0,0.0,37.23
2823,everyday,new,3,1,0.15,36.05
2824,big_ticket,repeat,5,1,0.198,362.84
2825,big_ticket,repeat,11,1,0.153,895.28
2826,big_ticket,repeat,6,1,0.195,768.53
2827,everyday,repeat,4,0,0.0,57.83
2828,everyday,new,2,1,0.102,30.86
2829,big_ticket,new,9,1,0.136,980.07
2830,big_ticket,repeat,4,0,0.0,320.52
2831,everyday,new,3,0,0.0,68.67
2832,everyday,repeat,3,0,0.0,17.21
2833,everyday,repeat,3,0,0.0,35.48
2834,big_ticket,new,6,1,0.122,937.91
2835,everyday,repeat,3,0,0.0,37.3
2836,everyday,new,1,0,0.0,34.12
2837,everyday,repeat,2,1,0.111,28.46
2838,everyday,new,4,0,0.0,112.07
2839,everyday,repeat,3,0,0.0,52.74
2840,everyday,new,1,0,0.0,20.57
2841,big_ticket,new,5,0,0.0,204.8
2842,everyday,new,3,0,0.0,70.82
2843,everyday,new,2,0,0.0,24.17
2844,everyday,repeat,4,0,0.0,52.66
2845,everyday,new,4,0,0.0,50.72
2846,everyday,new,1,1,0.115,9.85
2847,everyday,new,3,0,0.0,48.81
2848,everyday,new,2,0,0.0,50.76
2849,big_ticket,new,6,1,0.116,587.33
2850,everyday,new,4,1,0.158,44.56
2851,everyday,repeat,2,0,0.0,87.19
2852,everyday,repeat,5,0,0.0,67.66
2853,big_ticket,repeat,8,1,0.146,873.2
2854,everyday,new,2,1,0.185,33.3
2855,big_ticket,repeat,5,0,0.0,901.25
2856,big_ticket,repeat,6,1,0.158,542.4
2857,everyday,repeat,3,0,0.0,48.15
2858,everyday,new,4,0,0.0,63.91
2859,big_ticket,new,8,1,0.148,638.86
2860,everyday,repeat,1,0,0.0,16.96
2861,everyday,new,1,1,0.187,11.3
2862,everyday,repeat,1,0,0.0,21.07
2863,everyday,new,4,0,0.0,255.4
2864,everyday,new,2,1,0.196,20.82
2865,everyday,new,2,0,0.0,38.52
2866,everyday,new,3,0,0.0,49.73
2867,everyday,new,1,0,0.0,9.34
2868,everyday,new,4,1,0.193,98.17
2869,big_ticket,repeat,4,0,0.0,412.42
2870,everyday,new,5,0,0.0,58.29
2871,everyday,repeat,1,0,0.0,32.58
2872,everyday,repeat,2,0,0.0,27.73
2873,everyday,repeat,6,1,0.132,178.64
2874,everyday,repeat,2,0,0.0,43.09
2875,everyday,new,3,1,0.106,52.25
2876,everyday,repeat,2,0,0.0,45.21
2877,everyday,repeat,2,0,0.0,48.72
2878,everyday,repeat,3,0,0.0,45.2
2879,everyday,new,1,1,0.114,13.82
2880,everyday,repeat,3,1,0.197,76.51
2881,everyday,new,2,0,0.0,131.94
2882,everyday,repeat,3,0,0.0,21.93
2883,everyday,new,4,0,0.0,37.67
2884,everyday,new,3,1,0.19,30.78
2885,everyday,repeat,1,0,0.0,13.98
2886,everyday,repeat,3,0,0.0,30.3
2887,everyday,repeat,3,1,0.117,67.67
2888,big_ticket,repeat,5,1,0.119,474.98
2889,everyday,repeat,4,1,0.105,53.65
2890,everyday,repeat,1,0,0.0,12.84
2891,everyday,repeat,3,1,0.189,81.93
2892,big_ticket,new,8,1,0.143,829.15
2893,everyday,new,5,1,0.162,42.52
2894,everyday,repeat,2,0,0.0,38.15
2895,big_ticket,new,4,1,0.119,419.1
2896,everyday,repeat,4,1,0.15,36.6
2897,big_ticket,new,7,1,0.106,1059.37
2898,everyday,new,5,0,0.0,66.28
2899,everyday,new,3,0,0.0,63.05
2900,everyday,repeat,2,0,0.0,25.92
2901,everyday,repeat,3,1,0.101,56.36
2902,big_ticket,new,7,1,0.107,1382.95
2903,everyday,new,2,0,0.0,36.14
2904,big_ticket,new,8,1,0.117,905.44
2905,everyday,new,3,1,0.149,25.78
2906,everyday,repeat,3,0,0.0,76.97
2907,big_ticket,repeat,4,1,0.113,394.95
2908,everyday,new,3,0,0.0,58.03
2909,big_ticket,new,6,1,0.193,598.49
2910,everyday,repeat,3,0,0.0,86.52
2911,big_ticket,new,6,1,0.148,337.66
2912,everyday,new,1,0,0.0,21.66
2913,everyday,repeat,1,0,0.0,40.8
2914,everyday,new,2,0,0.0,34.24
2915,everyday,new,5,0,0.0,69.47
2916,everyday,new,2,0,0.0,24.92
2917,everyday,repeat,2,0,0.0,24.76
2918,big_ticket,new,7,1,0.188,762.95
2919,everyday,repeat,1,0,0.0,37.61
2920,big_ticket,repeat,7,1,0.125,849.89
2921,big_ticket,repeat,6,1,0.112,612.97
2922,everyday,repeat,3,0,0.0,53.05
2923,everyday,new,2,1,0.167,15.3
2924,everyday,new,5,0,0.0,78.34
2925,everyday,new,2,1,0.16,20.9
2926,everyday,repeat,4,0,0.0,139.61
2927,everyday,repeat,1,0,0.0,10.63
2928,everyday,repeat,3,0,0.0,25.31
2929,everyday,repeat,2,0,0.0,13.9
2930,everyday,new,4,1,0.106,45.11
2931,everyday,new,4,0,0.0,15.4
2932,everyday,new,4,1,0.109,72.93
2933,everyday,repeat,3,1,0.119,56.04
2934,big_ticket,new,9,1,0.146,725.52
2935,everyday,repeat,4,1,0.191,102.26
2936,everyday,new,1,0,0.0,15.12
2937,everyday,repeat,3,1,0.197,46.15
2938,everyday,new,3,0,0.0,76.12
2939,everyday,repeat,4,0,0.0,115.8
2940,everyday,new,3,1,0.15,29.95
2941,big_ticket,repeat,4,0,0.0,407.57
2942,everyday,repeat,6,0,0.0,81.6
2943,big_ticket,repeat,6,1,0.128,471.34
2944,everyday,new,3,1,0.128,33.84
2945,everyday,repeat,2,1,0.111,53.9
2946,everyday,new,6,1,0.105,61.23
2947,everyday,new,3,0,0.0,45.69
2948,big_ticket,repeat,6,1,0.109,1201.77
2949,big_ticket,repeat,5,0,0.0,396.22
2950,big_ticket,new,3,0,0.0,160.12
2951,everyday,repeat,4,0,0.0,42.06
2952,big_ticket,repeat,8,1,0.175,663.75
2953,everyday,repeat,4,0,0.0,38.59
2954,big_ticket,new,10,1,0.196,1308.8
2955,everyday,repeat,4,0,0.0,39.55
2956,everyday,new,4,0,0.0,68.99
2957,everyday,new,5,1,0.146,101.29
2958,everyday,new,5,1,0.117,115.49
2959,everyday,repeat,2,0,0.0,46.05
2960,big_ticket,new,10,1,0.138,721.0
2961,big_ticket,new,3,1,0.119,164.89
2962,big_ticket,new,8,0,0.0,567.09
2963,everyday,new,5,1,0.114,53.71
2964,everyday,repeat,2,0,0.0,31.84
2965,everyday,repeat,2,0,0.0,56.75
2966,everyday,repeat,6,0,0.0,69.62
2967,everyday,repeat,3,0,0.0,42.27
2968,everyday,new,3,1,0.167,90.81
2969,everyday,repeat,1,1,0.18,8.37
2970,everyday,repeat,3,0,0.0,105.54
2971,everyday,repeat,4,0,0.0,89.78
2972,everyday,repeat,2,0,0.0,23.17
2973,everyday,new,2,0,0.0,27.73
2974,big_ticket,repeat,8,1,0.19,741.57
2975,everyday,new,5,1,0.184,64.67
2976,big_ticket,repeat,6,0,0.0,670.89
2977,everyday,new,1,0,0.0,45.6
2978,big_ticket,repeat,12,1,0.156,1956.02
2979,big_ticket,repeat,6,1,0.187,303.97
2980,big_ticket,repeat,9,1,0.154,1048.4
2981,everyday,new,3,0,0.0,28.63
2982,everyday,repeat,3,1,0.15,49.37
2983,everyday,repeat,1,0,0.0,20.35
2984,everyday,repeat,4,1,0.108,30.72
2985,everyday,repeat,3,0,0.0,27.59
2986,everyday,repeat,2,0,0.0,24.72
2987,everyday,repeat,3,1,0.146,61.11
2988,everyday,new,2,0,0.0,25.81
2989,everyday,repeat,1,0,0.0,15.74
2990,everyday,repeat,4,1,0.124,98.2
2991,big_ticket,repeat,6,0,0.0,780.24
2992,big_ticket,new,5,1,0.148,776.05
2993,everyday,new,2,0,0.0,36.03
2994,everyday,new,2,0,0.0,43.27
2995,everyday,repeat,1,1,0.193,15.94
2996,everyday,repeat,3,0,0.0,64.16
2997,everyday,repeat,2,0,0.0,48.32
2998,everyday,new,1,1,0.111,19.54
2999,big_ticket,new,5,0,0.0,597.72
3000,everyday,repeat,1,0,0.0,18.65
3001,big_ticket,new,6,1,0.163,1284.98
3002,everyday,new,4,1,0.169,134.52
3003,everyday,new,3,0,0.0,95.6
3004,big_ticket,repeat,7,1,0.111,453.33
3005,everyday,repeat,4,1,0.129,70.83
3006,big_ticket,new,12,1,0.175,811.7
3007,everyday,new,2,1,0.197,35.63
3008,everyday,repeat,4,0,0.0,77.29
3009,everyday,new,2,1,0.113,65.83
3010,big_ticket,new,4,1,0.155,333.82
3011,everyday,new,4,0,0.0,81.93
3012,big_ticket,new,9,1,0.159,759.59
3013,big_ticket,repeat,11,1,0.16,860.47
3014,everyday,repeat,3,0,0.0,46.3
3015,everyday,new,3,1,0.198,26.63
3016,big_ticket,repeat,5,1,0.126,655.54
3017,big_ticket,new,4,0,0.0,509.27
3018,everyday,repeat,2,0,0.0,25.85
3019,everyday,new,3,0,0.0,64.36
3020,everyday,new,3,0,0.0,74.54
3021,everyday,repeat,5,1,0.177,223.27
3022,big_ticket,repeat,8,1,0.134,766.45
3023,everyday,repeat,3,1,0.139,74.25
3024,everyday,repeat,6,1,0.197,109.05
3025,everyday,repeat,2,0,0.0,35.47
3026,everyday,repeat,4,0,0.0,79.29
3027,everyday,new,1,0,0.0,24.55
3028,big_ticket,repeat,6,1,0.117,492.21
3029,everyday,repeat,5,1,0.129,68.13
3030,everyday,repeat,3,0,0.0,66.08
3031,big_ticket,repeat,7,0,0.0,345.8
3032,everyday,repeat,4,1,0.147,89.11
3033,everyday,new,3,0,0.0,52.29
3034,everyday,new,2,0,0.0,12.92
3035,big_ticket,repeat,2,0,0.0,288.8
3036,big_ticket,new,9,1,0.114,342.34
3037,everyday,repeat,2,0,0.0,30.87
3038,everyday,new,2,0,0.0,36.88
3039,everyday,new,4,1,0.117,52.29
3040,everyday,repeat,3,1,0.156,43.45
3041,everyday,new,4,0,0.0,105.7
3042,big_ticket,repeat,9,0,0.0,871.18
3043,big_ticket,new,5,1,0.101,761.79
3044,everyday,repeat,2,0,0.0,11.06
3045,big_ticket,repeat,3,0,0.0,480.0
3046,big_ticket,repeat,5,1,0.181,309.61
3047,everyday,new,2,1,0.112,15.8
3048,everyday,new,5,0,0.0,48.07
3049,big_ticket,repeat,7,1,0.187,1231.83
3050,everyday,repeat,7,0,0.0,67.83
3051,big_ticket,repeat,1,0,0.0,66.08
3052,everyday,repeat,2,1,0.108,14.56
3053,everyday,repeat,3,0,0.0,65.86
3054,big_ticket,repeat,9,1,0.198,1060.55
3055,everyday,repeat,2,1,0.189,45.17
3056,everyday,repeat,2,0,0.0,32.11
3057,everyday,repeat,3,0,0.0,92.88
3058,everyday,repeat,6,0,0.0,98.7
3059,everyday,repeat,1,0,0.0,14.8
3060,everyday,new,3,0,0.0,88.38
3061,everyday,new,3,0,0.0,45.23
3062,everyday,repeat,5,1,0.196,37.49
3063,everyday,repeat,2,1,0.108,42.67
3064,big_ticket,new,3,1,0.12,337.87
3065,everyday,repeat,2,1,0.129,38.46
3066,everyday,repeat,2,0,0.0,27.44
3067,everyday,repeat,2,0,0.0,37.48
3068,everyday,repeat,1,1,0.183,23.37
3069,big_ticket,new,6,1,0.188,489.07
3070,everyday,repeat,5,1,0.198,29.93
3071,everyday,new,4,1,0.174,62.03
3072,big_ticket,repeat,4,1,0.15,568.11
3073,big_ticket,new,7,1,0.121,1078.66
3074,big_ticket,repeat,4,1,0.131,147.37
3075,big_ticket,repeat,5,1,0.162,606.43
3076,big_ticket,repeat,9,0,0.0,590.17
3077,everyday,repeat,3,0,0.0,34.89
3078,everyday,repeat,4,1,0.15,118.85
3079,everyday,repeat,3,0,0.0,35.27
3080,everyday,new,4,0,0.0,78.7
3081,everyday,new,2,0,0.0,50.05
3082,everyday,repeat,2,0,0.0,29.64
3083,everyday,new,5,1,0.161,126.51
3084,big_ticket,repeat,5,1,0.115,737.24
3085,big_ticket,new,9,1,0.103,1216.76
3086,everyday,repeat,3,0,0.0,40.91
3087,everyday,new,4,0,0.0,134.56
3088,everyday,repeat,3,0,0.0,77.65
3089,everyday,new,3,0,0.0,71.37
3090,big_ticket,repeat,7,1,0.152,1356.76
3091,big_ticket,new,7,1,0.114,350.29
3092,big_ticket,repeat,8,1,0.17,716.05
3093,big_ticket,new,4,1,0.158,334.99
3094,big_ticket,repeat,9,1,0.168,1109.93
3095,everyday,repeat,4,0,0.0,73.48
3096,everyday,repeat,4,0,0.0,225.85
3097,everyday,repeat,3,0,0.0,92.2
3098,everyday,repeat,2,1,0.108,41.55
3099,everyday,repeat,5,1,0.193,78.96
3100,everyday,new,5,0,0.0,121.49
3101,big_ticket,repeat,5,0,0.0,1438.11
3102,everyday,new,1,0,0.0,13.55
3103,big_ticket,repeat,10,1,0.149,864.3
3104,big_ticket,new,4,0,0.0,472.88
3105,everyday,new,3,0,0.0,33.79
3106,everyday,repeat,1,0,0.0,11.67
3107,everyday,repeat,3,0,0.0,28.07
3108,everyday,new,2,1,0.155,79.37
3109,everyday,repeat,3,1,0.116,25.39
3110,big_ticket,repeat,6,0,0.0,494.46
3111,everyday,new,3,0,0.0,15.76
3112,everyday,new,3,0,0.0,67.21
3113,big_ticket,repeat,8,1,0.19,710.97
3114,everyday,repeat,3,1,0.166,72.77
3115,everyday,new,1,1,0.107,16.21
3116,everyday,repeat,3,0,0.0,93.22
3117,everyday,new,2,1,0.179,21.71
3118,everyday,repeat,3,0,0.0,50.81
3119,everyday,new,2,0,0.0,57.33
3120,everyday,new,4,0,0.0,120.75
3121,everyday,new,2,0,0.0,56.62
3122,everyday,repeat,3,0,0.0,65.09
3123,everyday,new,2,0,0.0,32.47
3124,everyday,repeat,3,0,0.0,66.07
3125,everyday,repeat,6,1,0.145,51.77
3126,everyday,repeat,3,1,0.196,41.26
3127,everyday,repeat,4,1,0.153,134.48
3128,everyday,new,5,0,0.0,130.42
3129,everyday,new,5,1,0.148,45.13
3130,big_ticket,new,3,0,0.0,200.83
3131,everyday,repeat,3,0,0.0,31.43
3132,big_ticket,new,5,1,0.123,331.29
3133,everyday,repeat,2,0,0.0,68.99
3134,everyday,repeat,3,0,0.0,19.86
3135,big_ticket,repeat,11,1,0.171,640.83
3136,big_ticket,repeat,4,1,0.158,571.76
3137,big_ticket,new,7,1,0.179,1132.69
3138,everyday,new,3,1,0.196,42.86
3139,big_ticket,repeat,6,1,0.173,440.67
3140,everyday,new,2,0,0.0,29.33
3141,everyday,repeat,3,0,0.0,56.5
3142,everyday,repeat,1,0,0.0,16.93
3143,big_ticket,new,9,1,0.147,967.38
3144,everyday,new,4,0,0.0,95.55
3145,big_ticket,new,4,1,0.151,615.18
3146,everyday,new,2,1,0.162,63.41
3147,big_ticket,repeat,3,1,0.176,278.15
3148,big_ticket,repeat,6,1,0.119,716.32
3149,big_ticket,new,6,1,0.2,915.13
3150,everyday,repeat,3,0,0.0,60.91
3151,everyday,new,3,1,0.154,53.02
3152,everyday,repeat,1,0,0.0,20.78
3153,everyday,repeat,6,0,0.0,80.35
3154,everyday,new,2,1,0.13,31.83
3155,everyday,repeat,2,0,0.0,21.7
3156,everyday,repeat,3,1,0.125,98.32
3157,everyday,new,7,1,0.102,70.32
3158,everyday,new,6,1,0.124,66.22
