session_id,customer_ltv_score,arm,propensity,revenue_per_session
2878,42.5,aggressive_discount,0.3458,34.94
2879,32.1,standard_price,0.7513,21.61
2880,46.8,standard_price,0.6092,43.39
2881,90.2,aggressive_discount,0.8189,89.42
2882,22.5,aggressive_discount,0.1769,0.0
2883,46.0,standard_price,0.6177,45.4
2884,51.2,standard_price,0.5612,36.76
2885,55.4,aggressive_discount,0.4858,49.74
2886,74.5,standard_price,0.3095,68.15
2887,54.0,aggressive_discount,0.47,37.5
2888,51.7,standard_price,0.5556,39.95
2889,59.4,aggressive_discount,0.5307,37.21
2890,52.7,standard_price,0.5445,32.23
2891,66.7,aggressive_discount,0.611,55.09
2892,62.0,aggressive_discount,0.5597,52.81
2893,50.0,standard_price,0.5744,39.23
2894,73.1,standard_price,0.3231,62.15
2895,93.0,standard_price,0.1631,83.66
2896,41.9,standard_price,0.6603,34.96
2897,44.4,standard_price,0.6346,26.82
2898,42.8,aggressive_discount,0.3489,42.74
2899,19.1,standard_price,0.8443,16.31
2900,60.5,aggressive_discount,0.543,51.99
2901,34.1,standard_price,0.7341,30.45
2902,43.4,standard_price,0.645,20.49
2903,20.0,standard_price,0.8389,10.19
2904,17.3,standard_price,0.8546,0.0
2905,17.2,aggressive_discount,0.1448,0.0
2906,48.8,aggressive_discount,0.4124,29.72
2907,95.7,aggressive_discount,0.8528,84.5
2908,55.1,standard_price,0.5176,50.96
2909,47.2,aggressive_discount,0.3951,43.02
2910,40.0,standard_price,0.6792,23.69
2911,49.2,aggressive_discount,0.4168,15.76
2912,43.0,aggressive_discount,0.3509,32.12
2913,73.0,standard_price,0.3241,65.38
2914,64.9,aggressive_discount,0.5916,51.51
2915,64.6,aggressive_discount,0.5883,54.11
2916,68.3,aggressive_discount,0.628,66.04
2917,15.3,standard_price,0.8655,0.0
2918,41.1,standard_price,0.6683,37.58
2919,69.8,standard_price,0.3564,69.9
2920,42.9,standard_price,0.6501,34.95
2921,28.9,standard_price,0.7772,21.92
2922,44.3,standard_price,0.6356,38.21
2923,41.2,standard_price,0.6673,28.74
2924,68.0,aggressive_discount,0.6248,64.73
2925,60.3,standard_price,0.4592,42.99
2926,51.5,standard_price,0.5579,41.06
2927,41.3,standard_price,0.6663,23.24
2928,68.8,aggressive_discount,0.6332,43.32
2929,49.7,standard_price,0.5777,45.51
2930,46.1,aggressive_discount,0.3833,37.58
2931,50.1,standard_price,0.5733,24.51
2932,36.9,standard_price,0.7088,19.11
2933,66.2,standard_price,0.3944,56.56
2934,67.1,aggressive_discount,0.6153,58.15
2935,29.8,standard_price,0.7701,13.63
2936,70.1,aggressive_discount,0.6467,58.51
2937,59.6,aggressive_discount,0.533,57.1
2938,54.8,standard_price,0.521,53.08
2939,54.8,aggressive_discount,0.479,48.67
2940,39.9,standard_price,0.6802,39.04
2941,51.2,standard_price,0.5612,31.25
2942,25.6,standard_price,0.8019,10.22
2943,53.4,aggressive_discount,0.4633,40.32
2944,51.9,standard_price,0.5534,38.78
2945,33.2,aggressive_discount,0.2581,20.16
2946,48.8,standard_price,0.5876,31.73
2947,28.3,aggressive_discount,0.2181,8.81
2948,54.1,aggressive_discount,0.4712,27.07
2949,54.7,aggressive_discount,0.4779,47.78
2950,77.7,aggressive_discount,0.7204,80.42
2951,67.2,aggressive_discount,0.6163,63.87
2952,49.5,aggressive_discount,0.4201,33.75
2953,21.4,standard_price,0.8302,0.94
2954,89.6,aggressive_discount,0.8149,66.58
2955,74.3,standard_price,0.3114,56.38
2956,44.8,standard_price,0.6304,30.48
2957,45.8,aggressive_discount,0.3801,41.81
2958,29.2,standard_price,0.7749,26.94
2959,33.9,standard_price,0.7358,13.34
2960,28.2,standard_price,0.7826,14.27
2961,30.2,standard_price,0.7669,17.51
2962,11.9,standard_price,0.8823,0.08
2963,64.8,aggressive_discount,0.5905,56.47
2964,66.5,aggressive_discount,0.6089,61.63
2965,79.8,standard_price,0.261,73.38
2966,48.0,standard_price,0.5963,50.04
2967,25.7,aggressive_discount,0.1988,17.08
2968,70.2,aggressive_discount,0.6477,58.11
2969,76.6,aggressive_discount,0.7103,89.03
2970,22.6,standard_price,0.8224,6.42
2971,17.2,standard_price,0.8552,0.0
2972,21.0,standard_price,0.8327,5.02
2973,43.9,standard_price,0.6398,28.27
2974,23.1,standard_price,0.8191,24.55
2975,76.4,aggressive_discount,0.7085,63.64
2976,38.4,aggressive_discount,0.3053,41.55
2977,35.6,standard_price,0.7207,31.86
2978,76.4,aggressive_discount,0.7085,54.88
2979,32.2,standard_price,0.7504,0.0
2980,63.8,aggressive_discount,0.5796,42.47
2981,38.5,aggressive_discount,0.3063,13.55
2982,43.9,aggressive_discount,0.3602,31.02
2983,8.9,standard_price,0.8956,0.0
2984,36.5,aggressive_discount,0.2875,17.78
2985,64.1,aggressive_discount,0.5829,48.53
2986,61.9,standard_price,0.4414,55.32
2987,50.6,aggressive_discount,0.4322,30.87
2988,64.3,aggressive_discount,0.585,57.77
2989,75.4,aggressive_discount,0.6991,61.65
2990,39.1,aggressive_discount,0.3121,20.77
2991,82.7,aggressive_discount,0.7634,53.58
2992,35.8,aggressive_discount,0.2811,31.56
2993,14.0,standard_price,0.8721,0.0
2994,39.9,standard_price,0.6802,24.52
2995,42.3,standard_price,0.6562,31.6
2996,48.2,standard_price,0.5941,27.91
2997,57.9,standard_price,0.4861,52.15
2998,54.8,standard_price,0.521,35.77
2999,13.5,standard_price,0.8746,0.79
3000,49.0,aggressive_discount,0.4146,32.5
3001,22.0,standard_price,0.8264,9.43
3002,58.2,aggressive_discount,0.5172,50.96
3003,55.9,aggressive_discount,0.4914,34.7
3004,76.1,aggressive_discount,0.7057,72.73
3005,23.0,aggressive_discount,0.1802,0.0
3006,88.2,aggressive_discount,0.8052,86.32
3007,61.8,aggressive_discount,0.5575,43.64
3008,23.7,standard_price,0.8151,25.17
3009,50.4,aggressive_discount,0.43,24.02
3010,63.5,aggressive_discount,0.5763,59.58
3011,74.6,aggressive_discount,0.6915,55.89
3012,63.9,aggressive_discount,0.5807,54.71
3013,47.8,standard_price,0.5984,42.83
3014,90.5,aggressive_discount,0.8209,98.04
3015,48.8,standard_price,0.5876,18.17
3016,15.8,standard_price,0.8628,0.04
3017,38.5,standard_price,0.6937,40.69
3018,71.1,aggressive_discount,0.6569,63.01
3019,54.6,standard_price,0.5232,42.95
3020,47.0,standard_price,0.6071,41.97
3021,36.4,standard_price,0.7134,30.34
3022,54.5,aggressive_discount,0.4756,35.06
3023,45.3,aggressive_discount,0.3748,41.2
3024,26.0,standard_price,0.799,22.54
3025,36.3,standard_price,0.7143,30.39
3026,50.4,standard_price,0.57,39.81
3027,72.0,standard_price,0.334,71.25
3028,68.5,standard_price,0.3699,51.83
3029,65.4,aggressive_discount,0.597,59.06
3030,58.6,aggressive_discount,0.5217,52.14
3031,45.7,aggressive_discount,0.3791,31.91
3032,68.6,aggressive_discount,0.6311,56.97
3033,36.4,standard_price,0.7134,22.3
3034,28.7,aggressive_discount,0.2212,20.31
3035,43.9,standard_price,0.6398,35.64
3036,72.7,aggressive_discount,0.6729,51.6
3037,31.7,standard_price,0.7546,21.87
3038,37.8,standard_price,0.7004,21.55
3039,76.5,aggressive_discount,0.7094,70.6
3040,57.8,standard_price,0.4873,41.79
3041,63.7,aggressive_discount,0.5785,61.63
3042,45.4,standard_price,0.6241,28.73
3043,87.3,aggressive_discount,0.7987,88.08
3044,58.1,aggressive_discount,0.5161,32.44
3045,71.5,standard_price,0.3391,62.35
3046,48.2,standard_price,0.5941,46.7
3047,34.5,aggressive_discount,0.2694,14.96
3048,44.5,standard_price,0.6336,28.66
3049,46.8,standard_price,0.6092,43.77
3050,56.8,aggressive_discount,0.5015,51.96
3051,20.3,standard_price,0.8371,16.1
3052,25.1,standard_price,0.8054,11.34
3053,76.6,aggressive_discount,0.7103,52.96
3054,41.9,aggressive_discount,0.3397,29.95
3055,36.6,standard_price,0.7116,50.59
3056,17.0,standard_price,0.8563,17.96
3057,77.8,aggressive_discount,0.7213,54.01
3058,59.8,aggressive_discount,0.5352,43.62
3059,47.1,standard_price,0.606,39.16
3060,53.2,standard_price,0.5389,52.29
3061,97.1,standard_price,0.1395,86.85
3062,55.2,aggressive_discount,0.4835,43.38
3063,21.7,standard_price,0.8283,7.41
3064,43.3,aggressive_discount,0.354,27.85
3065,63.3,aggressive_discount,0.5741,45.2
3066,58.8,aggressive_discount,0.524,43.91
3067,8.8,standard_price,0.896,0.65
3068,57.2,aggressive_discount,0.506,49.7
3069,45.2,aggressive_discount,0.3738,45.41
3070,38.7,standard_price,0.6918,8.22
3071,45.7,standard_price,0.6209,32.1
3072,48.0,aggressive_discount,0.4037,28.78
3073,34.1,standard_price,0.7341,23.79
3074,35.1,standard_price,0.7252,19.44
3075,65.6,standard_price,0.4008,66.78
3076,47.7,aggressive_discount,0.4005,16.71
3077,58.6,standard_price,0.4783,53.29
3078,46.8,aggressive_discount,0.3908,36.99
3079,1.0,standard_price,0.9245,0.0
3080,69.6,standard_price,0.3585,67.49
3081,44.6,aggressive_discount,0.3675,31.44
3082,43.3,standard_price,0.646,34.67
3083,59.3,standard_price,0.4704,47.24
3084,33.7,standard_price,0.7376,25.31
3085,48.2,aggressive_discount,0.4059,29.18
3086,45.1,standard_price,0.6273,27.98
3087,59.4,standard_price,0.4693,51.44
3088,21.6,standard_price,0.8289,4.14
3089,35.2,standard_price,0.7243,36.65
3090,71.7,aggressive_discount,0.663,71.18
3091,100.0,aggressive_discount,0.8754,96.43
3092,18.1,standard_price,0.8501,17.48
3093,0.8,standard_price,0.9251,0.0
3094,89.9,standard_price,0.1831,86.51
3095,42.1,standard_price,0.6582,18.67
3096,43.2,aggressive_discount,0.353,35.27
3097,58.3,aggressive_discount,0.5184,44.07
3098,68.4,aggressive_discount,0.629,51.73
3099,31.2,aggressive_discount,0.2412,20.95
3100,19.8,standard_price,0.8401,2.0
3101,20.4,standard_price,0.8364,10.91
3102,33.8,standard_price,0.7367,26.38
3103,30.8,aggressive_discount,0.2379,24.8
3104,40.7,standard_price,0.6723,30.36
3105,44.7,aggressive_discount,0.3685,25.43
3106,58.1,aggressive_discount,0.5161,42.73
3107,52.4,aggressive_discount,0.4521,38.4
3108,26.3,standard_price,0.7968,14.79
3109,57.8,aggressive_discount,0.5127,45.1
3110,25.1,standard_price,0.8054,18.55
3111,66.4,standard_price,0.3922,58.34
3112,77.0,aggressive_discount,0.714,76.86
3113,99.0,aggressive_discount,0.8705,99.15
3114,69.5,standard_price,0.3595,54.33
3115,79.6,aggressive_discount,0.7373,66.15
3116,67.6,standard_price,0.3794,61.1
3117,68.2,standard_price,0.3731,56.79
3118,65.8,aggressive_discount,0.6013,47.01
3119,36.0,standard_price,0.7171,31.46
3120,36.8,aggressive_discount,0.2903,12.77
3121,20.3,standard_price,0.8371,1.64
3122,37.4,standard_price,0.7041,23.07
3123,62.8,standard_price,0.4314,46.56
3124,99.7,aggressive_discount,0.874,93.34
3125,65.3,aggressive_discount,0.5959,54.26
3126,60.6,aggressive_discount,0.5441,43.12
3127,53.8,standard_price,0.5322,44.91
3128,76.0,standard_price,0.2953,58.76
3129,50.0,standard_price,0.5744,48.73
3130,42.5,standard_price,0.6542,30.03
3131,45.2,aggressive_discount,0.3738,32.69
3132,30.8,aggressive_discount,0.2379,19.38
3133,47.8,standard_price,0.5984,29.95
3134,59.9,standard_price,0.4637,41.96
3135,57.8,aggressive_discount,0.5127,50.58
3136,52.9,aggressive_discount,0.4577,43.81
3137,41.1,standard_price,0.6683,33.6
3138,49.1,standard_price,0.5843,39.69
3139,58.7,aggressive_discount,0.5229,56.33
3140,41.2,standard_price,0.6673,36.34
3141,31.8,aggressive_discount,0.2462,30.76
3142,55.4,standard_price,0.5142,50.11
3143,71.4,aggressive_discount,0.6599,61.24
3144,54.7,aggressive_discount,0.4779,48.68
3145,76.7,standard_price,0.2887,44.26
3146,48.5,standard_price,0.5909,29.83
3147,72.5,standard_price,0.329,60.19
3148,84.7,aggressive_discount,0.7793,80.75
3149,43.1,standard_price,0.6481,40.24
3150,42.1,aggressive_discount,0.3418,31.26
3151,53.3,aggressive_discount,0.4622,45.37
3152,20.6,standard_price,0.8352,14.82
3153,18.4,standard_price,0.8484,4.25
3154,72.8,aggressive_discount,0.6739,63.01
3155,49.4,standard_price,0.581,53.03
3156,75.4,standard_price,0.3009,67.26
3157,30.5,aggressive_discount,0.2355,10.61
3158,20.7,standard_price,0.8346,7.98
3159,68.6,aggressive_discount,0.6311,57.82
3160,67.1,aggressive_discount,0.6153,59.97
3161,30.6,aggressive_discount,0.2363,19.69
3162,59.5,standard_price,0.4682,52.18
3163,67.3,aggressive_discount,0.6174,42.14
3164,65.3,aggressive_discount,0.5959,61.36
3165,48.3,standard_price,0.593,45.34
3166,45.4,standard_price,0.6241,25.45
3167,26.7,aggressive_discount,0.2061,8.0
3168,59.6,aggressive_discount,0.533,46.66
3169,59.6,standard_price,0.467,32.58
3170,34.5,standard_price,0.7306,30.04
3171,56.2,aggressive_discount,0.4948,42.66
3172,33.2,aggressive_discount,0.2581,16.59
3173,42.6,standard_price,0.6532,25.43
3174,84.9,aggressive_discount,0.7808,78.02
3175,35.3,standard_price,0.7234,16.0
3176,46.0,standard_price,0.6177,31.11
3177,59.5,aggressive_discount,0.5318,53.08
3178,34.2,standard_price,0.7332,5.1
3179,66.5,aggressive_discount,0.6089,50.92
3180,20.4,standard_price,0.8364,0.09
3181,42.7,aggressive_discount,0.3479,29.5
3182,63.2,aggressive_discount,0.573,56.4
3183,73.7,standard_price,0.3172,64.44
3184,80.2,aggressive_discount,0.7425,65.65
3185,58.7,aggressive_discount,0.5229,45.61
3186,57.8,aggressive_discount,0.5127,50.94
3187,74.4,aggressive_discount,0.6895,57.71
3188,58.6,aggressive_discount,0.5217,58.06
3189,80.1,aggressive_discount,0.7416,64.17
3190,39.1,aggressive_discount,0.3121,27.79
3191,28.2,standard_price,0.7826,1.5
3192,39.2,standard_price,0.687,39.28
3193,65.2,aggressive_discount,0.5948,48.35
3194,31.6,standard_price,0.7555,22.55
3195,44.9,standard_price,0.6294,25.75
3196,52.9,standard_price,0.5423,38.43
3197,34.2,standard_price,0.7332,27.27
3198,24.3,standard_price,0.811,6.32
3199,23.5,standard_price,0.8165,7.56
3200,53.2,standard_price,0.5389,38.43
3201,38.1,standard_price,0.6975,32.61
3202,52.5,aggressive_discount,0.4533,31.44
3203,38.1,standard_price,0.6975,24.82
3204,54.6,standard_price,0.5232,40.58
3205,48.3,standard_price,0.593,39.28
3206,62.9,aggressive_discount,0.5697,45.22
3207,81.3,standard_price,0.2482,65.59
3208,31.7,standard_price,0.7546,12.12
3209,26.0,aggressive_discount,0.201,11.66
3210,66.1,aggressive_discount,0.6046,51.58
3211,57.0,standard_price,0.4963,35.84
3212,91.2,aggressive_discount,0.8255,95.3
3213,22.7,standard_price,0.8218,0.0
3214,22.9,standard_price,0.8205,34.13
3215,72.0,aggressive_discount,0.666,70.17
3216,49.6,standard_price,0.5788,32.71
3217,54.3,aggressive_discount,0.4734,46.37
3218,35.9,standard_price,0.718,26.37
3219,39.3,standard_price,0.686,30.18
3220,57.4,aggressive_discount,0.5082,51.39
3221,57.6,aggressive_discount,0.5105,36.34
3222,52.6,aggressive_discount,0.4544,44.17
3223,72.5,standard_price,0.329,87.79
3224,39.4,aggressive_discount,0.315,29.69
3225,54.3,aggressive_discount,0.4734,39.05
3226,60.3,standard_price,0.4592,30.54
3227,41.7,aggressive_discount,0.3377,25.64
3228,19.6,standard_price,0.8413,0.0
3229,71.2,aggressive_discount,0.6579,52.0
3230,91.7,aggressive_discount,0.8287,86.15
3231,100.0,aggressive_discount,0.8754,84.31
3232,58.0,standard_price,0.485,56.46
3233,38.4,standard_price,0.6947,33.47
3234,65.4,aggressive_discount,0.597,56.61
3235,80.7,aggressive_discount,0.7468,70.37
3236,48.7,aggressive_discount,0.4113,16.72
3237,57.4,aggressive_discount,0.5082,44.4
3238,35.2,standard_price,0.7243,19.55
3239,71.8,aggressive_discount,0.664,66.51
3240,49.6,standard_price,0.5788,55.07
3241,28.8,aggressive_discount,0.222,18.92
3242,65.7,standard_price,0.3998,62.66
3243,54.9,standard_price,0.5199,60.6
3244,71.5,aggressive_discount,0.6609,62.82
3245,45.4,aggressive_discount,0.3759,34.27
3246,59.5,standard_price,0.4682,49.03
3247,50.9,standard_price,0.5645,42.52
3248,37.4,standard_price,0.7041,27.86
3249,31.5,standard_price,0.7563,7.79
3250,52.5,aggressive_discount,0.4533,32.95
3251,40.5,standard_price,0.6743,28.89
3252,39.1,standard_price,0.6879,22.35
3253,60.8,aggressive_discount,0.5464,53.05
3254,21.0,aggressive_discount,0.1673,10.74
3255,61.5,standard_price,0.4458,53.0
3256,39.8,standard_price,0.6811,33.72
3257,99.8,standard_price,0.1255,100.12
3258,72.2,aggressive_discount,0.668,52.15
3259,67.3,aggressive_discount,0.6174,66.03
3260,51.3,aggressive_discount,0.4399,50.78
3261,33.5,standard_price,0.7393,25.55
3262,47.7,standard_price,0.5995,23.71
3263,56.7,standard_price,0.4996,41.03
3264,69.6,standard_price,0.3585,71.96
3265,54.0,standard_price,0.53,45.27
3266,43.6,standard_price,0.6429,37.09
3267,41.7,aggressive_discount,0.3377,49.91
3268,51.0,aggressive_discount,0.4366,34.55
3269,30.6,aggressive_discount,0.2363,0.0
3270,44.9,standard_price,0.6294,39.42
3271,75.0,standard_price,0.3047,65.64
3272,42.8,standard_price,0.6511,30.12
3273,62.0,aggressive_discount,0.5597,45.26
3274,36.7,aggressive_discount,0.2894,14.59
3275,88.4,aggressive_discount,0.8066,81.63
3276,42.5,standard_price,0.6542,33.45
3277,46.0,aggressive_discount,0.3823,32.69
3278,38.9,standard_price,0.6899,28.85
3279,26.8,standard_price,0.7931,16.07
3280,86.7,aggressive_discount,0.7944,78.64
3281,23.1,standard_price,0.8191,5.03
3282,82.6,aggressive_discount,0.7626,66.57
3283,42.5,aggressive_discount,0.3458,26.27
3284,50.0,standard_price,0.5744,52.46
3285,78.9,aggressive_discount,0.7312,66.2
3286,54.6,aggressive_discount,0.4768,39.88
3287,18.6,standard_price,0.8472,0.0
3288,52.9,aggressive_discount,0.4577,31.71
3289,62.4,standard_price,0.4359,67.0
3290,32.9,aggressive_discount,0.2555,10.57
3291,34.7,aggressive_discount,0.2712,29.65
3292,36.1,standard_price,0.7162,35.68
3293,27.8,aggressive_discount,0.2143,5.13
3294,31.2,standard_price,0.7588,20.94
3295,70.8,standard_price,0.3462,54.01
3296,37.3,aggressive_discount,0.2949,23.49
3297,85.7,aggressive_discount,0.7869,78.28
3298,52.3,standard_price,0.549,43.8
3299,61.6,aggressive_discount,0.5553,41.94
3300,33.5,aggressive_discount,0.2607,20.08
3301,30.2,standard_price,0.7669,11.67
3302,28.1,standard_price,0.7834,4.05
3303,40.5,aggressive_discount,0.3257,20.7
3304,74.0,aggressive_discount,0.6857,72.09
3305,60.0,aggressive_discount,0.5374,43.88
3306,75.8,aggressive_discount,0.7029,78.21
3307,52.6,standard_price,0.5456,47.12
3308,34.6,aggressive_discount,0.2703,27.05
3309,59.8,standard_price,0.4648,49.5
3310,58.8,aggressive_discount,0.524,36.33
3311,46.9,standard_price,0.6081,25.96
3312,50.8,standard_price,0.5656,43.38
3313,68.2,standard_price,0.3731,59.29
3314,96.2,standard_price,0.1444,103.64
3315,22.2,standard_price,0.8251,6.4
3316,54.4,aggressive_discount,0.4745,38.73
3317,13.7,aggressive_discount,0.1264,1.87
3318,64.2,aggressive_discount,0.5839,63.5
3319,86.9,standard_price,0.2042,71.19
3320,40.7,aggressive_discount,0.3277,29.35
3321,57.4,aggressive_discount,0.5082,50.3
3322,54.4,standard_price,0.5255,34.81
3323,30.6,standard_price,0.7637,23.33
3324,41.0,aggressive_discount,0.3307,46.31
3325,37.8,standard_price,0.7004,27.21
3326,41.8,standard_price,0.6613,34.07
3327,21.4,standard_price,0.8302,0.0
3328,59.9,aggressive_discount,0.5363,30.24
3329,50.9,standard_price,0.5645,49.55
3330,66.1,standard_price,0.3954,53.4
3331,76.6,standard_price,0.2897,70.91
3332,63.3,aggressive_discount,0.5741,55.27
3333,22.3,standard_price,0.8244,6.39
3334,60.2,standard_price,0.4603,58.71
3335,75.6,aggressive_discount,0.701,69.61
3336,85.8,aggressive_discount,0.7877,86.6
3337,63.8,standard_price,0.4204,63.94
3338,51.1,standard_price,0.5623,36.46
3339,14.7,standard_price,0.8686,1.43
3340,72.1,aggressive_discount,0.667,61.82
3341,56.4,aggressive_discount,0.497,42.83
3342,16.5,aggressive_discount,0.1409,0.0
3343,26.1,standard_price,0.7983,0.0
3344,29.8,standard_price,0.7701,12.45
3345,59.9,aggressive_discount,0.5363,39.29
3346,28.9,standard_price,0.7772,10.76
3347,52.3,aggressive_discount,0.451,50.17
3348,55.8,aggressive_discount,0.4903,45.41
3349,57.0,standard_price,0.4963,49.7
3350,52.3,aggressive_discount,0.451,40.06
3351,39.4,standard_price,0.685,28.37
3352,66.0,standard_price,0.3965,61.52
3353,32.0,aggressive_discount,0.2479,4.37
3354,43.9,standard_price,0.6398,30.28
3355,28.1,standard_price,0.7834,31.02
3356,73.9,aggressive_discount,0.6847,57.45
3357,25.7,standard_price,0.8012,21.4
3358,73.5,aggressive_discount,0.6808,50.35
3359,70.2,aggressive_discount,0.6477,52.8
3360,64.6,aggressive_discount,0.5883,50.65
3361,52.0,aggressive_discount,0.4477,40.33
3362,54.0,aggressive_discount,0.47,39.64
3363,37.5,aggressive_discount,0.2968,28.67
3364,7.5,standard_price,0.9014,0.0
3365,64.6,aggressive_discount,0.5883,50.33
3366,68.7,aggressive_discount,0.6322,60.61
3367,53.5,aggressive_discount,0.4644,32.52
3368,44.7,aggressive_discount,0.3685,31.59
3369,10.4,aggressive_discount,0.1109,1.23
3370,70.3,aggressive_discount,0.6487,53.06
3371,31.2,standard_price,0.7588,20.24
3372,52.3,standard_price,0.549,45.6
3373,36.9,standard_price,0.7088,21.8
3374,34.6,standard_price,0.7297,19.02
3375,74.7,aggressive_discount,0.6924,75.68
3376,41.7,standard_price,0.6623,24.62
3377,55.3,aggressive_discount,0.4846,47.17
3378,61.2,aggressive_discount,0.5508,43.63
3379,22.5,aggressive_discount,0.1769,16.04
3380,39.3,standard_price,0.686,32.73
3381,51.7,aggressive_discount,0.4444,35.13
3382,42.1,standard_price,0.6582,38.23
3383,38.3,aggressive_discount,0.3044,30.47
3384,27.7,standard_price,0.7864,14.71
3385,42.1,aggressive_discount,0.3418,30.89
3386,41.6,standard_price,0.6633,25.53
3387,57.1,standard_price,0.4951,46.06
3388,74.5,aggressive_discount,0.6905,67.28
3389,79.3,aggressive_discount,0.7347,72.03
3390,100.0,aggressive_discount,0.8754,89.65
3391,80.5,aggressive_discount,0.7451,84.62
3392,49.3,standard_price,0.5821,30.99
3393,77.7,aggressive_discount,0.7204,68.41
3394,82.9,standard_price,0.235,65.18
3395,64.3,aggressive_discount,0.585,47.34
3396,34.1,aggressive_discount,0.2659,18.51
3397,68.4,aggressive_discount,0.629,65.86
3398,52.0,standard_price,0.5523,28.63
3399,0.0,standard_price,0.9276,0.0
3400,58.6,aggressive_discount,0.5217,56.37
3401,60.6,aggressive_discount,0.5441,43.45
3402,53.6,aggressive_discount,0.4656,45.36
3403,54.1,aggressive_discount,0.4712,46.43
3404,51.9,aggressive_discount,0.4466,33.18
3405,50.0,standard_price,0.5744,34.61
3406,90.3,aggressive_discount,0.8196,72.21
3407,17.6,standard_price,0.853,12.35
3408,55.3,aggressive_discount,0.4846,37.66
3409,56.0,standard_price,0.5075,43.9
3410,52.9,aggressive_discount,0.4577,35.64
3411,64.1,standard_price,0.4171,54.37
3412,62.6,aggressive_discount,0.5664,43.14
3413,34.8,standard_price,0.7279,24.18
3414,33.6,aggressive_discount,0.2615,16.93
3415,47.8,standard_price,0.5984,33.94
3416,41.1,standard_price,0.6683,24.37
3417,66.4,aggressive_discount,0.6078,50.36
3418,36.0,standard_price,0.7171,24.72
3419,43.0,standard_price,0.6491,25.81
3420,48.9,standard_price,0.5865,42.21
3421,50.1,aggressive_discount,0.4267,32.15
3422,63.6,aggressive_discount,0.5774,44.67
3423,21.3,aggressive_discount,0.1692,5.32
3424,44.6,standard_price,0.6325,48.52
3425,26.4,standard_price,0.7961,17.73
3426,68.8,standard_price,0.3668,83.05
3427,33.5,standard_price,0.7393,23.29
3428,66.0,aggressive_discount,0.6035,52.74
3429,48.9,aggressive_discount,0.4135,34.41
3430,67.7,aggressive_discount,0.6216,66.5
3431,49.4,standard_price,0.581,38.83
3432,66.4,standard_price,0.3922,49.52
3433,63.7,standard_price,0.4215,56.79
3434,42.9,standard_price,0.6501,43.19
3435,48.7,standard_price,0.5887,27.06
3436,48.4,standard_price,0.5919,47.99
3437,77.3,aggressive_discount,0.7168,59.89
3438,85.4,standard_price,0.2153,62.71
3439,62.2,standard_price,0.4381,47.81
3440,54.6,standard_price,0.5232,55.22
3441,35.9,aggressive_discount,0.282,33.39
3442,32.6,aggressive_discount,0.2529,13.29
3443,51.2,standard_price,0.5612,37.62
3444,75.5,aggressive_discount,0.7,69.64
3445,14.3,aggressive_discount,0.1294,0.0
3446,69.2,aggressive_discount,0.6374,69.11
3447,66.3,aggressive_discount,0.6067,52.01
3448,59.8,aggressive_discount,0.5352,51.39
3449,42.8,standard_price,0.6511,36.4
3450,41.9,standard_price,0.6603,37.3
3451,37.9,standard_price,0.6994,17.96
3452,0.0,standard_price,0.9276,0.0
3453,54.8,standard_price,0.521,47.25
3454,82.8,aggressive_discount,0.7642,61.15
3455,56.5,standard_price,0.5019,53.37
3456,32.5,standard_price,0.7479,13.34
3457,50.2,aggressive_discount,0.4278,44.06
3458,80.6,aggressive_discount,0.7459,90.09
3459,28.0,standard_price,0.7841,24.3
3460,33.9,standard_price,0.7358,8.69
3461,57.8,standard_price,0.4873,39.93
3462,64.3,aggressive_discount,0.585,71.31
3463,53.3,aggressive_discount,0.4622,45.22
3464,22.5,standard_price,0.8231,7.06
3465,38.9,standard_price,0.6899,34.04
3466,35.5,standard_price,0.7216,23.23
3467,24.7,standard_price,0.8082,13.83
3468,16.8,standard_price,0.8574,9.56
3469,40.3,standard_price,0.6762,26.14
3470,33.0,aggressive_discount,0.2564,20.96
3471,38.1,standard_price,0.6975,16.05
3472,20.3,standard_price,0.8371,1.33
3473,52.0,aggressive_discount,0.4477,46.98
3474,50.5,aggressive_discount,0.4311,38.79
3475,28.3,standard_price,0.7819,20.15
3476,40.5,standard_price,0.6743,32.08
3477,38.3,aggressive_discount,0.3044,18.54
3478,77.0,aggressive_discount,0.714,62.7
3479,56.5,aggressive_discount,0.4981,45.12
3480,65.8,standard_price,0.3987,57.01
3481,68.9,aggressive_discount,0.6343,62.29
3482,69.6,aggressive_discount,0.6415,56.45
3483,58.5,aggressive_discount,0.5206,47.59
3484,0.0,standard_price,0.9276,0.0
3485,50.3,aggressive_discount,0.4289,49.33
3486,55.9,aggressive_discount,0.4914,56.15
3487,32.1,standard_price,0.7513,26.43
3488,68.8,aggressive_discount,0.6332,49.92
3489,45.6,standard_price,0.622,46.75
3490,42.8,standard_price,0.6511,32.55
3491,93.4,aggressive_discount,0.8393,103.73
3492,44.0,standard_price,0.6388,29.35
3493,62.6,aggressive_discount,0.5664,58.78
3494,95.2,aggressive_discount,0.8499,70.98
3495,69.1,aggressive_discount,0.6363,60.11
3496,33.2,standard_price,0.7419,19.63
3497,17.4,standard_price,0.8541,0.0
3498,15.3,standard_price,0.8655,0.0
3499,59.0,aggressive_discount,0.5262,39.11
3500,59.2,aggressive_discount,0.5285,39.99
3501,42.2,aggressive_discount,0.3428,38.93
3502,54.4,aggressive_discount,0.4745,45.03
