session_id,user_engagement_score,arm,propensity,clicked
3354,68.7,variant_b,0.6322,1
3355,36.1,variant_a,0.7162,0
3356,1.8,variant_a,0.9219,0
3357,71.6,variant_a,0.338,1
3358,52.8,variant_b,0.4566,0
3359,58.9,variant_a,0.4749,0
3360,52.8,variant_a,0.5434,0
3361,41.9,variant_b,0.3397,0
3362,47.3,variant_a,0.6038,0
3363,67.2,variant_a,0.3837,1
3364,70.8,variant_b,0.6538,0
3365,35.0,variant_a,0.7261,0
3366,50.8,variant_b,0.4344,1
3367,58.0,variant_b,0.515,1
3368,65.8,variant_a,0.3987,0
3369,40.1,variant_a,0.6782,0
3370,33.9,variant_a,0.7358,0
3371,22.0,variant_a,0.8264,0
3372,43.7,variant_b,0.3581,0
3373,53.4,variant_b,0.4633,0
3374,77.4,variant_a,0.2823,0
3375,66.3,variant_b,0.6067,1
3376,37.0,variant_a,0.7079,1
3377,18.9,variant_a,0.8455,0
3378,46.9,variant_a,0.6081,0
3379,56.1,variant_b,0.4936,1
3380,64.3,variant_a,0.415,1
3381,40.8,variant_a,0.6713,0
3382,66.4,variant_b,0.6078,1
3383,34.1,variant_a,0.7341,0
3384,62.0,variant_a,0.4403,1
3385,71.4,variant_b,0.6599,1
3386,54.5,variant_b,0.4756,0
3387,32.8,variant_b,0.2546,0
3388,33.6,variant_a,0.7385,0
3389,89.4,variant_b,0.8135,1
3390,43.0,variant_b,0.3509,0
3391,32.0,variant_a,0.7521,0
3392,46.7,variant_a,0.6103,0
3393,38.1,variant_a,0.6975,1
3394,28.4,variant_a,0.7811,0
3395,70.5,variant_b,0.6508,1
3396,39.6,variant_b,0.3169,0
3397,33.1,variant_a,0.7428,0
3398,34.2,variant_b,0.2668,0
3399,56.1,variant_a,0.5064,0
3400,68.2,variant_a,0.3731,0
3401,79.1,variant_a,0.2671,1
3402,39.2,variant_a,0.687,1
3403,37.0,variant_a,0.7079,0
3404,50.3,variant_a,0.5711,1
3405,52.2,variant_b,0.4499,0
3406,37.5,variant_a,0.7032,1
3407,35.5,variant_b,0.2784,0
3408,63.9,variant_b,0.5807,0
3409,32.0,variant_a,0.7521,0
3410,36.9,variant_a,0.7088,1
3411,23.7,variant_a,0.8151,0
3412,39.6,variant_a,0.6831,0
3413,49.9,variant_a,0.5755,0
3414,66.7,variant_a,0.389,0
3415,54.2,variant_b,0.4723,0
3416,42.3,variant_a,0.6562,1
3417,55.0,variant_a,0.5187,0
3418,64.7,variant_a,0.4106,1
3419,70.4,variant_a,0.3502,0
3420,27.0,variant_a,0.7917,0
3421,56.8,variant_a,0.4985,1
3422,37.1,variant_a,0.7069,1
3423,62.5,variant_b,0.5653,1
3424,62.7,variant_a,0.4325,0
3425,46.6,variant_a,0.6114,0
3426,92.2,variant_b,0.8319,1
3427,29.4,variant_b,0.2267,0
3428,64.5,variant_b,0.5872,0
3429,51.5,variant_b,0.4421,1
3430,58.3,variant_b,0.5184,0
3431,66.3,variant_a,0.3933,0
3432,57.9,variant_b,0.5139,0
3433,51.7,variant_b,0.4444,0
3434,40.0,variant_a,0.6792,1
3435,4.6,variant_a,0.9124,0
3436,88.6,variant_b,0.808,0
3437,51.3,variant_b,0.4399,0
3438,36.2,variant_a,0.7152,0
3439,52.3,variant_b,0.451,0
3440,55.9,variant_a,0.5086,1
3441,41.7,variant_b,0.3377,0
3442,54.8,variant_a,0.521,1
3443,67.8,variant_a,0.3773,1
3444,27.1,variant_a,0.7909,0
3445,57.3,variant_b,0.5071,1
3446,68.3,variant_b,0.628,1
3447,59.6,variant_b,0.533,0
3448,10.7,variant_b,0.1122,0
3449,46.3,variant_b,0.3854,0
3450,66.6,variant_b,0.6099,0
3451,50.0,variant_b,0.4256,0
3452,39.1,variant_a,0.6879,0
3453,95.5,variant_b,0.8516,1
3454,66.4,variant_a,0.3922,1
3455,63.6,variant_a,0.4226,1
3456,66.9,variant_b,0.6131,1
3457,70.7,variant_a,0.3472,1
3458,59.4,variant_b,0.5307,1
3459,48.0,variant_b,0.4037,1
3460,39.1,variant_a,0.6879,0
3461,31.8,variant_a,0.7538,1
3462,36.7,variant_b,0.2894,0
3463,57.3,variant_a,0.4929,0
3464,47.2,variant_a,0.6049,1
3465,77.5,variant_b,0.7186,0
3466,43.1,variant_a,0.6481,0
3467,66.2,variant_b,0.6056,1
3468,42.7,variant_b,0.3479,1
3469,45.4,variant_a,0.6241,1
3470,38.1,variant_b,0.3025,0
3471,39.0,variant_a,0.6889,0
3472,69.1,variant_b,0.6363,0
3473,95.3,variant_b,0.8505,1
3474,25.5,variant_a,0.8026,0
3475,87.5,variant_b,0.8002,1
3476,30.5,variant_a,0.7645,0
3477,42.8,variant_b,0.3489,0
3478,83.0,variant_b,0.7658,1
3479,44.0,variant_a,0.6388,0
3480,50.0,variant_a,0.5744,0
3481,51.8,variant_b,0.4455,0
3482,41.3,variant_b,0.3337,0
3483,63.1,variant_a,0.4281,0
3484,37.3,variant_a,0.7051,0
3485,55.2,variant_b,0.4835,1
3486,34.2,variant_b,0.2668,0
3487,31.5,variant_a,0.7563,0
3488,17.9,variant_a,0.8513,0
3489,67.5,variant_a,0.3805,1
3490,99.2,variant_b,0.8715,1
3491,65.2,variant_b,0.5948,1
3492,73.9,variant_b,0.6847,1
3493,44.2,variant_a,0.6367,0
3494,51.5,variant_a,0.5579,0
3495,58.9,variant_b,0.5251,1
3496,53.5,variant_a,0.5356,0
3497,53.9,variant_a,0.5311,0
3498,49.3,variant_a,0.5821,0
3499,47.8,variant_b,0.4016,0
3500,43.0,variant_a,0.6491,0
3501,35.7,variant_b,0.2802,1
3502,37.1,variant_a,0.7069,0
3503,94.0,variant_b,0.8429,0
3504,0.0,variant_a,0.9276,0
3505,77.1,variant_a,0.2851,1
3506,26.1,variant_a,0.7983,0
3507,48.6,variant_b,0.4102,0
3508,38.3,variant_a,0.6956,0
3509,37.4,variant_a,0.7041,0
3510,22.7,variant_a,0.8218,0
3511,40.3,variant_a,0.6762,0
3512,46.8,variant_b,0.3908,1
3513,39.5,variant_a,0.6841,0
3514,40.0,variant_a,0.6792,0
3515,49.8,variant_a,0.5766,1
3516,75.4,variant_b,0.6991,1
3517,68.2,variant_a,0.3731,0
3518,33.6,variant_a,0.7385,1
3519,36.9,variant_a,0.7088,1
3520,79.3,variant_b,0.7347,1
3521,60.6,variant_a,0.4559,0
3522,16.4,variant_b,0.1404,0
3523,51.7,variant_b,0.4444,1
3524,71.0,variant_b,0.6559,1
3525,61.4,variant_b,0.553,1
3526,42.4,variant_b,0.3448,0
3527,43.1,variant_a,0.6481,0
3528,50.2,variant_b,0.4278,1
3529,67.5,variant_b,0.6195,0
3530,49.8,variant_b,0.4234,0
3531,99.0,variant_b,0.8705,1
3532,63.1,variant_b,0.5719,1
3533,55.6,variant_a,0.512,1
3534,76.1,variant_b,0.7057,1
3535,21.2,variant_a,0.8315,0
3536,68.0,variant_b,0.6248,0
3537,43.1,variant_b,0.3519,0
3538,48.9,variant_a,0.5865,1
3539,44.5,variant_a,0.6336,0
3540,44.3,variant_b,0.3644,1
3541,50.9,variant_b,0.4355,1
3542,18.1,variant_a,0.8501,0
3543,85.1,variant_b,0.7824,1
3544,60.0,variant_a,0.4626,1
3545,57.1,variant_a,0.4951,0
3546,96.7,variant_a,0.1417,1
3547,28.4,variant_a,0.7811,0
3548,20.2,variant_a,0.8377,0
3549,72.2,variant_b,0.668,0
3550,24.3,variant_a,0.811,0
3551,62.5,variant_a,0.4347,1
3552,49.1,variant_a,0.5843,0
3553,59.7,variant_a,0.4659,0
3554,34.9,variant_b,0.273,0
3555,56.6,variant_b,0.4993,0
3556,74.9,variant_b,0.6943,1
3557,90.2,variant_b,0.8189,1
3558,24.9,variant_b,0.1932,0
3559,18.3,variant_b,0.151,0
3560,89.7,variant_b,0.8156,1
3561,40.7,variant_a,0.6723,0
3562,58.3,variant_a,0.4816,1
3563,53.9,variant_a,0.5311,0
3564,25.2,variant_a,0.8047,0
3565,35.2,variant_a,0.7243,0
3566,60.7,variant_a,0.4547,0
3567,44.6,variant_a,0.6325,1
3568,65.5,variant_b,0.5981,1
3569,23.4,variant_a,0.8171,1
3570,40.0,variant_a,0.6792,0
3571,52.8,variant_a,0.5434,1
3572,50.4,variant_a,0.57,1
3573,40.6,variant_a,0.6733,0
3574,37.4,variant_b,0.2959,1
3575,54.6,variant_a,0.5232,0
3576,8.8,variant_a,0.896,0
3577,61.5,variant_b,0.5542,0
3578,54.5,variant_a,0.5244,0
3579,37.8,variant_a,0.7004,0
3580,93.0,variant_b,0.8369,1
3581,100.0,variant_b,0.8754,1
3582,35.5,variant_a,0.7216,0
3583,0.0,variant_a,0.9276,0
3584,49.1,variant_a,0.5843,1
3585,72.9,variant_b,0.6749,0
3586,69.0,variant_b,0.6353,1
3587,68.2,variant_a,0.3731,0
3588,78.3,variant_b,0.7258,0
3589,50.7,variant_a,0.5667,0
3590,72.6,variant_a,0.3281,1
3591,38.4,variant_a,0.6947,0
3592,58.4,variant_a,0.4805,0
3593,59.5,variant_b,0.5318,0
3594,48.9,variant_b,0.4135,0
3595,55.3,variant_a,0.5154,0
3596,45.2,variant_b,0.3738,1
3597,27.0,variant_a,0.7917,0
3598,57.5,variant_a,0.4906,0
3599,47.8,variant_a,0.5984,0
3600,38.7,variant_b,0.3082,1
3601,71.3,variant_b,0.6589,1
3602,62.6,variant_b,0.5664,0
3603,42.5,variant_a,0.6542,0
3604,35.3,variant_a,0.7234,0
3605,52.1,variant_b,0.4488,0
3606,24.3,variant_a,0.811,0
3607,95.5,variant_b,0.8516,1
3608,44.3,variant_a,0.6356,0
3609,87.7,variant_b,0.8016,1
3610,11.3,variant_a,0.8851,0
3611,64.3,variant_b,0.585,1
3612,29.7,variant_b,0.2291,0
3613,62.0,variant_b,0.5597,1
3614,26.9,variant_a,0.7924,0
3615,61.9,variant_b,0.5586,1
3616,19.5,variant_a,0.8419,0
3617,46.9,variant_a,0.6081,0
3618,30.1,variant_a,0.7677,0
3619,59.2,variant_b,0.5285,1
3620,32.4,variant_a,0.7488,0
3621,49.6,variant_a,0.5788,1
3622,44.7,variant_b,0.3685,0
3623,33.3,variant_a,0.7411,0
3624,49.7,variant_a,0.5777,0
3625,51.7,variant_a,0.5556,0
3626,32.0,variant_a,0.7521,0
3627,26.3,variant_a,0.7968,0
3628,43.5,variant_a,0.6439,0
3629,57.1,variant_b,0.5049,0
3630,44.2,variant_b,0.3633,1
3631,40.3,variant_a,0.6762,0
3632,62.2,variant_a,0.4381,1
3633,49.8,variant_b,0.4234,1
3634,51.7,variant_a,0.5556,0
3635,61.1,variant_b,0.5497,1
3636,29.8,variant_a,0.7701,0
3637,31.9,variant_b,0.247,0
3638,44.4,variant_a,0.6346,0
3639,34.5,variant_a,0.7306,0
3640,69.0,variant_b,0.6353,0
3641,34.4,variant_a,0.7315,1
3642,43.5,variant_a,0.6439,0
3643,74.6,variant_a,0.3085,1
3644,40.5,variant_a,0.6743,0
3645,20.6,variant_a,0.8352,0
3646,29.9,variant_a,0.7693,0
3647,64.1,variant_b,0.5829,1
3648,15.4,variant_a,0.8649,0
3649,56.2,variant_a,0.5052,1
3650,40.4,variant_a,0.6752,0
3651,64.5,variant_a,0.4128,1
3652,53.6,variant_a,0.5344,0
3653,65.5,variant_b,0.5981,1
3654,64.6,variant_b,0.5883,0
3655,60.1,variant_b,0.5385,1
3656,52.0,variant_a,0.5523,1
3657,74.6,variant_b,0.6915,1
3658,70.9,variant_b,0.6549,1
3659,39.0,variant_b,0.3111,1
3660,38.0,variant_a,0.6985,0
3661,36.6,variant_b,0.2884,1
3662,36.3,variant_a,0.7143,0
3663,40.0,variant_a,0.6792,0
3664,39.6,variant_b,0.3169,0
3665,70.3,variant_b,0.6487,1
3666,26.7,variant_a,0.7939,0
3667,72.9,variant_b,0.6749,1
3668,77.7,variant_b,0.7204,1
3669,74.0,variant_b,0.6857,1
3670,50.7,variant_a,0.5667,0
3671,15.1,variant_a,0.8665,0
3672,66.4,variant_b,0.6078,1
3673,77.0,variant_b,0.714,1
3674,29.2,variant_a,0.7749,0
3675,35.0,variant_a,0.7261,1
3676,38.0,variant_a,0.6985,0
3677,43.0,variant_a,0.6491,0
3678,51.0,variant_a,0.5634,0
3679,4.4,variant_a,0.9131,0
3680,64.6,variant_a,0.4117,0
3681,50.2,variant_a,0.5722,0
3682,7.3,variant_a,0.9022,0
3683,69.8,variant_a,0.3564,1
3684,38.5,variant_b,0.3063,0
3685,31.1,variant_a,0.7596,0
3686,47.5,variant_b,0.3983,1
3687,48.4,variant_b,0.4081,0
3688,70.1,variant_a,0.3533,1
3689,46.1,variant_a,0.6167,0
3690,52.5,variant_b,0.4533,0
3691,60.2,variant_a,0.4603,0
3692,67.1,variant_b,0.6153,1
3693,26.8,variant_a,0.7931,0
3694,69.6,variant_a,0.3585,1
3695,14.0,variant_a,0.8721,0
3696,47.8,variant_a,0.5984,0
3697,31.9,variant_b,0.247,0
3698,51.8,variant_a,0.5545,0
3699,64.1,variant_b,0.5829,0
3700,61.1,variant_b,0.5497,1
3701,40.5,variant_a,0.6743,0
3702,0.0,variant_a,0.9276,1
3703,24.0,variant_a,0.8131,0
3704,23.4,variant_a,0.8171,0
3705,33.0,variant_a,0.7436,0
3706,39.0,variant_a,0.6889,0
3707,51.3,variant_a,0.5601,1
3708,45.0,variant_a,0.6283,0
3709,41.6,variant_b,0.3367,0
3710,55.0,variant_b,0.4813,1
3711,98.2,variant_b,0.8663,1
3712,58.0,variant_b,0.515,1
3713,51.0,variant_a,0.5634,0
3714,77.3,variant_b,0.7168,1
3715,27.1,variant_b,0.2091,0
3716,48.2,variant_a,0.5941,0
3717,51.5,variant_a,0.5579,0
3718,65.5,variant_b,0.5981,1
3719,32.5,variant_a,0.7479,0
3720,44.1,variant_a,0.6377,1
3721,55.7,variant_a,0.5109,0
3722,52.5,variant_b,0.4533,1
3723,40.5,variant_a,0.6743,0
3724,51.3,variant_a,0.5601,1
3725,62.5,variant_b,0.5653,0
3726,60.3,variant_b,0.5408,1
3727,44.8,variant_b,0.3696,0
3728,64.5,variant_b,0.5872,0
3729,51.3,variant_b,0.4399,0
3730,66.4,variant_b,0.6078,1
3731,35.4,variant_a,0.7225,0
3732,73.2,variant_b,0.6779,1
3733,58.2,variant_a,0.4828,0
3734,48.2,variant_a,0.5941,0
3735,67.1,variant_b,0.6153,0
3736,45.6,variant_a,0.622,0
3737,61.4,variant_b,0.553,1
3738,99.6,variant_b,0.8735,1
3739,39.5,variant_a,0.6841,0
3740,52.8,variant_a,0.5434,1
3741,33.6,variant_a,0.7385,1
3742,38.0,variant_a,0.6985,0
3743,55.4,variant_b,0.4858,1
3744,43.4,variant_b,0.355,0
3745,58.9,variant_a,0.4749,0
3746,88.8,variant_b,0.8094,0
3747,27.6,variant_a,0.7872,0
3748,87.2,variant_b,0.798,1
3749,62.1,variant_a,0.4392,0
3750,59.0,variant_a,0.4738,1
3751,55.5,variant_b,0.4869,0
3752,67.0,variant_b,0.6142,0
3753,37.8,variant_a,0.7004,0
3754,33.9,variant_b,0.2642,0
3755,32.6,variant_a,0.7471,0
3756,45.0,variant_a,0.6283,0
3757,52.0,variant_a,0.5523,0
3758,73.1,variant_b,0.6769,1
3759,32.5,variant_a,0.7479,1
3760,20.1,variant_a,0.8383,0
3761,57.8,variant_a,0.4873,1
3762,15.2,variant_a,0.866,0
3763,68.7,variant_b,0.6322,1
3764,32.1,variant_a,0.7513,0
3765,38.5,variant_b,0.3063,0
3766,61.7,variant_a,0.4436,0
3767,84.0,variant_b,0.7738,1
3768,30.3,variant_b,0.2339,1
3769,49.9,variant_a,0.5755,0
3770,59.0,variant_b,0.5262,1
3771,71.9,variant_a,0.335,1
3772,83.4,variant_a,0.2309,0
3773,78.3,variant_b,0.7258,1
3774,57.9,variant_a,0.4861,1
3775,46.7,variant_a,0.6103,0
3776,41.1,variant_a,0.6683,1
3777,59.6,variant_b,0.533,1
3778,85.7,variant_b,0.7869,1
3779,67.6,variant_b,0.6206,0
3780,28.5,variant_a,0.7803,0
3781,46.6,variant_b,0.3886,1
3782,47.6,variant_a,0.6006,0
3783,32.5,variant_a,0.7479,0
3784,42.5,variant_b,0.3458,1
3785,45.3,variant_b,0.3748,0
3786,0.9,variant_a,0.9248,0
3787,60.0,variant_b,0.5374,1
3788,39.3,variant_a,0.686,0
3789,0.1,variant_a,0.9273,0
3790,45.0,variant_a,0.6283,0
3791,43.6,variant_b,0.3571,0
3792,55.3,variant_a,0.5154,0
3793,56.7,variant_a,0.4996,1
3794,22.8,variant_a,0.8211,0
3795,50.3,variant_a,0.5711,0
3796,19.8,variant_b,0.1599,0
3797,66.8,variant_b,0.6121,1
3798,52.6,variant_b,0.4544,0
3799,49.4,variant_b,0.419,0
3800,32.9,variant_a,0.7445,0
3801,8.0,variant_a,0.8993,0
3802,58.9,variant_b,0.5251,0
3803,70.8,variant_a,0.3462,1
3804,58.9,variant_a,0.4749,1
3805,20.5,variant_a,0.8358,0
3806,33.2,variant_b,0.2581,0
3807,87.7,variant_a,0.1984,1
3808,46.5,variant_a,0.6124,0
3809,25.9,variant_a,0.7997,0
3810,79.3,variant_b,0.7347,1
3811,69.6,variant_b,0.6415,1
3812,31.1,variant_b,0.2404,0
3813,40.0,variant_a,0.6792,0
3814,68.4,variant_a,0.371,1
3815,50.7,variant_a,0.5667,0
3816,45.1,variant_b,0.3727,1
3817,24.3,variant_b,0.189,0
3818,45.6,variant_a,0.622,0
3819,18.3,variant_a,0.849,0
3820,32.0,variant_a,0.7521,0
3821,79.7,variant_b,0.7382,0
3822,0.2,variant_a,0.927,0
3823,56.6,variant_a,0.5007,0
3824,27.3,variant_a,0.7894,0
3825,41.9,variant_b,0.3397,1
3826,48.7,variant_a,0.5887,1
3827,54.6,variant_b,0.4768,0
3828,66.3,variant_b,0.6067,1
3829,37.8,variant_a,0.7004,0
3830,40.2,variant_a,0.6772,0
3831,50.7,variant_b,0.4333,0
3832,79.4,variant_b,0.7356,1
3833,37.8,variant_a,0.7004,0
3834,41.0,variant_b,0.3307,1
3835,63.3,variant_b,0.5741,0
3836,75.4,variant_b,0.6991,1
3837,68.6,variant_b,0.6311,1
3838,51.0,variant_a,0.5634,0
3839,51.3,variant_b,0.4399,1
3840,55.2,variant_b,0.4835,0
3841,53.4,variant_a,0.5367,1
3842,50.2,variant_a,0.5722,0
3843,67.3,variant_a,0.3826,0
3844,87.1,variant_b,0.7973,1
3845,48.3,variant_b,0.407,0
3846,44.5,variant_a,0.6336,0
3847,54.4,variant_a,0.5255,1
3848,56.8,variant_b,0.5015,0
3849,65.4,variant_a,0.403,1
3850,57.0,variant_b,0.5037,0
3851,67.3,variant_a,0.3826,0
3852,23.6,variant_a,0.8158,0
3853,52.0,variant_b,0.4477,1
3854,68.3,variant_b,0.628,0
3855,71.4,variant_b,0.6599,0
3856,50.4,variant_a,0.57,0
3857,63.6,variant_a,0.4226,1
3858,71.4,variant_b,0.6599,1
3859,86.8,variant_b,0.7951,1
3860,37.9,variant_a,0.6994,0
3861,64.0,variant_a,0.4182,0
3862,37.2,variant_a,0.706,0
3863,52.5,variant_b,0.4533,1
3864,59.9,variant_a,0.4637,0
3865,36.6,variant_a,0.7116,0
3866,57.2,variant_b,0.506,1
3867,58.1,variant_a,0.4839,0
3868,31.3,variant_a,0.758,0
3869,50.3,variant_a,0.5711,0
3870,42.9,variant_a,0.6501,0
3871,35.4,variant_b,0.2775,0
3872,27.7,variant_a,0.7864,0
3873,71.9,variant_b,0.665,1
3874,80.2,variant_a,0.2575,1
3875,63.6,variant_b,0.5774,0
3876,7.6,variant_a,0.901,0
3877,78.7,variant_b,0.7294,1
3878,24.3,variant_a,0.811,0
3879,50.9,variant_a,0.5645,0
3880,52.4,variant_a,0.5479,0
3881,64.9,variant_b,0.5916,1
3882,11.7,variant_a,0.8832,0
3883,56.9,variant_b,0.5026,0
3884,61.5,variant_b,0.5542,0
3885,40.2,variant_b,0.3228,0
3886,40.3,variant_a,0.6762,1
3887,72.9,variant_b,0.6749,1
3888,49.9,variant_a,0.5755,0
3889,12.1,variant_a,0.8814,0
3890,38.9,variant_a,0.6899,0
3891,61.1,variant_b,0.5497,0
3892,86.9,variant_b,0.7958,1
3893,55.8,variant_a,0.5097,1
3894,85.2,variant_b,0.7831,1
3895,30.7,variant_a,0.7629,0
3896,27.5,variant_a,0.7879,0
3897,33.4,variant_a,0.7402,0
3898,49.6,variant_a,0.5788,0
3899,71.2,variant_b,0.6579,1
3900,46.3,variant_a,0.6146,0
3901,78.4,variant_a,0.2733,1
3902,44.4,variant_b,0.3654,0
3903,52.6,variant_b,0.4544,1
3904,58.3,variant_b,0.5184,0
3905,75.1,variant_b,0.6962,0
3906,9.2,variant_a,0.8944,0
3907,61.4,variant_a,0.447,1
3908,65.5,variant_b,0.5981,1
3909,39.2,variant_a,0.687,0
3910,92.5,variant_b,0.8338,1
3911,35.4,variant_b,0.2775,0
3912,42.5,variant_a,0.6542,0
3913,38.5,variant_a,0.6937,0
3914,42.8,variant_a,0.6511,0
3915,91.6,variant_b,0.8281,1
3916,45.3,variant_a,0.6252,0
3917,62.2,variant_b,0.5619,1
3918,86.9,variant_b,0.7958,1
3919,46.5,variant_a,0.6124,1
3920,67.8,variant_b,0.6227,1
3921,64.9,variant_a,0.4084,1
3922,48.3,variant_a,0.593,0
3923,39.3,variant_a,0.686,0
3924,52.5,variant_a,0.5467,0
3925,83.8,variant_a,0.2278,1
3926,49.0,variant_a,0.5854,0
3927,70.0,variant_a,0.3543,1
3928,18.8,variant_a,0.8461,0
3929,43.7,variant_a,0.6419,0
3930,29.0,variant_a,0.7764,0
3931,44.9,variant_a,0.6294,0
3932,70.9,variant_a,0.3451,0
3933,9.5,variant_a,0.8931,0
3934,63.3,variant_b,0.5741,0
3935,60.2,variant_a,0.4603,0
3936,44.7,variant_a,0.6315,1
3937,44.6,variant_a,0.6325,1
3938,62.3,variant_b,0.563,1
3939,64.5,variant_a,0.4128,1
3940,26.8,variant_a,0.7931,0
3941,23.6,variant_a,0.8158,0
3942,46.1,variant_b,0.3833,0
3943,60.5,variant_b,0.543,0
3944,56.5,variant_a,0.5019,0
3945,48.5,variant_a,0.5909,0
3946,55.9,variant_b,0.4914,1
3947,66.3,variant_b,0.6067,0
3948,67.1,variant_a,0.3847,1
3949,84.3,variant_b,0.7762,1
3950,53.5,variant_a,0.5356,0
3951,51.1,variant_a,0.5623,0
3952,55.6,variant_b,0.488,0
3953,21.3,variant_a,0.8308,0
3954,72.1,variant_a,0.333,0
3955,33.7,variant_b,0.2624,0
3956,22.3,variant_a,0.8244,0
3957,68.6,variant_a,0.3689,1
3958,62.9,variant_b,0.5697,1
3959,48.0,variant_a,0.5963,0
3960,23.8,variant_a,0.8144,0
3961,64.5,variant_b,0.5872,1
3962,97.6,variant_b,0.8632,0
3963,3.2,variant_a,0.9173,0
3964,28.8,variant_a,0.778,0
3965,50.5,variant_a,0.5689,0
3966,51.6,variant_a,0.5568,1
3967,44.8,variant_a,0.6304,0
3968,73.6,variant_a,0.3182,1
3969,39.6,variant_a,0.6831,0
3970,68.6,variant_b,0.6311,1
3971,73.0,variant_b,0.6759,1
3972,53.6,variant_b,0.4656,1
3973,57.0,variant_a,0.4963,0
3974,0.4,variant_a,0.9264,0
3975,49.9,variant_a,0.5755,0
3976,27.1,variant_a,0.7909,0
3977,55.0,variant_a,0.5187,0
3978,74.9,variant_b,0.6943,0
3979,54.9,variant_a,0.5199,0
3980,49.1,variant_a,0.5843,1
3981,83.6,variant_a,0.2293,1
3982,53.6,variant_a,0.5344,0
3983,48.3,variant_a,0.593,0
3984,69.3,variant_b,0.6384,1
3985,44.0,variant_a,0.6388,0
3986,91.7,variant_b,0.8287,1
3987,43.0,variant_a,0.6491,0
3988,70.8,variant_b,0.6538,1
3989,33.9,variant_a,0.7358,0
3990,29.7,variant_a,0.7709,0
3991,73.5,variant_a,0.3192,1
3992,48.6,variant_a,0.5898,0
3993,44.6,variant_a,0.6325,1
3994,53.6,variant_a,0.5344,1
3995,18.1,variant_a,0.8501,0
3996,55.2,variant_b,0.4835,0
3997,29.6,variant_b,0.2283,0
3998,48.7,variant_a,0.5887,0
3999,65.1,variant_b,0.5938,1
4000,43.2,variant_a,0.647,0
4001,85.5,variant_b,0.7854,1
4002,62.1,variant_b,0.5608,0
4003,39.7,variant_a,0.6821,0
4004,27.0,variant_a,0.7917,0
4005,34.0,variant_b,0.265,0
4006,67.9,variant_b,0.6238,0
4007,56.2,variant_b,0.4948,0
4008,61.1,variant_a,0.4503,1
4009,52.4,variant_b,0.4521,0
4010,28.3,variant_a,0.7819,0
4011,79.4,variant_b,0.7356,1
4012,42.7,variant_b,0.3479,0
4013,59.1,variant_b,0.5273,0
4014,46.1,variant_b,0.3833,1
4015,54.3,variant_b,0.4734,1
4016,43.6,variant_a,0.6429,0
4017,52.0,variant_a,0.5523,1
4018,61.5,variant_a,0.4458,1
4019,58.9,variant_b,0.5251,1
4020,36.6,variant_a,0.7116,0
4021,49.7,variant_b,0.4223,0
4022,18.3,variant_a,0.849,0
4023,78.9,variant_b,0.7312,0
4024,51.7,variant_a,0.5556,1
4025,76.1,variant_b,0.7057,1
4026,58.5,variant_a,0.4794,1
4027,36.0,variant_a,0.7171,0
4028,24.3,variant_b,0.189,0
4029,43.2,variant_a,0.647,0
4030,24.0,variant_a,0.8131,0
4031,48.8,variant_a,0.5876,1
4032,48.0,variant_b,0.4037,1
4033,45.4,variant_a,0.6241,0
4034,64.6,variant_b,0.5883,1
4035,67.6,variant_b,0.6206,0
4036,45.7,variant_a,0.6209,1
4037,19.8,variant_b,0.1599,0
4038,82.1,variant_b,0.7585,1
4039,57.3,variant_b,0.5071,1
4040,56.6,variant_a,0.5007,1
4041,31.8,variant_a,0.7538,0
4042,41.5,variant_a,0.6643,0
4043,48.9,variant_a,0.5865,1
4044,57.8,variant_b,0.5127,1
4045,66.0,variant_a,0.3965,1
4046,44.5,variant_a,0.6336,0
4047,32.4,variant_a,0.7488,0
4048,74.5,variant_a,0.3095,0
4049,62.1,variant_b,0.5608,1
4050,30.5,variant_a,0.7645,0
4051,48.1,variant_b,0.4048,0
4052,51.6,variant_a,0.5568,1
4053,60.1,variant_a,0.4615,1
4054,60.4,variant_b,0.5419,0
4055,37.9,variant_b,0.3006,0
4056,21.2,variant_a,0.8315,1
4057,29.3,variant_a,0.7741,0
4058,16.7,variant_a,0.858,0
4059,44.7,variant_a,0.6315,1
4060,75.6,variant_b,0.701,0
4061,58.6,variant_b,0.5217,1
4062,52.0,variant_b,0.4477,0
4063,100.0,variant_b,0.8754,1
4064,38.9,variant_a,0.6899,1
4065,55.1,variant_a,0.5176,0
4066,15.3,variant_a,0.8655,0
4067,40.4,variant_a,0.6752,0
4068,52.1,variant_a,0.5512,0
4069,25.7,variant_a,0.8012,0
4070,13.4,variant_a,0.8751,0
4071,56.8,variant_a,0.4985,0
4072,58.3,variant_b,0.5184,0
4073,49.5,variant_a,0.5799,0
4074,72.6,variant_b,0.6719,1
4075,18.8,variant_a,0.8461,0
4076,48.7,variant_b,0.4113,1
4077,13.3,variant_b,0.1244,0
4078,44.1,variant_a,0.6377,0
4079,38.8,variant_a,0.6908,0
4080,17.5,variant_a,0.8535,0
4081,73.2,variant_b,0.6779,1
4082,71.6,variant_a,0.338,0
4083,36.8,variant_a,0.7097,0
4084,54.9,variant_b,0.4801,1
4085,59.0,variant_b,0.5262,1
4086,62.8,variant_a,0.4314,0
4087,60.3,variant_b,0.5408,0
4088,44.8,variant_b,0.3696,0
4089,41.4,variant_b,0.3347,1
4090,64.1,variant_b,0.5829,0
4091,64.7,variant_a,0.4106,1
4092,76.9,variant_b,0.7131,1
