ticket_id,urgency_score,complexity_score,cluster_run1,cluster_run2
3174,61.9,100.0,0,0
3175,48.2,24.7,1,1
3176,27.8,24.6,2,1
3177,41.4,35.2,1,1
3178,71.4,73.6,0,0
3179,39.4,44.2,2,2
3180,93.7,58.9,3,3
3181,63.7,66.8,0,3
3182,82.0,96.5,0,0
3183,82.9,65.5,3,3
3184,49.6,48.4,2,2
3185,37.0,45.3,2,2
3186,100.0,50.7,3,3
3187,84.5,44.3,3,3
3188,30.4,45.8,2,2
3189,14.9,52.6,2,2
3190,59.7,10.7,1,1
3191,60.2,71.0,0,3
3192,100.0,47.8,3,3
3193,36.2,48.7,2,2
3194,39.3,29.6,1,1
3195,55.1,25.7,1,1
3196,34.6,40.0,2,2
3197,57.2,38.3,1,3
3198,63.3,100.0,0,0
3199,67.6,77.7,0,0
3200,91.6,100.0,0,0
3201,51.4,69.5,0,3
3202,29.5,9.8,1,1
3203,85.5,74.7,3,0
3204,89.9,93.5,0,0
3205,71.7,62.1,3,3
3206,89.4,84.6,3,0
3207,78.9,87.7,0,0
3208,12.6,65.7,2,2
3209,71.9,42.5,3,3
3210,42.6,38.0,1,2
3211,60.3,100.0,0,0
3212,75.1,97.2,0,0
3213,54.0,12.7,1,1
3214,68.4,63.1,3,3
3215,60.6,78.8,0,0
3216,51.1,52.8,2,3
3217,77.4,82.1,0,0
3218,93.3,58.6,3,3
3219,73.6,67.8,3,3
3220,12.0,0.0,2,1
3221,80.3,74.3,3,0
3222,58.5,1.8,1,1
3223,42.4,43.1,2,2
3224,94.5,61.8,3,0
3225,37.7,33.7,2,1
3226,70.7,92.9,0,0
3227,9.6,49.1,2,2
3228,52.9,76.7,0,3
3229,22.4,30.0,2,2
3230,85.0,71.5,3,0
3231,40.7,31.3,1,1
3232,20.5,42.9,2,2
3233,46.4,0.0,1,1
3234,32.4,42.7,2,2
3235,80.2,91.0,0,0
3236,13.5,29.4,2,2
3237,68.8,69.8,0,3
3238,70.6,38.4,1,3
3239,69.2,88.8,0,0
3240,81.4,100.0,0,0
3241,98.7,82.5,3,0
3242,38.2,48.7,2,2
3243,38.0,24.9,1,1
3244,59.4,83.5,0,0
3245,69.1,80.8,0,0
3246,64.0,80.8,0,0
3247,100.0,57.2,3,0
3248,74.5,79.9,0,0
3249,42.6,37.5,1,2
3250,63.9,88.8,0,0
3251,20.1,16.7,2,1
3252,39.3,56.2,2,2
3253,72.2,100.0,0,0
3254,38.8,61.1,2,2
3255,20.9,29.7,2,2
3256,69.5,86.5,0,0
3257,100.0,83.9,3,0
3258,83.4,84.7,0,0
3259,95.6,73.8,3,0
3260,77.3,77.0,3,0
3261,88.5,47.6,3,3
3262,66.0,69.2,0,3
3263,32.5,42.6,2,2
3264,72.5,97.4,0,0
3265,41.7,62.0,2,2
3266,30.5,39.7,2,2
3267,57.6,29.6,1,1
3268,26.1,23.8,2,1
3269,28.8,40.1,2,2
3270,14.9,12.8,2,1
3271,40.1,34.5,1,1
3272,71.4,65.0,3,3
3273,99.3,69.3,3,0
3274,44.0,16.3,1,1
3275,69.6,60.7,3,3
3276,88.4,81.2,3,0
3277,69.1,70.2,0,3
3278,48.6,40.8,1,2
3279,48.2,29.1,1,1
3280,38.5,8.1,1,1
3281,39.4,15.0,1,1
3282,40.0,38.6,2,2
3283,73.2,87.9,0,0
3284,85.8,56.7,3,3
3285,35.6,31.5,2,1
3286,17.5,18.8,2,1
3287,65.3,41.3,1,3
3288,83.1,71.3,3,0
3289,59.5,79.2,0,0
3290,16.3,31.8,2,2
3291,40.6,37.3,2,2
3292,32.0,24.5,2,1
3293,78.1,75.7,3,0
3294,94.6,91.2,3,0
3295,67.2,65.5,3,3
3296,82.3,55.9,3,3
3297,80.7,60.9,3,3
3298,18.1,20.8,2,1
3299,100.0,84.2,3,0
3300,34.2,28.1,2,1
3301,92.6,77.2,3,0
3302,50.6,29.9,1,1
3303,50.3,19.4,1,1
3304,47.1,41.3,1,2
3305,57.5,21.9,1,1
3306,48.2,45.9,1,2
3307,88.1,95.1,0,0
3308,31.6,0.0,1,1
3309,43.8,38.9,1,2
3310,53.3,40.3,1,1
3311,73.2,61.9,3,3
3312,87.8,72.4,3,0
3313,33.8,60.2,2,2
3314,17.9,20.4,2,1
3315,61.1,91.3,0,0
3316,31.5,17.3,1,1
3317,93.9,71.1,3,0
3318,27.9,43.3,2,2
3319,83.9,70.1,3,0
3320,24.4,55.1,2,2
3321,69.9,82.9,0,0
3322,95.1,71.9,3,0
3323,80.7,61.3,3,3
3324,73.1,59.6,3,3
3325,46.3,65.9,2,2
3326,54.1,31.4,1,1
3327,33.7,51.0,2,2
3328,88.4,93.4,0,0
3329,25.2,36.1,2,2
3330,90.1,100.0,0,0
3331,47.8,20.5,1,1
3332,83.4,33.9,3,3
3333,47.6,35.4,1,1
3334,94.0,81.0,3,0
3335,62.2,64.5,0,3
3336,35.4,34.0,2,2
3337,35.6,20.9,1,1
3338,84.2,41.6,3,3
3339,75.4,100.0,0,0
3340,43.1,47.1,2,2
3341,19.8,4.8,1,1
3342,78.6,79.7,0,0
3343,76.7,77.5,0,0
3344,100.0,77.2,3,0
3345,80.7,79.7,3,0
3346,61.5,73.4,0,3
3347,83.6,100.0,0,0
3348,32.4,35.2,2,2
3349,81.0,80.1,3,0
3350,87.3,100.0,0,0
3351,46.9,74.7,0,3
3352,53.2,22.3,1,1
3353,67.9,80.2,0,0
3354,55.6,12.1,1,1
3355,88.2,92.4,0,0
3356,41.4,41.3,2,2
3357,51.1,12.2,1,1
3358,53.0,47.6,1,3
3359,71.3,79.1,0,0
3360,22.5,22.4,2,1
3361,57.1,49.5,1,3
3362,42.5,30.2,1,1
3363,37.5,16.6,1,1
3364,17.5,13.0,2,1
3365,29.3,34.9,2,2
3366,86.2,84.8,3,0
3367,100.0,58.3,3,0
3368,31.0,31.5,2,2
3369,46.4,4.9,1,1
3370,50.5,27.9,1,1
3371,72.5,93.1,0,0
3372,21.2,32.6,2,2
3373,79.4,80.3,0,0
3374,62.2,49.7,1,3
3375,30.2,30.1,2,2
3376,63.3,26.3,1,1
3377,27.7,37.2,2,2
3378,76.6,84.3,0,0
3379,58.3,36.1,1,3
3380,46.8,20.1,1,1
3381,50.3,49.1,2,3
3382,35.8,24.5,1,1
3383,80.7,74.9,3,0
3384,68.1,42.1,1,3
3385,95.5,99.1,0,0
3386,100.0,85.1,3,0
3387,74.8,47.4,3,3
3388,59.9,87.0,0,0
3389,44.5,58.7,2,2
3390,96.5,84.8,3,0
3391,63.3,40.6,1,3
3392,87.1,65.5,3,0
3393,86.6,91.9,0,0
3394,59.1,88.1,0,0
3395,82.9,91.0,0,0
3396,63.9,87.2,0,0
3397,82.4,54.7,3,3
3398,47.2,25.4,1,1
3399,69.2,63.0,3,3
3400,34.8,48.1,2,2
3401,53.3,19.4,1,1
3402,81.2,91.7,0,0
3403,84.5,82.5,3,0
3404,45.4,33.4,1,1
3405,46.3,27.3,1,1
3406,54.9,54.6,1,3
3407,25.9,26.3,2,1
3408,28.2,73.5,2,2
3409,80.7,76.6,3,0
3410,44.2,17.2,1,1
3411,78.7,81.0,0,0
3412,85.9,60.3,3,3
3413,100.0,80.4,3,0
3414,27.1,38.1,2,2
3415,51.0,9.6,1,1
3416,80.2,81.1,0,0
3417,41.6,62.5,2,2
3418,56.6,50.2,1,3
3419,68.3,69.8,0,3
3420,57.3,66.5,0,3
3421,75.6,63.2,3,3
3422,94.9,88.1,3,0
3423,95.1,89.0,3,0
3424,21.9,62.4,2,2
3425,65.6,88.2,0,0
3426,16.8,35.4,2,2
3427,24.4,37.3,2,2
3428,56.9,71.3,0,3
3429,97.9,91.5,3,0
3430,45.3,29.3,1,1
3431,100.0,62.8,3,0
3432,68.3,67.3,3,3
3433,76.0,80.0,0,0
3434,39.7,52.4,2,2
3435,67.6,82.1,0,0
3436,72.9,98.7,0,0
3437,51.7,43.8,1,3
3438,100.0,69.8,3,0
3439,42.2,47.7,2,2
3440,87.0,43.3,3,3
3441,33.1,52.7,2,2
3442,100.0,66.0,3,0
3443,55.5,34.6,1,1
3444,68.8,97.5,0,0
3445,78.1,93.3,0,0
3446,72.5,51.1,3,3
3447,35.4,46.5,2,2
3448,38.3,44.5,2,2
3449,71.9,65.0,3,3
3450,17.1,43.8,2,2
3451,32.0,41.5,2,2
3452,31.4,60.5,2,2
3453,22.8,55.7,2,2
3454,44.8,42.1,2,2
3455,38.3,27.3,1,1
3456,26.6,10.3,1,1
3457,29.7,37.6,2,2
3458,84.0,100.0,0,0
3459,42.7,31.0,1,1
3460,61.8,63.4,0,3
3461,100.0,100.0,0,0
3462,67.3,58.6,3,3
3463,28.2,50.3,2,2
3464,46.8,97.6,0,0
3465,62.0,96.9,0,0
3466,77.7,81.5,0,0
3467,50.0,36.3,1,1
3468,11.3,56.7,2,2
3469,62.1,100.0,0,0
3470,74.4,70.2,3,3
3471,84.8,93.6,0,0
3472,100.0,100.0,0,0
3473,74.2,49.8,3,3
3474,60.3,43.0,1,3
3475,30.2,69.7,2,2
3476,56.0,39.5,1,3
3477,79.6,66.4,3,3
3478,71.4,100.0,0,0
3479,80.2,62.1,3,3
3480,62.0,61.1,3,3
3481,58.8,23.2,1,1
3482,49.3,56.7,2,3
3483,48.2,32.9,1,1
3484,55.2,13.1,1,1
3485,22.4,24.1,2,1
3486,87.6,70.8,3,0
3487,40.0,84.8,0,2
3488,36.7,27.7,1,1
3489,63.5,92.0,0,0
3490,13.8,30.8,2,2
3491,30.5,45.8,2,2
3492,88.6,100.0,0,0
3493,74.5,56.8,3,3
3494,35.9,39.7,2,2
3495,61.3,42.6,1,3
3496,50.8,34.0,1,1
3497,66.4,94.6,0,0
3498,90.6,64.0,3,0
3499,83.8,80.9,3,0
3500,88.6,100.0,0,0
3501,65.6,90.9,0,0
3502,59.3,81.0,0,0
3503,38.8,58.7,2,2
3504,38.3,16.9,1,1
3505,58.3,64.6,0,3
3506,55.8,38.9,1,3
3507,62.0,34.5,1,3
3508,62.0,86.4,0,0
3509,85.1,80.6,3,0
3510,29.6,36.9,2,2
3511,89.8,100.0,0,0
3512,100.0,66.2,3,0
3513,25.0,21.3,2,1
3514,82.9,75.6,3,0
3515,31.5,35.4,2,2
3516,93.4,60.0,3,3
3517,42.5,71.5,2,2
3518,93.3,100.0,0,0
3519,48.8,26.3,1,1
3520,40.1,30.4,1,1
3521,72.9,87.3,0,0
3522,75.7,100.0,0,0
3523,46.4,40.0,1,2
3524,52.4,67.0,0,3
3525,52.2,29.5,1,1
3526,37.4,18.4,1,1
3527,31.0,46.2,2,2
3528,68.4,57.7,3,3
3529,33.1,33.0,2,2
3530,36.8,4.5,1,1
3531,45.3,48.1,2,2
3532,58.3,75.4,0,3
3533,57.5,34.7,1,1
3534,63.9,14.1,1,1
3535,55.3,21.0,1,1
3536,76.7,78.8,0,0
3537,89.2,70.1,3,0
3538,52.5,84.5,0,0
3539,56.9,47.2,1,3
3540,13.1,65.1,2,2
3541,80.1,100.0,0,0
3542,75.6,95.6,0,0
3543,79.2,71.2,3,0
3544,25.9,32.2,2,2
3545,31.2,8.9,1,1
3546,44.5,59.1,2,2
3547,29.6,12.1,1,1
3548,62.0,73.0,0,3
3549,100.0,76.7,3,0
3550,28.8,68.5,2,2
3551,46.8,83.6,0,3
3552,32.5,41.1,2,2
3553,100.0,68.9,3,0
3554,33.3,25.4,1,1
3555,85.4,98.7,0,0
3556,38.5,35.4,2,2
3557,100.0,38.5,3,3
3558,43.8,61.9,2,2
3559,73.0,68.4,3,3
3560,44.3,25.5,1,1
3561,79.3,88.2,0,0
3562,86.1,44.5,3,3
3563,24.6,41.5,2,2
3564,56.9,68.6,0,3
3565,85.5,75.8,3,0
3566,53.6,51.1,1,3
3567,95.6,68.3,3,0
3568,52.3,36.1,1,1
3569,60.1,21.0,1,1
3570,93.8,59.5,3,3
3571,38.0,53.8,2,2
3572,46.0,4.0,1,1
3573,92.8,59.5,3,3
3574,11.1,41.8,2,2
3575,69.2,90.3,0,0
3576,70.4,21.9,1,1
3577,16.0,7.4,2,1
3578,100.0,100.0,0,0
3579,87.1,80.6,3,0
3580,68.8,87.2,0,0
3581,79.1,51.0,3,3
3582,12.2,38.3,2,2
3583,38.7,58.2,2,2
3584,88.5,77.3,3,0
3585,84.0,93.1,0,0
3586,47.5,36.8,1,1
3587,92.2,87.5,3,0
3588,18.9,35.1,2,2
3589,65.3,71.9,0,3
3590,90.3,79.8,3,0
3591,88.8,64.0,3,0
3592,18.1,42.7,2,2
3593,77.8,84.1,0,0
3594,32.9,26.1,2,1
3595,29.1,33.6,2,2
3596,73.1,100.0,0,0
3597,92.6,78.6,3,0
3598,57.7,92.9,0,0
3599,41.6,40.9,2,2
3600,100.0,77.6,3,0
3601,42.1,55.6,2,2
3602,75.5,74.2,3,0
3603,77.6,67.8,3,3
3604,21.5,18.1,2,1
3605,44.0,14.9,1,1
3606,85.5,100.0,0,0
3607,57.9,61.9,0,3
3608,47.6,100.0,0,0
3609,76.4,71.5,3,0
3610,59.4,41.6,1,3
3611,32.3,62.9,2,2
3612,62.2,75.7,0,3
3613,76.9,66.2,3,3
3614,100.0,86.6,3,0
3615,57.5,22.1,1,1
3616,61.5,41.5,1,3
3617,100.0,90.4,3,0
3618,58.6,68.5,0,3
3619,35.2,37.5,2,2
3620,42.8,14.4,1,1
3621,37.9,30.7,1,1
3622,31.4,12.5,1,1
3623,77.7,82.4,0,0
3624,39.7,36.9,2,2
3625,32.0,16.0,1,1
3626,60.0,44.9,1,3
3627,32.3,23.9,1,1
3628,83.2,63.0,3,3
3629,67.5,66.7,3,3
3630,54.7,20.6,1,1
3631,81.3,83.1,0,0
3632,85.5,53.8,3,3
3633,47.5,27.5,1,1
3634,86.1,53.0,3,3
3635,63.8,28.0,1,1
3636,47.7,41.4,1,2
3637,72.7,77.0,0,0
3638,78.4,82.4,0,0
3639,8.8,9.7,2,1
3640,45.5,50.5,2,2
3641,41.1,35.1,1,1
3642,34.2,11.6,1,1
3643,57.4,23.7,1,1
3644,19.8,7.4,2,1
3645,82.5,63.9,3,3
3646,18.9,15.5,2,1
3647,78.6,89.0,0,0
3648,92.8,68.1,3,0
3649,62.5,93.7,0,0
3650,56.1,100.0,0,0
3651,40.4,25.2,1,1
3652,81.1,78.5,3,0
3653,55.3,43.9,1,3
3654,81.5,71.2,3,0
3655,60.4,92.7,0,0
3656,92.4,95.4,0,0
3657,17.9,32.6,2,2
3658,84.6,79.3,3,0
3659,44.0,76.5,0,2
3660,55.2,35.1,1,1
3661,32.6,55.6,2,2
3662,65.2,80.3,0,0
3663,73.8,2.7,1,1
3664,35.9,17.3,1,1
3665,50.7,78.0,0,3
3666,29.4,57.2,2,2
3667,76.6,56.6,3,3
3668,68.0,33.9,1,3
3669,71.0,95.8,0,0
3670,20.8,24.0,2,1
3671,59.3,35.3,1,3
3672,46.9,58.6,2,2
3673,24.6,0.0,1,1
3674,41.5,55.5,2,2
3675,62.2,69.3,0,3
3676,41.1,15.4,1,1
3677,71.8,66.0,3,3
3678,28.5,54.8,2,2
3679,96.9,83.6,3,0
3680,61.4,85.2,0,0
3681,26.2,50.8,2,2
3682,22.6,42.3,2,2
3683,36.2,23.4,1,1
3684,44.0,26.2,1,1
3685,90.1,76.0,3,0
3686,91.6,89.3,3,0
3687,82.5,95.5,0,0
3688,21.1,38.6,2,2
3689,36.0,26.8,1,1
3690,86.6,100.0,0,0
3691,45.3,48.5,2,2
3692,38.4,8.1,1,1
3693,78.7,95.2,0,0
3694,44.2,50.8,2,2
3695,77.8,100.0,0,0
3696,43.4,82.5,0,3
3697,63.5,63.8,3,3
3698,75.5,32.3,1,3
3699,63.4,72.6,0,3
3700,85.8,100.0,0,0
3701,100.0,85.2,3,0
3702,14.3,56.9,2,2
3703,19.6,34.9,2,2
3704,17.2,23.9,2,2
3705,33.0,31.7,2,2
3706,65.6,80.6,0,0
3707,44.5,36.4,1,1
3708,57.4,43.6,1,3
3709,78.1,71.7,3,0
3710,38.8,15.9,1,1
3711,60.9,38.7,1,3
3712,96.0,83.4,3,0
3713,53.3,88.3,0,0
3714,69.7,90.3,0,0
3715,43.9,52.7,2,2
3716,93.7,74.0,3,0
3717,52.6,23.9,1,1
3718,34.2,21.8,1,1
3719,99.7,95.0,3,0
3720,92.8,64.5,3,0
3721,30.7,39.9,2,2
3722,70.5,100.0,0,0
3723,67.7,85.4,0,0
3724,60.4,52.2,1,3
3725,44.2,51.7,2,2
3726,56.0,68.7,0,3
3727,91.4,66.2,3,0
3728,67.5,78.9,0,0
3729,60.6,8.5,1,1
3730,36.5,35.9,2,2
3731,34.9,75.4,2,2
3732,37.3,69.8,2,2
3733,45.0,41.8,2,2
3734,51.2,24.7,1,1
3735,42.8,16.9,1,1
3736,33.7,52.1,2,2
3737,90.7,100.0,0,0
3738,68.9,71.4,0,3
3739,55.8,8.0,1,1
3740,93.5,74.2,3,0
3741,78.4,100.0,0,0
3742,91.4,66.5,3,0
3743,80.6,49.8,3,3
3744,76.5,57.8,3,3
3745,76.7,76.6,0,0
3746,85.1,86.7,0,0
3747,69.9,85.3,0,0
3748,68.7,47.7,3,3
3749,26.2,25.9,2,1
3750,37.4,52.3,2,2
3751,59.6,86.6,0,0
3752,39.3,29.6,1,1
3753,64.4,81.6,0,0
3754,91.9,80.9,3,0
3755,0.0,55.6,2,2
3756,57.3,71.5,0,3
3757,79.9,100.0,0,0
3758,38.5,37.6,2,2
3759,58.1,49.2,1,3
3760,74.9,100.0,0,0
3761,65.3,55.7,3,3
3762,100.0,54.3,3,3
3763,42.0,45.2,2,2
3764,34.4,22.3,1,1
3765,18.4,34.8,2,2
3766,40.5,52.6,2,2
3767,47.4,47.8,2,2
3768,71.6,88.2,0,0
3769,78.4,97.1,0,0
3770,48.2,27.2,1,1
3771,60.7,74.2,0,3
3772,44.2,22.7,1,1
3773,66.8,90.0,0,0
3774,79.5,68.7,3,0
3775,84.7,35.1,3,3
3776,69.2,99.4,0,0
3777,98.5,78.1,3,0
3778,55.7,16.2,1,1
3779,18.9,56.7,2,2
3780,0.0,47.6,2,2
3781,67.7,87.7,0,0
3782,92.4,100.0,0,0
3783,54.8,70.9,0,3
3784,70.0,27.7,1,3
3785,87.1,85.2,3,0
3786,78.8,80.5,0,0
3787,37.2,15.3,1,1
3788,61.8,56.6,3,3
3789,57.5,0.0,1,1
3790,27.9,71.4,2,2
3791,89.0,100.0,0,0
3792,34.8,16.0,1,1
3793,80.3,69.1,3,0
3794,68.4,60.1,3,3
3795,94.2,100.0,0,0
3796,88.8,98.2,0,0
3797,74.0,14.7,1,1
3798,73.5,78.2,0,0
3799,34.4,36.1,2,2
3800,81.7,68.2,3,0
3801,87.0,77.4,3,0
3802,11.3,39.6,2,2
3803,90.6,70.8,3,0
3804,30.1,10.8,1,1
3805,44.2,22.0,1,1
3806,80.1,74.7,3,0
3807,64.7,84.1,0,0
3808,77.6,33.7,3,3
3809,72.9,74.2,0,0
3810,87.4,91.6,0,0
3811,41.0,56.2,2,2
3812,44.5,43.5,2,2
3813,83.7,69.6,3,0
3814,42.5,9.3,1,1
3815,88.0,80.9,3,0
3816,84.5,83.3,3,0
3817,33.8,43.8,2,2
3818,18.2,32.7,2,2
3819,75.6,85.6,0,0
3820,48.9,31.2,1,1
3821,100.0,75.3,3,0
3822,53.0,88.0,0,0
3823,40.9,32.9,1,1
3824,46.7,24.3,1,1
3825,10.5,59.0,2,2
3826,44.4,43.3,2,2
3827,48.9,26.4,1,1
3828,50.0,30.3,1,1
3829,99.5,65.5,3,0
3830,69.8,56.4,3,3
3831,95.8,86.0,3,0
3832,100.0,77.7,3,0
3833,79.7,59.4,3,3
3834,73.3,94.9,0,0
3835,93.0,63.9,3,0
3836,40.6,38.1,2,2
3837,83.6,100.0,0,0
3838,77.3,88.1,0,0
3839,55.4,34.4,1,1
3840,83.0,88.0,0,0
3841,100.0,93.6,3,0
3842,62.4,67.8,0,3
3843,37.6,43.1,2,2
3844,37.5,40.8,2,2
3845,47.3,37.5,1,1
3846,65.0,66.2,0,3
3847,65.9,81.6,0,0
3848,48.1,34.1,1,1
3849,31.8,21.1,1,1
3850,98.6,75.5,3,0
3851,21.8,48.8,2,2
3852,71.6,100.0,0,0
3853,43.4,75.4,0,2
3854,83.7,66.2,3,0
3855,40.0,20.2,1,1
3856,39.7,7.7,1,1
3857,34.9,64.6,2,2
3858,25.4,23.7,2,1
3859,98.1,61.6,3,0
3860,90.3,83.0,3,0
3861,49.3,35.7,1,1
3862,50.2,11.5,1,1
3863,70.6,75.2,0,0
3864,25.8,4.5,1,1
3865,87.2,84.8,3,0
3866,32.2,26.5,2,1
3867,55.4,21.6,1,1
3868,99.8,100.0,0,0
3869,95.4,80.1,3,0
3870,49.4,59.8,2,3
3871,32.5,32.1,2,2
3872,84.7,100.0,0,0
3873,72.1,85.1,0,0
3874,39.2,36.6,2,2
3875,81.6,61.5,3,3
3876,48.4,89.2,0,0
3877,77.5,85.7,0,0
3878,83.7,100.0,0,0
3879,46.9,36.0,1,1
3880,89.9,72.1,3,0
3881,25.2,47.4,2,2
3882,85.6,71.1,3,0
3883,65.0,75.6,0,3
3884,67.2,100.0,0,0
3885,86.3,44.0,3,3
3886,100.0,100.0,0,0
3887,100.0,100.0,0,0
3888,41.9,16.9,1,1
3889,44.8,64.5,2,2
3890,61.5,97.9,0,0
3891,52.3,58.3,2,3
3892,40.4,21.6,1,1
3893,50.7,48.9,1,3
3894,100.0,100.0,0,0
3895,24.8,59.6,2,2
3896,37.0,25.9,1,1
3897,47.2,3.6,1,1
3898,63.8,13.7,1,1
3899,49.9,46.6,1,2
3900,58.3,72.8,0,3
3901,18.5,32.2,2,2
3902,34.4,19.8,1,1
3903,53.2,68.2,0,3
3904,51.0,23.3,1,1
3905,100.0,52.8,3,3
3906,54.4,87.2,0,0
3907,58.5,45.1,1,3
3908,94.5,88.0,3,0
3909,25.7,62.8,2,2
3910,38.8,57.0,2,2
3911,72.2,71.9,3,3
3912,19.0,33.8,2,2
3913,78.1,79.3,0,0
3914,46.0,9.9,1,1
3915,71.1,54.8,3,3
3916,48.4,14.4,1,1
3917,33.5,20.1,1,1
3918,85.5,79.9,3,0
3919,55.2,72.6,0,3
3920,37.7,37.6,2,2
3921,48.1,38.6,1,1
3922,95.4,66.5,3,0
3923,18.1,6.5,2,1
3924,34.1,37.8,2,2
3925,24.3,47.5,2,2
3926,61.1,16.5,1,1
3927,49.7,100.0,0,0
3928,66.3,87.7,0,0
3929,30.9,0.0,1,1
3930,80.9,59.2,3,3
3931,24.3,65.0,2,2
3932,67.3,74.4,0,3
3933,53.3,10.0,1,1
3934,47.4,61.3,2,2
3935,45.8,46.2,2,2
3936,57.0,0.0,1,1
3937,47.2,86.8,0,0
3938,66.0,80.5,0,0
3939,98.8,73.6,3,0
3940,56.2,25.5,1,1
3941,17.3,3.8,2,1
3942,44.7,5.6,1,1
3943,50.7,26.8,1,1
3944,72.9,65.4,3,3
3945,14.1,28.7,2,2
3946,40.9,16.8,1,1
3947,24.4,26.5,2,2
3948,90.3,89.7,0,0
3949,72.3,58.9,3,3
3950,77.7,91.3,0,0
3951,73.2,31.3,1,3
3952,50.6,100.0,0,0
3953,61.9,38.1,1,3
3954,34.1,70.7,2,2
3955,37.8,50.8,2,2
3956,43.6,78.8,0,2
3957,68.0,39.2,1,3
3958,69.8,9.5,1,1
3959,91.3,73.1,3,0
3960,33.5,59.8,2,2
3961,75.0,87.7,0,0
3962,62.5,59.1,3,3
3963,68.2,64.9,3,3
3964,41.1,54.9,2,2
3965,83.6,100.0,0,0
3966,5.8,18.1,2,2
3967,60.9,86.2,0,0
3968,38.3,24.4,1,1
3969,90.7,81.4,3,0
3970,88.9,67.3,3,0
3971,27.6,23.9,2,1
3972,86.8,67.0,3,0
3973,100.0,100.0,0,0
3974,34.2,0.0,1,1
3975,99.0,59.8,3,0
3976,71.8,64.0,3,3
3977,58.6,15.6,1,1
3978,14.2,55.2,2,2
3979,61.4,31.0,1,1
3980,86.8,41.8,3,3
3981,71.0,72.8,0,0
3982,60.7,1.5,1,1
3983,44.5,32.1,1,1
3984,57.6,100.0,0,0
3985,22.3,19.6,2,1
3986,78.6,81.2,0,0
3987,86.1,62.6,3,3
3988,65.3,81.7,0,0
3989,88.5,100.0,0,0
3990,73.9,100.0,0,0
3991,59.0,68.9,0,3
3992,30.9,25.1,2,1
3993,71.7,57.6,3,3
3994,56.8,76.1,0,3
3995,94.8,100.0,0,0
3996,64.0,33.5,1,3
3997,88.1,64.7,3,0
3998,34.5,38.9,2,2
3999,72.5,84.3,0,0
4000,28.9,67.4,2,2
4001,75.8,80.4,0,0
4002,68.2,72.4,0,3
4003,79.9,98.8,0,0
4004,47.2,74.3,0,3
4005,57.0,29.6,1,1
4006,41.3,37.0,2,2
4007,47.9,31.0,1,1
4008,100.0,100.0,0,0
4009,63.2,100.0,0,0
4010,15.1,42.8,2,2
4011,48.9,2.1,1,1
4012,43.5,47.8,2,2
4013,49.4,28.5,1,1
4014,82.3,71.0,3,0
4015,78.0,66.2,3,3
4016,14.9,42.6,2,2
4017,60.8,73.1,0,3
4018,56.4,84.5,0,0
4019,28.0,66.2,2,2
4020,40.6,40.6,2,2
4021,19.5,26.8,2,2
4022,25.0,42.6,2,2
4023,43.6,0.0,1,1
4024,56.9,15.5,1,1
4025,30.6,24.7,2,1
4026,29.7,29.4,2,1
4027,28.1,18.9,2,1
4028,93.8,63.0,3,0
4029,27.6,63.7,2,2
4030,84.8,59.2,3,3
4031,76.2,85.2,0,0
4032,91.5,100.0,0,0
4033,47.0,16.7,1,1
4034,78.9,69.1,3,0
4035,100.0,56.5,3,3
4036,74.5,43.3,3,3
4037,48.1,8.8,1,1
4038,67.9,94.7,0,0
4039,51.2,77.8,0,3
4040,78.8,70.5,3,0
4041,66.6,38.0,1,3
4042,69.6,49.6,3,3
4043,76.2,86.3,0,0
4044,12.1,38.6,2,2
4045,29.9,24.9,2,1
4046,73.9,79.4,0,0
4047,36.9,22.1,1,1
4048,51.8,64.2,0,3
4049,45.3,95.3,0,0
4050,55.0,35.4,1,1
4051,43.3,100.0,0,0
4052,58.0,23.3,1,1
4053,49.8,54.6,2,3
4054,72.4,57.4,3,3
4055,33.0,50.4,2,2
4056,37.5,29.0,1,1
4057,41.4,19.5,1,1
4058,66.7,98.9,0,0
4059,86.2,68.8,3,0
4060,58.6,61.2,0,3
4061,42.0,41.4,2,2
4062,29.1,25.2,2,1
4063,62.2,76.6,0,3
4064,73.4,33.9,1,3
4065,73.5,86.9,0,0
4066,61.7,72.2,0,3
4067,93.4,85.4,3,0
4068,91.4,67.0,3,0
4069,90.7,58.5,3,3
4070,32.6,13.6,1,1
4071,48.3,25.3,1,1
4072,56.2,50.2,1,3
4073,76.1,81.9,0,0
4074,21.7,68.5,2,2
4075,77.4,80.0,0,0
4076,99.1,100.0,0,0
4077,79.6,84.1,0,0
4078,90.7,100.0,0,0
4079,75.1,82.5,0,0
4080,85.9,40.1,3,3
4081,29.0,48.4,2,2
4082,22.6,44.7,2,2
4083,67.8,82.0,0,0
4084,78.4,43.4,3,3
4085,55.8,43.4,1,3
4086,85.4,11.4,1,3
4087,79.7,53.4,3,3
4088,50.5,27.5,1,1
4089,45.6,42.4,1,2
4090,76.4,100.0,0,0
4091,90.9,59.7,3,3
4092,61.1,49.2,1,3
4093,59.6,89.4,0,0
4094,97.1,37.3,3,3
4095,76.9,43.7,3,3
4096,39.3,27.7,1,1
4097,84.3,59.2,3,3
4098,78.9,79.1,0,0
4099,91.8,51.0,3,3
4100,58.9,64.0,0,3
4101,92.1,95.0,0,0
4102,32.5,9.4,1,1
4103,57.8,37.6,1,3
4104,89.5,46.0,3,3
