account_id,plan,active_days_per_week,features_used,seat_count,naive_cluster,honest_cluster
2774,team,4.2,10.0,23.0,3,1
2775,starter,0.8,0.0,4.0,3,0
2776,starter,3.2,13.0,247.0,1,2
2777,starter,2.1,3.0,19.0,3,0
2778,starter,0.9,4.0,10.0,3,0
2779,business,6.0,11.0,96.0,0,1
2780,starter,2.2,7.0,96.0,0,0
2781,starter,3.9,14.0,6.0,3,1
2782,team,5.9,14.0,74.0,0,1
2783,starter,5.5,5.0,11.0,3,1
2784,team,1.8,1.0,6.0,3,0
2785,team,5.7,11.0,25.0,3,1
2786,starter,5.2,13.0,34.0,3,1
2787,team,1.6,0.0,14.0,3,0
2788,starter,6.3,15.0,10.0,3,1
2789,starter,0.6,4.0,23.0,3,0
2790,starter,0.4,7.0,102.0,0,0
2791,business,0.8,1.0,17.0,3,0
2792,team,2.6,1.0,98.0,0,0
2793,team,4.9,9.0,17.0,3,1
2794,business,7.0,10.0,38.0,3,1
2795,business,0.0,1.0,30.0,3,0
2796,team,0.9,0.0,9.0,3,0
2797,business,4.8,14.0,186.0,2,1
2798,business,1.9,4.0,42.0,0,0
2799,team,2.9,1.0,33.0,3,0
2800,starter,5.0,7.0,35.0,3,1
2801,starter,4.2,14.0,42.0,0,1
2802,team,6.0,6.0,78.0,0,1
2803,team,6.8,9.0,141.0,2,1
2804,team,0.0,0.0,35.0,3,0
2805,business,2.2,1.0,36.0,3,0
2806,starter,5.5,12.0,23.0,3,1
2807,team,4.4,13.0,10.0,3,1
2808,team,1.1,4.0,45.0,0,0
2809,team,5.5,8.0,7.0,3,1
2810,team,1.6,6.0,76.0,0,0
2811,starter,1.4,6.0,29.0,3,0
2812,business,0.4,5.0,8.0,3,0
2813,business,1.9,8.0,30.0,3,0
2814,starter,0.9,1.0,5.0,3,0
2815,team,1.7,1.0,11.0,3,0
2816,starter,4.6,9.0,3.0,3,1
2817,team,1.8,2.0,140.0,2,0
2818,starter,5.9,12.0,22.0,3,1
2819,team,5.4,11.0,8.0,3,1
2820,starter,5.9,10.0,52.0,0,1
2821,team,0.2,6.0,10.0,3,0
2822,starter,5.7,11.0,13.0,3,1
2823,business,1.9,2.0,28.0,3,0
2824,team,4.6,10.0,97.0,0,1
2825,starter,5.0,8.0,90.0,0,1
2826,team,0.0,3.0,31.0,3,0
2827,starter,1.7,1.0,12.0,3,0
2828,starter,4.8,11.0,18.0,3,1
2829,starter,0.0,4.0,14.0,3,0
2830,starter,5.7,12.0,38.0,3,1
2831,team,1.0,2.0,15.0,3,0
2832,team,1.9,7.0,8.0,3,0
2833,starter,5.0,8.0,58.0,0,1
2834,team,5.7,13.0,14.0,3,1
2835,business,5.3,11.0,6.0,3,1
2836,starter,1.3,4.0,97.0,0,0
2837,team,2.1,1.0,76.0,0,0
2838,team,6.0,9.0,5.0,3,1
2839,starter,0.0,4.0,19.0,3,0
2840,business,1.6,0.0,9.0,3,0
2841,business,4.6,11.0,105.0,0,1
2842,team,4.1,8.0,23.0,3,1
2843,starter,6.5,7.0,50.0,0,1
2844,starter,6.2,11.0,7.0,3,1
2845,team,4.2,10.0,44.0,0,1
2846,business,4.1,15.0,534.0,4,2
2847,starter,6.0,7.0,157.0,2,1
2848,starter,4.6,11.0,119.0,2,1
2849,starter,4.9,11.0,160.0,2,1
2850,business,3.2,11.0,23.0,3,1
2851,starter,1.5,2.0,47.0,0,0
2852,starter,2.7,0.0,35.0,3,0
2853,team,4.7,13.0,20.0,3,1
2854,starter,1.5,5.0,25.0,3,0
2855,starter,6.9,12.0,172.0,2,1
2856,starter,2.5,4.0,81.0,0,0
2857,starter,3.0,6.0,22.0,3,0
2858,starter,2.2,5.0,75.0,0,0
2859,team,2.8,5.0,299.0,1,2
2860,team,0.0,2.0,13.0,3,0
2861,starter,0.8,5.0,20.0,3,0
2862,starter,3.5,9.0,17.0,3,1
2863,starter,3.8,4.0,182.0,2,0
2864,team,1.8,1.0,14.0,3,0
2865,team,5.1,11.0,24.0,3,1
2866,team,4.4,13.0,7.0,3,1
2867,team,0.6,2.0,19.0,3,0
2868,starter,0.0,5.0,41.0,3,0
2869,starter,7.0,10.0,14.0,3,1
2870,starter,1.5,7.0,11.0,3,0
2871,starter,1.7,3.0,11.0,3,0
2872,starter,3.8,17.0,145.0,2,1
2873,team,1.5,5.0,142.0,2,0
2874,team,2.0,3.0,800.0,4,2
2875,team,5.1,9.0,7.0,3,1
2876,starter,5.8,10.0,73.0,0,1
2877,business,0.8,7.0,5.0,3,0
2878,starter,1.9,0.0,16.0,3,0
2879,team,2.5,0.0,13.0,3,0
2880,business,5.8,12.0,21.0,3,1
2881,starter,2.0,6.0,4.0,3,0
2882,starter,1.5,2.0,183.0,2,0
2883,starter,0.6,1.0,46.0,0,0
2884,business,5.7,11.0,30.0,3,1
2885,team,4.8,11.0,25.0,3,1
2886,business,0.6,5.0,14.0,3,0
2887,starter,6.0,15.0,169.0,2,1
2888,team,3.6,11.0,45.0,0,1
2889,team,1.0,1.0,15.0,3,0
2890,business,6.0,8.0,142.0,2,1
2891,team,2.5,0.0,95.0,0,0
2892,team,4.8,11.0,126.0,2,1
2893,starter,1.7,0.0,19.0,3,0
2894,team,2.1,5.0,35.0,3,0
2895,starter,5.1,10.0,29.0,3,1
2896,team,4.4,9.0,242.0,1,2
2897,starter,5.6,14.0,179.0,2,1
2898,team,5.4,7.0,254.0,1,2
2899,starter,1.7,5.0,47.0,0,0
2900,team,2.7,3.0,42.0,0,0
2901,starter,1.9,4.0,61.0,0,0
2902,team,4.7,11.0,6.0,3,1
2903,starter,5.4,8.0,97.0,0,1
2904,starter,3.5,4.0,20.0,3,0
2905,business,0.9,6.0,43.0,0,0
2906,team,4.9,7.0,18.0,3,1
2907,business,0.8,3.0,38.0,3,0
2908,team,5.5,11.0,185.0,2,1
2909,starter,3.9,10.0,56.0,0,1
2910,team,2.0,4.0,6.0,3,0
2911,team,6.0,11.0,21.0,3,1
2912,starter,0.8,2.0,36.0,3,0
2913,team,0.7,6.0,47.0,0,0
2914,team,0.1,1.0,22.0,3,0
2915,team,1.6,2.0,16.0,3,0
2916,starter,0.5,2.0,59.0,0,0
2917,team,1.0,1.0,25.0,3,0
2918,business,4.8,10.0,28.0,3,1
2919,starter,0.9,6.0,49.0,0,0
2920,team,6.0,9.0,35.0,3,1
2921,team,6.8,16.0,17.0,3,1
2922,starter,3.1,7.0,9.0,3,0
2923,starter,4.4,6.0,81.0,0,1
2924,business,5.4,9.0,13.0,3,1
2925,starter,4.1,8.0,88.0,0,1
2926,starter,4.7,14.0,12.0,3,1
2927,starter,5.4,12.0,52.0,0,1
2928,team,3.0,1.0,25.0,3,0
2929,team,2.8,2.0,9.0,3,0
2930,starter,1.3,2.0,4.0,3,0
2931,starter,1.7,9.0,46.0,0,0
2932,team,1.2,3.0,12.0,3,0
2933,business,5.0,12.0,64.0,0,1
2934,starter,4.0,12.0,90.0,0,1
2935,starter,0.0,3.0,113.0,2,0
2936,starter,4.8,11.0,24.0,3,1
2937,team,2.6,1.0,43.0,0,0
2938,business,6.0,11.0,9.0,3,1
2939,starter,3.3,11.0,65.0,0,1
2940,starter,5.0,8.0,59.0,0,1
2941,team,1.0,3.0,55.0,0,0
2942,starter,5.5,8.0,14.0,3,1
2943,team,0.5,0.0,62.0,0,0
2944,team,2.5,3.0,6.0,3,0
2945,starter,5.0,12.0,70.0,0,1
2946,business,2.2,5.0,49.0,0,0
2947,team,2.5,2.0,105.0,0,0
2948,team,3.3,8.0,14.0,3,1
2949,team,1.4,1.0,129.0,2,0
2950,business,6.7,10.0,5.0,3,1
2951,team,5.2,11.0,94.0,0,1
2952,starter,2.6,4.0,66.0,0,0
2953,starter,5.6,11.0,41.0,3,1
2954,starter,4.7,13.0,199.0,2,1
2955,business,5.5,10.0,64.0,0,1
2956,team,6.2,12.0,3.0,3,1
2957,team,6.5,12.0,80.0,0,1
2958,team,3.0,4.0,68.0,0,0
2959,team,4.1,12.0,42.0,0,1
2960,team,2.4,1.0,28.0,3,0
2961,team,0.2,5.0,15.0,3,0
2962,starter,1.5,2.0,61.0,0,0
2963,team,1.4,3.0,35.0,3,0
2964,starter,5.8,9.0,13.0,3,1
2965,business,5.5,12.0,48.0,0,1
2966,starter,2.8,2.0,32.0,3,0
2967,starter,4.6,9.0,8.0,3,1
2968,starter,2.4,4.0,20.0,3,0
2969,starter,5.6,9.0,18.0,3,1
2970,starter,1.6,4.0,18.0,3,0
2971,starter,4.0,11.0,49.0,0,1
2972,business,5.8,12.0,3.0,3,1
2973,starter,1.9,3.0,118.0,2,0
2974,team,2.4,0.0,25.0,3,0
2975,starter,1.6,3.0,34.0,3,0
2976,business,4.9,12.0,6.0,3,1
2977,starter,2.0,7.0,22.0,3,0
2978,business,5.7,15.0,15.0,3,1
2979,starter,2.3,5.0,70.0,0,0
2980,business,7.0,13.0,56.0,0,1
2981,starter,4.6,5.0,22.0,3,1
2982,team,3.6,2.0,11.0,3,0
2983,starter,0.0,1.0,41.0,3,0
2984,team,6.2,12.0,19.0,3,1
2985,business,0.8,4.0,10.0,3,0
2986,team,3.6,4.0,119.0,2,0
2987,team,0.7,4.0,36.0,3,0
2988,starter,6.3,12.0,148.0,2,1
2989,business,0.6,3.0,38.0,3,0
2990,team,0.5,2.0,35.0,3,0
2991,team,6.0,13.0,38.0,3,1
2992,business,6.1,11.0,27.0,3,1
2993,team,4.5,13.0,21.0,3,1
2994,starter,4.0,2.0,144.0,2,0
2995,starter,1.3,2.0,13.0,3,0
2996,starter,3.2,1.0,25.0,3,0
2997,starter,4.2,12.0,83.0,0,1
2998,business,4.2,9.0,193.0,2,1
2999,team,1.7,0.0,176.0,2,0
3000,starter,4.2,9.0,16.0,3,1
3001,starter,2.1,1.0,43.0,0,0
3002,team,3.1,11.0,36.0,3,1
3003,starter,5.4,10.0,10.0,3,1
3004,starter,4.6,14.0,42.0,0,1
3005,team,4.2,12.0,7.0,3,1
3006,starter,1.8,5.0,8.0,3,0
3007,business,5.0,14.0,16.0,3,1
3008,team,1.1,5.0,142.0,2,0
3009,business,6.0,13.0,6.0,3,1
3010,starter,5.5,10.0,128.0,2,1
3011,starter,5.6,12.0,1.0,3,1
3012,starter,6.5,11.0,39.0,3,1
3013,team,1.5,5.0,17.0,3,0
3014,starter,6.0,10.0,40.0,3,1
3015,starter,1.2,4.0,24.0,3,0
3016,starter,2.2,2.0,11.0,3,0
3017,starter,2.1,5.0,17.0,3,0
3018,team,4.7,14.0,18.0,3,1
3019,starter,3.7,14.0,14.0,3,1
3020,starter,3.9,10.0,10.0,3,1
3021,starter,0.7,6.0,126.0,2,0
3022,team,2.2,0.0,21.0,3,0
3023,starter,5.1,11.0,188.0,2,1
3024,team,1.3,0.0,16.0,3,0
3025,starter,5.7,11.0,24.0,3,1
3026,starter,2.3,0.0,15.0,3,0
3027,starter,3.0,3.0,14.0,3,0
3028,team,4.6,9.0,16.0,3,1
3029,starter,2.1,6.0,27.0,3,0
3030,business,2.3,8.0,24.0,3,0
3031,starter,0.7,5.0,20.0,3,0
3032,starter,5.3,13.0,4.0,3,1
3033,team,0.7,4.0,265.0,1,2
3034,starter,1.4,3.0,21.0,3,0
3035,starter,2.0,3.0,27.0,3,0
3036,starter,0.0,0.0,55.0,0,0
3037,team,0.7,1.0,38.0,3,0
3038,starter,0.8,5.0,1.0,3,0
3039,starter,5.3,10.0,14.0,3,1
3040,starter,0.9,4.0,24.0,3,0
3041,starter,2.0,1.0,11.0,3,0
3042,starter,4.3,16.0,124.0,2,1
3043,starter,1.1,6.0,54.0,0,0
3044,starter,5.8,11.0,7.0,3,1
3045,team,5.5,15.0,41.0,3,1
3046,starter,1.7,4.0,106.0,0,0
3047,starter,1.6,6.0,23.0,3,0
3048,starter,6.2,11.0,5.0,3,1
3049,starter,6.6,10.0,53.0,0,1
3050,starter,4.8,14.0,18.0,3,1
3051,team,4.5,13.0,4.0,3,1
3052,starter,4.2,13.0,14.0,3,1
3053,team,6.9,13.0,23.0,3,1
3054,business,4.3,11.0,26.0,3,1
3055,starter,0.3,2.0,54.0,0,0
3056,starter,1.9,4.0,38.0,3,0
3057,team,2.6,0.0,6.0,3,0
3058,starter,4.0,11.0,28.0,3,1
3059,business,5.1,14.0,67.0,0,1
3060,starter,3.8,11.0,15.0,3,1
3061,starter,0.9,7.0,14.0,3,0
3062,starter,6.8,10.0,22.0,3,1
3063,business,1.8,1.0,14.0,3,0
3064,team,1.3,4.0,6.0,3,0
3065,starter,5.3,11.0,43.0,0,1
3066,team,1.9,4.0,33.0,3,0
3067,team,1.5,2.0,44.0,0,0
3068,business,4.0,12.0,23.0,3,1
3069,starter,4.0,11.0,14.0,3,1
3070,business,7.0,12.0,47.0,0,1
3071,starter,0.8,5.0,31.0,3,0
3072,starter,6.4,9.0,22.0,3,1
3073,business,4.5,11.0,110.0,2,1
3074,starter,2.9,6.0,65.0,0,0
3075,starter,2.3,6.0,4.0,3,0
3076,starter,5.0,13.0,23.0,3,1
3077,starter,3.6,1.0,16.0,3,0
3078,business,0.7,4.0,111.0,2,0
3079,team,5.0,10.0,9.0,3,1
3080,team,0.7,2.0,16.0,3,0
3081,business,0.8,0.0,25.0,3,0
3082,starter,1.2,0.0,218.0,2,0
3083,starter,4.2,13.0,5.0,3,1
3084,starter,4.9,13.0,7.0,3,1
3085,team,3.2,0.0,6.0,3,0
3086,business,3.5,10.0,4.0,3,1
3087,team,0.4,3.0,5.0,3,0
3088,team,4.3,10.0,12.0,3,1
3089,starter,1.1,4.0,9.0,3,0
3090,business,6.2,10.0,24.0,3,1
3091,starter,5.9,8.0,14.0,3,1
3092,starter,5.7,10.0,5.0,3,1
3093,team,1.8,4.0,40.0,3,0
3094,starter,4.0,1.0,46.0,0,0
3095,starter,4.1,13.0,9.0,3,1
3096,starter,4.1,13.0,132.0,2,1
3097,business,1.6,4.0,8.0,3,0
3098,team,1.8,4.0,33.0,3,0
3099,team,1.4,3.0,7.0,3,0
3100,starter,4.4,12.0,13.0,3,1
3101,team,0.3,1.0,37.0,3,0
3102,business,1.3,0.0,27.0,3,0
3103,starter,0.9,2.0,76.0,0,0
3104,starter,4.7,14.0,44.0,0,1
3105,team,0.5,5.0,13.0,3,0
3106,starter,6.5,9.0,155.0,2,1
3107,starter,5.6,11.0,12.0,3,1
3108,starter,3.4,1.0,9.0,3,0
3109,team,4.7,8.0,48.0,0,1
3110,starter,1.7,2.0,19.0,3,0
3111,business,5.0,13.0,15.0,3,1
3112,team,1.6,3.0,25.0,3,0
3113,team,1.3,2.0,6.0,3,0
3114,team,5.0,6.0,68.0,0,1
3115,team,0.0,8.0,16.0,3,0
3116,team,1.3,0.0,15.0,3,0
3117,starter,5.9,11.0,50.0,0,1
3118,starter,0.0,5.0,3.0,3,0
3119,team,1.3,3.0,47.0,0,0
3120,business,5.8,13.0,34.0,3,1
3121,starter,6.5,6.0,46.0,0,1
3122,business,1.5,1.0,80.0,0,0
3123,starter,2.1,2.0,17.0,3,0
3124,starter,6.9,8.0,37.0,3,1
3125,business,2.9,0.0,125.0,2,0
3126,starter,4.8,13.0,48.0,0,1
3127,starter,4.6,8.0,17.0,3,1
3128,starter,6.2,13.0,8.0,3,1
3129,starter,5.4,13.0,22.0,3,1
3130,starter,1.1,2.0,69.0,0,0
3131,team,1.4,0.0,30.0,3,0
3132,team,5.5,10.0,63.0,0,1
3133,starter,5.0,9.0,73.0,0,1
3134,starter,1.3,2.0,17.0,3,0
3135,team,5.0,9.0,3.0,3,1
3136,team,3.7,11.0,7.0,3,1
3137,team,6.9,10.0,118.0,2,1
3138,team,2.8,3.0,9.0,3,0
3139,starter,3.1,3.0,57.0,0,0
3140,starter,1.5,6.0,48.0,0,0
3141,starter,1.7,7.0,13.0,3,0
3142,starter,2.2,3.0,5.0,3,0
3143,starter,6.0,11.0,120.0,2,1
3144,starter,0.0,3.0,21.0,3,0
3145,starter,2.0,5.0,92.0,0,0
3146,business,4.2,13.0,22.0,3,1
3147,team,1.5,3.0,7.0,3,0
3148,starter,4.5,11.0,24.0,3,1
3149,starter,6.9,12.0,32.0,3,1
3150,starter,5.7,13.0,28.0,3,1
3151,starter,1.6,2.0,85.0,0,0
3152,team,6.6,12.0,42.0,0,1
3153,starter,1.5,0.0,13.0,3,0
3154,starter,0.9,2.0,9.0,3,0
3155,team,5.0,12.0,9.0,3,1
3156,business,1.2,0.0,91.0,0,0
3157,business,1.6,0.0,23.0,3,0
3158,starter,6.0,12.0,104.0,0,1
3159,team,1.5,0.0,44.0,0,0
3160,business,1.5,2.0,62.0,0,0
3161,starter,6.2,16.0,75.0,0,1
3162,starter,1.9,4.0,10.0,3,0
3163,team,2.5,7.0,7.0,3,0
3164,team,5.3,14.0,13.0,3,1
3165,team,0.3,1.0,9.0,3,0
3166,team,0.5,3.0,18.0,3,0
3167,business,3.6,12.0,12.0,3,1
3168,starter,2.7,5.0,16.0,3,0
3169,team,5.6,14.0,210.0,2,1
3170,business,4.7,13.0,18.0,3,1
3171,starter,4.2,12.0,58.0,0,1
3172,team,2.0,1.0,6.0,3,0
3173,team,1.5,5.0,7.0,3,0
3174,team,5.5,10.0,414.0,1,2
3175,business,4.4,13.0,111.0,2,1
3176,team,0.5,6.0,35.0,3,0
3177,team,3.2,0.0,14.0,3,0
3178,starter,0.7,7.0,8.0,3,0
3179,business,1.6,3.0,13.0,3,0
3180,starter,2.9,5.0,241.0,1,2
3181,starter,3.4,13.0,12.0,3,1
3182,starter,5.9,15.0,10.0,3,1
3183,team,1.7,6.0,15.0,3,0
3184,starter,1.5,7.0,20.0,3,0
3185,starter,1.9,5.0,22.0,3,0
3186,starter,0.4,1.0,16.0,3,0
3187,starter,0.0,3.0,10.0,3,0
3188,starter,7.0,13.0,18.0,3,1
3189,business,1.3,5.0,400.0,1,2
3190,team,2.5,3.0,54.0,0,0
3191,starter,6.3,9.0,5.0,3,1
3192,team,5.5,8.0,156.0,2,1
3193,team,5.7,11.0,131.0,2,1
3194,starter,5.9,18.0,65.0,0,1
3195,starter,3.2,3.0,36.0,3,0
3196,starter,2.1,2.0,228.0,2,2
3197,starter,2.8,4.0,5.0,3,0
3198,business,4.9,13.0,26.0,3,1
3199,starter,4.8,11.0,12.0,3,1
3200,starter,1.7,0.0,112.0,2,0
3201,starter,5.6,10.0,10.0,3,1
3202,starter,5.7,10.0,72.0,0,1
3203,team,7.0,12.0,6.0,3,1
3204,team,2.4,2.0,113.0,2,0
3205,team,1.7,3.0,16.0,3,0
3206,starter,3.6,1.0,8.0,3,0
3207,starter,5.5,10.0,10.0,3,1
3208,starter,5.6,16.0,15.0,3,1
3209,team,5.7,13.0,22.0,3,1
3210,team,4.9,12.0,32.0,3,1
3211,starter,4.1,9.0,8.0,3,1
3212,business,1.7,0.0,131.0,2,0
3213,team,4.9,13.0,48.0,0,1
3214,team,0.7,3.0,11.0,3,0
3215,starter,5.3,12.0,72.0,0,1
3216,starter,1.4,4.0,92.0,0,0
3217,team,4.6,11.0,47.0,0,1
3218,team,3.4,6.0,6.0,3,0
3219,starter,1.4,5.0,24.0,3,0
3220,starter,6.9,15.0,20.0,3,1
3221,starter,6.1,11.0,6.0,3,1
3222,team,2.7,3.0,26.0,3,0
3223,starter,5.2,12.0,10.0,3,1
3224,starter,2.6,2.0,11.0,3,0
3225,starter,4.5,7.0,48.0,0,1
3226,starter,4.8,10.0,3.0,3,1
3227,business,5.7,11.0,58.0,0,1
3228,business,0.2,5.0,7.0,3,0
3229,team,5.3,9.0,122.0,2,1
3230,business,5.5,10.0,17.0,3,1
3231,starter,3.3,3.0,5.0,3,0
3232,starter,0.9,4.0,388.0,1,2
3233,business,2.0,7.0,435.0,1,2
3234,starter,1.0,4.0,2.0,3,0
3235,starter,1.1,5.0,45.0,0,0
3236,starter,2.5,8.0,2.0,3,0
3237,starter,4.3,15.0,43.0,0,1
3238,starter,2.7,0.0,14.0,3,0
3239,starter,5.7,14.0,28.0,3,1
3240,starter,5.4,13.0,24.0,3,1
3241,team,7.0,11.0,16.0,3,1
3242,team,5.7,9.0,7.0,3,1
3243,team,0.4,4.0,29.0,3,0
3244,starter,5.0,10.0,60.0,0,1
3245,team,1.5,6.0,15.0,3,0
3246,starter,3.2,0.0,107.0,0,0
3247,team,4.3,11.0,12.0,3,1
3248,starter,5.6,5.0,69.0,0,1
3249,starter,6.2,11.0,111.0,2,1
3250,team,0.8,2.0,6.0,3,0
3251,team,5.3,13.0,52.0,0,1
3252,team,3.2,9.0,14.0,3,1
3253,business,5.3,9.0,16.0,3,1
3254,business,0.0,0.0,442.0,1,2
3255,starter,1.2,2.0,49.0,0,0
3256,starter,3.3,3.0,24.0,3,0
3257,starter,5.6,11.0,8.0,3,1
3258,team,1.7,1.0,35.0,3,0
3259,starter,1.8,3.0,15.0,3,0
3260,starter,3.7,4.0,21.0,3,0
3261,business,2.2,4.0,20.0,3,0
3262,starter,2.6,0.0,337.0,1,2
3263,starter,1.2,2.0,54.0,0,0
3264,starter,4.8,9.0,40.0,3,1
3265,team,0.6,0.0,44.0,0,0
3266,business,5.0,12.0,9.0,3,1
3267,team,4.5,12.0,65.0,0,1
3268,team,2.6,1.0,26.0,3,0
3269,starter,5.8,12.0,10.0,3,1
3270,team,5.1,12.0,77.0,0,1
3271,business,1.1,2.0,2.0,3,0
3272,team,2.3,12.0,23.0,3,1
3273,team,4.6,11.0,15.0,3,1
3274,starter,1.9,2.0,6.0,3,0
3275,starter,5.9,13.0,16.0,3,1
3276,team,0.0,0.0,20.0,3,0
3277,starter,0.0,7.0,54.0,0,0
3278,team,1.8,4.0,71.0,0,0
3279,business,0.6,2.0,47.0,0,0
3280,team,1.4,4.0,110.0,2,0
3281,team,1.1,1.0,2.0,3,0
3282,starter,2.2,2.0,4.0,3,0
3283,starter,3.4,15.0,38.0,3,1
3284,starter,4.6,12.0,8.0,3,1
3285,team,2.5,3.0,22.0,3,0
3286,team,1.8,3.0,47.0,0,0
3287,team,4.4,13.0,173.0,2,1
3288,starter,2.1,5.0,53.0,0,0
3289,team,1.9,2.0,45.0,0,0
3290,starter,4.3,14.0,45.0,0,1
3291,team,2.3,3.0,10.0,3,0
3292,business,5.9,11.0,18.0,3,1
3293,starter,5.1,13.0,7.0,3,1
3294,team,2.5,1.0,23.0,3,0
3295,business,0.4,0.0,31.0,3,0
3296,business,6.0,11.0,9.0,3,1
3297,team,1.4,5.0,51.0,0,0
3298,starter,4.3,10.0,12.0,3,1
3299,starter,4.6,13.0,174.0,2,1
3300,starter,2.8,6.0,25.0,3,0
3301,starter,4.7,10.0,13.0,3,1
3302,starter,4.9,11.0,69.0,0,1
3303,team,1.0,3.0,122.0,2,0
3304,team,0.8,5.0,31.0,3,0
3305,starter,2.6,4.0,24.0,3,0
3306,business,7.0,11.0,10.0,3,1
3307,team,2.9,6.0,8.0,3,0
3308,team,2.1,4.0,5.0,3,0
3309,team,6.0,12.0,22.0,3,1
3310,team,1.3,1.0,182.0,2,0
3311,business,4.7,11.0,22.0,3,1
3312,team,0.4,6.0,4.0,3,0
3313,starter,3.0,5.0,33.0,3,0
3314,team,1.3,3.0,24.0,3,0
3315,starter,4.5,11.0,94.0,0,1
3316,starter,4.6,9.0,55.0,0,1
3317,business,1.8,1.0,4.0,3,0
3318,business,1.1,5.0,30.0,3,0
3319,team,1.6,3.0,28.0,3,0
3320,starter,1.8,3.0,9.0,3,0
3321,business,2.9,6.0,98.0,0,0
3322,team,4.0,10.0,31.0,3,1
3323,team,1.9,2.0,13.0,3,0
3324,team,0.9,6.0,20.0,3,0
3325,team,1.2,4.0,53.0,0,0
3326,business,3.2,0.0,92.0,0,0
3327,business,5.8,11.0,51.0,0,1
3328,business,1.2,1.0,25.0,3,0
3329,starter,5.7,10.0,54.0,0,1
3330,business,1.6,3.0,8.0,3,0
3331,starter,6.3,8.0,25.0,3,1
3332,starter,4.7,10.0,17.0,3,1
3333,starter,2.1,7.0,15.0,3,0
3334,starter,5.0,11.0,292.0,1,2
3335,starter,5.2,10.0,67.0,0,1
3336,starter,5.1,13.0,30.0,3,1
3337,starter,4.6,8.0,4.0,3,1
3338,starter,1.7,3.0,70.0,0,0
3339,team,2.6,6.0,27.0,3,0
3340,team,4.6,11.0,15.0,3,1
3341,starter,4.8,12.0,16.0,3,1
3342,team,2.0,3.0,33.0,3,0
3343,starter,0.9,4.0,3.0,3,0
3344,starter,2.5,5.0,7.0,3,0
3345,team,5.9,11.0,54.0,0,1
3346,starter,0.0,3.0,13.0,3,0
3347,business,4.6,12.0,14.0,3,1
3348,starter,4.1,7.0,10.0,3,1
3349,team,6.0,13.0,149.0,2,1
3350,team,6.1,15.0,13.0,3,1
3351,team,4.0,13.0,35.0,3,1
3352,starter,4.5,12.0,67.0,0,1
3353,team,1.5,2.0,14.0,3,0
3354,starter,4.8,12.0,12.0,3,1
3355,starter,2.3,7.0,271.0,1,2
3356,team,6.2,14.0,58.0,0,1
3357,starter,2.2,2.0,63.0,0,0
3358,business,6.3,14.0,16.0,3,1
3359,starter,2.5,2.0,524.0,4,2
3360,starter,5.1,10.0,64.0,0,1
3361,starter,4.8,11.0,10.0,3,1
3362,starter,4.5,13.0,5.0,3,1
3363,team,6.0,11.0,108.0,2,1
3364,starter,2.5,5.0,7.0,3,0
3365,business,6.2,12.0,125.0,2,1
3366,starter,1.3,7.0,3.0,3,0
3367,team,1.2,0.0,13.0,3,0
3368,starter,5.5,11.0,156.0,2,1
3369,business,6.4,13.0,19.0,3,1
3370,starter,5.6,15.0,63.0,0,1
3371,starter,5.4,7.0,28.0,3,1
3372,business,4.4,11.0,103.0,0,1
3373,starter,5.6,7.0,33.0,3,1
3374,team,5.7,12.0,29.0,3,1
3375,team,0.7,2.0,80.0,0,0
3376,team,6.9,12.0,23.0,3,1
3377,starter,0.7,5.0,40.0,3,0
3378,starter,6.1,13.0,521.0,4,2
3379,starter,5.0,11.0,27.0,3,1
3380,team,5.4,13.0,116.0,2,1
3381,business,4.4,18.0,17.0,3,1
3382,team,4.7,10.0,12.0,3,1
3383,team,5.9,12.0,25.0,3,1
3384,starter,5.0,10.0,93.0,0,1
3385,team,1.3,5.0,92.0,0,0
3386,business,6.1,9.0,59.0,0,1
3387,starter,5.9,13.0,20.0,3,1
3388,business,5.4,8.0,57.0,0,1
3389,starter,1.8,4.0,23.0,3,0
3390,team,3.3,9.0,194.0,2,1
3391,business,1.4,1.0,54.0,0,0
3392,starter,5.6,10.0,39.0,3,1
3393,starter,5.6,13.0,31.0,3,1
3394,team,0.2,1.0,16.0,3,0
3395,starter,3.3,6.0,33.0,3,0
3396,starter,5.3,8.0,251.0,1,2
3397,starter,2.5,4.0,6.0,3,0
3398,starter,1.8,6.0,44.0,0,0
3399,starter,4.7,11.0,60.0,0,1
3400,team,4.6,11.0,8.0,3,1
3401,starter,6.0,14.0,77.0,0,1
3402,starter,1.3,3.0,55.0,0,0
3403,team,3.6,14.0,6.0,3,1
3404,starter,2.3,6.0,80.0,0,0
3405,starter,5.4,11.0,22.0,3,1
3406,starter,5.6,14.0,18.0,3,1
3407,starter,2.6,5.0,9.0,3,0
3408,starter,6.5,11.0,33.0,3,1
3409,business,5.8,11.0,114.0,2,1
3410,starter,5.0,14.0,15.0,3,1
3411,starter,0.0,1.0,116.0,2,0
3412,team,5.5,8.0,326.0,1,2
3413,starter,5.1,14.0,113.0,2,1
3414,team,6.5,15.0,12.0,3,1
3415,business,2.9,4.0,43.0,0,0
3416,starter,2.1,5.0,15.0,3,0
3417,business,6.6,8.0,6.0,3,1
3418,team,1.5,0.0,33.0,3,0
3419,business,1.6,2.0,3.0,3,0
3420,team,0.8,2.0,26.0,3,0
3421,business,4.9,12.0,8.0,3,1
3422,business,5.4,10.0,5.0,3,1
