order_id,order_date,customer_segment,channel,order_value
1716,2024-07-13,returning,web,93.36
1717,2024-01-05,returning,web,89.81
1718,2025-12-18,returning,web,50.82
1719,2024-11-22,returning,app,30.56
1720,2025-12-05,new,marketplace,33.06
1721,2024-06-29,new,marketplace,81.95
1722,2025-10-13,new,web,44.61
1723,2024-02-13,returning,marketplace,34.53
1724,2024-12-13,new,web,64.21
1725,2025-10-25,returning,web,29.74
1726,2025-03-02,new,web,76.3
1727,2025-08-27,new,marketplace,41.34
1728,2025-11-06,returning,web,132.5
1729,2025-03-12,new,app,47.21
1730,2025-01-01,returning,web,105.7
1731,2025-09-14,returning,app,92.56
1732,2024-11-19,returning,web,92.85
1733,2025-11-26,returning,marketplace,48.2
1734,2024-06-26,new,web,52.23
1735,2024-05-29,returning,web,64.88
1736,2024-11-04,new,marketplace,77.84
1737,2024-02-02,returning,app,42.88
1738,2024-03-12,new,marketplace,68.99
1739,2025-02-06,new,marketplace,53.73
1740,2025-12-23,new,app,82.94
1741,2025-02-10,returning,web,59.97
1742,2024-11-22,returning,marketplace,114.38
1743,2025-10-22,new,app,127.54
1744,2025-11-25,new,marketplace,154.8
1745,2024-06-27,returning,marketplace,126.06
1746,2024-01-08,vip,app,49.59
1747,2025-04-13,new,web,47.87
1748,2025-09-16,new,app,94.05
1749,2024-07-12,vip,web,42.85
1750,2024-05-06,new,app,77.72
1751,2024-10-30,returning,web,57.33
1752,2024-11-27,new,web,69.35
1753,2025-10-14,new,web,46.4
1754,2024-09-10,new,web,93.75
1755,2024-10-14,returning,app,40.45
1756,2025-06-07,new,app,61.22
1757,2025-06-13,vip,web,39.46
1758,2025-07-10,new,web,45.53
1759,2025-09-14,returning,app,34.25
1760,2025-05-13,returning,app,38.7
1761,2024-05-19,returning,app,45.54
1762,2024-04-28,returning,web,56.1
1763,2024-03-28,returning,web,29.79
1764,2024-11-28,new,marketplace,49.64
1765,2025-01-30,new,marketplace,37.41
1766,2025-08-25,returning,web,136.54
1767,2025-12-12,new,app,70.42
1768,2024-07-16,new,marketplace,61.2
1769,2024-04-09,new,web,85.11
1770,2025-03-20,new,marketplace,60.65
1771,2024-07-26,new,app,46.53
1772,2025-08-10,new,web,30.7
1773,2025-05-06,returning,web,69.78
1774,2025-06-05,returning,web,67.09
1775,2024-06-28,new,marketplace,54.87
1776,2024-12-10,new,web,44.66
1777,2025-12-23,returning,marketplace,31.06
1778,2024-10-05,new,web,38.74
1779,2024-06-16,new,app,48.11
1780,2024-01-20,returning,web,37.42
1781,2025-05-29,returning,app,32.49
1782,2025-11-14,new,marketplace,43.46
1783,2025-06-19,new,app,31.39
1784,2025-09-28,returning,marketplace,90.02
1785,2024-10-26,new,app,47.9
1786,2024-06-14,returning,web,57.68
1787,2024-09-27,returning,marketplace,83.98
1788,2025-06-01,new,marketplace,30.09
1789,2024-12-24,new,web,54.43
1790,2024-08-14,new,app,62.4
1791,2024-06-25,new,marketplace,32.84
1792,2025-03-25,vip,marketplace,32.44
1793,2024-05-27,returning,web,51.12
1794,2024-12-18,returning,web,47.63
1795,2025-08-09,returning,web,60.05
1796,2025-05-06,new,marketplace,54.6
1797,2024-05-08,new,app,122.42
1798,2025-01-18,returning,marketplace,42.26
1799,2025-07-02,returning,app,82.53
1800,2024-05-03,returning,app,60.35
1801,2025-11-06,new,app,93.37
1802,2024-11-07,new,marketplace,29.32
1803,2024-12-18,new,web,81.46
1804,2024-04-25,returning,app,62.48
1805,2025-12-22,new,app,73.78
1806,2024-01-08,returning,marketplace,56.72
1807,2025-06-18,returning,marketplace,59.73
1808,2024-09-30,new,web,85.18
1809,2024-01-18,returning,web,36.98
1810,2024-12-20,returning,web,82.28
1811,2024-08-07,returning,app,65.32
1812,2024-04-18,new,app,40.04
1813,2024-11-27,returning,app,69.83
1814,2024-07-09,returning,marketplace,39.84
1815,2025-12-22,returning,app,117.65
1816,2025-03-02,new,app,35.79
1817,2025-09-08,new,web,35.66
1818,2025-12-14,returning,marketplace,72.05
1819,2025-08-08,returning,marketplace,35.34
1820,2025-12-11,new,app,43.63
1821,2025-01-22,returning,app,41.51
1822,2025-11-21,returning,app,71.81
1823,2024-10-06,returning,web,63.79
1824,2024-03-14,vip,app,69.6
1825,2025-05-13,new,app,38.29
1826,2024-07-31,new,app,92.26
1827,2024-03-12,new,marketplace,44.08
1828,2025-02-12,new,marketplace,53.6
1829,2024-06-08,vip,web,74.4
1830,2024-06-12,new,marketplace,47.57
1831,2025-02-11,new,web,72.8
1832,2024-04-02,returning,app,47.67
1833,2024-05-24,returning,app,30.31
1834,2025-11-30,new,marketplace,72.96
1835,2025-07-02,vip,marketplace,48.4
1836,2024-09-03,new,web,89.51
1837,2025-11-23,returning,web,49.07
1838,2024-11-05,new,web,42.84
1839,2025-05-07,new,web,73.5
1840,2025-04-27,new,web,128.68
1841,2024-10-14,returning,marketplace,84.43
1842,2025-07-04,new,app,40.5
1843,2024-04-21,returning,web,73.5
1844,2024-02-16,returning,app,63.04
1845,2025-10-10,new,marketplace,32.25
1846,2025-06-14,new,web,37.53
1847,2025-04-07,new,web,31.62
1848,2025-07-11,returning,web,69.97
1849,2025-12-01,returning,marketplace,81.56
1850,2024-12-14,returning,app,92.5
1851,2024-10-23,returning,marketplace,49.47
1852,2025-08-24,new,marketplace,32.38
1853,2024-08-25,new,marketplace,39.74
1854,2025-11-15,returning,marketplace,52.43
1855,2025-06-16,new,marketplace,25.92
1856,2024-09-24,returning,marketplace,46.46
1857,2024-12-08,returning,app,82.64
1858,2025-03-23,returning,marketplace,45.65
1859,2024-11-28,new,marketplace,90.42
1860,2025-04-28,new,app,62.96
1861,2025-08-16,returning,app,145.17
1862,2025-06-01,returning,marketplace,153.02
1863,2025-03-17,new,marketplace,37.65
1864,2025-11-06,returning,web,77.03
1865,2024-05-22,vip,web,51.15
1866,2024-11-23,returning,web,88.57
1867,2025-03-21,new,app,43.17
1868,2025-10-22,new,marketplace,54.81
1869,2024-05-20,vip,web,67.79
1870,2024-06-18,new,marketplace,14.13
1871,2025-03-11,new,marketplace,70.36
1872,2025-11-04,new,web,45.93
1873,2024-06-27,vip,web,25.96
1874,2025-10-25,new,app,133.44
1875,2025-09-30,returning,marketplace,54.05
1876,2025-01-08,returning,web,55.87
1877,2025-05-19,vip,app,41.21
1878,2025-10-05,returning,web,67.85
1879,2025-03-22,returning,marketplace,85.08
1880,2025-02-18,new,app,79.2
1881,2024-12-13,vip,web,50.9
1882,2025-05-12,returning,app,32.26
1883,2024-06-11,new,marketplace,53.62
1884,2025-12-09,returning,web,35.52
1885,2025-06-11,returning,app,100.86
1886,2025-03-29,vip,app,83.59
1887,2025-04-26,new,app,62.17
1888,2025-10-22,returning,web,47.22
1889,2024-06-28,new,web,104.17
1890,2025-04-28,new,app,56.19
1891,2025-07-04,new,app,36.75
1892,2025-11-13,new,marketplace,99.27
1893,2025-11-12,new,marketplace,31.78
1894,2025-07-20,new,web,56.2
1895,2025-11-21,new,app,63.63
1896,2025-03-14,returning,web,36.43
1897,2025-01-31,new,app,135.38
1898,2025-12-12,new,marketplace,117.47
1899,2025-09-18,new,app,83.76
1900,2024-08-11,new,marketplace,62.24
1901,2025-04-23,new,app,49.71
1902,2025-10-27,vip,web,96.75
1903,2025-01-15,vip,app,43.0
1904,2024-12-08,vip,web,70.49
1905,2025-08-30,returning,marketplace,43.02
1906,2024-08-12,new,web,86.14
1907,2025-08-10,vip,app,61.15
1908,2024-05-02,vip,web,51.81
1909,2025-04-20,returning,web,34.67
1910,2024-12-26,vip,marketplace,88.41
1911,2024-07-31,new,app,49.59
1912,2025-11-05,returning,marketplace,51.78
1913,2024-01-13,returning,web,137.21
1914,2025-10-25,new,web,50.97
1915,2024-08-31,new,app,81.94
1916,2025-04-25,returning,web,58.34
1917,2025-07-24,vip,app,34.91
1918,2025-03-05,returning,marketplace,31.48
1919,2025-07-12,returning,marketplace,105.05
1920,2024-05-06,new,web,31.06
1921,2024-04-24,vip,marketplace,82.94
1922,2025-12-05,returning,marketplace,92.19
1923,2025-06-19,returning,marketplace,102.95
1924,2025-08-06,returning,app,24.19
1925,2025-12-06,new,app,52.61
1926,2024-08-22,new,marketplace,125.5
1927,2024-03-08,returning,marketplace,118.65
1928,2024-11-16,new,web,78.22
1929,2025-12-14,vip,marketplace,104.23
1930,2024-09-21,returning,web,43.89
1931,2024-08-06,returning,app,80.56
1932,2024-06-24,returning,marketplace,87.29
1933,2024-06-09,returning,web,50.45
1934,2025-07-10,vip,app,106.31
1935,2024-06-16,new,app,50.95
1936,2024-04-05,vip,marketplace,59.86
1937,2025-11-01,returning,web,60.42
1938,2025-04-05,new,app,76.95
1939,2024-06-07,returning,marketplace,91.32
1940,2025-11-17,vip,web,44.79
1941,2025-06-17,new,marketplace,57.5
1942,2024-01-06,returning,app,100.91
1943,2024-05-06,returning,app,49.28
1944,2024-02-29,returning,marketplace,77.86
1945,2024-05-25,returning,marketplace,28.63
1946,2025-11-15,new,web,63.95
1947,2025-01-06,returning,marketplace,85.73
1948,2025-12-07,new,app,69.52
1949,2025-05-25,new,app,44.81
1950,2025-02-21,new,marketplace,91.06
1951,2024-10-27,returning,marketplace,73.16
1952,2024-02-01,new,marketplace,34.89
1953,2025-09-30,returning,web,44.51
1954,2024-05-05,returning,marketplace,58.32
1955,2024-03-03,returning,marketplace,49.84
1956,2024-09-30,new,app,108.65
1957,2024-04-13,returning,web,57.88
1958,2025-10-30,new,web,60.69
1959,2024-03-21,returning,web,62.06
1960,2025-10-07,returning,marketplace,53.27
1961,2025-02-09,new,marketplace,150.6
1962,2025-03-22,new,app,44.94
1963,2025-07-21,new,marketplace,61.61
1964,2024-07-28,returning,web,35.08
1965,2025-04-01,returning,marketplace,32.11
1966,2025-03-14,new,marketplace,55.65
1967,2025-10-17,returning,marketplace,80.88
1968,2025-12-07,returning,web,82.68
1969,2025-11-04,new,web,53.49
1970,2025-04-30,returning,app,78.1
1971,2025-01-19,vip,web,70.77
1972,2025-07-14,returning,web,23.43
1973,2025-01-18,returning,marketplace,91.99
1974,2024-01-05,returning,app,43.61
1975,2024-12-23,returning,app,24.6
1976,2025-02-26,returning,app,74.15
1977,2025-09-05,vip,app,70.78
1978,2025-12-04,returning,marketplace,81.69
1979,2024-03-22,returning,web,67.72
1980,2024-12-26,returning,marketplace,72.59
1981,2025-01-19,returning,web,66.61
1982,2024-03-10,vip,app,47.43
1983,2025-05-05,new,app,67.5
1984,2024-12-04,returning,web,103.57
1985,2024-01-27,returning,marketplace,50.19
1986,2025-08-06,returning,app,55.15
1987,2025-05-26,new,app,85.88
1988,2024-12-22,returning,app,69.43
1989,2025-03-13,new,web,39.78
1990,2025-10-14,returning,marketplace,33.75
1991,2024-11-20,returning,marketplace,95.49
1992,2025-02-09,new,web,78.8
1993,2025-05-19,new,marketplace,58.11
1994,2024-03-14,new,marketplace,165.35
1995,2025-07-31,returning,app,52.99
1996,2024-07-21,returning,app,103.63
1997,2025-12-20,returning,marketplace,69.86
1998,2024-12-18,returning,marketplace,35.47
1999,2025-07-27,new,marketplace,44.5
2000,2024-05-21,new,web,54.4
2001,2025-02-14,returning,web,40.78
2002,2024-06-01,new,marketplace,54.59
2003,2025-03-29,returning,marketplace,142.49
2004,2025-10-12,returning,marketplace,57.24
2005,2024-06-19,new,web,42.38
2006,2024-01-30,new,app,80.03
2007,2025-05-26,vip,marketplace,53.43
2008,2024-10-20,returning,web,122.83
2009,2025-06-06,new,app,154.2
2010,2025-04-09,returning,web,45.37
2011,2025-11-04,returning,app,64.45
2012,2024-02-14,returning,marketplace,50.93
2013,2025-01-30,returning,web,38.3
2014,2025-11-23,new,app,65.21
2015,2025-03-17,returning,web,79.5
2016,2025-05-18,returning,marketplace,31.05
2017,2025-12-10,returning,web,84.31
2018,2025-07-18,returning,app,55.37
2019,2025-03-23,new,marketplace,65.55
2020,2024-12-26,vip,web,35.23
2021,2025-05-11,returning,app,53.46
2022,2024-12-23,new,marketplace,27.77
2023,2025-06-08,returning,web,94.99
2024,2024-04-07,returning,app,61.1
2025,2025-11-06,new,app,48.91
2026,2024-11-28,new,app,86.97
2027,2025-11-20,new,marketplace,63.19
2028,2024-07-08,new,web,92.44
2029,2025-06-17,new,web,31.19
2030,2024-12-14,returning,marketplace,50.65
2031,2024-06-13,returning,marketplace,49.34
2032,2025-07-17,new,marketplace,32.77
2033,2025-08-05,new,web,41.84
2034,2025-07-17,returning,marketplace,94.05
2035,2025-07-05,new,marketplace,46.42
2036,2025-11-27,returning,marketplace,56.65
2037,2025-12-25,new,marketplace,68.62
2038,2024-05-13,returning,web,79.64
2039,2024-01-14,new,marketplace,55.34
2040,2024-12-10,new,app,100.07
2041,2025-08-24,returning,web,66.0
2042,2025-03-31,new,app,78.63
2043,2025-07-16,returning,web,87.57
2044,2024-11-17,new,app,43.78
2045,2024-08-06,returning,marketplace,53.93
2046,2025-03-19,new,web,48.01
2047,2024-07-13,new,marketplace,48.66
2048,2024-11-24,new,web,99.78
2049,2025-04-11,returning,marketplace,37.99
2050,2025-05-08,returning,marketplace,79.04
2051,2025-04-05,returning,web,37.21
2052,2025-08-30,vip,app,82.18
2053,2025-05-13,returning,marketplace,45.84
2054,2024-02-21,new,web,90.16
2055,2025-01-27,vip,marketplace,73.15
2056,2025-06-24,returning,web,32.78
2057,2024-08-07,new,web,58.27
2058,2024-05-26,returning,app,105.29
2059,2024-06-15,returning,marketplace,54.66
2060,2024-08-03,returning,app,45.16
2061,2024-02-26,new,web,48.24
2062,2025-09-28,new,marketplace,79.77
2063,2025-06-19,returning,app,43.53
2064,2025-09-19,returning,marketplace,46.24
2065,2025-02-09,returning,app,74.5
2066,2024-11-25,new,marketplace,69.09
2067,2025-09-16,returning,app,24.36
2068,2025-07-13,vip,marketplace,91.28
2069,2024-05-23,new,web,30.1
2070,2024-11-07,vip,web,46.62
2071,2025-02-12,returning,marketplace,34.7
2072,2025-11-03,new,marketplace,60.53
2073,2025-11-07,new,marketplace,62.11
2074,2025-06-23,returning,marketplace,52.95
2075,2025-11-17,new,marketplace,69.98
2076,2025-09-08,returning,marketplace,25.44
2077,2024-09-07,new,app,25.9
2078,2025-08-29,new,app,32.03
2079,2025-07-20,new,marketplace,140.5
2080,2024-06-07,new,web,60.74
2081,2024-01-28,new,app,60.39
2082,2025-10-05,returning,app,48.69
2083,2025-02-24,new,app,75.25
2084,2025-09-30,new,marketplace,41.83
2085,2024-08-22,returning,app,130.67
2086,2025-06-08,returning,app,79.16
2087,2025-02-05,returning,app,74.62
2088,2024-12-18,returning,marketplace,46.54
2089,2025-10-16,new,app,59.21
2090,2025-05-05,new,app,85.33
2091,2025-10-15,returning,marketplace,62.92
2092,2025-06-23,new,marketplace,80.24
2093,2025-11-23,returning,marketplace,57.68
2094,2025-07-26,returning,app,67.28
2095,2024-11-02,new,app,75.08
2096,2024-08-11,returning,marketplace,66.29
2097,2025-04-14,new,marketplace,47.91
2098,2024-10-23,returning,web,86.31
2099,2025-07-19,returning,marketplace,31.45
2100,2025-01-30,vip,marketplace,73.42
2101,2024-10-11,new,app,86.68
2102,2025-05-13,vip,marketplace,65.08
2103,2025-11-11,new,web,140.91
2104,2025-05-06,new,app,75.0
2105,2025-05-26,returning,marketplace,39.4
2106,2025-04-11,new,app,44.5
2107,2024-05-31,new,marketplace,92.29
2108,2024-08-02,new,marketplace,30.04
2109,2024-08-22,vip,app,56.53
2110,2025-08-16,returning,marketplace,48.91
2111,2025-06-08,returning,app,77.1
2112,2025-09-07,returning,marketplace,53.59
2113,2025-03-10,returning,app,31.31
2114,2024-05-02,new,web,61.61
2115,2024-07-16,new,web,55.88
2116,2025-03-13,new,marketplace,89.4
2117,2025-09-19,returning,marketplace,53.14
2118,2025-09-01,new,marketplace,63.4
2119,2025-06-25,new,app,69.25
2120,2025-04-17,new,marketplace,57.93
2121,2024-08-10,returning,web,50.74
2122,2024-01-20,returning,app,55.86
2123,2024-12-28,new,web,51.79
2124,2024-12-18,returning,marketplace,39.8
2125,2024-11-02,returning,web,81.91
2126,2025-12-28,vip,web,45.21
2127,2024-01-07,new,marketplace,73.56
2128,2025-04-26,returning,marketplace,40.5
2129,2025-01-15,new,app,109.06
2130,2025-02-12,new,app,96.88
2131,2024-05-12,returning,marketplace,44.98
2132,2024-12-07,new,app,124.93
2133,2025-04-06,returning,marketplace,39.64
2134,2024-10-08,new,marketplace,57.25
2135,2025-02-23,new,web,45.21
2136,2024-07-03,new,app,66.69
2137,2025-12-31,new,marketplace,73.05
2138,2024-07-06,returning,app,41.69
2139,2025-02-18,returning,marketplace,82.1
2140,2024-03-19,vip,marketplace,50.18
2141,2024-05-18,new,marketplace,51.64
2142,2024-06-06,new,web,65.41
2143,2024-03-21,returning,app,141.34
2144,2024-03-13,new,web,76.0
2145,2025-10-03,returning,app,104.45
2146,2024-08-26,returning,app,57.43
2147,2024-01-13,new,web,59.32
2148,2024-12-11,returning,app,40.29
2149,2025-01-19,returning,app,88.67
2150,2025-11-08,new,app,102.3
2151,2024-09-14,new,app,31.92
2152,2025-12-01,new,app,99.54
2153,2024-02-21,returning,marketplace,70.15
2154,2024-12-08,new,app,68.77
2155,2025-01-16,returning,app,43.0
2156,2025-02-20,new,app,39.19
2157,2024-07-28,returning,marketplace,36.85
2158,2024-09-04,new,web,77.84
2159,2025-05-27,new,marketplace,43.72
2160,2024-11-25,new,marketplace,121.48
2161,2025-09-08,returning,app,70.21
2162,2024-01-26,returning,web,38.84
2163,2025-10-28,returning,web,75.66
2164,2025-06-10,returning,app,22.21
2165,2024-10-23,vip,app,72.07
2166,2025-01-24,new,app,63.2
2167,2025-07-11,new,marketplace,44.83
2168,2024-12-02,new,web,59.45
2169,2024-05-10,returning,web,44.35
2170,2024-02-05,new,app,31.62
2171,2024-06-10,returning,marketplace,93.97
2172,2025-12-23,returning,app,51.39
2173,2025-03-09,returning,marketplace,81.37
2174,2024-07-02,new,marketplace,35.89
2175,2025-04-18,returning,web,47.08
2176,2024-12-01,new,app,68.21
2177,2025-10-21,vip,marketplace,43.23
2178,2024-07-19,new,app,85.97
2179,2025-11-07,returning,marketplace,72.98
2180,2024-03-19,returning,app,46.29
2181,2024-09-30,returning,marketplace,35.07
2182,2025-10-31,vip,marketplace,52.61
2183,2024-12-07,new,app,43.45
2184,2024-12-26,returning,app,57.28
2185,2025-06-07,new,app,114.69
2186,2025-02-04,returning,marketplace,43.2
2187,2025-07-25,returning,app,53.53
2188,2024-12-26,new,app,55.97
2189,2024-02-13,vip,app,54.05
2190,2024-04-17,new,web,37.65
2191,2024-06-19,returning,marketplace,44.92
2192,2024-06-08,returning,app,51.68
2193,2024-12-16,returning,marketplace,21.28
2194,2025-04-03,returning,marketplace,47.08
2195,2025-04-16,new,marketplace,56.13
2196,2024-09-26,vip,marketplace,47.1
2197,2025-11-14,returning,marketplace,71.63
2198,2025-12-14,new,app,42.2
2199,2024-01-31,new,marketplace,113.72
2200,2025-07-04,returning,app,62.77
2201,2025-10-02,returning,marketplace,55.31
2202,2024-06-23,returning,marketplace,107.74
2203,2024-03-11,new,web,57.56
2204,2025-12-04,returning,web,47.03
2205,2024-01-13,new,web,88.5
2206,2024-12-12,returning,marketplace,58.34
2207,2025-06-30,returning,app,47.88
2208,2025-05-29,new,web,33.5
2209,2024-01-05,returning,marketplace,33.28
2210,2024-02-27,returning,app,58.56
2211,2024-01-21,vip,app,84.08
2212,2024-09-03,new,app,61.67
2213,2024-12-11,returning,web,82.2
2214,2024-12-09,new,web,91.53
2215,2025-05-22,new,marketplace,78.4
2216,2025-11-29,vip,app,62.11
2217,2025-08-21,returning,app,31.16
2218,2024-08-06,new,marketplace,39.43
2219,2025-02-26,returning,marketplace,65.09
2220,2025-09-28,new,app,50.68
2221,2024-05-18,new,web,97.41
2222,2024-01-27,returning,app,55.05
2223,2025-12-02,returning,web,43.45
2224,2025-10-17,vip,web,64.17
2225,2024-04-09,new,app,90.12
2226,2024-05-26,returning,web,95.72
2227,2024-06-01,new,marketplace,57.12
2228,2025-05-20,returning,web,52.86
2229,2025-10-29,new,web,64.1
2230,2025-09-13,returning,marketplace,47.81
2231,2025-10-22,returning,app,61.78
2232,2024-10-20,returning,web,50.51
2233,2025-03-02,new,app,84.07
2234,2024-02-20,new,app,75.71
2235,2024-12-06,vip,web,77.36
2236,2024-09-24,returning,web,31.95
2237,2024-01-04,new,web,77.93
2238,2024-12-11,returning,app,59.1
2239,2024-12-31,returning,app,58.04
2240,2025-10-25,new,web,54.35
2241,2025-01-28,vip,marketplace,38.5
2242,2025-07-09,returning,app,42.81
2243,2025-10-16,vip,marketplace,99.84
2244,2024-05-05,returning,web,86.94
2245,2025-10-07,new,web,58.48
2246,2024-02-16,new,app,68.34
2247,2024-09-13,new,marketplace,24.55
2248,2024-11-26,new,app,80.53
2249,2024-01-31,new,marketplace,65.37
2250,2025-08-08,new,web,87.42
2251,2024-01-06,returning,marketplace,27.1
2252,2024-02-01,new,marketplace,22.03
2253,2025-09-10,returning,web,47.43
2254,2024-05-27,returning,web,46.39
2255,2024-01-14,returning,web,44.84
2256,2024-12-13,returning,web,78.51
2257,2024-09-30,new,web,62.87
2258,2024-09-05,new,app,70.28
2259,2025-10-25,new,marketplace,47.92
2260,2024-05-04,vip,web,38.24
2261,2024-02-01,vip,web,61.14
2262,2024-07-30,new,web,32.34
2263,2024-09-19,returning,web,31.73
2264,2025-11-07,new,web,78.1
2265,2024-06-04,new,marketplace,27.02
2266,2024-12-15,returning,app,60.49
2267,2025-12-26,returning,app,112.67
2268,2024-07-29,new,web,29.11
2269,2025-06-17,new,marketplace,105.7
2270,2025-03-28,new,marketplace,74.31
2271,2024-05-26,returning,web,68.77
2272,2025-06-11,new,app,105.86
2273,2025-08-31,new,app,45.04
2274,2025-11-20,new,marketplace,48.19
2275,2025-02-17,returning,web,58.65
2276,2024-09-13,returning,marketplace,35.89
2277,2024-05-24,new,app,67.76
2278,2024-05-27,new,web,44.56
2279,2024-02-18,returning,app,38.38
2280,2025-09-15,returning,app,63.22
2281,2025-10-22,new,app,77.08
2282,2024-06-22,returning,web,117.27
2283,2024-11-28,vip,app,42.33
2284,2025-12-22,returning,marketplace,69.53
2285,2025-05-14,returning,app,55.77
2286,2025-04-12,returning,app,87.37
2287,2024-05-19,returning,web,35.13
2288,2024-07-10,returning,app,57.22
2289,2025-10-30,new,app,79.85
2290,2024-10-09,new,marketplace,51.61
2291,2025-02-15,returning,web,68.94
2292,2024-02-02,new,app,59.38
2293,2024-10-11,new,web,21.28
2294,2024-05-16,new,web,79.02
2295,2024-09-10,returning,web,58.49
2296,2024-12-02,new,app,81.43
2297,2024-01-16,new,marketplace,68.93
2298,2024-02-18,new,app,36.93
2299,2025-12-23,new,web,68.72
2300,2025-10-26,returning,web,63.25
2301,2024-04-11,new,web,90.87
2302,2025-03-16,new,app,26.39
2303,2025-10-13,new,marketplace,50.03
2304,2025-12-05,new,marketplace,41.56
2305,2025-12-23,returning,marketplace,82.95
2306,2025-03-22,returning,marketplace,61.53
2307,2024-05-24,new,marketplace,41.87
2308,2024-12-26,new,app,102.33
2309,2025-06-23,vip,marketplace,69.63
2310,2025-11-06,new,web,57.48
2311,2025-11-06,returning,marketplace,95.11
2312,2025-06-02,returning,app,94.72
2313,2025-06-21,new,web,87.66
2314,2025-12-22,new,app,100.34
2315,2025-11-27,returning,web,57.83
2316,2025-01-02,returning,marketplace,102.51
2317,2025-07-29,returning,web,41.68
2318,2024-10-23,vip,web,36.12
2319,2025-07-23,returning,web,34.23
2320,2025-09-16,returning,web,85.74
2321,2024-06-18,vip,marketplace,67.52
2322,2024-05-22,returning,web,77.7
2323,2024-11-23,vip,web,66.24
2324,2024-10-20,new,web,73.7
2325,2025-05-06,new,app,76.87
2326,2024-01-31,new,marketplace,38.19
2327,2024-01-07,returning,marketplace,58.78
2328,2024-09-15,new,web,79.66
2329,2025-06-09,returning,marketplace,102.59
2330,2024-06-28,returning,app,56.45
2331,2024-11-09,new,app,92.16
2332,2024-06-16,returning,web,35.06
2333,2024-05-10,new,app,36.67
2334,2025-02-12,new,marketplace,89.75
2335,2025-04-20,new,app,32.98
2336,2024-03-06,vip,app,70.25
2337,2025-11-01,new,marketplace,47.0
2338,2024-05-13,returning,app,123.93
2339,2025-03-17,new,app,122.0
2340,2025-12-28,new,app,75.08
2341,2025-12-09,returning,marketplace,78.71
2342,2025-10-17,new,app,66.75
2343,2025-09-13,returning,web,62.0
2344,2024-04-04,new,web,89.68
2345,2025-06-03,new,marketplace,59.36
2346,2025-06-12,new,web,51.76
2347,2024-07-06,returning,app,91.88
2348,2025-04-15,returning,marketplace,93.82
2349,2024-06-02,new,app,44.82
2350,2025-03-07,returning,web,72.14
2351,2024-12-22,returning,web,39.77
2352,2025-09-26,returning,app,48.14
2353,2024-11-15,returning,web,37.46
2354,2024-11-25,returning,app,43.37
2355,2024-08-24,vip,app,56.34
2356,2025-02-18,new,marketplace,41.09
2357,2024-08-31,returning,marketplace,62.66
2358,2024-06-28,new,app,98.58
2359,2025-10-18,new,web,38.33
2360,2024-11-27,new,marketplace,39.22
2361,2024-04-09,new,web,40.23
2362,2024-11-18,new,web,67.89
2363,2025-04-05,new,marketplace,33.35
2364,2024-05-15,returning,marketplace,43.82
2365,2025-05-16,returning,web,57.75
2366,2024-10-15,new,marketplace,43.44
2367,2024-04-30,new,web,41.68
2368,2024-03-02,new,marketplace,58.92
2369,2024-09-16,returning,marketplace,25.25
2370,2024-06-06,returning,marketplace,55.55
2371,2024-08-22,new,web,70.68
2372,2024-03-09,new,marketplace,47.58
2373,2025-11-06,returning,web,76.7
2374,2025-03-26,new,web,58.6
2375,2024-03-10,new,marketplace,43.71
2376,2025-12-27,vip,app,43.48
2377,2024-12-09,new,web,64.63
2378,2024-09-20,new,app,83.3
2379,2024-12-27,returning,marketplace,72.41
2380,2024-10-03,new,marketplace,62.3
2381,2025-01-23,new,marketplace,77.41
2382,2025-06-17,new,app,34.54
2383,2025-06-08,returning,marketplace,104.88
2384,2025-12-10,returning,web,52.13
2385,2025-10-01,returning,web,106.4
2386,2025-03-07,returning,app,24.01
2387,2025-05-17,new,app,16.18
2388,2025-04-11,returning,marketplace,75.12
2389,2025-12-25,returning,web,38.39
2390,2024-10-28,vip,marketplace,47.52
2391,2024-10-01,returning,app,55.13
2392,2024-10-29,new,app,52.46
2393,2024-12-24,vip,web,38.15
2394,2025-08-18,returning,app,49.18
2395,2025-09-10,returning,app,59.85
2396,2025-02-02,returning,marketplace,60.76
2397,2025-02-17,new,marketplace,135.53
2398,2025-12-19,new,marketplace,35.48
2399,2024-06-25,new,marketplace,109.84
2400,2024-06-05,returning,app,72.59
2401,2025-09-05,new,app,119.43
2402,2025-12-28,returning,app,66.63
2403,2024-01-30,returning,marketplace,39.95
2404,2025-03-31,returning,app,75.91
2405,2025-10-04,new,web,49.15
2406,2025-11-06,new,web,76.18
2407,2025-12-10,new,app,71.61
2408,2025-12-08,returning,web,37.88
2409,2024-10-13,returning,app,43.82
2410,2025-12-29,returning,web,98.32
2411,2025-10-14,new,app,56.99
2412,2025-04-28,returning,web,62.52
2413,2025-03-22,new,marketplace,82.84
2414,2025-08-19,returning,app,64.69
2415,2025-03-06,returning,marketplace,49.97
2416,2025-06-05,new,web,36.86
2417,2024-07-17,returning,web,37.72
2418,2024-09-01,returning,web,39.11
2419,2025-11-28,new,marketplace,75.53
2420,2025-12-25,returning,marketplace,47.66
2421,2024-10-02,returning,app,39.5
2422,2024-01-25,returning,app,49.47
2423,2025-09-07,returning,web,52.09
2424,2025-07-28,new,marketplace,34.07
2425,2024-12-31,returning,marketplace,26.85
2426,2025-08-28,returning,marketplace,85.17
2427,2024-09-26,returning,marketplace,78.92
