order_id,period,arm,on_time_in_full
2593,normal,heuristic_router,1
2594,normal,rl_router,1
2595,normal,rl_router,1
2596,holiday_surge,rl_router,0
2597,holiday_surge,rl_router,0
2598,normal,heuristic_router,1
2599,holiday_surge,rl_router,1
2600,normal,rl_router,1
2601,holiday_surge,heuristic_router,1
2602,normal,heuristic_router,1
2603,holiday_surge,rl_router,1
2604,normal,heuristic_router,1
2605,holiday_surge,rl_router,1
2606,holiday_surge,heuristic_router,1
2607,normal,heuristic_router,1
2608,normal,rl_router,1
2609,normal,heuristic_router,1
2610,normal,rl_router,1
2611,normal,heuristic_router,1
2612,normal,heuristic_router,1
2613,holiday_surge,rl_router,1
2614,normal,rl_router,1
2615,normal,heuristic_router,1
2616,holiday_surge,rl_router,1
2617,normal,rl_router,1
2618,holiday_surge,rl_router,1
2619,holiday_surge,heuristic_router,1
2620,holiday_surge,heuristic_router,1
2621,normal,rl_router,1
2622,normal,heuristic_router,1
2623,normal,rl_router,1
2624,normal,heuristic_router,1
2625,holiday_surge,rl_router,1
2626,normal,rl_router,0
2627,normal,heuristic_router,1
2628,holiday_surge,heuristic_router,1
2629,normal,rl_router,0
2630,normal,rl_router,1
2631,holiday_surge,heuristic_router,1
2632,normal,rl_router,1
2633,normal,rl_router,1
2634,normal,heuristic_router,1
2635,normal,heuristic_router,1
2636,holiday_surge,heuristic_router,1
2637,normal,rl_router,1
2638,normal,heuristic_router,0
2639,holiday_surge,heuristic_router,1
2640,normal,rl_router,1
2641,normal,heuristic_router,1
2642,normal,rl_router,1
2643,holiday_surge,rl_router,0
2644,normal,heuristic_router,1
2645,normal,rl_router,1
2646,normal,heuristic_router,1
2647,normal,rl_router,1
2648,normal,heuristic_router,1
2649,normal,rl_router,1
2650,holiday_surge,heuristic_router,1
2651,normal,rl_router,1
2652,normal,rl_router,1
2653,normal,rl_router,1
2654,holiday_surge,rl_router,1
2655,normal,heuristic_router,1
2656,normal,heuristic_router,1
2657,normal,rl_router,0
2658,holiday_surge,heuristic_router,0
2659,normal,heuristic_router,1
2660,holiday_surge,rl_router,1
2661,normal,rl_router,1
2662,normal,rl_router,1
2663,normal,heuristic_router,1
2664,normal,rl_router,1
2665,holiday_surge,rl_router,1
2666,holiday_surge,heuristic_router,1
2667,normal,heuristic_router,1
2668,normal,rl_router,1
2669,holiday_surge,heuristic_router,0
2670,normal,heuristic_router,1
2671,holiday_surge,heuristic_router,1
2672,normal,heuristic_router,1
2673,holiday_surge,rl_router,1
2674,normal,heuristic_router,1
2675,holiday_surge,rl_router,0
2676,holiday_surge,rl_router,0
2677,holiday_surge,rl_router,0
2678,normal,rl_router,1
2679,normal,rl_router,1
2680,holiday_surge,heuristic_router,1
2681,normal,rl_router,1
2682,normal,rl_router,1
2683,normal,heuristic_router,1
2684,normal,rl_router,1
2685,normal,rl_router,0
2686,holiday_surge,rl_router,1
2687,holiday_surge,rl_router,0
2688,holiday_surge,heuristic_router,1
2689,normal,heuristic_router,1
2690,holiday_surge,rl_router,0
2691,normal,heuristic_router,1
2692,normal,heuristic_router,1
2693,normal,rl_router,1
2694,normal,rl_router,1
2695,normal,rl_router,1
2696,holiday_surge,heuristic_router,1
2697,normal,rl_router,1
2698,normal,heuristic_router,1
2699,normal,heuristic_router,1
2700,normal,rl_router,1
2701,normal,heuristic_router,1
2702,normal,heuristic_router,1
2703,normal,rl_router,1
2704,holiday_surge,heuristic_router,0
2705,normal,rl_router,1
2706,normal,heuristic_router,1
2707,normal,rl_router,1
2708,holiday_surge,heuristic_router,1
2709,holiday_surge,rl_router,1
2710,holiday_surge,rl_router,0
2711,normal,rl_router,0
2712,normal,heuristic_router,1
2713,normal,heuristic_router,1
2714,normal,rl_router,1
2715,normal,rl_router,0
2716,normal,heuristic_router,1
2717,normal,heuristic_router,1
2718,normal,rl_router,1
2719,normal,heuristic_router,1
2720,normal,heuristic_router,1
2721,holiday_surge,rl_router,1
2722,normal,heuristic_router,1
2723,normal,heuristic_router,1
2724,holiday_surge,rl_router,1
2725,holiday_surge,rl_router,1
2726,holiday_surge,heuristic_router,0
2727,normal,heuristic_router,1
2728,normal,heuristic_router,1
2729,normal,heuristic_router,1
2730,normal,heuristic_router,1
2731,normal,heuristic_router,0
2732,normal,heuristic_router,0
2733,normal,heuristic_router,1
2734,normal,rl_router,1
2735,normal,rl_router,1
2736,holiday_surge,heuristic_router,0
2737,normal,heuristic_router,1
2738,normal,rl_router,1
2739,holiday_surge,rl_router,0
2740,normal,rl_router,1
2741,normal,rl_router,1
2742,normal,heuristic_router,1
2743,normal,heuristic_router,1
2744,normal,heuristic_router,1
2745,holiday_surge,rl_router,1
2746,normal,rl_router,1
2747,normal,rl_router,1
2748,normal,heuristic_router,1
2749,holiday_surge,rl_router,0
2750,holiday_surge,rl_router,1
2751,normal,rl_router,1
2752,normal,heuristic_router,1
2753,normal,rl_router,1
2754,normal,rl_router,0
2755,holiday_surge,heuristic_router,1
2756,normal,heuristic_router,1
2757,normal,heuristic_router,0
2758,normal,heuristic_router,1
2759,normal,heuristic_router,1
2760,normal,rl_router,1
2761,holiday_surge,heuristic_router,0
2762,normal,heuristic_router,0
2763,normal,rl_router,1
2764,normal,heuristic_router,1
2765,normal,heuristic_router,1
2766,normal,heuristic_router,1
2767,normal,rl_router,1
2768,normal,heuristic_router,1
2769,normal,heuristic_router,1
2770,normal,rl_router,1
2771,holiday_surge,rl_router,1
2772,normal,heuristic_router,0
2773,normal,rl_router,1
2774,normal,heuristic_router,1
2775,normal,heuristic_router,1
2776,normal,rl_router,1
2777,normal,heuristic_router,1
2778,normal,heuristic_router,1
2779,holiday_surge,heuristic_router,0
2780,normal,heuristic_router,0
2781,normal,heuristic_router,1
2782,normal,heuristic_router,1
2783,normal,rl_router,1
2784,normal,heuristic_router,1
2785,normal,rl_router,1
2786,holiday_surge,heuristic_router,1
2787,normal,heuristic_router,0
2788,normal,heuristic_router,1
2789,normal,heuristic_router,1
2790,normal,heuristic_router,1
2791,holiday_surge,rl_router,1
2792,normal,heuristic_router,1
2793,holiday_surge,heuristic_router,0
2794,holiday_surge,rl_router,1
2795,normal,rl_router,1
2796,normal,rl_router,1
2797,normal,rl_router,1
2798,normal,heuristic_router,1
2799,normal,rl_router,1
2800,normal,rl_router,1
2801,holiday_surge,heuristic_router,1
2802,normal,rl_router,1
2803,holiday_surge,rl_router,1
2804,holiday_surge,heuristic_router,0
2805,normal,heuristic_router,1
2806,normal,heuristic_router,1
2807,holiday_surge,rl_router,1
2808,holiday_surge,heuristic_router,1
2809,normal,heuristic_router,1
2810,normal,heuristic_router,1
2811,normal,rl_router,1
2812,normal,heuristic_router,1
2813,normal,heuristic_router,1
2814,normal,rl_router,1
2815,normal,heuristic_router,1
2816,normal,heuristic_router,1
2817,normal,rl_router,1
2818,holiday_surge,rl_router,1
2819,normal,heuristic_router,1
2820,normal,rl_router,1
2821,normal,heuristic_router,1
2822,holiday_surge,heuristic_router,0
2823,normal,rl_router,1
2824,normal,rl_router,1
2825,normal,rl_router,1
2826,normal,heuristic_router,1
2827,holiday_surge,heuristic_router,1
2828,normal,heuristic_router,1
2829,holiday_surge,rl_router,0
2830,normal,heuristic_router,1
2831,normal,heuristic_router,1
2832,normal,heuristic_router,1
2833,normal,rl_router,1
2834,normal,heuristic_router,1
2835,normal,heuristic_router,1
2836,normal,rl_router,1
2837,normal,rl_router,1
2838,normal,rl_router,1
2839,normal,heuristic_router,1
2840,holiday_surge,rl_router,0
2841,normal,rl_router,1
2842,normal,heuristic_router,0
2843,normal,rl_router,1
2844,normal,heuristic_router,1
2845,normal,rl_router,1
2846,holiday_surge,rl_router,1
2847,normal,rl_router,1
2848,normal,rl_router,1
2849,normal,rl_router,1
2850,normal,heuristic_router,1
2851,holiday_surge,rl_router,1
2852,normal,heuristic_router,1
2853,normal,rl_router,1
2854,normal,heuristic_router,0
2855,holiday_surge,rl_router,1
2856,holiday_surge,rl_router,1
2857,normal,rl_router,1
2858,normal,rl_router,1
2859,normal,heuristic_router,0
2860,holiday_surge,rl_router,1
2861,normal,heuristic_router,1
2862,normal,rl_router,1
2863,normal,rl_router,1
2864,normal,heuristic_router,1
2865,holiday_surge,rl_router,1
2866,normal,heuristic_router,1
2867,normal,rl_router,1
2868,normal,rl_router,1
2869,holiday_surge,heuristic_router,0
2870,normal,rl_router,1
2871,holiday_surge,rl_router,1
2872,normal,heuristic_router,0
2873,holiday_surge,heuristic_router,1
2874,normal,rl_router,1
2875,normal,heuristic_router,0
2876,normal,rl_router,1
2877,normal,rl_router,1
2878,holiday_surge,rl_router,1
2879,holiday_surge,rl_router,0
2880,normal,heuristic_router,1
2881,holiday_surge,rl_router,0
2882,normal,heuristic_router,1
2883,normal,rl_router,1
2884,holiday_surge,heuristic_router,1
2885,normal,heuristic_router,0
2886,normal,rl_router,1
2887,normal,heuristic_router,1
2888,normal,heuristic_router,1
2889,normal,rl_router,0
2890,normal,heuristic_router,1
2891,holiday_surge,rl_router,0
2892,holiday_surge,rl_router,1
2893,normal,rl_router,1
2894,normal,heuristic_router,1
2895,normal,rl_router,1
2896,normal,rl_router,0
2897,holiday_surge,rl_router,1
2898,holiday_surge,heuristic_router,1
2899,normal,heuristic_router,1
2900,holiday_surge,rl_router,0
2901,normal,rl_router,1
2902,normal,heuristic_router,1
2903,normal,rl_router,1
2904,normal,rl_router,1
2905,normal,heuristic_router,0
2906,normal,heuristic_router,1
2907,normal,rl_router,1
2908,normal,rl_router,1
2909,normal,rl_router,1
2910,normal,heuristic_router,0
2911,normal,rl_router,1
2912,holiday_surge,heuristic_router,1
2913,normal,rl_router,1
2914,normal,heuristic_router,1
2915,normal,rl_router,1
2916,normal,heuristic_router,1
2917,normal,heuristic_router,1
2918,normal,rl_router,1
2919,holiday_surge,rl_router,0
2920,normal,rl_router,1
2921,normal,rl_router,1
2922,normal,rl_router,1
2923,normal,rl_router,1
2924,holiday_surge,heuristic_router,1
2925,normal,rl_router,1
2926,normal,rl_router,1
2927,normal,rl_router,1
2928,normal,heuristic_router,1
2929,normal,heuristic_router,1
2930,normal,heuristic_router,1
2931,normal,rl_router,1
2932,normal,heuristic_router,1
2933,normal,rl_router,1
2934,normal,heuristic_router,1
2935,normal,rl_router,0
2936,normal,rl_router,1
2937,normal,rl_router,1
2938,normal,rl_router,1
2939,normal,rl_router,1
2940,normal,rl_router,1
2941,normal,rl_router,0
2942,holiday_surge,rl_router,1
2943,normal,rl_router,1
2944,normal,rl_router,1
2945,normal,heuristic_router,1
2946,holiday_surge,rl_router,1
2947,holiday_surge,heuristic_router,1
2948,holiday_surge,heuristic_router,0
2949,normal,rl_router,1
2950,normal,heuristic_router,1
2951,normal,heuristic_router,1
2952,normal,rl_router,0
2953,holiday_surge,heuristic_router,1
2954,holiday_surge,heuristic_router,0
2955,normal,heuristic_router,0
2956,normal,rl_router,1
2957,holiday_surge,heuristic_router,1
2958,normal,rl_router,1
2959,holiday_surge,rl_router,1
2960,normal,heuristic_router,1
2961,normal,heuristic_router,0
2962,normal,heuristic_router,1
2963,normal,heuristic_router,1
2964,normal,rl_router,1
2965,holiday_surge,heuristic_router,1
2966,normal,heuristic_router,1
2967,normal,rl_router,1
2968,holiday_surge,heuristic_router,1
2969,normal,heuristic_router,1
2970,holiday_surge,rl_router,0
2971,normal,rl_router,1
2972,holiday_surge,heuristic_router,0
2973,holiday_surge,heuristic_router,1
2974,normal,rl_router,1
2975,holiday_surge,heuristic_router,1
2976,normal,rl_router,1
2977,normal,rl_router,1
2978,normal,heuristic_router,1
2979,normal,heuristic_router,0
2980,holiday_surge,rl_router,1
2981,holiday_surge,heuristic_router,1
2982,holiday_surge,heuristic_router,0
2983,normal,rl_router,1
2984,holiday_surge,heuristic_router,0
2985,holiday_surge,heuristic_router,1
2986,normal,heuristic_router,1
2987,holiday_surge,rl_router,1
2988,normal,heuristic_router,1
2989,normal,heuristic_router,1
2990,normal,heuristic_router,1
2991,holiday_surge,heuristic_router,1
2992,holiday_surge,heuristic_router,1
2993,normal,heuristic_router,1
2994,normal,heuristic_router,0
2995,normal,heuristic_router,1
2996,normal,rl_router,1
2997,normal,heuristic_router,1
2998,normal,heuristic_router,1
2999,holiday_surge,rl_router,1
3000,normal,heuristic_router,1
3001,normal,heuristic_router,1
3002,holiday_surge,heuristic_router,1
3003,holiday_surge,rl_router,1
3004,holiday_surge,heuristic_router,1
3005,normal,heuristic_router,1
3006,holiday_surge,rl_router,1
3007,normal,heuristic_router,1
3008,normal,heuristic_router,1
3009,normal,rl_router,1
3010,normal,rl_router,1
3011,holiday_surge,rl_router,1
3012,normal,rl_router,1
3013,normal,heuristic_router,1
3014,normal,heuristic_router,1
3015,normal,rl_router,1
3016,normal,heuristic_router,1
3017,normal,rl_router,1
3018,normal,rl_router,1
3019,normal,rl_router,1
3020,normal,rl_router,1
3021,normal,rl_router,1
3022,normal,rl_router,1
3023,normal,heuristic_router,1
3024,normal,rl_router,1
3025,normal,rl_router,1
3026,normal,rl_router,0
3027,normal,heuristic_router,0
3028,normal,rl_router,1
3029,normal,heuristic_router,0
3030,normal,rl_router,1
3031,normal,heuristic_router,1
3032,normal,rl_router,1
3033,normal,heuristic_router,1
3034,normal,rl_router,1
3035,holiday_surge,heuristic_router,0
3036,normal,rl_router,1
3037,normal,heuristic_router,1
3038,normal,rl_router,1
3039,normal,heuristic_router,1
3040,holiday_surge,rl_router,1
3041,normal,heuristic_router,1
3042,normal,rl_router,1
3043,normal,rl_router,1
3044,holiday_surge,rl_router,0
3045,holiday_surge,heuristic_router,0
3046,normal,heuristic_router,1
3047,holiday_surge,rl_router,1
3048,normal,rl_router,1
3049,normal,heuristic_router,0
3050,normal,rl_router,1
3051,normal,heuristic_router,0
3052,normal,rl_router,1
3053,normal,rl_router,1
3054,normal,rl_router,1
3055,holiday_surge,heuristic_router,1
3056,holiday_surge,rl_router,0
3057,holiday_surge,rl_router,1
3058,holiday_surge,rl_router,1
3059,normal,heuristic_router,1
3060,holiday_surge,rl_router,0
3061,normal,heuristic_router,1
3062,holiday_surge,heuristic_router,1
3063,normal,heuristic_router,1
3064,normal,heuristic_router,0
3065,normal,rl_router,1
3066,normal,rl_router,1
3067,holiday_surge,rl_router,1
3068,normal,heuristic_router,1
3069,normal,rl_router,1
3070,normal,rl_router,1
3071,normal,rl_router,1
3072,holiday_surge,rl_router,1
3073,normal,rl_router,1
3074,normal,heuristic_router,0
3075,normal,heuristic_router,1
3076,normal,heuristic_router,1
3077,normal,heuristic_router,1
3078,holiday_surge,rl_router,1
3079,holiday_surge,heuristic_router,1
3080,holiday_surge,heuristic_router,1
3081,normal,heuristic_router,0
3082,holiday_surge,heuristic_router,1
3083,normal,heuristic_router,1
3084,holiday_surge,heuristic_router,1
3085,normal,heuristic_router,1
3086,normal,rl_router,1
3087,holiday_surge,rl_router,1
3088,normal,rl_router,1
3089,holiday_surge,heuristic_router,0
3090,holiday_surge,rl_router,0
3091,holiday_surge,heuristic_router,1
3092,normal,heuristic_router,1
3093,holiday_surge,heuristic_router,1
3094,normal,rl_router,1
3095,normal,heuristic_router,1
3096,normal,heuristic_router,1
3097,normal,heuristic_router,1
3098,normal,rl_router,1
3099,normal,rl_router,1
3100,normal,rl_router,1
3101,normal,heuristic_router,1
3102,holiday_surge,rl_router,0
3103,holiday_surge,heuristic_router,0
3104,normal,heuristic_router,0
3105,normal,rl_router,1
3106,holiday_surge,heuristic_router,0
3107,holiday_surge,heuristic_router,1
3108,normal,rl_router,1
3109,holiday_surge,rl_router,1
3110,holiday_surge,heuristic_router,1
3111,normal,rl_router,1
3112,normal,heuristic_router,1
3113,normal,heuristic_router,1
3114,normal,rl_router,1
3115,normal,rl_router,0
3116,normal,heuristic_router,1
3117,holiday_surge,heuristic_router,0
3118,normal,heuristic_router,1
3119,normal,heuristic_router,1
3120,normal,rl_router,1
3121,holiday_surge,rl_router,0
3122,normal,heuristic_router,0
3123,normal,rl_router,1
3124,normal,rl_router,1
3125,normal,heuristic_router,1
3126,normal,heuristic_router,0
3127,normal,heuristic_router,1
3128,normal,heuristic_router,1
3129,normal,heuristic_router,0
3130,normal,heuristic_router,1
3131,normal,rl_router,1
3132,normal,rl_router,1
3133,holiday_surge,heuristic_router,1
3134,normal,heuristic_router,1
3135,normal,rl_router,1
3136,holiday_surge,heuristic_router,0
3137,holiday_surge,heuristic_router,1
3138,normal,rl_router,1
3139,normal,heuristic_router,1
3140,holiday_surge,rl_router,1
3141,normal,rl_router,1
3142,normal,rl_router,1
3143,holiday_surge,rl_router,0
3144,holiday_surge,heuristic_router,1
3145,holiday_surge,rl_router,1
3146,normal,heuristic_router,1
3147,normal,heuristic_router,1
3148,normal,rl_router,1
3149,normal,rl_router,1
3150,holiday_surge,heuristic_router,1
3151,normal,heuristic_router,0
3152,normal,rl_router,1
3153,normal,heuristic_router,0
3154,normal,rl_router,1
3155,holiday_surge,heuristic_router,1
3156,holiday_surge,heuristic_router,0
3157,normal,heuristic_router,1
3158,normal,heuristic_router,1
3159,normal,rl_router,1
3160,holiday_surge,heuristic_router,1
3161,holiday_surge,rl_router,1
3162,holiday_surge,rl_router,1
3163,normal,heuristic_router,1
3164,holiday_surge,heuristic_router,0
3165,normal,heuristic_router,1
3166,normal,rl_router,1
3167,normal,heuristic_router,1
3168,normal,heuristic_router,1
3169,normal,rl_router,1
3170,normal,rl_router,1
3171,holiday_surge,heuristic_router,1
3172,normal,rl_router,1
3173,normal,rl_router,1
3174,normal,heuristic_router,1
3175,normal,heuristic_router,1
3176,holiday_surge,rl_router,0
3177,normal,heuristic_router,1
3178,holiday_surge,heuristic_router,0
3179,normal,rl_router,1
3180,holiday_surge,heuristic_router,1
3181,holiday_surge,heuristic_router,1
3182,holiday_surge,heuristic_router,1
3183,normal,rl_router,0
3184,normal,heuristic_router,1
3185,normal,heuristic_router,1
3186,normal,rl_router,1
3187,holiday_surge,heuristic_router,1
3188,holiday_surge,rl_router,1
3189,normal,rl_router,1
3190,normal,rl_router,1
3191,holiday_surge,heuristic_router,1
3192,normal,rl_router,1
3193,normal,rl_router,1
3194,normal,heuristic_router,1
3195,normal,heuristic_router,1
3196,normal,rl_router,1
3197,normal,heuristic_router,1
3198,normal,heuristic_router,0
3199,holiday_surge,heuristic_router,0
3200,normal,heuristic_router,1
3201,normal,heuristic_router,1
3202,normal,rl_router,1
3203,holiday_surge,heuristic_router,1
3204,holiday_surge,rl_router,0
3205,normal,heuristic_router,1
3206,normal,rl_router,1
3207,holiday_surge,rl_router,0
3208,normal,heuristic_router,1
3209,normal,rl_router,1
3210,normal,heuristic_router,1
3211,holiday_surge,heuristic_router,0
3212,normal,heuristic_router,1
3213,normal,heuristic_router,1
3214,holiday_surge,rl_router,1
3215,normal,rl_router,1
3216,holiday_surge,heuristic_router,1
3217,normal,heuristic_router,1
3218,normal,heuristic_router,1
3219,holiday_surge,rl_router,0
3220,normal,rl_router,1
3221,holiday_surge,heuristic_router,0
3222,normal,rl_router,1
3223,holiday_surge,rl_router,1
3224,normal,rl_router,1
3225,normal,rl_router,1
3226,holiday_surge,rl_router,1
3227,normal,rl_router,1
3228,holiday_surge,heuristic_router,1
3229,holiday_surge,heuristic_router,1
3230,normal,rl_router,0
3231,holiday_surge,heuristic_router,1
3232,normal,rl_router,1
3233,holiday_surge,rl_router,1
3234,holiday_surge,heuristic_router,0
3235,normal,heuristic_router,1
3236,normal,rl_router,1
3237,normal,rl_router,1
3238,holiday_surge,rl_router,1
3239,normal,heuristic_router,1
3240,normal,heuristic_router,1
3241,normal,rl_router,1
3242,normal,rl_router,1
3243,holiday_surge,heuristic_router,1
3244,holiday_surge,rl_router,1
3245,normal,heuristic_router,1
3246,holiday_surge,rl_router,0
3247,holiday_surge,heuristic_router,1
3248,normal,heuristic_router,0
3249,normal,rl_router,1
3250,holiday_surge,rl_router,1
3251,normal,rl_router,0
3252,holiday_surge,rl_router,1
3253,holiday_surge,heuristic_router,1
3254,normal,rl_router,0
3255,normal,rl_router,1
3256,normal,heuristic_router,1
3257,normal,rl_router,1
3258,holiday_surge,heuristic_router,1
3259,normal,rl_router,1
3260,holiday_surge,heuristic_router,1
3261,holiday_surge,rl_router,1
3262,holiday_surge,heuristic_router,0
3263,normal,rl_router,0
3264,normal,heuristic_router,0
3265,normal,rl_router,1
3266,normal,rl_router,1
3267,normal,heuristic_router,1
3268,holiday_surge,heuristic_router,1
3269,normal,rl_router,1
3270,normal,heuristic_router,1
3271,holiday_surge,rl_router,1
3272,holiday_surge,rl_router,0
3273,normal,rl_router,1
3274,normal,rl_router,1
3275,normal,heuristic_router,0
3276,holiday_surge,rl_router,1
3277,normal,heuristic_router,1
3278,holiday_surge,heuristic_router,1
3279,normal,heuristic_router,1
3280,normal,heuristic_router,0
3281,normal,rl_router,1
3282,holiday_surge,rl_router,1
3283,holiday_surge,rl_router,1
3284,holiday_surge,heuristic_router,0
3285,normal,rl_router,1
3286,normal,heuristic_router,1
3287,normal,rl_router,1
3288,holiday_surge,heuristic_router,1
3289,holiday_surge,rl_router,0
3290,normal,heuristic_router,0
3291,normal,heuristic_router,1
3292,holiday_surge,rl_router,1
3293,normal,rl_router,1
3294,holiday_surge,heuristic_router,1
3295,normal,rl_router,1
3296,normal,rl_router,1
3297,holiday_surge,rl_router,1
3298,normal,heuristic_router,1
3299,holiday_surge,rl_router,0
3300,normal,rl_router,1
3301,normal,rl_router,1
3302,normal,rl_router,1
3303,normal,rl_router,1
3304,holiday_surge,rl_router,1
3305,holiday_surge,rl_router,0
3306,normal,rl_router,0
3307,normal,heuristic_router,1
3308,holiday_surge,heuristic_router,1
3309,holiday_surge,rl_router,1
3310,normal,heuristic_router,1
3311,holiday_surge,heuristic_router,0
3312,normal,rl_router,0
3313,normal,rl_router,1
3314,normal,rl_router,1
3315,holiday_surge,rl_router,1
3316,holiday_surge,heuristic_router,1
3317,holiday_surge,heuristic_router,1
3318,holiday_surge,heuristic_router,1
3319,holiday_surge,heuristic_router,1
3320,normal,heuristic_router,1
3321,normal,heuristic_router,1
3322,holiday_surge,heuristic_router,1
3323,normal,rl_router,0
3324,normal,rl_router,1
3325,normal,heuristic_router,1
3326,normal,heuristic_router,1
3327,holiday_surge,rl_router,1
3328,normal,rl_router,1
3329,normal,heuristic_router,1
3330,normal,rl_router,1
3331,normal,rl_router,1
3332,normal,heuristic_router,1
3333,normal,heuristic_router,0
3334,normal,rl_router,1
3335,normal,rl_router,1
3336,holiday_surge,rl_router,1
3337,holiday_surge,heuristic_router,1
3338,normal,heuristic_router,1
3339,normal,heuristic_router,1
3340,normal,heuristic_router,1
3341,normal,rl_router,1
3342,normal,rl_router,1
3343,holiday_surge,rl_router,1
3344,normal,heuristic_router,0
3345,holiday_surge,rl_router,1
3346,holiday_surge,heuristic_router,1
3347,holiday_surge,heuristic_router,1
3348,normal,rl_router,1
3349,normal,rl_router,1
3350,normal,rl_router,1
3351,normal,heuristic_router,1
3352,holiday_surge,rl_router,1
3353,normal,rl_router,1
3354,normal,heuristic_router,1
3355,normal,rl_router,1
3356,holiday_surge,heuristic_router,1
3357,holiday_surge,rl_router,1
3358,normal,rl_router,1
3359,holiday_surge,rl_router,1
3360,normal,heuristic_router,0
3361,normal,heuristic_router,1
3362,normal,rl_router,1
3363,normal,rl_router,1
3364,normal,rl_router,1
3365,holiday_surge,rl_router,1
3366,holiday_surge,rl_router,0
3367,normal,heuristic_router,1
3368,normal,rl_router,1
3369,normal,heuristic_router,0
3370,normal,rl_router,1
3371,holiday_surge,rl_router,1
3372,holiday_surge,rl_router,0
3373,normal,heuristic_router,1
3374,normal,rl_router,1
3375,normal,heuristic_router,1
3376,normal,heuristic_router,1
3377,normal,rl_router,1
3378,holiday_surge,heuristic_router,0
3379,normal,heuristic_router,1
3380,normal,heuristic_router,1
3381,normal,rl_router,1
3382,normal,rl_router,1
3383,holiday_surge,heuristic_router,0
3384,holiday_surge,heuristic_router,1
3385,holiday_surge,rl_router,0
3386,normal,rl_router,1
3387,holiday_surge,rl_router,1
3388,normal,rl_router,1
3389,normal,rl_router,1
3390,normal,rl_router,1
3391,normal,rl_router,0
3392,holiday_surge,rl_router,1
3393,normal,heuristic_router,1
3394,normal,heuristic_router,1
3395,normal,heuristic_router,1
3396,normal,heuristic_router,1
3397,holiday_surge,heuristic_router,0
3398,holiday_surge,heuristic_router,1
3399,holiday_surge,heuristic_router,1
3400,holiday_surge,rl_router,0
3401,normal,rl_router,1
3402,normal,rl_router,1
3403,normal,rl_router,1
3404,holiday_surge,heuristic_router,1
3405,normal,rl_router,1
3406,holiday_surge,heuristic_router,1
3407,holiday_surge,heuristic_router,1
3408,normal,rl_router,1
3409,normal,heuristic_router,0
3410,holiday_surge,rl_router,1
3411,normal,heuristic_router,0
3412,normal,rl_router,1
3413,normal,rl_router,1
3414,normal,rl_router,1
3415,normal,heuristic_router,0
3416,normal,heuristic_router,1
3417,normal,rl_router,1
3418,normal,heuristic_router,0
3419,normal,heuristic_router,1
3420,normal,heuristic_router,1
3421,normal,rl_router,1
3422,normal,rl_router,1
3423,holiday_surge,heuristic_router,1
3424,normal,heuristic_router,0
3425,normal,heuristic_router,1
3426,normal,heuristic_router,0
3427,normal,rl_router,0
3428,holiday_surge,rl_router,0
3429,normal,rl_router,1
3430,holiday_surge,rl_router,0
3431,normal,heuristic_router,0
3432,normal,rl_router,1
3433,normal,heuristic_router,1
3434,normal,heuristic_router,1
3435,holiday_surge,heuristic_router,0
3436,normal,rl_router,1
3437,normal,heuristic_router,1
3438,holiday_surge,rl_router,1
3439,holiday_surge,heuristic_router,0
3440,normal,rl_router,1
3441,normal,heuristic_router,0
3442,normal,rl_router,1
3443,normal,heuristic_router,1
3444,normal,rl_router,1
3445,holiday_surge,rl_router,0
3446,normal,heuristic_router,1
3447,holiday_surge,rl_router,1
3448,normal,heuristic_router,0
3449,normal,rl_router,0
3450,normal,rl_router,1
3451,holiday_surge,heuristic_router,1
3452,normal,rl_router,0
3453,holiday_surge,rl_router,1
3454,normal,rl_router,1
3455,normal,rl_router,1
3456,normal,rl_router,1
3457,normal,heuristic_router,1
3458,holiday_surge,rl_router,0
3459,holiday_surge,rl_router,1
3460,holiday_surge,heuristic_router,1
3461,holiday_surge,heuristic_router,0
3462,normal,rl_router,1
3463,holiday_surge,heuristic_router,1
3464,normal,rl_router,1
3465,holiday_surge,heuristic_router,0
3466,normal,rl_router,1
3467,normal,heuristic_router,1
3468,holiday_surge,rl_router,1
3469,holiday_surge,rl_router,1
3470,normal,rl_router,1
3471,holiday_surge,heuristic_router,0
3472,normal,heuristic_router,1
3473,normal,heuristic_router,1
3474,holiday_surge,rl_router,1
3475,normal,heuristic_router,1
3476,normal,rl_router,1
3477,normal,heuristic_router,0
3478,normal,rl_router,1
3479,normal,rl_router,1
3480,holiday_surge,rl_router,0
3481,normal,heuristic_router,1
3482,normal,heuristic_router,0
3483,holiday_surge,heuristic_router,1
3484,holiday_surge,rl_router,0
3485,holiday_surge,heuristic_router,0
3486,normal,rl_router,1
3487,holiday_surge,rl_router,1
3488,holiday_surge,rl_router,1
3489,normal,heuristic_router,1
3490,normal,rl_router,1
3491,normal,rl_router,1
3492,holiday_surge,rl_router,1
3493,holiday_surge,rl_router,1
3494,normal,rl_router,1
3495,holiday_surge,heuristic_router,1
3496,normal,rl_router,1
3497,normal,rl_router,1
3498,normal,rl_router,1
3499,holiday_surge,heuristic_router,1
3500,normal,rl_router,1
3501,normal,heuristic_router,0
3502,holiday_surge,rl_router,0
3503,normal,heuristic_router,1
3504,holiday_surge,rl_router,1
3505,normal,heuristic_router,1
3506,normal,rl_router,1
3507,holiday_surge,heuristic_router,1
3508,normal,rl_router,1
3509,holiday_surge,heuristic_router,1
3510,normal,heuristic_router,1
